"university_id","survey_year","non_teaching_staff_count_id"
"0668","2015","476141"
"0702","2015","476794"
"0702","2015","476795"
"0702","2015","476796"
"0702","2015","476797"
"0702","2015","476798"
"0702","2015","476799"
"0702","2015","476800"
"0702","2015","476801"
"0702","2015","476802"
"0759","2015","476843"
"0759","2015","476844"
"0753","2015","476970"
"0753","2015","476971"
"0753","2015","476972"
"0753","2015","476973"
"0753","2015","476974"
"0753","2015","476975"
"0753","2015","476976"
"0753","2015","476977"
"0602","2015","477380"
"0147","2015","477618"
"0147","2015","477619"
"0147","2015","477620"
"0147","2015","477621"
"0134","2015","477652"
"0134","2015","477653"
"0134","2015","477654"
"0134","2015","477655"
"0134","2015","477656"
"0134","2015","477657"
"0134","2015","477658"
"0134","2015","477659"
"0134","2015","477660"
"0134","2015","477661"
"0140","2015","477916"
"0140","2015","477917"
"0140","2015","477918"
"0140","2015","477919"
"0140","2015","477920"
"0140","2015","477921"
"0148","2015","478051"
"0148","2015","478052"
"0148","2015","478053"
"0148","2015","478054"
"0148","2015","478055"
"0148","2015","478056"
"0219","2015","478201"
"0219","2015","478202"
"0219","2015","478203"
"0219","2015","478204"
"0219","2015","478205"
"0219","2015","478206"
"0219","2015","478207"
"0219","2015","478208"
"0154","2015","478224"
"0154","2015","478225"
"0154","2015","478226"
"0154","2015","478227"
"0154","2015","478228"
"0154","2015","478229"
"0154","2015","478230"
"0154","2015","478231"
"0044","2015","478327"
"0044","2015","478328"
"0044","2015","478329"
"0044","2015","478330"
"0044","2015","478331"
"0044","2015","478332"
"0124","2015","478465"
"0124","2015","478466"
"0124","2015","478467"
"0124","2015","478468"
"0589","2015","479164"
"0589","2015","479165"
"0589","2015","479166"
"0714","2015","479218"
"0714","2015","479219"
"0706","2015","479588"
"0129","2015","479632"
"0129","2015","479633"
"0129","2015","479634"
"0129","2015","479635"
"0129","2015","479636"
"0129","2015","479637"
"0129","2015","479638"
"0129","2015","479639"
"0511","2015","479700"
"0511","2015","479701"
"0511","2015","479702"
"0511","2015","479703"
"0511","2015","479704"
"0151","2015","479950"
"0151","2015","479951"
"0151","2015","479952"
"0151","2015","479953"
"0215","2015","480359"
"0215","2015","480360"
"0215","2015","480361"
"0215","2015","480362"
"0215","2015","480363"
"0215","2015","480364"
"0182","2015","480370"
"0182","2015","480371"
"0182","2015","480372"
"0182","2015","480373"
"0182","2015","480374"
"0380","2015","480623"
"0380","2015","480624"
"0380","2015","480625"
"0380","2015","480626"
"0010","2015","480751"
"0010","2015","480752"
"0010","2015","480753"
"0010","2015","480754"
"0010","2015","480755"
"0010","2015","480756"
"0175","2015","481178"
"0175","2015","481179"
"0175","2015","481180"
"0175","2015","481181"
"0175","2015","481182"
"0175","2015","481183"
"0175","2015","481184"
"0157","2015","481338"
"0157","2015","481339"
"0157","2015","481340"
"0157","2015","481341"
"0790","2015","481871"
"0790","2015","481872"
"0790","2015","481873"
"0790","2015","481874"
"0790","2015","481875"
"0660","2015","482155"
"0660","2015","482156"
"0660","2015","482157"
"0660","2015","482158"
"0119","2015","482826"
"0601","2015","482940"
"0601","2015","482941"
"0601","2015","482942"
"0576","2015","483179"
"0576","2015","483180"
"0576","2015","483181"
"0576","2015","483182"
"0576","2015","483183"
"0576","2015","483184"
"0576","2015","483185"
"0576","2015","483186"
"0576","2015","483187"
"0576","2015","483188"
"0193","2015","483447"
"0193","2015","483448"
"0193","2015","483449"
"0193","2015","483450"
"0193","2015","483451"
"0193","2015","483452"
"0193","2015","483453"
"0193","2015","483454"
"0193","2015","483455"
"0193","2015","483456"
"0792","2015","483541"
"0792","2015","483542"
"0792","2015","483543"
"0792","2015","483544"
"0296","2015","483662"
"0296","2015","483663"
"0296","2015","483664"
"0296","2015","483665"
"0296","2015","483666"
"0450","2015","483695"
"0450","2015","483696"
"0450","2015","483697"
"0450","2015","483698"
"0450","2015","483699"
"0450","2015","483700"
"0244","2015","483768"
"0244","2015","483769"
"0244","2015","483770"
"0244","2015","483771"
"0244","2015","483772"
"0244","2015","483773"
"0244","2015","483774"
"0370","2015","484297"
"0370","2015","484298"
"0370","2015","484299"
"0370","2015","484300"
"0798","2015","484448"
"0746","2015","484791"
"0746","2015","484792"
"0746","2015","484793"
"0746","2015","484794"
"0810","2015","484845"
"0502","2015","485085"
"0502","2015","485086"
"0502","2015","485087"
"0502","2015","485088"
"0502","2015","485089"
"0502","2015","485090"
"0781","2015","485911"
"0781","2015","485912"
"0781","2015","485913"
"0781","2015","485914"
"0781","2015","485915"
"0738","2015","487448"
"0738","2015","487449"
"0738","2015","487450"
"0738","2015","487451"
"0738","2015","487452"
"0738","2015","487453"
"0374","2015","487834"
"0374","2015","487835"
"0374","2015","487836"
"0374","2015","487837"
"0641","2015","487904"
"0641","2015","487905"
"0641","2015","487906"
"0641","2015","487907"
"0641","2015","487908"
"0641","2015","487909"
"0051","2015","488108"
"0051","2015","488109"
"0051","2015","488110"
"0051","2015","488111"
"0167","2015","488119"
"0167","2015","488120"
"0167","2015","488121"
"0167","2015","488122"
"0345","2015","488127"
"0345","2015","488128"
"0345","2015","488129"
"0345","2015","488130"
"0345","2015","488131"
"0345","2015","488132"
"0345","2015","488133"
"0345","2015","488134"
"0617","2015","488269"
"0617","2015","488270"
"0617","2015","488271"
"0617","2015","488272"
"0617","2015","488273"
"0186","2015","488385"
"0186","2015","488386"
"0186","2015","488387"
"0186","2015","488388"
"0186","2015","488389"
"0186","2015","488390"
"0249","2015","489119"
"0249","2015","489120"
"0249","2015","489121"
"0249","2015","489122"
"0137","2015","489170"
"0137","2015","489171"
"0137","2015","489172"
"0137","2015","489173"
"0137","2015","489174"
"0137","2015","489175"
"0137","2015","489176"
"0137","2015","489177"
"0137","2015","489178"
"0137","2015","489179"
"0137","2015","489180"
"0768","2015","489516"
"0768","2015","489517"
"0768","2015","489518"
"0768","2015","489519"
"0310","2015","489732"
"0310","2015","489733"
"0310","2015","489734"
"0310","2015","489735"
"0310","2015","489736"
"0310","2015","489737"
"0699","2015","490066"
"0699","2015","490067"
"0699","2015","490068"
"0699","2015","490069"
"0699","2015","490070"
"0699","2015","490071"
"0699","2015","490072"
"0699","2015","490073"
"0699","2015","490074"
"0699","2015","490075"
"0565","2015","490207"
"0565","2015","490208"
"0349","2015","490483"
"0349","2015","490484"
"0297","2015","490516"
"0297","2015","490517"
"0297","2015","490518"
"0297","2015","490519"
"0297","2015","490520"
"0272","2015","491085"
"0272","2015","491086"
"0272","2015","491087"
"0272","2015","491088"
"0272","2015","491089"
"0234","2015","491165"
"0586","2015","491825"
"0586","2015","491826"
"0586","2015","491827"
"0586","2015","491828"
"0586","2015","491829"
"0586","2015","491830"
"0586","2015","491831"
"0352","2015","492116"
"0352","2015","492117"
"0352","2015","492118"
"0352","2015","492119"
"0352","2015","492120"
"0352","2015","492121"
"0352","2015","492122"
"0352","2015","492123"
"0537","2015","492134"
"0537","2015","492135"
"0537","2015","492136"
"0537","2015","492137"
"0537","2015","492138"
"0537","2015","492139"
"0537","2015","492140"
"0537","2015","492141"
"0537","2015","492142"
"0358","2015","492317"
"0358","2015","492318"
"0686","2015","492626"
"0686","2015","492627"
"0686","2015","492628"
"0583","2015","492759"
"0583","2015","492760"
"0583","2015","492761"
"0583","2015","492762"
"0583","2015","492763"
"0583","2015","492764"
"0583","2015","492765"
"0327","2015","493891"
"0327","2015","493892"
"0327","2015","493893"
"0327","2015","493894"
"0353","2015","493993"
"0353","2015","493994"
"0353","2015","493995"
"0353","2015","493996"
"0353","2015","493997"
"0353","2015","493998"
"0353","2015","493999"
"0353","2015","494000"
"0305","2015","494117"
"0305","2015","494118"
"0305","2015","494119"
"0305","2015","494120"
"0305","2015","494121"
"0305","2015","494122"
"0288","2015","495065"
"0288","2015","495066"
"0288","2015","495067"
"0288","2015","495068"
"0288","2015","495069"
"0288","2015","495070"
"0288","2015","495071"
"0288","2015","495072"
"0281","2015","495280"
"0281","2015","495281"
"0105","2015","495806"
"0105","2015","495807"
"0105","2015","495808"
"0664","2015","496457"
"0664","2015","496458"
"0664","2015","496459"
"0664","2015","496460"
"0664","2015","496461"
"0664","2015","496462"
"0476","2015","496543"
"0476","2015","496544"
"0476","2015","496545"
"0476","2015","496546"
"0476","2015","496547"
"0476","2015","496548"
"0476","2015","496549"
"0476","2015","496550"
"0476","2015","496551"
"0476","2015","496552"
"0476","2015","496553"
"0640","2015","496663"
"0640","2015","496664"
"0640","2015","496665"
"0640","2015","496666"
"0640","2015","496667"
"0439","2015","496704"
"0314","2015","496949"
"0314","2015","496950"
"0314","2015","496951"
"0355","2015","497231"
"0355","2015","497232"
"0355","2015","497233"
"0355","2015","497234"
"0355","2015","497235"
"0355","2015","497236"
"0355","2015","497237"
"0355","2015","497238"
"0054","2015","497268"
"0054","2015","497269"
"0054","2015","497270"
"0054","2015","497271"
"0054","2015","497272"
"0054","2015","497273"
"0054","2015","497274"
"0054","2015","497275"
"0659","2015","497317"
"0659","2015","497318"
"0659","2015","497319"
"0308","2015","497894"
"0308","2015","497895"
"0308","2015","497896"
"0308","2015","497897"
"0308","2015","497898"
"0308","2015","497899"
"0400","2015","498541"
"0400","2015","498542"
"0400","2015","498543"
"0400","2015","498544"
"0400","2015","498545"
"0400","2015","498546"
"0400","2015","498547"
"0400","2015","498548"
"0400","2015","498549"
"0400","2015","498550"
"0400","2015","498551"
"0400","2015","498552"
"0400","2015","498553"
"0523","2015","498635"
"0523","2015","498636"
"0728","2015","498686"
"0728","2015","498687"
"0728","2015","498688"
"0569","2015","498783"
"0351","2015","499242"
"0083","2015","499310"
"0083","2015","499311"
"0083","2015","499312"
"0346","2015","499883"
"0346","2015","499884"
"0346","2015","499885"
"0346","2015","499886"
"0346","2015","499887"
"0328","2015","500314"
"0328","2015","500315"
"0328","2015","500316"
"0328","2015","500317"
"0386","2015","500567"
"0386","2015","500568"
"0386","2015","500569"
"0386","2015","500570"
"0386","2015","500571"
"0386","2015","500572"
"0386","2015","500573"
"0386","2015","500574"
"0386","2015","500575"
"0386","2015","500576"
"0386","2015","500577"
"0553","2015","501789"
"0553","2015","501790"
"0553","2015","501791"
"0553","2015","501792"
"0507","2015","502004"
"0507","2015","502005"
"0507","2015","502006"
"0507","2015","502007"
"0507","2015","502008"
"0507","2015","502009"
"0507","2015","502010"
"0507","2015","502011"
"0554","2015","502079"
"0554","2015","502080"
"0385","2015","502628"
"0385","2015","502629"
"0385","2015","502630"
"0385","2015","502631"
"0385","2015","502632"
"0385","2015","502633"
"0385","2015","502634"
"0385","2015","502635"
"0385","2015","502636"
"0385","2015","502637"
"0385","2015","502638"
"0691","2015","502724"
"0691","2015","502725"
"0691","2015","502726"
"0691","2015","502727"
"0143","2015","502783"
"0143","2015","502784"
"0143","2015","502785"
"0143","2015","502786"
"0143","2015","502787"
"0143","2015","502788"
"0143","2015","502789"
"0143","2015","502790"
"0143","2015","502791"
"0143","2015","502792"
"0143","2015","502793"
"0143","2015","502794"
"0143","2015","502795"
"0143","2015","502796"
"0143","2015","502797"
"0143","2015","502798"
"0531","2015","503000"
"0531","2015","503001"
"0531","2015","503002"
"0434","2015","503342"
"0794","2015","504016"
"0794","2015","504017"
"0794","2015","504018"
"0794","2015","504019"
"0794","2015","504020"
"0794","2015","504021"
"0541","2015","504200"
"0541","2015","504201"
"0541","2015","504202"
"0541","2015","504203"
"0541","2015","504204"
"0541","2015","504205"
"0541","2015","504206"
"0541","2015","504207"
"0528","2015","504509"
"0528","2015","504510"
"0528","2015","504511"
"0528","2015","504512"
"0528","2015","504513"
"0528","2015","504514"
"0528","2015","504515"
"0528","2015","504516"
"0528","2015","504517"
"0528","2015","504518"
"0373","2015","504793"
"0373","2015","504794"
"0373","2015","504795"
"0373","2015","504796"
"0373","2015","504797"
"0373","2015","504798"
"0275","2015","504848"
"0275","2015","504849"
"0275","2015","504850"
"0275","2015","504851"
"0275","2015","504852"
"0275","2015","504853"
"0275","2015","504854"
"0320","2015","504997"
"0320","2015","504998"
"0320","2015","504999"
"0552","2015","505082"
"0552","2015","505083"
"0552","2015","505084"
"0552","2015","505085"
"0419","2015","505329"
"0419","2015","505330"
"0419","2015","505331"
"0267","2015","505373"
"0267","2015","505374"
"0267","2015","505375"
"0267","2015","505376"
"0267","2015","505377"
"0267","2015","505378"
"0267","2015","505379"
"0267","2015","505380"
"0267","2015","505381"
"0458","2015","505535"
"0458","2015","505536"
"0458","2015","505537"
"0458","2015","505538"
"0458","2015","505539"
"0458","2015","505540"
"0592","2015","505546"
"0592","2015","505547"
"0592","2015","505548"
"0592","2015","505549"
"0592","2015","505550"
"0592","2015","505551"
"0592","2015","505552"
"0592","2015","505553"
"0623","2015","505845"
"0623","2015","505846"
"0623","2015","505847"
"0623","2015","505848"
"0623","2015","505849"
"0623","2015","505850"
"0549","2015","506233"
"0549","2015","506234"
"0549","2015","506235"
"0549","2015","506236"
"0549","2015","506237"
"0549","2015","506238"
"0665","2015","506337"
"0665","2015","506338"
"0665","2015","506339"
"0144","2015","507033"
"0144","2015","507034"
"0144","2015","507035"
"0144","2015","507036"
"0761","2015","507223"
"0761","2015","507224"
"0645","2015","507559"
"0645","2015","507560"
"0645","2015","507561"
"0645","2015","507562"
"0645","2015","507563"
"0645","2015","507564"
"0645","2015","507565"
"0754","2015","507646"
"0469","2015","507670"
"0469","2015","507671"
"0469","2015","507672"
"0469","2015","507673"
"0469","2015","507674"
"0469","2015","507675"
"0282","2015","507677"
"0282","2015","507678"
"0282","2015","507679"
"0282","2015","507680"
"0488","2015","507696"
"0488","2015","507697"
"0379","2015","588285"
"0379","2015","588286"
"0379","2015","588287"
"0488","2015","507701"
"0379","2015","588288"
"0318","2015","507716"
"0318","2015","507717"
"0318","2015","507718"
"0318","2015","507719"
"0731","2015","507739"
"0731","2015","507740"
"0731","2015","507741"
"0731","2015","507742"
"0460","2015","508616"
"0460","2015","508617"
"0460","2015","508618"
"0460","2015","508619"
"0435","2015","508793"
"0435","2015","508794"
"0435","2015","508795"
"0435","2015","508796"
"0274","2015","508906"
"0274","2015","508907"
"0274","2015","508908"
"0519","2015","508940"
"0519","2015","508941"
"0519","2015","508942"
"0519","2015","508943"
"0519","2015","508944"
"0519","2015","508945"
"0519","2015","508946"
"0519","2015","508947"
"0091","2015","509085"
"0091","2015","509086"
"0091","2015","509087"
"0091","2015","509088"
"0091","2015","509089"
"0454","2015","509226"
"0454","2015","509227"
"0454","2015","509228"
"0454","2015","509229"
"0566","2015","509236"
"0566","2015","509237"
"0566","2015","509238"
"0566","2015","509239"
"0467","2015","509370"
"0451","2015","509713"
"0451","2015","509714"
"0451","2015","509715"
"0451","2015","509716"
"0739","2015","510017"
"0739","2015","510018"
"0739","2015","510019"
"0739","2015","510020"
"0562","2015","510066"
"0562","2015","510067"
"0562","2015","510068"
"0562","2015","510069"
"0562","2015","510070"
"0562","2015","510071"
"0562","2015","510072"
"0562","2015","510073"
"0474","2015","510239"
"0474","2015","510240"
"0474","2015","510241"
"0474","2015","510242"
"0474","2015","510243"
"0474","2015","510244"
"0474","2015","510245"
"0474","2015","510246"
"0474","2015","510247"
"0474","2015","510248"
"0474","2015","510249"
"0474","2015","510250"
"0470","2015","510520"
"0470","2015","510521"
"0470","2015","510522"
"0470","2015","510523"
"0487","2015","510776"
"0487","2015","510777"
"0487","2015","510778"
"0487","2015","510779"
"0278","2015","510925"
"0278","2015","510926"
"0445","2015","511157"
"0445","2015","511158"
"0445","2015","511159"
"0445","2015","511160"
"0445","2015","511161"
"0445","2015","511162"
"0445","2015","511163"
"0445","2015","511164"
"0522","2015","511290"
"0522","2015","511291"
"0522","2015","511292"
"0522","2015","511293"
"0522","2015","511294"
"0522","2015","511295"
"0522","2015","511296"
"0522","2015","511297"
"0498","2015","511339"
"0498","2015","511340"
"0498","2015","511341"
"0498","2015","511342"
"0498","2015","511343"
"0498","2015","511344"
"0093","2015","511504"
"0090","2015","511744"
"0090","2015","511745"
"0090","2015","511746"
"0090","2015","511747"
"0090","2015","511748"
"0226","2015","511797"
"0226","2015","511798"
"0226","2015","511799"
"0226","2015","511800"
"0226","2015","511801"
"0489","2015","511921"
"0489","2015","511922"
"0489","2015","511923"
"0489","2015","511924"
"0481","2015","512008"
"0481","2015","512009"
"0481","2015","512010"
"0481","2015","512011"
"0481","2015","512012"
"0481","2015","512013"
"0364","2015","512052"
"0364","2015","512053"
"0364","2015","512054"
"0364","2015","512055"
"0364","2015","512056"
"0364","2015","512057"
"0364","2015","512058"
"0364","2015","512059"
"0364","2015","512060"
"0364","2015","512061"
"0644","2015","512088"
"0644","2015","512089"
"0644","2015","512090"
"0644","2015","512091"
"0447","2015","512150"
"0447","2015","512151"
"0447","2015","512152"
"0447","2015","512153"
"0447","2015","512154"
"0447","2015","512155"
"0479","2015","512219"
"0479","2015","512220"
"0479","2015","512221"
"0479","2015","512222"
"0479","2015","512223"
"0479","2015","512224"
"0479","2015","512225"
"0479","2015","512226"
"0479","2015","512227"
"0479","2015","512228"
"0479","2015","512229"
"0479","2015","512230"
"0559","2015","512451"
"0559","2015","512452"
"0559","2015","512453"
"0559","2015","512454"
"0559","2015","512455"
"0070","2015","512798"
"0070","2015","512799"
"0070","2015","512800"
"0070","2015","512801"
"0070","2015","512802"
"0070","2015","512803"
"0536","2015","512897"
"0536","2015","512898"
"0536","2015","512899"
"0536","2015","512900"
"0263","2015","512939"
"0263","2015","512940"
"0263","2015","512941"
"0263","2015","512942"
"0263","2015","512943"
"0263","2015","512944"
"0124","2015","513031"
"0124","2015","513032"
"0124","2015","513033"
"0124","2015","513034"
"0239","2015","513097"
"0239","2015","513098"
"0239","2015","513099"
"0239","2015","513100"
"0239","2015","513101"
"0239","2015","513102"
"0239","2015","513103"
"0239","2015","513104"
"0239","2015","513105"
"0111","2015","513151"
"0111","2015","513152"
"0111","2015","513153"
"0111","2015","513154"
"0468","2015","513342"
"0468","2015","513343"
"0468","2015","513344"
"0468","2015","513345"
"0468","2015","513346"
"0468","2015","513347"
"0468","2015","513348"
"0468","2015","513349"
"0715","2015","513350"
"0715","2015","513351"
"0715","2015","513352"
"0715","2015","513353"
"0715","2015","513354"
"0715","2015","513355"
"0715","2015","513356"
"0771","2015","513495"
"0771","2015","513496"
"0771","2015","513497"
"0771","2015","513498"
"0771","2015","513499"
"0771","2015","513500"
"0771","2015","513501"
"0693","2015","513602"
"0693","2015","513603"
"0483","2015","513617"
"0424","2015","513910"
"0424","2015","513911"
"0424","2015","513912"
"0506","2015","513923"
"0506","2015","513924"
"0506","2015","513925"
"0506","2015","513926"
"0213","2015","513979"
"0213","2015","513980"
"0213","2015","513981"
"0213","2015","513982"
"0213","2015","513983"
"0213","2015","513984"
"0213","2015","513985"
"0622","2015","513990"
"0622","2015","513991"
"0622","2015","513992"
"0622","2015","513993"
"0067","2015","514069"
"0067","2015","514070"
"0067","2015","514071"
"0067","2015","514072"
"0067","2015","514073"
"0067","2015","514074"
"0599","2015","514105"
"0599","2015","514106"
"0599","2015","514107"
"0599","2015","514108"
"0599","2015","514109"
"0599","2015","514110"
"0599","2015","514111"
"0599","2015","514112"
"0599","2015","514113"
"0495","2015","514337"
"0495","2015","514338"
"0495","2015","514339"
"0495","2015","514340"
"0495","2015","514341"
"0495","2015","514342"
"0495","2015","514343"
"0495","2015","514344"
"0141","2015","514534"
"0245","2015","514666"
"0245","2015","514667"
"0245","2015","514668"
"0245","2015","514669"
"0543","2015","514686"
"0543","2015","514687"
"0543","2015","514688"
"0543","2015","514689"
"0084","2015","514858"
"0084","2015","514859"
"0084","2015","514860"
"0209","2015","514932"
"0448","2015","514941"
"0448","2015","514942"
"0448","2015","514943"
"0508","2015","514977"
"0508","2015","514978"
"0508","2015","514979"
"0508","2015","514980"
"0508","2015","514981"
"0052","2015","514982"
"0052","2015","514983"
"0052","2015","514984"
"0052","2015","514985"
"0052","2015","514986"
"0052","2015","514987"
"0785","2015","515054"
