"id","count_by_category_id"
"16414","5548462"
"12437","4360694"
"13967","4803608"
"15398","5254586"
"15729","5335096"
"14451","4945024"
"14889","5084073"
"12107","4248913"
"13332","4621770"
"13682","4723240"
"14730","5037188"
"14795","5053862"
"12990","4528768"
"13333","4622016"
"16044","5437292"
"14753","5045033"
"13289","4612430"
"12447","4362162"
"13754","4744094"
"15346","5238123"
"13510","4674644"
"12112","4249996"
"12862","4492838"
"13220","4595715"
"14381","4925809"
"12833","4484066"
"14781","5049558"
"15120","5163217"
"14011","4819398"
"15457","5271463"
"13224","4597397"
"14988","5118600"
"14341","4917066"
"12937","4514717"
"15202","5185921"
"15793","5352043"
"13092","4561361"
"13122","4568348"
"14793","5053648"
"16599","5576133"
"13636","4709966"
"15996","5418906"
"14966","5105754"
"15309","5228488"
"13689","4724181"
"13062","4546652"
"14489","4956310"
"14653","5019262"
"12697","4442041"
"12993","4529962"
"12709","4446900"
"13213","4594672"
"14433","4938919"
"14070","4835397"
"16263","5505716"
"14780","5049381"
"14128","4849819"
"12969","4520257"
"13480","4664384"
"12513","4380967"
"13796","4756048"
"15206","5186299"
"16331","5527444"
"13294","4613309"
"13272","4607276"
"13178","4585301"
"14830","5065005"
"14156","4858700"
"12149","4259374"
"15649","5317856"
"14471","4949974"
"12911","4507950"
"12464","4367910"
"13057","4545428"
"14997","5121508"
"12944","4516079"
"14193","4870510"
"14844","5070393"
"15041","5136635"
"12438","4360722"
"12660","4425849"
"14422","4936392"
"16679","5605894"
"15483","5282094"
"14864","5077971"
"15295","5223551"
"12549","4392137"
"15155","5176549"
"13019","4536371"
"14589","4988538"
"16686","5608432"
"13804","4758208"
"15602","5306808"
"13479","4663484"
"15367","5245282"
"12429","4358285"
"15788","5350850"
"15859","5369764"
"16621","5580509"
"13225","4597448"
"13611","4706267"
"13263","4604725"
"15694","5324732"
"15363","5244133"
"15831","5364225"
"16569","5563587"
"14490","4956894"
"13933","4792071"
"14650","5019193"
"13834","4765646"
"12618","4411094"
"16123","5463920"
"13525","4680443"
"14157","4859077"
"12575","4398465"
"14834","5065341"
"13246","4601839"
"14854","5075287"
"15400","5255052"
"13785","4753687"
"14878","5080708"
"15198","5184982"
"15403","5255360"
"13932","4792056"
"12817","4479405"
"12840","4486018"
"13736","4738844"
"14706","5030884"
"13530","4681523"
"15961","5405578"
"12540","4390872"
"14903","5088445"
"12510","4380183"
"13517","4677287"
"14670","5023766"
"13328","4619531"
"14456","4945644"
"15307","5227821"
"16361","5534248"
"12198","4279934"
"14762","5046642"
"15067","5148520"
"12158","4261877"
"13860","4773221"
"13478","4663449"
"15314","5230296"
"15885","5379422"
"16406","5546859"
"15288","5221762"
"15732","5335776"
"15378","5247295"
"12682","4438982"
"13701","4727933"
"15018","5127708"
"15450","5270342"
"16382","5540231"
"12094","4246532"
"13559","4690101"
"16168","5477887"
"13949","4799332"
"14759","5046356"
"15763","5345115"
"12183","4273445"
"16576","5566587"
"13869","4775336"
"14987","5117589"
"15964","5406944"
"15722","5333623"
"16064","5443716"
"16369","5536972"
"15395","5252747"
"16632","5588077"
"13786","4753821"
"16584","5569973"
"14146","4856023"
"13797","4756063"
"14206","4873714"
"15229","5193875"
"12929","4511945"
"12270","4303752"
"16636","5589423"
"15042","5136682"
"12292","4312593"
"16325","5525907"
"14382","4926041"
"13060","4545898"
"13586","4700078"
"13761","4747043"
"14808","5058409"
"15101","5157412"
"13547","4686412"
"15426","5262089"
"14573","4983282"
"15316","5230436"
"16622","5581145"
"14551","4977282"
"16165","5477235"
"12130","4256239"
"12461","4366512"
"15515","5291648"
"16714","5629501"
"12674","4430381"
"16148","5469917"
"16631","5587818"
"15135","5167758"
"14130","4850074"
"13481","4664881"
"15070","5149327"
"12491","4375753"
"13124","4568553"
"13211","4594478"
"13561","4690338"
"12421","4353117"
"13045","4541126"
"13357","4627239"
"14067","4834200"
"16413","5548412"
"12144","4258537"
"13951","4800171"
"14087","4839443"
"13829","4763805"
"13818","4761317"
"14186","4869538"
"16219","5493325"
"13149","4576484"
"13298","4614321"
"16706","5625424"
"13081","4557352"
"13156","4578514"
"14301","4902692"
"12918","4509894"
"13462","4656419"
"15366","5244863"
"15080","5151994"
"13640","4710750"
"15752","5341734"
"13166","4581285"
"12921","4510255"
"14171","4863978"
"14336","4914770"
"12079","4242361"
"12454","4365039"
"16305","5519882"
"12613","4409031"
"12727","4451939"
"14164","4860319"
"12770","4468808"
"16592","5572258"
"14391","4930461"
"13669","4720031"
"14102","4844123"
"13828","4763711"
"13753","4743513"
"14065","4833031"
"13067","4549328"
"14335","4914081"
"15808","5357508"
"12736","4453621"
"14779","5049304"
"14355","4920210"
"12319","4318488"
"13364","4628839"
"14772","5048018"
"13582","4698077"
"14160","4859290"
"12621","4411591"
"15902","5383331"
"14116","4846347"
"15047","5141348"
"13453","4654115"
"12732","4453187"
"14148","4856354"
"16351","5532244"
"13160","4579815"
"16387","5543094"
"12571","4397126"
"14167","4861923"
"12967","4519720"
