"college_institution_id","survey_year","non_teaching_staff_count_id"
"10237","2015","471873"
"10237","2015","471874"
"10237","2015","471875"
"10237","2015","471876"
"1430","2015","471877"
"1430","2015","471878"
"1430","2015","471879"
"843","2015","471882"
"843","2015","471883"
"843","2015","471884"
"843","2015","471885"
"48557","2015","471886"
"52975","2015","471888"
"52975","2015","471889"
"52975","2015","471890"
"11998","2015","471897"
"11998","2015","471898"
"11998","2015","471899"
"11998","2015","471900"
"11998","2015","471901"
"11998","2015","471902"
"12617","2015","471903"
"12617","2015","471904"
"12617","2015","471905"
"16735","2015","471906"
"16735","2015","471907"
"16735","2015","471908"
"16735","2015","471909"
"16735","2015","471910"
"6312","2015","471911"
"6312","2015","471912"
"6312","2015","471913"
"6312","2015","471914"
"16480","2015","471917"
"16480","2015","471918"
"16480","2015","471919"
"6142","2015","471926"
"6142","2015","471927"
"6142","2015","471928"
"6142","2015","471929"
"49624","2015","471930"
"36866","2015","471931"
"36866","2015","471932"
"6326","2015","471933"
"6326","2015","471934"
"6326","2015","471935"
"6326","2015","471936"
"23121","2015","471941"
"23121","2015","471942"
"50356","2015","471948"
"49685","2015","471949"
"49685","2015","471950"
"49685","2015","471951"
"41568","2015","471952"
"41568","2015","471953"
"41568","2015","471954"
"41568","2015","471955"
"41568","2015","471956"
"39439","2015","471957"
"39439","2015","471958"
"39439","2015","471959"
"52999","2015","471960"
"52999","2015","471961"
"38605","2015","471962"
"6193","2015","471963"
"6193","2015","471964"
"6193","2015","471965"
"6193","2015","471966"
"6193","2015","471967"
"6193","2015","471968"
"5954","2015","471969"
"5954","2015","471970"
"5954","2015","471971"
"14215","2015","471979"
"14215","2015","471980"
"14215","2015","471981"
"33338","2015","471989"
"33338","2015","471990"
"33338","2015","471991"
"33338","2015","471992"
"11167","2015","471993"
"11167","2015","471994"
"11167","2015","471995"
"11167","2015","471996"
"11167","2015","471997"
"11167","2015","471998"
"11167","2015","471999"
"11167","2015","472000"
"11167","2015","472001"
"13233","2015","472002"
"13233","2015","472003"
"12315","2015","472005"
"21795","2015","472006"
"21795","2015","472007"
"21795","2015","472008"
"21795","2015","472009"
"21795","2015","472010"
"7066","2015","472011"
"7066","2015","472012"
"7066","2015","472013"
"46001","2015","472018"
"46001","2015","472019"
"46001","2015","472020"
"46001","2015","472021"
"22907","2015","472031"
"12687","2015","472037"
"12687","2015","472038"
"12687","2015","472039"
"12687","2015","472040"
"12687","2015","472041"
"48718","2015","472042"
"50350","2015","472043"
"50350","2015","472044"
"50350","2015","472045"
"49422","2015","472046"
"49422","2015","472047"
"50489","2015","472048"
"20509","2015","472054"
"42330","2015","472055"
"10607","2015","472056"
"14068","2015","472058"
"14068","2015","472059"
"21807","2015","472060"
"21807","2015","472061"
"15460","2015","472062"
"15460","2015","472063"
"15460","2015","472064"
"30801","2015","472067"
"30801","2015","472068"
"30801","2015","472069"
"30801","2015","472070"
"39909","2015","472071"
"8290","2015","472072"
"8290","2015","472073"
"8290","2015","472074"
"8290","2015","472075"
"45881","2015","472082"
"13334","2015","472088"
"50769","2015","472093"
"50769","2015","472094"
"50769","2015","472095"
"48162","2015","472096"
"39429","2015","472099"
"47322","2015","472100"
"47322","2015","472101"
"21999","2015","472102"
"8302","2015","472103"
"8302","2015","472104"
"8302","2015","472105"
"8302","2015","472106"
"11109","2015","472107"
"11109","2015","472108"
"11109","2015","472109"
"11109","2015","472110"
"11109","2015","472111"
"42529","2015","472112"
"53034","2015","472113"
"10012","2015","472114"
"10012","2015","472115"
"52925","2015","472117"
"52925","2015","472118"
"52925","2015","472119"
"52925","2015","472120"
"8708","2015","472121"
"8708","2015","472122"
"8708","2015","472123"
"42692","2015","472124"
"42692","2015","472125"
"42692","2015","472126"
"48270","2015","472127"
"48270","2015","472128"
"48270","2015","472129"
"51605","2015","472132"
"51605","2015","472133"
"51605","2015","472134"
"51605","2015","472135"
"1054","2015","472136"
"1054","2015","472137"
"17714","2015","472140"
"17714","2015","472141"
"52545","2015","472142"
"52774","2015","472143"
"52774","2015","472144"
"52774","2015","472145"
"8096","2015","472153"
"8096","2015","472154"
"8096","2015","472155"
"8096","2015","472156"
"8096","2015","472157"
"915","2015","472158"
"15272","2015","472159"
"15272","2015","472160"
"53037","2015","472161"
"53037","2015","472162"
"53037","2015","472163"
"21189","2015","472164"
"7444","2015","472165"
"7444","2015","472166"
"52646","2015","472167"
"52646","2015","472168"
"52646","2015","472169"
"52646","2015","472170"
"52646","2015","472171"
"49369","2015","472172"
"49369","2015","472173"
"49369","2015","472174"
"39385","2015","472175"
"39385","2015","472176"
"39385","2015","472177"
"50762","2015","472178"
"12332","2015","472179"
"12332","2015","472180"
"12332","2015","472181"
"12332","2015","472182"
"19968","2015","472192"
"19968","2015","472193"
"50045","2015","472194"
"50045","2015","472195"
"9301","2015","472197"
"9301","2015","472198"
"9301","2015","472199"
"9301","2015","472200"
"15182","2015","472201"
"15182","2015","472202"
"43184","2015","472203"
"43184","2015","472204"
"43184","2015","472205"
"24702","2015","472206"
"24702","2015","472207"
"24702","2015","472208"
"24702","2015","472209"
"24702","2015","472210"
"24702","2015","472211"
"24702","2015","472212"
"24702","2015","472213"
"24702","2015","472214"
"73","2015","472218"
"73","2015","472219"
"73","2015","472220"
"73","2015","472221"
"73","2015","472222"
"232","2015","472223"
"232","2015","472224"
"232","2015","472225"
"232","2015","472226"
"232","2015","472227"
"18837","2015","472230"
"8917","2015","472234"
"8917","2015","472235"
"10901","2015","472236"
"10901","2015","472237"
"1020","2015","472238"
"30819","2015","472246"
"30819","2015","472247"
"30819","2015","472248"
"30819","2015","472249"
"30819","2015","472250"
"30819","2015","472251"
"30819","2015","472252"
"30819","2015","472253"
"30819","2015","472254"
"30819","2015","472255"
"30819","2015","472256"
"30819","2015","472257"
"30819","2015","472258"
"30819","2015","472259"
"30819","2015","472260"
"30819","2015","472261"
"30727","2015","472262"
"30727","2015","472263"
"350","2015","472266"
"350","2015","472267"
"179","2015","472268"
"179","2015","472269"
"16527","2015","472277"
"16527","2015","472278"
"16527","2015","472279"
"16527","2015","472280"
"16527","2015","472281"
"16527","2015","472282"
"16527","2015","472283"
"16527","2015","472284"
"12079","2015","472285"
"12079","2015","472286"
"12079","2015","472287"
"246","2015","472288"
"246","2015","472289"
"246","2015","472290"
"246","2015","472291"
"246","2015","472292"
"1390","2015","472298"
"1390","2015","472299"
"1390","2015","472300"
"34001","2015","472301"
"34001","2015","472302"
"34001","2015","472303"
"34001","2015","472304"
"34001","2015","472305"
"34001","2015","472306"
"22273","2015","472307"
"22273","2015","472308"
"135","2015","472309"
"135","2015","472310"
"135","2015","472311"
"135","2015","472312"
"135","2015","472313"
"25201","2015","472314"
"25201","2015","472315"
"25201","2015","472316"
"25201","2015","472317"
"25201","2015","472318"
"25201","2015","472319"
"25201","2015","472320"
"25201","2015","472321"
"25201","2015","472322"
"37162","2015","472326"
"51375","2015","472327"
"51375","2015","472328"
"51375","2015","472329"
"51375","2015","472330"
"51375","2015","472331"
"6718","2015","472332"
"6718","2015","472333"
"6718","2015","472334"
"11070","2015","472340"
"11070","2015","472341"
"11070","2015","472342"
"11070","2015","472343"
"6906","2015","472344"
"6050","2015","472349"
"6050","2015","472350"
"6050","2015","472351"
"29204","2015","472361"
"29204","2015","472362"
"29204","2015","472363"
"29204","2015","472364"
"825","2015","472365"
"11163","2015","472370"
"11163","2015","472371"
"11163","2015","472372"
"11163","2015","472373"
"11163","2015","472374"
"52640","2015","472375"
"28087","2015","472379"
"27079","2015","472380"
"27079","2015","472381"
"27079","2015","472382"
"24713","2015","472383"
"24713","2015","472384"
"5875","2015","472385"
"5875","2015","472386"
"8676","2015","472387"
"8676","2015","472388"
"8676","2015","472389"
"8676","2015","472390"
"5818","2015","472391"
"6632","2015","472392"
"33977","2015","472393"
"13147","2015","472394"
"13147","2015","472395"
"6049","2015","472396"
"6049","2015","472397"
"6049","2015","472398"
"27011","2015","472399"
"27011","2015","472400"
"18954","2015","472401"
"18954","2015","472402"
"18954","2015","472403"
"18954","2015","472404"
"18954","2015","472405"
"49139","2015","472406"
"49139","2015","472407"
"49139","2015","472408"
"10524","2015","472409"
"10524","2015","472410"
"43154","2015","472411"
"43154","2015","472412"
"43154","2015","472413"
"43154","2015","472414"
"6967","2015","472416"
"6967","2015","472417"
"6967","2015","472418"
"6967","2015","472419"
"24954","2015","472420"
"24954","2015","472421"
"6675","2015","472426"
"6675","2015","472427"
"35626","2015","472430"
"50605","2015","472431"
"50605","2015","472432"
"50605","2015","472433"
"25539","2015","472439"
"25539","2015","472440"
"25539","2015","472441"
"25539","2015","472442"
"42313","2015","472443"
"42313","2015","472444"
"42313","2015","472445"
"46563","2015","472446"
"46563","2015","472447"
"29150","2015","472448"
"29150","2015","472449"
"29150","2015","472450"
"22887","2015","472451"
"1218","2015","472452"
"1218","2015","472453"
"1218","2015","472454"
"1218","2015","472455"
"45595","2015","472461"
"45595","2015","472462"
"45595","2015","472463"
"12696","2015","472464"
"12696","2015","472465"
"22216","2015","472466"
"22216","2015","472467"
"22216","2015","472468"
"22216","2015","472469"
"28165","2015","472470"
"28165","2015","472471"
"28165","2015","472472"
"28165","2015","472473"
"26787","2015","472482"
"26787","2015","472483"
"49142","2015","472484"
"47875","2015","472485"
"47875","2015","472486"
"10088","2015","472487"
"10088","2015","472488"
"10088","2015","472489"
"16620","2015","472490"
"15921","2015","472498"
"16583","2015","472500"
"16583","2015","472501"
"16583","2015","472502"
"28370","2015","472503"
"28370","2015","472504"
"28370","2015","472505"
"28370","2015","472506"
"28370","2015","472507"
"28370","2015","472508"
"28370","2015","472509"
"28370","2015","472510"
"43386","2015","472511"
"7236","2015","472512"
"37187","2015","472517"
"37187","2015","472518"
"37187","2015","472519"
"280","2015","472523"
"280","2015","472524"
"11146","2015","472525"
"11146","2015","472526"
"11146","2015","472527"
"10201","2015","472529"
"10201","2015","472530"
"10201","2015","472531"
"10201","2015","472532"
"10201","2015","472533"
"51837","2015","472534"
"12186","2015","472535"
"12186","2015","472536"
"49483","2015","472537"
"49483","2015","472538"
"49483","2015","472539"
"49483","2015","472540"
"9499","2015","472541"
"28479","2015","472542"
"28479","2015","472543"
"28479","2015","472544"
"28479","2015","472545"
"9294","2015","472546"
"9294","2015","472547"
"9294","2015","472548"
"17484","2015","472549"
"17484","2015","472550"
"7227","2015","472551"
"25511","2015","472555"
"25511","2015","472556"
"25511","2015","472557"
"6085","2015","472558"
"6085","2015","472559"
"29695","2015","472561"
"29695","2015","472562"
"16600","2015","472563"
"16600","2015","472564"
"16600","2015","472565"
"16600","2015","472566"
"16600","2015","472567"
"16600","2015","472568"
"33575","2015","472569"
"33575","2015","472570"
"33575","2015","472571"
"46578","2015","472574"
"8577","2015","472575"
"33809","2015","472576"
"33809","2015","472577"
"33809","2015","472578"
"45847","2015","472579"
"41373","2015","472580"
"41373","2015","472581"
"41373","2015","472582"
"41373","2015","472583"
"41373","2015","472584"
"37026","2015","472585"
"37026","2015","472586"
"37026","2015","472587"
"37026","2015","472588"
"37026","2015","472589"
"37026","2015","472590"
"33645","2015","472591"
"33645","2015","472592"
"33645","2015","472593"
"33645","2015","472594"
"33645","2015","472595"
"9825","2015","472599"
"9825","2015","472600"
"9825","2015","472601"
"9825","2015","472602"
"12690","2015","472603"
"15794","2015","472604"
"18550","2015","472605"
"18550","2015","472606"
"18550","2015","472607"
"18550","2015","472608"
"29759","2015","472611"
"21160","2015","472612"
"21160","2015","472613"
"21160","2015","472614"
"36725","2015","472615"
"34223","2015","472617"
"34223","2015","472618"
"34223","2015","472619"
"34223","2015","472620"
"34223","2015","472621"
"34223","2015","472622"
"34223","2015","472623"
"34223","2015","472624"
"45708","2015","472627"
"45708","2015","472628"
"45708","2015","472629"
"12160","2015","472640"
"12160","2015","472641"
"25932","2015","472645"
"25932","2015","472646"
"25932","2015","472647"
"45086","2015","472648"
"45086","2015","472649"
"45086","2015","472650"
"45086","2015","472651"
"1059","2015","472656"
"1059","2015","472657"
"28016","2015","472658"
"28016","2015","472659"
"28016","2015","472660"
"28016","2015","472661"
"45295","2015","472662"
"45295","2015","472663"
"45295","2015","472664"
"17682","2015","472665"
"17682","2015","472666"
"19068","2015","472668"
"19068","2015","472669"
"19068","2015","472670"
"19068","2015","472671"
"19068","2015","472672"
"41355","2015","472675"
"41355","2015","472676"
"41355","2015","472677"
"41355","2015","472678"
"14970","2015","472679"
"14970","2015","472680"
"22909","2015","472681"
"27062","2015","472682"
"27062","2015","472683"
"27062","2015","472684"
"26","2015","472695"
"26","2015","472696"
"26","2015","472697"
"26","2015","472698"
"44774","2015","472699"
"44774","2015","472700"
"44774","2015","472701"
"14911","2015","472702"
"51417","2015","472703"
"51417","2015","472704"
"1344","2015","472705"
"1344","2015","472706"
"1344","2015","472707"
"1344","2015","472708"
"1344","2015","472709"
"1344","2015","472710"
"1344","2015","472711"
"6167","2015","472712"
"6167","2015","472713"
"6167","2015","472714"
"6167","2015","472715"
"6167","2015","472716"
"45547","2015","472718"
"45547","2015","472719"
"45547","2015","472720"
"45547","2015","472721"
"41174","2015","472722"
"41174","2015","472723"
"8697","2015","472727"
"8697","2015","472728"
"16642","2015","472729"
"16642","2015","472730"
"16642","2015","472731"
"16642","2015","472732"
"16642","2015","472733"
"16642","2015","472734"
"25240","2015","472735"
"25240","2015","472736"
"22218","2015","472737"
"22218","2015","472738"
"6623","2015","472742"
"6623","2015","472743"
"31708","2015","472746"
"31708","2015","472747"
"31708","2015","472748"
"31708","2015","472749"
"36711","2015","588565"
"46789","2015","472757"
"46789","2015","472758"
"52843","2015","472759"
"52843","2015","472760"
"52843","2015","472761"
"52843","2015","472762"
"962","2015","472766"
"962","2015","472768"
"44857","2015","472763"
"44857","2015","472764"
"44857","2015","472765"
"44857","2015","472767"
"37173","2015","472769"
"37173","2015","472770"
"37173","2015","472771"
"11136","2015","472772"
"11136","2015","472773"
"11136","2015","472774"
"11136","2015","472775"
"11136","2015","472776"
"12065","2015","472777"
"12065","2015","472778"
"12065","2015","472779"
"11322","2015","472780"
"11322","2015","472781"
"11322","2015","472782"
"11322","2015","472783"
"11322","2015","472784"
"11322","2015","472785"
"6728","2015","472786"
"6728","2015","472787"
"50166","2015","472788"
"10190","2015","472789"
"10190","2015","472790"
"10190","2015","472791"
"48650","2015","472792"
"37184","2015","472793"
"37184","2015","472794"
"37184","2015","472795"
"31629","2015","472796"
"31629","2015","472797"
"48986","2015","472800"
"29665","2015","472801"
"28080","2015","472802"
"28080","2015","472803"
"44258","2015","472804"
"14053","2015","472805"
"14053","2015","472806"
"25248","2015","472807"
"25248","2015","472808"
"25248","2015","472809"
"9159","2015","472811"
"9159","2015","472812"
"9159","2015","472813"
"9159","2015","472814"
"9159","2015","472815"
"16472","2015","472816"
"16472","2015","472817"
"17705","2015","472818"
"17705","2015","472819"
"17705","2015","472820"
"17705","2015","472821"
"34086","2015","472824"
"34086","2015","472825"
"34135","2015","472826"
"34216","2015","472831"
"34216","2015","472832"
"34216","2015","472833"
"47526","2015","472842"
"52","2015","472843"
"52","2015","472844"
"8644","2015","472845"
"50561","2015","472846"
"50561","2015","472847"
"50561","2015","472848"
"50561","2015","472849"
"52864","2015","472852"
"52864","2015","472853"
"52864","2015","472854"
"6712","2015","472858"
"6712","2015","472859"
"49895","2015","472860"
"49895","2015","472861"
"47903","2015","472867"
"47903","2015","472868"
"47903","2015","472869"
"47903","2015","472870"
"47903","2015","472871"
"41103","2015","472872"
"22875","2015","472873"
"22875","2015","472874"
"22875","2015","472875"
"22875","2015","472876"
"22875","2015","472877"
"30806","2015","472878"
"30806","2015","472879"
"266","2015","472880"
"266","2015","472881"
"266","2015","472882"
"20113","2015","472883"
"906","2015","472884"
"906","2015","472885"
"906","2015","472886"
"6115","2015","472887"
"6115","2015","472888"
"6115","2015","472889"
"6115","2015","472890"
"6115","2015","472891"
"6115","2015","472892"
"6115","2015","472893"
"13184","2015","472897"
"39121","2015","472899"
"39121","2015","472900"
"39121","2015","472901"
"39121","2015","472902"
"26587","2015","472906"
"26587","2015","472907"
"25077","2015","472914"
"19354","2015","472915"
"19354","2015","472916"
"29395","2015","472917"
"29395","2015","472918"
"42673","2015","472919"
"42673","2015","472920"
"42673","2015","472921"
"42673","2015","472922"
"42673","2015","472923"
"42673","2015","472924"
"7267","2015","472925"
"8554","2015","472926"
"8554","2015","472927"
"6089","2015","472928"
"11993","2015","472932"
"11993","2015","472933"
"11993","2015","472934"
"11993","2015","472935"
"11993","2015","472936"
"24991","2015","472937"
"24991","2015","472938"
"14172","2015","472941"
"14172","2015","472942"
"32870","2015","472943"
"32870","2015","472944"
"32870","2015","472945"
"32870","2015","472946"
"32870","2015","472947"
"32870","2015","472948"
"32870","2015","472949"
"32870","2015","472950"
"32870","2015","472951"
"32870","2015","472952"
"42506","2015","472953"
"14075","2015","472954"
"14075","2015","472955"
"5918","2015","472958"
"5918","2015","472959"
"5918","2015","472960"
"42219","2015","472961"
"42219","2015","472962"
"42219","2015","472963"
"42219","2015","472964"
"42219","2015","472965"
"42219","2015","472966"
"42219","2015","472967"
"42219","2015","472968"
"18815","2015","472969"
"18815","2015","472970"
"18815","2015","472971"
"10714","2015","472972"
"12194","2015","472973"
"49411","2015","472974"
"49411","2015","472975"
"36941","2015","472977"
"36941","2015","472978"
"36941","2015","472979"
"17434","2015","472980"
"39894","2015","472983"
"31602","2015","472984"
"31602","2015","472985"
"31602","2015","472986"
"31602","2015","472987"
"42467","2015","472991"
"42467","2015","472992"
"11703","2015","472994"
"11703","2015","472995"
"6760","2015","472996"
"6760","2015","472997"
"6760","2015","472998"
"6760","2015","472999"
"6760","2015","473000"
"6760","2015","473001"
"40896","2015","473002"
"40896","2015","473003"
"22310","2015","473004"
"22310","2015","473005"
"51682","2015","473006"
"51682","2015","473007"
"51682","2015","473008"
"47668","2015","588566"
"47668","2015","588567"
"49883","2015","473009"
"49883","2015","473010"
"45683","2015","473013"
"45683","2015","473014"
"49412","2015","473015"
"49412","2015","473016"
"11166","2015","473017"
"11166","2015","473018"
"11166","2015","473019"
"11166","2015","473020"
"46488","2015","473021"
"47329","2015","473022"
"47329","2015","473023"
"47329","2015","473024"
"47329","2015","473025"
"36990","2015","473026"
"36990","2015","473027"
"36990","2015","473028"
"28462","2015","473029"
"28462","2015","473030"
"28462","2015","473031"
"28462","2015","473032"
"51297","2015","473033"
"51297","2015","473034"
"18687","2015","473035"
"18687","2015","473036"
"17708","2015","473038"
"42632","2015","473039"
"20222","2015","473040"
"894","2015","473041"
"894","2015","473042"
"894","2015","473043"
"894","2015","473044"
"894","2015","473045"
"27503","2015","473050"
"27503","2015","473051"
"27503","2015","473052"
"27503","2015","473053"
"27503","2015","473054"
"22947","2015","473055"
"22424","2015","473056"
"22424","2015","473057"
"22424","2015","473058"
"22424","2015","473059"
"33541","2015","473062"
"33541","2015","473063"
"33541","2015","473064"
"33541","2015","473065"
"34119","2015","473066"
"34119","2015","473067"
"34119","2015","473068"
"36705","2015","473070"
"31743","2015","473074"
"31743","2015","473075"
"8894","2015","473076"
"8894","2015","473077"
"8894","2015","473078"
"8894","2015","473079"
"8894","2015","473080"
"8894","2015","473081"
"9961","2015","473082"
"9961","2015","473083"
"9961","2015","473084"
"9961","2015","473085"
"36804","2015","473086"
"36804","2015","473087"
"36804","2015","473088"
"36804","2015","473089"
"36804","2015","473090"
"16047","2015","473091"
"16047","2015","473092"
"16047","2015","473093"
"27648","2015","473094"
"33624","2015","473096"
"33624","2015","473097"
"53002","2015","473098"
"53002","2015","473099"
"53002","2015","473100"
"53002","2015","473101"
"25948","2015","473102"
"25948","2015","473103"
"25948","2015","473104"
"45995","2015","473105"
"45995","2015","473106"
"40764","2015","473107"
"20743","2015","473108"
"20743","2015","473109"
"20743","2015","473110"
"20743","2015","473111"
"20743","2015","473112"
"6269","2015","473113"
"6269","2015","473114"
"46539","2015","473117"
"46539","2015","473118"
"49761","2015","473119"
"14308","2015","473121"
"14308","2015","473122"
"49970","2015","473124"
"49970","2015","473125"
"11145","2015","473126"
"11145","2015","473127"
"11145","2015","473128"
"11145","2015","473129"
"11145","2015","473130"
"18327","2015","473131"
"18327","2015","473132"
"18327","2015","473133"
"530","2015","473134"
"530","2015","473135"
"44690","2015","473136"
"44690","2015","473137"
"44690","2015","473138"
"22351","2015","473139"
"22351","2015","473140"
"22351","2015","473141"
"22351","2015","473142"
"18780","2015","473143"
"18780","2015","473144"
"18780","2015","473145"
"33848","2015","473146"
"45727","2015","473147"
"45727","2015","473148"
"45727","2015","473149"
"10740","2015","473150"
"25790","2015","473152"
"25790","2015","473153"
"25790","2015","473154"
"42686","2015","473155"
"42686","2015","473156"
"42686","2015","473157"
"42686","2015","473158"
"42686","2015","473159"
"45261","2015","473162"
"45261","2015","473163"
"45261","2015","473164"
"10046","2015","473169"
"10046","2015","473170"
"10046","2015","473171"
"9239","2015","473172"
"9239","2015","473173"
"9239","2015","473174"
"9239","2015","473175"
"9239","2015","473176"
"9239","2015","473177"
"9239","2015","473178"
"18632","2015","473179"
"18632","2015","473180"
"36615","2015","473181"
"36615","2015","473182"
"36615","2015","473183"
"42297","2015","473184"
"36980","2015","473185"
"36980","2015","473186"
"36980","2015","473187"
"36980","2015","473188"
"9729","2015","473193"
"9729","2015","473194"
"9729","2015","473195"
"11967","2015","473196"
"11967","2015","473197"
"11967","2015","473198"
"11967","2015","473199"
"11967","2015","473200"
"11967","2015","473201"
"6710","2015","473202"
"6710","2015","473203"
"6710","2015","473204"
"10034","2015","473205"
"10034","2015","473206"
"10034","2015","473207"
"10034","2015","473208"
"46573","2015","473209"
"8661","2015","473210"
"8661","2015","473211"
"8661","2015","473212"
"42331","2015","473213"
"42331","2015","473214"
"42331","2015","473215"
"1174","2015","473216"
"1174","2015","473217"
"1174","2015","473218"
"49622","2015","473219"
"49622","2015","473220"
"42345","2015","473221"
"42345","2015","473222"
"20733","2015","473223"
"20733","2015","473224"
"20733","2015","473225"
"20733","2015","473226"
"20733","2015","473227"
"37011","2015","473228"
"37011","2015","473229"
"37011","2015","473230"
"37011","2015","473231"
"37011","2015","473232"
"37011","2015","473233"
"428","2015","473234"
"428","2015","473235"
"7095","2015","473236"
"7095","2015","473237"
"7095","2015","473238"
"18467","2015","473239"
"18467","2015","473240"
"52541","2015","473242"
"9955","2015","473244"
"9955","2015","473245"
"9955","2015","473246"
"9955","2015","473247"
"12554","2015","473250"
"27805","2015","473252"
"27805","2015","473253"
"27805","2015","473254"
"7377","2015","473259"
"44786","2015","473260"
"44786","2015","473261"
"44786","2015","473262"
"39937","2015","473263"
"39937","2015","473264"
"5873","2015","473265"
"5873","2015","473266"
"5873","2015","473267"
"27067","2015","473268"
"27067","2015","473269"
"27067","2015","473270"
"14001","2015","473271"
"14001","2015","473272"
"18369","2015","473273"
"18369","2015","473274"
"18369","2015","473275"
"18369","2015","473276"
"43341","2015","473278"
"43341","2015","473279"
"43341","2015","473280"
"40691","2015","473284"
"50970","2015","473286"
"50970","2015","473287"
"22902","2015","473288"
"22902","2015","473289"
"22902","2015","473290"
"22902","2015","473291"
"51332","2015","473292"
"16493","2015","473293"
"16493","2015","473294"
"16493","2015","473295"
"41704","2015","473296"
"41704","2015","473297"
"41704","2015","473298"
"49894","2015","473303"
"49894","2015","473304"
"5938","2015","473307"
"5938","2015","473308"
"5938","2015","473309"
"5938","2015","473310"
"12552","2015","473311"
"20602","2015","473313"
"20602","2015","473314"
"49762","2015","473315"
"22270","2015","473316"
"10937","2015","473318"
"10937","2015","473319"
"10937","2015","473320"
"10937","2015","473321"
"87","2015","473322"
"87","2015","473323"
"87","2015","473324"
"50794","2015","473325"
"53036","2015","473327"
"53036","2015","473328"
"53036","2015","473329"
"34449","2015","473330"
"34449","2015","473331"
"34449","2015","473332"
"34449","2015","473333"
"34449","2015","473334"
"10188","2015","473335"
"10188","2015","473336"
"10188","2015","473337"
"6178","2015","473338"
"6178","2015","473339"
"6178","2015","473340"
"6178","2015","473341"
"6178","2015","473342"
"43936","2015","473343"
"43936","2015","473344"
"43936","2015","473345"
"43936","2015","473346"
"43936","2015","473347"
"43936","2015","473348"
"52664","2015","473357"
"52664","2015","473358"
"52664","2015","473359"
"52664","2015","473360"
"30786","2015","473362"
"30786","2015","473363"
"30786","2015","473364"
"30786","2015","473365"
"13619","2015","473369"
"13619","2015","473370"
"13619","2015","473371"
"51798","2015","473372"
"51798","2015","473373"
"51798","2015","473374"
"15942","2015","473379"
"16258","2015","473380"
"16258","2015","473381"
"27","2015","473383"
"19476","2015","473388"
"50852","2015","473389"
"80","2015","473390"
"13818","2015","473391"
"13818","2015","473392"
"13818","2015","473393"
"296","2015","473394"
"296","2015","473395"
"296","2015","473396"
"296","2015","473397"
"296","2015","473398"
"296","2015","473399"
"46512","2015","473400"
"45326","2015","473401"
"45326","2015","473402"
"45326","2015","473403"
"45326","2015","473404"
"45326","2015","473405"
"45326","2015","473406"
"45326","2015","473407"
"51793","2015","473408"
"52481","2015","473412"
"343","2015","473416"
"343","2015","473417"
"343","2015","473418"
"141","2015","473419"
"141","2015","473420"
"141","2015","473421"
"11182","2015","473422"
"11182","2015","473423"
"11182","2015","473424"
"11182","2015","473425"
"11182","2015","473426"
"33799","2015","473427"
"33799","2015","473428"
"33799","2015","473429"
"20196","2015","473430"
"51284","2015","588568"
"21738","2015","473432"
"21738","2015","473433"
"9132","2015","473434"
"42693","2015","473435"
"42693","2015","473436"
"42693","2015","473437"
"7068","2015","473439"
"7068","2015","473440"
"7068","2015","473441"
"7068","2015","473442"
"7068","2015","473443"
"7068","2015","473444"
"7068","2015","473445"
"20324","2015","473446"
"20324","2015","473447"
"16385","2015","473448"
"16385","2015","473449"
"16385","2015","473450"
"572","2015","473451"
"41441","2015","473452"
"52951","2015","473453"
"52951","2015","473454"
"52951","2015","473455"
"20404","2015","473456"
"20404","2015","473457"
"40008","2015","473458"
"16016","2015","473459"
"10701","2015","473461"
"41776","2015","473462"
"52894","2015","473463"
"14086","2015","473464"
"14086","2015","473465"
"14086","2015","473466"
"242","2015","473467"
"242","2015","473468"
"338","2015","473469"
"338","2015","473470"
"338","2015","473471"
"48751","2015","473472"
"48751","2015","473473"
"48751","2015","473474"
"48751","2015","473475"
"38705","2015","473476"
"38705","2015","473477"
"38705","2015","473478"
"38705","2015","473479"
"38705","2015","473480"
"38705","2015","473481"
"19485","2015","473482"
"36930","2015","473483"
"36930","2015","473484"
"36930","2015","473485"
"36930","2015","473486"
"36930","2015","473487"
"14022","2015","473488"
"14022","2015","473489"
"49615","2015","473490"
"49615","2015","473491"
"49615","2015","473492"
"49615","2015","473493"
"49615","2015","473494"
"13191","2015","473496"
"46514","2015","473497"
"46514","2015","473498"
"5913","2015","473506"
"5913","2015","473507"
"5913","2015","473508"
"5913","2015","473509"
"26809","2015","473510"
"26809","2015","473511"
"26809","2015","473512"
"46062","2015","473514"
"46062","2015","473515"
"46062","2015","473516"
"46062","2015","473517"
"46062","2015","473518"
"5897","2015","473523"
"5897","2015","473524"
"5897","2015","473525"
"10845","2015","473526"
"10845","2015","473527"
"10845","2015","473528"
"10845","2015","473529"
"10845","2015","473530"
"10628","2015","473531"
"10628","2015","473532"
"10628","2015","473533"
"10628","2015","473534"
"10628","2015","473535"
"10628","2015","473536"
"25048","2015","473537"
"25048","2015","473538"
"25048","2015","473539"
"25048","2015","473540"
"15853","2015","473541"
"28461","2015","473542"
"28461","2015","473543"
"44038","2015","473544"
"44038","2015","473545"
"44038","2015","473546"
"44038","2015","473547"
"44038","2015","473548"
"44038","2015","473549"
"50227","2015","473550"
"50227","2015","473551"
"334","2015","473552"
"334","2015","473553"
"334","2015","473554"
"334","2015","473555"
"334","2015","473556"
"334","2015","473557"
"18506","2015","473565"
