"id","staff_type_id","group_id","sanctioned_strength","posts_reserved_for_pwd","count_by_category_id"
"498487","3","2","1","","4725697"
"507237","1","4","8","","4807383"
"570752","3","1","1","","5448534"
"537405","2","1","0","","5110735"
"579900","2","4","11","","5531352"
"504725","2","1","2","","4782406"
"568341","1","3","11","","5429283"
"557144","2","3","3","","5317699"
"566748","1","3","22","","5416379"
"578874","2","3","4","","5522127"
"447633","2","2","5","","4307016"
"459667","1","3","0","","4398781"
"497348","1","2","15","","4716429"
"528672","2","3","3","","5025353"
"584257","1","3","11","","5574876"
"472012","2","4","1","","4496641"
"578873","1","3","14","","5522126"
"517589","1","3","38","","4911392"
"565281","3","1","1","","5403555"
"482337","2","2","1","","4593946"
"581070","1","1","1","","5542502"
"473944","1","4","12","","4514955"
"548748","1","3","4","","5233580"
"455412","1","1","25","","4366027"
"461512","2","3","2","","4413058"
"543070","1","2","4","","5176256"
"474590","2","4","2","","4520754"
"510459","1","3","7","","4838308"
"475041","2","2","5","","4525267"
"491910","1","4","9","","4672669"
"548524","2","1","2","","5231841"
"563852","1","1","7","","5384007"
"568383","4","4","11","","5429743"
"505050","1","4","3","","4785926"
"511250","1","4","28","","4846781"
"481615","1","4","8","","4587962"
"522729","3","4","2","","4961499"
"536172","3","1","2","","5097482"
"566862","1","1","36","","5417589"
"473232","1","4","1","","4509314"
"526033","1","3","1","","4994485"
"530465","1","3","5","","5044117"
"445474","1","4","6","","4288846"
"456645","1","1","1","","4375393"
"547729","1","3","5","","5224376"
"528909","1","1","42","","5027807"
"478629","2","1","1","","4559857"
"515805","1","4","4","","4894554"
"507426","2","2","6","","4809192"
"582103","2","1","1","","5553783"
"444817","2","3","42","","4283388"
"503558","1","3","6","","4772427"
"525750","1","4","4","","4990695"
"459920","2","2","1","","4400981"
"530934","1","3","2","","5047782"
"567042","2","3","2","","5419183"
"487105","2","3","1","","4631438"
"562350","3","2","1","","5370284"
"453396","1","2","10","","4350931"
"485261","1","2","10","","4617328"
"496783","1","4","7","","4711766"
"483957","2","1","1","","4606572"
"526229","2","4","1","","4998109"
"460172","2","4","2","","4402622"
"468072","1","1","37","","4464684"
"474245","2","1","1","","4517796"
"503037","1","2","1","","4767751"
"529859","2","1","3","","5037856"
"452513","2","3","2","","4344268"
"536883","1","2","1","","5105107"
"451213","1","3","7","","4334782"
"531384","2","2","1","","5052299"
"533450","1","2","0","","5072575"
"541469","1","2","71","","5158357"
"469913","1","2","1","","4480014"
"478592","1","2","1","","4559589"
"486942","2","3","2","","4630279"
"528567","2","2","1","","5024408"
"537263","2","2","3","","5108988"
"577463","3","1","1","","5509033"
"496870","1","3","2","","4712395"
"471371","2","2","1","","4491644"
"545316","1","1","1","","5199360"
"472095","1","4","1","","4497212"
"523482","2","2","1","","4968644"
"567581","3","2","1","","5423406"
"587525","1","2","9","","5606466"
"511467","1","3","14","","4848863"
"561018","1","4","7","","5358763"
"585628","1","2","6","","5588630"
"478091","1","2","2","","4554845"
"507619","1","4","7","","4810778"
"529072","1","3","3","","5029667"
"489545","1","3","18","","4653183"
"544193","1","3","3","","5186823"
"485806","1","3","7","","4621216"
"507238","1","3","4","","4807384"
"484224","3","3","420","","4608643"
"471591","2","3","1","","4493519"
"574168","1","3","4","","5479224"
"456668","1","3","9","","4375608"
"515256","1","1","1","","4888764"
"469816","1","4","5","","4479239"
"480951","3","2","1","","4581631"
"534784","2","1","0","","5084717"
"580866","1","3","0","","5539637"
"537915","2","3","1","","5115379"
"477767","1","3","8","","4551806"
"535814","1","2","2","","5094405"
"572010","1","2","29","","5458811"
"495508","2","2","3","","4701432"
"579555","3","2","1","","5528580"
"518629","1","3","5","","4921453"
"532212","1","1","1","","5059299"
"449309","1","1","0","","4319503"
"582310","1","3","75","","5555875"
"483119","1","4","0","","4600263"
"538901","1","2","2","","5126116"
"454325","3","1","1","","4357833"
"461786","1","4","8","","4415754"
"578225","2","3","1","","5515937"
"476536","1","3","7","","4539326"
"496231","1","4","15","","4707068"
"537771","2","2","1","","5114131"
"582949","1","2","50","","5561965"
"450502","1","4","10","","4328956"
"535898","1","3","11","","5095193"
"562594","1","3","0","","5372725"
"536348","1","2","19","","5099025"
"464894","4","4","13","","4439734"
"476946","3","3","1","","4543088"
"543221","2","1","0","","5177443"
"578307","1","4","1","","5516706"
"471775","3","4","1","","4494764"
"478261","2","3","1","","4556280"
"467863","1","4","0","","4462822"
"527757","1","4","2","","5015896"
"556529","1","4","0","","5310496"
"570262","2","4","2","","5444475"
"445650","4","3","1","","4290585"
"517927","2","2","1","","4914686"
"441814","1","2","2","","4256951"
"546429","1","1","4","","5210931"
"509645","3","2","1","","4830831"
"508858","1","3","0","","4823179"
"471740","1","4","8","","4494546"
"529379","3","1","2","","5033142"
"505013","1","3","2","","4785395"
"489119","4","1","39","","4649636"
"583970","1","4","5","","5571515"
"562728","1","1","11","","5373958"
"577627","3","2","3","","5510524"
"449556","3","2","1","","4321144"
"496546","2","4","13","","4709668"
"563402","3","2","1","","5380344"
"484246","1","3","11","","4608836"
"507440","1","2","1","","4809333"
"499452","1","4","14","","4734419"
"440420","1","1","12","","4245048"
"493956","2","2","1","","4688611"
"540914","1","2","5","","5151727"
"581056","1","4","10","","5542400"
"452046","1","3","10","","4340901"
"473212","3","2","1","","4509206"
"477687","2","3","1","","4551169"
"447843","2","2","1","","4308824"
"496813","1","3","1","","4711959"
"469923","1","3","6","","4480121"
"523410","2","2","1","","4967895"
"543319","1","1","34","","5178260"
"587533","2","2","2","","5606563"
"440851","1","3","10","","4249499"
"501490","3","2","1","","4753562"
"526988","1","4","22","","5007295"
"521547","1","3","10","","4949846"
"479033","1","4","6","","4563505"
"498877","1","4","3","","4729491"
"585726","3","3","1","","5589863"
"445171","1","2","15","","4286236"
"540311","1","2","1","","5144700"
"547312","1","3","2","","5219728"
"574954","1","4","0","","5486238"
"484040","2","3","1","","4607249"
"470100","1","2","2","","4481360"
"588739","3","2","1","","5626763"
"503026","4","4","15","","4767690"
"507312","1","3","0","","4808061"
"571771","2","2","2","","5457068"
"481702","1","1","0","","4588542"
"524237","1","3","2","","4975421"
"460774","1","2","10","","4407290"
"541783","1","3","2","","5163209"
"548101","1","3","6","","5228198"
"585151","1","4","1","","5583325"
"503847","3","1","1","","4774889"
"512280","4","4","5","","4857278"
"502551","1","2","4","","4762342"
"520714","3","2","4","","4941736"
"492671","1","3","10","","4679269"
"560257","2","4","1","","5350797"
"463482","1","3","74","","4429356"
"455200","1","1","1","","4364511"
"492849","3","1","1","","4680743"
"530575","1","4","0","","5045088"
"539778","1","3","2","","5138628"
"508142","2","3","2","","4816965"
"533907","1","1","23","","5076669"
"558173","3","1","1","","5328131"
"543058","2","3","2","","5176171"
"531903","1","1","9","","5056519"
"489424","3","2","2","","4652200"
"469554","2","3","1","","4477042"
"474018","1","3","2","","4515759"
"483255","2","2","1","","4601308"
"466592","2","1","1","","4452580"
"479653","1","3","5","","4569081"
"549087","1","4","41","","5236685"
"570762","1","4","1","","5448578"
"577569","2","3","1","","5510082"
"512147","1","1","1","","4855496"
"582981","1","2","55","","5562175"
"507091","1","1","4","","4806232"
"523297","1","3","2","","4966773"
"575093","1","3","1","","5487485"
"462565","1","4","1","","4422281"
"540317","2","3","1","","5144735"
"580391","4","4","4","","5535440"
"537537","1","3","18","","5112125"
"581379","2","3","1","","5546073"
"580841","1","3","2","","5539398"
"446129","1","4","0","","4294765"
"469907","2","4","2","","4479980"
"533889","1","3","3","","5076502"
"444029","2","3","1","","4276317"
"583401","1","3","4","","5566112"
"498366","1","3","3","","4724731"
"525809","2","3","1","","4991392"
"520444","2","3","1","","4938914"
"580233","1","1","1","","5534228"
"572419","1","3","6","","5463481"
"529521","1","4","2","","5034370"
"458388","1","1","0","","4388802"
"516127","1","1","17","","4897675"
"559558","4","4","2","","5344075"
"495879","2","3","1","","4704194"
"498882","2","4","4","","4729540"
"526264","1","4","3","","4998512"
"549328","1","3","2","","5239106"
"559048","3","2","1","","5338390"
"528383","1","4","5","","5023035"
"481262","1","1","2","","4584810"
"526978","4","4","8","","5007220"
"531485","1","2","3","","5053096"
"549561","2","1","1","","5240979"
"495008","3","2","2","","4697076"
"544524","2","3","1","","5189702"
"569492","3","2","1","","5438822"
"491881","2","4","3","","4672403"
"515107","1","4","5","","4887297"
"517133","1","3","19","","4906904"
"547328","1","4","107","","5219863"
"481526","1","4","7","","4587282"
"496167","1","1","4","","4706671"
"562006","1","3","12","","5367686"
"527312","1","1","8","","5010385"
"557210","1","4","2","","5318287"
"569178","1","3","1","","5436136"
"522957","1","1","10","","4963791"
"442821","2","2","1","","4266010"
"472082","1","2","0","","4497107"
"550296","1","2","8","","5247719"
"573166","1","4","4","","5470360"
"472556","2","1","2","","4503857"
"472626","2","2","5","","4504449"
"491432","2","3","1","","4668565"
"576879","1","3","1","","5503992"
"462454","1","2","1","","4421147"
"465402","3","1","1","","4443231"
"485757","4","3","3","","4620806"
"473066","1","3","1750","","4507940"
"498168","3","1","1","","4723132"
"487593","1","1","3","","4635490"
"520228","1","3","23","","4936749"
"528653","1","4","6","","5025199"
"588154","1","3","15","","5612478"
"513479","3","1","1","","4871118"
"461455","3","2","1","","4412657"
"551013","2","4","0","","5253986"
"568740","1","1","11","","5432646"
"542491","2","4","360","","5169971"
"513774","2","3","2","","4873779"
"505633","2","1","360","","4792190"
"570206","1","1","2","","5443998"
"477913","2","2","3","","4552983"
"547365","1","3","30","","5220210"
"565283","3","3","3","","5403566"
"484174","2","1","0","","4608314"
"531875","1","2","13","","5056319"
"542799","1","3","31","","5173614"
"587605","4","3","7","","5607227"
"569701","1","2","3","","5440638"
"516705","1","4","10","","4903103"
"520771","1","4","8","","4942126"
"571126","3","2","1","","5451401"
"444114","1","1","4","","4276902"
"557611","1","3","3","","5322593"
"461653","2","3","2","","4414507"
"457372","2","3","1","","4380252"
"471068","1","3","2","","4489655"
"510136","1","4","33","","4835559"
"544389","2","3","1","","5188490"
"458071","1","2","8","","4385806"
"478504","2","1","1","","4558560"
"573398","1","3","74","","5473064"
"588728","1","3","12","","5626717"
"441051","1","2","8","","4250981"
"473183","3","1","1","","4508790"
"476268","1","1","3","","4536862"
"573055","1","3","13","","5469281"
"496336","1","4","8","","4707938"
"497840","1","3","2","","4720510"
"539208","1","1","2","","5129463"
"534917","1","4","1","","5085789"
"472283","1","3","45","","4499858"
"513528","2","1","2","","4871518"
"473597","4","4","4","","4512050"
"456467","1","2","3","","4374286"
"568965","1","1","1","","5434397"
"557345","1","1","21","","5319740"
"450153","2","2","2","","4326009"
"473244","1","3","8","","4509504"
"584784","4","3","1","","5580098"
"471701","1","3","3","","4494254"
"520821","1","4","6","","4942516"
"542083","4","4","4","","5165754"
"583375","1","3","5","","5565839"
"465816","2","3","1","","4446490"
"509571","1","3","80","","4830137"
"475528","2","2","720","","4529715"
"486919","1","2","30","","4630117"
"522540","1","2","0","","4959513"
"570573","2","1","40","","5446957"
"455549","4","3","0","","4367003"
"491421","1","2","1","","4668461"
"452389","2","2","1","","4343405"
"488598","1","2","1","","4645507"
"487729","1","4","1","","4637044"
"524260","1","3","18","","4975737"
"584182","1","2","10","","5573565"
"501315","3","3","1","","4752101"
"537846","1","1","5","","5114813"
"519352","2","3","4","","4928400"
"475191","1","1","18","","4526690"
"499910","2","1","1","","4738385"
"541803","1","2","3","","5163280"
"586622","1","3","3","","5597729"
"525898","2","4","1","","4992129"
"546461","1","1","6","","5211322"
"476989","2","2","4","","4543579"
"497400","1","1","1","","4716824"
"529125","1","1","6","","5030683"
"443256","1","3","1","","4270631"
"526442","2","1","1","","5000399"
"536835","1","4","2","","5104714"
"449535","2","1","1","","4321051"
"526130","1","4","109","","4996003"
"504232","1","4","2","","4777686"
"517267","1","3","0","","4908184"
"469233","1","4","2","","4473985"
"550238","2","3","1","","5247175"
"569631","2","4","0","","5439763"
"518491","1","3","5","","4920137"
"557682","2","4","3","","5323359"
"565213","2","1","1","","5402858"
"494825","1","4","2","","4695529"
"509953","1","3","10","","4833918"
"583146","1","3","1","","5563405"
"586096","1","2","10","","5592999"
"538370","1","2","1","","5120047"
"473650","3","3","1","","4512451"
"522164","1","4","2","","4956236"
"555554","3","2","1","","5299162"
"564225","1","4","19","","5387392"
"496550","1","1","8","","4709672"
"557370","2","2","1","","5319914"
"583607","1","2","5","","5568148"
"543970","1","4","7","","5184610"
"518619","1","3","7","","4921388"
"520311","2","2","2","","4937517"
"501609","4","4","14","","4754419"
"474487","2","1","1","","4519729"
"500754","2","3","5","","4746432"
"559456","1","3","25","","5342546"
"536014","3","1","120","","5096008"
"476569","1","4","7","","4539567"
"488657","1","3","4","","4645957"
"506974","1","1","22","","4805302"
"510468","1","3","4","","4838428"
"510693","1","1","6","","4841177"
"555231","3","1","1","","5295832"
"446015","2","2","1","","4294041"
"545872","2","4","2","","5204774"
"440372","3","2","1","","4244685"
"481583","2","1","2","","4587648"
"555188","1","3","70","","5294969"
"559621","3","2","1","","5344706"
"464723","1","4","4","","4438728"
"568207","1","3","10","","5428160"
"483824","2","1","2","","4605591"
"460265","4","2","200","","4403259"
"497242","2","3","1","","4715612"
"442401","2","4","5","","4262468"
"566372","1","2","8","","5412998"
"463869","1","3","16","","4431996"
"582361","2","3","1","","5556519"
"543639","1","3","21","","5181907"
"444343","2","1","1","","4278395"
"516878","1","3","15","","4904855"
"469190","1","4","6","","4473752"
"472948","1","3","71","","4507120"
"562071","1","2","0","","5368170"
"486575","2","1","1","","4627781"
"497336","1","2","2","","4716369"
"444945","1","4","3","","4284394"
"497117","1","2","14","","4714432"
"527555","1","4","4","","5012696"
"532039","2","3","1","","5057765"
"571192","1","4","10","","5451746"
"562513","1","2","1","","5371870"
"497577","1","3","5","","4718314"
"570599","1","4","7","","5447276"
"547023","1","3","8","","5217009"
"573677","2","2","2","","5475109"
"451571","2","3","1","","4337669"
"471173","1","3","2","","4490256"
"536677","1","3","175","","5102725"
"465875","1","3","19","","4446951"
"546557","1","4","3","","5212184"
"453700","1","3","4","","4353047"
"467187","1","4","3","","4457506"
"585666","2","1","1","","5588952"
"454917","1","3","2","","4362248"
"537541","1","2","2","","5112163"
"533315","2","1","3","","5071200"
"575260","1","2","188","","5489542"
"506114","1","2","1","","4797409"
"463232","3","1","1","","4427518"
"546101","1","4","3","","5207750"
"551157","1","4","4","","5255058"
"585292","2","1","1","","5585009"
"554106","2","3","1","","5284024"
"506013","1","3","4","","4796405"
"479602","2","4","1","","4568674"
"567198","3","2","1","","5420522"
"531682","1","2","98","","5054876"
"541861","1","3","9","","5163979"
"545525","3","2","1","","5201422"
"519421","1","3","5","","4929131"
"533722","1","4","4","","5074981"
"540448","2","1","1","","5146366"
"570698","1","3","5","","5448024"
"576342","4","2","0","","5499278"
"496480","2","1","2","","4709130"
"522390","1","1","2","","4958457"
"536228","2","3","1","","5098007"
"581320","2","1","2","","5545479"
"507836","1","4","37","","4814166"
"562444","2","1","1","","5371325"
"585448","2","3","4","","5587262"
"509559","1","1","6","","4830055"
"515941","1","4","4","","4895664"
"454176","2","2","2","","4356778"
"567250","3","1","1","","5420892"
"475399","1","3","15","","4528599"
"541614","2","1","1","","5161193"
"531271","1","3","6","","5050823"
"439711","1","1","3","","4239507"
"451542","3","2","18","","4337328"
"524430","2","1","3","","4978098"
"576101","2","1","1","","5496749"
"583068","1","3","2","","5562608"
"488796","4","4","5","","4647123"
"578923","2","4","7","","5522464"
"442692","2","4","1","","4265053"
"531763","1","3","2","","5055449"
"455606","1","3","1","","4367475"
"466980","1","2","15","","4455641"
"501834","2","1","2","","4756263"
"441312","1","4","1","","4253277"
"543820","1","2","11","","5183374"
"558568","1","3","8","","5333607"
"467793","1","4","7","","4462137"
"523194","1","4","20","","4965712"
"499715","1","4","2","","4736518"
"525327","1","4","20","","4986551"
"525384","1","2","48","","4987106"
"502440","1","3","14","","4761353"
"529143","1","4","2","","5030821"
"442432","1","2","1","","4262813"
"517290","3","3","1","","4908324"
"534086","2","3","1","","5078322"
"540891","1","2","5","","5150875"
"574796","2","2","1","","5484852"
"468538","1","3","25","","4468634"
"580892","1","4","2","","5539787"
"581917","1","3","2","","5551686"
"561339","4","3","1","","5361530"
"492518","1","1","30","","4677819"
"444492","1","4","0","","4280632"
"503402","1","2","14","","4771255"
"488886","3","1","1","","4647790"
"525919","2","3","1","","4992270"
"535852","1","3","1","","5094754"
"556826","1","2","1","","5313577"
"554931","1","3","2","","5292474"
"521358","1","3","94","","4948141"
"455345","1","3","21","","4365557"
"581203","1","2","259","","5543795"
"536310","1","4","1","","5098717"
"499295","1","2","0","","4733226"
"509040","1","1","2","","4825107"
"522794","2","1","1","","4962310"
"569023","4","1","5","","5434728"
"468894","1","3","16","","4471595"
"508072","1","4","2","","4816427"
"558023","3","2","1","","5326923"
"509102","1","2","24","","4825697"
"447516","3","3","1","","4306022"
"549762","2","1","1","","5242817"
"496987","1","4","2","","4713505"
"507659","2","1","0","","4811139"
"459400","4","4","3","","4396642"
"511543","3","3","1","","4849551"
"520029","1","3","2","","4935030"
"514138","2","1","1","","4877051"
"585703","1","3","3","","5589453"
"492399","2","3","2","","4676795"
"492709","1","2","6","","4679568"
"510188","1","2","2","","4836063"
"510707","1","3","23","","4841317"
"552692","1","2","1","","5269385"
"540056","2","2","3","","5142086"
"571926","2","2","2","","5458238"
"582895","1","4","27","","5561500"
"454772","1","1","2","","4361166"
"464449","2","2","2","","4436342"
"540035","1","4","3","","5141915"
"514061","2","2","1","","4876331"
"502888","1","4","7","","4766391"
"584651","2","1","1","","5578842"
"523286","1","4","2","","4966610"
"556400","1","3","1","","5308816"
"588488","2","1","1","","5624304"
"549631","2","4","1","","5241832"
"478655","2","3","0","","4560079"
"439901","1","2","6","","4240996"
"499652","2","2","1","","4735938"
"534870","2","4","2","","5085419"
"542461","1","2","17","","5169743"
"474089","1","3","5","","4516358"
"555528","2","2","2","","5298753"
"472580","1","2","1","","4504097"
"511406","1","3","8","","4848267"
"516549","3","3","2","","4901733"
"489992","2","1","1","","4656833"
"552475","1","2","15","","5267357"
"484994","1","4","3","","4615021"
"501551","1","2","1","","4753936"
"459651","2","3","0","","4398636"
"465706","1","3","0","","4445429"
"498853","1","1","5","","4729351"
"561946","1","3","8","","5367091"
"444961","1","4","2","","4284543"
"565005","3","1","2","","5400637"
"527308","1","2","8","","5010366"
"530964","4","4","13","","5047915"
"518308","1","2","1","","4918347"
"455721","2","3","0","","4368338"
"461270","1","3","94","","4411267"
"586601","1","3","0","","5597572"
"458277","1","3","3","","4387844"
"583890","1","4","10","","5570942"
"487306","3","4","2","","4633267"
"554571","2","3","4","","5288912"
"531559","1","2","2","","5053719"
"586965","3","2","1","","5601037"
"557802","1","4","4","","5324599"
"516386","1","1","5","","4900449"
"446599","2","2","1","","4298697"
"529073","1","4","8","","5029719"
"468068","1","3","2","","4464631"
"579554","2","2","1","","5528579"
"459999","1","3","1","","4401507"
"562424","1","3","4","","5370924"
"515094","3","3","1","","4887225"
"536203","1","3","18","","5097753"
"586468","1","3","20","","5596315"
"447156","1","3","5","","4303268"
"558787","3","1","1","","5335971"
"513718","2","1","0","","4873350"
"550999","2","3","8","","5253869"
"497155","2","2","1","","4714817"
"535012","1","2","5","","5086788"
"518522","1","3","1","","4920331"
"579410","1","4","9","","5527419"
"461327","2","4","1","","4411744"
"499623","1","4","1","","4735638"
"549539","1","4","4","","5240834"
"455981","1","4","8","","4370502"
"569994","4","3","1","","5442383"
"466178","3","2","1","","4449300"
"567994","1","1","4","","5426337"
"586623","1","1","150","","5597738"
"466272","2","3","1","","4449955"
"473471","4","4","0","","4511184"
"572625","1","1","12","","5465868"
"587285","1","3","30","","5604385"
"527978","2","1","1","","5018334"
"516302","1","3","194","","4899693"
"573490","1","4","1","","5473720"
"458491","3","1","0","","4389689"
"465346","2","1","4","","4442892"
"575535","1","3","2","","5491868"
"490193","1","4","12","","4658538"
"467356","3","2","1","","4458659"
"486392","1","2","5","","4626365"
"488511","1","1","6","","4644748"
"493928","1","3","10","","4688468"
"550318","4","3","0","","5247784"
"582621","2","2","1","","5558975"
"449554","1","2","4","","4321142"
"469110","1","4","1","","4473233"
"529729","1","4","75","","5036500"
"563102","1","2","2","","5377399"
"585557","2","1","1","","5588091"
"458948","1","3","1","","4393144"
"566818","1","3","2","","5417082"
"469709","1","1","8","","4478294"
"534410","1","1","1","","5081271"
"573408","1","4","1","","5473273"
"563448","4","4","4","","5380605"
"570658","1","4","23","","5447640"
"444837","1","2","2","","4283502"
"576415","1","2","2","","5500110"
"470438","1","2","7","","4484153"
"447680","4","4","300","","4307313"
"462797","1","2","1","","4423932"
"496293","1","4","6","","4707543"
"515059","1","2","3","","4886853"
"587737","4","4","17","","5608441"
"493010","2","1","1","","4681784"
"578796","3","2","1","","5521343"
"553308","4","4","2","","5275394"
"552503","3","1","1","","5267659"
"579490","1","2","10","","5527957"
"579625","1","1","2","","5529293"
"583302","1","3","8","","5565201"
"528973","1","3","1","","5028537"
"463016","1","3","2","","4425614"
"446650","1","4","4","","4299063"
"511712","1","2","0","","4850899"
"573779","2","2","1","","5476223"
"476141","1","2","50","","4535419"
"492624","3","4","1","","4678714"
"578730","2","3","4","","5520902"
"522756","2","1","1","","4961934"
"586821","1","3","5","","5599417"
"501582","4","4","12","","4754210"
"439780","1","2","9","","4240199"
"481500","2","3","1","","4587072"
"521539","1","3","11","","4949772"
"468427","1","3","4","","4467747"
"465178","2","1","1","","4441757"
"532493","1","4","4","","5062336"
"543105","1","3","49","","5176583"
"550947","2","1","1","","5253433"
"463797","1","3","0","","4431456"
"550204","2","2","2","","5246934"
"575829","3","2","1","","5494196"
"489740","1","1","5","","4654681"
"458849","1","4","17","","4392478"
"463847","2","3","1","","4431817"
"569431","1","3","5","","5438475"
"583692","2","1","1","","5569130"
"510047","4","4","1","","4834595"
"510310","1","4","7","","4837071"
"545731","1","4","8","","5203551"
"478585","1","3","11","","4559543"
"507073","1","3","7","","4806144"
"514960","3","2","1","","4885320"
"521969","2","1","1","","4954824"
"554995","4","4","0","","5293008"
"577843","3","1","1","","5512722"
"544097","1","2","4","","5185926"
"579718","1","3","2","","5529935"
"469911","3","3","1","","4479998"
"493774","1","3","9","","4687162"
"450771","1","3","7","","4331126"
"465808","1","3","12","","4446452"
"458314","1","3","8","","4388164"
"493747","1","3","4","","4686959"
"583870","3","3","1","","5570762"
"586007","2","2","1","","5592380"
"456255","1","2","3","","4372417"
"563445","1","3","4","","5380602"
"445415","1","4","15","","4288391"
"506193","3","1","1","","4798037"
"462551","1","3","30","","4422141"
"444747","4","4","3","","4282646"
"446675","2","2","1","","4299286"
"471960","2","3","1","","4496279"
"526592","2","3","3","","5002187"
"582114","1","3","1","","5553821"
"448692","4","4","0","","4314808"
"497575","3","2","1","","4718251"
"541901","2","3","1","","5164328"
"556372","1","3","5","","5308566"
"516562","1","3","24","","4901941"
"552290","1","4","10","","5265571"
"461322","1","3","6","","4411689"
"532004","2","2","1","","5057487"
"530764","2","2","2","","5046439"
"445641","1","4","2","","4290545"
"447473","2","1","2","","4305646"
"512627","1","4","0","","4860831"
"514364","4","3","5","","4879085"
"474554","1","4","10","","4520465"
"490198","4","4","3","","4658583"
"440574","1","1","2","","4246548"
"500602","1","3","3","","4744833"
"551104","1","4","12","","5254731"
"571599","1","3","2","","5455900"
"441046","2","1","1020","","4250929"
"511472","1","4","8","","4848914"
"453175","3","4","1","","4349454"
"494638","4","4","1","","4693876"
"446834","2","3","0","","4300832"
"514028","2","1","10","","4876055"
"468958","1","3","5","","4472055"
"474333","1","1","3","","4518570"
"586033","1","3","23","","5592572"
"539857","4","1","180","","5140142"
"558416","1","1","29","","5330121"
"478407","2","2","1","","4557458"
"556076","1","3","0","","5304934"
"579207","3","2","1","","5525530"
"465101","4","4","2","","4441274"
"514728","1","4","8","","4882218"
"580516","1","3","7","","5536631"
"557197","3","4","1","","5318228"
"568274","1","4","0","","5428677"
"552758","1","1","18","","5270242"
"540880","2","3","1","","5150774"
"558546","1","1","3","","5333266"
"564338","2","1","1","","5388482"
"510562","3","1","1","","4839658"
"566552","1","3","1","","5414900"
"489642","1","1","1","","4653957"
"497656","1","3","10","","4719017"
"472776","3","1","1","","4505580"
"545381","1","3","7","","5199817"
"443578","4","3","1","","4273149"
"486067","1","3","15","","4623228"
"540089","2","4","360","","5142513"
"544774","2","2","0","","5192860"
"564223","2","3","4","","5387390"
"582050","2","2","1","","5553016"
"563847","2","3","1","","5383982"
"556719","1","2","4","","5312404"
"519977","1","2","4","","4934678"
"465204","4","3","2","","4441930"
"477614","1","1","8","","4550392"
"588599","1","3","0","","5625432"
"580480","1","3","5","","5536455"
"559357","1","1","5","","5341713"
"582714","1","3","50","","5559574"
"485658","1","1","15","","4620162"
"484492","1","3","9","","4610836"
"510033","1","4","10","","4834509"
"577060","1","3","10","","5505651"
"474795","1","3","4","","4522621"
"556942","1","4","33","","5315484"
"458932","1","2","3","","4393050"
"506727","1","3","0","","4803229"
"565314","3","2","1","","5403806"
"552077","1","4","5","","5263525"
"509714","1","2","4","","4831449"
"467388","2","2","1","","4458850"
"449207","1","3","8","","4318729"
"569962","1","4","4","","5442163"
"565592","2","1","1","","5406160"
"548344","1","4","2","","5230407"
"458218","1","3","2","","4386908"
"532557","2","4","1","","5063110"
"581166","2","3","2","","5543347"
"464798","3","1","1","","4439170"
"528354","3","1","1","","5022815"
"553511","2","1","1","","5277773"
"588307","3","2","1","","5620625"
"586002","1","3","9","","5592356"
"579006","1","3","2","","5523428"
"442819","1","1","3","","4266003"
"468719","1","1","75","","4470021"
"476410","1","3","19","","4538002"
"508223","1","4","5","","4817449"
"472381","2","2","2","","4502247"
"546916","2","3","6","","5215630"
"480926","3","1","3","","4581356"
"583857","1","4","13","","5570710"
"478854","2","1","2","","4561924"
"500524","1","3","2","","4744239"
"529977","1","3","111","","5038773"
"515765","1","1","1","","4893907"
"530007","1","1","0","","5039084"
"504579","1","1","5","","4781352"
"566506","1","4","4","","5414412"
"588495","1","1","16","","5624397"
"583549","1","4","48","","5567504"
"456670","4","4","0","","4375610"
"531169","2","1","1","","5049939"
"579995","3","1","1","","5532256"
"461736","2","2","1","","4415308"
"518988","1","1","0","","4924597"
"472101","2","2","2","","4497258"
"524728","3","1","1","","4981110"
"444772","1","4","2","","4282907"
"479266","1","3","28","","4565937"
"496286","3","2","1","","4707508"
"509449","1","1","28","","4829164"
"517050","2","2","1","","4906287"
"534519","1","4","4","","5082087"
"586465","3","1","1","","5596286"
"568275","2","3","0","","5428678"
"496275","2","1","2","","4707460"
"563818","1","3","3","","5383807"
"493457","2","1","1","","4685124"
"500074","2","1","2","","4739889"
"525739","3","1","1","","4990610"
"562816","4","3","0","","5374543"
"460450","1","4","7","","4404999"
"467195","1","3","5","","4457557"
"473638","1","3","3","","4512367"
"492700","1","3","2","","4679449"
"570381","1","3","18","","5445382"
"443977","1","4","5","","4275932"
"469121","1","2","3","","4473429"
"530206","1","3","2","","5041124"
"546519","4","4","7","","5211765"
"584550","4","4","0","","5577848"
"473862","1","3","12","","4514207"
"503578","1","1","3","","4772544"
"498769","3","3","1","","4728389"
"546051","3","3","1","","5207088"
"573789","2","1","1","","5476343"
"524318","2","3","1","","4976234"
"528647","2","2","1","","5025091"
"463165","1","2","1","","4426659"
"492783","1","2","0","","4680271"
"469765","2","4","1","","4478827"
"499256","2","2","1","","4732852"
"454655","1","4","0","","4360346"
"497184","1","4","0","","4715012"
"570805","1","2","4","","5449018"
"587096","1","3","0","","5602618"
"470874","4","4","1","","4487998"
"506814","2","1","2","","4803841"
"548616","1","1","7","","5232530"
"540269","1","4","1","","5144214"
"552550","1","1","1","","5268062"
"508130","1","4","5","","4816898"
"479526","2","3","8","","4567880"
"476511","1","4","21","","4539031"
