"id","staff_type_id","group_id","sanctioned_strength","posts_reserved_for_pwd","count_by_category_id"
"446920","1","4","4","","4301392"
"445821","2","4","9","","4292420"
"505959","1","2","2","","4795964"
"459843","2","1","2","","4400383"
"480004","2","1","0","","4572003"
"494682","1","4","6","","4694276"
"553044","2","2","1","","5273159"
"487940","2","3","1","","4639007"
"501173","2","3","1","","4750994"
"554070","1","4","15","","5283611"
"508851","2","2","1","","4823103"
"574418","1","1","2","","5481309"
"531228","3","2","1","","5050533"
"574508","1","3","3","","5482018"
"541307","4","3","10","","5156191"
"534940","3","1","1","","5085993"
"583756","1","4","1","","5570062"
"587660","1","1","6","","5607629"
"492004","1","4","0","","4673462"
"483480","1","4","2","","4602867"
"501229","2","3","1","","4751419"
"491579","2","3","1","","4669987"
"456875","1","1","2","","4376912"
"457728","1","1","2","","4382945"
"480933","1","3","6","","4581474"
"493441","1","2","6","","4685059"
"453464","1","1","1","","4351381"
"522448","2","3","3","","4958857"
"534460","1","1","4","","5081742"
"562490","1","4","2","","5371726"
"587365","1","3","2","","5605193"
"441686","1","2","1","","4256012"
"481427","2","3","1","","4586446"
"588318","1","2","3","","5620723"
"541515","1","2","0","","5159371"
"539200","2","4","1","","5129414"
"551345","3","2","4","","5256376"
"523189","1","1","5","","4965670"
"505267","2","3","3","","4788112"
"527719","2","3","2","","5015595"
"540839","3","2","1","","5150172"
"536860","1","3","2","","5104950"
"507648","3","1","1","","4811080"
"487698","3","3","1","","4636310"
"473804","1","2","1","","4513814"
"584547","1","2","0","","5577845"
"582979","2","2","0","","5562146"
"564966","2","1","1","","5400368"
"583787","2","3","1","","5570292"
"453622","3","1","1","","4352413"
"537486","1","2","6","","5111567"
"575438","1","3","17","","5491168"
"445246","1","1","3","","4286917"
"491962","3","1","1","","4673192"
"460916","1","1","1","","4408397"
"485251","2","2","2","","4617184"
"444770","1","3","8","","4282902"
"555163","3","3","1","","5294726"
"511579","2","1","2","","4849879"
"544942","1","3","7","","5194322"
"566274","1","3","4","","5412150"
"558595","2","3","1","","5333792"
"535740","1","1","8","","5093507"
"574502","1","3","6","","5481986"
"553528","2","3","1","","5277897"
"555126","1","2","3","","5294140"
"551258","4","4","0","","5255706"
"559092","1","1","1","","5338849"
"576029","4","1","2","","5496082"
"585634","1","4","3","","5588650"
"566947","1","4","3","","5418271"
"511345","2","2","1","","4847790"
"491427","1","4","6","","4668478"
"493087","1","3","4","","4682304"
"533053","1","3","4","","5068931"
"480232","1","4","7","","4574167"
"567747","3","2","1","","5424487"
"503944","2","2","1","","4775499"
"475831","1","3","1","","4532396"
"508680","1","4","4","","4821393"
"530665","3","2","0","","5045772"
"575693","1","1","1","","5493320"
"497635","1","1","2","","4718790"
"461943","1","3","5","","4417179"
"485147","2","1","2","","4616177"
"578798","1","3","1","","5521352"
"496490","2","2","1","","4709193"
"533632","1","3","4","","5074078"
"510735","3","1","1","","4841566"
"522394","1","4","2","","4958479"
"508434","1","3","3","","4819068"
"514999","2","2","1","","4886207"
"547295","3","1","1","","5219607"
"572152","1","3","6","","5460774"
"565029","1","3","24","","5400963"
"494996","1","3","5","","4697023"
"478013","3","2","2","","4553807"
"444040","2","2","1","","4276404"
"511833","2","2","1","","4851898"
"451143","1","3","3","","4334335"
"510098","1","4","26","","4835121"
"533112","4","3","9","","5069388"
"579795","1","1","3","","5530417"
"488320","1","4","14","","4643074"
"493248","1","4","6","","4683543"
"574276","1","1","2","","5480158"
"578870","1","3","0","","5522021"
"584217","4","4","8","","5574640"
"470994","3","3","1","","4488977"
"493221","1","1","0","","4683322"
"493560","1","4","6","","4685800"
"476586","1","4","4","","4539670"
"471077","1","1","1","","4489720"
"583140","1","4","8","","5563362"
"479683","2","2","1","","4569296"
"486621","2","1","50","","4628026"
"552943","3","4","190","","5271616"
"570549","3","2","1","","5446822"
"582772","2","1","3","","5560693"
"518042","1","3","4","","4915915"
"524357","1","3","3","","4977243"
"469602","2","2","18","","4477341"
"502016","1","2","3","","4758001"
"520150","1","4","1","","4936026"
"536761","2","4","1","","5103637"
"456162","1","1","5","","4371823"
"440962","2","1","1","","4250449"
"445947","1","2","15","","4293489"
"514661","1","4","2","","4881392"
"465142","1","4","6","","4441515"
"502594","1","3","11","","4762783"
"519924","1","1","129","","4934012"
"565450","3","2","1","","5404747"
"586675","1","3","4","","5597911"
"454470","2","2","1","","4358899"
"486302","2","3","3","","4625658"
"561882","1","1","4","","5366335"
"478814","1","2","61","","4561474"
"556223","2","3","1","","5307059"
"473156","1","4","12","","4508568"
"579397","1","2","1","","5527257"
"498712","2","2","1","","4728000"
"461609","2","1","2","","4414123"
"483963","4","3","2","","4606688"
"498704","1","3","33","","4727960"
"543103","1","1","1","","5176581"
"463020","1","3","31","","4425637"
"511652","1","3","12","","4850367"
"582364","2","2","1","","5556531"
"550909","1","4","12","","5253095"
"484599","1","4","2","","4611505"
"552867","2","2","1","","5271178"
"469074","2","3","1","","4472833"
"471129","2","2","1","","4490002"
"540360","1","3","600","","5145241"
"519074","1","2","70","","4925299"
"462526","1","4","3","","4421948"
"545847","1","4","4","","5204587"
"531046","1","3","8","","5048572"
"528957","2","2","2","","5028271"
"446658","1","3","61","","4299138"
"560402","1","2","12","","5352404"
"474017","3","2","1","","4515758"
"533988","1","2","58","","5077465"
"539133","3","2","0","","5128602"
"543488","1","2","5","","5180350"
"512100","2","3","1","","4854679"
"586554","1","3","3","","5597099"
"514613","1","4","9","","4881186"
"468263","2","3","1","","4466626"
"443519","1","4","4","","4272638"
"451543","1","1","2","","4337329"
"531840","1","1","3","","5056023"
"516904","1","4","16","","4905070"
"541599","3","1","1","","5161110"
"551548","1","1","1","","5257838"
"585946","2","1","6","","5591605"
"473770","1","1","7","","4513529"
"489008","1","3","0","","4648653"
"499751","1","4","4","","4736810"
"519119","1","2","11","","4925875"
"529250","1","4","0","","5031675"
"578899","3","3","1","","5522348"
"458816","2","4","1","","4392194"
"526051","2","1","2","","4994856"
"557406","1","4","4","","5320311"
"481562","2","2","2","","4587534"
"490888","1","3","3","","4664028"
"463643","1","4","9","","4430355"
"543132","1","4","5","","5176813"
"519129","2","2","1","","4926019"
"537954","4","3","13","","5115668"
"520406","1","2","2","","4938328"
"487499","2","1","2","","4634723"
"512263","1","3","10","","4857108"
"547926","2","3","2","","5226195"
"457175","1","2","3","","4378925"
"550135","2","2","1","","5246366"
"586080","1","3","3","","5592908"
"463787","2","3","1","","4431381"
"513127","2","3","4","","4867805"
"534884","2","2","1","","5085595"
"503211","1","3","8","","4769495"
"479845","1","2","1","","4570332"
"493035","1","4","6","","4681958"
"468266","1","4","7","","4466629"
"507301","1","1","4","","4807966"
"447509","1","3","5","","4305962"
"532087","1","3","7","","5058329"
"460974","2","1","1","","4408730"
"527865","1","3","44","","5017112"
"493901","1","3","18","","4688310"
"547284","1","4","1","","5219543"
"478943","1","2","1","","4562652"
"504245","2","2","1","","4777888"
"508329","3","3","1","","4818250"
"525040","3","3","1","","4984083"
"451400","3","1","7","","4336222"
"484816","1","1","2","","4613459"
"484152","1","4","6","","4608080"
"535194","1","1","1","","5088451"
"502649","1","3","15","","4763384"
"584032","1","3","21","","5572055"
"449848","1","3","0","","4323763"
"587612","2","2","2","","5607317"
"565013","1","2","2","","5400700"
"521891","2","3","5","","4954146"
"464024","1","3","0","","4433240"
"499275","2","1","1","","4733079"
"580200","2","3","1","","5533879"
"478579","2","3","3","","4559397"
"535262","1","3","15","","5088952"
"572139","2","2","9","","5460526"
"478080","1","3","1","","4554762"
"501163","3","3","0","","4750946"
"450122","4","1","4","","4325777"
"538039","1","4","25","","5116581"
"588845","2","1","1","","5628234"
"460370","2","4","1","","4404216"
"543039","1","4","2","","5176067"
"568576","1","3","2","","5431486"
"523068","1","4","2","","4964744"
"508785","1","3","4","","4822132"
"579541","3","1","1","","5528378"
"482617","1","4","4","","4595801"
"527779","1","4","0","","5016147"
"561177","1","2","4","","5360182"
"582495","1","3","2","","5557794"
"526235","1","2","1","","4998209"
"566718","3","2","2","","5416131"
"445606","1","4","1","","4290333"
"467295","2","2","2","","4458227"
"501077","3","1","1","","4750149"
"453278","4","4","0","","4350231"
"457132","2","1","2","","4378709"
"522257","1","2","4","","4957003"
"570411","1","4","2","","5445633"
"489374","3","1","1","","4651768"
"507770","2","1","1","","4813491"
"564101","2","2","1","","5386307"
"453290","1","3","2","","4350286"
"561530","1","3","2","","5363047"
"509100","2","1","1","","4825695"
"469437","1","1","2","","4476060"
"479177","1","1","9","","4565147"
"479391","1","4","1","","4566766"
"578195","4","4","3","","5515734"
"586593","2","3","4","","5597501"
"504824","2","1","3","","4783344"
"512353","1","2","4","","4857901"
"564528","2","4","192","","5390518"
"572047","1","2","3","","5459603"
"457386","2","2","1","","4380382"
"542157","2","3","6","","5166593"
"490537","1","2","11","","4661306"
"536346","1","2","1","","5099004"
"564148","2","3","6","","5386644"
"531541","2","2","1","","5053542"
"527064","1","3","7","","5008079"
"506756","1","3","14","","4803393"
"544454","3","1","0","","5188857"
"512180","2","1","1","","4856153"
"490294","2","1","1","","4659454"
"481553","1","2","35","","4587443"
"483809","1","1","6","","4605469"
"492033","1","1","11","","4673803"
"521706","1","2","620","","4951547"
"452096","2","4","5","","4341368"
"515780","1","3","9","","4894254"
"516165","1","4","4","","4897876"
"569975","3","2","1","","5442246"
"554319","1","3","1","","5286297"
"553383","2","3","2","","5276310"
"554409","1","2","4","","5287057"
"563522","2","2","1","","5381110"
"571730","1","4","20","","5456675"
"573245","1","3","15","","5471160"
"587288","4","4","1","","5604398"
"468382","2","1","1","","4467410"
"499001","1","3","49","","4730987"
"488106","2","3","3","","4640447"
"516787","2","3","1","","4904101"
"485797","1","4","1","","4621148"
"577637","1","3","5","","5510666"
"444074","3","3","0","","4276570"
"551958","1","4","3","","5261986"
"537142","1","3","6","","5107692"
"579464","2","3","1","","5527789"
"510879","3","2","1","","4842829"
"519631","2","3","2","","4931775"
"518059","3","2","1","","4916093"
"497619","2","2","1","","4718641"
"527547","1","1","0","","5012587"
"534417","4","4","15","","5081335"
"446986","1","2","1","","4301961"
"442283","2","1","2","","4260771"
"500513","2","3","1","","4744150"
"468540","3","2","1","","4468649"
"499864","2","2","1","","4737898"
"570162","1","2","9","","5443561"
"509429","2","3","2","","4829069"
"556500","1","2","10","","5310247"
"585049","1","2","5","","5582394"
"583239","2","3","0","","5564206"
"532531","4","4","10","","5062716"
"552512","1","1","5","","5267739"
"448453","1","4","3","","4313113"
"500795","1","4","9","","4746834"
"511054","2","1","1","","4844710"
"447015","2","2","1","","4302158"
"459162","1","3","8","","4394706"
"582273","2","1","1","","5555543"
"487664","1","3","2","","4635989"
"500502","1","3","0","","4744080"
"490303","2","2","1","","4659520"
"514399","3","2","1","","4879415"
"473859","1","4","11","","4514170"
"495323","1","3","4","","4700112"
"496970","1","1","6","","4713450"
"538302","1","2","999","","5119301"
"470399","2","1","1","","4483838"
"510676","2","1","480","","4840983"
"468254","3","1","1","","4466553"
"506883","3","2","1","","4804499"
"562145","1","1","3","","5368625"
"571968","2","3","1","","5458561"
"552650","1","3","8","","5269101"
"470926","1","2","1","","4488366"
"533086","1","1","1","","5069217"
"464571","1","1","20","","4437305"
"583899","2","4","0","","5570973"
"522115","1","4","3","","4955740"
"556868","3","3","2","","5314454"
"504767","2","1","0","","4782797"
"533274","3","1","1","","5070826"
"502788","2","2","0","","4765304"
"479617","1","3","2","","4568773"
"537446","1","3","4","","5111127"
"580309","1","3","4","","5534792"
"551834","1","2","14","","5260528"
"513349","1","4","333","","4869897"
"477507","2","2","2","","4549425"
"506529","1","2","0","","4801685"
"521687","4","4","1","","4951438"
"535275","3","1","1","","5089018"
"441347","4","4","11","","4253437"
"469706","1","4","6","","4478260"
"493945","2","1","1","","4688564"
"443486","1","3","15","","4272409"
"484519","3","2","1","","4610958"
"503477","1","4","2","","4771835"
"538458","1","1","5","","5120939"
"578989","1","2","3","","5523268"
"485247","1","1","2","","4617115"
"508531","3","2","1","","4819752"
"516466","1","3","4","","4901174"
"520021","1","2","1","","4934967"
"555673","1","4","19","","5300561"
"545240","3","3","1","","5198248"
"523629","2","2","1","","4970062"
"566637","4","4","1","","5415378"
"498912","2","2","1","","4729990"
"547007","1","2","20","","5216840"
"568354","1","4","1","","5429386"
"536051","2","4","1","","5096286"
"541089","1","4","0","","5153678"
"441952","1","3","3","","4258167"
"586621","3","2","1","","5597728"
"464671","1","2","9","","4438361"
"586694","1","3","8","","5598068"
"588064","2","3","2","","5611833"
"580020","2","4","2","","5532469"
"532166","2","3","30","","5058907"
"586371","1","2","1","","5595145"
"510684","1","1","4","","4841048"
"477617","1","1","8","","4550411"
"496755","2","1","1","","4711494"
"460980","1","1","6","","4408760"
"522279","2","4","1","","4957242"
"498459","1","2","1","","4725523"
"485767","4","3","0","","4620888"
"577827","1","3","245","","5512670"
"447139","2","3","1","","4303158"
"558979","3","3","3","","5337680"
"460544","1","4","9","","4405773"
"584298","1","1","2","","5575307"
"517480","2","3","1","","4910423"
"537071","1","4","4","","5107049"
"585779","1","1","5","","5590355"
"576381","1","4","6","","5499697"
"581803","1","4","4","","5549886"
"497332","2","1","1","","4716350"
"464522","1","1","1","","4436985"
"548586","1","3","1","","5232273"
"559638","1","3","4","","5344862"
"496235","2","1","1","","4707141"
"485047","1","2","4","","4615353"
"534214","2","2","1","","5079725"
"580772","1","2","1","","5538693"
"498082","1","3","6","","4722468"
"518606","1","3","62","","4921275"
"535510","1","1","14","","5091092"
"546178","1","4","22","","5208296"
"489183","1","3","16","","4650284"
"556256","2","4","0","","5307280"
"575732","1","1","1","","5493569"
"458490","3","4","0","","4389688"
"532121","1","1","9","","5058604"
"449512","1","3","2","","4320786"
"552488","4","3","75","","5267499"
"551285","1","3","40","","5255964"
"534471","2","4","180","","5081819"
"482903","2","3","1","","4598328"
"512864","1","1","3","","4864283"
"537450","3","1","1","","5111139"
"439775","1","3","2","","4240171"
"497066","1","1","2","","4714073"
"526344","2","4","2","","4999394"
"442381","2","3","2","","4262311"
"478563","3","1","3","","4559321"
"469621","1","3","2","","4477496"
"515423","1","4","10","","4890304"
"571470","1","2","5","","5454740"
"565271","1","2","1","","5403489"
"466328","1","1","1","","4450422"
"552199","2","3","1","","5264929"
"487386","1","3","20","","4633864"
"502632","1","2","450","","4763131"
"456545","1","3","5","","4374715"
"495907","1","3","5","","4704494"
"449659","2","2","1","","4322183"
"535490","4","4","5","","5090922"
"462832","1","4","4","","4424179"
"456634","1","4","9","","4375334"
"493429","1","4","2","","4684917"
"503556","1","4","6","","4772391"
"493051","3","3","1","","4682048"
"494835","2","2","0","","4695653"
"535173","1","3","9","","5088255"
"543368","1","1","24","","5179085"
"504704","1","4","5","","4782308"
"546663","2","3","4","","5213311"
"585773","1","3","14","","5590315"
"475070","2","1","1","","4525538"
"513262","1","2","1","","4869095"
"582011","1","2","1","","5552742"
"529534","2","1","4","","5034438"
"531265","2","4","1","","5050808"
"458568","2","2","1","","4390328"
"457745","1","4","28","","4383094"
"481647","2","2","2","","4588167"
"468141","4","4","0","","4465094"
"456628","2","2","1","","4375309"
"541520","2","1","1","","5159416"
"553642","3","2","1","","5279094"
"522934","1","1","15","","4963492"
"566523","1","2","0","","5414573"
"558475","2","3","1","","5330729"
"470565","3","1","0","","4485322"
"561995","1","2","9","","5367600"
"447031","1","3","6","","4302291"
"470292","1","3","9","","4482886"
"520399","3","3","1","","4938252"
"457894","1","1","0","","4384428"
"447148","2","2","1","","4303222"
"452760","1","2","4","","4345828"
"539591","1","4","40","","5134136"
"579722","3","2","1","","5529952"
"485674","1","4","2","","4620239"
"482860","2","1","1","","4597997"
"565415","1","1","120","","5404385"
"556773","2","1","1","","5313077"
"532933","1","1","300","","5066724"
"518728","3","1","1","","4922119"
"532602","1","4","12","","5063553"
"557874","1","3","1","","5325175"
"473737","2","1","2","","4513250"
"483808","1","4","2","","4605441"
"475131","2","2","3","","4526086"
"585778","2","2","1","","5590349"
"493195","2","1","1","","4683152"
"456173","2","1","9","","4371961"
"587074","1","3","8","","5601993"
"449729","2","4","3","","4322738"
"503159","3","2","1","","4768971"
"520576","1","3","21","","4940617"
"478443","1","4","6","","4557899"
"575849","1","3","2","","5494359"
"463097","1","3","10","","4426272"
"507307","1","3","10","","4807998"
"583543","1","4","11","","5567453"
"556954","1","3","12","","5315573"
"508412","2","4","1","","4818771"
"492431","1","4","13","","4677148"
"498720","1","2","92","","4728093"
"499851","3","3","1","","4737852"
"478542","2","2","1","","4558948"
"544671","1","1","35","","5191854"
"496699","3","2","0","","4711086"
"501752","1","2","4","","4755501"
"447893","1","3","8","","4309192"
"523759","4","3","1","","4971435"
"563862","2","1","0","","5384050"
"458998","1","2","2","","4393440"
"534520","2","2","0","","5082153"
"461044","1","1","2","","4409411"
"495528","1","2","10","","4701617"
"538190","1","3","2","","5118329"
"561686","2","1","1","","5364681"
"461303","1","2","4","","4411583"
"477622","1","1","1","","4550573"
"503389","2","3","0","","4771138"
"546615","1","4","4","","5212646"
"481021","1","3","6","","4582171"
"500510","1","3","8","","4744127"
"540396","1","1","20","","5145870"
"476717","1","4","5","","4540904"
"514121","4","4","0","","4876900"
"585287","1","2","4","","5584975"
"508761","2","2","1","","4821950"
"484556","3","4","0","","4611189"
"540319","1","2","2","","5144748"
"444755","2","1","1","","4282816"
"545585","2","1","1","","5202166"
"554119","1","3","4","","5284111"
"567731","2","1","1","","5424388"
"582342","2","2","1","","5556390"
"522517","1","4","9","","4959353"
"474589","2","1","1","","4520753"
"551831","1","3","3","","5260493"
"583286","1","4","11","","5564933"
"558329","1","2","1","","5329349"
"575503","1","2","2","","5491625"
"541215","1","3","14","","5155074"
"453689","2","1","1","","4352952"
"535569","1","1","12","","5091611"
"504016","1","1","0","","4776017"
"525648","1","4","12","","4989576"
"531520","2","4","1","","5053391"
"587089","1","2","98","","5602330"
"531781","2","2","1","","5055540"
"556348","1","3","5","","5308025"
"471723","1","2","2","","4494401"
"576992","1","4","4","","5505085"
"457345","1","3","12","","4380039"
"512880","2","4","3","","4864367"
"478020","4","4","0","","4553879"
"479612","1","3","2","","4568756"
"569378","1","3","2","","5438065"
"519175","1","1","4","","4926352"
"567475","4","3","4","","5422668"
"507980","1","4","2","","4815567"
"585548","1","4","8","","5588027"
"571111","1","4","3","","5451322"
"511552","2","1","1","","4849624"
"491253","2","3","3","","4667124"
"574408","2","4","1","","5481185"
"497916","3","1","1","","4721079"
"460870","2","3","1","","4408027"
"579094","1","3","5","","5524733"
"581730","1","4","6","","5549205"
"459817","2","3","0","","4400111"
"451238","1","4","13","","4334987"
"510042","2","2","1","","4834581"
"527940","1","4","12","","5017976"
"502687","1","3","3","","4763811"
"550448","4","2","3","","5249675"
"480830","1","2","6","","4580382"
"534582","1","2","2","","5083116"
"585814","1","1","40","","5590690"
"442041","1","4","4","","4258784"
"469228","3","2","1","","4473968"
"525821","1","2","2","","4991516"
"532031","4","4","4","","5057695"
"516286","1","3","1","","4899514"
"577906","4","4","1","","5513276"
"496518","1","4","8","","4709436"
"543500","1","1","11","","5180453"
"505268","3","3","1","","4788113"
"440484","1","3","0","","4245591"
"463414","1","1","0","","4428861"
"558627","1","2","16","","5334036"
"511704","1","3","30","","4850787"
"472170","1","4","2","","4497640"
"518894","1","3","1","","4923861"
"467824","1","3","5","","4462571"
"508149","3","3","3","","4816988"
"517810","4","4","0","","4913261"
"458146","3","1","2","","4386369"
"529609","3","1","1","","5035271"
"479865","1","1","5","","4570530"
"482788","1","1","4","","4597335"
"586673","1","3","1","","5597905"
"568299","1","3","66","","5429001"
"524313","2","1","1","","4976186"
"464455","1","3","2","","4436360"
"551862","1","4","2","","5260680"
"445435","1","1","0","","4288583"
"565932","2","2","3","","5409555"
"465729","1","3","22","","4445762"
"562979","2","1","1","","5376305"
"513911","1","3","15","","4874931"
"540359","1","2","380","","5145240"
"529787","3","2","2","","5037208"
"578971","1","1","500","","5523017"
"534199","1","1","4","","5079601"
"445270","1","4","5","","4287130"
"497721","2","3","3","","4719672"
"580868","2","3","2","","5539654"
"468403","2","2","0","","4467544"
"441464","1","3","2","","4254175"
"519372","2","1","0","","4928590"
"566036","3","2","1","","5410350"
"531486","1","3","3","","5053097"
"481570","2","2","0","","4587578"
"490249","1","3","19","","4659038"
"586285","2","3","2","","5594532"
"475337","2","2","1","","4527906"
"516884","1","3","14","","4904913"
"458394","1","3","12","","4388852"
"459183","1","3","34","","4394878"
"519395","1","1","2","","4928865"
"513954","2","2","1","","4875542"
"583559","1","3","5","","5567636"
"583862","1","2","3","","5570735"
"515061","1","4","3","","4886855"
"460860","1","2","6","","4407966"
"488374","1","4","17","","4643582"
"491292","2","1","1","","4667373"
"504189","1","2","2","","4777305"
"557687","1","3","3","","5323407"
"512315","1","3","3","","4857601"
"493830","1","2","1","","4687612"
"500796","1","3","4","","4746835"
"488226","2","3","1","","4642194"
"528223","3","3","1","","5020821"
"477354","1","1","12","","4546764"
"452028","1","1","1","","4340822"
"473225","1","2","1","","4509288"
"574862","1","2","3","","5485539"
"539344","3","1","1","","5130789"
"445848","3","2","1","","4292673"
"498462","2","1","6","","4725532"
"502921","4","4","2","","4766720"
"548189","1","3","17","","5228985"
"470013","2","2","3","","4480787"
"458529","2","3","1","","4389983"
"518962","1","4","7","","4924312"
"559037","3","3","2","","5338301"
"515872","1","3","14","","4895125"
"445522","1","3","13","","4289245"
"501746","2","2","3","","4755435"
"582301","2","2","5","","5555761"
"455851","1","3","2","","4369484"
"585956","1","4","10","","5591826"
"483836","1","3","1","","4605654"
"449178","2","2","1","","4318499"
"583281","2","2","13","","5564637"
"582494","3","2","1","","5557793"
"571485","1","1","2","","5454965"
"463008","1","3","60","","4425528"
"517284","2","1","0","","4908290"
"490502","1","1","4","","4660954"
"499539","1","4","0","","4735031"
"584060","4","4","10","","5572274"
"509900","2","3","6","","4833303"
"466488","1","4","18","","4451735"
"449233","2","1","1","","4318970"
"573850","1","2","14","","5476780"
"558967","2","3","1","","5337550"
"477530","2","1","2","","4549677"
"500800","2","3","2","","4746852"
"586974","1","3","2","","5601054"
"486167","4","4","2","","4624253"
"467658","1","4","4","","4461063"
"469348","1","4","2","","4475085"
"503722","2","4","3","","4773699"
"538950","2","3","18","","5126650"
"477456","1","3","102","","4548932"
"513236","2","2","9","","4868865"
"506775","1","3","4","","4803495"
"517478","2","3","1","","4910414"
"456195","4","4","6","","4372138"
"513078","1","2","2","","4867141"
"523105","2","4","1","","4965049"
"509607","2","1","10","","4830454"
"546721","1","4","1","","5213857"
"454770","1","4","17","","4361136"
"529832","1","2","60","","5037585"
"454577","1","4","6","","4359699"
"555381","1","2","9","","5297453"
"585061","1","4","22","","5582601"
"546594","1","2","3","","5212555"
"555234","1","1","10","","5295845"
"557612","4","3","3","","5322594"
"463216","2","4","256","","4427324"
"511737","1","3","40","","4851149"
"559419","1","1","4","","5342129"
"489287","1","3","4","","4651016"
"546043","3","2","3","","5206951"
"555451","3","2","1","","5298183"
"568090","2","3","1","","5427091"
"493337","1","3","15","","4684208"
"502559","1","4","97","","4762425"
"563117","2","3","1","","5377494"
"504267","1","4","10","","4778020"
"496625","3","3","1","","4710451"
"508682","2","1","1","","4821414"
"459015","2","3","2","","4393616"
"443005","1","2","2","","4267431"
"476468","1","1","4","","4538564"
"485905","1","2","23","","4621937"
"546643","1","1","65","","5213159"
"566199","1","2","100","","5411376"
"475328","1","3","5","","4527820"
"542148","2","3","1","","5166471"
"562208","2","3","0","","5369136"
"495956","1","4","18","","4705016"
"514785","2","2","1","","4882826"
"514377","1","4","9","","4879236"
"534364","1","2","6","","5080975"
"576977","1","3","3","","5504972"
"577099","1","1","942","","5506066"
"534041","1","3","2","","5077974"
"476628","1","4","19","","4540048"
"587058","1","1","7","","5601892"
"580520","1","4","6","","5536673"
"521566","2","2","3","","4949925"
"441738","1","3","1","","4256341"
"579108","1","3","46","","5524884"
"514911","2","1","4","","4884302"
"521822","1","2","1","","4953582"
"533851","2","3","5","","5076198"
"479172","1","3","4","","4565107"
"472762","4","4","1","","4505529"
"500417","1","2","33","","4743333"
"465818","1","4","1","","4446492"
"531220","1","1","0","","5050478"
"565659","3","1","1","","5406655"
"508940","2","3","35","","4824240"
"588452","1","4","3","","5623784"
"553282","1","2","3","","5275019"
"485648","3","2","1","","4620117"
"494726","1","4","28","","4694727"
"548198","4","4","3","","5229092"
"551982","1","2","15","","5262131"
"545885","1","3","4","","5204889"
"477160","2","4","12","","4545014"
"583126","1","1","8","","5563072"
"566175","1","4","8","","5411194"
"580307","1","1","9","","5534782"
"516819","1","4","10","","4904330"
"576844","3","2","1","","5503781"
"580843","1","4","0","","5539405"
"469588","2","2","0","","4477225"
"545694","1","3","52","","5203095"
"462394","3","1","1","","4420888"
"548307","2","2","1","","5230087"
"567220","1","1","3","","5420646"
"474224","1","4","8","","4517617"
"478130","2","2","1","","4555085"
"528651","1","2","8","","5025197"
"551897","3","3","2","","5261231"
"492266","1","3","0","","4675667"
"529640","1","3","4","","5035482"
"471049","1","4","25","","4489533"
"554686","2","1","1","","5290302"
"460459","2","4","1","","4405105"
"482601","1","1","10","","4595706"
"539415","1","4","5","","5132201"
"483926","2","2","1","","4606326"
"548159","3","1","2","","5228573"
"532332","1","1","1","","5060477"
"503156","2","4","1","","4768915"
"532627","1","4","10","","5063747"
"535305","1","1","13","","5089267"
"580785","1","1","7","","5538747"
"586715","1","3","3","","5598343"
"456543","4","3","0","","4374694"
"453217","1","4","5","","4349704"
"479666","2","1","417","","4569146"
"568878","3","2","1","","5433722"
"533792","1","1","0","","5075607"
"536393","1","4","4","","5099513"
"571262","2","2","1","","5452484"
"503229","2","4","3","","4769600"
"571814","1","4","7","","5457427"
"450354","1","1","16","","4327809"
"488801","1","4","12","","4647154"
"486565","1","3","1","","4627664"
"533698","1","3","2","","5074648"
"469408","2","3","1","","4475729"
"539578","1","3","5","","5134048"
"504703","1","3","20","","4782307"
"546637","2","1","1","","5213077"
"537920","3","1","1","","5115402"
"521626","1","2","1","","4950528"
"555857","1","1","8","","5302355"
"447226","1","1","8","","4303756"
"520437","2","3","1","","4938829"
"467697","2","2","60","","4461402"
"453693","1","4","7","","4352956"
"587244","1","3","0","","5603944"
"485822","1","4","4","","4621411"
"488959","2","2","1","","4648285"
"525184","2","1","1","","4985285"
"497526","1","4","2","","4717803"
"443205","1","1","32","","4269707"
"454868","1","4","8","","4361890"
"471507","3","3","1","","4492615"
"498947","1","3","71","","4730368"
"468233","1","3","5","","4465750"
"506849","3","3","1","","4804203"
"535730","3","1","2","","5093397"
"460309","3","2","0","","4403646"
"482116","2","1","1","","4592150"
"583769","1","2","3","","5570160"
"588492","1","3","4","","5624339"
"567513","3","1","1","","5422885"
"468660","1","2","1","","4469470"
"546991","2","3","6","","5216601"
"565055","4","4","204","","5401272"
"443707","1","3","10","","4274038"
"463774","1","3","9","","4431319"
"505537","1","3","114","","4791213"
"588781","1","3","5","","5627409"
"483675","3","2","1","","4604471"
"488652","2","3","1","","4645921"
"566784","3","1","1","","5416721"
"451152","2","4","2","","4334388"
"558652","2","2","1","","5334365"
"579903","1","1","1","","5531372"
"533267","2","1","0","","5070745"
"581085","2","3","1","","5542635"
"524090","1","1","438","","4974114"
"547867","2","2","480","","5225707"
"482805","3","1","1","","4597443"
"574088","2","1","1","","5478562"
"510616","1","3","2","","4840125"
"518291","3","4","1","","4918209"
"456974","2","3","2","","4377639"
"563240","1","3","5","","5378610"
"527363","1","3","2","","5010706"
"460698","1","2","3","","4406777"
"575540","3","1","2","","5491910"
"564789","1","4","3","","5392807"
"533996","1","2","12","","5077563"
"489839","1","1","2","","4655357"
"465406","1","1","1","","4443309"
"588424","1","3","3","","5621814"
"537308","1","3","36","","5109839"
"508396","1","4","5","","4818708"
