"standalone_institution_id","survey_year","teaching_staff_id"
"15239","2015","973949"
"15239","2015","973950"
"2442","2015","973982"
"2442","2015","973983"
"2442","2015","973984"
"2442","2015","973985"
"2442","2015","973986"
"2442","2015","973987"
"2442","2015","973988"
"2442","2015","973989"
"2442","2015","973990"
"13438","2015","974044"
"13438","2015","974045"
"3754","2015","974046"
"3754","2015","974047"
"4150","2015","974048"
"4595","2015","974076"
"4595","2015","974077"
"8895","2015","974086"
"8895","2015","974087"
"10257","2015","974268"
"10257","2015","974269"
"2489","2015","974331"
"2489","2015","974332"
"1002","2015","974338"
"1002","2015","974339"
"1002","2015","974340"
"1002","2015","974341"
"1002","2015","974342"
"1002","2015","974343"
"6598","2015","974357"
"9162","2015","974408"
"9162","2015","974409"
"3797","2015","974485"
"3797","2015","974486"
"5231","2015","974594"
"3002","2015","974668"
"3002","2015","974669"
"3002","2015","974670"
"3002","2015","974671"
"3002","2015","974672"
"3002","2015","974673"
"5451","2015","974731"
"2601","2015","974735"
"2601","2015","974736"
"2601","2015","974737"
"2601","2015","974738"
"3163","2015","974757"
"3163","2015","974758"
"3163","2015","974759"
"3163","2015","974760"
"3163","2015","974761"
"3163","2015","974762"
"3163","2015","974763"
"14601","2015","974812"
"14601","2015","974813"
"14460","2015","974880"
"14460","2015","974881"
"14460","2015","974882"
"15281","2015","974994"
"15281","2015","974995"
"2509","2015","975008"
"2509","2015","975009"
"2509","2015","975010"
"2509","2015","975011"
"2509","2015","975012"
"2509","2015","975013"
"2509","2015","975014"
"2509","2015","975015"
"3864","2015","975039"
"3864","2015","975040"
"15261","2015","975045"
"15261","2015","975046"
"2858","2015","975142"
"2858","2015","975143"
"2858","2015","975144"
"2858","2015","975145"
"2858","2015","975146"
"2858","2015","975147"
"2858","2015","975148"
"2858","2015","975149"
"2595","2015","975172"
"2595","2015","975173"
"2595","2015","975174"
"2595","2015","975175"
"2595","2015","975176"
"8929","2015","975257"
"8929","2015","975258"
"9062","2015","975263"
"1176","2015","975297"
"1176","2015","975298"
"1176","2015","975299"
"1176","2015","975300"
"4511","2015","975304"
"4511","2015","975305"
"9985","2015","975320"
"9985","2015","975321"
"3985","2015","975329"
"3985","2015","975330"
"14919","2015","975359"
"14919","2015","975360"
"14919","2015","975361"
"3200","2015","975366"
"3200","2015","975367"
"3200","2015","975368"
"3200","2015","975369"
"3200","2015","975370"
"3200","2015","975371"
"3200","2015","975372"
"3200","2015","975373"
"3200","2015","975374"
"3200","2015","975375"
"3200","2015","975376"
"3200","2015","975377"
"10934","2015","975391"
"10934","2015","975392"
"10934","2015","975393"
"10934","2015","975394"
"9407","2015","975435"
"9407","2015","975436"
"3866","2015","975456"
"3866","2015","975457"
"3866","2015","975458"
"15081","2015","975463"
"15081","2015","975464"
"15081","2015","975465"
"9696","2015","975482"
"9696","2015","975483"
"9085","2015","975532"
"9085","2015","975533"
"3209","2015","975579"
"3209","2015","975580"
"3209","2015","975581"
"3209","2015","975582"
"3209","2015","975583"
"12194","2015","975606"
"12194","2015","975607"
"75","2015","975644"
"75","2015","975645"
"75","2015","975646"
"994","2015","975721"
"994","2015","975722"
"994","2015","975723"
"994","2015","975724"
"994","2015","975725"
"994","2015","975726"
"994","2015","975727"
"13916","2015","975733"
"13916","2015","975734"
"792","2015","975737"
"792","2015","975738"
"9521","2015","975774"
"9521","2015","975775"
"9197","2015","975885"
"9197","2015","975886"
"13884","2015","975895"
"13884","2015","975896"
"13884","2015","975897"
"13884","2015","975898"
"13884","2015","975899"
"13884","2015","975900"
"13884","2015","975901"
"10187","2015","975905"
"10187","2015","975906"
"8829","2015","975926"
"8829","2015","975927"
"5981","2015","975943"
"5981","2015","975944"
"15105","2015","976004"
"15105","2015","976005"
"15105","2015","976006"
"1487","2015","976007"
"1487","2015","976008"
"1487","2015","976009"
"1487","2015","976010"
"1199","2015","976056"
"1199","2015","976057"
"1199","2015","976058"
"1199","2015","976059"
"1199","2015","976060"
"1199","2015","976061"
"1199","2015","976062"
"1199","2015","976063"
"6038","2015","976182"
"6038","2015","976183"
"15006","2015","976184"
"15006","2015","976185"
"12644","2015","976188"
"12644","2015","976189"
"13753","2015","976273"
"13753","2015","976274"
"9773","2015","976314"
"9773","2015","976315"
"10976","2015","976377"
"9335","2015","976419"
"9335","2015","976420"
"9715","2015","976470"
"9715","2015","976471"
"9599","2015","976524"
"9599","2015","976525"
"13801","2015","976532"
"13801","2015","976533"
"545","2015","976534"
"545","2015","976535"
"545","2015","976536"
"950","2015","976542"
"950","2015","976543"
"950","2015","976544"
"950","2015","976545"
"950","2015","976546"
"950","2015","976547"
"7419","2015","976656"
"7419","2015","976657"
"2757","2015","976709"
"2757","2015","976710"
"2757","2015","976711"
"2757","2015","976712"
"2757","2015","976713"
"2757","2015","976714"
"2757","2015","976715"
"2757","2015","976716"
"2757","2015","976717"
"976","2015","976726"
"4008","2015","976788"
"4008","2015","976789"
"3085","2015","976826"
"3085","2015","976827"
"3085","2015","976828"
"3085","2015","976829"
"3085","2015","976830"
"3085","2015","976831"
"3085","2015","976832"
"3085","2015","976833"
"13976","2015","976839"
"13976","2015","976840"
"2881","2015","976915"
"2881","2015","976916"
"2881","2015","976917"
"2881","2015","976918"
"2881","2015","976919"
"2881","2015","976920"
"2881","2015","976921"
"2881","2015","976922"
"15250","2015","976969"
"15250","2015","976970"
"15250","2015","976971"
"12308","2015","977055"
"12308","2015","977056"
"3240","2015","977097"
"3240","2015","977098"
"3240","2015","977099"
"3240","2015","977100"
"3240","2015","977101"
"5251","2015","977169"
"5251","2015","977170"
"248","2015","977295"
"248","2015","977296"
"1529","2015","977348"
"1529","2015","977349"
"1529","2015","977350"
"1529","2015","977351"
"1529","2015","977352"
"1529","2015","977353"
"7919","2015","977388"
"7919","2015","977389"
"4425","2015","977409"
"4425","2015","977410"
"1390","2015","977416"
"1390","2015","977417"
"1390","2015","977418"
"1390","2015","977419"
"14525","2015","977484"
"14525","2015","977485"
"14525","2015","977486"
"12868","2015","977487"
"12868","2015","977488"
"10218","2015","977489"
"10218","2015","977490"
"15076","2015","977513"
"15076","2015","977514"
"15076","2015","977515"
"5261","2015","977518"
"5261","2015","977519"
"3319","2015","977577"
"3319","2015","977578"
"1817","2015","977587"
"1817","2015","977588"
"1817","2015","977589"
"1817","2015","977590"
"1817","2015","977591"
"1817","2015","977592"
"1817","2015","977593"
"1817","2015","977594"
"9779","2015","977659"
"9779","2015","977660"
"15200","2015","977666"
"15200","2015","977667"
"4497","2015","977701"
"4497","2015","977702"
"4497","2015","977703"
"7388","2015","977717"
"9068","2015","977804"
"9068","2015","977805"
"9289","2015","977917"
"9289","2015","977918"
"7902","2015","978103"
"7902","2015","978104"
"3957","2015","978140"
"3957","2015","978141"
"2462","2015","978160"
"2462","2015","978161"
"2462","2015","978162"
"2462","2015","978163"
"2462","2015","978164"
"2462","2015","978165"
"1236","2015","978170"
"1236","2015","978171"
"1236","2015","978172"
"1236","2015","978173"
"1236","2015","978174"
"1236","2015","978175"
"1236","2015","978176"
"1236","2015","978177"
"624","2015","978183"
"624","2015","978184"
"624","2015","978185"
"624","2015","978186"
"624","2015","978187"
"5481","2015","978254"
"5481","2015","978255"
"5481","2015","978256"
"5368","2015","978266"
"5368","2015","978267"
"10985","2015","978270"
"7425","2015","978306"
"7425","2015","978307"
"3009","2015","978338"
"3009","2015","978339"
"3009","2015","978340"
"3009","2015","978341"
"3009","2015","978342"
"3009","2015","978343"
"13899","2015","978412"
"13899","2015","978413"
"5247","2015","978435"
"5247","2015","978436"
"1305","2015","978441"
"1305","2015","978442"
"1305","2015","978443"
"1305","2015","978444"
"1305","2015","978445"
"1305","2015","978446"
"10453","2015","978457"
"10453","2015","978458"
"7363","2015","978466"
"3025","2015","978523"
"3025","2015","978524"
"3025","2015","978525"
"3025","2015","978526"
"3025","2015","978527"
"3025","2015","978528"
"3025","2015","978529"
"3025","2015","978530"
"3954","2015","978618"
"3954","2015","978619"
"15018","2015","978632"
"15018","2015","978633"
"15018","2015","978634"
"9361","2015","978646"
"9361","2015","978647"
"14567","2015","978666"
"14567","2015","978667"
"15112","2015","978695"
"15112","2015","978696"
"15112","2015","978697"
"2460","2015","978770"
"2460","2015","978771"
"2460","2015","978772"
"2460","2015","978773"
"2460","2015","978774"
"2460","2015","978775"
"2460","2015","978776"
"2460","2015","978777"
"9200","2015","978827"
"9200","2015","978828"
"10344","2015","978881"
"10344","2015","978882"
"14659","2015","978907"
"14659","2015","978908"
"13936","2015","978933"
"13936","2015","978934"
"13936","2015","978935"
"2745","2015","978941"
"2745","2015","978942"
"2745","2015","978943"
"2745","2015","978944"
"2745","2015","978945"
"2745","2015","978946"
"2745","2015","978947"
"2745","2015","978948"
"15167","2015","978982"
"15167","2015","978983"
"15167","2015","978984"
"15167","2015","978985"
"13467","2015","978995"
"13467","2015","978996"
"1135","2015","979022"
"1135","2015","979023"
"1135","2015","979024"
"1135","2015","979025"
"1135","2015","979026"
"1135","2015","979027"
"1135","2015","979028"
"1135","2015","979029"
"1135","2015","979030"
"6456","2015","979031"
"6456","2015","979032"
"1308","2015","979114"
"1308","2015","979115"
"1308","2015","979116"
"1308","2015","979117"
"1308","2015","979118"
"1308","2015","979119"
"1308","2015","979120"
"1308","2015","979121"
"1308","2015","979122"
"13324","2015","979206"
"13324","2015","979207"
"1118","2015","979238"
"1118","2015","979239"
"1118","2015","979240"
"1118","2015","979241"
"1118","2015","979242"
"1118","2015","979243"
"1118","2015","979244"
"1118","2015","979245"
"10945","2015","979246"
"10945","2015","979247"
"10945","2015","979248"
"10945","2015","979249"
"10945","2015","979250"
"12196","2015","979323"
"12196","2015","979324"
"14149","2015","979325"
"14149","2015","979326"
"14149","2015","979327"
"1436","2015","979356"
"1436","2015","979357"
"1436","2015","979358"
"1436","2015","979359"
"1419","2015","979416"
"2363","2015","979428"
"2363","2015","979429"
"2363","2015","979430"
"2363","2015","979431"
"2363","2015","979432"
"10907","2015","979453"
"10907","2015","979454"
"10907","2015","979455"
"10907","2015","979456"
"5387","2015","979478"
"5387","2015","979479"
"5387","2015","979480"
"9460","2015","979500"
"9460","2015","979501"
"9406","2015","979584"
"9406","2015","979585"
"4193","2015","979586"
"4193","2015","979587"
"15207","2015","979636"
"15207","2015","979637"
"15207","2015","979638"
"9705","2015","979641"
"9705","2015","979642"
"10799","2015","979684"
"10799","2015","979685"
"8775","2015","979751"
"8775","2015","979752"
"6105","2015","979757"
"6105","2015","979758"
"681","2015","979774"
"681","2015","979775"
"681","2015","979776"
"681","2015","979777"
"681","2015","979778"
"681","2015","979779"
"8777","2015","979785"
"8777","2015","979786"
"14909","2015","979801"
"14909","2015","979802"
"14909","2015","979803"
"14443","2015","979804"
"14443","2015","979805"
"14443","2015","979806"
"14443","2015","979807"
"14443","2015","979808"
"14443","2015","979809"
"6098","2015","979852"
"6098","2015","979853"
"12935","2015","979883"
"12935","2015","979884"
"9331","2015","979895"
"9331","2015","979896"
"14962","2015","979963"
"14962","2015","979964"
"543","2015","980019"
"543","2015","980020"
"543","2015","980021"
"543","2015","980022"
"543","2015","980023"
"5220","2015","980057"
"5220","2015","980058"
"14582","2015","980096"
"689","2015","980188"
"689","2015","980189"
"689","2015","980190"
"689","2015","980191"
"689","2015","980192"
"689","2015","980193"
"689","2015","980194"
"689","2015","980195"
"689","2015","980196"
"689","2015","980197"
"689","2015","980198"
"689","2015","980199"
"689","2015","980200"
"689","2015","980201"
"5714","2015","980202"
"5714","2015","980203"
"2913","2015","980235"
"2913","2015","980236"
"2913","2015","980237"
"2913","2015","980238"
"2913","2015","980239"
"2913","2015","980240"
"2913","2015","980241"
"2913","2015","980242"
"2913","2015","980243"
"2913","2015","980244"
"2913","2015","980245"
"14450","2015","980301"
"15218","2015","980366"
"15218","2015","980367"
"15218","2015","980368"
"12836","2015","980445"
"12836","2015","980446"
"12836","2015","980447"
"12836","2015","980448"
"12836","2015","980449"
"6505","2015","980450"
"6505","2015","980451"
"7371","2015","980452"
"7371","2015","980453"
"14752","2015","980490"
"14752","2015","980491"
"14752","2015","980492"
"14752","2015","980493"
"3122","2015","980520"
"3122","2015","980521"
"3122","2015","980522"
"3122","2015","980523"
"3122","2015","980524"
"9762","2015","980543"
"9762","2015","980544"
"1290","2015","980546"
"1290","2015","980547"
"1290","2015","980548"
"1290","2015","980549"
"1290","2015","980550"
"1290","2015","980551"
"4507","2015","980564"
"4507","2015","980565"
"2446","2015","980609"
"2446","2015","980610"
"2446","2015","980611"
"2446","2015","980612"
"2446","2015","980613"
"2446","2015","980614"
"2446","2015","980615"
"2446","2015","980616"
"1100","2015","980682"
"1100","2015","980683"
"1100","2015","980684"
"1100","2015","980685"
"1100","2015","980686"
"1100","2015","980687"
"9563","2015","980709"
"9563","2015","980710"
"6160","2015","980746"
"15243","2015","980826"
"15243","2015","980827"
"15243","2015","980828"
"10974","2015","980844"
"10974","2015","980845"
"10974","2015","980846"
"10974","2015","980847"
"10974","2015","980848"
"10974","2015","980849"
"4172","2015","980856"
"978","2015","980975"
"978","2015","980976"
"978","2015","980977"
"978","2015","980978"
"978","2015","980979"
"978","2015","980980"
"978","2015","980981"
"978","2015","980982"
"978","2015","980983"
"978","2015","980984"
"6858","2015","980985"
"6858","2015","980986"
"1748","2015","981017"
"1748","2015","981018"
"5278","2015","981019"
"5278","2015","981020"
"1250","2015","981071"
"1250","2015","981072"
"1250","2015","981073"
"1250","2015","981074"
"1250","2015","981075"
"1250","2015","981076"
"12737","2015","981084"
"12737","2015","981085"
"12737","2015","981086"
"12737","2015","981087"
"12737","2015","981088"
"12737","2015","981089"
"12737","2015","981090"
"12737","2015","981091"
"8253","2015","981092"
"8253","2015","981093"
"5531","2015","981192"
"5531","2015","981193"
"14924","2015","981257"
"14924","2015","981258"
"14924","2015","981259"
"14924","2015","981260"
"4526","2015","981261"
"4526","2015","981262"
"1533","2015","981342"
"1533","2015","981343"
"1533","2015","981344"
"1533","2015","981345"
"3213","2015","981359"
"3213","2015","981360"
"3213","2015","981361"
"3213","2015","981362"
"3213","2015","981363"
"3869","2015","981364"
"3869","2015","981365"
"1230","2015","981426"
"1230","2015","981427"
"1230","2015","981428"
"1230","2015","981429"
"1230","2015","981430"
"1230","2015","981431"
"1230","2015","981432"
"533","2015","981462"
"533","2015","981463"
"533","2015","981464"
"1112","2015","981490"
"1112","2015","981491"
"1112","2015","981492"
"1112","2015","981493"
"12692","2015","981520"
"12692","2015","981521"
"9404","2015","981581"
"9404","2015","981582"
"12117","2015","981642"
"5436","2015","981643"
"5436","2015","981644"
"9870","2015","981668"
"9870","2015","981669"
"3676","2015","981676"
"3676","2015","981677"
"3676","2015","981678"
"3676","2015","981679"
"3676","2015","981680"
"3676","2015","981681"
"3676","2015","981682"
"4629","2015","981710"
"4629","2015","981711"
"4541","2015","981734"
"4541","2015","981735"
"10926","2015","981741"
"10926","2015","981742"
"10926","2015","981743"
"10926","2015","981744"
"3288","2015","981747"
"3288","2015","981748"
"3288","2015","981749"
"3288","2015","981750"
"3288","2015","981751"
"3288","2015","981752"
"3288","2015","981753"
"3288","2015","981754"
"3288","2015","981755"
"3432","2015","981762"
"3432","2015","981763"
"3432","2015","981764"
"3432","2015","981765"
"3432","2015","981766"
"3432","2015","981767"
"2861","2015","981768"
"2861","2015","981769"
"2861","2015","981770"
"2861","2015","981771"
"2861","2015","981772"
"2861","2015","981773"
"2861","2015","981774"
"6389","2015","981818"
"9922","2015","981821"
"9922","2015","981822"
"9922","2015","981823"
"9922","2015","981824"
"4612","2015","981892"
"4612","2015","981893"
"8351","2015","981896"
"8351","2015","981897"
"1422","2015","981966"
"1405","2015","982001"
"1405","2015","982002"
"4551","2015","982052"
"4551","2015","982053"
"2071","2015","982088"
"2071","2015","982089"
"4691","2015","982115"
"4691","2015","982116"
"5243","2015","982119"
"5243","2015","982120"
"9123","2015","982121"
"9123","2015","982122"
"5507","2015","982157"
"5507","2015","982158"
"5507","2015","982159"
"5507","2015","982160"
"15118","2015","982164"
"15118","2015","982165"
"15118","2015","982166"
"2396","2015","982238"
"2396","2015","982239"
"2396","2015","982240"
"2396","2015","982241"
"2396","2015","982242"
"2396","2015","982243"
"2396","2015","982244"
"2396","2015","982245"
"2396","2015","982246"
"2120","2015","982258"
"2120","2015","982259"
"15234","2015","982354"
"15234","2015","982355"
"15234","2015","982356"
"5230","2015","982453"
"3312","2015","982577"
"3312","2015","982578"
"3312","2015","982579"
"3312","2015","982580"
"3312","2015","982581"
"3312","2015","982582"
"3312","2015","982583"
"3312","2015","982584"
"3312","2015","982585"
"8691","2015","982586"
"8691","2015","982587"
"8691","2015","982588"
"8691","2015","982589"
"8691","2015","982590"
"8691","2015","982591"
"8691","2015","982592"
"8691","2015","982593"
"5563","2015","982601"
"4411","2015","982708"
"4411","2015","982709"
"922","2015","982721"
"922","2015","982722"
"922","2015","982723"
"922","2015","982724"
"922","2015","982725"
"922","2015","982726"
"4609","2015","982803"
"4609","2015","982804"
"5407","2015","982872"
"5407","2015","982873"
"3370","2015","982882"
"3370","2015","982883"
"3370","2015","982884"
"3370","2015","982885"
"3370","2015","982886"
"5239","2015","982901"
"5239","2015","982902"
"4571","2015","982933"
"4571","2015","982934"
"10946","2015","982982"
"10946","2015","982983"
"10946","2015","982984"
"10946","2015","982985"
"4581","2015","983085"
"4581","2015","983086"
"3576","2015","983172"
"3576","2015","983173"
"9113","2015","983175"
"9113","2015","983176"
"9101","2015","983180"
"9101","2015","983181"
"5965","2015","983430"
"5965","2015","983431"
"546","2015","983434"
"546","2015","983435"
"546","2015","983436"
"546","2015","983437"
"546","2015","983438"
"2521","2015","983452"
"2521","2015","983453"
"2521","2015","983454"
"2521","2015","983455"
"2521","2015","983456"
"2521","2015","983457"
"2521","2015","983458"
"9722","2015","983462"
"9722","2015","983463"
"3622","2015","983529"
"4850","2015","983648"
"4850","2015","983649"
"7817","2015","983673"
"7817","2015","983674"
"7817","2015","983675"
"7817","2015","983676"
"7817","2015","983677"
"7817","2015","983678"
"11141","2015","983725"
"11141","2015","983726"
"15170","2015","983767"
"15170","2015","983768"
"1022","2015","983835"
"8030","2015","983853"
"8030","2015","983854"
"3632","2015","983856"
"3624","2015","983892"
"12151","2015","983926"
"12151","2015","983927"
"5259","2015","983928"
"5259","2015","983929"
"2190","2015","984038"
"2190","2015","984039"
"2190","2015","984040"
"2190","2015","984041"
"2190","2015","984042"
"2190","2015","984043"
"2190","2015","984044"
"3351","2015","984045"
"3351","2015","984046"
"953","2015","984090"
"953","2015","984091"
"953","2015","984092"
"953","2015","984093"
"953","2015","984094"
"953","2015","984095"
"953","2015","984096"
"953","2015","984097"
"3518","2015","984153"
"12274","2015","984377"
"12274","2015","984378"
"12273","2015","984412"
"12273","2015","984413"
"3468","2015","984427"
"1271","2015","984494"
"1271","2015","984495"
"1271","2015","984496"
"1271","2015","984497"
"1271","2015","984498"
"4198","2015","984507"
"12792","2015","984526"
"12792","2015","984527"
"12792","2015","984528"
"12792","2015","984529"
"12792","2015","984530"
"12792","2015","984531"
"13879","2015","984537"
"13879","2015","984538"
"15219","2015","984617"
"15219","2015","984618"
"15219","2015","984619"
"2289","2015","984622"
"2289","2015","984623"
"2289","2015","984624"
"2289","2015","984625"
"2289","2015","984626"
"2289","2015","984627"
"2289","2015","984628"
"12562","2015","984650"
"12562","2015","984651"
"4637","2015","984654"
"4637","2015","984655"
"2265","2015","984835"
"2265","2015","984836"
"2265","2015","984837"
"2265","2015","984838"
"2265","2015","984839"
"2265","2015","984840"
"10774","2015","984841"
"10774","2015","984842"
"9497","2015","984989"
"9497","2015","984990"
"1435","2015","984991"
"1435","2015","984992"
"1435","2015","984993"
"1435","2015","984994"
"1435","2015","984995"
"1435","2015","984996"
"1435","2015","984997"
"1435","2015","984998"
"713","2015","984999"
"713","2015","985000"
"713","2015","985001"
"713","2015","985002"
"713","2015","985003"
"713","2015","985004"
"713","2015","985005"
"5228","2015","985021"
"5228","2015","985022"
"3120","2015","985035"
"5549","2015","985049"
"5549","2015","985050"
"4083","2015","985103"
"4083","2015","985104"
"4241","2015","985160"
"4241","2015","985161"
"11131","2015","985190"
"11131","2015","985191"
"14176","2015","985199"
"14176","2015","985200"
"14176","2015","985201"
"14176","2015","985202"
"14176","2015","985203"
"14176","2015","985204"
"7400","2015","985242"
"7400","2015","985243"
"5355","2015","985277"
"5355","2015","985278"
"7998","2015","985322"
"7998","2015","985323"
"1220","2015","985324"
"1220","2015","985325"
"1220","2015","985326"
"1220","2015","985327"
"1220","2015","985328"
"1220","2015","985329"
"1220","2015","985330"
"1220","2015","985331"
"1220","2015","985332"
"1220","2015","985333"
"3149","2015","985615"
"3149","2015","985616"
"3149","2015","985617"
"3149","2015","985618"
"3149","2015","985619"
"3149","2015","985620"
"12185","2015","985663"
"12185","2015","985664"
"12185","2015","985665"
"12185","2015","985666"
"12185","2015","985667"
"12185","2015","985668"
"5323","2015","985715"
"5323","2015","985716"
"2856","2015","985795"
"2856","2015","985796"
"2856","2015","985797"
"2856","2015","985798"
"2856","2015","985799"
"2856","2015","985800"
"2856","2015","985801"
"164","2015","985802"
"164","2015","985803"
"13985","2015","985810"
"13985","2015","985811"
"13985","2015","985812"
"5458","2015","985815"
"14434","2015","985823"
"14434","2015","985824"
"14434","2015","985825"
"14434","2015","985826"
"14434","2015","985827"
"2237","2015","985903"
"2237","2015","985904"
"2237","2015","985905"
"2237","2015","985906"
"2237","2015","985907"
"2237","2015","985908"
"6330","2015","985919"
"6330","2015","985920"
"6341","2015","985983"
"6341","2015","985984"
"15267","2015","985995"
"15267","2015","985996"
"12507","2015","986001"
"12507","2015","986002"
"12507","2015","986003"
"12507","2015","986004"
"12507","2015","986005"
"12507","2015","986006"
"12507","2015","986007"
"12507","2015","986008"
"5607","2015","986024"
"5607","2015","986025"
"2349","2015","986032"
"2349","2015","986033"
"4555","2015","986098"
"4555","2015","986099"
"6335","2015","986140"
"6335","2015","986141"
"8833","2015","986144"
"8833","2015","986145"
"3292","2015","986173"
"6788","2015","986178"
"9663","2015","986235"
"9663","2015","986236"
"12907","2015","986257"
"12907","2015","986258"
"5498","2015","986284"
"5498","2015","986285"
"9966","2015","986375"
"2422","2015","986378"
"2422","2015","986379"
"2422","2015","986380"
"2422","2015","986381"
"2422","2015","986382"
"2422","2015","986383"
"2422","2015","986384"
"5643","2015","986439"
"5643","2015","986440"
"12895","2015","986455"
"12895","2015","986456"
"2417","2015","986617"
"2417","2015","986618"
"2417","2015","986619"
"2417","2015","986620"
"2417","2015","986621"
"2417","2015","986622"
"2417","2015","986623"
"1025","2015","986640"
"1025","2015","986641"
"1025","2015","986642"
"1025","2015","986643"
"1025","2015","986644"
"1025","2015","986645"
"12588","2015","986650"
"12588","2015","986651"
"12364","2015","986659"
"12364","2015","986660"
"1141","2015","986661"
"1141","2015","986662"
"1141","2015","986663"
"1141","2015","986664"
"1141","2015","986665"
"1141","2015","986666"
"1141","2015","986667"
"1141","2015","986668"
"1141","2015","986669"
"9379","2015","986670"
"9379","2015","986671"
"12693","2015","986672"
"12693","2015","986673"
"2077","2015","986801"
"2077","2015","986802"
"2077","2015","986803"
"2077","2015","986804"
"2077","2015","986805"
"2077","2015","986806"
"2077","2015","986807"
"2077","2015","986808"
"4020","2015","986823"
"4020","2015","986824"
"2707","2015","986846"
"2356","2015","986865"
"2356","2015","986866"
"2356","2015","986867"
"2356","2015","986868"
"2356","2015","986869"
"2356","2015","986870"
"2356","2015","986871"
"2356","2015","986872"
"104","2015","986975"
"104","2015","986976"
"104","2015","986977"
"104","2015","986978"
"104","2015","986979"
"104","2015","986980"
"104","2015","986981"
"104","2015","986982"
"104","2015","986983"
"15104","2015","986988"
"15104","2015","986989"
"15104","2015","986990"
"10953","2015","986991"
"10953","2015","986992"
"10953","2015","986993"
"10953","2015","986994"
"10953","2015","986995"
"10953","2015","986996"
"12046","2015","987090"
"12046","2015","987091"
"14897","2015","987101"
"14897","2015","987102"
"14897","2015","987103"
"14897","2015","987104"
"14897","2015","987105"
"14897","2015","987106"
"9125","2015","987122"
"9125","2015","987123"
"3907","2015","987185"
"3907","2015","987186"
"8156","2015","987226"
"8156","2015","987227"
"5281","2015","987277"
"5281","2015","987278"
"5302","2015","987279"
"5302","2015","987280"
"5280","2015","987281"
"2027","2015","987289"
"2027","2015","987290"
"2027","2015","987291"
"2027","2015","987292"
"2027","2015","987293"
"2027","2015","987294"
"5279","2015","987307"
"5279","2015","987308"
"3093","2015","987396"
"3093","2015","987397"
"3093","2015","987398"
"3093","2015","987399"
"3093","2015","987400"
"3093","2015","987401"
"3093","2015","987402"
"4346","2015","987414"
"4346","2015","987415"
"10167","2015","987450"
"11162","2015","987462"
"11162","2015","987463"
"542","2015","987470"
"542","2015","987471"
"542","2015","987472"
"542","2015","987473"
"2346","2015","987505"
"2346","2015","987506"
"2346","2015","987507"
"2346","2015","987508"
"2346","2015","987509"
"2346","2015","987510"
"3573","2015","987516"
"3573","2015","987517"
"5400","2015","987524"
"5400","2015","987525"
"14023","2015","987588"
"14023","2015","987589"
"8802","2015","987617"
"8802","2015","987618"
"15166","2015","987807"
"15166","2015","987808"
"15166","2015","987809"
"15166","2015","987810"
"15166","2015","987811"
"15166","2015","987812"
"1946","2015","987818"
"1946","2015","987819"
"1946","2015","987820"
"1946","2015","987821"
"1946","2015","987822"
"1946","2015","987823"
"1946","2015","987824"
"1946","2015","987825"
"5490","2015","987901"
"5490","2015","987902"
"9320","2015","987954"
"9320","2015","987955"
"9119","2015","987975"
"12602","2015","988017"
"12602","2015","988018"
"8150","2015","988262"
"8150","2015","988263"
"5260","2015","988293"
"5260","2015","988294"
"9781","2015","988359"
"9781","2015","988360"
"9728","2015","988391"
"9728","2015","988392"
"6851","2015","988423"
"6851","2015","988424"
"2367","2015","988495"
"2367","2015","988496"
"2367","2015","988497"
"12414","2015","988521"
"12414","2015","988522"
"7393","2015","988689"
"7393","2015","988690"
"2496","2015","988691"
"2496","2015","988692"
"2496","2015","988693"
"2496","2015","988694"
"2496","2015","988695"
"2496","2015","988696"
"2496","2015","988697"
"5516","2015","988838"
"5516","2015","988839"
"5517","2015","988840"
"5517","2015","988841"
"5518","2015","988845"
"5518","2015","988846"
"5519","2015","988847"
"5519","2015","988848"
"4492","2015","988933"
"4492","2015","988934"
"5296","2015","988935"
"5296","2015","988936"
"5755","2015","988995"
"2998","2015","989007"
"2998","2015","989008"
"2998","2015","989009"
"2998","2015","989010"
"2998","2015","989011"
"2998","2015","989012"
"3042","2015","989013"
"3042","2015","989014"
"3042","2015","989015"
"3042","2015","989016"
"3042","2015","989017"
"3042","2015","989018"
"3042","2015","989019"
"9670","2015","989064"
"9670","2015","989065"
"7550","2015","989066"
"7550","2015","989067"
"3371","2015","989068"
"3371","2015","989069"
"3371","2015","989070"
"3371","2015","989071"
"3371","2015","989072"
"3371","2015","989073"
"3371","2015","989074"
"4438","2015","989077"
"4438","2015","989078"
"1823","2015","989131"
"1823","2015","989132"
"1823","2015","989133"
"1823","2015","989134"
"1823","2015","989135"
"1823","2015","989136"
"4219","2015","989138"
"4219","2015","989139"
"3330","2015","989149"
"3330","2015","989150"
"3330","2015","989151"
"3330","2015","989152"
"3330","2015","989153"
"3330","2015","989154"
"3330","2015","989155"
"3330","2015","989156"
"3330","2015","989157"
"3330","2015","989158"
"3330","2015","989159"
"3330","2015","989160"
"12153","2015","989191"
"1763","2015","989211"
"1763","2015","989212"
"4186","2015","989288"
"4186","2015","989289"
"3230","2015","989293"
"3230","2015","989294"
"3230","2015","989295"
"3230","2015","989296"
"3230","2015","989297"
"7368","2015","989311"
"7368","2015","989312"
"7368","2015","989313"
"7368","2015","989314"
"7368","2015","989315"
"7368","2015","989316"
"7368","2015","989317"
"7368","2015","989318"
