"standalone_institution_id","survey_year","teaching_staff_id"
"10982","2015","908429"
"10982","2015","908430"
"9007","2015","908456"
"9007","2015","908457"
"8689","2015","908629"
"8689","2015","908630"
"13968","2015","908643"
"13968","2015","908644"
"3771","2015","908755"
"3771","2015","908756"
"8640","2015","908761"
"8640","2015","908762"
"9990","2015","908777"
"9990","2015","908778"
"13707","2015","908779"
"13707","2015","908780"
"1841","2015","908847"
"1841","2015","908848"
"1841","2015","908849"
"1841","2015","908850"
"1841","2015","908851"
"1841","2015","908852"
"1841","2015","908853"
"1841","2015","908854"
"1841","2015","908855"
"1841","2015","908856"
"1841","2015","908857"
"1841","2015","908858"
"11057","2015","908888"
"11057","2015","908889"
"7412","2015","908935"
"7412","2015","908936"
"14977","2015","908959"
"14977","2015","908960"
"2433","2015","908994"
"2433","2015","908995"
"2433","2015","908996"
"1402","2015","909053"
"1402","2015","909054"
"1402","2015","909055"
"1402","2015","909056"
"1402","2015","909057"
"1402","2015","909058"
"4118","2015","909119"
"4118","2015","909120"
"12045","2015","909127"
"12045","2015","909128"
"8846","2015","909136"
"8846","2015","909137"
"2391","2015","909155"
"2391","2015","909156"
"2391","2015","909157"
"2391","2015","909158"
"2391","2015","909159"
"2391","2015","909160"
"2391","2015","909161"
"14061","2015","909187"
"14061","2015","909188"
"2059","2015","1192675"
"14009","2015","909210"
"2059","2015","1192676"
"14009","2015","909212"
"2059","2015","1192677"
"14028","2015","909224"
"14028","2015","909225"
"8696","2015","909226"
"14732","2015","909229"
"14732","2015","909230"
"10817","2015","909249"
"10817","2015","909250"
"6282","2015","909326"
"6282","2015","909327"
"5377","2015","909428"
"5377","2015","909429"
"2059","2015","1192678"
"3755","2015","909470"
"3755","2015","909471"
"3074","2015","909474"
"3074","2015","909475"
"3074","2015","909476"
"3074","2015","909477"
"3074","2015","909478"
"3074","2015","909479"
"13983","2015","909502"
"13983","2015","909503"
"9845","2015","909538"
"9845","2015","909539"
"13322","2015","909599"
"13322","2015","909600"
"4412","2015","909747"
"4412","2015","909748"
"3801","2015","909760"
"3801","2015","909761"
"3759","2015","909774"
"3759","2015","909775"
"3029","2015","909787"
"3029","2015","909788"
"3029","2015","909789"
"3029","2015","909790"
"3029","2015","909791"
"3029","2015","909792"
"3029","2015","909793"
"3029","2015","909794"
"3029","2015","909795"
"14005","2015","909802"
"14005","2015","909803"
"14730","2015","909835"
"14730","2015","909836"
"8988","2015","909840"
"8988","2015","909841"
"13996","2015","909852"
"13996","2015","909853"
"5601","2015","909854"
"5601","2015","909855"
"14017","2015","909926"
"14017","2015","909927"
"5970","2015","909930"
"5970","2015","909931"
"5970","2015","909932"
"5970","2015","909933"
"5970","2015","909934"
"5970","2015","909935"
"5970","2015","909936"
"5970","2015","909937"
"5970","2015","909938"
"10255","2015","910010"
"10255","2015","910011"
"14014","2015","910031"
"14014","2015","910032"
"9761","2015","910084"
"9761","2015","910085"
"12755","2015","910090"
