"university_id","university_name","state_name","district_name","regional_centre","state_regionale_centre","district_regional_centre","level","programme","discipline_group_category","discipline_group","discipline","course_type","study_year","category","general_total","general_females","sc_total","sc_females","st_total","st_females","obc_total","obc_females","total_persons","total_females"
"0447","Bharathiar University, Coimbatore","Tamil Nadu","Coimbatore","School of Distance Education","Tamil Nadu","Coimbatore","Under Graduate","B.Sc.-Bachelor of Science","Science","Science","Visual Communications(Electronic Media)","General","3","Christians","7","0","0","0","0","0","6","0","13","0"
"0447","Bharathiar University, Coimbatore","Tamil Nadu","Coimbatore","School of Distance Education","Tamil Nadu","Coimbatore","Post Graduate","M.Sc.-Master of Science","Science","Physics","Physics","General","2","Christians","5","4","1","0","0","0","5","2","11","6"
"0447","Bharathiar University, Coimbatore","Tamil Nadu","Coimbatore","School of Distance Education","Tamil Nadu","Coimbatore","Post Graduate","M.Sc.-Master of Science","Science","Physics","Physics","General","1","Christians","8","6","0","0","0","0","15","12","23","18"
"0447","Bharathiar University, Coimbatore","Tamil Nadu","Coimbatore","School of Distance Education","Tamil Nadu","Coimbatore","Post Graduate","M.B.A.- Master of Business Administration","Management","Business Administration","Logistics and Supply Chain Management","General","2","Christians","35","0","0","0","0","0","2","0","37","0"
"0447","Bharathiar University, Coimbatore","Tamil Nadu","Coimbatore","School of Distance Education","Tamil Nadu","Coimbatore","Post Graduate","M.B.A.- Master of Business Administration","Management","Business Administration","Logistics and Supply Chain Management","General","1","Christians","76","11","0","0","0","0","5","1","81","12"
"0447","Bharathiar University, Coimbatore","Tamil Nadu","Coimbatore","School of Distance Education","Tamil Nadu","Coimbatore","PG Diploma","PG Diploma-Post Graduate Diploma","Management","Business Management","Fire and Safety Management","General","1","Christians","1","0","0","0","0","0","1","0","2","0"
"0447","Bharathiar University, Coimbatore","Tamil Nadu","Coimbatore","School of Distance Education","Tamil Nadu","Coimbatore","Post Graduate","M.Sc.-Master of Science","IT & Computer","Computer Science","Computer Science","General","2","Christians","11","6","0","0","0","0","10","6","21","12"
"0447","Bharathiar University, Coimbatore","Tamil Nadu","Coimbatore","School of Distance Education","Tamil Nadu","Coimbatore","Post Graduate","M.Sc.-Master of Science","IT & Computer","Computer Science","Computer Science","General","1","Christians","17","11","0","0","0","0","16","12","33","23"
"0447","Bharathiar University, Coimbatore","Tamil Nadu","Coimbatore","School of Distance Education","Tamil Nadu","Coimbatore","Post Graduate","M.B.A.- Master of Business Administration","Management","Business Administration","Retail Management","General","2","Christians","3","1","0","0","0","0","0","0","3","1"
"0447","Bharathiar University, Coimbatore","Tamil Nadu","Coimbatore","School of Distance Education","Tamil Nadu","Coimbatore","Post Graduate","M.B.A.- Master of Business Administration","Management","Business Administration","Retail Management","General","1","Jains","1","1","0","0","0","0","0","0","1","1"
"0447","Bharathiar University, Coimbatore","Tamil Nadu","Coimbatore","School of Distance Education","Tamil Nadu","Coimbatore","Post Graduate","M.B.A.- Master of Business Administration","Management","Business Administration","Retail Management","General","1","Christians","5","1","0","0","0","0","0","0","5","1"
"0447","Bharathiar University, Coimbatore","Tamil Nadu","Coimbatore","School of Distance Education","Tamil Nadu","Coimbatore","Under Graduate","B.Sc.-Bachelor of Science","Science","Science","Mathematics","General","1","Christians","2","1","0","0","0","0","3","2","5","3"
"0447","Bharathiar University, Coimbatore","Tamil Nadu","Coimbatore","School of Distance Education","Tamil Nadu","Coimbatore","Under Graduate","B.Sc.-Bachelor of Science","Science","Science","Mathematics","General","2","Christians","0","0","0","0","0","0","1","0","1","0"
"0447","Bharathiar University, Coimbatore","Tamil Nadu","Coimbatore","School of Distance Education","Tamil Nadu","Coimbatore","Under Graduate","B.Sc.-Bachelor of Science","Science","Science","Mathematics","General","3","Christians","2","1","0","0","0","0","2","2","4","3"
"0447","Bharathiar University, Coimbatore","Tamil Nadu","Coimbatore","School of Distance Education","Tamil Nadu","Coimbatore","Under Graduate","B.B.A.-Bachelor of Business Administration","Management","Business Administration","Business Administration","General","3","Christians","22","3","0","0","0","0","3","1","25","4"
"0447","Bharathiar University, Coimbatore","Tamil Nadu","Coimbatore","School of Distance Education","Tamil Nadu","Coimbatore","Under Graduate","B.B.A.-Bachelor of Business Administration","Management","Business Administration","Business Administration","General","1","Christians","99","17","0","0","0","0","11","5","110","22"
"0447","Bharathiar University, Coimbatore","Tamil Nadu","Coimbatore","School of Distance Education","Tamil Nadu","Coimbatore","Under Graduate","B.B.A.-Bachelor of Business Administration","Management","Business Administration","Business Administration","General","2","Christians","34","4","1","0","0","0","6","0","41","4"
"0447","Bharathiar University, Coimbatore","Tamil Nadu","Coimbatore","School of Distance Education","Tamil Nadu","Coimbatore","Under Graduate","B.B.A.-Bachelor of Business Administration","Management","Business Administration","Business Administration","General","2","Buddhists","4","0","0","0","0","0","0","0","4","0"
"0447","Bharathiar University, Coimbatore","Tamil Nadu","Coimbatore","School of Distance Education","Tamil Nadu","Coimbatore","Under Graduate","B.B.A.-Bachelor of Business Administration","Management","Business Administration","Business Administration","General","2","Sikhs","0","0","1","0","0","0","0","0","1","0"
"0447","Bharathiar University, Coimbatore","Tamil Nadu","Coimbatore","School of Distance Education","Tamil Nadu","Coimbatore","Post Graduate","M.Sc.-Master of Science","Science","Zoology","Zoology","General","2","Christians","7","6","0","0","0","0","12","10","19","16"
"0447","Bharathiar University, Coimbatore","Tamil Nadu","Coimbatore","School of Distance Education","Tamil Nadu","Coimbatore","Post Graduate","M.Sc.-Master of Science","Science","Zoology","Zoology","General","1","Christians","14","13","0","0","0","0","7","6","21","19"
"0447","Bharathiar University, Coimbatore","Tamil Nadu","Coimbatore","School of Distance Education","Tamil Nadu","Coimbatore","Post Graduate","M.Sc.-Master of Science","Science","Botany","Botany","General","1","Christians","8","8","0","0","0","0","5","3","13","11"
"0447","Bharathiar University, Coimbatore","Tamil Nadu","Coimbatore","School of Distance Education","Tamil Nadu","Coimbatore","Post Graduate","M.Sc.-Master of Science","Science","Botany","Botany","General","2","Christians","6","4","0","0","0","0","12","6","18","10"
"0447","Bharathiar University, Coimbatore","Tamil Nadu","Coimbatore","School of Distance Education","Tamil Nadu","Coimbatore","Diploma","Diploma-Diploma","Management","Other Management","Food Production","General","1","Christians","1","0","0","0","0","0","0","0","1","0"
"0447","Bharathiar University, Coimbatore","Tamil Nadu","Coimbatore","School of Distance Education","Tamil Nadu","Coimbatore","Certificate","Certificate-Certificate","Science","Other Science","Acupuncture Science","General","1","Christians","1","1","0","0","0","0","0","0","1","1"
"0447","Bharathiar University, Coimbatore","Tamil Nadu","Coimbatore","School of Distance Education","Tamil Nadu","Coimbatore","Under Graduate","B.C.A.-Bachelor of Computer Applications","IT & Computer","Computer Application","Computer Application","General","2","Christians","18","5","0","0","0","0","2","0","20","5"
"0447","Bharathiar University, Coimbatore","Tamil Nadu","Coimbatore","School of Distance Education","Tamil Nadu","Coimbatore","Under Graduate","B.C.A.-Bachelor of Computer Applications","IT & Computer","Computer Application","Computer Application","General","1","Sikhs","1","0","0","0","0","0","0","0","1","0"
"0447","Bharathiar University, Coimbatore","Tamil Nadu","Coimbatore","School of Distance Education","Tamil Nadu","Coimbatore","Under Graduate","B.C.A.-Bachelor of Computer Applications","IT & Computer","Computer Application","Computer Application","General","1","Christians","29","12","0","0","0","0","1","0","30","12"
"0447","Bharathiar University, Coimbatore","Tamil Nadu","Coimbatore","School of Distance Education","Tamil Nadu","Coimbatore","Under Graduate","B.C.A.-Bachelor of Computer Applications","IT & Computer","Computer Application","Computer Application","General","3","Christians","17","4","0","0","1","0","6","2","24","6"
"0447","Bharathiar University, Coimbatore","Tamil Nadu","Coimbatore","School of Distance Education","Tamil Nadu","Coimbatore","Diploma","Diploma-Diploma","Physical Education","Yoga","Yoga for Human Excellence (Part Time)","General","2","Christians","5","3","0","0","0","0","4","2","9","5"
"0447","Bharathiar University, Coimbatore","Tamil Nadu","Coimbatore","School of Distance Education","Tamil Nadu","Coimbatore","Diploma","Diploma-Diploma","Physical Education","Yoga","Yoga for Human Excellence (Part Time)","General","1","Christians","3","2","0","0","0","0","2","1","5","3"
"0447","Bharathiar University, Coimbatore","Tamil Nadu","Coimbatore","School of Distance Education","Tamil Nadu","Coimbatore","Under Graduate","B.B.A.-Bachelor of Business Administration","Management","Business Administration","Airline and Airport Management","General","3","Christians","45","25","0","0","0","0","5","1","50","26"
"0447","Bharathiar University, Coimbatore","Tamil Nadu","Coimbatore","School of Distance Education","Tamil Nadu","Coimbatore","Under Graduate","B.B.A.-Bachelor of Business Administration","Management","Business Administration","Airline and Airport Management","General","2","Christians","117","59","2","1","0","0","4","0","123","60"
"0447","Bharathiar University, Coimbatore","Tamil Nadu","Coimbatore","School of Distance Education","Tamil Nadu","Coimbatore","Under Graduate","B.B.A.-Bachelor of Business Administration","Management","Business Administration","Airline and Airport Management","General","1","Christians","191","81","4","3","0","0","5","5","200","89"
"0447","Bharathiar University, Coimbatore","Tamil Nadu","Coimbatore","School of Distance Education","Tamil Nadu","Coimbatore","Under Graduate","B.Sc.-Bachelor of Science","Fashion Technology","Fashion Technology","Costume Design and Fashion","General","3","Christians","3","2","0","0","0","0","7","3","10","5"
"0447","Bharathiar University, Coimbatore","Tamil Nadu","Coimbatore","School of Distance Education","Tamil Nadu","Coimbatore","Under Graduate","B.Sc.-Bachelor of Science","Fashion Technology","Fashion Technology","Costume Design and Fashion","General","1","Jains","1","1","0","0","0","0","0","0","1","1"
"0447","Bharathiar University, Coimbatore","Tamil Nadu","Coimbatore","School of Distance Education","Tamil Nadu","Coimbatore","Under Graduate","B.Sc.-Bachelor of Science","Fashion Technology","Fashion Technology","Costume Design and Fashion","General","1","Christians","5","4","0","0","0","0","2","0","7","4"
"0447","Bharathiar University, Coimbatore","Tamil Nadu","Coimbatore","School of Distance Education","Tamil Nadu","Coimbatore","Under Graduate","B.Sc.-Bachelor of Science","Fashion Technology","Fashion Technology","Costume Design and Fashion","General","2","Christians","9","6","0","0","0","0","8","5","17","11"
"0447","Bharathiar University, Coimbatore","Tamil Nadu","Coimbatore","School of Distance Education","Tamil Nadu","Coimbatore","Post Graduate","M.B.A.- Master of Business Administration","Management","Business Administration","Entrepreneurship","General","1","Christians","1","0","0","0","0","0","1","1","2","1"
"0447","Bharathiar University, Coimbatore","Tamil Nadu","Coimbatore","School of Distance Education","Tamil Nadu","Coimbatore","Post Graduate","M.B.A.- Master of Business Administration","Management","Business Administration","Entrepreneurship","General","2","Christians","0","0","0","0","0","0","3","0","3","0"
"0447","Bharathiar University, Coimbatore","Tamil Nadu","Coimbatore","School of Distance Education","Tamil Nadu","Coimbatore","Diploma","Diploma-Diploma","Management","Hotel Management","Catering Science and Hotel Management","General","1","Buddhists","1","0","0","0","0","0","0","0","1","0"
"0447","Bharathiar University, Coimbatore","Tamil Nadu","Coimbatore","School of Distance Education","Tamil Nadu","Coimbatore","Diploma","Diploma-Diploma","Management","Hotel Management","Catering Science and Hotel Management","General","1","Christians","6","1","0","0","0","0","0","0","6","1"
"0447","Bharathiar University, Coimbatore","Tamil Nadu","Coimbatore","School of Distance Education","Tamil Nadu","Coimbatore","Post Graduate","M.B.A.- Master of Business Administration","Management","Business Administration","Executive MBA","General","1","Christians","1","0","0","0","0","0","0","0","1","0"
"0447","Bharathiar University, Coimbatore","Tamil Nadu","Coimbatore","School of Distance Education","Tamil Nadu","Coimbatore","Post Graduate","M.A.-Master of Arts","Journalism & Mass Communication","Journalism & Mass Communication","Journalism and Mass Communication","General","1","Buddhists","1","1","0","0","0","0","0","0","1","1"
"0447","Bharathiar University, Coimbatore","Tamil Nadu","Coimbatore","School of Distance Education","Tamil Nadu","Coimbatore","Post Graduate","M.A.-Master of Arts","Journalism & Mass Communication","Journalism & Mass Communication","Journalism and Mass Communication","General","1","Jains","2","2","0","0","0","0","0","0","2","2"
"0447","Bharathiar University, Coimbatore","Tamil Nadu","Coimbatore","School of Distance Education","Tamil Nadu","Coimbatore","Post Graduate","M.A.-Master of Arts","Journalism & Mass Communication","Journalism & Mass Communication","Journalism and Mass Communication","General","1","Christians","19","2","0","0","0","0","1","0","20","2"
"0447","Bharathiar University, Coimbatore","Tamil Nadu","Coimbatore","School of Distance Education","Tamil Nadu","Coimbatore","Post Graduate","M.A.-Master of Arts","Journalism & Mass Communication","Journalism & Mass Communication","Journalism and Mass Communication","General","2","Christians","9","2","0","0","0","0","1","0","10","2"
"0447","Bharathiar University, Coimbatore","Tamil Nadu","Coimbatore","School of Distance Education","Tamil Nadu","Coimbatore","Under Graduate","B.A.-Bachelor of Arts","Arts","Arts","Yoga for Human Excellence","General","1","Christians","0","0","0","0","0","0","2","2","2","2"
"0447","Bharathiar University, Coimbatore","Tamil Nadu","Coimbatore","School of Distance Education","Tamil Nadu","Coimbatore","Under Graduate","B.A.-Bachelor of Arts","Arts","Arts","Yoga for Human Excellence","General","2","Christians","0","0","0","0","0","0","1","1","1","1"
"0447","Bharathiar University, Coimbatore","Tamil Nadu","Coimbatore","School of Distance Education","Tamil Nadu","Coimbatore","Post Graduate","M.B.A.- Master of Business Administration","Management","Business Administration","Information System Management","General","1","Christians","57","16","0","0","0","0","6","3","63","19"
"0447","Bharathiar University, Coimbatore","Tamil Nadu","Coimbatore","School of Distance Education","Tamil Nadu","Coimbatore","Post Graduate","M.B.A.- Master of Business Administration","Management","Business Administration","Information System Management","General","2","Christians","31","8","0","0","0","0","4","2","35","10"
"0447","Bharathiar University, Coimbatore","Tamil Nadu","Coimbatore","School of Distance Education","Tamil Nadu","Coimbatore","Post Graduate","M.B.A.- Master of Business Administration","Management","Business Administration","Information System Management","General","2","Jains","1","1","0","0","0","0","0","0","1","1"
"0447","Bharathiar University, Coimbatore","Tamil Nadu","Coimbatore","School of Distance Education","Tamil Nadu","Coimbatore","Post Graduate","M.B.A.- Master of Business Administration","Management","Business Administration","Financial Services","General","1","Christians","1","1","0","0","0","0","0","0","1","1"
"0447","Bharathiar University, Coimbatore","Tamil Nadu","Coimbatore","School of Distance Education","Tamil Nadu","Coimbatore","Under Graduate","B.Sc.-Bachelor of Science","Science","Science","Physics","General","3","Christians","1","0","0","0","0","0","0","0","1","0"
"0447","Bharathiar University, Coimbatore","Tamil Nadu","Coimbatore","School of Distance Education","Tamil Nadu","Coimbatore","Under Graduate","B.Sc.-Bachelor of Science","Science","Science","Physics","General","1","Christians","2","1","0","0","2","0","1","1","5","2"
"0447","Bharathiar University, Coimbatore","Tamil Nadu","Coimbatore","School of Distance Education","Tamil Nadu","Coimbatore","Under Graduate","B.Sc.-Bachelor of Science","Science","Science","Physics","General","2","Christians","1","0","0","0","0","0","3","0","4","0"
"0447","Bharathiar University, Coimbatore","Tamil Nadu","Coimbatore","School of Distance Education","Tamil Nadu","Coimbatore","Under Graduate","B.Sc.-Bachelor of Science","Science","Science","Optometrics","General","2","Christians","4","4","0","0","0","0","0","0","4","4"
"0447","Bharathiar University, Coimbatore","Tamil Nadu","Coimbatore","School of Distance Education","Tamil Nadu","Coimbatore","Under Graduate","B.Sc.-Bachelor of Science","Science","Science","Optometrics","General","1","Christians","2","2","0","0","0","0","2","2","4","4"
"0447","Bharathiar University, Coimbatore","Tamil Nadu","Coimbatore","School of Distance Education","Tamil Nadu","Coimbatore","PG Diploma","PG Diploma-Post Graduate Diploma","Science","Bio-Technology","Bio-Informatics","General","1","Christians","0","0","0","0","0","0","1","1","1","1"
"0447","Bharathiar University, Coimbatore","Tamil Nadu","Coimbatore","School of Distance Education","Tamil Nadu","Coimbatore","Under Graduate","B.B.A.-Bachelor of Business Administration","Management","Business Administration","International Shipping and Air-cargo Logistics Management","General","2","Christians","3","1","0","0","0","0","0","0","3","1"
"0447","Bharathiar University, Coimbatore","Tamil Nadu","Coimbatore","School of Distance Education","Tamil Nadu","Coimbatore","Under Graduate","B.A.-Bachelor of Arts","Arts","Arts","English Literature","General","3","Christians","14","8","1","0","0","0","8","7","23","15"
"0447","Bharathiar University, Coimbatore","Tamil Nadu","Coimbatore","School of Distance Education","Tamil Nadu","Coimbatore","Under Graduate","B.A.-Bachelor of Arts","Arts","Arts","English Literature","General","1","Christians","86","42","1","1","0","0","15","13","102","56"
"0447","Bharathiar University, Coimbatore","Tamil Nadu","Coimbatore","School of Distance Education","Tamil Nadu","Coimbatore","Under Graduate","B.A.-Bachelor of Arts","Arts","Arts","English Literature","General","2","Buddhists","2","2","0","0","0","0","0","0","2","2"
"0447","Bharathiar University, Coimbatore","Tamil Nadu","Coimbatore","School of Distance Education","Tamil Nadu","Coimbatore","Under Graduate","B.A.-Bachelor of Arts","Arts","Arts","English Literature","General","2","Christians","38","22","0","0","0","0","31","21","69","43"
"0447","Bharathiar University, Coimbatore","Tamil Nadu","Coimbatore","School of Distance Education","Tamil Nadu","Coimbatore","PG Diploma","PG Diploma-Post Graduate Diploma","Management","Business Management","International Business","General","1","Christians","1","0","0","0","0","0","0","0","1","0"
"0447","Bharathiar University, Coimbatore","Tamil Nadu","Coimbatore","School of Distance Education","Tamil Nadu","Coimbatore","Post Graduate","M.Com.-Master of Commerce","Commerce","Commerce","Computer Applications","General","1","Christians","7","3","0","0","0","0","13","12","20","15"
"0447","Bharathiar University, Coimbatore","Tamil Nadu","Coimbatore","School of Distance Education","Tamil Nadu","Coimbatore","Post Graduate","M.Com.-Master of Commerce","Commerce","Commerce","Computer Applications","General","2","Christians","4","2","0","0","0","0","5","2","9","4"
"0447","Bharathiar University, Coimbatore","Tamil Nadu","Coimbatore","School of Distance Education","Tamil Nadu","Coimbatore","Under Graduate","B.B.M.-Bachelor of Business Management","Management","Business Management","Business Management","General","3","Christians","4","0","0","0","0","0","0","0","4","0"
"0447","Bharathiar University, Coimbatore","Tamil Nadu","Coimbatore","School of Distance Education","Tamil Nadu","Coimbatore","Under Graduate","B.Sc.-Bachelor of Science","IT & Computer","Animation","Animation, Game Design and Development","General","1","Christians","0","0","0","0","0","0","1","0","1","0"
"0447","Bharathiar University, Coimbatore","Tamil Nadu","Coimbatore","School of Distance Education","Tamil Nadu","Coimbatore","Post Graduate","M.Sc.-Master of Science","IT & Computer","Animation","Animation and VFX","General","1","Christians","1","1","0","0","0","0","1","0","2","1"
"0447","Bharathiar University, Coimbatore","Tamil Nadu","Coimbatore","School of Distance Education","Tamil Nadu","Coimbatore","PG Diploma","PG Diploma-Post Graduate Diploma","Science","Bio-Technology","Bio-Informatics","General","1","Jains","1","1","0","0","0","0","0","0","1","1"
"0447","Bharathiar University, Coimbatore","Tamil Nadu","Coimbatore","School of Distance Education","Tamil Nadu","Coimbatore","Post Graduate","M.A.-Master of Arts","Social Science","History","History","General","2","Christians","6","3","0","0","0","0","3","2","9","5"
"0447","Bharathiar University, Coimbatore","Tamil Nadu","Coimbatore","School of Distance Education","Tamil Nadu","Coimbatore","Post Graduate","M.A.-Master of Arts","Social Science","History","History","General","1","Christians","11","8","0","0","0","0","3","3","14","11"
"0447","Bharathiar University, Coimbatore","Tamil Nadu","Coimbatore","School of Distance Education","Tamil Nadu","Coimbatore","Post Graduate","M.B.A.- Master of Business Administration","Management","Business Administration","Airline and Airport Management","General","1","Christians","14","5","0","0","0","0","0","0","14","5"
"0447","Bharathiar University, Coimbatore","Tamil Nadu","Coimbatore","School of Distance Education","Tamil Nadu","Coimbatore","Post Graduate","M.B.A.- Master of Business Administration","Management","Business Administration","Airline and Airport Management","General","2","Christians","7","2","0","0","0","0","1","1","8","3"
"0447","Bharathiar University, Coimbatore","Tamil Nadu","Coimbatore","School of Distance Education","Tamil Nadu","Coimbatore","Post Graduate","M.A.-Master of Arts","Indian Language","Tamil","Tamil","General","1","Christians","2","2","0","0","0","0","7","5","9","7"
"0447","Bharathiar University, Coimbatore","Tamil Nadu","Coimbatore","School of Distance Education","Tamil Nadu","Coimbatore","Post Graduate","M.A.-Master of Arts","Indian Language","Tamil","Tamil","General","2","Christians","2","2","0","0","0","0","5","4","7","6"
"0447","Bharathiar University, Coimbatore","Tamil Nadu","Coimbatore","School of Distance Education","Tamil Nadu","Coimbatore","PG Diploma","PG Diploma-Post Graduate Diploma","Management","Business Management","Logistics and Supply Chain Management","General","1","Christians","0","0","0","0","0","0","2","0","2","0"
"0447","Bharathiar University, Coimbatore","Tamil Nadu","Coimbatore","School of Distance Education","Tamil Nadu","Coimbatore","Post Graduate","M.B.A.- Master of Business Administration","Management","Business Administration","Human Resource Management","General","2","Christians","100","46","1","0","0","0","31","17","132","63"
"0447","Bharathiar University, Coimbatore","Tamil Nadu","Coimbatore","School of Distance Education","Tamil Nadu","Coimbatore","Post Graduate","M.B.A.- Master of Business Administration","Management","Business Administration","Human Resource Management","General","1","Christians","369","203","0","0","0","0","39","22","408","225"
"0484","Tamil Univesity, Thanjavur","Tamil Nadu","Thanjavur","Tamil University","Tamil Nadu","Thanjavur","Certificate","Certificate-Certificate","Fine Arts","Music","Music","Self Financing","1","Christians","0","0","0","0","0","0","1","1","1","1"
"0484","Tamil Univesity, Thanjavur","Tamil Nadu","Thanjavur","Tamil University","Tamil Nadu","Thanjavur","Certificate","Certificate-Certificate","Indian Language","Tamil","Tamil Pulavar Training","Self Financing","1","Christians","0","0","0","0","0","0","2","2","2","2"
"0484","Tamil Univesity, Thanjavur","Tamil Nadu","Thanjavur","Tamil University","Tamil Nadu","Thanjavur","Under Graduate","B.A.-Bachelor of Arts","Arts","Arts","English","Self Financing","2","Christians","0","0","0","0","0","0","1","0","1","0"
"0484","Tamil Univesity, Thanjavur","Tamil Nadu","Thanjavur","Tamil University","Tamil Nadu","Thanjavur","Post Graduate","M.A.-Master of Arts","Oriental Learning","Oriental Learning","Music","Self Financing","1","Christians","2","2","0","0","0","0","0","0","2","2"
"0484","Tamil Univesity, Thanjavur","Tamil Nadu","Thanjavur","Tamil University","Tamil Nadu","Thanjavur","Under Graduate","B.Com.-Bachelor of Commerce","Commerce","Commerce","Commerce","Self Financing","2","Christians","0","0","0","0","0","0","1","1","1","1"
"0484","Tamil Univesity, Thanjavur","Tamil Nadu","Thanjavur","Tamil University","Tamil Nadu","Thanjavur","Under Graduate","B.Sc.-Bachelor of Science","Science","Science","Geography","Self Financing","3","Christians","0","0","0","0","0","0","2","1","2","1"
"0484","Tamil Univesity, Thanjavur","Tamil Nadu","Thanjavur","Tamil University","Tamil Nadu","Thanjavur","Under Graduate","B.B.A.-Bachelor of Business Administration","Management","Business Administration","Business Administration","Self Financing","3","Christians","0","0","0","0","0","0","4","3","4","3"
"0536","Sam Higginbottom Institute of Agriculture, Technology & Sciences, Allahabad","Uttar Pradesh","Allahabad","SHIATS Regional Centre","Uttar Pradesh","Allahabad","Under Graduate","B.C.A.-Bachelor of Computer Applications","IT & Computer","Computer Application","Computer Applications","Self Financing","3","Sikhs","2","0","0","0","0","0","0","0","2","0"
"0536","Sam Higginbottom Institute of Agriculture, Technology & Sciences, Allahabad","Uttar Pradesh","Allahabad","SHIATS Regional Centre","Uttar Pradesh","Allahabad","Under Graduate","B.C.A.-Bachelor of Computer Applications","IT & Computer","Computer Application","Computer Applications","Self Financing","2","Christians","1","0","0","0","0","0","0","0","1","0"
"0536","Sam Higginbottom Institute of Agriculture, Technology & Sciences, Allahabad","Uttar Pradesh","Allahabad","SHIATS Regional Centre","Uttar Pradesh","Allahabad","Post Graduate","M.B.A.- Master of Business Administration","Management","Business Administration","Business Management","Self Financing","2","Christians","13","4","0","0","0","0","0","0","13","4"
"0536","Sam Higginbottom Institute of Agriculture, Technology & Sciences, Allahabad","Uttar Pradesh","Allahabad","SHIATS Regional Centre","Uttar Pradesh","Allahabad","Post Graduate","M.B.A.- Master of Business Administration","Management","Business Administration","Business Management","Self Financing","1","Sikhs","3","0","0","0","0","0","0","0","3","0"
"0536","Sam Higginbottom Institute of Agriculture, Technology & Sciences, Allahabad","Uttar Pradesh","Allahabad","SHIATS Regional Centre","Uttar Pradesh","Allahabad","Post Graduate","M.B.A.- Master of Business Administration","Management","Business Administration","Business Management","Self Financing","1","Christians","10","3","0","0","0","0","0","0","10","3"
"0536","Sam Higginbottom Institute of Agriculture, Technology & Sciences, Allahabad","Uttar Pradesh","Allahabad","SHIATS Regional Centre","Uttar Pradesh","Allahabad","Post Graduate","M.B.A.- Master of Business Administration","Management","Business Administration","Business Management","Self Financing","3","Jains","14","0","0","0","0","0","0","0","14","0"
"0536","Sam Higginbottom Institute of Agriculture, Technology & Sciences, Allahabad","Uttar Pradesh","Allahabad","SHIATS Regional Centre","Uttar Pradesh","Allahabad","Post Graduate","M.B.A.- Master of Business Administration","Management","Business Administration","Business Management","Self Financing","3","Christians","12","7","0","0","0","0","0","0","12","7"
"0536","Sam Higginbottom Institute of Agriculture, Technology & Sciences, Allahabad","Uttar Pradesh","Allahabad","SHIATS Regional Centre","Uttar Pradesh","Allahabad","Under Graduate","B.Com.-Bachelor of Commerce","Commerce","Commerce","Commerce","Self Financing","1","Sikhs","12","1","0","0","0","0","0","0","12","1"
"0536","Sam Higginbottom Institute of Agriculture, Technology & Sciences, Allahabad","Uttar Pradesh","Allahabad","SHIATS Regional Centre","Uttar Pradesh","Allahabad","Under Graduate","B.Com.-Bachelor of Commerce","Commerce","Commerce","Commerce","Self Financing","1","Christians","3","0","0","0","0","0","0","0","3","0"
"0536","Sam Higginbottom Institute of Agriculture, Technology & Sciences, Allahabad","Uttar Pradesh","Allahabad","SHIATS Regional Centre","Uttar Pradesh","Allahabad","Under Graduate","B.Com.-Bachelor of Commerce","Commerce","Commerce","Commerce","Self Financing","3","Sikhs","6","2","0","0","0","0","0","0","6","2"
"0536","Sam Higginbottom Institute of Agriculture, Technology & Sciences, Allahabad","Uttar Pradesh","Allahabad","SHIATS Regional Centre","Uttar Pradesh","Allahabad","Under Graduate","B.Com.-Bachelor of Commerce","Commerce","Commerce","Commerce","Self Financing","3","Christians","2","0","0","0","0","0","0","0","2","0"
"0536","Sam Higginbottom Institute of Agriculture, Technology & Sciences, Allahabad","Uttar Pradesh","Allahabad","SHIATS Regional Centre","Uttar Pradesh","Allahabad","Under Graduate","B.Com.-Bachelor of Commerce","Commerce","Commerce","Commerce","Self Financing","2","Sikhs","4","0","0","0","0","0","0","0","4","0"
"0536","Sam Higginbottom Institute of Agriculture, Technology & Sciences, Allahabad","Uttar Pradesh","Allahabad","SHIATS Regional Centre","Uttar Pradesh","Allahabad","Under Graduate","B.Com.-Bachelor of Commerce","Commerce","Commerce","Commerce","Self Financing","2","Christians","2","2","0","0","0","0","0","0","2","2"
"0536","Sam Higginbottom Institute of Agriculture, Technology & Sciences, Allahabad","Uttar Pradesh","Allahabad","SHIATS Regional Centre","Uttar Pradesh","Allahabad","Diploma","Diploma-Diploma","Management","Hotel Management","Hotel Management","Self Financing","2","Christians","1","0","0","0","0","0","0","0","1","0"
"0536","Sam Higginbottom Institute of Agriculture, Technology & Sciences, Allahabad","Uttar Pradesh","Allahabad","SHIATS Regional Centre","Uttar Pradesh","Allahabad","Diploma","Diploma-Diploma","Management","Business Management","Tourism Management","Self Financing","2","Christians","1","1","0","0","0","0","0","0","1","1"
"0536","Sam Higginbottom Institute of Agriculture, Technology & Sciences, Allahabad","Uttar Pradesh","Allahabad","SHIATS Regional Centre","Uttar Pradesh","Allahabad","Under Graduate","B.B.A.-Bachelor of Business Administration","Management","Business Administration","Business Management","Self Financing","1","Christians","2","0","0","0","0","0","0","0","2","0"
"0536","Sam Higginbottom Institute of Agriculture, Technology & Sciences, Allahabad","Uttar Pradesh","Allahabad","SHIATS Regional Centre","Uttar Pradesh","Allahabad","Under Graduate","B.B.A.-Bachelor of Business Administration","Management","Business Administration","Business Management","Self Financing","3","Christians","5","0","0","0","0","0","0","0","5","0"
