"id","country_id","programme_id","discipline","total","girls","broad_discipline_group_id","level_id"
"59876","202","046","Computer Application","1","0","183","4"
"57509","153","180","Mathematics","1","0","174","4"
"58794","133","111","Psychology","1","1","107","3"
"48553","102","050","Computer Science & Engineering","1","0","017","4"
"57129","2","201","Management Studies","2","0","055","4"
"54594","153","126","Busieness Administration","8","2","133","3"
"60302","230","030","computer Science","1","1","171","4"
"53302","206","009","Architecture","1","0","014","4"
"60280","102","122","ECE","1","1","020","3"
"56549","2","122","civil","1","0","016","3"
"54338","244","157","Science","2","0","174","1"
"48403","2","043","Commerce","26","4","133","4"
"54879","119","030","Instrumentation,Computer Sc.,Bio-Science","1","0","171","4"
"61411","153","027","B.Pharm.","4","2","076","4"
"50209","181","043","Management","1","0","133","4"
"48390","122","012","Commerce","1","0","009","4"
"53934","232","049","Dental","1","1","066","4"
"59684","193","050","BT","1","0","026","4"
"52641","153","036","Information Technology","1","0","185","4"
"49828","207","043","BBA","1","0","133","4"
"53488","40","129","MBBS","9","4","068","4"
"60816","207","030","Science","1","0","171","4"
"51710","206","176","ENGLISH","1","1","031","4"
"53181","193","036","Chemical Engineering","4","1","015","4"
"55902","206","124","Sociology","1","1","115","3"
"50580","207","044","Business Management","3","0","055","4"
"52622","133","050","MECHANICAL","1","0","023","4"
"51806","165","044","Management","1","0","055","4"
"56901","232","043","B.B.A. (Honours)","2","1","133","4"
"58809","244","157","Comp Science","2","1","017","1"
"58386","2","050","Mechanical Engineering","1","0","023","4"
"57825","165","043","Business Administration","1","0","133","4"
"52703","27","039","B.A.-L.L.B.","2","1","052","8"
"57256","216","044","BBM","4","0","055","4"
"54064","20","176","Political Science","2","0","116","4"
"61669","2","122","Civil Engineering","1","1","016","3"
"55166","27","043","MANAGEMENT","6","1","133","4"
"51383","51","027","Pharmacy","9","5","076","4"
"51999","103","157","Agricultural Engineering (Farm Machinery & Power Engineering)","1","0","013","1"
"60615","153","050","Civil Engineering","1","0","016","4"
"49776","217","036","Chemical Engineering","1","0","015","4"
"60145","160","070","UG","3","2","164","4"
"47904","216","043","Management","1","0","133","4"
"48812","203","012","Commerce","2","0","009","4"
"53327","20","133","Electrical Engineering","1","0","019","3"
"60746","8","044","120","1","0","055","4"
"59126","202","124","Economics (Integrated)","1","0","109","3"
"50505","117","009","B.Arch","1","1","014","4"
"50351","153","012","Accounts and Finance","8","4","009","4"
"50619","153","124","EDUCATION","27","11","012","3"
"49656","206","111","Biochemistry","2","1","143","3"
"57235","173","129","Medicine","1","0","068","4"
"56238","153","030","Nursing","2","2","188","4"
"58707","20","036","Electronic & Communication","1","0","020","4"
"51680","132","082","ELECTRICAL AND ELECTRONICS ENGINEERING","1","0","019","6"
"48601","206","050","Mechatronics Engineering","1","0","026","4"
"61608","160","122","M.Tech. (Mechanical Engineering)","1","0","023","3"
"52669","217","030","Science","1","1","171","4"
"47757","153","050","ELECTRICAL","1","0","019","4"
"55629","153","036","EEE","1","0","019","4"
"57418","101","044","Business Management","6","2","055","4"
"60180","216","030","B.Sc (IT)","1","1","185","4"
"59602","37","093","Commerce","1","1","009","3"
"54861","225","124","English","1","0","031","3"
"55092","246","012","Commerce","1","0","009","4"
"54266","103","157","Physics","1","0","104","1"
"59658","153","036","Civil Engineering","7","0","016","4"
"56439","102","030","Biotechnology","1","0","171","4"
"58631","216","122","Engineering","2","0","017","3"
"54824","153","124","Economics","1","0","109","3"
"58303","113","012","Cooperation","1","0","009","4"
"57508","153","180","Physics","1","0","104","4"
"59274","160","027","Pharmacy","6","1","076","4"
"61455","160","030","B.Sc.","2","0","171","4"
"53901","230","036","ECE","8","3","020","4"
"56422","40","039","Law","17","7","052","8"
"48202","207","012","Commerce","2","0","009","4"
"59087","230","030","Psychology","4","4","171","4"
"53256","216","030","B.Sc MIT","5","5","171","4"
"57039","228","124","Social Work","1","0","115","3"
"51280","160","122","M.Tech(Nano Science & Technology) M.Tech(Comp. Science & Engineering) M.Tech (Energy & Environmental Engineering) M.Tech (Power System Engineering) M.Tech (Microwave Technology) M.Tech (Computer Networking) M.Tech (VLSI Technology) M.Tech(Biotech  &Bioinf","8","1","026","3"
"57133","247","180","Electronics","1","0","096","4"
"58597","206","036","Engineering","7","4","020","4"
"54809","112","124","Political Science,Human Rights & Duties Education","1","1","112","3"
"50801","216","006","History, Political Science, Economics","3","1","178","4"
"56459","40","108","Pharmaceutical Chemistry","1","1","076","3"
"57050","20","111","APPLIED NUTRITION","1","1","107","3"
"53451","134","124","Human Resource  Planning and Development","1","0","116","3"
"55109","82","155","Yoga","1","1","107","5"
"60433","153","030","Optometry","6","1","188","4"
"58320","207","030","B.Sc. Biotech","1","0","171","4"
"55311","207","036","ELECTRONICS","1","0","020","4"
"58304","113","157","Cooperation","1","0","060","1"
"49652","153","111","Chemistry","1","1","094","3"
"55958","232","129","Medicine","3","2","068","4"
"50803","8","030","Science","2","1","171","4"
"60221","2","176","Political Science","2","0","112","4"
"59484","207","036","U.G","1","0","023","4"
"50829","119","006","History,Economics, Geography, Psychology, Criminology, Sociology, Journalisam ,","2","1","178","4"
"54503","102","157","Earth science","2","0","099","1"
"50627","247","108","Pharmacetics","4","0","076","3"
"61451","160","043","BBA (With specialisation/options)","2","1","133","4"
"54634","244","012","Commerce","5","0","009","4"
"57461","116","006","Journalism","1","0","178","4"
"51698","27","176","ENGLISH","1","1","031","4"
"52508","116","043","Management","3","0","133","4"
"58327","244","111","M.Sc. Maths","4","0","174","3"
"50321","244","050","Civil","1","0","016","4"
"53716","160","070","Physio","1","0","164","4"
"57201","150","030","Bachelor of Science in Community Health Practitioner","1","1","171","4"
"54026","153","082","Military Music (YB)","4","0","011","6"
"54519","2","126","Busieness Administration","18","0","133","3"
"61212","244","036","ECE","11","0","020","4"
"50767","153","050","Information Science & Engineering","31","0","185","4"
"56909","132","006","Performing Arts,English  and Psychology","1","1","178","4"
"48508","153","050","Mechanical  Engineering","5","0","023","4"
"55160","232","124","English","1","0","116","3"
"51946","153","046","Computer Application","1","0","183","4"
"59078","202","027","Pharmacy","1","0","076","4"
"55236","2","131","Anaesthesiology","1","0","063","3"
"53825","193","036","Mechatronics","2","0","023","4"
"59676","160","046","Computer Application","2","0","183","4"
"53850","203","030","HMCT","1","1","038","4"
"56963","153","043","Tourism and Travel Management","3","2","133","4"
"55556","139","124","Hindi","1","1","041","3"
"59591","133","030","Science","1","1","171","4"
"60391","244","046","Computers","1","0","183","4"
"57760","23","012","Commerce","1","1","009","4"
"49223","153","050","Mechanical","4","0","023","4"
"57576","165","006","Bachelor of Arts (Mass Communication)","11","8","178","4"
"52393","70","044","MANAGEMENT","1","0","055","4"
"56510","178","036","CSE","2","1","017","4"
"51077","153","111","Forestry","8","0","101","3"
"56676","193","050","Mechanical Engineering","5","1","023","4"
"58561","73","036","Engineering","1","0","017","4"
"50113","27","036","EE","1","1","019","4"
"57917","44","036","Bachelor of Technology","1","0","026","4"
"55544","246","006","Arts","1","1","178","4"
"56079","27","111","General","8","1","104","3"
"47187","153","126","Management","8","0","133","3"
"59649","153","036","Computer Science Engineering","1","0","017","4"
"53522","207","123","Veterinary Science","1","0","007","3"
"48563","244","050","Automobile Engineering","1","0","023","4"
"58954","207","050","ELECTRICAL","1","0","019","4"
"47627","216","089","law","1","0","052","3"
"55190","113","012","and Commerce with Computer Applications","2","0","009","4"
"47150","228","129","allopathy","1","0","068","4"
"60027","70","126","Management","1","1","133","3"
"57827","230","043","Business Administration","2","1","133","4"
"60858","182","012","Economics","1","1","009","4"
"52931","206","076","Hotel and Catering Mangement","1","0","123","7"
"52189","207","050","UG","2","0","023","4"
"58706","20","036","Electrical","1","0","019","4"
"54707","153","036","Bachelor of Technology","4","0","023","4"
"55036","239","006","English","1","0","178","4"
"58261","2","046","computer Science","1","0","183","4"
"59273","207","027","Pharmacy","1","0","076","4"
"55901","206","102","Library & Information Science","2","2","053","3"
"47964","203","012","Commerce","1","1","009","4"
"48413","116","044","Commerce","1","0","055","4"
"48463","182","112","MEDICAL BIOCHEMISTRY","4","2","143","3"
"50183","20","043","GENERAL","6","4","133","4"
"57255","244","044","BBM","6","0","055","4"
"56683","165","050","Mechatronics","2","0","026","4"
"52544","207","012","Commerce","2","0","009","4"
"61100","103","049","BDS","6","0","066","4"
"47178","35","005","BAMS","2","1","064","4"
"60002","104","039","Law","1","1","052","8"
"54839","168","157","Arabic","1","1","035","1"
"56093","119","043","General","1","0","133","4"
"54702","51","012","Commerce","1","0","009","4"
"57752","193","126","International Business","3","2","133","3"
"60601","206","030","Visual Communication (Evening)","1","0","171","4"
"58011","207","097","M.Ed.","1","0","012","3"
"61401","149","082","Diploma in Agriculture","1","0","001","6"
"52495","203","046","Computer","5","2","183","4"
"49766","118","124","English","1","0","031","3"
"47648","2","050","Civil Engineering","2","0","016","4"
"57769","157","006","Arts","1","1","178","4"
"53971","182","043","B.B.A. C.A.","1","1","133","4"
"53254","165","030","B.Sc MIT","2","1","171","4"
"49714","133","006","Tourism","1","0","178","4"
"57494","207","012","GENERAL","1","0","009","4"
"57579","173","043","Business Management","1","1","133","4"
"58428","232","036","Chemical Engineering","1","0","015","4"
"48472","153","082","Electronics and Communication Engg.","3","0","020","6"
"49535","37","043","MANAGEMENT","1","0","133","4"
"59404","230","036","Chemical Engineering","2","0","015","4"
"52014","124","111","M.Sc. (Ag.) Agricultural Economics","2","0","001","3"
"58204","153","046","Computer Application","5","0","183","4"
"57501","232","129","Medical","2","1","068","4"
"51487","139","043","management","1","1","133","4"
"51959","2","111","M.Sc. (Ag.) Plant Pathology","7","0","001","3"
"50848","230","044","Management","2","2","055","4"
"53123","247","111","Geography","2","2","107","3"
"52802","206","050","MECHANICAL ENGG","1","0","023","4"
"53260","215","065","BOT","2","1","160","4"
"48579","153","050","Computer Science","2","0","017","4"
"61667","117","036","Civil Engineering","1","0","016","4"
"51277","20","126","MBA (with Foreign Tour) HRM, Retail Trade, Banking & Insurance, Marketing, Finance, MSMEs# Entrepreneurship, Information Technology, Operations & Logistics, Inclusive & Sustainable Development, Real Estate Management, Stock Market & Derivatives, Tourism /","1","0","133","3"
"52221","27","044","Under Graduate","3","0","055","4"
"54632","216","012","Commerce","6","5","009","4"
"61631","151","030","Biochemistry,Genetics,Biotechnology","1","1","171","4"
"61556","216","082","Diploma in Medical Lab. Technology (DMLT)","7","6","153","6"
"57618","245","031","Nursing","3","3","072","4"
"56831","246","012","Commerce(Honours)","4","0","009","4"
"58343","70","157","Ph.D - Nuclear Physics","1","0","104","1"
"48120","231","157","Management and Policy","1","0","055","1"
"49035","40","049","BDS","7","2","066","4"
"56406","40","050","Bio-Tech","1","0","026","4"
"53704","153","122","Structurals","5","0","016","3"
"61445","153","108","M.Pharm.","1","0","076","3"
"60275","153","122","VLSI, IT","0","0","017","3"
"54069","132","049","Dental","47","37","066","4"
"59288","206","076","Dance-Parichaya","1","1","029","7"
"55545","235","176","Economics","1","1","109","4"
"48537","68","050","B.E.","1","0","023","4"
"60690","203","129","Medicine","1","1","068","4"
"49600","153","180","Physics","4","2","104","4"
"54429","153","176","ENGLISH","2","2","031","4"
"60181","246","043","BBA","1","0","133","4"
"48693","232","131","Ayurveda","1","1","064","3"
"59237","245","176","public Administration","1","1","008","4"
"48312","153","036","MECHANICAL","1","0","023","4"
"57208","153","036","ECE","1","0","020","4"
"60364","153","044","Principal","5","3","055","4"
"56242","39","043","BBA","2","1","133","4"
"53015","102","036","Electrical & Electronics Engineering","1","0","019","4"
"57797","232","157","North-East India Studies","1","0","008","1"
"52146","134","044","Business Management","2","1","055","4"
"57599","217","043","Business Management","2","1","133","4"
"50182","153","054","10","23","0","057","4"
"58600","216","036","Engineering","2","0","019","4"
"53028","232","036","Computer Science and Engineering","1","0","017","4"
"60446","160","031","Nursing","15","15","072","4"
"56798","115","036","Mechanical Engineering","1","0","023","4"
"55308","216","043","BBA","2","1","133","4"
"56878","135","030","Computer Science, Mathematics ans Statistics","1","0","171","4"
"54829","153","176","Economics","1","0","109","4"
"60568","247","124","Economics","1","0","109","3"
"57060","109","080","Urdu","1","1","119","1"
"56610","153","050","Aeronautical","1","0","122","4"
"56513","160","036","ECE","1","0","020","4"
"54913","153","006","Arts","3","1","178","4"
"51318","2","043","Business Administration","8","1","133","4"
"49587","239","051","Fine Arts","1","0","028","4"
"55867","202","030","MSCs","1","0","171","4"
"58134","205","006","POLITICAL SCIENCE","2","0","178","4"
"60495","153","155","Bio-informatics","1","0","107","5"
"59740","232","050","Information Science","2","1","017","4"
"55518","206","070","Physiotherapy","5","1","164","4"
"58266","101","030","Science","1","0","171","4"
"48360","115","012","commerce","1","1","009","4"
"59651","27","087","B.Com.-LL.B. (Hons.)","3","1","052","4"
"51728","113","039","Law","1","1","052","8"
"52404","247","058","MANAGEMENT","1","0","057","4"
"58767","37","046","Comp. Appltn","2","0","183","4"
"59837","216","111","Food and Nutrition","1","1","038","3"
"50552","103","027","B Pharm","6","3","076","4"
"51663","206","036","CSE","2","0","017","4"
"59077","178","126","Business Administration","76","32","133","3"
"61387","122","030","B.Sc.","1","0","171","4"
"54037","27","006","Sociology","3","0","178","4"
"49753","102","111","Science","1","1","099","3"
"48799","2","050","Civil Engineering","4","0","016","4"
"57527","28","082","Diploma of Proficiency in English and Career Skills","1","1","031","6"
"60852","103","006","Economics","1","0","178","4"
"55116","232","157","Yoga","2","1","107","1"
"53600","27","042","Medicine","4","1","074","4"
"60388","160","046","Computers","41","7","183","4"
"56842","115","124","Education","1","1","012","3"
"56335","113","126","finance, marketing, Humar Resource","1","0","133","3"
"48482","207","126","MASTER OF BUSINESS ADMINISTRATION","4","0","133","3"
"52127","153","039","BA LLB (HONS)","8","7","052","8"
"52419","235","044","MANAGEMENT","1","0","055","4"
"58108","145","006","PSYCHOLOGY","1","1","178","4"
"61292","27","043","BBA","6","2","133","4"
"52770","151","184","NURSING","1","1","072","6"
"47680","102","108","Pharmacy","1","0","076","3"
"60786","198","124","English","1","1","179","3"
"53673","132","036","EEE","1","0","019","4"
"54964","2","044","Commerce","1","0","055","4"
"50988","111","036","CIVIL","1","0","016","4"
"58012","153","089","CLC, LC-I, LC-II LLB","1","1","052","3"
"49704","113","044","BBM","1","0","055","4"
"52652","206","043","Mangement Studies with CA","14","7","133","4"
"50721","217","176","Political Science","2","2","112","4"
"51716","216","027","B Pharmacy","10","7","076","4"
"51843","132","036","ECE","1","0","020","4"
"57180","145","036","Civil Engineering","1","1","016","4"
"50643","149","050","Mechanical (First Shift)","1","0","023","4"
"59492","27","030","Forestry","1","0","004","4"
"49686","207","012","B.Com","6","3","009","4"
"58713","206","036","Mechanical","3","0","023","4"
"55880","245","012","Commerce","1","0","009","4"
"61235","73","111","Agriculture","1","0","001","3"
"58402","213","157","Statistics","1","0","177","1"
"59459","113","012","Commerce with Computer Applications","1","0","009","4"
"57453","160","006","Journalism","2","1","178","4"
"57813","117","126","Management","1","1","133","3"
"58193","239","111","Crop Physiology","1","0","001","3"
"52193","51","027","B. Pharm","2","1","076","4"
"50985","61","036","IT","1","0","185","4"
"51966","2","157","Seed Science & Technology","2","0","001","1"
"51651","160","126","Master of Business Administration","2","0","133","3"
"52691","217","157","Management","3","1","133","1"
"54011","182","111","M.Sc. Computer Science","5","2","095","3"
"55329","207","036","B.Tech","10","3","019","4"
"55587","39","126","Oil & Gas","1","0","133","3"
"54053","65","036","Electronics & Communication","7","0","020","4"
"60089","20","124","South Asian Studies","8","6","116","3"
"51595","39","031","N053","1","1","072","4"
"47402","203","030","Science","1","1","171","4"
"52588","83","082","NURSING","1","1","072","6"
"54510","102","157","AHA","6","2","116","1"
"50807","160","027","B.Pharm","14","6","076","4"
"51500","160","027","Pharmacy","10","1","076","4"
"59330","102","157","Engg. & Tech.","2","2","026","1"
"52194","102","027","B. Pharm","2","1","076","4"
"55887","153","036","ECE","1","0","020","4"
"57452","153","126","Business Administration","7","1","133","3"
"49802","193","036","Mechanical Engineering","1","0","023","4"
"50586","117","054","hotel Management","1","1","057","4"
"52481","79","046","Computer","1","1","183","4"
"49038","231","049","BDS","1","1","066","4"
"60031","2","006","Social Science","2","0","178","4"
"54057","27","093","COMMERCE","2","1","009","3"
"57237","2","176","Political Science","1","0","112","4"
"58278","111","126","Management","1","0","133","3"
"50340","68","157","Biotechnology","1","0","146","1"
"50145","20","176","Bengali","1","0","040","4"
"49730","193","012","COMMERCE","1","1","009","4"
"50090","244","012","Commerce","1","0","009","4"
"55369","182","030","Biotechnology","2","1","171","4"
"57642","193","036","Electrical Engineering","1","0","019","4"
"52597","19","050","COMPUTER SCIENCE","1","0","017","4"
"54613","79","012","Commerce","1","1","009","4"
"50432","153","046","Computer Science","16","0","183","4"
"59028","178","043","BBA","10","8","133","4"
"57008","132","030","Biotechnology,Chemistry and Botany","1","1","171","4"
"57413","51","046","Computer Science","7","0","183","4"
"57824","153","043","Business Administration","1","1","133","4"
"52456","206","176","Music","20","12","127","4"
"47157","20","124","Arts","1","1","031","3"
"48214","2","133","Information and Technology","1","0","185","3"
"49334","244","124","English","11","1","012","3"
"56541","153","108","Pharmaceutical Analysis and Quality Assurance","1","0","076","3"
"48515","153","050","ME","14","1","023","4"
"58155","232","049","BDS","1","1","066","4"
"52969","20","043","Management","1","0","133","4"
"51602","178","129","Medicine","1","1","068","4"
"58653","225","126","MBA","3","1","133","3"
"48409","244","043","Commerce","1","0","133","4"
"48501","153","012","Commerce 1","1","0","009","4"
"56989","232","012","Finance & Accounting ","1","0","009","4"
"55389","70","157","Education","1","0","012","1"
"58336","153","012","Human Resource Management","2","2","009","4"
"58289","182","036","ECE","1","0","020","4"
"53555","247","030","Zoology","2","0","171","4"
"54819","139","176","Islamic Studies","1","1","086","4"
"52576","216","006","Arts","8","6","178","4"
"55569","217","111","Psychology","1","0","107","3"
"57833","103","111","COMPUTERS SCIENCE","7","1","183","3"
"53198","206","036","Computer Engineering","1","0","017","4"
"58958","51","111","Networking & Technology","7","1","183","3"
"51375","230","061","BA Journalism & Communication","1","1","051","4"
"51526","232","129","Medical","3","2","068","4"
"60695","160","012","7","1","1","009","4"
"50765","153","050","Electronics & Communication Engineering","5","0","020","4"
"60671","213","124","English","1","1","031","3"
"50718","212","036","Electronics & Communications Engineering","1","0","020","4"
"57593","212","006","B.Sc/ B.A. (Liberal Arts)","1","1","178","4"
"59290","206","076","Swaravadya-Parichaya","1","0","029","7"
"47669","244","012","Computers","2","0","009","4"
"59152","151","030","Environmental sciences","15","11","171","4"
"53625","83","006","Journalism","1","0","178","4"
"53859","206","043","Business Admin","1","1","133","4"
"59922","153","036","Civil Engineering","51","1","016","4"
"54015","217","157","Commerce","1","0","009","1"
"61228","215","030","Agricultural Sciences","1","0","001","4"
"53546","207","157","Agriculture","2","2","001","1"
"56494","216","031","B.SC NURSING","2","1","072","4"
"61428","153","036","B.Tech. (Electrical Engineering)","1","0","019","4"
"55396","2","176","POLITICAL SCIENCE","1","1","112","4"
"56763","52","043","Management","3","2","133","4"
"60416","51","111","Computer Science","1","0","095","3"
"49522","75","089","Law","2","0","052","3"
"59147","132","030","Mathematics","1","1","171","4"
"47826","230","050","Electronics and Communications Engineering","1","1","020","4"
"59890","51","046","BCA","2","1","183","4"
"58279","115","006","arts","1","0","178","4"
"59796","50","030","Bio Technology","9","6","171","4"
"50301","27","030","Horticulture","3","2","005","4"
"54739","2","130","Computer Applications","1","1","183","3"
"54435","247","176","JOURNALISM","1","1","051","4"
"52754","153","036","CSE","2","1","017","4"
"55394","2","030","COMPUTER","3","0","095","4"
"58516","153","027","Pharmacy","18","3","076","4"
"52815","178","036","Chemical Engg.,","1","1","015","4"
"57665","193","087","BA LL.B (Honours)","2","1","052","4"
"56536","91","157","Agronomy","1","0","001","1"
"60009","150","155","Law","16","6","052","5"
"60564","203","030","Zoology (Reg.)","1","0","171","4"
"56717","65","043","BBA","1","0","133","4"
"55217","150","131","Anaesthesiology","1","0","063","3"
"51197","113","087","Bachelor of Laws(LL.B)(B.B.A)","5","2","052","4"
"49660","207","030","GBcBT/Mb","1","0","171","4"
"60301","230","012","Corporate Secretary ship","1","1","009","4"
"50699","2","082","D.El.Ed. Course","0","0","012","6"
"52735","153","050","BE-IT","1","0","185","4"
"58550","27","036","Engineering","4","1","023","4"
"49289","19","012","Management Studies","3","3","009","4"
"54031","153","043","BBA","2","1","133","4"
"50766","153","050","Computer Science & Engineering","18","1","017","4"
"59444","153","122","Communication Engg.","1","0","020","3"
"52249","178","044","Under Graduate","1","0","055","4"
"56887","16","036","Mechanical Engineering","1","0","023","4"
"57637","153","036","Computer Science & Engineering","1","1","017","4"
"60894","70","122","M.Tech","1","0","017","3"
"60076","202","124","Sociology","1","0","115","3"
"58928","153","122","Construction Engineering","1","0","016","3"
"61102","153","049","BDS","1","0","066","4"
"48629","20","180","BCA","1","0","095","4"
"50605","73","111","Agril.Economics","1","0","001","3"
"51512","207","108","Pharmacy","1","0","076","3"
"58162","20","036","Computer Science & Engineering","1","0","017","4"
"48111","160","012","Professional Accounting","2","0","009","4"
"58220","160","006","Arts","5","1","178","4"
"50080","2","129","MEDICAL","1","0","068","4"
"57425","55","044","Business Management","1","1","055","4"
"53730","160","036","Software","1","0","017","4"
"52619","193","050","INDUSTRIAL","1","1","023","4"
"61356","39","036","B.Tech. (Electronics & Communication Engineering) (Communications Systems)","1","0","020","4"
"57280","14","044","B.B.M.","1","1","055","4"
"61264","20","043","BBA (With specialisation/options)","1","0","133","4"
"52722","246","018","B.A. J&MC","1","0","051","4"
"58847","153","124","Social Entrepreneurship","1","1","116","3"
"56380","228","046","Computer Applications","1","0","183","4"
"59587","83","030","Science","1","1","171","4"
"50760","153","036","CIVIL","1","0","016","4"
"51616","153","036","Civil","18","0","016","4"
"58223","207","006","Arts","2","2","178","4"
"51443","228","036","Electrical","1","0","019","4"
"56617","139","050","Biomedical","1","1","026","4"
"48554","165","050","Civil Engineering","1","0","016","4"
"48419","113","176","Psychology","1","1","012","4"
"49084","153","161","Vyakaran","15","0","080","4"
"59136","117","043","BBA","7","3","133","4"
"56378","44","046","Computer Applications","3","0","183","4"
"59160","124","111","Molecular Biology","1","0","101","3"
"54371","160","036","Electrical Engineering","1","0","019","4"
"47545","160","036","PE","1","0","026","4"
"60417","102","027","Pharmacy","17","14","076","4"
"54452","51","126","MBA","1","1","133","3"
"50481","116","043","Professional","1","0","133","4"
"58832","2","043","Management","2","1","133","4"
"60451","160","070","Physiotherapy","3","0","164","4"
"58276","55","030","Life Science","2","1","171","4"
"53391","153","036","Biotechnology","1","0","026","4"
"53820","193","036","CSE","2","0","017","4"
"54583","216","089","Law","1","0","052","3"
"56149","178","036","Civil Engineering","1","1","016","4"
"48717","113","046","Science","12","0","183","4"
"61656","109","124","History","1","0","179","3"
"53179","165","036","Chemical Engineering","1","1","015","4"
"53088","153","012","Commerce","4","2","009","4"
"54025","138","082","Military Music (YB)","2","0","011","6"
"47965","207","012","Commerce","1","0","009","4"
"50775","70","122","M.Tech. (Fibres and Textile Processing Technology)","3","0","026","3"
"51444","228","036","Civil","1","0","016","4"
"56006","2","111","Computer Science","2","0","107","3"
"55209","27","062","English","1","1","052","4"
"53491","139","129","MBBS","2","0","068","4"
"59026","70","124","Sociology","1","1","115","3"
"50338","65","157","Science","1","1","094","1"
"49523","113","039","Law","1","0","052","8"
"56982","52","006","Economics,Political Science and Sociology","2","1","178","4"
"58993","75","124","TAMIL","2","1","047","3"
"50834","149","044","Management","6","2","055","4"
"57729","245","126","Business Management","1","0","133","3"
"50374","27","082","MECHANICAL ENGG","1","0","023","6"
"47547","102","044","Management","4","2","055","4"
"56677","198","050","Mechanical Engineering","1","1","023","4"
"61577","245","188","Integrated B.Sc. - M.Sc. (Economics)","4","1","107","8"
"61619","68","157","Animal Biochemistry","1","0","001","1"
"54907","245","030","Geology","2","1","171","4"
"57781","20","036","Engineering CEA","1","0","019","4"
"58586","153","036","Engineering","42","1","023","4"
"52187","182","180","COMUTER SCIENCE","2","0","095","4"
"60450","160","176","Islamic Studies","1","0","086","4"
"49712","102","044","BBM","2","1","055","4"
"59074","40","106","VOCAL","8","8","127","3"
"59121","244","157","Linguistics","3","0","050","1"
"51882","206","030","Science","1","1","095","4"
"53169","46","043","COMPULSORY","1","0","133","4"
"47935","160","046","COMPUTER","3","0","183","4"
"59894","27","049","Dental","2","2","066","4"
"54872","244","122","Environmental Science, Earthquake Engineering","1","0","016","3"
"52100","206","036","Civil","3","1","016","4"
"53079","153","036","Computer Science and  Engineering","2","1","017","4"
"53698","153","036","Mechanical","12","0","023","4"
"61284","20","036","B.Tech. (Mechanical Engineering) (Thermal)","1","0","023","4"
"60952","153","031","Nursing","28","20","072","4"
"51854","153","012","Programme","6","0","009","4"
"48201","207","043","Business  Adminstration","2","0","133","4"
"58602","216","036","Engineering","1","0","017","4"
"59010","207","124","Political Science","3","1","112","3"
"53917","231","036","Mechanical","1","0","023","4"
"56660","160","050","Electronics and Communication","1","0","026","4"
"47961","122","012","Commerce","1","1","009","4"
"51098","153","050","Automobile Engineering","1","0","026","4"
"48608","79","122","Digital Communication","1","0","020","3"
"49703","113","012","B.Com","1","0","009","4"
"61668","102","122","Civil Engineering","1","0","016","3"
"48614","122","126","Master of Business Administration","1","1","133","3"
"55835","101","111","COMPUTER SCIENCE","1","0","095","3"
"50128","153","030","agriculture","4","3","001","4"
"53547","160","111","M.Sc.(Agri.)","4","1","001","3"
"56244","153","036","CSE","1","0","017","4"
"50833","133","030","Computer Application","1","0","171","4"
"55530","247","176","English","5","5","031","4"
"58881","2","087","law","6","0","052","4"
"56233","247","012","Honours","1","1","009","4"
"60229","247","012","Honours","2","0","009","4"
"57346","207","043","Management","1","0","133","4"
"48786","2","050","Civil","6","0","016","4"
"61150","216","126","MBA","2","2","133","3"
"56571","217","176","PALI","3","0","008","4"
"59841","2","126","Business Management","1","0","133","3"
"58818","2","104","MBA(Agribusiness),Pusa","1","0","055","3"
"51659","206","036","MECH","4","1","023","4"
"50642","139","050","Mechanical (First Shift)","1","0","023","4"
"59214","206","180","Biotechnology","3","2","146","4"
"47829","102","117","Post graduate","1","1","072","3"
"59063","19","126","Business Administration","2","2","133","3"
"57268","153","070","PHYSIOTHTAPY","4","3","164","4"
"59875","244","046","Computer Application","2","0","183","4"
"47688","83","124","Master of Arts (Diplomacy, Law & Business)","1","0","112","3"
"59792","247","043","Management","1","0","133","4"
"57961","2","093","Commerce","1","0","009","3"
"50175","206","157","Sanskrit","2","0","046","1"
"59872","202","044","Management","3","0","055","4"
"56947","70","176","Philosophy","3","0","088","4"
"61101","27","049","BDS","5","3","066","4"
"53672","132","036","ECE","1","0","020","4"
"55892","70","157","Sociology","1","0","115","1"
"60932","52","043","MANAGEMENT","6","0","133","4"
"60897","153","036","B.Tech","1","0","015","4"
"49634","117","046","COMPUTER SCIENCE","1","0","183","4"
"53574","15","049","Dental","1","0","066","4"
"55900","153","126","Management","3","1","133","3"
"55894","102","111","Computer Science","1","1","107","3"
"60306","206","012","Corporate Secretarytship","1","1","009","4"
"53267","111","070","BPT","1","0","164","4"
"56286","206","044","COMMERCE","5","5","055","4"
"47149","132","129","allopathy","1","1","068","4"
"50270","113","009","Architecture","1","0","014","4"
"50333","207","111","Science","2","0","099","3"
"55489","160","044","management","12","2","055","4"
"57924","113","036","Bachelor of Technology","1","0","026","4"
"58400","202","124","Economics","1","0","109","3"
"51147","232","050","Computer Engineering","5","1","017","4"
"48404","103","043","Commerce","1","0","133","4"
"61180","244","157","Pharmaceutical Sciences","3","1","107","1"
"60723","213","157","Mechanical Engineering","2","1","023","1"
"58345","70","157","Ph.D - Biotechnology","1","0","146","1"
"54470","2","089","Law","6","0","052","3"
"57721","153","126","Business Management","25","10","133","3"
"57097","228","027","PHARMACY","4","1","076","4"
