"id","country_id","programme_id","discipline","total","girls","broad_discipline_group_id","level_id"
"59430","153","036","Mechanical Engg.","5","0","023","4"
"54847","168","036","Electrical Engineering","1","0","019","4"
"57221","247","176","Political Science","7","7","112","4"
"53655","117","036","Chemical","2","1","015","4"
"58863","245","124","Globalisation and Labour","1","0","116","3"
"56151","20","036","Computer Science and Engineering","1","0","017","4"
"59145","206","030","Microbiology","1","0","171","4"
"58690","102","093","Commerce","1","0","009","3"
"48532","153","001","VYAKRAN","4","0","080","3"
"57213","2","176","Music","1","1","127","4"
"61145","160","043","BBA","1","1","133","4"
"59892","207","046","BCA","3","0","183","4"
"55290","2","111","Physics","1","1","104","3"
"59315","160","030","Zoology","1","1","171","4"
"52015","124","111","M.Sc. Agriculture Crop Physiology","1","0","001","3"
"48796","20","050","Electrical Engineering","1","1","019","4"
"50496","153","043","Financial Markets","1","0","133","4"
"55459","103","135","Painting","1","1","030","3"
"56414","40","185","Economics","1","1","109","8"
"60940","153","043","MANAGEMENT","3","0","133","4"
"49059","153","050","COMPUTER SCIENCE AND ENGINEERING","6","0","017","4"
"60317","153","006","Arts","5","0","178","4"
"52062","124","157","Soil Science","1","0","001","1"
"48394","202","012","Commerce","1","0","009","4"
"53816","193","036","Biotech","1","0","026","4"
"54383","160","141","Library & Information Science","1","0","053","3"
"55611","70","157","Aerospace","1","0","122","1"
"49303","178","012","Management Studies","4","3","009","4"
"55456","153","180","Electronics","1","0","096","4"
"58662","73","186","MBA","1","0","133","8"
"54370","244","036","Electronics & Communication Engineering","2","0","020","4"
"54793","102","157","Civil Engineering","1","0","016","1"
"57317","216","030","Laboratory Technology","1","1","171","4"
"56472","27","036","Civil","1","0","016","4"
"50536","203","049","Dental Surgery","1","0","066","4"
"55012","153","036","ECE","3","0","020","4"
"48678","150","157","SANSKRIT","5","0","046","1"
"56196","232","036","Electronics and Communication","1","0","020","4"
"58842","153","012","B.COM (Prog)","1","0","009","4"
"47825","213","050","Electronics and Communications Engineering","2","0","020","4"
"54816","139","157","International Studies","1","0","035","1"
"51791","139","030","Science","1","0","171","4"
"54683","40","027","Pharm.D (Regular)","1","1","076","4"
"47644","228","026","PHARMACY","1","1","076","4"
"52315","20","012","Commerce","4","4","009","4"
"54731","206","153","Social work","1","0","117","3"
"58201","103","124","English","18","3","031","3"
"61019","20","036","Mechanical","3","3","023","4"
"55380","2","036","Civil Engineering","1","1","016","4"
"54803","109","176","History&Culture","1","1","111","4"
"56396","230","036","All","1","1","026","4"
"57102","247","039","Law","1","0","052","8"
"54581","20","126","Busieness Administration","6","4","133","3"
"58423","103","111","Biochemistry","6","1","143","3"
"49552","130","006","Arts","1","1","178","4"
"58683","2","043","Commerce","2","1","133","4"
"58444","224","145","Physical Education","1","0","082","3"
"61201","202","036","CSE","7","0","017","4"
"56015","160","111","Computer Science","1","0","107","3"
"53697","153","036","IT","2","0","185","4"
"57561","145","082","Diploma of Proficiency in English and Career Skills","1","1","031","6"
"52487","130","046","Computer","1","0","183","4"
"58130","166","030","COMPUTER SCIENCES","1","1","171","4"
"58940","160","030","Science","1","1","171","4"
"50125","244","050","Civil Engin","1","0","016","4"
"54940","102","193","Pharmacy","9","6","076","3"
"51610","182","111","Chemistry","1","0","094","3"
"56595","2","012","Commerce (Finance)","3","0","009","4"
"50405","109","157","Gandhian Thought","1","1","036","1"
"59928","2","036","Computer Science & Engineering","1","0","017","4"
"49666","19","046","BCA","6","0","183","4"
"60872","232","157","Humanities and Social Sciecne","1","1","116","1"
"48195","2","030","Science","1","0","188","4"
"60854","149","012","commerce","2","1","009","4"
"52334","27","039","Faculty of law","3","0","052","8"
"50104","102","117","Nursing","10","10","072","3"
"51458","153","050","COMPUTER SCIENCE AND ENGINEERING","1","0","017","4"
"48795","20","050","Computer Engineering","1","1","017","4"
"52736","70","050","BE-ME","1","0","023","4"
"51890","153","036","ME","5","0","023","4"
"55313","165","036","ELECTRONICS","1","0","020","4"
"53450","132","124","Human Resource  Planning and Development","1","0","116","3"
"53104","68","111","Science","1","0","177","3"
"56207","20","036","Electrical and Electronic Engineering","1","0","026","4"
"47905","228","030","Airline Tourism & Hospitality Management","1","1","171","4"
"49070","206","050","Computer Engineering","1","1","017","4"
"57242","15","129","Anatomy, Physiology, Biochemistry, Pathology , Microbiology, Pharmcology, Forensic Medicine, Ophthalmology, ENT, Community Medicine, Medicine, Surgery, Obst. & Gynae, Pediatrics","1","1","068","4"
"51286","104","049","BDS","1","1","066","4"
"49056","73","050","I.T.","1","0","185","4"
"60833","225","006","Arts","6","2","178","4"
"53030","44","036","Computer Science and Engineering","1","0","017","4"
"56240","153","036","Civil","5","0","016","4"
"54922","109","155","Human Consciousness, Yoga and Alternative Therapy","1","1","083","5"
"51011","232","030","AFD","1","1","027","4"
"60590","160","030","Geography, Tourism & Travel Management  (Evening)","1","1","171","4"
"51517","2","046","COMPUTER SCIENCE","7","1","183","4"
"52772","20","051","Foundation","2","1","030","4"
"55832","27","030","B.Sc PHY","4","0","171","4"
"49708","124","046","BCA","2","0","183","4"
"55673","247","176","B.A.(H) English","4","1","031","4"
"57123","70","122","Civil","1","0","016","3"
"47593","160","087","Law (BSL,LL.B)","1","1","052","4"
"48097","20","050","Computer Engieering","2","1","017","4"
"52480","8","046","Computer","1","0","183","4"
"55660","46","006","B.A.(P)","1","0","178","4"
"61326","27","126","MBA","2","2","133","3"
"48108","27","038","Veterinary Sciences","7","2","007","4"
"52536","216","101","Commerce & Management","1","0","138","3"
"54242","20","157","Commerce","1","0","009","1"
"53620","65","043","Business Admin","1","1","133","4"
"54253","101","157","Linguistics","2","0","054","1"
"58437","202","036","Chemical Engineering","2","0","015","4"
"54319","244","157","Commerce","2","0","009","1"
"59865","27","012","COMMERCE","4","1","009","4"
"57247","247","180","Honours","4","0","107","4"
"57241","33","129","Anatomy, Physiology, Biochemistry, Pathology , Microbiology, Pharmcology, Forensic Medicine, Ophthalmology, ENT, Community Medicine, Medicine, Surgery, Obst. & Gynae, Pediatrics","3","1","068","4"
"54496","182","130","Computer Application","1","0","183","3"
"53804","178","193","Pharmacy","2","2","076","3"
"57682","40","087","BA LL.B","1","1","052","4"
"52191","20","193","Pharm.D","1","1","076","3"
"56612","165","050","Aeronautical","1","0","122","4"
"55553","139","176","English","1","1","031","4"
"60464","193","124","Human Rights","6","0","115","3"
"48748","232","012","COMMERCE","1","0","009","4"
"54620","103","093","Commerce","1","0","009","3"
"59434","206","036","Chemical Engineering","1","1","015","4"
"49089","20","036","CSE","3","2","017","4"
"52592","228","046","Computer Science","3","0","183","4"
"50609","206","012","Commerce","1","1","009","4"
"55365","182","012","EBanking","2","0","009","4"
"50554","139","027","B Pharm","5","1","076","4"
"59795","244","043","Management","1","0","133","4"
"55562","2","012","Commerce","1","0","009","4"
"59627","160","025","Optometry","2","0","162","4"
"48713","68","046","Science","8","0","183","4"
"60554","206","006","Tamil Literature","1","0","178","4"
"48807","153","050","Computer Science & Engineering","6","0","017","4"
"60867","244","012","commerce","10","0","009","4"
"55134","207","126","Management","1","0","133","3"
"56679","193","050","Mechatronics","1","0","026","4"
"55088","113","012","Commerce","4","1","009","4"
"47591","206","012","COMMERCE","3","1","009","4"
"50441","207","012","B.Com.C.A","2","0","009","4"
"48087","2","056","Homoeopathy","2","2","071","4"
"53642","113","036","ECE","1","0","020","4"
"54717","160","157","Polymer Science & Rubber Technology","1","0","026","1"
"60371","40","012","Commerce","1","0","009","4"
"48692","109","131","Ayurveda","1","1","064","3"
"56467","117","036","Computer","1","0","017","4"
"61665","117","036","Computer Engineering","1","0","017","4"
"51797","168","046","Computer Applications","2","0","183","4"
"60905","206","005","Ayurveda","2","2","064","4"
"51154","150","050","Computer Engineering","1","0","017","4"
"61166","160","193","PHARM-D","1","1","076","3"
"55609","232","157","Microbiology Cell Biology","1","1","091","1"
"57020","115","006","History, Economics and Political Science","1","1","178","4"
"52441","206","050","Civil Engineering","1","0","016","4"
"57340","160","012","Commerce","1","0","009","4"
"58052","160","031","Nursing","7","6","072","4"
"53822","193","036","EEE","1","0","019","4"
"54006","207","093","Finance & Control","2","0","009","3"
"52135","153","046","computer","4","1","183","4"
"55903","207","111","Geology","1","0","099","3"
"57997","153","124","Applied Psychology","1","1","113","3"
"52349","70","046","COMPUTER APPLICATION","2","1","183","4"
"48358","27","006","Arts","1","1","178","4"
"60010","153","155","Law","9","6","052","5"
"61254","2","036","B.Tech. (Electrical Engineering)","39","0","019","4"
"54667","15","036","Computer Science and Engineering (ASE, CBE)","1","1","017","4"
"48431","153","050","Engineering & Technology","1","0","023","4"
"58525","25","027","Pharmacy","2","1","076","4"
"47151","230","129","allopathy","6","5","068","4"
"54222","245","012","B. Com. + B. Com (H)","1","0","009","4"
"51058","230","050","B.E.","8","2","026","4"
"49658","206","111","Microbiology","3","3","156","3"
"48825","232","036","ICT","1","1","026","4"
"59720","232","050","ELECTRONICS & COMMUNICATION ENGINEERING","8","4","020","4"
"53338","232","129","Medical","1","1","068","4"
"55460","102","051","Sculpture","1","1","030","4"
"52422","153","043","Business Administration","1","1","133","4"
"54528","245","111","Computer Science","1","0","107","3"
"51179","132","050","BE-Petroleum and  offshore engineering","1","0","026","4"
"61651","70","157","Inter-disciplinary","1","0","012","1"
"56153","19","036","Computer Science and Engineering","1","0","017","4"
"49545","113","049","English","1","1","066","4"
"47693","2","124","Master of Arts (Diplomacy, Law & Business)","1","0","112","3"
"60215","244","157","Biochemistry","1","0","143","1"
"57012","247","124","Economics","3","2","109","3"
"61109","245","046","BCA","3","0","183","4"
"48089","102","126","MANAGEMENT","1","1","133","3"
"57155","20","036","Electronics & Communication Engineering","4","2","020","4"
"59755","244","049","Dental","1","0","066","4"
"50157","153","030","MLT","14","3","171","4"
"57775","116","012","Commerce","1","0","009","4"
"60238","244","030","Animation Design","2","0","171","4"
"50442","207","046","BCA","1","0","183","4"
"58366","2","097","M.Ed","9","0","012","3"
"52620","117","036","INFORMATION SCIENCE AND TECHNOLOGY","1","0","185","4"
"58056","27","039","Law","1","1","052","8"
"54467","206","124","Communication  & journalisam","4","2","051","3"
"55573","8","043","Oil & Gas Marketing","1","0","133","4"
"50473","101","043","e-Banking and Finance","1","1","133","4"
"59650","27","036","Electrical Engineering","2","0","019","4"
"53937","244","082","Yoga","1","0","107","6"
"52713","153","043","BBA","10","1","133","4"
"50617","153","124","SOCIOLOGY","27","12","115","3"
"49090","20","036","EE","1","0","019","4"
"53255","203","030","B.Sc MIT","10","5","171","4"
"61258","2","111","M.Sc. (Food  Technology)","1","0","123","3"
"57922","102","036","Bachelor of Technology","1","0","026","4"
"54751","2","012","Commerce& Business  Studies","8","0","009","4"
"56953","246","124","International Studies","1","0","008","3"
"58739","231","044","Bus. Admn","1","0","055","4"
"59304","206","076","Special Course-Thumri","1","1","029","7"
"54399","160","111","Mathematics","1","0","174","3"
"53927","232","036","Chemical","1","1","015","4"
"47902","213","043","Management","1","0","133","4"
"49681","206","044","BBM","3","3","055","4"
"54561","168","126","Busieness Administration","2","0","133","3"
"51588","68","036","Computer Science & Engineering","1","1","017","4"
"50956","113","030","INFORMATION   TECHNOLOGY","1","0","185","4"
"50274","207","050","Electrical","3","0","019","4"
"57492","216","012","Computers","2","0","009","4"
"58688","103","124","Arts","3","0","116","3"
"55922","160","070","BPT","1","1","164","4"
"51174","61","050","BE-Harbour Engineering","8","2","026","4"
"55979","40","129","Dermatology","5","2","068","4"
"51965","2","157","Civil Engineering Structural Engineering","1","0","016","1"
"56830","232","006","Psychology,Sociology and English","1","1","178","4"
"53624","82","049","Dental","1","1","066","4"
"56492","153","148","Public Health","1","0","167","3"
"60810","149","111","Petroleum Technology","1","0","107","3"
"60630","46","124","Arts","5","0","116","3"
"49178","20","087","Law","1","1","052","4"
"53919","231","129","Medicine","1","0","068","4"
"53831","198","009","Architecture","1","1","014","4"
"48803","193","012","UG-4","1","1","009","4"
"53991","182","030","B.Sc.Catering Science & Hotel Management","3","3","171","4"
"47544","20","087","LL.B.","1","0","052","4"
"58944","244","124","English","1","1","031","3"
"54791","102","157","Commerce& Business  Studies","1","1","009","1"
"60382","206","030","Psychology","1","1","171","4"
"53108","247","180","Science","2","2","174","4"
"47333","40","036","Mechanical Engineering","2","0","023","4"
"49773","153","036","Civil Engineering","2","1","016","4"
"56849","133","006","Psychology,Sociology and Economics","1","1","178","4"
"60567","232","124","Political Science","1","0","112","3"
"58735","153","044","Bus. Admn","4","4","055","4"
"57293","117","129","Medical","1","0","068","4"
"52447","6","050","Electronics Communication and Engineering","1","0","020","4"
"49202","160","050","ELECTRICAL & ELECTRONICS ENGINEERING","1","0","019","4"
"55522","102","070","physiotherapy","1","0","164","4"
"56640","20","050","Computer Science & Engineering","1","0","017","4"
"60430","153","046","Computer Application","2","0","183","4"
"54951","193","046","Computer Application","1","0","183","4"
"60048","113","012","Commerce","1","0","009","4"
"58001","231","126","MBA Executive","1","0","133","3"
"60494","160","108","Pharmacology","1","0","076","3"
"55097","159","006","Arts","6","1","178","4"
"52168","206","130","Computer application","1","0","183","3"
"51942","153","050","EEE","1","0","019","4"
"54498","207","124","Economics","1","0","109","3"
"47188","207","046","Computer Applications","45","1","183","4"
"53126","206","124","Indian music","2","1","116","3"
"53230","232","036","Electronics & Communication Engineering","1","1","020","4"
"59186","207","036","ELECTRONICS & COMMUNICATION ENGINEERING (ECE)","10","1","020","4"
"48110","6","046","computer application","1","0","183","4"
"53447","119","124","Human Resource  Planning and Development","1","0","116","3"
"50723","160","030","Biotechnology","1","0","171","4"
"56099","153","043","General","5","2","133","4"
"54474","151","111","Psychology","1","1","107","3"
"57815","150","126","Management","1","1","133","3"
"56824","113","012","Commerce ","1","0","009","4"
"54638","70","157","CIvil","3","0","016","1"
"57828","231","043","Business Administration","1","0","133","4"
"56637","230","050","Computer and Communication Engineering","1","0","026","4"
"57662","165","087","BA LL.B (Honours)","5","4","052","4"
"58461","244","133","Infrastructure Engineering","2","0","016","3"
"48398","70","012","Commerce","1","0","009","4"
"52568","139","006","Arts","2","1","178","4"
"58390","103","124","Psychology","3","0","113","3"
"60968","132","129","MBBS","3","2","068","4"
"59292","206","076","Swaravadya-Praveshika","1","0","029","7"
"53100","2","124","Arts","1","0","112","3"
"53696","153","036","Genetic","4","1","026","4"
"52028","124","122","M.Tech Civil Engineering Construction Engineering & Management","5","1","016","3"
"52811","153","117","Nursing","2","2","072","3"
"57560","139","043","Business Management","2","0","133","4"
"57635","178","036","Electrical Engineering","1","0","019","4"
"61063","38","036","CIVIL ENGG","1","0","016","4"
"54295","173","030","Science","1","0","171","4"
"51683","153","082","CIVIL","3","0","016","6"
"52663","2","046","COMPUTERS","1","1","183","4"
"49830","139","126","MBA","1","1","133","3"
"53649","117","012","ISM","1","1","009","4"
"52343","2","006","Arts","10","0","178","4"
"52235","117","043","Under Graduate","1","0","133","4"
"61039","193","028","Planning","1","1","124","4"
"55893","82","157","Computer Science","1","0","107","1"
"60036","207","012","Commerce","6","1","009","4"
"55206","2","062","English","13","2","052","4"
"58003","139","089","CLC, LC-I, LC-II LLB","1","1","052","3"
"61153","27","012","B.COM","2","1","009","4"
"48525","230","050","ME","1","0","023","4"
"59982","20","036","Civil Engineering","2","0","016","4"
"48490","2","043","B.B.A","15","4","133","4"
"48331","245","027","PHARMACY","4","1","076","4"
"53876","206","129","Medicine","3","2","068","4"
"50380","33","006","Arts","1","1","178","4"
"50974","133","006","PLP","1","1","178","4"
"59683","230","009","ARCH","1","1","014","4"
"59210","20","176","Economics","1","0","109","4"
"60632","46","176","French","1","1","032","4"
"49645","52","044","BBM","4","2","055","4"
"48719","216","046","Science","4","0","183","4"
"57806","117","087","LAW","1","1","052","4"
"56084","51","036","Non Medical","10","1","017","4"
"57128","247","176","Psychology","1","0","116","4"
"47841","153","001","Arts","2","0","080","3"
"57661","153","087","BBA LL.B (Honours)","1","1","052","4"
"59148","132","030","Microbiology","1","1","171","4"
"47330","103","027","Pharmacy","12","0","076","4"
"55110","198","111","Yoga","5","4","107","3"
"52411","244","111","CHEMISTRY","1","0","094","3"
"57046","228","043","Management","1","1","133","4"
"56835","216","036","Computer Science & Engineering","1","1","017","4"
"51720","2","006","Arts","13","13","178","4"
"58316","207","043","Management","4","0","133","4"
"55623","153","157","Microbiology Cell Biology","2","1","091","1"
"60624","19","157","Philosophy","1","0","119","1"
"51430","165","046","Computer","2","0","183","4"
"47719","83","006","Arts","2","2","178","4"
"53494","165","129","MBBS","1","1","068","4"
"47909","246","126","Management","1","0","133","3"
"59035","70","124","Master of Rural Management","1","1","109","3"
"56821","20","030","Biotechnology,Chemistry and Zoology","1","1","171","4"
"59581","206","012","Arts","1","1","009","4"
"47557","182","104","BUSINESS ADMINISTRATION","2","1","055","3"
"51134","153","122","Structural Engineering","3","0","016","3"
"51313","153","009","Bachelor of Architecture Bachelor Of Architecture(Bcm","3","2","014","4"
"52234","116","044","Under Graduate","1","1","055","4"
"53483","15","155","Human Rights  Law","1","0","052","5"
"55260","8","036","Computer Science Engineering","1","0","017","4"
"61341","37","108","M.Pharm.","1","0","076","3"
"54259","102","157","Computer Engineering (Computer Networks, AI & Soft Computing, Parallel Computing, Multimedia Technologies, Web mining & searching","2","1","017","1"
"57108","153","035","CSE Dual Degree","3","0","017","8"
"61338","37","082","Diploma (Engg.)  Information Technology (IT)","1","0","185","6"
"57843","51","046","Computer Application","2","1","183","4"
"51501","182","027","Pharmacy","2","0","076","4"
"48607","20","122","Computer Science & Engineering","1","0","017","3"
"50759","20","043","BUSINESS ADMINISTRATION","2","2","133","4"
"52448","132","050","Electrical and Electronics Engineering","1","0","019","4"
"52320","20","185","Humanities and Social Sciences","1","1","116","8"
"58467","103","124","Economics","5","1","109","3"
"61053","153","036","CIVIL ENGG","1","0","016","4"
"54055","27","044","MANAGEMENT","20","6","055","4"
"54003","182","093","M.Com","2","0","009","3"
"60505","202","030","Microbiology","1","1","171","4"
"58529","216","027","Pharmacy","1","0","076","4"
"54993","153","035","Biotechnology & Biochem.Engg.(M.Tech Dual 5Y)","1","0","026","8"
"58841","153","176","Arts","1","0","109","4"
"58573","122","036","Engineering","3","0","023","4"
"50451","206","111","AGRICULTURE","2","0","001","3"
"51057","27","054","Hotel Management","9","1","057","4"
"54226","246","122","CS/VLSI/ME/Thermal Engg. /Biotech/Machin Design/Chemical /Biochemical/Production & Industrial Engg.","9","0","026","3"
"52764","168","046","Computer Applications","1","0","183","4"
"50101","232","044","BBM","1","1","055","4"
"53807","193","043","Business Admin","7","2","133","4"
"60442","153","126","Health and Hospital Management","1","1","133","3"
"49529","2","111","Horticulture","1","0","005","3"
"54671","232","044","Business Management (ASAS, AMR)","1","0","055","4"
"54565","111","111","Mathematics","1","0","174","3"
"61434","153","082","Diploma (Engg.)  Electrical Engg.(EE)","2","0","019","6"
"51885","207","030","Science","2","0","185","4"
"55011","203","036","ECE","1","1","020","4"
"57329","160","031","BASIC","12","8","072","4"
"48338","149","050","MECHANICAL","1","0","023","4"
"54967","232","044","Commerce","1","1","055","4"
"61275","20","036","B.Tech. (Civil Engineering)","3","0","016","4"
"57620","117","036","Computer Science & Engineering","2","0","017","4"
"56518","230","036","CSE","6","3","017","4"
"47818","207","050","Electronics and Communications Engineering","5","0","020","4"
"60562","160","030","Chemistry","1","1","171","4"
"58737","153","201","Mass. Comn","31","10","055","4"
"53545","2","111","M.Sc.(Agri.)","1","0","001","3"
"60429","153","030","Medical Lab Technology","2","1","188","4"
"54553","207","098","Financial Management","1","0","056","3"
"50222","117","009","General","7","6","014","4"
"49810","103","122","Design Engineering","4","0","023","3"
"55241","2","131","Respiratory Med","1","0","078","3"
"55639","51","122","M.TECH","1","0","020","3"
"58389","202","111","Microbiology","1","0","156","3"
"53244","216","025","Bachelor of Clinical Optometry","3","0","162","4"
"52430","102","157","Instrumentation & USIC","1","0","107","1"
"54422","27","012","COMMERCE","2","2","009","4"
"52524","41","043","Management","1","1","133","4"
"49725","133","070","physiotherapy","1","1","164","4"
"54812","124","157","Electrical Engineering","1","0","019","1"
"61492","182","180","B.Sc. (Hons.) Economics","1","0","109","4"
"61140","153","030","B.Sc. OT","1","0","188","4"
"61524","206","036","B.Tech. (Computer Science & Engineering) (Intelligent Systems)","1","0","017","4"
"49225","207","050","Petroleum","2","0","026","4"
"57850","139","043","Information Technology","1","0","133","4"
"57907","165","016","Bachelor of Design","8","5","180","4"
"58088","102","030","ENVIRONMENTAL SCIENCE","1","0","171","4"
"57926","139","036","Bachelor of Technology","1","0","026","4"
"58711","206","036","Computer Science","2","2","017","4"
"52119","206","050","Electrical & Electronics Engineering","1","0","019","4"
"61092","153","036","COE, ECE, IT, EE, ME, CIVIL, BIOTECH, MECHATRONICS & CSE","10","2","026","4"
"47179","75","005","BAMS","1","0","064","4"
"61441","153","082","Diploma (Engg.)  Computer Sc. & Engg. (CSE)","6","0","017","6"
"57131","247","180","Mathematics","2","0","174","4"
"56421","102","157","Economics","4","1","109","1"
"61138","153","114","PHARMACOLOGY","1","0","076","3"
"54995","228","093","MANAGEMENT & ACCOUNTS","2","2","009","3"
"49591","228","076","Fine Arts","1","0","028","7"
"57945","160","111","BT","2","2","146","3"
"50976","160","012","GENERAL","1","1","009","4"
"54283","124","157","Sunni Theology","1","1","089","1"
"60660","204","109","Sanskrit","1","0","046","2"
"48121","153","043","Management","2","0","133","4"
"48354","20","012","commerce","1","1","009","4"
"49227","207","050","Petrochemical","1","0","026","4"
"58037","153","122","Energy Studies","1","0","026","3"
"48274","20","043","Management","3","0","133","4"
"51374","165","061","BA Journalism & Communication","2","2","051","4"
"54677","232","129","Bachelor of Medicine and Bachelor of Surgery","15","8","068","4"
"55062","20","155","Professional Communication in English","1","0","031","5"
"52112","15","129","Medical","1","1","068","4"
"56447","102","157","Microbiology","1","1","156","1"
"51346","153","046","BCA","4","1","183","4"
"61535","216","039","B.A., LL.B.(Hons.)","2","2","052","8"
"61374","52","036","B.Tech. (Electronics & Communication Engineering) (Digital Signal Processing)","1","1","020","4"
"55615","102","157","Molecular Reproduction and Development Genetics","3","2","098","1"
"52362","151","046","COMPUTER APPLICATION","2","2","183","4"
"48609","20","122","Power Systems Engineering","1","0","019","3"
"59760","153","036","BioTechnology","1","0","026","4"
"57022","160","031","Nursing","13","10","072","4"
"60759","70","157","Public Administration","3","1","114","1"
"54555","217","157","Philosophy","1","0","119","1"
"55967","232","129","Orthopedics","3","2","068","4"
"56883","113","124","Philosophy","1","0","088","3"
"49731","83","130","Science","1","0","183","3"
"52053","124","157","Environmental Engineering","1","0","016","1"
"55959","232","129","Surgery","3","2","068","4"
"61155","153","126","MBA","1","0","133","3"
"61310","27","030","B.Sc. (Medical Lab. Technology)","9","1","188","4"
"49273","117","012","Management Studies","2","0","009","4"
"56904","153","111","Psychology (HRDM)","1","1","113","3"
"59246","216","012","Commerce","1","1","009","4"
"53711","160","043","Business Admin","4","0","133","4"
"60418","102","046","Computer Application","0","0","183","4"
"57734","132","126","Business Management","1","0","133","3"
"48613","103","126","Master of Business Administration","1","0","133","3"
"54858","224","124","Islamic Studies","0","0","086","3"
"55469","150","109","Buddhist Studies","6","0","008","2"
"50808","207","027","B.Pharm","1","0","076","4"
"51451","153","050","CIVIL ENGINEERING","4","0","016","4"
"56542","153","027","Pharmacy","5","2","076","4"
"55534","2","176","Economics","1","1","109","4"
"57306","151","115","Medical","1","1","163","3"
"54822","153","130","Computer Applications","1","0","183","3"
"59759","27","036","BioTechnology","1","0","026","4"
"54933","103","027","Pharmacy","47","3","076","4"
"54013","37","111","M.Sc. Computer Science","3","1","095","3"
"54783","102","135","Painting, Sculpyure, Applied Art, Art education, Graphic Art, Art History & Art Appreaciation","1","1","028","3"
"54954","206","006","Arts","3","0","178","4"
"60282","153","155","Rural Management","2","2","060","5"
"52951","207","030","Computer Science","13","1","095","4"
"54267","103","049","Dental","2","0","066","4"
"55069","193","050","CSE","1","0","017","4"
"54857","224","124","English","1","1","031","3"
"56841","247","030","Chemistry,Botany and Zoology","5","4","171","4"
"58217","139","006","Arts","4","3","178","4"
"58613","245","036","Engineering","5","1","016","4"
"56333","27","043","management","5","3","133","4"
"48488","113","062","Law","1","0","052","4"
"57731","19","126","Business Management","8","4","133","3"
"58843","247","093","M. COM","1","1","009","3"
"51047","153","036","Civil Engineering","32","0","016","4"
"48755","178","129","M.B.B.S.-Bachelor of Medicine  and  Bachelor of Surgery","1","1","068","4"
"48633","20","108","Pharmacy","1","0","076","3"
"60664","204","176","German","1","1","033","4"
"56188","193","036","Biomedical","1","0","026","4"
"58142","217","124","ECONOMICS","1","1","109","3"
"52636","178","036","Information Technology","1","0","185","4"
"56505","216","184","GENERAL NURSING AND MIDWIFERY","1","1","072","6"
"58621","70","122","Engineering","1","0","017","3"
"59807","50","111","Bio Technology","2","1","146","3"
"50837","196","012","Commerce","1","0","009","4"
"48170","132","006","Arts","1","1","178","4"
"61089","216","082","ECE, CSE, ME & CIVIL","4","0","026","6"
"51762","113","122","Software Engineering","1","0","017","3"
"53801","178","049","Dental","1","0","066","4"
"55130","232","155","Yoga","1","0","107","5"
"53790","178","036","Civil","3","1","016","4"
"47631","102","153","social science","2","1","117","3"
"47560","216","012","Commerce","2","0","009","4"
"47794","206","050","Mechanical Engineering","1","0","023","4"
"59320","160","124","English","4","4","031","3"
"49774","153","036","Electrical Engineering","1","0","019","4"
"58846","230","124","Human Resources Management and Labour Relations","1","0","116","3"
"54573","102","111","Psychology","1","0","107","3"
"56699","107","176","Arts","1","1","113","4"
"60678","235","124","International Economics","1","0","109","3"
"58031","65","157","Computer Science","3","0","107","1"
"59926","133","036","Civil Engineering","1","0","016","4"
"51246","153","126","MBA (with Foreign Tour) HRM, Retail Trade, Banking & Insurance, Marketing, Finance, MSMEs# Entrepreneurship, Information Technology, Operations & Logistics, Inclusive & Sustainable Development, Real Estate Management, Stock Market & Derivatives, Tourism /","13","1","133","3"
"57596","216","043","Business Management","5","4","133","4"
"51770","38","130","Computer Application","2","0","183","3"
"59339","51","070","Physiotherapy","2","2","164","4"
"60647","112","157","Political Science","1","1","112","1"
"58985","80","036","Computer Science","1","0","017","4"
"52686","133","012","Hons.","2","2","009","4"
"55897","102","157","Law","1","1","052","1"
"59988","20","036","Computer Science & Engineering","10","0","017","4"
"47605","193","043","General","2","0","133","4"
"54032","27","043","BBA","1","1","133","4"
"58977","51","046","Computer Application","4","0","183","4"
"52725","245","050","BE-CIVIL","3","1","016","4"
"51145","232","050","Civil Engineering","1","1","016","4"
"55554","247","124","English","2","2","031","3"
"48827","40","049","Dental","1","1","066","4"
"54488","102","111","Computer Science","1","0","107","3"
"51986","83","157","Business Studies  Marketing","1","0","055","1"
"47704","153","070","PHYSIOTHERAPY","3","2","164","4"
"54002","182","130","M.C.A.","2","0","183","3"
"61583","245","030","B.Sc. (Nutrition & Dietetics)","1","1","039","4"
"59041","117","006","History","3","2","178","4"
"49618","153","046","Computer","1","0","183","4"
"48366","247","176","English","2","2","031","4"
"54444","51","036","ECE","1","0","020","4"
"59261","202","036","ECE","13","0","020","4"
"52804","27","050","CIVIL ENGG","36","5","016","4"
"52500","229","139","Journalism & Mass Communication","1","0","051","3"
"51738","230","124","English","1","1","031","3"
"58855","102","157","Health Systems Management","1","1","116","1"
"61187","2","036","ECE","1","0","020","4"
"47611","232","030","Visual Communication","1","1","171","4"
"50710","19","036","Computer Science & Engineering","2","0","017","4"
"53569","2","043","Business Admin","12","0","133","4"
"49771","153","036","Electrical","6","0","019","4"
"50610","206","046","Computer Application","1","1","183","4"
"59980","5","030","B.Sc","78","34","171","4"
"58547","25","036","Engineering","1","0","017","4"
"50768","153","050","Mechanical Engineering","21","0","023","4"
"49229","216","050","Civil","1","0","016","4"
"51898","2","044","Management","6","4","055","4"
