"university_id","survey_year","teaching_staff_sanctioned_strength_id"
"0670","2015","554568"
"0670","2015","554569"
"0670","2015","554570"
"0588","2015","554618"
"0588","2015","554619"
"0588","2015","554620"
"0588","2015","554621"
"0588","2015","554622"
"0588","2015","554623"
"0588","2015","554624"
"0775","2015","555413"
"0775","2015","555414"
"0775","2015","555415"
"0132","2015","556632"
"0132","2015","556633"
"0132","2015","556634"
"0132","2015","556635"
"0132","2015","556636"
"0572","2015","557294"
"0572","2015","557295"
"0572","2015","557296"
"0572","2015","557297"
"0572","2015","557298"
"0153","2015","558937"
"0153","2015","558938"
"0153","2015","558939"
"0153","2015","558940"
"0153","2015","558941"
"0153","2015","558942"
"0153","2015","558943"
"0130","2015","559039"
"0130","2015","559040"
"0130","2015","559041"
"0130","2015","559042"
"0130","2015","559043"
"0130","2015","559044"
"0130","2015","559045"
"0595","2015","559049"
"0595","2015","559050"
"0595","2015","559051"
"0595","2015","559052"
"0595","2015","559053"
"0595","2015","559054"
"0595","2015","559055"
"0595","2015","559056"
"0765","2015","560349"
"0765","2015","560350"
"0765","2015","560351"
"0765","2015","560352"
"0765","2015","560353"
"0765","2015","560354"
"0663","2015","560990"
"0663","2015","560991"
"0663","2015","560992"
"0663","2015","560993"
"0663","2015","560994"
"0647","2015","561918"
"0647","2015","561919"
"0647","2015","561920"
"0793","2015","562003"
"0793","2015","562004"
"0597","2015","562227"
"0597","2015","562228"
"0597","2015","562229"
"0597","2015","562230"
"0597","2015","562231"
"0597","2015","562232"
"0571","2015","562836"
"0571","2015","562837"
"0571","2015","562838"
"0571","2015","562839"
"0571","2015","562840"
"0133","2015","563432"
"0133","2015","563433"
"0133","2015","563434"
"0133","2015","563435"
"0133","2015","563436"
"0133","2015","563437"
"0135","2015","564205"
"0135","2015","564206"
"0135","2015","564207"
"0135","2015","564208"
"0136","2015","564491"
"0136","2015","564492"
"0136","2015","564493"
"0136","2015","564494"
"0136","2015","564495"
"0708","2015","564921"
"0708","2015","564922"
"0708","2015","564923"
"0708","2015","564924"
"0708","2015","564925"
"0708","2015","564926"
"0708","2015","564927"
"0708","2015","564928"
"0708","2015","564929"
"0708","2015","564930"
"0668","2015","564959"
"0668","2015","564960"
"0668","2015","564961"
"0668","2015","564962"
"0668","2015","564963"
"0668","2015","564964"
"0668","2015","564965"
"0668","2015","564966"
"0702","2015","565871"
"0702","2015","565872"
"0702","2015","565873"
"0702","2015","565874"
"0702","2015","565875"
"0702","2015","565876"
"0702","2015","565877"
"0702","2015","565878"
"0759","2015","565924"
"0759","2015","565925"
"0759","2015","565926"
"0759","2015","565927"
"0759","2015","565928"
"0753","2015","566102"
"0753","2015","566103"
"0753","2015","566104"
"0753","2015","566105"
"0753","2015","566106"
"0753","2015","566107"
"0753","2015","566108"
"0753","2015","566109"
"0753","2015","566110"
"0602","2015","566648"
"0602","2015","566649"
"0602","2015","566650"
"0602","2015","566651"
"0147","2015","566958"
"0147","2015","566959"
"0147","2015","566960"
"0147","2015","566961"
"0147","2015","566962"
"0147","2015","566963"
"0147","2015","566964"
"0147","2015","566965"
"0134","2015","567012"
"0134","2015","567013"
"0134","2015","567014"
"0134","2015","567015"
"0134","2015","567016"
"0140","2015","567376"
"0140","2015","567377"
"0140","2015","567378"
"0140","2015","567379"
"0140","2015","567380"
"0140","2015","567381"
"0140","2015","567382"
"0148","2015","567564"
"0148","2015","567565"
"0148","2015","567566"
"0148","2015","567567"
"0148","2015","567568"
"0148","2015","567569"
"0148","2015","567570"
"0148","2015","567571"
"0219","2015","567773"
"0219","2015","567774"
"0219","2015","567775"
"0219","2015","567776"
"0154","2015","567795"
"0154","2015","567796"
"0154","2015","567797"
"0154","2015","567798"
"0154","2015","567799"
"0154","2015","567800"
"0154","2015","567801"
"0154","2015","567802"
"0154","2015","567803"
"0044","2015","567930"
"0044","2015","567931"
"0044","2015","567932"
"0044","2015","567933"
"0044","2015","567934"
"0044","2015","567935"
"0044","2015","567936"
"0124","2015","568115"
"0124","2015","568116"
"0124","2015","568117"
"0124","2015","568118"
"0124","2015","568119"
"0124","2015","568120"
"0589","2015","569056"
"0589","2015","569057"
"0589","2015","569058"
"0589","2015","569059"
"0589","2015","569060"
"0589","2015","569061"
"0589","2015","569062"
"0714","2015","569145"
"0714","2015","569146"
"0714","2015","569147"
"0714","2015","569148"
"0714","2015","569149"
"0714","2015","569150"
"0714","2015","569151"
"0714","2015","569152"
"0714","2015","569153"
"0714","2015","569154"
"0706","2015","569704"
"0706","2015","569705"
"0706","2015","569706"
"0129","2015","569776"
"0129","2015","569777"
"0129","2015","569778"
"0129","2015","569779"
"0129","2015","569780"
"0129","2015","569781"
"0129","2015","569782"
"0511","2015","569868"
"0511","2015","569869"
"0511","2015","569870"
"0511","2015","569871"
"0151","2015","570219"
"0151","2015","570220"
"0151","2015","570221"
"0151","2015","570222"
"0151","2015","570223"
"0151","2015","570224"
"0151","2015","570225"
"0151","2015","570226"
"0215","2015","570848"
"0215","2015","570849"
"0215","2015","570850"
"0215","2015","570851"
"0215","2015","570852"
"0215","2015","570853"
"0215","2015","570854"
"0215","2015","570855"
"0215","2015","570856"
"0182","2015","570867"
"0182","2015","570868"
"0182","2015","570869"
"0182","2015","570870"
"0182","2015","570871"
"0182","2015","570872"
"0182","2015","570873"
"0182","2015","570874"
"0380","2015","571291"
"0380","2015","571292"
"0380","2015","571293"
"0380","2015","571294"
"0380","2015","571295"
"0010","2015","571483"
"0010","2015","571484"
"0010","2015","571485"
"0010","2015","571486"
"0010","2015","571487"
"0010","2015","571488"
"0175","2015","572107"
"0175","2015","572108"
"0175","2015","572109"
"0175","2015","572110"
"0175","2015","572111"
"0157","2015","572324"
"0157","2015","572325"
"0157","2015","572326"
"0157","2015","572327"
"0157","2015","572328"
"0157","2015","572329"
"0157","2015","572330"
"0790","2015","573077"
"0790","2015","573078"
"0790","2015","573079"
"0790","2015","573080"
"0790","2015","573081"
"0790","2015","573082"
"0790","2015","573083"
"0660","2015","573497"
"0660","2015","573498"
"0660","2015","573499"
"0119","2015","574362"
"0119","2015","574363"
"0119","2015","574364"
"0119","2015","574365"
"0119","2015","574366"
"0119","2015","574367"
"0601","2015","574542"
"0601","2015","574543"
"0601","2015","574544"
"0601","2015","574545"
"0601","2015","574546"
"0601","2015","574547"
"0601","2015","574548"
"0601","2015","574549"
"0601","2015","574550"
"0576","2015","574893"
"0576","2015","574894"
"0576","2015","574895"
"0576","2015","574896"
"0576","2015","574897"
"0193","2015","575250"
"0193","2015","575251"
"0193","2015","575252"
"0193","2015","575253"
"0193","2015","575254"
"0193","2015","575255"
"0193","2015","575256"
"0792","2015","575378"
"0792","2015","575379"
"0792","2015","575380"
"0792","2015","575381"
"0296","2015","575562"
"0296","2015","575563"
"0296","2015","575564"
"0296","2015","575565"
"0296","2015","575566"
"0450","2015","575607"
"0450","2015","575608"
"0450","2015","575609"
"0450","2015","575610"
"0450","2015","575611"
"0450","2015","575612"
"0244","2015","575713"
"0244","2015","575714"
"0244","2015","575715"
"0244","2015","575716"
"0244","2015","575717"
"0370","2015","576452"
"0370","2015","576453"
"0798","2015","576680"
"0798","2015","576681"
"0798","2015","576682"
"0798","2015","576683"
"0746","2015","577142"
"0746","2015","577143"
"0746","2015","577144"
"0746","2015","577145"
"0746","2015","577146"
"0746","2015","577147"
"0746","2015","577148"
"0746","2015","577149"
"0746","2015","577150"
"0746","2015","577151"
"0746","2015","577152"
"0746","2015","577153"
"0810","2015","577226"
"0810","2015","577227"
"0502","2015","577565"
"0502","2015","577566"
"0502","2015","577567"
"0502","2015","577568"
"0502","2015","577569"
"0502","2015","577570"
"0502","2015","577571"
"0502","2015","577572"
"0781","2015","578697"
"0781","2015","578698"
"0781","2015","578699"
"0781","2015","578700"
"0781","2015","578701"
"0781","2015","578702"
"0781","2015","578703"
"0738","2015","580968"
"0738","2015","580969"
"0738","2015","580970"
"0738","2015","580971"
"0738","2015","580972"
"0374","2015","581482"
"0374","2015","581483"
"0374","2015","581484"
"0374","2015","581485"
"0374","2015","581486"
"0641","2015","581558"
"0641","2015","581559"
"0641","2015","581560"
"0641","2015","581561"
"0641","2015","581562"
"0641","2015","581563"
"0051","2015","581851"
"0051","2015","581852"
"0051","2015","581853"
"0051","2015","581854"
"0051","2015","581855"
"0051","2015","581856"
"0051","2015","581857"
"0167","2015","581869"
"0167","2015","581870"
"0167","2015","581871"
"0167","2015","581872"
"0167","2015","581873"
"0167","2015","581874"
"0345","2015","581879"
"0345","2015","581880"
"0345","2015","581881"
"0345","2015","581882"
"0345","2015","581883"
"0345","2015","581884"
"0617","2015","582095"
"0617","2015","582096"
"0617","2015","582097"
"0617","2015","582098"
"0617","2015","582099"
"0186","2015","582235"
"0186","2015","582236"
"0186","2015","582237"
"0186","2015","582238"
"0186","2015","582239"
"0186","2015","582240"
"0186","2015","582241"
"0249","2015","583272"
"0249","2015","583273"
"0249","2015","583274"
"0137","2015","583355"
"0137","2015","583356"
"0137","2015","583357"
"0137","2015","583358"
"0137","2015","583359"
"0137","2015","583360"
"0768","2015","583806"
"0768","2015","583807"
"0310","2015","584097"
"0310","2015","584098"
"0310","2015","584099"
"0310","2015","584100"
"0699","2015","584574"
"0699","2015","584575"
"0699","2015","584576"
"0699","2015","584577"
"0699","2015","584578"
"0699","2015","584579"
"0699","2015","584580"
"0565","2015","584773"
"0565","2015","584774"
"0565","2015","584775"
"0565","2015","584776"
"0565","2015","584777"
"0565","2015","584778"
"0349","2015","585163"
"0349","2015","585164"
"0349","2015","585165"
"0349","2015","585166"
"0349","2015","585167"
"0349","2015","585168"
"0297","2015","585212"
"0297","2015","585213"
"0297","2015","585214"
"0297","2015","585215"
"0297","2015","585216"
"0272","2015","585975"
"0272","2015","585976"
"0272","2015","585977"
"0272","2015","585978"
"0272","2015","585979"
"0234","2015","586085"
"0234","2015","586086"
"0234","2015","586087"
"0234","2015","586088"
"0234","2015","586089"
"0234","2015","586090"
"0234","2015","586091"
"0234","2015","586092"
"0234","2015","586093"
"0234","2015","586094"
"0234","2015","586095"
"0234","2015","586096"
"0234","2015","586098"
"0234","2015","586099"
"0234","2015","586101"
"0234","2015","586103"
"0234","2015","586104"
"0234","2015","586105"
"0234","2015","586106"
"0234","2015","586107"
"0586","2015","586976"
"0586","2015","586977"
"0586","2015","586978"
"0586","2015","586979"
"0352","2015","587340"
"0352","2015","587341"
"0352","2015","587342"
"0352","2015","587343"
"0352","2015","587344"
"0537","2015","587358"
"0537","2015","587359"
"0537","2015","587360"
"0537","2015","587361"
"0537","2015","587362"
"0537","2015","587363"
"0358","2015","587632"
"0358","2015","587633"
"0358","2015","587634"
"0358","2015","587635"
"0358","2015","587636"
"0686","2015","588075"
"0686","2015","588076"
"0686","2015","588077"
"0686","2015","588078"
"0686","2015","588079"
"0686","2015","588080"
"0686","2015","588081"
"0583","2015","588285"
"0583","2015","588286"
"0583","2015","588287"
"0583","2015","588288"
"0583","2015","588289"
"0327","2015","589827"
"0327","2015","589828"
"0327","2015","589829"
"0327","2015","589830"
"0327","2015","589831"
"0327","2015","589832"
"0353","2015","589970"
"0353","2015","589971"
"0353","2015","589972"
"0353","2015","589973"
"0353","2015","589974"
"0353","2015","589975"
"0353","2015","589976"
"0353","2015","589977"
"0305","2015","590150"
"0305","2015","590151"
"0305","2015","590152"
"0305","2015","590153"
"0305","2015","590154"
"0288","2015","591478"
"0288","2015","591479"
"0288","2015","591480"
"0288","2015","591481"
"0288","2015","591482"
"0288","2015","591483"
"0281","2015","591780"
"0281","2015","591781"
"0281","2015","591782"
"0281","2015","591783"
"0105","2015","592444"
"0105","2015","592445"
"0105","2015","592446"
"0105","2015","592447"
"0105","2015","592448"
"0105","2015","592449"
"0105","2015","592450"
"0664","2015","593273"
"0664","2015","593274"
"0664","2015","593275"
"0664","2015","593276"
"0664","2015","593277"
"0664","2015","593278"
"0476","2015","593398"
"0476","2015","593399"
"0476","2015","593400"
"0476","2015","593401"
"0476","2015","593402"
"0640","2015","593552"
"0640","2015","593553"
"0640","2015","593554"
"0640","2015","593555"
"0439","2015","593609"
"0439","2015","593610"
"0314","2015","593948"
"0314","2015","593949"
"0314","2015","593950"
"0314","2015","593951"
"0314","2015","593952"
"0314","2015","593953"
"0355","2015","594323"
"0355","2015","594324"
"0355","2015","594325"
"0355","2015","594326"
"0355","2015","594327"
"0355","2015","594328"
"0355","2015","594329"
"0054","2015","594364"
"0054","2015","594365"
"0054","2015","594366"
"0054","2015","594367"
"0659","2015","594431"
"0659","2015","594432"
"0308","2015","595240"
"0308","2015","595241"
"0308","2015","595242"
"0308","2015","595243"
"0308","2015","595244"
"0400","2015","596128"
"0400","2015","596129"
"0400","2015","596130"
"0400","2015","596131"
"0400","2015","596132"
"0400","2015","596133"
"0523","2015","596242"
"0523","2015","596243"
"0523","2015","596244"
"0523","2015","596245"
"0523","2015","596246"
"0523","2015","596247"
"0523","2015","596248"
"0728","2015","596323"
"0728","2015","596324"
"0728","2015","596325"
"0728","2015","596326"
"0728","2015","596327"
"0728","2015","596328"
"0569","2015","596437"
"0569","2015","596438"
"0569","2015","596439"
"0569","2015","596440"
"0569","2015","596441"
"0351","2015","597031"
"0351","2015","597032"
"0351","2015","597033"
"0351","2015","597034"
"0351","2015","597035"
"0083","2015","597126"
"0083","2015","597127"
"0083","2015","597128"
"0083","2015","597129"
"0346","2015","597892"
"0346","2015","597893"
"0346","2015","597894"
"0346","2015","597895"
"0346","2015","597896"
"0328","2015","598481"
"0328","2015","598482"
"0328","2015","598483"
"0328","2015","598484"
"0328","2015","598485"
"0328","2015","598486"
"0386","2015","598870"
"0386","2015","598871"
"0386","2015","598872"
"0386","2015","598873"
"0386","2015","598874"
"0553","2015","600575"
"0553","2015","600576"
"0553","2015","600577"
"0553","2015","600578"
"0553","2015","600579"
"0553","2015","600580"
"0553","2015","600581"
"0507","2015","600893"
"0507","2015","600894"
"0507","2015","600895"
"0507","2015","600896"
"0507","2015","600897"
"0554","2015","600969"
"0554","2015","600970"
"0385","2015","601751"
"0385","2015","601752"
"0385","2015","601753"
"0385","2015","601754"
"0385","2015","601755"
"0385","2015","601756"
"0385","2015","601757"
"0385","2015","601758"
"0691","2015","601867"
"0691","2015","601868"
"0691","2015","601869"
"0691","2015","601870"
"0691","2015","601871"
"0691","2015","601872"
"0691","2015","601873"
"0691","2015","601874"
"0691","2015","601875"
"0143","2015","601950"
"0143","2015","601951"
"0143","2015","601952"
"0143","2015","601953"
"0143","2015","601954"
"0143","2015","601955"
"0143","2015","601956"
"0531","2015","602236"
"0531","2015","602237"
"0531","2015","602238"
"0531","2015","602239"
"0531","2015","602240"
"0434","2015","602764"
"0434","2015","602765"
"0434","2015","602766"
"0434","2015","602767"
"0794","2015","603713"
"0794","2015","603714"
"0794","2015","603715"
"0794","2015","603716"
"0794","2015","603717"
"0794","2015","603718"
"0541","2015","603988"
"0541","2015","603989"
"0541","2015","603990"
"0541","2015","603991"
"0541","2015","603992"
"0541","2015","603993"
"0541","2015","603994"
"0541","2015","603995"
"0528","2015","604415"
"0528","2015","604416"
"0528","2015","604417"
"0528","2015","604418"
"0528","2015","604419"
"0528","2015","604420"
"0528","2015","604421"
"0528","2015","604422"
"0528","2015","604423"
"0528","2015","604424"
"0373","2015","604760"
"0373","2015","604761"
"0373","2015","604762"
"0373","2015","604763"
"0373","2015","604764"
"0373","2015","604765"
"0275","2015","604837"
"0275","2015","604838"
"0275","2015","604839"
"0275","2015","604840"
"0275","2015","604841"
"0275","2015","604842"
"0275","2015","604843"
"0320","2015","605033"
"0320","2015","605034"
"0320","2015","605035"
"0320","2015","605036"
"0320","2015","605037"
"0552","2015","605158"
"0552","2015","605159"
"0552","2015","605160"
"0552","2015","605161"
"0552","2015","605162"
"0552","2015","605163"
"0552","2015","605164"
"0419","2015","605508"
"0419","2015","605509"
"0419","2015","605510"
"0419","2015","605511"
"0419","2015","605512"
"0419","2015","605513"
"0419","2015","605514"
"0267","2015","605574"
"0267","2015","605575"
"0267","2015","605576"
"0267","2015","605577"
"0267","2015","605578"
"0267","2015","605579"
"0136","2015","605731"
"0458","2015","605786"
"0458","2015","605787"
"0458","2015","605788"
"0458","2015","605789"
"0458","2015","605790"
"0592","2015","605795"
"0592","2015","605796"
"0592","2015","605797"
"0592","2015","605798"
"0592","2015","605799"
"0592","2015","605800"
"0623","2015","606155"
"0623","2015","606156"
"0623","2015","606157"
"0623","2015","606158"
"0623","2015","606159"
"0623","2015","606160"
"0549","2015","606696"
"0549","2015","606697"
"0665","2015","606875"
"0665","2015","606876"
"0665","2015","606877"
"0665","2015","606878"
"0144","2015","607847"
"0144","2015","607848"
"0144","2015","607849"
"0144","2015","607850"
"0144","2015","607851"
"0144","2015","607852"
"0144","2015","607853"
"0144","2015","607854"
"0144","2015","607855"
"0761","2015","608095"
"0761","2015","608096"
"0761","2015","608097"
"0761","2015","608098"
"0761","2015","608099"
"0761","2015","608100"
"0761","2015","608101"
"0645","2015","608531"
"0645","2015","608532"
"0645","2015","608533"
"0645","2015","608534"
"0645","2015","608535"
"0754","2015","608646"
"0754","2015","608647"
"0754","2015","608648"
"0469","2015","608677"
"0469","2015","608678"
"0469","2015","608679"
"0469","2015","608680"
"0469","2015","608681"
"0469","2015","608682"
"0469","2015","608683"
"0469","2015","608684"
"0282","2015","608688"
"0282","2015","608689"
"0282","2015","608690"
"0282","2015","608691"
"0282","2015","608692"
"0282","2015","608693"
"0282","2015","608694"
"0282","2015","608695"
"0282","2015","608696"
"0160","2015","724490"
"0488","2015","608724"
"0488","2015","608725"
"0160","2015","724491"
"0488","2015","608727"
"0160","2015","724492"
"0318","2015","608754"
"0318","2015","608755"
"0318","2015","608756"
"0318","2015","608757"
"0318","2015","608758"
"0318","2015","608759"
"0731","2015","608789"
"0731","2015","608790"
"0731","2015","608791"
"0731","2015","608792"
"0731","2015","608793"
"0731","2015","608794"
"0460","2015","609951"
"0460","2015","609952"
"0460","2015","609953"
"0460","2015","609954"
"0460","2015","609955"
"0460","2015","609956"
"0460","2015","609957"
"0460","2015","609958"
"0460","2015","609959"
"0460","2015","609960"
"0435","2015","610187"
"0435","2015","610188"
"0435","2015","610189"
"0435","2015","610190"
"0435","2015","610191"
"0435","2015","610192"
"0435","2015","610193"
"0274","2015","610358"
"0274","2015","610359"
"0274","2015","610360"
"0274","2015","610361"
"0519","2015","610400"
"0519","2015","610401"
"0519","2015","610402"
"0519","2015","610403"
"0519","2015","610404"
"0519","2015","610405"
"0519","2015","610406"
"0519","2015","610407"
"0519","2015","610408"
"0519","2015","610409"
"0519","2015","610410"
"0519","2015","610411"
"0091","2015","610601"
"0091","2015","610602"
"0091","2015","610603"
"0091","2015","610604"
"0091","2015","610605"
"0091","2015","610606"
"0091","2015","610607"
"0454","2015","610790"
"0454","2015","610791"
"0454","2015","610792"
"0454","2015","610793"
"0454","2015","610794"
"0454","2015","610795"
"0454","2015","610796"
"0566","2015","610808"
"0566","2015","610809"
"0566","2015","610810"
"0566","2015","610811"
"0566","2015","610812"
"0467","2015","610990"
"0467","2015","610991"
"0467","2015","610992"
"0467","2015","610993"
"0467","2015","610994"
"0451","2015","611508"
"0451","2015","611509"
"0451","2015","611510"
"0739","2015","612003"
"0739","2015","612004"
"0739","2015","612005"
"0739","2015","612006"
"0739","2015","612007"
"0739","2015","612008"
"0562","2015","612080"
"0562","2015","612081"
"0562","2015","612082"
"0562","2015","612083"
"0562","2015","612084"
"0562","2015","612085"
"0562","2015","612086"
"0474","2015","612308"
"0474","2015","612309"
"0474","2015","612310"
"0474","2015","612311"
"0474","2015","612312"
"0470","2015","612711"
"0470","2015","612712"
"0470","2015","612713"
"0470","2015","612714"
"0470","2015","612715"
"0487","2015","613058"
"0487","2015","613059"
"0487","2015","613060"
"0487","2015","613061"
"0487","2015","613062"
"0487","2015","613063"
"0278","2015","613257"
"0278","2015","613258"
"0278","2015","613259"
"0278","2015","613260"
"0278","2015","613261"
"0278","2015","613262"
"0445","2015","613607"
"0445","2015","613608"
"0445","2015","613609"
"0445","2015","613610"
"0445","2015","613611"
"0445","2015","613612"
"0445","2015","613613"
"0522","2015","613811"
"0522","2015","613812"
"0522","2015","613813"
"0522","2015","613814"
"0522","2015","613815"
"0522","2015","613816"
"0498","2015","613860"
"0498","2015","613861"
"0498","2015","613862"
"0498","2015","613863"
"0498","2015","613864"
"0498","2015","613865"
"0093","2015","614070"
"0093","2015","614071"
"0093","2015","614072"
"0093","2015","614073"
"0093","2015","614074"
"0093","2015","614075"
"0093","2015","614076"
"0093","2015","614077"
"0093","2015","614078"
"0090","2015","614382"
"0090","2015","614383"
"0090","2015","614384"
"0090","2015","614385"
"0090","2015","614386"
"0090","2015","614387"
"0090","2015","614388"
"0226","2015","614455"
"0226","2015","614456"
"0226","2015","614457"
"0226","2015","614458"
"0226","2015","614459"
"0226","2015","614460"
"0489","2015","614624"
"0489","2015","614625"
"0489","2015","614626"
"0489","2015","614627"
"0489","2015","614628"
"0489","2015","614629"
"0489","2015","614630"
"0481","2015","614734"
"0481","2015","614735"
"0481","2015","614736"
"0481","2015","614737"
"0481","2015","614738"
"0481","2015","614739"
"0481","2015","614740"
"0364","2015","614787"
"0364","2015","614788"
"0364","2015","614789"
"0364","2015","614790"
"0364","2015","614791"
"0364","2015","614792"
"0364","2015","614793"
"0644","2015","614830"
"0644","2015","614831"
"0644","2015","614832"
"0644","2015","614833"
"0447","2015","614922"
"0447","2015","614923"
"0447","2015","614924"
"0447","2015","614925"
"0447","2015","614926"
"0447","2015","614927"
"0479","2015","615017"
"0479","2015","615018"
"0479","2015","615019"
"0479","2015","615020"
"0479","2015","615021"
"0479","2015","615022"
"0479","2015","615023"
"0559","2015","615318"
"0559","2015","615319"
"0559","2015","615320"
"0559","2015","615321"
"0559","2015","615322"
"0559","2015","615323"
"0559","2015","615324"
