"university_id","survey_year","teaching_staff_sanctioned_strength_id"
"0070","2015","615823"
"0070","2015","615824"
"0070","2015","615825"
"0070","2015","615826"
"0070","2015","615827"
"0070","2015","615828"
"0536","2015","616013"
"0536","2015","616014"
"0536","2015","616015"
"0536","2015","616016"
"0536","2015","616017"
"0536","2015","616018"
"0536","2015","616019"
"0536","2015","616020"
"0536","2015","616021"
"0536","2015","616022"
"0536","2015","616023"
"0263","2015","616071"
"0263","2015","616072"
"0263","2015","616073"
"0263","2015","616074"
"0263","2015","616075"
"0124","2015","616180"
"0239","2015","616294"
"0239","2015","616295"
"0239","2015","616296"
"0239","2015","616297"
"0239","2015","616298"
"0239","2015","616299"
"0239","2015","616300"
"0239","2015","616301"
"0239","2015","616302"
"0111","2015","616352"
"0111","2015","616353"
"0111","2015","616354"
"0111","2015","616355"
"0111","2015","616356"
"0468","2015","616602"
"0468","2015","616603"
"0468","2015","616604"
"0468","2015","616605"
"0468","2015","616606"
"0468","2015","616607"
"0715","2015","616608"
"0715","2015","616609"
"0715","2015","616610"
"0715","2015","616611"
"0715","2015","616612"
"0715","2015","616613"
"0715","2015","616614"
"0715","2015","616615"
"0771","2015","616796"
"0771","2015","616797"
"0771","2015","616798"
"0771","2015","616799"
"0771","2015","616800"
"0771","2015","616801"
"0771","2015","616802"
"0693","2015","616939"
"0693","2015","616940"
"0693","2015","616941"
"0693","2015","616942"
"0693","2015","616943"
"0483","2015","616973"
"0483","2015","616974"
"0483","2015","616975"
"0483","2015","616976"
"0424","2015","617428"
"0424","2015","617429"
"0424","2015","617430"
"0424","2015","617431"
"0424","2015","617432"
"0506","2015","617455"
"0506","2015","617456"
"0506","2015","617457"
"0506","2015","617458"
"0506","2015","617459"
"0506","2015","617460"
"0506","2015","617461"
"0506","2015","617462"
"0506","2015","617463"
"0506","2015","617464"
"0213","2015","617534"
"0213","2015","617535"
"0213","2015","617536"
"0213","2015","617537"
"0213","2015","617538"
"0213","2015","617539"
"0622","2015","617543"
"0622","2015","617544"
"0622","2015","617545"
"0622","2015","617546"
"0067","2015","617655"
"0067","2015","617656"
"0067","2015","617657"
"0067","2015","617658"
"0067","2015","617659"
"0067","2015","617660"
"0067","2015","617661"
"0067","2015","617662"
"0599","2015","617717"
"0599","2015","617718"
"0599","2015","617719"
"0599","2015","617720"
"0599","2015","617721"
"0599","2015","617722"
"0599","2015","617723"
"0599","2015","617724"
"0495","2015","618043"
"0495","2015","618044"
"0495","2015","618045"
"0495","2015","618046"
"0495","2015","618047"
"0495","2015","618048"
"0141","2015","618324"
"0141","2015","618325"
"0141","2015","618326"
"0141","2015","618327"
"0141","2015","618328"
"0141","2015","618329"
"0141","2015","618330"
"0141","2015","618331"
"0141","2015","618332"
"0141","2015","618333"
"0245","2015","618497"
"0245","2015","618498"
"0245","2015","618499"
"0245","2015","618500"
"0543","2015","618529"
"0543","2015","618530"
"0543","2015","618531"
"0543","2015","618532"
"0543","2015","618533"
"0543","2015","618534"
"0543","2015","618535"
"0543","2015","618536"
"0543","2015","618537"
"0543","2015","618538"
"0084","2015","618786"
"0084","2015","618787"
"0084","2015","618788"
"0084","2015","618789"
"0084","2015","618790"
"0209","2015","618900"
"0209","2015","618901"
"0209","2015","618902"
"0209","2015","618903"
"0448","2015","618922"
"0448","2015","618923"
"0448","2015","618924"
"0448","2015","618925"
"0448","2015","618926"
"0508","2015","618974"
"0508","2015","618975"
"0508","2015","618976"
"0508","2015","618977"
"0508","2015","618978"
"0052","2015","618979"
"0052","2015","618980"
"0052","2015","618981"
"0052","2015","618982"
"0052","2015","618983"
"0052","2015","618984"
"0052","2015","618985"
"0052","2015","618986"
"0052","2015","618987"
"0785","2015","619080"
"0785","2015","619081"
"0088","2015","619394"
"0088","2015","619395"
"0088","2015","619396"
"0088","2015","619397"
"0088","2015","619398"
"0088","2015","619399"
"0088","2015","619400"
"0590","2015","619884"
"0590","2015","619885"
"0590","2015","619886"
"0590","2015","619887"
"0590","2015","619888"
"0287","2015","619889"
"0287","2015","619890"
"0287","2015","619891"
"0287","2015","619892"
"0287","2015","619893"
"0287","2015","619894"
"0620","2015","619912"
"0620","2015","619913"
"0620","2015","619914"
"0620","2015","619915"
"0620","2015","619916"
"0563","2015","619985"
"0563","2015","619986"
"0563","2015","619987"
"0563","2015","619988"
"0563","2015","619989"
"0563","2015","619990"
"0563","2015","619991"
"0701","2015","620768"
"0701","2015","620769"
"0701","2015","620770"
"0701","2015","620771"
"0257","2015","620816"
"0257","2015","620817"
"0257","2015","620818"
"0257","2015","620819"
"0257","2015","620820"
"0257","2015","620821"
"0568","2015","620937"
"0568","2015","620938"
"0568","2015","620939"
"0568","2015","620940"
"0535","2015","621197"
"0535","2015","621198"
"0535","2015","621199"
"0535","2015","621200"
"0337","2015","621440"
"0337","2015","621441"
"0337","2015","621442"
"0337","2015","621443"
"0337","2015","621444"
"0337","2015","621445"
"0673","2015","621446"
"0673","2015","621447"
"0747","2015","621448"
"0747","2015","621449"
"0747","2015","621450"
"0747","2015","621451"
"0747","2015","621452"
"0747","2015","621453"
"0747","2015","621454"
"0747","2015","621455"
"0509","2015","621707"
"0509","2015","621708"
"0509","2015","621709"
"0509","2015","621710"
"0509","2015","621711"
"0509","2015","621712"
"0509","2015","621713"
"0509","2015","621714"
"0509","2015","621715"
"0509","2015","621716"
"0509","2015","621717"
"0509","2015","621718"
"0509","2015","621719"
"0509","2015","621720"
"0289","2015","622122"
"0289","2015","622123"
"0289","2015","622124"
"0289","2015","622125"
"0289","2015","622126"
"0289","2015","622127"
"0289","2015","622128"
"0289","2015","622129"
"0289","2015","622130"
"0359","2015","622195"
"0359","2015","622196"
"0359","2015","622197"
"0359","2015","622198"
"0359","2015","622199"
"0359","2015","622200"
"0359","2015","622201"
"0581","2015","622329"
"0581","2015","622330"
"0581","2015","622331"
"0581","2015","622332"
"0581","2015","622333"
"0581","2015","622334"
"0256","2015","622383"
"0256","2015","622384"
"0256","2015","622385"
"0256","2015","622386"
"0256","2015","622387"
"0256","2015","622388"
"0256","2015","622389"
"0082","2015","622434"
"0082","2015","622435"
"0082","2015","622436"
"0082","2015","622437"
"0082","2015","622438"
"0082","2015","622439"
"0466","2015","622514"
"0466","2015","622515"
"0466","2015","622516"
"0466","2015","622517"
"0466","2015","622518"
"0466","2015","622519"
"0095","2015","622901"
"0095","2015","622902"
"0095","2015","622903"
"0095","2015","622904"
"0095","2015","622905"
"0160","2015","724493"
"0295","2015","622907"
"0295","2015","622908"
"0295","2015","622909"
"0295","2015","622910"
"0295","2015","622911"
"0295","2015","622912"
"0295","2015","622913"
"0295","2015","622914"
"0295","2015","622915"
"0764","2015","622994"
"0764","2015","622995"
"0764","2015","622996"
"0764","2015","622997"
"0121","2015","623027"
"0121","2015","623028"
"0121","2015","623029"
"0121","2015","623030"
"0121","2015","623031"
"0121","2015","623032"
"0510","2015","623249"
"0510","2015","623250"
"0510","2015","623251"
"0510","2015","623252"
"0510","2015","623253"
"0510","2015","623254"
"0763","2015","623776"
"0763","2015","623777"
"0763","2015","623778"
"0347","2015","623812"
"0347","2015","623813"
"0347","2015","623814"
"0347","2015","623815"
"0347","2015","623816"
"0347","2015","623817"
"0347","2015","623818"
"0347","2015","623819"
"0707","2015","623908"
"0707","2015","623909"
"0707","2015","623910"
"0707","2015","623911"
"0707","2015","623912"
"0707","2015","623913"
"0707","2015","623914"
"0603","2015","623918"
"0603","2015","623919"
"0603","2015","623920"
"0603","2015","623921"
"0603","2015","623922"
"0603","2015","623923"
"0230","2015","624337"
"0230","2015","624338"
"0230","2015","624339"
"0230","2015","624340"
"0230","2015","624341"
"0230","2015","624342"
"0809","2015","624360"
"0809","2015","624361"
"0809","2015","624362"
"0809","2015","624363"
"0809","2015","624364"
"0139","2015","624414"
"0139","2015","624415"
"0139","2015","624416"
"0139","2015","624417"
"0491","2015","624669"
"0491","2015","624670"
"0491","2015","624671"
"0491","2015","624672"
"0491","2015","624673"
"0324","2015","624774"
"0324","2015","624775"
"0324","2015","624776"
"0324","2015","624777"
"0242","2015","624970"
"0242","2015","624971"
"0725","2015","625057"
"0725","2015","625058"
"0725","2015","625059"
"0725","2015","625060"
"0725","2015","625061"
"0725","2015","625062"
"0725","2015","625063"
"0725","2015","625064"
"0018","2015","625334"
"0018","2015","625335"
"0018","2015","625336"
"0018","2015","625337"
"0018","2015","625338"
"0018","2015","625339"
"0018","2015","625340"
"0018","2015","625341"
"0604","2015","626245"
"0604","2015","626246"
"0604","2015","626247"
"0604","2015","626248"
"0604","2015","626249"
"0604","2015","626250"
"0604","2015","626251"
"0650","2015","626634"
"0650","2015","626635"
"0650","2015","626636"
"0650","2015","626637"
"0650","2015","626638"
"0650","2015","626639"
"0650","2015","626640"
"0653","2015","626686"
"0653","2015","626687"
"0653","2015","626688"
"0653","2015","626689"
"0653","2015","626690"
"0653","2015","626691"
"0653","2015","626692"
"0653","2015","626693"
"0653","2015","626694"
"0462","2015","626778"
"0462","2015","626779"
"0462","2015","626780"
"0462","2015","626781"
"0462","2015","626782"
"0028","2015","626941"
"0028","2015","626942"
"0028","2015","626943"
"0028","2015","626944"
"0028","2015","626945"
"0028","2015","626946"
"0377","2015","627108"
"0377","2015","627109"
"0377","2015","627110"
"0377","2015","627111"
"0377","2015","627112"
"0570","2015","627271"
"0570","2015","627272"
"0570","2015","627273"
"0570","2015","627274"
"0570","2015","627275"
"0570","2015","627276"
"0570","2015","627277"
"0570","2015","627278"
"0570","2015","627279"
"0570","2015","627280"
"0570","2015","627281"
"0570","2015","627282"
"0570","2015","627283"
"0149","2015","627358"
"0149","2015","627359"
"0149","2015","627360"
"0149","2015","627361"
"0480","2015","627378"
"0480","2015","627379"
"0480","2015","627380"
"0480","2015","627381"
"0480","2015","627382"
"0626","2015","627997"
"0626","2015","627998"
"0626","2015","627999"
"0626","2015","628000"
"0626","2015","628001"
"0224","2015","628016"
"0224","2015","628017"
"0224","2015","628018"
"0224","2015","628019"
"0224","2015","628020"
"0575","2015","628415"
"0575","2015","628416"
"0575","2015","628417"
"0575","2015","628418"
"0285","2015","628479"
"0285","2015","628480"
"0285","2015","628481"
"0285","2015","628482"
"0285","2015","628483"
"0285","2015","628484"
"0285","2015","628485"
"0285","2015","628486"
"0607","2015","628524"
"0607","2015","628525"
"0607","2015","628526"
"0607","2015","628527"
"0607","2015","628528"
"0177","2015","628756"
"0177","2015","628757"
"0177","2015","628758"
"0177","2015","628759"
"0177","2015","628760"
"0177","2015","628761"
"0190","2015","629263"
"0190","2015","629264"
"0190","2015","629265"
"0190","2015","629266"
"0190","2015","629267"
"0190","2015","629268"
"0190","2015","629269"
"0190","2015","629270"
"0190","2015","629271"
"0227","2015","629369"
"0227","2015","629370"
"0227","2015","629371"
"0227","2015","629372"
"0422","2015","629604"
"0422","2015","629605"
"0422","2015","629606"
"0422","2015","629607"
"0422","2015","629608"
"0102","2015","630118"
"0102","2015","630119"
"0102","2015","630120"
"0102","2015","630121"
"0102","2015","630122"
"0238","2015","630524"
"0238","2015","630525"
"0238","2015","630526"
"0238","2015","630527"
"0238","2015","630528"
"0238","2015","630529"
"0426","2015","630632"
"0426","2015","630633"
"0426","2015","630634"
"0426","2015","630635"
"0426","2015","630636"
"0426","2015","630637"
"0426","2015","630638"
"0657","2015","630719"
"0657","2015","630720"
"0657","2015","630721"
"0657","2015","630722"
"0657","2015","630723"
"0657","2015","630724"
"0406","2015","630836"
"0406","2015","630837"
"0406","2015","630838"
"0406","2015","630839"
"0406","2015","630840"
"0406","2015","630841"
"0718","2015","630852"
"0718","2015","630853"
"0718","2015","630854"
"0718","2015","630855"
"0718","2015","630856"
"0375","2015","630961"
"0375","2015","630962"
"0375","2015","630963"
"0375","2015","630964"
"0375","2015","630965"
"0375","2015","630966"
"0375","2015","630967"
"0484","2015","631085"
"0484","2015","631086"
"0484","2015","631087"
"0484","2015","631088"
"0484","2015","631089"
"0484","2015","631090"
"0638","2015","631226"
"0638","2015","631227"
"0638","2015","631228"
"0638","2015","631229"
"0638","2015","631230"
"0252","2015","631506"
"0252","2015","631507"
"0252","2015","631508"
"0252","2015","631509"
"0252","2015","631510"
"0485","2015","631549"
"0485","2015","631550"
"0485","2015","631551"
"0485","2015","631552"
"0485","2015","631553"
"0485","2015","631554"
"0485","2015","631555"
"0515","2015","631998"
"0515","2015","631999"
"0515","2015","632000"
"0515","2015","632001"
"0515","2015","632002"
"0473","2015","632015"
"0473","2015","632016"
"0473","2015","632017"
"0473","2015","632018"
"0473","2015","632019"
"0473","2015","632020"
"0473","2015","632021"
"0473","2015","632022"
"0473","2015","632023"
"0473","2015","632024"
"0473","2015","632025"
"0473","2015","632026"
"0473","2015","632027"
"0473","2015","632028"
"0273","2015","632196"
"0273","2015","632197"
"0273","2015","632198"
"0273","2015","632199"
"0273","2015","632200"
"0521","2015","632407"
"0521","2015","632408"
"0521","2015","632409"
"0521","2015","632410"
"0521","2015","632411"
"0521","2015","632412"
"0633","2015","632413"
"0633","2015","632414"
"0633","2015","632415"
"0633","2015","632416"
"0633","2015","632417"
"0074","2015","632436"
"0074","2015","632437"
"0629","2015","633027"
"0629","2015","633028"
"0629","2015","633029"
"0629","2015","633030"
"0629","2015","633031"
"0629","2015","633032"
"0629","2015","633033"
"0421","2015","633233"
"0421","2015","633234"
"0421","2015","633235"
"0421","2015","633236"
"0421","2015","633237"
"0421","2015","633238"
"0421","2015","633239"
"0421","2015","633240"
"0021","2015","633985"
"0021","2015","633986"
"0021","2015","633987"
"0021","2015","633988"
"0021","2015","633989"
"0021","2015","633990"
"0021","2015","633991"
"0298","2015","634196"
"0298","2015","634197"
"0298","2015","634198"
"0298","2015","634199"
"0298","2015","634200"
"0598","2015","634395"
"0598","2015","634396"
"0598","2015","634397"
"0325","2015","634468"
"0325","2015","634469"
"0325","2015","634470"
"0325","2015","634471"
"0325","2015","634472"
"0325","2015","634473"
"0325","2015","634474"
"0648","2015","634486"
"0648","2015","634487"
"0648","2015","634488"
"0648","2015","634489"
"0648","2015","634490"
"0496","2015","634511"
"0496","2015","634512"
"0496","2015","634513"
"0496","2015","634514"
"0496","2015","634515"
"0496","2015","634516"
"0496","2015","634517"
"0496","2015","634518"
"0496","2015","634519"
"0241","2015","634645"
"0241","2015","634646"
"0241","2015","634647"
"0241","2015","634648"
"0241","2015","634649"
"0241","2015","634650"
"0241","2015","634651"
"0241","2015","634652"
"0001","2015","634994"
"0001","2015","634995"
"0001","2015","634996"
"0001","2015","634997"
"0001","2015","634998"
"0270","2015","635060"
"0270","2015","635061"
"0270","2015","635062"
"0270","2015","635063"
"0270","2015","635064"
"0270","2015","635065"
"0270","2015","635066"
"0270","2015","635067"
"0270","2015","635068"
"0270","2015","635069"
"0415","2015","635510"
"0415","2015","635511"
"0415","2015","635512"
"0415","2015","635513"
"0415","2015","635514"
"0415","2015","635515"
"0415","2015","635516"
"0415","2015","635517"
"0415","2015","635518"
"0415","2015","635519"
"0251","2015","636045"
"0251","2015","636046"
"0251","2015","636047"
"0251","2015","636048"
"0251","2015","636049"
"0251","2015","636050"
"0251","2015","636051"
"0251","2015","636052"
"0235","2015","636982"
"0235","2015","636983"
"0235","2015","636984"
"0235","2015","636985"
"0235","2015","636986"
"0235","2015","636987"
"0560","2015","637162"
"0560","2015","637163"
"0560","2015","637164"
"0560","2015","637165"
"0560","2015","637166"
"0560","2015","637167"
"0560","2015","637168"
"0560","2015","637169"
"0255","2015","637186"
"0255","2015","637187"
"0255","2015","637188"
"0255","2015","637189"
"0255","2015","637190"
"0255","2015","637191"
"0255","2015","637192"
"0255","2015","637193"
"0255","2015","637194"
"0255","2015","637195"
"0634","2015","637425"
"0634","2015","637426"
"0634","2015","637427"
"0634","2015","637428"
"0634","2015","637429"
"0634","2015","637430"
"0634","2015","637431"
"0436","2015","637496"
"0436","2015","637497"
"0436","2015","637498"
"0436","2015","637499"
"0436","2015","637500"
"0436","2015","637501"
"0436","2015","637502"
"0436","2015","637503"
"0436","2015","637504"
"0436","2015","637505"
"0436","2015","637506"
"0436","2015","637507"
"0436","2015","637508"
"0436","2015","637509"
"0520","2015","638329"
"0520","2015","638330"
"0520","2015","638331"
"0520","2015","638332"
"0520","2015","638333"
"0520","2015","638334"
"0520","2015","638335"
"0253","2015","638496"
"0253","2015","638497"
"0253","2015","638498"
"0253","2015","638499"
"0253","2015","638500"
"0253","2015","638501"
"0737","2015","638632"
"0737","2015","638633"
"0737","2015","638634"
"0737","2015","638635"
"0737","2015","638636"
"0737","2015","638637"
"0737","2015","638638"
"0737","2015","638639"
"0294","2015","638687"
"0294","2015","638688"
"0294","2015","638689"
"0294","2015","638690"
"0294","2015","638691"
"0294","2015","638692"
"0108","2015","638795"
"0108","2015","638796"
"0108","2015","638797"
"0108","2015","638798"
"0108","2015","638799"
"0108","2015","638800"
"0108","2015","638801"
"0108","2015","638802"
"0108","2015","638803"
"0005","2015","638920"
"0005","2015","638921"
"0005","2015","638922"
"0005","2015","638923"
"0005","2015","638924"
"0005","2015","638925"
"0005","2015","638926"
"0262","2015","639111"
"0262","2015","639112"
"0262","2015","639113"
"0262","2015","639114"
"0477","2015","639181"
"0477","2015","639182"
"0477","2015","639183"
"0477","2015","639184"
"0477","2015","639185"
"0034","2015","639554"
"0034","2015","639555"
"0034","2015","639556"
"0034","2015","639557"
"0034","2015","639558"
"0034","2015","639559"
"0579","2015","639709"
"0579","2015","639710"
"0579","2015","639711"
"0579","2015","639712"
"0579","2015","639713"
"0579","2015","639714"
"0579","2015","639715"
"0579","2015","639716"
"0579","2015","639717"
"0574","2015","639765"
"0574","2015","639766"
"0574","2015","639767"
"0574","2015","639768"
"0574","2015","639769"
"0254","2015","639819"
"0254","2015","639820"
"0254","2015","639821"
"0254","2015","639822"
"0254","2015","639823"
"0150","2015","639879"
"0150","2015","639880"
"0150","2015","639881"
"0150","2015","639882"
"0150","2015","639883"
"0551","2015","639956"
"0551","2015","639957"
"0551","2015","639958"
"0551","2015","639959"
"0551","2015","639960"
"0551","2015","639961"
"0551","2015","639962"
"0002","2015","640169"
"0002","2015","640170"
"0002","2015","640171"
"0002","2015","640172"
"0002","2015","640173"
"0002","2015","640174"
"0002","2015","640175"
"0615","2015","640806"
"0615","2015","640807"
"0615","2015","640808"
"0615","2015","640809"
"0814","2015","640925"
"0814","2015","640926"
"0221","2015","641071"
"0221","2015","641072"
"0221","2015","641073"
"0221","2015","641074"
"0221","2015","641075"
"0202","2015","641466"
"0202","2015","641467"
"0202","2015","641468"
"0202","2015","641469"
"0202","2015","641470"
"0202","2015","641471"
"0202","2015","641472"
"0461","2015","641503"
"0461","2015","641504"
"0461","2015","641505"
"0461","2015","641506"
"0461","2015","641507"
"0461","2015","641508"
"0461","2015","641509"
"0461","2015","641510"
"0573","2015","641822"
"0573","2015","641823"
"0573","2015","641824"
"0573","2015","641825"
"0573","2015","641826"
"0573","2015","641827"
"0773","2015","641988"
"0773","2015","641989"
"0773","2015","641990"
"0773","2015","641991"
"0773","2015","641992"
"0773","2015","641993"
"0587","2015","642382"
"0587","2015","642383"
"0587","2015","642384"
"0587","2015","642385"
"0587","2015","642386"
"0513","2015","642740"
"0513","2015","642741"
"0513","2015","642742"
"0513","2015","642743"
"0513","2015","642744"
"0513","2015","642745"
"0513","2015","642746"
"0178","2015","642806"
"0178","2015","642807"
"0178","2015","642808"
"0178","2015","642809"
"0178","2015","642810"
"0178","2015","642811"
"0529","2015","643173"
"0529","2015","643174"
"0529","2015","643175"
"0529","2015","643176"
"0529","2015","643177"
"0529","2015","643178"
"0529","2015","643179"
"0529","2015","643180"
"0229","2015","643632"
"0229","2015","643633"
"0229","2015","643634"
"0229","2015","643635"
"0229","2015","643636"
"0229","2015","643637"
"0774","2015","644056"
"0774","2015","644057"
"0774","2015","644058"
"0774","2015","644059"
"0774","2015","644060"
"0774","2015","644061"
"0774","2015","644062"
"0774","2015","644063"
"0774","2015","644064"
"0774","2015","644065"
"0774","2015","644066"
"0079","2015","644157"
"0079","2015","644158"
"0621","2015","644171"
"0621","2015","644172"
"0621","2015","644173"
"0621","2015","644174"
"0621","2015","644175"
"0369","2015","644283"
"0369","2015","644284"
"0369","2015","644285"
"0369","2015","644286"
"0361","2015","644560"
"0361","2015","644561"
"0361","2015","644562"
"0361","2015","644563"
"0361","2015","644564"
"0361","2015","644565"
"0361","2015","644566"
"0639","2015","644650"
"0639","2015","644651"
"0639","2015","644652"
"0639","2015","644653"
"0639","2015","644654"
"0585","2015","644937"
"0585","2015","644938"
"0585","2015","644939"
"0585","2015","644940"
"0585","2015","644941"
"0585","2015","644942"
"0585","2015","644943"
"0585","2015","644944"
"0585","2015","644945"
"0243","2015","645369"
"0243","2015","645370"
"0243","2015","645371"
"0243","2015","645372"
"0243","2015","645373"
"0243","2015","645374"
"0727","2015","645573"
"0727","2015","645574"
"0727","2015","645575"
"0727","2015","645576"
"0727","2015","645577"
"0727","2015","645578"
"0727","2015","645579"
"0727","2015","645580"
"0164","2015","645849"
"0164","2015","645850"
"0164","2015","645851"
"0164","2015","645852"
"0201","2015","645882"
"0201","2015","645883"
"0201","2015","645884"
"0201","2015","645885"
"0201","2015","645886"
"0201","2015","645887"
"0033","2015","646315"
"0033","2015","646316"
"0033","2015","646317"
"0033","2015","646318"
"0033","2015","646319"
"0033","2015","646320"
"0089","2015","646504"
"0089","2015","646505"
"0089","2015","646506"
"0089","2015","646507"
"0089","2015","646508"
"0089","2015","646509"
"0089","2015","646510"
"0097","2015","646610"
"0097","2015","646611"
"0097","2015","646612"
"0097","2015","646613"
"0097","2015","646614"
"0097","2015","646615"
"0384","2015","646634"
"0384","2015","646635"
"0384","2015","646636"
"0384","2015","646637"
"0384","2015","646638"
"0384","2015","646639"
"0030","2015","646891"
"0030","2015","646892"
"0030","2015","646893"
"0030","2015","646894"
"0030","2015","646895"
"0030","2015","646896"
"0030","2015","646897"
"0080","2015","647056"
"0080","2015","647057"
"0080","2015","647058"
"0080","2015","647059"
"0080","2015","647060"
"0036","2015","648042"
"0036","2015","648043"
"0036","2015","648044"
"0036","2015","648045"
"0036","2015","648046"
"0036","2015","648047"
"0036","2015","648048"
"0527","2015","648100"
"0527","2015","648101"
"0527","2015","648102"
"0527","2015","648103"
"0527","2015","648104"
"0527","2015","648105"
"0700","2015","648465"
"0700","2015","648466"
"0700","2015","648467"
"0700","2015","648468"
"0700","2015","648469"
"0700","2015","648470"
"0700","2015","648471"
"0690","2015","648490"
"0690","2015","648491"
"0690","2015","648492"
"0690","2015","648493"
"0690","2015","648494"
"0690","2015","648495"
"0690","2015","648496"
"0020","2015","648854"
"0020","2015","648855"
"0020","2015","648856"
"0020","2015","648857"
"0020","2015","648858"
"0020","2015","648859"
"0813","2015","649083"
"0813","2015","649084"
"0813","2015","649085"
"0813","2015","649086"
"0813","2015","649087"
"0813","2015","649088"
"0813","2015","649089"
"0455","2015","649356"
"0455","2015","649357"
"0455","2015","649358"
"0455","2015","649359"
"0444","2015","649416"
"0444","2015","649417"
"0444","2015","649418"
"0444","2015","649419"
"0444","2015","649420"
"0444","2015","649421"
"0724","2015","649977"
"0724","2015","649978"
"0724","2015","649979"
"0724","2015","649980"
"0724","2015","649981"
"0724","2015","649982"
"0724","2015","649983"
"0724","2015","649984"
"0724","2015","649985"
"0056","2015","649995"
"0056","2015","649996"
"0056","2015","649997"
"0056","2015","649998"
"0056","2015","649999"
"0037","2015","650077"
"0037","2015","650078"
"0037","2015","650079"
"0037","2015","650080"
"0037","2015","650081"
"0037","2015","650082"
"0040","2015","650317"
"0040","2015","650318"
"0040","2015","650319"
"0040","2015","650320"
"0040","2015","650321"
"0040","2015","650322"
"0432","2015","650554"
"0432","2015","650555"
"0432","2015","650556"
"0432","2015","650557"
"0432","2015","650558"
"0769","2015","650562"
"0769","2015","650563"
"0769","2015","650564"
"0769","2015","650565"
"0769","2015","650566"
"0769","2015","650567"
"0769","2015","650568"
"0412","2015","650942"
"0412","2015","650943"
"0412","2015","650944"
"0412","2015","650945"
"0412","2015","650946"
"0412","2015","650947"
"0412","2015","650948"
"0514","2015","651080"
"0514","2015","651081"
"0514","2015","651082"
"0514","2015","651083"
"0514","2015","651084"
"0687","2015","651295"
"0687","2015","651296"
"0687","2015","651297"
"0687","2015","651298"
"0687","2015","651299"
"0561","2015","651415"
"0561","2015","651416"
"0561","2015","651417"
"0561","2015","651418"
"0561","2015","651419"
"0561","2015","651420"
"0561","2015","651421"
"0164","2015","651540"
"0372","2015","651727"
"0372","2015","651728"
"0372","2015","651729"
"0372","2015","651730"
"0556","2015","651863"
"0556","2015","651864"
"0556","2015","651865"
"0556","2015","651866"
"0556","2015","651867"
"0556","2015","651868"
"0556","2015","651869"
"0556","2015","651870"
"0556","2015","651871"
"0367","2015","652016"
"0367","2015","652017"
"0367","2015","652018"
"0367","2015","652019"
"0367","2015","652020"
"0181","2015","652057"
"0181","2015","652058"
"0181","2015","652059"
"0181","2015","652060"
"0181","2015","652061"
"0181","2015","652062"
"0181","2015","652063"
"0216","2015","652531"
"0216","2015","652532"
"0216","2015","652533"
"0216","2015","652534"
"0216","2015","652535"
"0216","2015","652536"
"0216","2015","652537"
"0564","2015","652576"
"0564","2015","652577"
"0564","2015","652578"
"0564","2015","652579"
"0564","2015","652580"
"0564","2015","652581"
"0744","2015","652633"
"0744","2015","652634"
"0744","2015","652635"
"0744","2015","652636"
"0744","2015","652637"
"0744","2015","652638"
"0463","2015","652890"
"0463","2015","652891"
"0463","2015","652892"
"0463","2015","652893"
"0463","2015","652894"
"0220","2015","652951"
"0220","2015","652952"
"0220","2015","652953"
"0220","2015","652954"
"0220","2015","652955"
"0220","2015","652956"
"0493","2015","652991"
"0493","2015","652992"
"0493","2015","652993"
"0493","2015","652994"
"0312","2015","653107"
"0312","2015","653108"
"0312","2015","653109"
"0312","2015","653110"
"0680","2015","653295"
"0680","2015","653296"
"0680","2015","653297"
"0366","2015","653569"
"0366","2015","653570"
"0366","2015","653571"
"0366","2015","653572"
"0366","2015","653573"
"0366","2015","653574"
"0039","2015","653821"
"0039","2015","653822"
"0039","2015","653823"
"0039","2015","653824"
"0039","2015","653825"
"0039","2015","653826"
"0039","2015","653827"
"0486","2015","654086"
"0486","2015","654087"
"0486","2015","654088"
"0486","2015","654089"
"0486","2015","654090"
"0032","2015","654240"
"0032","2015","654241"
"0032","2015","654242"
"0032","2015","654243"
"0032","2015","654244"
"0260","2015","654332"
"0260","2015","654333"
"0260","2015","654334"
"0260","2015","654335"
"0260","2015","654336"
"0260","2015","654337"
"0260","2015","654338"
"0260","2015","654339"
"0260","2015","654340"
"0683","2015","654354"
"0683","2015","654355"
"0683","2015","654356"
"0683","2015","654357"
"0683","2015","654358"
"0475","2015","655146"
"0475","2015","655147"
"0475","2015","655148"
"0475","2015","655149"
"0475","2015","655150"
"0261","2015","655173"
"0261","2015","655174"
"0261","2015","655175"
"0261","2015","655176"
"0261","2015","655177"
"0261","2015","655178"
"0261","2015","655179"
"0261","2015","655180"
"0299","2015","655253"
"0299","2015","655254"
"0299","2015","655255"
"0299","2015","655256"
"0299","2015","655257"
"0299","2015","655258"
"0697","2015","655429"
"0697","2015","655430"
"0697","2015","655431"
"0697","2015","655432"
"0697","2015","655433"
"0697","2015","655434"
"0697","2015","655435"
"0309","2015","655709"
"0309","2015","655710"
"0309","2015","655711"
"0309","2015","655712"
"0309","2015","655713"
"0490","2015","655738"
"0490","2015","655739"
"0490","2015","655740"
"0490","2015","655741"
"0490","2015","655742"
"0490","2015","655743"
"0490","2015","655744"
"0490","2015","655745"
"0290","2015","655790"
"0290","2015","655791"
"0290","2015","655792"
"0290","2015","655793"
"0195","2015","655843"
"0195","2015","655844"
"0195","2015","655845"
"0195","2015","655846"
"0195","2015","655847"
"0382","2015","655933"
