"college_institution_id","department_id","survey_year"
"6695","745540","2015"
"6845","745541","2015"
"6854","745554","2015"
"6854","745555","2015"
"6854","745556","2015"
"6854","745557","2015"
"6854","745558","2015"
"6854","745559","2015"
"6854","745560","2015"
"6854","745561","2015"
"6854","745562","2015"
"44189","745569","2015"
"44189","745570","2015"
"44189","745571","2015"
"44189","745572","2015"
"44189","745573","2015"
"17869","745596","2015"
"7424","745597","2015"
"22","745598","2015"
"1207","745599","2015"
"1207","745600","2015"
"1207","745601","2015"
"1207","745602","2015"
"1207","745603","2015"
"1207","745604","2015"
"1207","745605","2015"
"1207","745606","2015"
"42932","745608","2015"
"6895","745609","2015"
"1039","745610","2015"
"1039","745611","2015"
"1039","745612","2015"
"1039","745613","2015"
"1039","745614","2015"
"1039","745615","2015"
"1039","745616","2015"
"1039","745617","2015"
"1039","745618","2015"
"1039","745619","2015"
"1039","745620","2015"
"1039","745621","2015"
"1039","745622","2015"
"1039","745623","2015"
"1039","745624","2015"
"1039","745625","2015"
"1039","745626","2015"
"1039","745627","2015"
"6640","745628","2015"
"6640","745629","2015"
"6640","745630","2015"
"6640","745631","2015"
"6640","745632","2015"
"6640","745633","2015"
"6640","745634","2015"
"6640","745635","2015"
"6640","745636","2015"
"6640","745637","2015"
"693","745639","2015"
"7150","745640","2015"
"10684","745650","2015"
"10684","745651","2015"
"50653","745652","2015"
"50653","745653","2015"
"50653","745654","2015"
"50653","745655","2015"
"6806","745656","2015"
"6806","745657","2015"
"6806","745658","2015"
"6806","745659","2015"
"6806","745660","2015"
"6806","745661","2015"
"6806","745662","2015"
"6806","745663","2015"
"8649","745664","2015"
"45277","745665","2015"
"45277","745666","2015"
"45277","745667","2015"
"45277","745668","2015"
"45277","745669","2015"
"45277","745670","2015"
"45277","745671","2015"
"45277","745672","2015"
"685","745673","2015"
"5900","745687","2015"
"47252","745688","2015"
"47252","745689","2015"
"17690","745690","2015"
"17690","745691","2015"
"17690","745692","2015"
"17690","745693","2015"
"17690","745694","2015"
"17690","745695","2015"
"17690","745696","2015"
"17690","745697","2015"
"17690","745698","2015"
"17690","745699","2015"
"17690","745700","2015"
"17690","745701","2015"
"17690","745702","2015"
"7210","745703","2015"
"7210","745704","2015"
"7210","745705","2015"
"7210","745706","2015"
"7210","745707","2015"
"7210","745708","2015"
"7210","745709","2015"
"7210","745710","2015"
"50321","745712","2015"
"50321","745713","2015"
"50321","745714","2015"
"50321","745715","2015"
"50321","745716","2015"
"1161","745718","2015"
"1161","745719","2015"
"1161","745720","2015"
"1161","745721","2015"
"1161","745722","2015"
"1161","745723","2015"
"1161","745724","2015"
"1161","745725","2015"
"22182","745739","2015"
"45264","745740","2015"
"45264","745741","2015"
"45264","745742","2015"
"45264","745743","2015"
"45264","745744","2015"
"45264","745745","2015"
"45264","745746","2015"
"45264","745747","2015"
"15134","745756","2015"
"15134","745757","2015"
"15134","745758","2015"
"15134","745759","2015"
"15134","745760","2015"
"15134","745761","2015"
"7184","745762","2015"
"7184","745763","2015"
"7184","745764","2015"
"7184","745765","2015"
"7184","745766","2015"
"5950","745767","2015"
"5950","745768","2015"
"5950","745769","2015"
"5950","745770","2015"
"5950","745771","2015"
"5950","745772","2015"
"45110","745773","2015"
"6188","745776","2015"
"6302","745777","2015"
"6662","745778","2015"
"6133","745779","2015"
"6133","745780","2015"
"6133","745781","2015"
"6133","745782","2015"
"6133","745783","2015"
"6133","745784","2015"
"6133","745785","2015"
"6133","745786","2015"
"6133","745787","2015"
"6133","745788","2015"
"6133","745789","2015"
"6133","745790","2015"
"6133","745791","2015"
"7206","745792","2015"
"7206","745793","2015"
"32","745794","2015"
"32","745795","2015"
"32","745796","2015"
"32","745797","2015"
"32","745798","2015"
"32","745799","2015"
"32","745800","2015"
"47253","745801","2015"
"20646","745802","2015"
"20646","745803","2015"
"13927","745804","2015"
"25742","745806","2015"
"25742","745807","2015"
"25742","745808","2015"
"25742","745809","2015"
"25742","745810","2015"
"313","745825","2015"
"313","745826","2015"
"313","745827","2015"
"6077","745828","2015"
"6077","745829","2015"
"557","745830","2015"
"557","745831","2015"
"557","745832","2015"
"557","745833","2015"
"557","745834","2015"
"557","745835","2015"
"557","745836","2015"
"557","745837","2015"
"557","745838","2015"
"557","745839","2015"
"557","745840","2015"
"557","745841","2015"
"47925","745843","2015"
"182","745844","2015"
"182","745845","2015"
"182","745846","2015"
"182","745847","2015"
"182","745848","2015"
"182","745849","2015"
"182","745850","2015"
"5793","745851","2015"
"27214","745852","2015"
"27214","745853","2015"
"27214","745854","2015"
"27214","745855","2015"
"27214","745856","2015"
"27214","745857","2015"
"27214","745858","2015"
"27214","745859","2015"
"27214","745860","2015"
"27214","745861","2015"
"27214","745862","2015"
"42098","745863","2015"
"42098","745864","2015"
"42098","745865","2015"
"47832","745877","2015"
"47832","745878","2015"
"47832","745879","2015"
"47832","745880","2015"
"47832","745881","2015"
"52045","745882","2015"
"6258","745884","2015"
"6258","745885","2015"
"6258","745886","2015"
"6258","745887","2015"
"6258","745888","2015"
"6258","745889","2015"
"6258","745890","2015"
"6258","745891","2015"
"6332","745892","2015"
"6332","745893","2015"
"6332","745894","2015"
"6332","745895","2015"
"6332","745896","2015"
"6332","745897","2015"
"6307","745898","2015"
"6307","745899","2015"
"6307","745900","2015"
"49484","745911","2015"
"48503","745912","2015"
"45223","745913","2015"
"45223","745914","2015"
"52077","745915","2015"
"52077","745916","2015"
"52077","745917","2015"
"52077","745918","2015"
"52077","745919","2015"
"52077","745920","2015"
"81","745927","2015"
"81","745928","2015"
"81","745929","2015"
"81","745930","2015"
"81","745931","2015"
"81","745932","2015"
"81","745933","2015"
"81","745934","2015"
"81","745935","2015"
"81","745936","2015"
"81","745937","2015"
"6082","745938","2015"
"47251","745942","2015"
"47251","745943","2015"
"6234","745945","2015"
"6234","745946","2015"
"48834","745970","2015"
"48834","745971","2015"
"48834","745972","2015"
"48834","745973","2015"
"48834","745974","2015"
"45251","745975","2015"
"6858","745976","2015"
"6858","745977","2015"
"6858","745978","2015"
"6858","745979","2015"
"6858","745980","2015"
"6858","745981","2015"
"6858","745982","2015"
"6858","745983","2015"
"1177","745984","2015"
"1177","745985","2015"
"1177","745986","2015"
"1177","745987","2015"
"1177","745988","2015"
"1177","745989","2015"
"1177","745990","2015"
"43","745991","2015"
"8874","745995","2015"
"8874","745996","2015"
"8874","745997","2015"
"8874","745998","2015"
"8874","745999","2015"
"8874","746000","2015"
"8874","746001","2015"
"877","746004","2015"
"877","746005","2015"
"877","746006","2015"
"877","746007","2015"
"877","746008","2015"
"877","746009","2015"
"877","746010","2015"
"877","746011","2015"
"877","746012","2015"
"877","746013","2015"
"877","746014","2015"
"877","746015","2015"
"877","746016","2015"
"877","746017","2015"
"877","746018","2015"
"877","746019","2015"
"877","746020","2015"
"7189","746021","2015"
"7189","746022","2015"
"15745","746023","2015"
"15745","746024","2015"
"15745","746025","2015"
"15745","746026","2015"
"15745","746027","2015"
"15745","746028","2015"
"15745","746029","2015"
"15745","746030","2015"
"15745","746031","2015"
"25828","746032","2015"
"940","746033","2015"
"7134","746084","2015"
"7166","746108","2015"
"33926","746123","2015"
"33926","746124","2015"
"1199","746125","2015"
"1199","746126","2015"
"1199","746127","2015"
"1199","746128","2015"
"1199","746129","2015"
"1199","746130","2015"
"7132","746131","2015"
"7132","746132","2015"
"7132","746133","2015"
"7132","746134","2015"
"7132","746135","2015"
"7132","746136","2015"
"7132","746137","2015"
"7132","746138","2015"
"49","746139","2015"
"49","746140","2015"
"49","746141","2015"
"49","746142","2015"
"49","746143","2015"
"49","746144","2015"
"49","746145","2015"
"49","746146","2015"
"45275","746147","2015"
"45275","746148","2015"
"45275","746149","2015"
"45275","746150","2015"
"45275","746151","2015"
"45275","746152","2015"
"45275","746153","2015"
"45275","746154","2015"
"47886","746158","2015"
"47886","746159","2015"
"47886","746160","2015"
"47886","746161","2015"
"47886","746162","2015"
"47886","746163","2015"
"47886","746164","2015"
"47886","746165","2015"
"47886","746166","2015"
"47886","746167","2015"
"47886","746168","2015"
"47886","746169","2015"
"47886","746170","2015"
"47886","746171","2015"
"47886","746172","2015"
"47886","746173","2015"
"47886","746174","2015"
"47886","746175","2015"
"47886","746176","2015"
"47886","746177","2015"
"47886","746178","2015"
"5976","746180","2015"
"21244","746182","2015"
"43067","746183","2015"
"648","746184","2015"
"648","746185","2015"
"648","746186","2015"
"648","746187","2015"
"648","746188","2015"
"648","746189","2015"
"229","746190","2015"
"44306","746191","2015"
"1034","746192","2015"
"1034","746193","2015"
"1034","746194","2015"
"41898","746205","2015"
"5855","746206","2015"
"5855","746207","2015"
"5855","746208","2015"
"5855","746209","2015"
"5855","746210","2015"
"5855","746211","2015"
"5855","746212","2015"
"5855","746213","2015"
"5855","746214","2015"
"5855","746215","2015"
"5855","746216","2015"
"5855","746217","2015"
"5855","746218","2015"
"5855","746219","2015"
"5855","746220","2015"
"5855","746221","2015"
"11144","746222","2015"
"11144","746223","2015"
"33856","746224","2015"
"33856","746225","2015"
"33856","746226","2015"
"47442","746227","2015"
"5881","746230","2015"
"5881","746231","2015"
"5881","746232","2015"
"5881","746233","2015"
"5881","746234","2015"
"5881","746235","2015"
"5881","746236","2015"
"5881","746237","2015"
"5881","746238","2015"
"5881","746239","2015"
"5881","746240","2015"
"5881","746241","2015"
"850","746252","2015"
"850","746253","2015"
"850","746254","2015"
"528","746260","2015"
"528","746261","2015"
"528","746262","2015"
"44288","746263","2015"
"44288","746264","2015"
"44288","746265","2015"
"44288","746266","2015"
"44288","746267","2015"
"44288","746268","2015"
"44288","746269","2015"
"44288","746270","2015"
"746","746271","2015"
"746","746272","2015"
"746","746273","2015"
"746","746274","2015"
"746","746275","2015"
"746","746276","2015"
"746","746277","2015"
"746","746278","2015"
"621","746293","2015"
"621","746294","2015"
"7219","746295","2015"
"795","746296","2015"
"795","746297","2015"
"795","746298","2015"
"795","746299","2015"
"795","746300","2015"
"795","746301","2015"
"795","746302","2015"
"795","746303","2015"
"795","746304","2015"
"795","746305","2015"
"7128","746326","2015"
"7128","746327","2015"
"7128","746328","2015"
"7128","746329","2015"
"7128","746330","2015"
"7128","746331","2015"
"7128","746332","2015"
"7128","746333","2015"
"7128","746334","2015"
"7128","746335","2015"
"7128","746336","2015"
"983","746340","2015"
"586","746343","2015"
"21072","746368","2015"
"42085","746356","2015"
"42085","746357","2015"
"42085","746358","2015"
"42085","746359","2015"
"42085","746360","2015"
"42085","746361","2015"
"42085","746362","2015"
"42085","746363","2015"
"42085","746364","2015"
"42085","746365","2015"
"42085","746366","2015"
"42085","746367","2015"
"807","746370","2015"
"807","746371","2015"
"807","746372","2015"
"807","746373","2015"
"807","746374","2015"
"807","746375","2015"
"49854","746382","2015"
"49854","746383","2015"
"49854","746384","2015"
"49854","746385","2015"
"49854","746386","2015"
"49854","746387","2015"
"6761","746399","2015"
"6761","746400","2015"
"6761","746401","2015"
"6761","746402","2015"
"6789","746403","2015"
"6789","746404","2015"
"6789","746405","2015"
"6789","746406","2015"
"6789","746407","2015"
"6789","746408","2015"
"5887","746409","2015"
"5887","746410","2015"
"5887","746411","2015"
"5887","746412","2015"
"5887","746413","2015"
"5887","746414","2015"
"5887","746415","2015"
"5887","746416","2015"
"5887","746417","2015"
"5887","746418","2015"
"47814","746419","2015"
"47814","746420","2015"
"47814","746421","2015"
"47814","746422","2015"
"47814","746423","2015"
"47814","746424","2015"
"7139","746432","2015"
"7139","746433","2015"
"7139","746434","2015"
"7139","746435","2015"
"7139","746436","2015"
"7139","746437","2015"
"7139","746438","2015"
"7139","746439","2015"
"509","746446","2015"
"509","746447","2015"
"509","746448","2015"
"509","746449","2015"
"509","746450","2015"
"509","746451","2015"
"509","746452","2015"
"509","746453","2015"
"509","746454","2015"
"509","746455","2015"
"509","746456","2015"
"25450","746457","2015"
"25450","746458","2015"
"25450","746459","2015"
"25450","746460","2015"
"25450","746461","2015"
"25450","746462","2015"
"25450","746463","2015"
"974","746473","2015"
"974","746474","2015"
"974","746475","2015"
"47824","746483","2015"
"25623","746485","2015"
"25623","746486","2015"
"25623","746487","2015"
"25623","746488","2015"
"25623","746489","2015"
"25623","746490","2015"
"25623","746491","2015"
"25623","746492","2015"
"25623","746493","2015"
"25623","746494","2015"
"25623","746495","2015"
"45120","746496","2015"
"45120","746497","2015"
"35566","746501","2015"
"35566","746502","2015"
"46600","746503","2015"
"46600","746504","2015"
"46600","746505","2015"
"46600","746506","2015"
"46600","746507","2015"
"46600","746508","2015"
"6842","746509","2015"
"6842","746510","2015"
"6842","746511","2015"
"6842","746512","2015"
"6842","746513","2015"
"6842","746514","2015"
"6842","746515","2015"
"6842","746516","2015"
"6434","746518","2015"
"6434","746519","2015"
"6434","746520","2015"
"6434","746521","2015"
"6434","746522","2015"
"6434","746523","2015"
"6434","746524","2015"
"6434","746525","2015"
"6434","746526","2015"
"6434","746527","2015"
"6434","746528","2015"
"6434","746529","2015"
"6434","746530","2015"
"6434","746531","2015"
"51694","746532","2015"
"6065","746534","2015"
"5850","746539","2015"
"5850","746540","2015"
"5850","746541","2015"
"5850","746542","2015"
"5850","746543","2015"
"20686","746544","2015"
"42097","746545","2015"
"42097","746546","2015"
"42097","746547","2015"
"42097","746548","2015"
"42097","746549","2015"
"42097","746550","2015"
"42097","746551","2015"
"42097","746552","2015"
"11202","746553","2015"
"40113","746555","2015"
"40113","746556","2015"
"183","746558","2015"
"183","746559","2015"
"183","746560","2015"
"183","746561","2015"
"183","746562","2015"
"183","746563","2015"
"183","746564","2015"
"183","746565","2015"
"183","746566","2015"
"183","746567","2015"
"11005","746568","2015"
"18798","746569","2015"
"45059","746580","2015"
"45059","746581","2015"
"45059","746582","2015"
"45059","746583","2015"
"45059","746584","2015"
"45059","746585","2015"
"495","746586","2015"
"495","746587","2015"
"495","746588","2015"
"495","746589","2015"
"495","746590","2015"
"495","746591","2015"
"495","746592","2015"
"555","746593","2015"
"7397","746594","2015"
"9342","746597","2015"
"9342","746598","2015"
"9342","746599","2015"
"9342","746600","2015"
"9342","746601","2015"
"9342","746602","2015"
"9342","746603","2015"
"9342","746604","2015"
"9342","746605","2015"
"9342","746606","2015"
"9342","746607","2015"
"9342","746608","2015"
"9342","746609","2015"
"9342","746610","2015"
"9342","746611","2015"
"9342","746612","2015"
"9342","746613","2015"
"9970","746614","2015"
"9970","746615","2015"
"9970","746616","2015"
"9970","746617","2015"
"9970","746618","2015"
"9970","746619","2015"
"33342","746620","2015"
"33342","746621","2015"
"33342","746622","2015"
"45281","746628","2015"
"45281","746629","2015"
"40357","746667","2015"
"40357","746668","2015"
"40357","746669","2015"
"40357","746670","2015"
"39433","746678","2015"
"39433","746679","2015"
"39433","746680","2015"
"39433","746681","2015"
"39433","746682","2015"
"39433","746683","2015"
"39433","746684","2015"
"39433","746685","2015"
"39433","746686","2015"
"39433","746687","2015"
"20687","746688","2015"
"20687","746689","2015"
"20687","746690","2015"
"20687","746691","2015"
"20687","746692","2015"
"20687","746693","2015"
"20687","746694","2015"
"19949","746695","2015"
"19949","746696","2015"
"19949","746697","2015"
"19949","746698","2015"
"19949","746699","2015"
"19949","746700","2015"
"19949","746701","2015"
"10173","746702","2015"
"10173","746703","2015"
"10173","746704","2015"
"10173","746705","2015"
"10173","746706","2015"
"10173","746707","2015"
"10173","746708","2015"
"10173","746709","2015"
"10173","746710","2015"
"9993","746754","2015"
"9993","746755","2015"
"9993","746756","2015"
"9993","746757","2015"
"9993","746758","2015"
"9993","746759","2015"
"518","746760","2015"
"518","746761","2015"
"518","746762","2015"
"518","746763","2015"
"518","746764","2015"
"518","746765","2015"
"6091","746775","2015"
"6851","746780","2015"
"6851","746781","2015"
"6851","746782","2015"
"6851","746783","2015"
"6851","746784","2015"
"6851","746785","2015"
"6851","746786","2015"
"48656","746776","2015"
"48656","746777","2015"
"48656","746778","2015"
"48656","746779","2015"
"187","746787","2015"
"187","746788","2015"
"187","746789","2015"
"187","746790","2015"
"6801","746791","2015"
"11678","746792","2015"
"11678","746793","2015"
"11678","746794","2015"
"11678","746795","2015"
"11678","746796","2015"
"788","746797","2015"
"788","746798","2015"
"788","746799","2015"
"788","746800","2015"
"788","746801","2015"
"788","746802","2015"
"788","746803","2015"
"5973","746804","2015"
"5973","746805","2015"
"5973","746806","2015"
"5973","746807","2015"
"5973","746808","2015"
"5973","746809","2015"
"5973","746810","2015"
"47819","746811","2015"
"47819","746812","2015"
"47819","746813","2015"
"9890","746814","2015"
"9890","746815","2015"
"9890","746816","2015"
"9890","746817","2015"
"9890","746818","2015"
"9890","746819","2015"
"8603","746820","2015"
"47871","746821","2015"
"7392","746822","2015"
"7392","746823","2015"
"7392","746824","2015"
"49680","746848","2015"
"49680","746849","2015"
"49680","746850","2015"
"49680","746851","2015"
"49680","746852","2015"
"49680","746853","2015"
"49680","746854","2015"
"49680","746855","2015"
"49680","746856","2015"
"4103","746857","2015"
"6866","746859","2015"
"423","746866","2015"
"423","746867","2015"
"423","746868","2015"
"423","746869","2015"
"423","746870","2015"
"423","746871","2015"
"423","746872","2015"
"45206","746898","2015"
"50215","746899","2015"
"5922","746900","2015"
"5922","746901","2015"
"5922","746902","2015"
"5922","746903","2015"
"5922","746904","2015"
"5922","746905","2015"
"265","746910","2015"
"265","746911","2015"
"265","746912","2015"
"265","746913","2015"
"265","746914","2015"
"265","746915","2015"
"873","746916","2015"
"873","746917","2015"
"873","746918","2015"
"873","746919","2015"
"873","746920","2015"
"873","746921","2015"
"854","746922","2015"
"854","746923","2015"
"854","746924","2015"
"854","746925","2015"
"854","746926","2015"
"854","746927","2015"
"854","746928","2015"
"854","746929","2015"
"854","746930","2015"
"854","746931","2015"
"854","746932","2015"
"854","746933","2015"
"41656","746934","2015"
"41656","746935","2015"
"41656","746936","2015"
"41656","746937","2015"
"41656","746938","2015"
"41656","746939","2015"
"41656","746940","2015"
"44900","746941","2015"
"44900","746942","2015"
"44900","746943","2015"
"44900","746944","2015"
"44900","746945","2015"
"44900","746946","2015"
"44900","746947","2015"
"44900","746948","2015"
"44900","746949","2015"
"44900","746950","2015"
"44900","746951","2015"
"44900","746952","2015"
"44900","746953","2015"
"44900","746954","2015"
"44900","746955","2015"
"417","746956","2015"
"417","746957","2015"
"417","746958","2015"
"417","746959","2015"
