"id","name","statecode","survey_year","is_dcf_applicable","type_id","district_code"
"0282","Mahatama Gandhi Gramodaya Vishwavidyalaya, Chitrakoot, Satna","23","2015","true","02","429"
"0305","Indian Institute of Science Education & Research (IISER), Pune,","27","2015","true","07","521"
"0313","Maharashtra University of Health Sciences, Nashik","27","2015","true","02","516"
"0332","Rashtrasant Tukadoji Maharaj Nagpur University, Nagpur","27","2015","true","02","505"
"0339","Mahatma Gandhi University, Tura, West Garo Hills","17","2015","true","03","297"
"0360","Orissa University of Agriculture &  Technology, Bhubaneswar","21","2015","true","02","386"
"0367","Veer Surendra Sai University of Technology, Sambalpur","21","2015","true","02","372"
"0391","Birla Institute of Technology & Sciences, Pilani","08","2015","true","06","103"
"0397","Jagadguru Ramanandacharya Rajasthan Sanskrit University, Jaipur","08","2015","true","02","110"
"0401","Jaipur National University, Jaipur","08","2015","true","03","110"
"0423","Shri Jagdish Prasad Jhabarmal Tibrewala University, Jhunjhunu","08","2015","true","03","103"
"0431","Sikkim Manipal University, Gangtok","11","2015","true","03","244"
"0446","Bharath Institute of Higher Education & Research","33","2015","true","06","604"
"0455","Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram","33","2015","true","07","604"
"0476","Shanmugha Arts, Science, Technology & Reserch Academy (SASTRA), Thanjavur","33","2015","true","06","620"
"0494","The Institute of Chartered Financial Analysts of India University, Agartala","16","2015","true","03","289"
"0522","Jaypee Institute of Information Technology, Noida","09","2015","true","06","141"
"0525","Mahatama Jyotiba Phule Rohikhand University, Bareilly","09","2015","true","02","150"
"0542","Shobit Institute of Engineering & Technology, Meerut","09","2015","true","06","138"
"0564","University of Petroleum and Energy Studies, Dehradun","05","2015","true","03","060"
"0582","Ramakrishna Mission Vivekananda Educational  and Research Institute, Howrah","19","2015","true","06","341"
"0590","West Bengal State University, Kolkata","19","2015","true","02","337"
"0600","National University of Study & Research in Law, Ranchi","20","2015","true","02","364"
"0616","National Institute of Technology Uttarakhand","05","2015","true","07","061"
"0632","RAJIV GANDHI UNIVERSITY OF KNOWLEDGE TECHNOLOGIES","28","2015","true","02","551"
