"university_id","survey_year","teaching_staff_id"
"0578","2015","928425"
"0593","2015","928870"
"0593","2015","928871"
"0593","2015","928872"
"0593","2015","928873"
"0593","2015","928874"
"0593","2015","928875"
"0593","2015","928876"
"0593","2015","928877"
"0593","2015","928878"
"0593","2015","928879"
"0593","2015","928880"
"0593","2015","928881"
"0593","2015","928882"
"0593","2015","928883"
"0593","2015","928884"
"0593","2015","928885"
"0593","2015","928886"
"0593","2015","928887"
"0593","2015","928888"
"0593","2015","928889"
"0593","2015","928890"
"0593","2015","928891"
"0593","2015","928892"
"0593","2015","928893"
"0593","2015","928894"
"0593","2015","928895"
"0593","2015","928896"
"0593","2015","928897"
"0593","2015","928898"
"0593","2015","928899"
"0127","2015","929237"
"0127","2015","929238"
"0127","2015","929239"
"0127","2015","929240"
"0127","2015","929241"
"0127","2015","929242"
"0127","2015","929243"
"0127","2015","929244"
"0127","2015","929245"
"0127","2015","929246"
"0127","2015","929247"
"0127","2015","929248"
"0127","2015","929249"
"0127","2015","929250"
"0127","2015","929251"
"0127","2015","929252"
"0127","2015","929253"
"0594","2015","930571"
"0594","2015","930572"
"0594","2015","930573"
"0594","2015","930574"
"0594","2015","930575"
"0591","2015","931798"
"0591","2015","931799"
"0591","2015","931800"
"0591","2015","931801"
"0591","2015","931802"
"0591","2015","931803"
"0591","2015","931804"
"0591","2015","931805"
"0591","2015","931806"
"0591","2015","931807"
"0591","2015","931808"
"0591","2015","931809"
"0591","2015","931810"
"0591","2015","931811"
"0591","2015","931812"
"0591","2015","931813"
"0591","2015","931814"
"0591","2015","931815"
"0591","2015","931816"
"0591","2015","931817"
"0591","2015","931818"
"0591","2015","931819"
"0591","2015","931820"
"0591","2015","931821"
"0591","2015","931822"
"0591","2015","931823"
"0591","2015","931824"
"0591","2015","931825"
"0591","2015","931826"
"0591","2015","931827"
"0591","2015","931828"
"0591","2015","931829"
"0788","2015","932311"
"0788","2015","932312"
"0788","2015","932313"
"0788","2015","932314"
"0788","2015","932315"
"0788","2015","932316"
"0788","2015","932317"
"0788","2015","932318"
"0788","2015","932319"
"0788","2015","932320"
"0788","2015","932321"
"0788","2015","932322"
"0788","2015","932323"
"0788","2015","932324"
"0788","2015","932325"
"0788","2015","932326"
"0788","2015","932327"
"0788","2015","932328"
"0788","2015","932329"
"0788","2015","932330"
"0123","2015","932944"
"0625","2015","933019"
"0625","2015","933020"
"0625","2015","933021"
"0625","2015","933022"
"0232","2015","935814"
"0232","2015","935815"
"0232","2015","935816"
"0232","2015","935817"
"0232","2015","935818"
"0232","2015","935819"
"0232","2015","935820"
"0232","2015","935821"
"0232","2015","935822"
"0232","2015","935823"
"0232","2015","935824"
"0232","2015","935825"
"0232","2015","935826"
"0232","2015","935827"
"0232","2015","935828"
"0232","2015","935829"
"0232","2015","935830"
"0232","2015","935831"
"0232","2015","935832"
"0232","2015","935833"
"0232","2015","935834"
"0232","2015","935835"
"0232","2015","935836"
"0232","2015","935837"
"0232","2015","935838"
"0232","2015","935839"
"0232","2015","935840"
"0232","2015","935841"
"0232","2015","935842"
"0232","2015","935843"
"0232","2015","935844"
"0232","2015","935845"
"0232","2015","935846"
"0232","2015","935847"
"0232","2015","935848"
"0232","2015","935849"
"0232","2015","935850"
"0232","2015","935851"
"0232","2015","935852"
"0232","2015","935853"
"0782","2015","939481"
"0783","2015","939681"
"0494","2015","941968"
"0494","2015","941969"
"0494","2015","941970"
"0494","2015","941971"
"0494","2015","941972"
"0494","2015","941973"
"0494","2015","941974"
"0494","2015","941975"
"0494","2015","941976"
"0494","2015","941977"
"0494","2015","941978"
"0494","2015","941979"
"0494","2015","941980"
"0378","2015","942374"
"0378","2015","942375"
"0378","2015","942376"
"0378","2015","942377"
"0378","2015","942378"
"0378","2015","942379"
"0378","2015","942380"
"0378","2015","942381"
"0057","2015","942738"
"0057","2015","942739"
"0057","2015","942740"
"0057","2015","942741"
"0354","2015","943191"
"0354","2015","943192"
"0354","2015","943193"
"0354","2015","943194"
"0354","2015","943195"
"0354","2015","943196"
"0354","2015","943197"
"0354","2015","943198"
"0218","2015","944170"
"0218","2015","944171"
"0218","2015","944172"
"0218","2015","944173"
"0218","2015","944174"
"0218","2015","944175"
"0218","2015","944176"
"0218","2015","944177"
"0218","2015","944178"
"0218","2015","944179"
"0218","2015","944180"
"0218","2015","944181"
"0218","2015","944182"
"0218","2015","944183"
"0218","2015","944184"
"0218","2015","944185"
"0218","2015","944186"
"0218","2015","944187"
"0218","2015","944188"
"0218","2015","944189"
"0218","2015","944190"
"0250","2015","946328"
"0250","2015","946329"
"0250","2015","946330"
"0670","2015","946461"
"0670","2015","946462"
"0670","2015","946463"
"0670","2015","946464"
"0670","2015","946465"
"0670","2015","946466"
"0670","2015","946467"
"0588","2015","946518"
"0588","2015","946519"
"0588","2015","946520"
"0588","2015","946521"
"0588","2015","946522"
"0588","2015","946523"
"0588","2015","946524"
"0588","2015","946525"
"0588","2015","946526"
"0588","2015","946527"
"0588","2015","946528"
"0588","2015","946529"
"0588","2015","946530"
"0588","2015","946531"
"0588","2015","946532"
"0588","2015","946533"
"0588","2015","946534"
"0588","2015","946535"
"0588","2015","946536"
"0588","2015","946537"
"0588","2015","946538"
"0588","2015","946539"
"0588","2015","946540"
"0588","2015","946541"
"0588","2015","946542"
"0588","2015","946543"
"0588","2015","946544"
"0588","2015","946545"
"0588","2015","946546"
"0588","2015","946547"
"0775","2015","947575"
"0775","2015","947576"
"0775","2015","947577"
"0775","2015","947578"
"0775","2015","947579"
"0775","2015","947580"
"0775","2015","947581"
"0775","2015","947582"
"0775","2015","947583"
"0775","2015","947584"
"0132","2015","949457"
"0132","2015","949458"
"0132","2015","949459"
"0132","2015","949460"
"0572","2015","950375"
"0572","2015","950376"
"0572","2015","950377"
"0572","2015","950378"
"0572","2015","950379"
"0572","2015","950380"
"0153","2015","952433"
"0153","2015","952434"
"0153","2015","952435"
"0153","2015","952436"
"0153","2015","952437"
"0153","2015","952438"
"0153","2015","952439"
"0153","2015","952440"
"0153","2015","952441"
"0153","2015","952442"
"0153","2015","952443"
"0153","2015","952444"
"0153","2015","952445"
"0153","2015","952446"
"0153","2015","952447"
"0153","2015","952448"
"0153","2015","952449"
"0153","2015","952450"
"0153","2015","952451"
"0153","2015","952452"
"0153","2015","952453"
"0153","2015","952454"
"0153","2015","952455"
"0153","2015","952456"
"0153","2015","952457"
"0153","2015","952458"
"0153","2015","952459"
"0153","2015","952460"
"0130","2015","952582"
"0130","2015","952583"
"0595","2015","952590"
"0595","2015","952591"
"0595","2015","952592"
"0595","2015","952593"
"0595","2015","952594"
"0595","2015","952595"
"0595","2015","952596"
"0595","2015","952597"
"0595","2015","952598"
"0765","2015","954424"
"0765","2015","954425"
"0765","2015","954426"
"0765","2015","954427"
"0765","2015","954428"
"0765","2015","954429"
"0765","2015","954430"
"0765","2015","954431"
"0765","2015","954432"
"0765","2015","954433"
"0663","2015","955314"
"0663","2015","955315"
"0663","2015","955316"
"0663","2015","955317"
"0663","2015","955318"
"0663","2015","955319"
"0663","2015","955320"
"0663","2015","955321"
"0663","2015","955322"
"0663","2015","955323"
"0663","2015","955324"
"0663","2015","955325"
"0663","2015","955326"
"0663","2015","955327"
"0663","2015","955328"
"0663","2015","955329"
"0663","2015","955330"
"0663","2015","955331"
"0663","2015","955332"
"0663","2015","955333"
"0663","2015","955334"
"0663","2015","955335"
"0663","2015","955336"
"0663","2015","955337"
"0647","2015","956423"
"0647","2015","956424"
"0793","2015","956557"
"0793","2015","956558"
"0597","2015","956903"
"0597","2015","956904"
"0597","2015","956905"
"0597","2015","956906"
"0597","2015","956907"
"0597","2015","956908"
"0597","2015","956909"
"0597","2015","956910"
"0597","2015","956911"
"0597","2015","956912"
"0571","2015","957816"
"0571","2015","957817"
"0571","2015","957818"
"0571","2015","957819"
"0571","2015","957820"
"0571","2015","957821"
"0571","2015","957822"
"0571","2015","957823"
"0571","2015","957824"
"0571","2015","957825"
"0571","2015","957826"
"0571","2015","957827"
"0571","2015","957828"
"0571","2015","957829"
"0571","2015","957830"
"0571","2015","957831"
"0571","2015","957832"
"0571","2015","957833"
"0571","2015","957834"
"0133","2015","958633"
"0133","2015","958634"
"0135","2015","959635"
"0135","2015","959636"
"0136","2015","959984"
"0136","2015","959985"
"0136","2015","959986"
"0136","2015","959987"
"0136","2015","959988"
"0136","2015","959989"
"0136","2015","959990"
"0136","2015","959991"
"0136","2015","959992"
"0136","2015","959993"
"0136","2015","959994"
"0136","2015","959995"
"0136","2015","959996"
"0136","2015","959997"
"0136","2015","959998"
"0136","2015","959999"
"0136","2015","960000"
"0136","2015","960001"
"0136","2015","960002"
"0136","2015","960003"
"0136","2015","960004"
"0136","2015","960005"
"0136","2015","960006"
"0136","2015","960007"
"0136","2015","960008"
"0136","2015","960009"
"0136","2015","960010"
"0136","2015","960011"
"0136","2015","960012"
"0136","2015","960013"
"0136","2015","960014"
"0136","2015","960015"
"0136","2015","960016"
"0136","2015","960017"
"0136","2015","960018"
"0136","2015","960019"
"0136","2015","960020"
"0136","2015","960021"
"0136","2015","960022"
"0136","2015","960023"
"0136","2015","960024"
"0136","2015","960025"
"0136","2015","960026"
"0136","2015","960027"
"0136","2015","960028"
"0136","2015","960029"
"0708","2015","960664"
"0708","2015","960665"
"0708","2015","960666"
"0708","2015","960667"
"0708","2015","960668"
"0708","2015","960669"
"0708","2015","960670"
"0708","2015","960671"
"0708","2015","960672"
"0708","2015","960673"
"0708","2015","960674"
"0708","2015","960675"
"0708","2015","960676"
"0708","2015","960677"
"0708","2015","960678"
"0708","2015","960679"
"0708","2015","960680"
"0708","2015","960681"
"0708","2015","960682"
"0708","2015","960683"
"0708","2015","960684"
"0708","2015","960685"
"0708","2015","960686"
"0708","2015","960687"
"0708","2015","960688"
"0708","2015","960689"
"0708","2015","960690"
"0708","2015","960691"
"0708","2015","960692"
"0708","2015","960693"
"0708","2015","960694"
"0708","2015","960695"
"0708","2015","960696"
"0708","2015","960697"
"0708","2015","960698"
"0708","2015","960699"
"0708","2015","960700"
"0708","2015","960701"
"0708","2015","960702"
"0708","2015","960703"
"0708","2015","960704"
"0708","2015","960705"
"0708","2015","960706"
"0708","2015","960707"
"0708","2015","960708"
"0708","2015","960709"
"0708","2015","960710"
"0708","2015","960711"
"0708","2015","960712"
"0708","2015","960713"
"0708","2015","960714"
"0708","2015","960715"
"0708","2015","960716"
"0708","2015","960717"
"0708","2015","960718"
"0708","2015","960719"
"0668","2015","960764"
"0668","2015","960765"
"0668","2015","960766"
"0668","2015","960767"
"0668","2015","960768"
"0668","2015","960769"
"0668","2015","960770"
"0668","2015","960771"
"0668","2015","960772"
"0668","2015","960773"
"0668","2015","960774"
"0668","2015","960775"
"0668","2015","960776"
"0668","2015","960777"
"0668","2015","960778"
"0668","2015","960779"
"0668","2015","960780"
"0668","2015","960781"
"0668","2015","960782"
"0668","2015","960783"
"0668","2015","960784"
"0668","2015","960785"
"0668","2015","960786"
"0702","2015","962124"
"0702","2015","962125"
"0702","2015","962126"
"0702","2015","962127"
"0702","2015","962128"
"0702","2015","962129"
"0702","2015","962130"
"0702","2015","962131"
"0702","2015","962132"
"0702","2015","962133"
"0702","2015","962134"
"0702","2015","962135"
"0702","2015","962136"
"0702","2015","962137"
"0702","2015","962138"
"0759","2015","962214"
"0759","2015","962215"
"0759","2015","962216"
"0753","2015","962454"
"0753","2015","962455"
"0753","2015","962456"
"0753","2015","962457"
"0753","2015","962458"
"0753","2015","962459"
"0753","2015","962460"
"0753","2015","962461"
"0753","2015","962462"
"0753","2015","962463"
"0753","2015","962464"
"0753","2015","962465"
"0753","2015","962466"
"0602","2015","963263"
"0602","2015","963264"
"0602","2015","963265"
"0602","2015","963266"
"0602","2015","963267"
"0602","2015","963268"
"0602","2015","963269"
"0602","2015","963270"
"0602","2015","963271"
"0602","2015","963272"
"0602","2015","963273"
"0602","2015","963274"
"0602","2015","963275"
"0602","2015","963276"
"0602","2015","963277"
"0602","2015","963278"
"0602","2015","963279"
"0602","2015","963280"
"0602","2015","963281"
"0147","2015","963879"
"0147","2015","963880"
"0147","2015","963881"
"0147","2015","963882"
"0147","2015","963883"
"0147","2015","963884"
"0147","2015","963885"
"0147","2015","963886"
"0147","2015","963887"
"0147","2015","963888"
"0147","2015","963889"
"0147","2015","963890"
"0147","2015","963891"
"0147","2015","963892"
"0147","2015","963893"
"0147","2015","963894"
"0147","2015","963895"
"0147","2015","963896"
"0147","2015","963897"
"0134","2015","963974"
"0134","2015","963975"
"0140","2015","964537"
"0140","2015","964538"
"0140","2015","964539"
"0140","2015","964540"
"0140","2015","964541"
"0140","2015","964542"
"0140","2015","964543"
"0140","2015","964544"
"0140","2015","964545"
"0140","2015","964546"
"0140","2015","964547"
"0140","2015","964548"
"0140","2015","964549"
"0148","2015","964831"
"0148","2015","964832"
"0148","2015","964833"
"0148","2015","964834"
"0148","2015","964835"
"0148","2015","964836"
"0148","2015","964837"
"0148","2015","964838"
"0148","2015","964839"
"0148","2015","964840"
"0148","2015","964841"
"0148","2015","964842"
"0148","2015","964843"
"0148","2015","964844"
"0148","2015","964845"
"0148","2015","964846"
"0148","2015","964847"
"0148","2015","964848"
"0148","2015","964849"
"0148","2015","964850"
"0148","2015","964851"
"0148","2015","964852"
"0148","2015","964853"
"0148","2015","964854"
"0148","2015","964855"
"0219","2015","965080"
"0219","2015","965081"
"0219","2015","965082"
"0219","2015","965083"
"0219","2015","965084"
"0219","2015","965085"
"0219","2015","965086"
"0219","2015","965087"
"0219","2015","965088"
"0219","2015","965089"
"0219","2015","965090"
"0219","2015","965091"
"0219","2015","965092"
"0219","2015","965093"
"0219","2015","965094"
"0219","2015","965095"
"0219","2015","965096"
"0219","2015","965097"
"0219","2015","965098"
"0219","2015","965099"
"0219","2015","965100"
"0219","2015","965101"
"0219","2015","965102"
"0219","2015","965103"
"0219","2015","965104"
"0219","2015","965105"
"0219","2015","965106"
"0219","2015","965107"
"0219","2015","965108"
"0219","2015","965109"
"0219","2015","965110"
"0219","2015","965111"
"0219","2015","965112"
"0219","2015","965113"
"0219","2015","965114"
"0219","2015","965115"
"0219","2015","965116"
"0154","2015","965141"
"0154","2015","965142"
"0154","2015","965143"
"0154","2015","965144"
"0154","2015","965145"
"0154","2015","965146"
"0154","2015","965147"
"0154","2015","965148"
"0154","2015","965149"
"0154","2015","965150"
"0154","2015","965151"
"0154","2015","965152"
"0154","2015","965153"
"0154","2015","965154"
"0154","2015","965155"
"0154","2015","965156"
"0154","2015","965157"
"0154","2015","965158"
"0154","2015","965159"
"0154","2015","965160"
"0154","2015","965161"
"0154","2015","965162"
"0154","2015","965163"
"0154","2015","965164"
"0154","2015","965165"
"0154","2015","965166"
"0154","2015","965167"
"0154","2015","965168"
"0154","2015","965169"
"0154","2015","965170"
"0154","2015","965171"
"0154","2015","965172"
"0154","2015","965173"
"0154","2015","965174"
"0154","2015","965175"
"0154","2015","965176"
"0154","2015","965177"
"0154","2015","965178"
"0154","2015","965179"
"0154","2015","965180"
"0154","2015","965181"
"0044","2015","965315"
"0044","2015","965316"
"0044","2015","965317"
"0044","2015","965318"
"0044","2015","965319"
"0044","2015","965320"
"0044","2015","965321"
"0044","2015","965322"
"0044","2015","965323"
"0044","2015","965324"
"0044","2015","965325"
"0044","2015","965326"
"0044","2015","965327"
"0044","2015","965328"
"0044","2015","965329"
"0044","2015","965330"
"0044","2015","965331"
"0124","2015","965647"
"0124","2015","965648"
"0124","2015","965649"
"0124","2015","965650"
"0124","2015","965651"
"0124","2015","965652"
"0124","2015","965653"
"0124","2015","965654"
"0124","2015","965655"
"0124","2015","965656"
"0124","2015","965657"
"0124","2015","965658"
"0124","2015","965659"
"0124","2015","965660"
"0124","2015","965661"
"0124","2015","965662"
"0124","2015","965663"
"0124","2015","965664"
"0124","2015","965665"
"0124","2015","965666"
"0124","2015","965667"
"0124","2015","965668"
"0124","2015","965669"
"0124","2015","965670"
"0589","2015","967125"
"0589","2015","967126"
"0589","2015","967127"
"0589","2015","967128"
"0589","2015","967129"
"0589","2015","967130"
"0589","2015","967131"
"0589","2015","967132"
"0589","2015","967133"
"0589","2015","967134"
"0589","2015","967135"
"0589","2015","967136"
"0589","2015","967137"
"0589","2015","967138"
"0589","2015","967139"
"0589","2015","967140"
"0589","2015","967141"
"0589","2015","967142"
"0589","2015","967143"
"0589","2015","967144"
"0589","2015","967145"
"0589","2015","967146"
"0589","2015","967147"
"0589","2015","967148"
"0589","2015","967149"
"0589","2015","967150"
"0589","2015","967151"
"0589","2015","967152"
"0589","2015","967153"
"0589","2015","967154"
"0589","2015","967155"
"0589","2015","967156"
"0589","2015","967157"
"0589","2015","967158"
"0589","2015","967159"
"0589","2015","967160"
"0589","2015","967161"
"0589","2015","967162"
"0589","2015","967163"
"0589","2015","967164"
"0589","2015","967165"
"0589","2015","967166"
"0589","2015","967167"
"0589","2015","967168"
"0589","2015","967169"
"0589","2015","967170"
"0589","2015","967171"
"0714","2015","967289"
"0714","2015","967290"
"0714","2015","967291"
"0714","2015","967292"
"0714","2015","967293"
"0714","2015","967294"
"0714","2015","967295"
"0160","2015","1192622"
"0160","2015","1192623"
"0160","2015","1192624"
"0706","2015","967979"
"0160","2015","1192625"
"0706","2015","967981"
"0129","2015","968023"
"0129","2015","968024"
"0129","2015","968025"
"0129","2015","968026"
"0129","2015","968027"
"0129","2015","968028"
"0129","2015","968029"
"0129","2015","968030"
"0129","2015","968031"
"0129","2015","968032"
"0129","2015","968033"
"0129","2015","968034"
"0129","2015","968035"
"0129","2015","968036"
"0129","2015","968037"
"0129","2015","968038"
"0129","2015","968039"
"0129","2015","968040"
"0129","2015","968041"
"0511","2015","968135"
"0511","2015","968136"
"0151","2015","968578"
"0151","2015","968579"
"0151","2015","968580"
"0151","2015","968581"
"0151","2015","968582"
"0151","2015","968583"
"0151","2015","968584"
"0151","2015","968585"
"0151","2015","968586"
"0151","2015","968587"
"0151","2015","968588"
"0151","2015","968589"
"0151","2015","968590"
"0151","2015","968591"
"0151","2015","968592"
"0151","2015","968593"
"0151","2015","968594"
"0151","2015","968595"
"0151","2015","968596"
"0151","2015","968597"
"0151","2015","968598"
"0151","2015","968599"
"0151","2015","968600"
"0151","2015","968601"
"0151","2015","968602"
"0151","2015","968603"
"0151","2015","968604"
"0151","2015","968605"
"0151","2015","968606"
"0151","2015","968607"
"0215","2015","969488"
"0215","2015","969489"
"0215","2015","969490"
"0215","2015","969491"
"0215","2015","969492"
"0215","2015","969493"
"0215","2015","969494"
"0215","2015","969495"
"0215","2015","969496"
"0215","2015","969497"
"0215","2015","969498"
"0215","2015","969499"
"0215","2015","969500"
"0215","2015","969501"
"0215","2015","969502"
"0215","2015","969503"
"0215","2015","969504"
"0215","2015","969505"
"0215","2015","969506"
"0215","2015","969507"
"0215","2015","969508"
"0215","2015","969509"
"0215","2015","969510"
"0215","2015","969511"
"0215","2015","969512"
"0215","2015","969513"
"0215","2015","969514"
"0215","2015","969515"
"0215","2015","969516"
"0215","2015","969517"
"0215","2015","969518"
"0215","2015","969519"
"0215","2015","969520"
"0215","2015","969521"
