"id","non_teaching_staff","teaching_staff","total"
"54846","2","2","4"
"46080","0","3","3"
"50236","2","2","4"
"45752","3","0","3"
"49909","4","8","12"
"48558","6","19","25"
"47019","1","0","1"
"47638","1","0","1"
"45926","18","6","24"
"45229","10","5","15"
"47318","4","4","8"
"49023","3","5","8"
"42517","4","8","12"
"51618","3","8","11"
"48204","21","14","35"
"53329","0","1","1"
"53765","4","27","31"
"49796","8","1","9"
"42311","3","3","6"
"43755","2","3","5"
"51184","24","12","36"
"52074","2","2","4"
"49590","20","20","40"
"42592","5","19","24"
"49480","1","2","3"
"49820","2","5","7"
"43994","1","2","3"
"55027","5","15","20"
"53549","0","3","3"
"43601","2","2","4"
"49772","5","25","30"
"46705","3","8","11"
"54112","10","0","10"
"48855","58","51","109"
"55715","4","8","12"
"52109","102","76","178"
"44518","","","58"
"44085","4","4","8"
"43864","2","4","6"
"44641","15","29","44"
"51238","30","0","30"
"49008","12","41","53"
"46794","6","8","14"
"48780","135","49","184"
"52001","237","186","423"
"47887","7","13","20"
"42844","2","4","6"
"49941","2","2","4"
"54910","9","16","25"
"48364","2","0","2"
"48203","4","1","5"
"46004","0","4","4"
"51752","4","6","10"
"52022","43","11","54"
"47993","1","1","2"
"51449","6","7","13"
"43459","4","7","11"
"42516","0","1","1"
"46969","297","612","909"
"54212","2","8","10"
"48451","5","12","17"
"49198","14","15","29"
"44854","12","16","28"
"43791","6","8","14"
"55658","2","6","8"
"54625","17","14","31"
"53953","9","12","21"
"55917","15","29","44"
"50711","0","1","1"
"51533","16","8","24"
"48229","15","12","27"
"48572","18","25","43"
"50305","15","38","53"
"52039","0","1","1"
"47629","6","10","16"
"51020","0","1","1"
"54885","10","15","25"
"44339","200","40","240"
"51914","7","14","21"
"51039","20","60","80"
"46996","0","8","8"
"55625","7","71","78"
"50568","256","170","426"
"50288","30","120","150"
"46165","2","5","7"
"55884","8","1","9"
"55857","1","1","2"
"42247","3","16","19"
"47045","7","13","20"
"55256","1","1","2"
"54908","2","3","5"
"46550","0","1","1"
"52607","0","2","2"
"52871","4","28","32"
"49476","156","127","283"
"50780","0","1","1"
"44799","2","5","7"
"55706","44","33","77"
"44284","1","5","6"
"51291","0","1","1"
"52270","1","4","5"
"51781","2","0","2"
"55054","1","1","2"
"46985","3","8","11"
"51950","4","0","4"
"51106","55","17","72"
"53154","4","21","25"
"44918","10","15","25"
"47413","0","2","2"
"47570","3","2","5"
"55477","2","2","4"
"47324","8","8","16"
"43006","0","2","2"
"43705","3","10","13"
"50730","0","3","3"
"45345","2","10","12"
"53064","13","20","33"
"50676","5","9","14"
"53623","0","15","15"
"54703","11","15","26"
"48102","4","90","94"
"49626","27","63","90"
"55811","10","8","18"
"46144","10","9","19"
"43297","2","2","4"
"47814","2","5","7"
"51199","2","10","12"
"46374","","","16"
"46760","76","41","117"
"44514","0","1","1"
"45677","1","3","4"
"52699","2","1","3"
"53018","4","8","12"
"52469","1","0","1"
"54447","2","2","4"
"54500","4","10","14"
"47159","4","1","5"
"45074","2","2","4"
"47165","5","6","11"
"50539","0","2","2"
"45099","2","2","4"
"48879","0","1","1"
"48215","1","0","1"
"49821","0","3","3"
"53361","6","2","8"
"48969","6","7","13"
"48778","8","13","21"
"50820","8","11","19"
"53281","15","26","41"
"52072","2","1","3"
"51989","0","1","1"
"49904","16","21","37"
"51287","9","16","25"
"51523","5","5","10"
"53761","12","18","30"
"51278","3","5","8"
"52865","0","30","30"
"47870","8","8","16"
"51997","1","4","5"
"48136","5","10","15"
"48959","2","0","2"
"52889","10","10","20"
"49103","1","3","4"
"52421","0","2","2"
"54759","0","1","1"
"55744","6","20","26"
"51220","21","36","57"
"47451","6","16","22"
"51833","48","63","111"
"53944","4","12","16"
"49071","4","9","13"
"51265","12","29","41"
"52902","8","8","16"
"49668","10","30","40"
"51678","12","7","19"
"52678","4","4","8"
"55578","6","10","16"
"43048","49","97","146"
"46455","5","10","15"
"42147","18","35","53"
"48859","2","3","5"
"42716","4","3","7"
"44099","8","21","29"
"46592","1","1","2"
"52844","0","25","25"
"44299","3","3","6"
"49176","3","5","8"
"49939","4","4","8"
"45670","12","11","23"
"48621","1","1","2"
"50732","878","318","1196"
"48840","6","19","25"
"46655","4","6","10"
"51910","3","1","4"
"46539","14","16","30"
"43808","25","19","44"
"53810","12","0","12"
"44393","6","3","9"
"45514","0","4","4"
"42901","6","5","11"
"53913","5","1","6"
"49578","20","4","24"
"47862","16","26","42"
"42789","2","4","6"
"54704","50","11","61"
"45529","20","15","35"
"54981","0","16","16"
"49719","5","25","30"
"50004","3","4","7"
"43024","2","11","13"
"51759","2","5","7"
"50958","39","45","84"
"43111","2","4","6"
"55698","1","2","3"
"55709","150","36","186"
"44249","0","1","1"
"42102","48","32","80"
"43767","8","7","15"
"44155","10","15","25"
"49384","40","27","67"
"54772","4","6","10"
"54985","3","5","8"
"42523","6","30","36"
"44297","2","18","20"
"48987","2","0","2"
"53090","5","10","15"
"48757","2","21","23"
"53292","18","22","40"
"44968","0","10","10"
"55806","3","3","6"
"54516","148","122","270"
"49066","9","15","24"
"52748","5","10","15"
"45955","17","51","68"
"43061","8","0","8"
"45715","0","7","7"
"49947","0","3","3"
"43172","1","0","1"
"46731","0","6","6"
"52502","21","46","67"
"47383","10","1","11"
"55693","213","94","307"
"49612","5","10","15"
"50204","6","0","6"
"49804","4","8","12"
"48500","15","19","34"
"50379","10","15","25"
"43824","1","6","7"
"44364","8","1","9"
"55620","1","8","9"
"44714","19","28","47"
"44828","2","2","4"
"51644","4","0","4"
"44306","0","8","8"
"48321","1","0","1"
"53070","2","3","5"
"49860","3","16","19"
"50519","10","23","33"
"50892","4","8","12"
"55362","1","0","1"
"43439","15","15","30"
"43874","3","10","13"
"48197","10","13","23"
"53707","8","0","8"
"54669","4","12","16"
"44750","0","1","1"
"45842","4","2","6"
"55773","1","1","2"
"55093","0","4","4"
"45992","4","5","9"
"48620","0","1","1"
"51204","4","15","19"
"53189","297","612","909"
"46851","5","4","9"
"55657","2","3","5"
"44250","5","7","12"
"50884","0","24","24"
"45579","2","1","3"
"44060","1","1","2"
"42445","0","3","3"
"50558","10","26","36"
"50302","18","46","64"
"49921","32","10","42"
"43721","40","26","66"
"48284","42","38","80"
"55402","4","4","8"
"54393","1","1","2"
"48659","1","3","4"
"48868","21","29","50"
"49711","3","3","6"
"46963","297","612","909"
"43427","2","1","3"
"51901","10","20","30"
"42446","0","1","1"
"55877","0","4","4"
"44579","15","15","30"
"49974","11","5","16"
"55681","60","204","264"
"50822","0","2","2"
"52186","2","0","2"
"52357","2","0","2"
"42802","7","10","17"
"43898","2","6","8"
"45674","1","0","1"
"52038","1","1","2"
"53945","10","4","14"
"51472","25","27","52"
"51707","1","1","2"
"47853","2","3","5"
"53559","5","10","15"
"46652","4","2","6"
"47110","4","7","11"
"45261","7","10","17"
"51062","0","3","3"
"46238","11","24","35"
"52424","39","26","65"
"54430","4","3","7"
"44066","0","15","15"
"55690","11","52","63"
"47520","2","2","4"
"43560","7","8","15"
"48030","85","195","280"
"46349","18","22","40"
"47906","0","6","6"
"51093","2","0","2"
"54153","2","4","6"
"54830","5","7","12"
"53266","10","2","12"
"45571","19","23","42"
"47028","131","52","183"
"42913","0","5","5"
"53257","48","57","105"
"44836","20","20","40"
"47089","2","7","9"
"43650","14","16","30"
"46357","11","19","30"
"43291","5","10","15"
"42595","10","9","19"
"46556","0","1","1"
"48653","1","3","4"
"50612","2","3","5"
"52724","1","1","2"
"49951","0","5","5"
"53285","1","1","2"
"44317","4","16","20"
"46298","5","10","15"
"50363","6","21","27"
"54076","2","17","19"
"46674","4","3","7"
"45467","6","11","17"
"47058","4","0","4"
"49481","154","90","244"
"51982","7","39","46"
"53630","0","6","6"
"42242","2","4","6"
"54453","3","4","7"
"45652","1","0","1"
"44392","6","16","22"
"47770","2","8","10"
"46952","2","0","2"
"51142","6","15","21"
"51769","62","59","121"
"53904","8","34","42"
"50294","0","1","1"
"55063","11","0","11"
"42693","4","0","4"
"45961","0","3","3"
"46025","8","33","41"
"52939","3","0","3"
"45033","0","16","16"
"50195","13","1","14"
"53408","15","6","21"
"53246","12","4","16"
"42776","0","1","1"
"46024","21","39","60"
"52773","7","10","17"
"51524","2","15","17"
"53053","5","3","8"
"54051","1","1","2"
"51508","0","5","5"
"53824","5","5","10"
"55869","0","6","6"
"54844","26","36","62"
"44389","18","16","34"
"46997","0","3","3"
"44110","4","8","12"
"55028","5","5","10"
"47044","8","5","13"
"49507","15","20","35"
"46112","1","1","2"
"55168","3","1","4"
"49616","19","12","31"
"50320","3","6","9"
"45470","1","0","1"
"50461","7","8","15"
"42424","1","3","4"
"42465","0","3","3"
"49009","4","5","9"
"47486","2","8","10"
"50030","2","4","6"
"52539","15","27","42"
"44778","6","7","13"
"47499","2","0","2"
"54502","9","9","18"
"50445","12","13","25"
"48023","2","2","4"
"42596","1","1","2"
"48065","5","7","12"
"55906","12","6","18"
"54220","2","6","8"
"51808","2","0","2"
"43716","8","35","43"
"48773","1","2","3"
"52677","2","0","2"
"50428","4","3","7"
"54588","0","10","10"
"44064","0","1","1"
"46057","1","0","1"
"47730","9","17","26"
"53442","2","4","6"
"55684","4","2","6"
"53353","8","10","18"
"44407","0","10","10"
"42576","3","3","6"
"51649","6","18","24"
"52657","5","1","6"
"45929","112","72","184"
"45028","6","21","27"
"45741","5","8","13"
"50983","5","4","9"
"53057","10","8","18"
"51788","36","75","111"
"55144","2","4","6"
"45505","4","0","4"
"42344","4","22","26"
"43761","7","41","48"
"55533","5","5","10"
"49414","0","6","6"
"44605","1","4","5"
"47689","0","1","1"
"54270","4","15","19"
"48000","20","10","30"
"44061","2","4","6"
"55096","2","6","8"
"49375","3","14","17"
"54578","5","6","11"
"54143","0","2","2"
"55745","8","6","14"
"51155","5","10","15"
"51564","0","4","4"
"47464","30","31","61"
"44690","20","12","32"
"43215","0","1","1"
"42575","8","8","16"
"53784","44","30","74"
"55413","3","3","6"
"49589","5","6","11"
"55652","12","0","12"
"51800","8","6","14"
"47409","0","5","5"
"54998","2","0","2"
"47657","6","26","32"
"48296","5","7","12"
"47102","5","15","20"
"51559","8","10","18"
"44292","8","10","18"
"44866","13","14","27"
"51110","24","63","87"
"55230","30","14","44"
"50957","7","9","16"
"51945","1","1","2"
"46218","9","16","25"
"51783","0","5","5"
"53629","100","20","120"
"53847","6","5","11"
"45477","1","6","7"
"43605","2","3","5"
"54579","4","3","7"
"50517","6","6","12"
"42438","30","23","53"
"53188","2","4","6"
"46712","2","5","7"
"49740","23","53","76"
"52055","10","25","35"
"47462","17","11","28"
"54458","1","2","3"
"48231","10","16","26"
"45683","9","0","9"
"47681","2","2","4"
"45675","1","0","1"
"44291","0","2","2"
"55282","10","10","20"
"47543","25","20","45"
"45114","2","0","2"
"55934","8","16","24"
"51674","2","14","16"
"54932","18","15","33"
"42120","5","9","14"
"50364","1","0","1"
"50725","10","2","12"
"48327","5","30","35"
"52714","10","25","35"
"47675","5","10","15"
"49308","0","1","1"
"45230","8","23","31"
"52024","60","50","110"
"46419","10","13","23"
"50779","6","8","14"
"55540","6","2","8"
"45956","2","4","6"
"55854","6","5","11"
"47477","0","2","2"
"48756","4","10","14"
"45604","1","2","3"
"43845","4","8","12"
"47579","18","12","30"
"48876","79","202","281"
"43957","9","7","16"
"43552","4","3","7"
"55824","13","18","31"
"45570","4","20","24"
"48347","2","2","4"
"50055","5","45","50"
"52537","16","0","16"
"52457","5","8","13"
"46643","3","4","7"
"50068","7","0","7"
"42208","2","1","3"
"45765","3","8","11"
"45580","5","4","9"
"54478","5","10","15"
"43617","3","3","6"
"46676","2","1","3"
"49752","6","28","34"
"52403","20","12","32"
"47086","5","7","12"
"54876","0","2","2"
"55046","1","9","10"
"46178","2","0","2"
"51156","24","68","92"
"46552","3","12","15"
"47685","25","10","35"
"54852","2","4","6"
"50575","4","14","18"
"52807","0","7","7"
"55888","2","10","12"
"51416","12","2","14"
"55798","3","2","5"
"52891","1","1","2"
"44011","0","1","1"
"45687","4","15","19"
"49192","18","38","56"
"52685","5","5","10"
"52420","15","24","39"
"44685","30","16","46"
"47828","0","8","8"
"50966","10","2","12"
"53127","2","28","30"
"46284","2","4","6"
"45537","0","4","4"
"51794","0","4","4"
"55197","7","7","14"
"46248","2","8","10"
"52047","9","8","17"
"45423","10","10","20"
"48732","1","0","1"
"54194","3","1","4"
"47321","5","20","25"
"55336","4","10","14"
"44552","10","13","23"
"49984","0","4","4"
"53835","0","1","1"
"48711","0","5","5"
"52742","2","5","7"
"42919","3","6","9"
"54835","1","2","3"
"42994","7","27","34"
"45013","1","0","1"
"55506","3","6","9"
"47397","11","16","27"
"44903","4","5","9"
"53200","7","16","23"
"55454","6","6","12"
"45464","5","6","11"
"46957","0","14","14"
"51826","21","79","100"
"43559","10","11","21"
"54231","116","180","296"
"55494","1","1","2"
"52746","2","5","7"
"43539","13","18","31"
"52910","","","93"
"53646","8","10","18"
"52418","0","4","4"
"47567","4","4","8"
"51044","1","1","2"
"50851","20","56","76"
"54197","8","9","17"
"55334","18","12","30"
"47646","3","2","5"
"47007","4","4","8"
"50310","0","2","2"
"53400","2","11","13"
"42342","0","12","12"
"47871","1","4","5"
"55737","0","6","6"
"49524","1","4","5"
"44500","57","65","122"
"53778","46","72","118"
"50094","6","7","13"
"47663","21","17","38"
"48389","90","101","191"
"51312","5","12","17"
"51784","60","32","92"
"53681","6","12","18"
"55416","0","1","1"
"45219","2","10","12"
"42921","0","4","4"
"50233","22","12","34"
"54214","0","1221","1221"
"43441","3","7","10"
"43981","6","1","7"
"49340","0","1","1"
"49787","5","10","15"
"47111","2","3","5"
"55024","25","25","50"
"53892","0","1","1"
"49006","9","30","39"
"45011","21","18","39"
"50651","2","5","7"
"49440","18","47","65"
"52460","5","10","15"
"53020","12","2","14"
"47438","3","7","10"
"48276","32","9","41"
"51718","25","37","62"
"43588","11","12","23"
"52192","4","4","8"
"55066","13","13","26"
"49496","2","6","8"
"45389","10","20","30"
"42556","0","1","1"
"53495","1","1","2"
"46296","1","3","4"
"50036","6","4","10"
"50869","10","9","19"
"49958","21","35","56"
"52930","12","1","13"
"52142","1","4","5"
"49899","5","5","10"
"51135","10","20","30"
"49767","1","4","5"
"54888","5","7","12"
"42780","3","12","15"
"46886","16","20","36"
"43708","1","1","2"
"45953","32","155","187"
"50821","0","10","10"
"50947","12","19","31"
"42270","8","22","30"
"47626","5","5","10"
"48941","13","10","23"
"49477","1","2","3"
"47232","2","5","7"
"55292","1","1","2"
"45792","25","15","40"
"53867","1","10","11"
"50828","0","12","12"
"52943","5","15","20"
"49302","7","2","9"
"51735","8","16","24"
"45487","5","17","22"
"55474","5","10","15"
"53721","8","17","25"
"42597","3","2","5"
"43044","101","136","237"
"55483","17","16","33"
"45305","0","2","2"
"47049","52","52","104"
"48462","6","13","19"
"53767","18","36","54"
"49433","11","21","32"
"43784","2","3","5"
"55265","2","1","3"
"53050","5","8","13"
"54269","1","6","7"
"50362","5","14","19"
"44948","28","35","63"
"43706","10","3","13"
"54168","0","1","1"
"43940","6","13","19"
"47513","2","0","2"
"48461","6","10","16"
"48268","6","5","11"
"47796","0","3","3"
"50328","10","1","11"
"50457","14","60","74"
"47540","11","11","22"
"48090","6","15","21"
"49673","12","7","19"
"45156","5","0","5"
"48924","25","72","97"
"53243","169","98","267"
"52336","30","52","82"
"48073","20","9","29"
"52017","15","39","54"
"52890","191","177","368"
"43068","0","6","6"
"55304","2","3","5"
"55196","4","3","7"
"53641","2","3","5"
"51231","15","16","31"
"49191","11","7","18"
"42903","6","7","13"
"43851","2","2","4"
"47375","2","4","6"
"46623","6","14","20"
"55601","20","24","44"
"44988","10","43","53"
"54438","6","7","13"
"45355","5","8","13"
"51927","","","165"
"50511","2","4","6"
"44869","0","5","5"
"47774","1","1","2"
"54850","2","6","8"
"46125","2","1","3"
"42255","5","5","10"
"46226","318","214","532"
"53714","0","2","2"
"46654","2","2","4"
"50654","15","19","34"
"51264","36","28","64"
"53930","28","6","34"
"47280","17","48","65"
"42936","1","6","7"
"42861","2","0","2"
"50077","0","57","57"
"44424","2","8","10"
"44618","1","1","2"
"48911","20","28","48"
"52026","15","21","36"
"44813","4","12","16"
"52308","0","22","22"
"51190","1","3","4"
"49259","0","1","1"
"49607","5","13","18"
"51328","3","3","6"
"52220","0","32","32"
"52237","2","5","7"
"44659","8","33","41"
"50436","6","10","16"
"53695","40","20","60"
"48916","10","20","30"
"49724","1","0","1"
"43967","0","1","1"
"46511","36","30","66"
"47422","2","3","5"
"50615","5","0","5"
"45641","0","4","4"
"51799","1","0","1"
"54898","5","0","5"
"49087","4","4","8"
"49085","0","10","10"
"51151","5","13","18"
"43815","2","5","7"
"45050","5","13","18"
"53027","5","10","15"
"45169","9","15","24"
"52121","2","11","13"
"54650","12","44","56"
"51978","20","20","40"
"54260","1","2","3"
"54736","0","2","2"
"51150","1","1","2"
"42961","8","16","24"
"49649","5","5","10"
"52752","3","4","7"
"43032","9","1","10"
"51170","106","153","259"
"54098","6","8","14"
"48527","20","34","54"
"54312","1","2","3"
"46037","5","6","11"
"53509","10","3","13"
"45713","7","7","14"
"50324","0","3","3"
"53694","1","0","1"
"47419","7","8","15"
"51038","8","9","17"
"49207","8","0","8"
"55314","120","20","140"
"53580","3","4","7"
"53894","12","16","28"
"44237","301","291","592"
"47308","2","0","2"
"55253","15","8","23"
"45342","0","1","1"
"54609","368","93","461"
"50602","0","3","3"
"45262","98","40","138"
"51579","135","88","223"
"45769","0","4","4"
"55307","3","5","8"
"49382","15","18","33"
"49892","12","7","19"
"48694","0","2","2"
"45611","10","13","23"
"43454","4","7","11"
"52065","36","26","62"
"50898","15","4","19"
"52097","1","0","1"
"51431","2","3","5"
"49352","2","15","17"
"51352","8","8","16"
"51709","3","8","11"
"47357","2","3","5"
"44688","2","5","7"
"53121","4","4","8"
"55482","0","1","1"
"45346","1","1","2"
"49688","0","1","1"
"43956","2","2","4"
"44203","8","8","16"
"45004","5","12","17"
"54895","2","2","4"
"52059","14","27","41"
"48546","5","16","21"
"53144","4","3","7"
"52231","0","92","92"
"43372","6","6","12"
"55487","1","3","4"
"50034","6","15","21"
"52518","29","0","29"
"55403","2","3","5"
"42698","0","2","2"
"48384","4","9","13"
"55154","18","30","48"
"54262","5","10","15"
"55860","6","3","9"
"46251","28","17","45"
"50295","12","19","31"
"42264","0","1","1"
"47116","3","1","4"
"53749","36","40","76"
"42574","5","10","15"
"46715","14","24","38"
"52810","4","0","4"
"54882","6","8","14"
"43590","25","20","45"
"53877","4","16","20"
"45398","3","0","3"
"49718","0","1","1"
"53421","6","8","14"
"53652","6","0","6"
"45742","12","12","24"
"48638","0","1","1"
"47100","2","1","3"
"55923","21","31","52"
"51671","3","10","13"
"47692","0","7","7"
"51771","4","12","16"
"47384","0","1221","1221"
"52730","4","0","4"
"48388","2","4","6"
"48749","9","10","19"
"55466","5","11","16"
"55457","5","7","12"
"47064","0","1","1"
"44198","8","8","16"
"47838","28","74","102"
"43117","3","7","10"
"46307","1","0","1"
"46311","10","25","35"
"53429","32","77","109"
"54321","","","1943"
"48954","4","13","17"
"50392","2","4","6"
"42541","2","5","7"
"54930","3","6","9"
"51082","6","10","16"
"46365","3","4","7"
"45779","2","6","8"
"46352","0","1","1"
"51494","40","64","104"
"51144","12","10","22"
"47219","4","8","12"
"47487","0","6","6"
"47766","8","5","13"
"52464","6","4","10"
"48903","2","2","4"
"53792","12","18","30"
"46498","24","25","49"
"45820","2","2","4"
"43796","5","5","10"
"44839","0","6","6"
"45361","2","2","4"
"48798","4","4","8"
"46625","4","4","8"
"43478","8","8","16"
"45296","0","4","4"
"42514","0","1","1"
"44101","6","6","12"
"49486","5","25","30"
"49923","2","1","3"
"51141","2","9","11"
"53133","8","8","16"
"46978","297","612","909"
"45294","8","12","20"
"52836","2","2","4"
"43054","10","20","30"
"43473","13","20","33"
"43738","6","0","6"
"48856","2","2","4"
"51497","5","8","13"
"47712","0","1","1"
"42715","1","4","5"
"44109","5","8","13"
"52200","16","8","24"
"53955","4","6","10"
"50329","12","14","26"
"47290","4","5","9"
"51089","3","3","6"
"44914","0","1","1"
"47613","1","0","1"
"52106","15","20","35"
"51208","5","8","13"
"43227","1","0","1"
"48610","5","5","10"
"51421","465","138","603"
"46098","1","1","2"
"53422","1","1","2"
"51774","40","48","88"
"47346","7","7","14"
"45192","2","8","10"
"54439","0","4","4"
"54410","1","2","3"
"53250","4","1","5"
"51216","6","7","13"
"45831","25","10","35"
"47379","7","5","12"
"50140","13","10","23"
"47946","0","2","2"
"48245","297","612","909"
"48934","10","37","47"
"47030","0","2","2"
"54927","6","6","12"
"53799","15","19","34"
"48470","42","78","120"
"52436","6","6","12"
"49548","4","9","13"
"47518","19","8","27"
"50806","1","9","10"
"51115","1","0","1"
"53274","5","10","15"
"47065","200","166","366"
"48857","0","26","26"
"53976","5","12","17"
"47800","8","21","29"
"47673","0","2","2"
"44032","0","3","3"
"51114","40","50","90"
"46559","1","0","1"
"47786","8","16","24"
"51940","10","8","18"
"53529","0","2","2"
"55557","4","7","11"
"42507","2","16","18"
"45062","0","5","5"
"48627","0","6","6"
"49138","3","0","3"
"43295","2","1","3"
"55607","50","80","130"
"51650","2","3","5"
"47452","10","20","30"
"42846","12","21","33"
"50778","12","35","47"
"44677","16","3","19"
"45556","5","5","10"
"42739","5","5","10"
"51121","0","1","1"
"43498","5","20","25"
"45163","1","3","4"
"47440","3","12","15"
"46237","2","6","8"
"46278","8","20","28"
"43779","12","23","35"
"52852","1","0","1"
"44741","2","2","4"
"54593","2","5","7"
"49338","0","6","6"
"53109","4","1","5"
"48459","6","20","26"
"55218","0","1","1"
"49082","30","50","80"
"46104","5","11","16"
"54955","2","6","8"
"43714","4","0","4"
"46432","0","7","7"
"49304","4","8","12"
"49735","5","28","33"
"50118","2","5","7"
"42877","7","18","25"
"55550","1","1","2"
"51699","0","16","16"
"49832","","","3"
"55500","12","7","19"
"42952","2","0","2"
"47416","2","5","7"
"47424","0","8","8"
"44502","6","10","16"
"51225","188","95","283"
"49213","5","9","14"
"47676","3","0","3"
"44197","2","0","2"
"45134","1","2","3"
"53320","9","5","14"
"55641","4","0","4"
"43947","0","7","7"
"50824","25","48","73"
"42388","5","5","10"
"47811","27","28","55"
"52610","6","1","7"
"52188","4","5","9"
"49027","6","18","24"
"50919","11","4","15"
"47442","2","0","2"
"45507","8","5","13"
"42382","10","13","23"
"49033","0","1","1"
"46683","2","0","2"
"46600","4","2","6"
"44080","4","8","12"
"44581","5","0","5"
"50497","2","10","12"
"52723","12","14","26"
"46392","4","1","5"
"50291","28","41","69"
"55128","13","9","22"
"46485","0","3","3"
"44899","3","5","8"
"43464","2","9","11"
"50577","8","10","18"
"47599","14","0","14"
"45158","1","6","7"
"51262","1","3","4"
"50736","4","9","13"
"54018","40","24","64"
"49885","60","30","90"
"42638","0","2","2"
"48342","3","2","5"
"43125","0","1","1"
"50862","6","7","13"
"51677","86","30","116"
"52892","120","96","216"
"52899","0","4","4"
"53294","32","106","138"
"55381","31","0","31"
"45900","16","16","32"
"48294","10","40","50"
"49762","6","10","16"
"48112","4","8","12"
"48041","190","124","314"
"55406","3","10","13"
"49867","8","1","9"
"55118","40","20","60"
"49354","3","19","22"
"45773","5","4","9"
"46817","10","10","20"
"42824","2","4","6"
"50411","15","3","18"
"53826","13","28","41"
"52134","40","32","72"
"46381","2","2","4"
"47623","504","810","1314"
"55830","5","5","10"
"45646","0","42","42"
"46304","1","1","2"
"42953","4","6","10"
"52952","6","8","14"
"45057","2","2","4"
"55242","5","10","15"
"51183","9","7","16"
"46656","7","10","17"
"44743","8","4","12"
"46657","8","9","17"
"51132","5","17","22"
"53505","0","1","1"
"45162","0","1","1"
"53158","0","135","135"
"55202","3","8","11"
"46340","10","8","18"
"49378","6","6","12"
"46273","48","38","86"
"51486","2","2","4"
"48514","9","8","17"
"54969","4","6","10"
"55015","5","25","30"
"55223","10","0","10"
"44831","0","6","6"
"45982","14","20","34"
"50150","10","50","60"
"55730","5","3","8"
"52096","6","4","10"
"46802","6","13","19"
"49039","13","11","24"
"46574","1","3","4"
"51567","30","21","51"
"50122","20","29","49"
"55228","4","8","12"
"48177","1","1","2"
"51721","0","7","7"
"46775","11","12","23"
"47810","3","0","3"
"45945","2","12","14"
"44967","10","8","18"
"50641","13","18","31"
"43049","12","16","28"
"47925","2","5","7"
"47699","1","1","2"
"43216","5","8","13"
"48273","3","1","4"
"43182","6","5","11"
"48106","10","11","21"
"48020","10","5","15"
"50022","2","0","2"
"42858","2","8","10"
"55648","5","30","35"
"53679","15","36","51"
"46668","34","32","66"
"51468","5","6","11"
"50853","2","1","3"
"51157","5","8","13"
"53907","0","8","8"
"49532","8","1","9"
"49007","8","24","32"
"43880","2","6","8"
"53214","1","2","3"
"45645","9","16","25"
"48150","7","10","17"
"52152","4","2","6"
"47385","2","8","10"
"45390","0","1","1"
"46837","1","1","2"
"43574","6","8","14"
"53182","12","10","22"
"46586","2","2","4"
"50398","2","1","3"
"46879","1","1","2"
"53290","47","0","47"
"49539","0","2","2"
"51236","10","20","30"
"54100","4","15","19"
"55754","1","5","6"
"55883","8","16","24"
"47449","1","1","2"
"55816","2","2","4"
"43865","11","16","27"
"47988","1","2","3"
"47949","470","127","597"
"51796","2","2","4"
"44432","0","5","5"
"49572","10","30","40"
"55085","1","1","2"
"47760","2","3","5"
"52694","25","5","30"
"51073","1","1","2"
"46213","6","19","25"
"48948","0","14","14"
"48048","2","6","8"
"54181","3","4","7"
"49928","7","6","13"
"47637","112","33","145"
"55895","4","4","8"
"43747","5","7","12"
"52079","0","4","4"
"50735","0","1","1"
"46754","2","6","8"
"42153","44","36","80"
"55846","1","2","3"
"55484","2","5","7"
"44073","2","6","8"
"44922","12","11","23"
"44882","265","157","422"
"48316","2","3","5"
"49569","0","16","16"
"42330","2","3","5"
"45753","2","10","12"
"47525","16","15","31"
"43776","7","16","23"
"49992","4","0","4"
"42079","2","7","9"
"44535","49","28","77"
"44880","1","20","21"
"48153","6","8","14"
"43997","0","1","1"
"42444","23","88","111"
"55683","193","272","465"
"46085","12","25","37"
"45840","5","8","13"
"43483","21","0","21"
"45350","7","4","11"
"52088","12","30","42"
"51608","2","10","12"
"46175","20","13","33"
"48008","13","10","23"
"55102","1","11","12"
"51293","5","33","38"
"47761","0","3","3"
"42313","2","4","6"
"55245","4","8","12"
"46707","0","1","1"
"42639","4","4","8"
"53379","4","25","29"
"53986","0","46","46"
"42779","4","1","5"
"46741","55","60","115"
"50758","5","0","5"
"45545","0","1","1"
"47450","4","2","6"
"42697","5","7","12"
"54892","2","5","7"
"49598","4","13","17"
"51302","250","90","340"
"45542","3","4","7"
"43694","5","8","13"
"49280","156","101","257"
"55712","14","5","19"
"53607","10","15","25"
"44498","3","9","12"
"46333","12","12","24"
"44387","1","2","3"
"49437","0","8","8"
"49635","0","2","2"
"42898","2","3","5"
"48817","14","48","62"
"48460","4","5","9"
"50518","4","8","12"
"46585","0","2","2"
"50076","0","5","5"
"44973","3","25","28"
"49829","40","10","50"
"47035","8","14","22"
"44446","4","2","6"
"47066","30","45","75"
"53611","7","19","26"
"45581","15","25","40"
"46631","25","12","37"
"53601","15","19","34"
"54193","1","0","1"
"51323","12","15","27"
"48764","51","84","135"
"47269","0","2","2"
"53881","2","3","5"
"52895","20","14","34"
"53675","0","12","12"
"54339","24","16","40"
"44900","4","6","10"
"54419","0","9","9"
"49933","20","0","20"
"43589","4","0","4"
"52887","0","2","2"
"45136","5","15","20"
"45709","8","14","22"
"47048","10","20","30"
"50789","3","8","11"
"51056","2","4","6"
"42284","7","10","17"
"42860","5","9","14"
"55565","3","21","24"
"42891","0","1","1"
