"id","course_id","enrolled_foreign_student_count_id"
"61169","925632","52385"
"61188","925633","52404"
"61201","925632","52417"
"61216","926533","52432"
"61217","926529","52433"
"61218","926529","52434"
"61238","926858","52454"
"61242","926945","52458"
"61282","927116","52498"
"61283","927116","52499"
"61343","927123","52559"
"61344","927123","52560"
"61345","927123","52561"
"61346","927123","52562"
"61347","927123","52563"
"61348","927123","52564"
"61349","927123","52565"
"61350","927123","52566"
"61351","927123","52567"
"61352","927123","52568"
"61353","927123","52569"
"61354","927123","52570"
"61355","927123","52571"
"61356","927123","52572"
"61357","927123","52573"
"61358","927123","52574"
"61359","927123","52575"
"61360","927123","52576"
"61361","927123","52577"
"61362","927123","52578"
"61378","927818","52593"
"61414","927861","52629"
"61469","929153","52682"
"61471","929463","52684"
"61480","929513","50342"
"61501","929757","52704"
"61502","929750","52705"
"61503","929750","52706"
"61504","929751","52707"
"61505","929751","52708"
"61508","929756","52711"
"61509","929756","52712"
"61510","929756","52713"
"61511","929756","52714"
"61512","929756","52715"
"61513","929756","52716"
"61514","929756","52717"
"61515","929802","52718"
"61516","929802","52719"
"61517","929802","52720"
"61524","929763","52727"
"61525","929763","52728"
"61531","929772","52734"
"61532","929772","52735"
"61538","929758","52741"
"61539","929758","52742"
"61556","930248","52757"
"61582","930922","52780"
"61620","931050","52801"
"61627","931437","52812"
"61649","931741","52830"
"61650","931741","52831"
"61656","931819","52837"
"61657","931819","52838"
"61658","931819","52839"
"61660","931891","52841"
"61666","931959","52847"
"61667","931959","52848"
"61668","931962","52849"
"61671","931972","52852"
"61675","930198","52755"
"61678","932739","52856"
"61729","933513","52901"
"61742","933720","52914"
"61743","933720","52915"
"61786","934051","52958"
"61798","934051","52970"
"61852","935312","52428"
"61853","926430","52425"
"61889","936379","53099"
"61891","936379","53101"
"61893","936369","53103"
"61904","936389","53114"
"61938","936996","53144"
"61939","936996","53145"
"61947","937013","53153"
"61961","937239","53167"
"62037","937989","53231"
"62081","938450","53275"
"62082","938450","53276"
"62088","938472","53282"
"62089","938472","53283"
"62146","939475","53336"
"62147","939475","53337"
"62148","939475","53338"
"62163","940746","53394"
"62164","940746","53395"
"62165","940750","53396"
"62183","941318","53414"
"62204","941983","53431"
"62205","941983","53432"
"62206","941983","53433"
"62276","942518","53503"
"62277","942385","53465"
"62278","942385","53479"
"62280","942385","53475"
"62281","942385","53480"
"62282","942385","53470"
"62285","942385","53467"
"62288","942385","53482"
"62290","942385","53473"
"62291","942530","53472"
"62292","942385","53477"
"62296","942385","53471"
"62335","943784","53541"
"62365","944482","53569"
"62366","944423","53570"
"62369","944445","53573"
"62373","944482","53577"
"62387","944432","53591"
"62391","944401","53595"
"62392","944494","53596"
"62399","944432","53603"
"62409","944405","53613"
"62413","944482","53617"
"62416","944482","53620"
"62418","944494","53622"
"62419","944482","53623"
"62422","944482","53626"
"62423","944405","53627"
"62424","944401","53628"
"62434","944482","53638"
"62440","944482","53644"
"62443","944482","53647"
"62444","944409","53648"
"62456","944445","53660"
"62459","944494","53663"
"62461","944460","53665"
"62462","944482","53666"
"62464","944401","53668"
"62481","944482","53685"
"62493","944445","53697"
"62500","944460","53704"
"62507","944482","53711"
"62514","944415","53718"
"62516","944405","53720"
"62517","944494","53721"
"62545","944469","53749"
"62546","944435","53750"
"62551","944482","53755"
"62553","944409","53757"
"62555","944415","53759"
"62556","944401","53760"
"62566","944445","53770"
"62575","944482","53779"
"62576","944409","53780"
"62592","944445","53796"
"62603","944482","53807"
"62605","944409","53809"
"62619","944445","53823"
"62628","944482","53832"
"62629","944409","53833"
"62638","944445","53842"
"62643","944482","53847"
"62645","944405","53849"
"62646","944401","53850"
"62647","944494","53851"
"62650","944482","53854"
"62655","944482","53859"
"62662","944401","53866"
"62668","944445","53872"
"62676","944482","53880"
"62677","944405","53881"
"62682","944482","53886"
"62683","944409","53887"
"62700","944445","53904"
"62709","944482","53913"
"62717","944482","53921"
"62727","944445","53931"
"62734","944482","53938"
"62735","944405","53939"
"62757","944930","53959"
"62758","944955","53960"
"62759","944955","53961"
"62760","944955","53962"
"62809","945008","54011"
"62810","945008","54012"
"62811","945008","54013"
"62812","945008","54014"
"62819","945264","54021"
"62853","946443","54054"
"62858","946443","54059"
"62859","946437","54060"
"62861","898085","50941"
"62870","898082","50948"
"62883","898085","50937"
"62893","946684","54065"
"62900","946824","54072"
"63024","948459","54194"
"63028","948435","54198"
"63034","948435","54204"
"63038","948459","54208"
"63040","948435","54210"
"63044","948435","54214"
"63047","948435","54217"
"63050","948459","54220"
"63052","948434","54222"
"63053","948435","54223"
"63058","948434","54228"
"63063","948459","54233"
"63067","948529","54237"
"63080","948529","54250"
"63089","948817","54259"
"63094","948817","54264"
"63105","948793","54275"
"63114","948674","54284"
"63126","948817","54296"
"63130","948817","54300"
"63135","948529","54305"
"63139","948663","54309"
"63144","948674","54314"
"63147","948817","54317"
"63167","949375","54337"
"63181","950408","54351"
"63182","950408","54352"
"63184","950381","54354"
"63209","950691","54379"
"63212","950264","54382"
"63220","950296","54390"
"63221","950296","54391"
"63228","950461","54398"
"63233","950567","54403"
"63234","950606","54404"
"63246","953084","54416"
"63248","953100","54418"
"63250","953084","54420"
"63252","953087","54422"
"63256","953087","54426"
"63258","953100","54428"
"63260","953084","54430"
"63434","953516","54604"
"63436","953516","54606"
"63444","953516","54614"
"63463","953516","54633"
"63466","953516","54636"
"63468","953610","54638"
"63504","954046","54674"
"63505","954043","54675"
"63541","955100","54711"
"63557","955658","54727"
"63567","955826","54737"
"63571","955749","54741"
"63575","955793","54745"
"63582","955780","54752"
"63587","955837","54757"
"63588","955858","54758"
"63602","955858","54772"
"63604","955777","54774"
"63613","955830","54783"
"63616","955837","54786"
"63620","955802","54790"
"63621","955777","54791"
"63628","955777","54798"
"63631","955858","54801"
"63644","955793","54814"
"63649","955754","54819"
"63653","955793","54823"
"63656","955744","54826"
"63661","955845","54831"
"63663","955837","54833"
"63676","955744","54846"
"63677","955845","54847"
"63678","955837","54848"
"63694","955780","54864"
"63701","955793","54871"
"63709","955801","54879"
"63719","956559","54884"
"63752","957543","54914"
"63765","957992","54927"
"63777","958278","54937"
"63780","958278","54940"
"63782","958372","54942"
"63783","958372","54943"
"63784","958372","54944"
"63785","958372","54945"
"63786","958372","54946"
"63787","958372","54947"
"63788","958372","54948"
"63789","958372","54949"
"63790","958372","54950"
"63791","958372","54951"
"63792","958372","54952"
"63808","958765","54968"
"63809","958763","54969"
"63810","958763","54970"
"63811","958763","54971"
"63812","958763","54972"
"63813","958763","54973"
"63814","958763","54974"
"63815","958763","54975"
"63816","958763","54976"
"63817","958763","54977"
"63818","958763","54978"
"63819","958763","54979"
"63822","958871","54982"
"63843","960231","54998"
"63868","962923","55023"
"63883","962906","55038"
"63891","962917","55046"
"63892","962919","55047"
"63901","963097","55056"
"63923","963368","55078"
"63938","964369","55093"
"63939","964369","55094"
"63940","964369","55095"
"63941","964369","55096"
"63942","964369","55097"
"63943","964369","55098"
"63981","964883","55136"
"63989","965153","55144"
"63990","965153","55145"
"63995","965631","55150"
"64008","966389","55159"
"64021","966720","55167"
"64061","967042","55205"
"64088","967866","55231"
"64089","967888","55232"
"64097","967866","55240"
"64107","967870","55250"
"64110","967888","55253"
"64117","968729","55260"
"64125","968934","55268"
"64129","969100","55272"
"64130","969100","55273"
"64137","969162","55280"
"64141","969162","55284"
"64145","969162","55288"
"64155","969298","55298"
"64163","969298","55306"
"64164","969298","55307"
"64169","969298","55312"
"64171","969298","55314"
"64173","969460","55316"
"64174","969460","55317"
"64175","969460","55318"
"64176","969460","55319"
"64177","969460","55320"
"64178","969460","55321"
"64179","969460","55322"
"64180","969460","55323"
"64181","969460","55324"
"64182","969460","55325"
"64186","969779","55327"
"64187","969779","55328"
"64196","969911","55337"
"64211","970281","55352"
"64214","970372","55355"
"64216","970372","55357"
"64230","970487","55371"
"64236","970855","55377"
"64239","971013","55380"
"64267","971682","55408"
"64268","971682","55409"
"64277","971682","55418"
"64278","971682","55419"
"64280","971682","55421"
"64295","971783","55436"
"64296","971783","55437"
"64305","972003","55446"
"64308","972003","55449"
"64317","972163","55456"
"64318","972167","55457"
"64323","972607","55462"
"64324","972607","55463"
"64328","972796","55467"
"64331","972796","55470"
"64339","973053","55477"
"64364","973956","55502"
"64366","973960","55504"
"64367","973960","55505"
"64372","974037","55510"
"64406","974730","55544"
"64413","974730","55551"
"64428","975037","51733"
"64443","975131","55566"
"64446","975193","55569"
"64476","975396","55599"
"64477","975396","55600"
"64503","975858","55620"
"64504","975854","55621"
"64507","975895","55624"
"64521","975921","55638"
"64525","975961","55642"
"64526","975961","55643"
"64528","975961","55645"
"64529","975961","55646"
"64570","977973","55831"
"64571","977974","55832"
"64600","978293","55861"
"64603","978293","55864"
"64604","978297","55865"
"64611","978297","55872"
"64615","978292","55876"
"64634","978088","55839"
"64642","978145","55856"
"64644","978145","55841"
"64645","978088","55834"
"64646","978088","55851"
"64648","978145","55857"
"64651","978086","55833"
"64652","978088","55849"
"64655","978145","55838"
"64656","978088","55855"
"64657","978145","55842"
"64687","979081","55901"
"64689","979027","55903"
"64694","979076","55908"
"64707","979185","55921"
"64737","979801","55951"
"64780","980118","56006"
"64789","980118","56015"
"64790","980118","56016"
"64791","980118","56017"
"64817","980839","56057"
"64818","980838","56058"
"64823","980839","56063"
"64824","980838","56064"
"64831","980845","56071"
"64832","980839","56072"
"64838","980846","56078"
"64841","980845","56081"
"64844","980838","56084"
"64845","980839","56085"
"64854","980838","56094"
"64857","980839","56097"
"64863","980839","56103"
"64867","980845","56107"
"64869","980838","56109"
"64872","980839","56112"
"64876","980838","56116"
"64877","980839","56117"
"64880","980845","56120"
"65003","981325","56180"
"65025","981517","56229"
"65027","981375","56228"
"65039","981373","56172"
"65042","981373","56224"
"65048","981517","56159"
"65063","981373","56210"
"65065","981325","56195"
"65097","982302","56286"
"65098","982302","56287"
"65102","982302","56291"
"65130","983284","56328"
"65134","983551","56332"
"65162","984056","56360"
"65163","984056","56361"
"65164","984056","56362"
"65165","984056","56363"
"65166","984056","56364"
"65167","984056","56365"
"65186","984335","56396"
"65187","984335","56397"
"65283","985716","56492"
"65292","986297","56501"
"65293","986297","56502"
"65294","986297","56503"
"65296","986375","56505"
"65297","986375","56506"
"65325","986869","56534"
"65326","986869","56535"
"65327","986869","56536"
"65331","986735","56511"
"65341","986899","56539"
"65377","987761","56575"
"65380","987760","56578"
"65381","987760","56579"
"65456","988511","56653"
"65457","988511","56654"
"65458","988511","56655"
"65459","988511","56656"
"65482","988518","56679"
"65483","988518","56680"
"65484","988518","56681"
"65485","988518","56682"
"65486","988518","56683"
"65487","988518","56684"
"65488","988518","56685"
"65489","988518","56686"
"65492","988520","56689"
"65493","988543","56690"
"65506","988635","56699"
"65507","988635","56700"
"65508","988635","56701"
"65525","989208","56716"
"65536","989275","56727"
"65565","989495","56756"
"65573","989735","56764"
"65576","989735","56767"
"65581","989735","56772"
"65585","989735","56776"
"65592","989735","56783"
"65603","989735","56794"
"65832","990029","57023"
"65837","990027","57028"
"65840","990029","57031"
"65842","990029","57033"
"65846","990027","57037"
"65848","990182","57039"
"65855","990261","57040"
"65863","990267","57048"
"65864","990267","57049"
"65867","990393","57051"
"65875","990581","57059"
"65882","990544","57066"
"65903","990544","57087"
"65906","990627","57090"
"65908","990638","57092"
"65920","990971","57104"
"65924","990971","57108"
"65926","990963","57110"
"65929","990971","57113"
"65930","990971","57114"
"65942","991348","57125"
"65943","991334","57126"
"65961","991976","57144"
"65974","991976","57157"
"66027","992754","57210"
"66029","992749","57212"
"66037","992866","57220"
"66062","993610","57245"
"66097","994626","57278"
"66099","994642","57280"
"66100","994642","57281"
"66123","989880","56988"
"66126","989867","56923"
"66157","989880","56836"
"66165","989880","57000"
"66171","989880","56889"
"66183","989777","56866"
"66199","989777","56847"
"66207","989777","56796"
"66210","989880","56809"
"66218","989885","56968"
"66226","994805","56807"
"66230","989777","56818"
"66245","989777","57008"
"66252","989867","56954"
"66255","989880","56941"
"66264","989760","56979"
"66277","994845","56803"
"66285","989867","56853"
"66295","989777","56875"
"66314","989880","57020"
"66319","989867","57007"
"66327","989885","56909"
"66335","995306","57289"
"66336","995306","57290"
"66350","995658","57304"
"66353","995652","57307"
"66355","995623","57309"
"66358","995652","57312"
"66363","995652","57317"
"66365","995623","57319"
"66369","995787","57323"
"66370","995787","57324"
"66371","995787","57325"
"66373","995795","57327"
"66374","995852","57328"
"66375","995852","57329"
"66376","995853","57330"
"66382","996038","57336"
"66422","996686","57366"
"66431","996737","57375"
"66436","996796","57380"
"66441","996899","57385"
"66442","996899","57386"
"66443","996899","57387"
"66537","997268","57481"
"66556","997667","57500"
"66557","997667","57501"
"66558","997667","57502"
"66559","997667","57503"
"66565","997705","57509"
"66568","997735","57512"
"66596","998827","57531"
"66605","998827","57540"
"66611","998827","57546"
"66618","998827","57553"
"66631","998827","57566"
"66633","998827","57568"
"66646","998827","57581"
"66655","998827","57590"
"66658","998827","57593"
"66659","998827","57594"
"66668","998827","57603"
"66674","998827","57609"
"66678","998827","57613"
"66749","999142","57683"
"66753","999217","57687"
"66757","999217","57691"
"66766","999217","57700"
"66767","999186","57701"
"66770","999186","57704"
"66771","999217","57705"
"66772","999217","57706"
"66775","999186","57709"
"66816","999545","57750"
"66817","999546","57751"
"66819","999546","57753"
"66823","999659","57757"
"66824","999659","57758"
"66826","999659","57760"
"66828","999659","57762"
"66829","999659","57763"
"66832","999659","57766"
"66836","999659","57770"
"66838","999659","57772"
"66839","999659","57773"
"66840","999659","57774"
"66841","999659","57775"
"66842","999734","57776"
"66843","999734","57777"
"66844","999734","57778"
"66847","999803","57781"
"66848","999803","57782"
"66861","1000141","57794"
"66863","1000161","57796"
"66864","1000162","57797"
"66906","1000779","57838"
"66950","1001091","57882"
"66967","1001195","57899"
"66989","1001320","57921"
"67020","1001527","57951"
"67026","1002164","57957"
"67094","1003177","58024"
"67095","1003170","58025"
"67101","1003125","58031"
"67104","1003125","58034"
"67106","1003221","58036"
"67108","1003245","58038"
"67109","1003190","58039"
"67111","1003220","58041"
"67112","1003221","58042"
"67114","1003208","58044"
"67140","1003731","58060"
"67145","1003698","58065"
"67149","1003731","58069"
"67154","1003694","58074"
"67156","1003694","58076"
"67160","1003731","58080"
"67161","1003698","58081"
"67163","1003731","58083"
"67164","1003731","58084"
"67176","1003731","58096"
"67177","1003698","58097"
"67178","1003731","58098"
"67186","1003731","58106"
"67190","1003731","58110"
"67196","1003731","58116"
"67205","1003731","58125"
"67208","1003698","58128"
"67210","1003698","58130"
"67219","1003731","58139"
"67223","1003731","58143"
"67227","1003731","58147"
"67231","1003698","58151"
"67233","1003731","58153"
"67262","1004312","58162"
"67301","1005792","58201"
"67302","1005793","58202"
"67306","1006070","58205"
"67307","1006070","58206"
"67314","1006216","56404"
"67316","984638","56415"
"67318","1006216","56429"
"67333","984533","56449"
"67336","984533","56448"
"67370","984533","56453"
"67426","1007511","58262"
"67428","1007511","58264"
"67432","1007511","58268"
"67435","1007518","58271"
"67436","1007518","58272"
"67441","1007511","58277"
"67444","1007511","58280"
"67447","1007511","58283"
"67451","1007518","58287"
"67455","1007797","58291"
"67458","1007800","58294"
"67459","1007802","58295"
"67471","1008472","58305"
"67482","1008847","58316"
"67483","1008857","58317"
"67487","1008847","58321"
"67512","1009611","58346"
"67513","1009616","58347"
"67523","1009540","58357"
"67531","1009483","58365"
"67688","1010220","58337"
"67690","1010231","58335"
"67722","1010968","58533"
"67727","1011229","58538"
"67732","1011229","58543"
"67739","1011229","58550"
"67743","1011229","58554"
"67748","1011229","58559"
"67752","1011229","58563"
"67762","1011229","58573"
"67765","1011229","58576"
"67767","1011229","58578"
"67768","1011229","58579"
"67775","1011229","58586"
"67785","1011229","58596"
"67800","1011229","58611"
"67824","1011241","58635"
"67837","1011241","58648"
"67839","1011241","58650"
"67841","1011241","58652"
"67844","1011242","58655"
"67848","1011242","58659"
"67850","1011242","58661"
"67851","1011242","58662"
"67855","1011242","58666"
"67856","1011242","58667"
"67857","1011242","58668"
"67860","1011242","58671"
"67861","1011242","58672"
"67868","976421","55676"
"67878","976400","55683"
"67881","976400","55685"
"67886","976422","55656"
"67888","976422","55678"
"67892","976421","55673"
"67895","976400","55679"
"67898","1012331","58677"
"67984","1013200","58763"
"67985","1013200","58764"
"67986","1013200","58765"
"67987","1013200","58766"
"67988","1013200","58767"
"67991","1013149","58770"
"67995","1013149","58774"
"67999","1013149","58778"
"68000","1013148","58779"
"68039","1013567","58818"
"68075","1013900","58854"
"68076","1013910","58855"
"68086","1013977","58865"
"68103","1014913","58881"
"68110","1015131","58888"
"68148","1015713","58925"
"68152","1015713","58929"
"68175","1016242","58932"
"68176","1016242","58933"
"68177","1016242","58934"
"68179","1016242","58936"
"68180","1016242","58937"
"68181","1016242","58938"
"68185","1016242","58942"
"68186","1016242","58943"
"68188","1016242","58945"
"68189","1016242","58946"
"68218","1016816","58975"
"68229","1016819","58986"
"68395","1017754","59151"
"68396","1017773","59152"
"68400","1017780","59156"
"68406","1017773","59162"
"68408","1017833","59164"
"68409","1017833","59165"
"68410","1017833","59166"
"68411","1017833","59167"
"68412","1017833","59168"
"68413","1017833","59169"
"68430","1017868","59119"
"68438","1018112","59003"
"68442","1018022","58997"
"68451","1018138","59060"
"68455","1018112","59138"
"68465","1017235","59131"
"68474","1017536","59048"
"68475","1017868","59029"
"68483","1017928","58993"
"68498","1018094","59050"
"68511","1017536","59038"
"68512","1017494","59065"
"68513","1018116","59086"
"68535","1017868","58991"
"68545","1017494","59039"
"68556","1017928","59046"
"68572","1018459","59171"
"68582","1018805","59181"
"68583","1018805","59182"
"68584","1018805","59183"
"68589","1018808","59188"
"68590","1018808","59189"
"68591","1018808","59190"
"68593","1018803","59192"
"68594","1018803","59193"
"68671","1019401","59267"
"68672","1019401","59268"
"68694","1020233","59287"
"68697","1020235","59290"
"68704","1020239","59297"
"68705","1020239","59298"
"68706","1020239","59299"
"68709","1020231","59302"
"68710","1020260","59303"
"68717","1021200","59309"
"68763","1021673","59349"
"68766","1021678","59352"
"68767","1021673","59353"
"68827","964806","55116"
"68841","964806","55105"
"68850","964806","55122"
"68855","964806","55125"
"68856","964806","55120"
"68875","1023862","59422"
"68879","1023972","59426"
"68888","1023972","59435"
"68896","1023972","59443"
"68912","1025206","59459"
"68918","1025416","59463"
"68920","1026114","59465"
"68926","1026114","59471"
"69074","1029373","59610"
"69080","1029525","59617"
"69088","1030141","59625"
"69150","1030525","59687"
"69151","1030525","59688"
"69152","1030525","59689"
"69179","981958","56242"
"69216","1033030","59739"
"69217","1033030","59740"
"69241","1034561","59763"
"69243","1034543","59765"
"69245","1034810","59767"
"69248","1035259","59770"
"69249","1035315","59771"
"69250","1035315","59772"
"69251","1035315","59773"
"69252","1035315","59774"
"69307","1035514","59829"
"69320","1035615","59842"
"69321","1035616","59843"
"69322","1035611","59844"
"69347","1036679","59869"
"69348","1036679","59870"
"69349","1036679","59871"
"69350","1036679","59872"
"69355","1036680","59877"
"69356","1036680","59878"
"69357","1036679","59879"
"69369","1037872","59884"
"69370","1037871","59885"
"69374","907226","49251"
"69376","907226","49249"
"69410","1039806","59919"
"69411","1039806","59920"
"69419","1039783","59928"
"69420","1039783","59929"
"69421","1039783","59930"
"69422","1039783","59931"
"69423","1039783","59932"
"69425","1039783","59934"
"69426","1039783","59935"
"69427","1039783","59936"
"69428","1039783","59937"
"69470","1041344","59970"
"69474","1041344","59974"
"69477","1041570","59977"
"69480","1041574","59980"
"69482","1041755","59982"
"69489","1041749","59989"
"69505","1042019","60005"
"69514","1042197","60014"
"69516","1042194","60016"
"69517","1042194","60017"
"69518","1042194","60018"
"69519","1042194","60019"
"69520","1042194","60020"
"69521","1042194","60021"
"69522","1042194","60022"
"69523","1042194","60023"
"69524","1042194","60024"
"69525","1042194","60025"
"69549","1042156","60049"
"69550","1042156","60050"
"69551","1042156","60051"
"69552","1042156","60052"
"69553","1042156","60053"
"69554","1042156","60054"
"69555","1042161","60055"
"69556","1042161","60056"
"69557","1042161","60057"
"69558","1042161","60058"
"69559","1042161","60059"
"69578","1042182","60078"
"69580","1042201","60080"
"69581","1042201","60081"
"69592","1042721","55064"
"69606","963243","60093"
"69631","1043380","60120"
"69670","1045884","60159"
"69671","1045885","60160"
"69679","1045884","60168"
"69680","1045885","60169"
"69681","1045928","60170"
"69687","1045904","60176"
"69688","1045941","60177"
"69703","1047269","60189"
"69709","1047264","60195"
"69712","1047259","60198"
"69714","1047264","60200"
"69730","1047445","60216"
"69762","1048736","60240"
"69763","1048736","60239"
"69766","1048875","60243"
"69790","1050903","60267"
"69797","1050983","60274"
"69801","1051049","60278"
"69810","1051330","60281"
"69815","1051470","60286"
"69816","1051455","60287"
"69820","1051455","60291"
"69855","1051721","58378"
"69860","1051721","58431"
"69865","1051758","58395"
"69870","1051721","58439"
"69873","1051721","58472"
"69874","1051758","58479"
"69877","1051721","58440"
"69879","1051721","58407"
"69881","1051758","58451"
"69907","1051718","58388"
"69911","1051718","58494"
"69935","1051731","58487"
"69937","1051721","58503"
"69940","1051718","58385"
"69941","1051718","58375"
"69942","1051718","58429"
"69958","1051721","58485"
"69961","1009930","58468"
"69965","1009932","58482"
"69980","1052083","60318"
"69983","1052083","60321"
"69986","1052083","60324"
"70043","1002637","58011"
"70049","1052666","57986"
"70052","1052670","57991"
"70060","1052606","57998"
"70072","1052606","57988"
"70078","1052913","60330"
"70088","1053558","60340"
"70090","1053558","60342"
"70096","1054302","60348"
"70102","1054974","60352"
"70103","1054974","60353"
"70105","1054974","60355"
"70121","1055195","60371"
"70170","1055607","60420"
"70171","1055579","60421"
"70201","1055607","60451"
"70206","1055579","60456"
"70213","1055607","60463"
"70225","1055604","60475"
"70249","1055572","60499"
"70250","1055572","60500"
"70251","1055572","60501"
"70252","1055572","60502"
"70253","1055572","60503"
"70270","1055961","60520"
"70271","1055961","60521"
"70272","1055961","60522"
"70326","1057528","60553"
"70342","1057526","60569"
"70343","1057526","60570"
"70346","1057528","60573"
"70347","1057528","60574"
"70354","1057534","60581"
"70356","1057533","60583"
"70376","1057744","60603"
"70377","1057744","60604"
"70379","1057744","60606"
"70380","1057744","60607"
"70401","1058357","60625"
"70418","1058460","60642"
"70442","1058367","60666"
"70447","1058357","60671"
"70690","1059828","54508"
"70702","1059870","54522"
"70709","1059870","54531"
"70726","1059870","54580"
"70740","1059748","54479"
"70760","1059912","54514"
"70762","1059918","54539"
"70769","1059748","54473"
"70770","1059748","54591"
"70777","1059870","54485"
"70783","1059748","54600"
"70784","1059748","54540"
"70787","1059748","54517"
"70796","1059867","54532"
"70802","1059847","54462"
"70803","1059867","54480"
"70804","1059748","54472"
"70811","1059748","54575"
"70812","1059912","54461"
"70815","1059748","54460"
"70820","1059867","54567"
"70835","1059953","60755"
"70839","1060060","60759"
"70843","1060122","60763"
"70861","1060556","60778"
"70863","1060533","60780"
"70868","1060541","60785"
"70870","1060556","60787"
"70871","1060556","60788"
"70972","1062360","60838"
"70974","1062360","60840"
"70976","1062360","60842"
"70979","1062360","60845"
"70981","1062364","60847"
"70991","1062364","60857"
"70992","1062364","60858"
"71000","1062360","60866"
"71019","1062473","60885"
"71020","1062440","60886"
"71035","1063393","60901"
"71036","1063393","60902"
"71037","1063393","60903"
"71038","1063393","60904"
"71039","1063393","60905"
"71040","1063393","60906"
"71042","1063834","60907"
"71043","1063834","60908"
"71044","1063834","60909"
"71045","1063834","60910"
"71046","1063834","60911"
"71062","1059480","60718"
"71064","1059474","60726"
"71072","1059480","60733"
"71073","1059474","60719"
"71080","1059474","60723"
"71108","1065017","60941"
"71124","819973","47703"
"71126","819973","47690"
"71127","819973","47694"
"71160","1065603","60974"
"71202","911273","51538"
"71209","1067601","61008"
"71210","1067603","61009"
"71268","1068963","61058"
"71275","1068963","61065"
"71278","1068963","61068"
"71280","1068963","61070"
"71286","1069110","61072"
"71300","1069749","61085"
"71306","1069502","61082"
"71308","1069502","61084"
"71313","1030255","59629"
"71315","1069878","59652"
"71327","1069874","59628"
"71328","1030270","59676"
"71361","1069874","59648"
"71398","1070066","61122"
"71401","1070066","61125"
"71409","1070066","61133"
"71410","1070095","61134"
"71419","1070044","61143"
"71424","1070044","61148"
"71425","1070046","61149"
"71428","1070044","61152"
"71429","1070044","61153"
"71430","1070045","61154"
"71432","1070046","61156"
"71459","1013679","61181"
"71460","1013679","61178"
"71523","1072008","61235"
"71524","1072008","61236"
"71984","1074008","61663"
"71988","1074007","61671"
"71989","1074008","61674"
"71993","1074008","61666"
"71548","1072461","61248"
"71550","1072336","61250"
"71580","1072319","61280"
"71595","1072461","61295"
"71602","1072336","61302"
"71607","1072330","61307"
"71623","1072504","61323"
"71636","1072336","61336"
"71649","1072336","61349"
"71662","1072336","61362"
"71679","1072336","61379"
"71687","1072336","61387"
"71693","1072330","61393"
"71703","1072461","61403"
"71718","1072330","61418"
"71736","1072457","61436"
"71755","1072336","61455"
"71761","1072319","61461"
"71771","1072503","61471"
"71788","1072336","61488"
"71802","1072342","61502"
"71811","1072461","61511"
"71813","1072336","61513"
"71817","1072330","61517"
"71827","1072319","61527"
"71831","1072319","61531"
"71840","1072461","61540"
"71849","1072319","61549"
"71869","1072461","61569"
"71876","1072333","61576"
"71885","1072319","61585"
"71907","1072342","61607"
"71996","1073998","61677"
"71997","1074008","61670"
"71999","1074008","61667"
"71918","821415","47808"
"71919","821415","47809"
"71925","1073041","61619"
"71927","1073048","61621"
"71944","1073259","61638"
"71945","1073340","61639"
"71960","1073393","61654"
"55117","807681","47171"
"55118","807681","47172"
"55119","807681","47173"
"55120","807681","47174"
"55121","807681","47175"
"55122","807681","47176"
"55123","807681","47177"
"55124","807681","47178"
"55125","807681","47179"
"55126","807681","47180"
"55127","807681","47181"
"55201","808674","47255"
"55375","811954","47400"
"55376","811954","47401"
"55415","813497","47440"
"55670","814151","47520"
"55671","814151","47521"
"55672","814151","47522"
"55673","814151","47523"
"55674","814151","47524"
"55675","814151","47525"
"55715","815559","47553"
"55721","815673","47559"
"55742","816272","47579"
"55756","816606","47592"
"55757","816606","47593"
"55758","816606","47594"
"55767","817123","47603"
"55768","817123","47604"
"55769","817123","47605"
"55774","817305","47610"
"55778","817305","47614"
"55805","817991","47641"
"55844","819110","47663"
"55845","819110","47664"
"55846","819110","47665"
"55848","819110","47667"
"55851","819110","47670"
"55874","809653","47305"
"55947","820667","47757"
"55949","820664","47759"
"55959","820664","47769"
"55961","820667","47771"
"55966","820664","47776"
"55970","820674","47780"
"56005","821831","47814"
"56007","821831","47816"
"56008","821831","47817"
"56011","821831","47820"
"56012","821831","47821"
"56015","821831","47824"
"56102","823445","47911"
"56103","823445","47912"
"56104","823445","47913"
"56105","823445","47914"
"56106","823445","47915"
"56107","823445","47916"
"56108","823445","47917"
"56109","823445","47918"
"56110","823445","47919"
"56122","823495","47931"
"56123","823495","47932"
"56124","823495","47933"
"56125","823495","47934"
"56126","823495","47935"
"56129","823870","47938"
"56130","823872","47939"
"56131","823870","47940"
"56132","823872","47941"
"56139","823988","47948"
"56140","823988","47949"
"56165","824682","47974"
"56193","825457","48002"
"56288","827259","48097"
"56289","827259","48098"
"56298","827735","48107"
"56301","828150","48110"
"56302","828161","48111"
"56402","830473","48210"
"56403","830473","48211"
"56411","830505","48219"
"56412","830505","48220"
"56430","830991","48238"
"56431","830991","48239"
"56451","831770","48259"
"56461","832164","48269"
"56466","832351","48274"
"56467","832351","48275"
"56520","834075","48325"
"56570","836850","48363"
"56579","837027","48367"
"56589","837782","48376"
"56593","838825","48380"
"56672","842059","48459"
"56673","842047","48460"
"56699","843234","48486"
"56700","843234","48487"
"56706","843842","48493"
"56712","844084","48499"
"56729","844649","48515"
