"programme_id","broad_discipline_group_category_id","broad_discipline_group_id"
"065","20","160"
"066","09","029"
"067","22","082"
"067","22","083"
"068","22","082"
"068","22","083"
"070","20","164"
"026","20","076"
"027","20","076"
"028","07","124"
"196","18","060"
"194","32","185"
"029","20","154"
"072","20","069"
"073","25","176"
"074","26","117"
"180","32","095"
"180","24","143"
"180","24","091"
"180","24","146"
"180","24","093"
"180","24","094"
"180","24","096"
"180","24","097"
"180","24","098"
"180","24","099"
"180","24","100"
"180","24","101"
"180","24","174"
"180","24","156"
"180","24","107"
"180","24","104"
"180","24","177"
"180","24","106"
"180","25","108"
"180","25","109"
"180","25","110"
"180","25","111"
"180","25","116"
"180","25","119"
"180","25","112"
"180","25","113"
"180","25","114"
"180","25","115"
"180","27","118"
"031","20","072"
"181","20","072"
"032","01","006"
"030","01","001"
"030","01","004"
"030","01","005"
"030","01","006"
"030","02","008"
"030","04","010"
"030","05","011"
"030","08","027"
"030","31","003"
"030","11","036"
"030","12","123"
"030","12","038"
"030","12","039"
"030","32","182"
"030","32","183"
"030","32","095"
"030","32","184"
"030","32","185"
"030","32","186"
"030","16","053"
"030","19","061"
"030","23","084"
"030","23","085"
"030","23","086"
"030","23","087"
"030","23","088"
"030","23","089"
"030","24","171"
"030","34","120"
"030","34","007"
"034","24","177"
"036","07","122"
"036","07","013"
"036","07","014"
"036","07","015"
"036","07","016"
"036","07","017"
"036","07","018"
"036","07","019"
"036","07","020"
"036","07","123"
"036","07","185"
"036","07","022"
"036","07","023"
"036","07","024"
"036","07","025"
"036","07","026"
"075","20","077"
"038","34","007"
"037","34","120"
"037","34","007"
"195","06","012"
"085","06","012"
"087","15","052"
"129","20","068"
"160","26","117"
"161","21","080"
"163","06","012"
"164","06","012"
"167","21","080"
"168","21","080"
"171","21","080"
"172","21","080"
"025","20","162"
"030","20","188"
"152","20","162"
"152","20","078"
"198","18","060"
"199","08","027"
"107","20","162"
"111","20","063"
"111","20","064"
"111","20","143"
"111","20","144"
"111","20","145"
"111","20","146"
"111","20","065"
"111","20","066"
"111","20","067"
"111","20","147"
"111","20","148"
"111","20","149"
"111","20","150"
"111","20","068"
"111","20","069"
"111","20","070"
"111","20","141"
"111","20","142"
"111","20","071"
"111","20","136"
"111","20","152"
"111","20","153"
"111","20","154"
"111","20","155"
"111","20","188"
"111","20","156"
"111","20","157"
"111","20","158"
"111","20","159"
"111","20","072"
"111","20","160"
"111","20","161"
"111","20","162"
"111","20","073"
"111","20","078"
"111","20","074"
"111","20","075"
"111","20","076"
"111","20","163"
"111","20","164"
"111","20","165"
"111","20","166"
"111","20","167"
"111","20","168"
"111","20","169"
"111","20","077"
"111","20","170"
"124","35","189"
"111","35","189"
"157","35","189"
"109","35","189"
"155","35","189"
"082","35","189"
"076","35","189"
"069","03","009"
"200","20","078"
"201","18","055"
