"programme_id","broad_discipline_group_category_id","broad_discipline_group_id"
"090","06","012"
"094","06","012"
"116","06","012"
"003","13","040"
"003","13","041"
"003","13","042"
"003","13","043"
"003","13","044"
"003","13","050"
"003","13","045"
"003","13","046"
"003","13","047"
"003","13","048"
"003","13","049"
"003","25","108"
"003","25","109"
"003","25","110"
"003","25","111"
"003","25","174"
"003","25","116"
"003","25","119"
"003","25","112"
"003","25","113"
"003","25","114"
"003","25","115"
"109","01","001"
"109","01","004"
"109","01","005"
"109","01","006"
"109","02","008"
"109","03","009"
"109","03","121"
"109","04","010"
"109","29","179"
"109","05","011"
"109","30","180"
"109","30","181"
"109","06","012"
"109","07","122"
"109","07","013"
"109","07","014"
"109","07","015"
"109","07","016"
"109","07","017"
"109","07","018"
"109","07","019"
"109","07","020"
"109","07","123"
"109","07","185"
"109","07","022"
"109","07","023"
"109","07","024"
"109","07","025"
"109","07","026"
"109","07","124"
"109","07","125"
"109","07","126"
"109","08","027"
"109","09","028"
"109","09","127"
"109","09","029"
"109","09","030"
"109","31","003"
"109","10","031"
"109","10","032"
"109","10","033"
"109","10","035"
"109","10","034"
"109","11","036"
"109","12","123"
"109","12","038"
"109","12","039"
"109","13","040"
"109","13","041"
"109","13","042"
"109","13","043"
"109","13","044"
"109","13","050"
"109","13","045"
"109","13","046"
"109","13","047"
"109","13","048"
"109","13","049"
"109","32","182"
"109","32","183"
"109","32","095"
"109","32","184"
"109","32","185"
"109","32","186"
"109","14","051"
"109","15","131"
"109","15","128"
"109","15","129"
"109","15","130"
"109","15","052"
"109","16","053"
"109","17","054"
"109","18","132"
"109","18","133"
"109","18","055"
"109","18","135"
"109","18","056"
"109","18","136"
"109","18","057"
"109","18","137"
"109","18","138"
"109","18","058"
"109","18","060"
"109","18","139"
"109","18","140"
"109","18","059"
"109","19","061"
"109","20","062"
"109","20","063"
"109","20","064"
"109","20","143"
"109","20","144"
"109","20","145"
"109","20","146"
"109","20","065"
"109","20","066"
"109","20","067"
"109","20","147"
"109","20","148"
"109","20","149"
"109","20","150"
"109","20","068"
"109","20","069"
"109","20","070"
"109","20","141"
"109","20","142"
"109","20","071"
"109","20","136"
"109","20","152"
"109","20","153"
"109","20","155"
"109","20","156"
"109","20","157"
"109","20","158"
"109","20","159"
"109","20","072"
"109","20","160"
"109","20","161"
"109","20","162"
"109","20","073"
"109","20","078"
"109","20","074"
"109","20","075"
"109","20","076"
"109","20","163"
"109","20","164"
"109","20","165"
"109","20","166"
"109","20","167"
"109","20","168"
"109","20","169"
"109","20","077"
"109","20","170"
"109","21","079"
"109","21","080"
"109","21","081"
"109","22","082"
"109","22","083"
"109","23","084"
"109","23","085"
"109","23","086"
"109","23","087"
"109","23","088"
"109","23","089"
"109","24","143"
"109","24","091"
"109","24","146"
"109","24","093"
"109","24","094"
"109","24","096"
"109","24","097"
"109","24","098"
"109","24","099"
"109","24","100"
"109","24","101"
"109","24","174"
"109","24","156"
"109","24","107"
"109","24","104"
"109","24","177"
"109","24","106"
"109","25","108"
"109","25","109"
"109","25","110"
"109","25","111"
"109","25","174"
"109","25","116"
"109","25","119"
"109","25","112"
"109","25","175"
"109","25","113"
"109","25","114"
"109","25","115"
"109","25","177"
"109","26","117"
"109","34","120"
"109","34","007"
"109","27","118"
"155","01","001"
"155","01","004"
"155","01","005"
"155","01","006"
"155","02","008"
"155","03","009"
"155","03","121"
"155","04","010"
"155","29","179"
"155","05","011"
"155","30","180"
"155","30","181"
"155","06","012"
"155","07","122"
"155","07","013"
"155","07","014"
"155","07","015"
"155","07","016"
"155","07","017"
"155","07","018"
"155","07","019"
"155","07","020"
"155","07","123"
"155","07","185"
"155","07","022"
"155","07","023"
"155","07","024"
"155","07","025"
"155","07","026"
"155","07","124"
"155","07","125"
"155","07","126"
"155","08","027"
"155","09","028"
"155","09","127"
"155","09","029"
"155","09","030"
"155","31","003"
"155","10","031"
"155","10","032"
"155","10","033"
"155","10","035"
"155","10","034"
"155","11","036"
"155","12","123"
"155","12","038"
"155","12","039"
"155","13","040"
"155","13","041"
"155","13","042"
"155","13","043"
"155","13","044"
"155","13","050"
"155","13","045"
"155","13","046"
"155","13","047"
"155","13","048"
"155","13","049"
"155","32","182"
"155","32","183"
"155","32","095"
"155","32","184"
"155","32","185"
"155","32","186"
"155","14","051"
"155","15","131"
"155","15","128"
"155","15","129"
"155","15","130"
"155","15","052"
"155","16","053"
"155","17","054"
"155","18","132"
"155","18","133"
"155","18","055"
"155","18","135"
"155","18","056"
"155","18","136"
"155","18","057"
"155","18","137"
"155","18","138"
"155","18","058"
"155","18","060"
"155","18","139"
"155","18","140"
"155","18","059"
"155","19","061"
"155","20","062"
"155","20","063"
"155","20","064"
"155","20","143"
"155","20","144"
"155","20","145"
"155","20","146"
"155","20","065"
"155","20","066"
"155","20","067"
"155","20","147"
"155","20","148"
"155","20","149"
"155","20","150"
"155","20","068"
"155","20","069"
"155","20","070"
"155","20","141"
"155","20","142"
"155","20","071"
"155","20","136"
"155","20","152"
"155","20","153"
"155","20","155"
"155","20","156"
"155","20","157"
"155","20","158"
"155","20","159"
"155","20","072"
"155","20","160"
"155","20","161"
"155","20","162"
"155","20","073"
"155","20","078"
"155","20","074"
"155","20","075"
"155","20","076"
"155","20","163"
"155","20","164"
"155","20","165"
"155","20","166"
"155","20","167"
"155","20","168"
"155","20","169"
"155","20","077"
"155","20","170"
"155","21","079"
"155","21","080"
"155","21","081"
"155","22","082"
"155","22","083"
"155","23","084"
"155","23","085"
"155","23","086"
"155","23","087"
"155","23","088"
"155","23","089"
"155","24","143"
"155","24","091"
"155","24","146"
"155","24","093"
"155","24","094"
"155","24","096"
"155","24","097"
"155","24","098"
"155","24","099"
"155","24","100"
"155","24","101"
"155","24","174"
"155","24","156"
"155","24","107"
"155","24","104"
"155","24","177"
"155","24","106"
"155","25","108"
"155","25","109"
"155","25","110"
"155","25","111"
"155","25","174"
"155","25","116"
"155","25","119"
"155","25","112"
"155","25","175"
"155","25","113"
"155","25","114"
"155","25","115"
"155","25","177"
"155","26","117"
"155","34","120"
"155","34","007"
"155","27","118"
"004","20","064"
"078","17","054"
"083","20","062"
"083","20","063"
"083","20","064"
"083","20","143"
"083","20","144"
"083","20","145"
"083","20","146"
"083","20","065"
"083","20","066"
"083","20","067"
"083","20","147"
"083","20","148"
"083","20","149"
"083","20","150"
"083","20","068"
"083","20","069"
"083","20","070"
"083","20","141"
"083","20","142"
"083","20","071"
"083","20","136"
"083","20","152"
"083","20","153"
"083","20","155"
"083","20","156"
"083","20","157"
"083","20","158"
"083","20","159"
"083","20","072"
"083","20","160"
"083","20","161"
"083","20","162"
"083","20","073"
"083","20","078"
"083","20","074"
"083","20","075"
"083","20","076"
"083","20","163"
"083","20","164"
"083","20","165"
"083","20","166"
"083","20","167"
"083","20","168"
"083","20","169"
"083","20","077"
"083","20","170"
"079","09","127"
"084","21","080"
"080","25","119"
"081","24","171"
"088","15","131"
"088","15","128"
"088","15","130"
"088","15","052"
"157","01","001"
"157","01","004"
"157","01","005"
"157","01","006"
"157","02","008"
"157","03","009"
"157","03","121"
"157","04","010"
"157","29","179"
"157","05","011"
"157","30","180"
"157","30","181"
"157","06","012"
"157","07","122"
"157","07","013"
"157","07","014"
"157","07","015"
"157","07","016"
"157","07","017"
"157","07","018"
"157","07","019"
"157","07","020"
"157","07","123"
"157","07","185"
"157","07","022"
"157","07","023"
"157","07","024"
"157","07","025"
"157","07","026"
"157","07","124"
"157","07","125"
"157","07","126"
"157","08","027"
"157","09","028"
"157","09","127"
"157","09","029"
"157","09","030"
"157","31","003"
"157","10","031"
"157","10","032"
"157","10","033"
"157","10","035"
"157","10","034"
"157","11","036"
"157","12","123"
"157","12","038"
"157","12","039"
"157","13","040"
"157","13","041"
"157","13","042"
"157","13","043"
"157","13","044"
"157","13","050"
"157","13","045"
"157","13","046"
"157","13","047"
"157","13","048"
"157","13","049"
"157","32","182"
"157","32","183"
"157","32","095"
"157","32","184"
"157","32","185"
"157","32","186"
"157","14","051"
"157","15","131"
"157","15","128"
"157","15","129"
"157","15","130"
"157","15","052"
"157","16","053"
"157","17","054"
"157","18","132"
"157","18","133"
"157","18","055"
"157","18","135"
"157","18","056"
"157","18","136"
"157","18","057"
"157","18","137"
"157","18","138"
"157","18","058"
"157","18","060"
"157","18","139"
"157","18","140"
"157","18","059"
"157","19","061"
"157","20","062"
"157","20","063"
"157","20","064"
"157","20","143"
"157","20","144"
"157","20","145"
"157","20","146"
"157","20","065"
"157","20","066"
"157","20","067"
"157","20","147"
"157","20","148"
"157","20","149"
"157","20","150"
"157","20","068"
"157","20","069"
"157","20","070"
"157","20","141"
"157","20","142"
"157","20","071"
"157","20","136"
"157","20","152"
"157","20","153"
"157","20","155"
"157","20","156"
"157","20","157"
"157","20","158"
"157","20","159"
"157","20","072"
"157","20","160"
"157","20","161"
"157","20","162"
"157","20","073"
"157","20","078"
"157","20","074"
"157","20","075"
"157","20","076"
"157","20","163"
"157","20","164"
"157","20","165"
"157","20","166"
"157","20","167"
"157","20","168"
"157","20","169"
"157","20","077"
"157","20","170"
"157","21","079"
"157","21","080"
"157","21","081"
"157","22","082"
"157","22","083"
"157","23","084"
"157","23","085"
"157","23","086"
"157","23","087"
"157","23","088"
"157","23","089"
"157","24","143"
"157","24","091"
"157","24","146"
"157","24","093"
"157","24","094"
"157","24","096"
"157","24","097"
"157","24","098"
"157","24","099"
"157","24","100"
"157","24","101"
"157","24","174"
"157","24","156"
"157","24","107"
"157","24","104"
"157","24","177"
"157","24","106"
"157","25","108"
"157","25","109"
"157","25","110"
"157","25","111"
"157","25","174"
"157","25","116"
"157","25","119"
"157","25","112"
"157","25","175"
"157","25","113"
"157","25","114"
"157","25","115"
"157","25","177"
"157","26","117"
"157","34","120"
"157","34","007"
"157","27","118"
"169","21","079"
"169","21","080"
"169","21","081"
"170","21","079"
"170","21","080"
"170","21","081"
"001","21","079"
"001","21","080"
"001","21","081"
"077","03","009"
"089","15","131"
"089","15","128"
"089","15","129"
"089","15","130"
"089","15","052"
"125","20","064"
"124","02","008"
"124","29","179"
"124","05","011"
"124","30","181"
"124","06","012"
"124","08","027"
"124","10","031"
"124","10","032"
"124","10","033"
"124","10","035"
"124","10","034"
"124","11","036"
"124","13","040"
"124","13","041"
"124","13","042"
"124","13","043"
"124","13","044"
"124","13","050"
"124","13","045"
"124","13","046"
"124","13","047"
"124","13","048"
"124","13","049"
"124","14","051"
"124","16","053"
"124","21","080"
"124","23","084"
"124","23","085"
"124","23","086"
"124","23","087"
"124","23","088"
"124","23","089"
"124","25","108"
"124","25","109"
"124","25","110"
"124","25","111"
"124","25","174"
"124","25","116"
"124","25","119"
"124","25","112"
"124","25","113"
"124","25","114"
"124","25","115"
"124","25","177"
"124","27","118"
"091","07","014"
"126","18","133"
"127","18","139"
"128","18","140"
"130","32","183"
"092","20","065"
"092","20","147"
"092","20","150"
"092","20","158"
"092","20","161"
"092","20","075"
"092","20","165"
"092","20","170"
"093","03","009"
"131","20","062"
"131","20","063"
"131","20","064"
"131","20","143"
"131","20","144"
"131","20","145"
"131","20","146"
"131","20","065"
"131","20","066"
"131","20","067"
"131","20","147"
"131","20","148"
"131","20","149"
"131","20","150"
"131","20","068"
"131","20","069"
"131","20","070"
"131","20","141"
"131","20","142"
"131","20","071"
"131","20","136"
"131","20","152"
"131","20","153"
"131","20","155"
"131","20","156"
"131","20","157"
"131","20","158"
"131","20","159"
"131","20","072"
"131","20","160"
"131","20","161"
"131","20","162"
"131","20","073"
"131","20","078"
"131","20","074"
"131","20","075"
"131","20","076"
"131","20","163"
"131","20","164"
"131","20","165"
"131","20","166"
"131","20","167"
"131","20","168"
"131","20","169"
"131","20","077"
"131","20","170"
"132","20","066"
"095","09","029"
"096","30","180"
"096","30","181"
"133","07","122"
"133","07","013"
"133","07","014"
"133","07","015"
"133","07","016"
"133","07","017"
"133","07","018"
"133","07","019"
"133","07","020"
"133","07","123"
"133","07","185"
"133","07","022"
"133","07","023"
"133","07","024"
"133","07","025"
"133","07","026"
"097","06","012"
"135","09","028"
"135","09","029"
"135","09","030"
"098","18","056"
"134","31","003"
"099","03","121"
"136","18","136"
"137","20","071"
"100","18","137"
"101","18","138"
"139","14","051"
"138","14","051"
"140","15","131"
"140","15","128"
"140","15","129"
"140","15","130"
"140","15","052"
"141","16","053"
"102","16","053"
"103","17","054"
"142","14","051"
"104","18","055"
"105","18","058"
"106","09","127"
"143","21","079"
"143","21","080"
"143","21","081"
"144","20","160"
"146","09","029"
"147","22","082"
"147","22","083"
"145","22","082"
"145","22","083"
"148","20","167"
"149","25","175"
"150","20","164"
"108","20","076"
"110","07","124"
"174","18","060"
"151","07","122"
"151","07","013"
"151","07","014"
"151","07","015"
"151","07","016"
"151","07","017"
"151","07","018"
"151","07","019"
"151","07","020"
"151","07","185"
"151","07","022"
"151","07","023"
"151","07","024"
"151","07","025"
"151","07","026"
"151","32","182"
"151","32","183"
"151","32","095"
"151","32","184"
"151","32","185"
"151","32","186"
"151","24","143"
"151","24","091"
"151","24","146"
"151","24","093"
"151","24","094"
"151","24","096"
"151","24","097"
"151","24","098"
"151","24","099"
"151","24","100"
"151","24","101"
"151","24","174"
"151","24","156"
"151","24","107"
"151","24","104"
"151","24","177"
"151","24","106"
"152","20","062"
"152","20","148"
"152","20","069"
"152","20","070"
"152","20","073"
"153","26","117"
"117","20","072"
"118","24","107"
"119","24","100"
"120","20","062"
"112","24","143"
"113","24","156"
"114","20","076"
"115","20","163"
"111","01","001"
"111","01","004"
"111","01","005"
"111","01","006"
"111","02","008"
"111","04","010"
"111","05","011"
"111","08","027"
"111","31","003"
"111","11","036"
"111","12","123"
"111","12","038"
"111","12","039"
"111","32","182"
"111","32","183"
"111","32","095"
"111","32","184"
"111","32","185"
"111","32","186"
"111","19","061"
"111","23","084"
"111","23","085"
"111","23","086"
"111","23","087"
"111","23","088"
"111","23","089"
"111","24","143"
"111","24","091"
"111","24","146"
"111","24","093"
"111","24","094"
"111","24","096"
"111","24","097"
"111","24","098"
"111","24","099"
"111","24","100"
"111","24","101"
"111","24","174"
"111","24","156"
"111","24","107"
"111","24","104"
"111","24","177"
"111","24","106"
"111","25","108"
"111","25","109"
"111","25","110"
"111","25","111"
"111","25","116"
"111","25","119"
"111","25","112"
"111","25","113"
"111","25","114"
"111","25","115"
"111","34","120"
"111","34","007"
"111","27","118"
"121","24","177"
"189","07","125"
"122","07","122"
"122","07","013"
"122","07","014"
"122","07","015"
"122","07","016"
"122","07","017"
"122","07","018"
"122","07","019"
"122","07","020"
"122","07","123"
"122","07","185"
"122","07","022"
"122","07","023"
"122","07","024"
"122","07","025"
"122","07","026"
"154","20","077"
"190","07","126"
"123","34","120"
"123","34","007"
"191","18","132"
"191","18","133"
"191","18","055"
"191","18","135"
"191","18","056"
"191","18","057"
"191","18","137"
"191","18","058"
"191","18","060"
"191","18","059"
"192","18","132"
"192","18","133"
"192","18","055"
"192","18","135"
"192","18","056"
"192","18","057"
"192","18","137"
"192","18","058"
"192","18","060"
"192","18","059"
"156","13","040"
"156","13","041"
"156","13","042"
"156","13","043"
"156","13","044"
"156","13","050"
"156","13","045"
"156","13","046"
"156","13","047"
"156","13","048"
"156","13","049"
"156","25","108"
"156","25","109"
"156","25","110"
"156","25","111"
"156","25","174"
"156","25","116"
"156","25","119"
"156","25","112"
"156","25","113"
"156","25","114"
"156","25","115"
"193","20","076"
"158","26","117"
"159","25","108"
"159","25","116"
"159","25","115"
"162","06","012"
"165","06","012"
"166","20","064"
"002","21","080"
"005","20","064"
"176","02","008"
"176","29","179"
"176","05","011"
"176","30","181"
"176","06","012"
"176","09","127"
"176","10","031"
"176","10","032"
"176","10","033"
"176","10","035"
"176","10","034"
"176","11","036"
"176","12","038"
"176","13","040"
"176","13","041"
"176","13","042"
"176","13","043"
"176","13","044"
"176","13","050"
"176","13","045"
"176","13","046"
"176","13","047"
"176","13","048"
"176","13","049"
"176","14","051"
"176","16","053"
"176","21","080"
"176","23","084"
"176","23","085"
"176","23","086"
"176","23","087"
"176","23","088"
"176","23","089"
"176","25","108"
"176","25","172"
"176","25","109"
"176","25","110"
"176","25","111"
"176","25","173"
"176","25","174"
"176","25","116"
"176","25","119"
"176","25","112"
"176","25","113"
"176","25","114"
"176","25","115"
"176","25","177"
"176","27","118"
"006","28","178"
"040","20","064"
"041","20","064"
"042","20","074"
"008","01","001"
"008","01","004"
"008","01","005"
"008","01","006"
"009","07","014"
"043","18","133"
"044","18","132"
"044","18","055"
"044","18","135"
"044","18","057"
"044","18","059"
"045","18","134"
"046","32","183"
"047","07","016"
"048","15","131"
"010","07","015"
"011","07","015"
"012","03","009"
"049","20","066"
"015","09","029"
"016","30","180"
"016","30","181"
"050","07","122"
"050","07","013"
"050","07","014"
"050","07","015"
"050","07","016"
"050","07","017"
"050","07","018"
"050","07","019"
"050","07","020"
"050","07","123"
"050","07","185"
"050","07","022"
"050","07","023"
"050","07","024"
"050","07","025"
"050","07","026"
"017","06","012"
"051","09","028"
"051","09","029"
"051","09","030"
"052","31","003"
"178","08","027"
"053","15","052"
"179","20","136"
"054","18","057"
"055","18","057"
"056","20","071"
"057","18","057"
"058","18","057"
"059","18","133"
"060","20","152"
"061","14","051"
"018","14","051"
"062","15","052"
"019","16","053"
"020","16","053"
"021","17","054"
"063","09","030"
"022","09","127"
"023","20","064"
"024","22","083"
"064","21","079"
"064","21","080"
"064","21","081"
