"standalone_institution_id","department_id","survey_year"
"984","790244","2015"
"591","790301","2015"
"591","790302","2015"
"591","790303","2015"
"591","790304","2015"
"591","790305","2015"
"591","790306","2015"
"591","790307","2015"
"591","790308","2015"
"591","790309","2015"
"591","790310","2015"
"9039","790351","2015"
"15080","790389","2015"
"15080","790390","2015"
"2048","790426","2015"
"14637","790468","2015"
"11183","790475","2015"
"13980","790511","2015"
"6061","790540","2015"
"10779","790569","2015"
"10779","790570","2015"
"2982","790571","2015"
"9588","790595","2015"
"13874","790643","2015"
"8232","790644","2015"
"1937","790700","2015"
"1937","790701","2015"
"1937","790702","2015"
"1937","790703","2015"
"1937","790704","2015"
"848","790719","2015"
"848","790720","2015"
"9411","790721","2015"
"3405","790724","2015"
"3405","790725","2015"
"3405","790726","2015"
"3405","790727","2015"
"3405","790728","2015"
"3405","790729","2015"
"3405","790730","2015"
"5947","790736","2015"
"7517","790793","2015"
"8179","790817","2015"
"13988","790818","2015"
"13988","790819","2015"
"14135","790821","2015"
"14135","790822","2015"
"14135","790823","2015"
"14135","790824","2015"
"14135","790825","2015"
"12193","790832","2015"
"9500","790844","2015"
"11137","790858","2015"
"5798","790881","2015"
"6050","790908","2015"
"2924","791048","2015"
"2924","791049","2015"
"2924","791050","2015"
"2924","791051","2015"
"2924","791052","2015"
"2924","791053","2015"
"14737","791071","2015"
"11157","791088","2015"
"2229","791127","2015"
"2229","791128","2015"
"2229","791129","2015"
"2229","791130","2015"
"2229","791131","2015"
"6668","791230","2015"
"10948","791260","2015"
"10948","791261","2015"
"10948","791262","2015"
"10948","791263","2015"
"10948","791264","2015"
"10948","791265","2015"
"10948","791266","2015"
"10948","791267","2015"
"10948","791268","2015"
"1136","791348","2015"
"1136","791349","2015"
"1136","791350","2015"
"1136","791351","2015"
"1136","791352","2015"
"2621","791394","2015"
"2621","791395","2015"
"2621","791396","2015"
"2621","791397","2015"
"2621","791398","2015"
"2682","791437","2015"
"2682","791438","2015"
"2682","791439","2015"
"2682","791440","2015"
"2682","791441","2015"
"2682","791442","2015"
"2209","791458","2015"
"2209","791459","2015"
"2209","791460","2015"
"2209","791461","2015"
"2209","791462","2015"
"2209","791463","2015"
"2209","791464","2015"
"1991","791501","2015"
"1991","791502","2015"
"1991","791503","2015"
"1991","791504","2015"
"1991","791505","2015"
"9466","791508","2015"
"9150","791509","2015"
"13803","791521","2015"
"13803","791522","2015"
"13803","791523","2015"
"13803","791524","2015"
"13803","791525","2015"
"13803","791526","2015"
"13803","791527","2015"
"9645","791619","2015"
"139","791621","2015"
"139","791622","2015"
"5419","791659","2015"
"9871","791708","2015"
"7779","791891","2015"
"9309","791899","2015"
"14008","791927","2015"
"9965","791995","2015"
"9530","792031","2015"
"4039","792051","2015"
"9835","792052","2015"
"7845","792097","2015"
"8224","792137","2015"
"1351","792142","2015"
"1351","792143","2015"
"1351","792144","2015"
"1351","792145","2015"
"1351","792146","2015"
"14012","792214","2015"
"1801","792239","2015"
"1801","792240","2015"
"1801","792241","2015"
"1801","792242","2015"
"1801","792243","2015"
"1801","792244","2015"
"1801","792245","2015"
"1801","792246","2015"
"1801","792247","2015"
"1801","792248","2015"
"1801","792249","2015"
"1801","792250","2015"
"1801","792251","2015"
"1801","792252","2015"
"1801","792253","2015"
"1801","792254","2015"
"1801","792255","2015"
"1801","792256","2015"
"1801","792257","2015"
"1801","792258","2015"
"5884","792259","2015"
"9382","792263","2015"
"11086","792327","2015"
"1842","792341","2015"
"2012","792345","2015"
"4144","792346","2015"
"9102","792367","2015"
"9620","792376","2015"
"952","792377","2015"
"952","792378","2015"
"952","792379","2015"
"13937","792406","2015"
"9819","792449","2015"
"3802","792511","2015"
"9074","792738","2015"
"2292","792773","2015"
"2292","792774","2015"
"2292","792775","2015"
"2292","792776","2015"
"2292","792777","2015"
"2292","792778","2015"
"9963","792920","2015"
"14432","793010","2015"
"14432","793011","2015"
"14432","793012","2015"
"14432","793013","2015"
"5447","793038","2015"
"12630","793067","2015"
"5812","793075","2015"
"12899","793083","2015"
"10875","793084","2015"
"10875","793085","2015"
"10875","793086","2015"
"10875","793087","2015"
"10875","793088","2015"
"10875","793089","2015"
"10875","793090","2015"
"14519","793109","2015"
"14519","793110","2015"
"14519","793111","2015"
"14519","793112","2015"
"14519","793113","2015"
"8987","793141","2015"
"8780","793147","2015"
"8601","793253","2015"
"7014","793277","2015"
"3409","793341","2015"
"3409","793342","2015"
"3409","793343","2015"
"3409","793344","2015"
"3409","793345","2015"
"2061","793483","2015"
"2061","793484","2015"
"2061","793485","2015"
"2061","793486","2015"
"2061","793487","2015"
"2061","793488","2015"
"2061","793489","2015"
"2061","793490","2015"
"2061","793491","2015"
"2960","793552","2015"
"2960","793553","2015"
"2960","793554","2015"
"2960","793555","2015"
"2960","793556","2015"
"9453","793588","2015"
"2785","793631","2015"
"2785","793632","2015"
"2785","793633","2015"
"2785","793634","2015"
"2785","793635","2015"
"2785","793636","2015"
"2785","793637","2015"
"2785","793638","2015"
"2785","793639","2015"
"2785","793640","2015"
"9932","793641","2015"
"3524","793649","2015"
"3524","793650","2015"
"3524","793651","2015"
"3524","793652","2015"
"9424","793663","2015"
"9857","793679","2015"
"1447","793727","2015"
"1447","793728","2015"
"1447","793729","2015"
"1447","793730","2015"
"1447","793731","2015"
"4623","793768","2015"
"4623","793769","2015"
"4623","793770","2015"
"4623","793771","2015"
"4623","793772","2015"
"1676","793789","2015"
"1676","793790","2015"
"1676","793791","2015"
"1676","793792","2015"
"1706","793889","2015"
"10120","793926","2015"
"9262","793932","2015"
"7920","793933","2015"
"2696","793965","2015"
"2696","793966","2015"
"2696","793967","2015"
"2696","793968","2015"
"2696","793969","2015"
"15212","793973","2015"
"12804","793985","2015"
"12804","793986","2015"
"12804","793987","2015"
"12804","793988","2015"
"5802","794011","2015"
"14454","794016","2015"
"14454","794017","2015"
"14454","794018","2015"
"14454","794019","2015"
"12157","794114","2015"
"14451","794366","2015"
"14451","794367","2015"
"14451","794368","2015"
"14451","794369","2015"
"14451","794370","2015"
"2826","794392","2015"
"2826","794393","2015"
"2826","794394","2015"
"2826","794395","2015"
"2826","794396","2015"
"6682","794402","2015"
"5954","794455","2015"
"1265","794523","2015"
"1265","794524","2015"
"1265","794525","2015"
"1265","794526","2015"
"1265","794527","2015"
"1265","794528","2015"
"9793","794531","2015"
"13042","794554","2015"
"5430","794591","2015"
"7907","794606","2015"
"14030","794702","2015"
"9031","794733","2015"
"2290","794840","2015"
"2290","794841","2015"
"2290","794842","2015"
"5695","794944","2015"
"5695","794945","2015"
"15185","794993","2015"
"15185","794994","2015"
"15185","794995","2015"
"15185","794996","2015"
"15185","794997","2015"
"9316","795026","2015"
"14735","795028","2015"
"9079","795066","2015"
"7652","795082","2015"
"9916","795084","2015"
"708","795129","2015"
"708","795130","2015"
"708","795131","2015"
"708","795132","2015"
"708","795133","2015"
"10954","795152","2015"
"10954","795153","2015"
"10954","795154","2015"
"10954","795155","2015"
"5966","795244","2015"
"10171","795251","2015"
"1216","795255","2015"
"1216","795256","2015"
"1216","795257","2015"
"1216","795258","2015"
"1216","795259","2015"
"1216","795260","2015"
"1216","795261","2015"
"3204","795262","2015"
"3204","795263","2015"
"3204","795264","2015"
"14528","795266","2015"
"14528","795267","2015"
"14528","795268","2015"
"5913","795278","2015"
"3753","795299","2015"
"5851","795338","2015"
"13924","795395","2015"
"6774","795499","2015"
"6433","795500","2015"
"9668","795571","2015"
"9739","795597","2015"
"5810","795610","2015"
"9087","795611","2015"
"119","795631","2015"
"6133","795632","2015"
"1283","795662","2015"
"1284","795708","2015"
"1284","795709","2015"
"1284","795710","2015"
"1284","795711","2015"
"1284","795712","2015"
"1284","795713","2015"
"1284","795714","2015"
"12887","795726","2015"
"14990","795727","2015"
"10773","795824","2015"
"7999","795860","2015"
"971","795864","2015"
"971","795865","2015"
"971","795866","2015"
"971","795867","2015"
"971","795868","2015"
"971","795869","2015"
"971","795870","2015"
"3228","795907","2015"
"3228","795908","2015"
"3228","795909","2015"
"3228","795910","2015"
"3228","795911","2015"
"3228","795912","2015"
"3228","795913","2015"
"3228","795914","2015"
"3228","795915","2015"
"3228","795916","2015"
"3228","795917","2015"
"3228","795918","2015"
"3228","795919","2015"
"3228","795920","2015"
"3228","795921","2015"
"3228","795922","2015"
"3228","795923","2015"
"3228","795924","2015"
"4454","795939","2015"
"14580","795966","2015"
"11190","796021","2015"
"12087","796038","2015"
"8415","796077","2015"
"8309","796105","2015"
"12594","796218","2015"
"12594","796219","2015"
"12594","796220","2015"
"12594","796221","2015"
"12594","796222","2015"
"12594","796223","2015"
"9094","796241","2015"
"8602","796304","2015"
"9075","796307","2015"
"9324","796354","2015"
"9060","796396","2015"
"14455","796427","2015"
"14455","796428","2015"
"14455","796429","2015"
"14455","796430","2015"
"4382","796479","2015"
"9270","796627","2015"
"5384","796635","2015"
"10886","796642","2015"
"10887","796650","2015"
"10887","796651","2015"
"10887","796652","2015"
"10887","796653","2015"
"9920","796654","2015"
"1334","796730","2015"
"1334","796731","2015"
"1334","796732","2015"
"1334","796733","2015"
"1334","796734","2015"
"1334","796735","2015"
"14607","796744","2015"
"14607","796745","2015"
"14607","796746","2015"
"14607","796747","2015"
"14607","796748","2015"
"14607","796749","2015"
"14426","797130","2015"
"14426","797131","2015"
"14426","797132","2015"
"14426","797133","2015"
"14426","797134","2015"
"3197","797154","2015"
"3197","797155","2015"
"3197","797156","2015"
"14916","797167","2015"
"14916","797168","2015"
"14916","797169","2015"
"4434","797221","2015"
"4434","797222","2015"
"4434","797223","2015"
"4434","797224","2015"
"4434","797225","2015"
"4434","797226","2015"
"4434","797227","2015"
"1399","797269","2015"
"1399","797270","2015"
"1399","797271","2015"
"1399","797272","2015"
"1399","797273","2015"
"982","797350","2015"
"982","797351","2015"
"982","797352","2015"
"982","797353","2015"
"982","797354","2015"
"982","797355","2015"
"2344","797368","2015"
"2344","797369","2015"
"2344","797370","2015"
"9193","797480","2015"
"11128","797483","2015"
"12020","797513","2015"
"12020","797514","2015"
"1407","797546","2015"
"1407","797547","2015"
"1407","797548","2015"
"1407","797549","2015"
"1407","797550","2015"
"1407","797551","2015"
"1407","797552","2015"
"1407","797553","2015"
"9273","797575","2015"
"9433","797694","2015"
"9091","797710","2015"
"2153","797741","2015"
"1369","797742","2015"
"1369","797743","2015"
"1369","797744","2015"
"1369","797745","2015"
"1369","797746","2015"
"1369","797747","2015"
"1369","797748","2015"
"1369","797749","2015"
"1369","797750","2015"
"13993","797782","2015"
"2455","797783","2015"
"2455","797784","2015"
"2455","797785","2015"
"2455","797786","2015"
"2455","797787","2015"
"7765","797823","2015"
"2202","797841","2015"
"2202","797842","2015"
"2202","797843","2015"
"2202","797844","2015"
"2202","797845","2015"
"6884","797868","2015"
"3101","797927","2015"
"3101","797928","2015"
"3101","797929","2015"
"3101","797930","2015"
"3101","797931","2015"
"3101","797932","2015"
"1256","797942","2015"
"1256","797943","2015"
"1256","797944","2015"
"1256","797945","2015"
"8209","797947","2015"
"1237","797994","2015"
"1237","797995","2015"
"1237","797996","2015"
"1237","797997","2015"
"1237","797998","2015"
"1237","797999","2015"
"1237","798000","2015"
"1237","798001","2015"
"15072","798037","2015"
"1059","798076","2015"
"1059","798077","2015"
"1059","798078","2015"
"1059","798079","2015"
"1059","798080","2015"
"14742","798092","2015"
"14742","798093","2015"
"967","798114","2015"
"967","798115","2015"
"967","798116","2015"
"967","798117","2015"
"967","798118","2015"
"967","798119","2015"
"131","798135","2015"
"131","798136","2015"
"131","798137","2015"
"131","798138","2015"
"131","798139","2015"
"9378","798178","2015"
"3194","798180","2015"
"9898","798183","2015"
"1035","798230","2015"
"1035","798231","2015"
"1035","798232","2015"
"1035","798233","2015"
"1035","798234","2015"
"1035","798235","2015"
"1035","798236","2015"
"1035","798237","2015"
"1035","798238","2015"
"3808","798285","2015"
"9317","798339","2015"
"5857","798370","2015"
"7140","798423","2015"
"3791","798443","2015"
"8678","798522","2015"
"15137","798733","2015"
"5489","798735","2015"
"5801","798760","2015"
"2844","798808","2015"
"2844","798809","2015"
"2844","798810","2015"
"2844","798811","2015"
"2844","798812","2015"
"2844","798813","2015"
"2844","798814","2015"
"2844","798815","2015"
"2844","798816","2015"
"5190","798829","2015"
"5190","798830","2015"
"5190","798831","2015"
"5190","798832","2015"
"5190","798833","2015"
"5190","798834","2015"
"14749","798865","2015"
"9445","798942","2015"
"1685","798957","2015"
"3760","798995","2015"
"15001","798997","2015"
"10952","799132","2015"
"10952","799133","2015"
"10952","799134","2015"
"10952","799135","2015"
"8818","799214","2015"
"5900","799215","2015"
"8989","799216","2015"
"15208","799255","2015"
"15208","799256","2015"
"15208","799257","2015"
"12159","799261","2015"
"15073","799281","2015"
"15073","799282","2015"
"9187","799445","2015"
"2499","799481","2015"
"2499","799482","2015"
"2499","799483","2015"
"2499","799484","2015"
"2499","799485","2015"
"2499","799486","2015"
"2499","799487","2015"
"2499","799488","2015"
"5919","799518","2015"
"9285","799529","2015"
"9285","799530","2015"
"9285","799531","2015"
"9285","799532","2015"
"2182","799609","2015"
"2182","799610","2015"
"2182","799611","2015"
"2182","799612","2015"
"2182","799613","2015"
"12624","799659","2015"
"9090","799665","2015"
"6088","799666","2015"
"6300","799667","2015"
"15070","799668","2015"
"3202","799686","2015"
"3202","799687","2015"
"3202","799688","2015"
"14082","799760","2015"
"3206","799761","2015"
"3206","799762","2015"
"3206","799763","2015"
"3206","799764","2015"
"11004","799862","2015"
"3252","799900","2015"
"2441","799932","2015"
"2441","799933","2015"
"4285","799943","2015"
"3217","799972","2015"
"3217","799973","2015"
"3217","799974","2015"
"11166","800020","2015"
"9923","800091","2015"
"5211","800170","2015"
"9579","800201","2015"
"1381","800244","2015"
"1381","800245","2015"
"1381","800246","2015"
"1381","800247","2015"
"7377","800255","2015"
"12042","800313","2015"
"12042","800314","2015"
"10931","800367","2015"
"10931","800368","2015"
"10931","800369","2015"
"10931","800370","2015"
"10931","800371","2015"
"10931","800372","2015"
"3191","800390","2015"
"3191","800391","2015"
"3191","800392","2015"
"3191","800393","2015"
"14959","800427","2015"
"9934","800536","2015"
"13286","800589","2015"
"6108","800629","2015"
"15005","800640","2015"
"9383","800660","2015"
"8978","800720","2015"
"9751","800999","2015"
"3525","801015","2015"
"9754","801033","2015"
"8433","801060","2015"
"9266","801151","2015"
"7418","801196","2015"
"2114","801312","2015"
"2114","801313","2015"
"2114","801314","2015"
"2114","801315","2015"
"2114","801316","2015"
"2114","801317","2015"
"2114","801318","2015"
"2114","801319","2015"
"2114","801320","2015"
"2114","801321","2015"
"10079","801427","2015"
"14871","801630","2015"
"14871","801631","2015"
"14871","801632","2015"
"14871","801633","2015"
"5958","801647","2015"
"5283","801724","2015"
"9829","801776","2015"
"5421","801844","2015"
"4578","801857","2015"
"5394","801918","2015"
"5394","801919","2015"
"5394","801920","2015"
"5394","801921","2015"
"5795","801977","2015"
"4771","801995","2015"
"9305","802004","2015"
"1245","802011","2015"
"1245","802012","2015"
"1245","802013","2015"
"1245","802014","2015"
"1245","802015","2015"
"1245","802016","2015"
"9971","802109","2015"
"3196","802206","2015"
"3196","802207","2015"
"3196","802208","2015"
"3196","802209","2015"
"9219","802283","2015"
"13986","802313","2015"
"5811","802331","2015"
"5811","802332","2015"
"5811","802333","2015"
"5811","802334","2015"
"5811","802335","2015"
"5811","802336","2015"
"5811","802337","2015"
"9804","802541","2015"
"10950","802564","2015"
"10950","802565","2015"
"10102","802591","2015"
"10902","802630","2015"
"10902","802631","2015"
"10902","802632","2015"
"10902","802633","2015"
"9279","802653","2015"
"10973","802667","2015"
"10973","802668","2015"
"10973","802669","2015"
"10973","802670","2015"
"14588","802680","2015"
"3772","802681","2015"
"10199","802797","2015"
"10197","803034","2015"
"6688","803048","2015"
"10978","803068","2015"
"10978","803069","2015"
"10978","803070","2015"
"10978","803071","2015"
"12627","803201","2015"
"5483","803213","2015"
"5483","803214","2015"
"2322","803293","2015"
"2322","803294","2015"
"2322","803295","2015"
"2322","803296","2015"
"2322","803297","2015"
"2322","803298","2015"
"12049","803324","2015"
"6746","803325","2015"
"998","803413","2015"
"998","803414","2015"
"998","803415","2015"
"998","803416","2015"
"998","803417","2015"
"2851","803440","2015"
"2851","803441","2015"
"2851","803442","2015"
"9357","803537","2015"
"7309","803589","2015"
"3215","803634","2015"
"3215","803635","2015"
"3215","803636","2015"
"3215","803637","2015"
"3795","803657","2015"
"10159","803667","2015"
"10966","803688","2015"
"10966","803689","2015"
"10966","803690","2015"
"10966","803691","2015"
"10966","803692","2015"
"10966","803693","2015"
"10966","803694","2015"
"10966","803695","2015"
"5890","803792","2015"
"2302","803793","2015"
"2302","803794","2015"
"2302","803795","2015"
"2302","803796","2015"
"9921","803807","2015"
"6451","803808","2015"
"9853","803816","2015"
"11207","803832","2015"
"1321","803921","2015"
"1321","803922","2015"
"1321","803923","2015"
"1321","803924","2015"
"1321","803925","2015"
"1321","803926","2015"
"1321","803927","2015"
"9366","803980","2015"
"11169","804009","2015"
"11169","804010","2015"
"11169","804011","2015"
"11169","804012","2015"
"11169","804013","2015"
"11169","804014","2015"
"11169","804015","2015"
"3346","804055","2015"
"3346","804056","2015"
"3346","804057","2015"
"3346","804058","2015"
"3346","804059","2015"
"3346","804060","2015"
"3346","804061","2015"
"9881","804195","2015"
"15186","804210","2015"
"15186","804211","2015"
"15186","804212","2015"
"15186","804213","2015"
"15069","804282","2015"
"2397","804460","2015"
"2397","804461","2015"
"2397","804462","2015"
"2397","804463","2015"
"2397","804464","2015"
"2397","804465","2015"
"14731","804478","2015"
"9149","804492","2015"
"3143","804493","2015"
"3143","804494","2015"
"3143","804495","2015"
"9904","804641","2015"
"1384","804760","2015"
"1384","804761","2015"
"1384","804762","2015"
"1384","804763","2015"
"1384","804764","2015"
"1384","804765","2015"
"1384","804766","2015"
"10146","804775","2015"
"9946","804790","2015"
"14603","804802","2015"
"6645","804888","2015"
"2427","804898","2015"
"2427","804899","2015"
"2427","804900","2015"
"2427","804901","2015"
"2427","804902","2015"
"2427","804903","2015"
"7381","805175","2015"
"1747","805177","2015"
"1747","805178","2015"
"1747","805179","2015"
"1747","805180","2015"
"1747","805181","2015"
"599","805231","2015"
"599","805232","2015"
"599","805233","2015"
"599","805234","2015"
"599","805235","2015"
"599","805236","2015"
"12809","805269","2015"
"12809","805270","2015"
"12809","805271","2015"
"3164","805272","2015"
"3164","805273","2015"
"13941","805283","2015"
"13941","805284","2015"
"13941","805285","2015"
"11171","805331","2015"
"13990","805724","2015"
"3250","805775","2015"
"3250","805776","2015"
"3250","805777","2015"
"3250","805778","2015"
"3250","805779","2015"
"3250","805780","2015"
"10905","805819","2015"
"10905","805820","2015"
"10905","805821","2015"
"10905","805822","2015"
"10905","805823","2015"
"9887","805893","2015"
"14957","806087","2015"
"14957","806088","2015"
"14957","806089","2015"
"14957","806090","2015"
"14957","806091","2015"
"14957","806092","2015"
"14957","806093","2015"
"5415","806173","2015"
"5415","806174","2015"
"8838","806175","2015"
"12304","806250","2015"
"5805","806276","2015"
"6483","806412","2015"
"8985","806485","2015"
"8840","806488","2015"
"5742","806653","2015"
"6698","806972","2015"
"13977","807011","2015"
"13977","807012","2015"
"9626","807022","2015"
"5466","807145","2015"
"5466","807146","2015"
"14904","807362","2015"
"14167","807536","2015"
"6072","807647","2015"
"2792","807778","2015"
"2792","807779","2015"
"2792","807780","2015"
"2792","807781","2015"
"2792","807782","2015"
"2792","807783","2015"
"5968","807784","2015"
"257","807829","2015"
"257","807830","2015"
"257","807831","2015"
"257","807832","2015"
"4359","807856","2015"
"6425","807887","2015"
"6159","807888","2015"
"5379","807930","2015"
"5379","807931","2015"
"3449","807995","2015"
"6120","807996","2015"
"6155","808000","2015"
"8094","808031","2015"
"3495","808032","2015"
"2934","808043","2015"
"2934","808044","2015"
"2934","808045","2015"
"2934","808046","2015"
"940","808121","2015"
"940","808122","2015"
"940","808123","2015"
"940","808124","2015"
"940","808125","2015"
"940","808126","2015"
"940","808127","2015"
"940","808128","2015"
"940","808129","2015"
"940","808130","2015"
"940","808131","2015"
"8003","808165","2015"
"3311","808202","2015"
"3311","808203","2015"
"3311","808204","2015"
"3311","808205","2015"
"3311","808206","2015"
"4851","808263","2015"
"9399","808332","2015"
"3198","808334","2015"
"3198","808335","2015"
"3198","808336","2015"
"14024","808426","2015"
"10991","808449","2015"
"10991","808450","2015"
"10991","808451","2015"
"10991","808452","2015"
"10991","808453","2015"
"2786","808521","2015"
"2786","808522","2015"
"2786","808523","2015"
"2786","808524","2015"
"2786","808525","2015"
"2786","808526","2015"
"10161","808587","2015"
"6379","808611","2015"
"1253","808612","2015"
"4849","808631","2015"
"2658","808649","2015"
"2658","808650","2015"
"1043","808652","2015"
"1043","808653","2015"
"1043","808654","2015"
"1043","808655","2015"
"1043","808656","2015"
"638","808672","2015"
"638","808673","2015"
"638","808674","2015"
"638","808675","2015"
"638","808676","2015"
"13121","808677","2015"
"6015","808706","2015"
"12040","808728","2015"
"12040","808729","2015"
"12040","808730","2015"
"12040","808731","2015"
"12040","808732","2015"
"15232","808755","2015"
"1297","808837","2015"
"1297","808838","2015"
"1297","808839","2015"
"1297","808840","2015"
"14613","808850","2015"
"14613","808851","2015"
"14613","808852","2015"
"14613","808853","2015"
"13888","808854","2015"
"13888","808855","2015"
"13888","808856","2015"
"13888","808857","2015"
"13888","808858","2015"
"15108","808927","2015"
"15108","808928","2015"
"15108","808929","2015"
"15108","808930","2015"
"15108","808931","2015"
"15108","808932","2015"
"13827","808957","2015"
"13827","808958","2015"
"13827","808959","2015"
"13827","808960","2015"
"13827","808961","2015"
"13827","808962","2015"
"9918","808965","2015"
"10115","808967","2015"
"1380","808981","2015"
"1380","808982","2015"
"3222","809028","2015"
"3222","809029","2015"
"3222","809030","2015"
"3222","809031","2015"
"3222","809032","2015"
"10049","809033","2015"
"13969","809038","2015"
"9910","809087","2015"
"9798","809089","2015"
"4419","809115","2015"
"4419","809116","2015"
"4419","809117","2015"
"4419","809118","2015"
"4419","809119","2015"
"14022","809213","2015"
"14936","809214","2015"
"2503","809215","2015"
"2503","809216","2015"
"2503","809217","2015"
"2503","809218","2015"
"2503","809219","2015"
"2503","809220","2015"
"2503","809221","2015"
"7133","809223","2015"
"4603","809224","2015"
"3809","809225","2015"
"9118","809235","2015"
"9118","809236","2015"
"4290","809257","2015"
"14964","809259","2015"
"6276","809260","2015"
"5385","809283","2015"
"2716","809344","2015"
"2716","809345","2015"
"2716","809346","2015"
"2716","809347","2015"
"2716","809348","2015"
"2716","809349","2015"
"8984","809448","2015"
"4848","809465","2015"
"6396","809493","2015"
"937","809533","2015"
"937","809534","2015"
"937","809535","2015"
"937","809536","2015"
"937","809537","2015"
"937","809538","2015"
"937","809539","2015"
"937","809540","2015"
"937","809541","2015"
"1038","809549","2015"
"1038","809550","2015"
"1038","809551","2015"
"1038","809552","2015"
"1038","809553","2015"
"1038","809554","2015"
"1037","809576","2015"
"1037","809577","2015"
"1037","809578","2015"
"1037","809579","2015"
"9143","809582","2015"
"14891","809601","2015"
"14891","809602","2015"
"14891","809603","2015"
"14459","809614","2015"
"14459","809615","2015"
"14459","809616","2015"
"4430","809655","2015"
"1183","809696","2015"
"1183","809697","2015"
"1183","809698","2015"
"1183","809699","2015"
"1183","809700","2015"
"1183","809701","2015"
"1183","809702","2015"
"12646","810099","2015"
"15003","810138","2015"
"12579","810189","2015"
"9669","810192","2015"
"8979","810255","2015"
"14517","810286","2015"
"14517","810287","2015"
"14517","810288","2015"
"2387","810332","2015"
"2387","810333","2015"
"2387","810334","2015"
"2387","810335","2015"
"2387","810336","2015"
"2387","810337","2015"
"2387","810338","2015"
"3059","810394","2015"
"3059","810395","2015"
"3059","810396","2015"
"3059","810397","2015"
"3059","810398","2015"
"3059","810399","2015"
"9371","810429","2015"
"4853","810447","2015"
"11123","810486","2015"
"932","810528","2015"
"932","810529","2015"
"932","810530","2015"
"932","810531","2015"
"932","810532","2015"
"932","810533","2015"
"932","810534","2015"
"9864","810631","2015"
"4582","810672","2015"
"2488","810673","2015"
"2488","810674","2015"
"12021","810677","2015"
"223","810745","2015"
"4456","810746","2015"
"1008","810755","2015"
"1008","810756","2015"
"1008","810757","2015"
"1008","810758","2015"
"1008","810759","2015"
"1218","810779","2015"
"1218","810780","2015"
"1218","810781","2015"
"1218","810782","2015"
"2394","810785","2015"
"2394","810786","2015"
"2394","810787","2015"
"2394","810788","2015"
"2394","810789","2015"
"2394","810790","2015"
"14896","810807","2015"
"14896","810808","2015"
"14896","810809","2015"
"14896","810810","2015"
"14896","810811","2015"
"14896","810812","2015"
"9979","810813","2015"
"2587","810814","2015"
"2587","810815","2015"
"2587","810816","2015"
"2587","810817","2015"
"2587","810818","2015"
"2587","810819","2015"
"2587","810820","2015"
"2587","810821","2015"
"7936","810837","2015"
"1328","810885","2015"
"1328","810886","2015"
"1328","810887","2015"
"1328","810888","2015"
"1328","810889","2015"
"1328","810890","2015"
"1328","810891","2015"
"1328","810892","2015"
"1328","810893","2015"
"14163","810896","2015"
"14163","810897","2015"
"5452","810912","2015"
"14954","810976","2015"
"12037","811009","2015"
"4351","811036","2015"
"4351","811037","2015"
"4351","811038","2015"
"2143","811039","2015"
"2143","811040","2015"
"2143","811041","2015"
"2143","811042","2015"
"2143","811043","2015"
"2143","811044","2015"
"2143","811045","2015"
"2143","811046","2015"
"2143","811047","2015"
"5398","811060","2015"
"5398","811061","2015"
"15036","811099","2015"
"15215","811131","2015"
"15215","811132","2015"
"15215","811133","2015"
"4026","811144","2015"
"12266","811300","2015"
"3207","811340","2015"
"3207","811341","2015"
"3207","811342","2015"
"4028","811343","2015"
"8065","811382","2015"
"15224","811392","2015"
"1084","811507","2015"
"6595","811515","2015"
"6595","811516","2015"
"6595","811517","2015"
"6595","811518","2015"
"6595","811519","2015"
"6595","811520","2015"
"6595","811521","2015"
"6595","811522","2015"
"6595","811523","2015"
"1757","811619","2015"
"1757","811620","2015"
"1757","811621","2015"
"1757","811622","2015"
"1757","811623","2015"
"1757","811624","2015"
"1757","811625","2015"
"1757","811626","2015"
"1757","811627","2015"
"1757","811628","2015"
"5807","811762","2015"
"5807","811763","2015"
"5807","811764","2015"
"5807","811765","2015"
"5807","811766","2015"
"5807","811767","2015"
"5807","811768","2015"
"15193","811783","2015"
"8842","811903","2015"
"2907","811905","2015"
"2907","811906","2015"
"2907","811907","2015"
"2907","811908","2015"
"2907","811909","2015"
"2907","811910","2015"
"2907","811911","2015"
"2907","811912","2015"
"2907","811913","2015"
"2907","811914","2015"
"2907","811915","2015"
"2907","811916","2015"
"2907","811917","2015"
"2907","811918","2015"
"2907","811919","2015"
"2907","811920","2015"
"2907","811921","2015"
"2907","811922","2015"
"2507","811932","2015"
"2507","811933","2015"
"2507","811934","2015"
"2507","811935","2015"
"2507","811936","2015"
"2507","811937","2015"
"2507","811938","2015"
"10999","811988","2015"
"10769","811989","2015"
"10998","812044","2015"
"2598","812153","2015"
"8801","812214","2015"
"10133","812223","2015"
"1863","812271","2015"
"1863","812272","2015"
"1863","812273","2015"
"1863","812274","2015"
"1863","812275","2015"
"1863","812276","2015"
"6428","812301","2015"
"15077","812328","2015"
"15077","812329","2015"
"15077","812330","2015"
"15077","812331","2015"
"14146","812349","2015"
"1327","812350","2015"
"1327","812351","2015"
"1327","812352","2015"
"1327","812353","2015"
"1327","812354","2015"
"1327","812355","2015"
"1327","812356","2015"
"1327","812357","2015"
"1327","812358","2015"
"1327","812359","2015"
"1327","812360","2015"
"6933","812431","2015"
"12770","812476","2015"
"12770","812477","2015"
"12770","812478","2015"
"12770","812479","2015"
"12770","812480","2015"
"1313","812499","2015"
"3861","812520","2015"
"1260","812526","2015"
