"standalone_institution_id","department_id","survey_year"
"5790","752884","2015"
"3477","752938","2015"
"6896","752949","2015"
"10454","753053","2015"
"9073","753054","2015"
"9785","753070","2015"
"8852","753114","2015"
"1861","753141","2015"
"9848","753154","2015"
"2994","753167","2015"
"2994","753168","2015"
"2994","753169","2015"
"2994","753170","2015"
"2994","753171","2015"
"5806","753172","2015"
"9022","753214","2015"
"13483","753261","2015"
"13483","753262","2015"
"13483","753263","2015"
"13483","753264","2015"
"13483","753265","2015"
"3779","753288","2015"
"3779","753289","2015"
"9647","753292","2015"
"5403","753303","2015"
"9611","753353","2015"
"10179","753361","2015"
"4400","753451","2015"
"9640","753454","2015"
"14862","753536","2015"
"14895","753559","2015"
"9307","753621","2015"
"10984","753643","2015"
"10984","753644","2015"
"10984","753645","2015"
"10984","753646","2015"
"1190","753647","2015"
"1190","753648","2015"
"1190","753649","2015"
"1190","753650","2015"
"1190","753651","2015"
"1190","753652","2015"
"1190","753653","2015"
"2177","753677","2015"
"2177","753678","2015"
"2177","753679","2015"
"2177","753680","2015"
"2177","753681","2015"
"2177","753682","2015"
"2177","753683","2015"
"3745","753778","2015"
"14168","753879","2015"
"14168","753880","2015"
"5396","753941","2015"
"5396","753942","2015"
"5396","753943","2015"
"9188","753951","2015"
"9188","753952","2015"
"9188","753953","2015"
"9188","753954","2015"
"6130","753955","2015"
"9636","753983","2015"
"9012","754001","2015"
"14998","754002","2015"
"7922","754008","2015"
"9841","754142","2015"
"9931","754190","2015"
"4596","754256","2015"
"9387","754260","2015"
"670","754261","2015"
"670","754262","2015"
"670","754263","2015"
"670","754264","2015"
"670","754265","2015"
"2180","754346","2015"
"9938","754347","2015"
"1126","754356","2015"
"1126","754357","2015"
"1126","754358","2015"
"1126","754359","2015"
"1126","754360","2015"
"1126","754361","2015"
"10139","754440","2015"
"5766","754449","2015"
"14071","754477","2015"
"14071","754478","2015"
"14071","754479","2015"
"14071","754480","2015"
"10109","754502","2015"
"9603","754530","2015"
"9166","754549","2015"
"2130","754662","2015"
"2130","754663","2015"
"2130","754664","2015"
"2130","754665","2015"
"2130","754666","2015"
"2130","754667","2015"
"2130","754668","2015"
"4618","754682","2015"
"9812","754722","2015"
"2857","754723","2015"
"14606","754781","2015"
"9391","754838","2015"
"14997","754839","2015"
"1644","754936","2015"
"1644","754937","2015"
"1644","754938","2015"
"1644","754939","2015"
"1644","754940","2015"
"3794","754941","2015"
"9581","754988","2015"
"14428","755010","2015"
"14428","755011","2015"
"10014","755039","2015"
"5889","755081","2015"
"14424","755165","2015"
"14424","755166","2015"
"14424","755167","2015"
"14424","755168","2015"
"13800","755186","2015"
"12786","755211","2015"
"12786","755212","2015"
"12786","755213","2015"
"12786","755214","2015"
"12786","755215","2015"
"12694","755219","2015"
"2165","755297","2015"
"2165","755298","2015"
"2165","755299","2015"
"2165","755300","2015"
"2165","755301","2015"
"2165","755302","2015"
"2165","755303","2015"
"2165","755304","2015"
"2165","755305","2015"
"2165","755306","2015"
"2165","755307","2015"
"9255","755350","2015"
"7896","755404","2015"
"2828","755436","2015"
"2828","755437","2015"
"2828","755438","2015"
"2828","755439","2015"
"2828","755440","2015"
"12640","755740","2015"
"6535","755891","2015"
"12030","755972","2015"
"9275","755973","2015"
"3782","756038","2015"
"1666","756040","2015"
"2088","756083","2015"
"10224","756088","2015"
"9384","756089","2015"
"8889","756225","2015"
"14973","756472","2015"
"10053","756483","2015"
"9436","756517","2015"
"9207","756683","2015"
"9394","756687","2015"
"9129","756693","2015"
"9767","756709","2015"
"9894","756717","2015"
"14892","756764","2015"
"14892","756765","2015"
"9844","756830","2015"
"9028","756899","2015"
"9450","756944","2015"
"9133","756950","2015"
"10065","757027","2015"
"642","757049","2015"
"642","757050","2015"
"642","757051","2015"
"3245","757078","2015"
"3245","757079","2015"
"10152","757080","2015"
"3195","757084","2015"
"3195","757085","2015"
"3195","757086","2015"
"3195","757087","2015"
"13973","757089","2015"
"5494","757154","2015"
"5494","757155","2015"
"4289","757194","2015"
"1900","757288","2015"
"1900","757289","2015"
"1900","757290","2015"
"1900","757291","2015"
"1900","757292","2015"
"1900","757293","2015"
"8934","757321","2015"
"3331","757404","2015"
"10219","757519","2015"
"8706","757520","2015"
"10150","757535","2015"
"12406","757546","2015"
"798","757591","2015"
"4190","757639","2015"
"10198","757679","2015"
"10108","757867","2015"
"14025","757972","2015"
"13998","758015","2015"
"6638","758016","2015"
"2492","758115","2015"
"2492","758116","2015"
"2492","758117","2015"
"2492","758118","2015"
"2492","758119","2015"
"2492","758120","2015"
"9610","758141","2015"
"9430","758155","2015"
"12202","758167","2015"
"3321","758189","2015"
"3321","758190","2015"
"3321","758191","2015"
"9616","758235","2015"
"5481","758253","2015"
"8635","758280","2015"
"5375","758284","2015"
"3239","758347","2015"
"3239","758348","2015"
"3239","758349","2015"
"3239","758350","2015"
"9461","758364","2015"
"537","758485","2015"
"537","758486","2015"
"537","758487","2015"
"537","758488","2015"
"9026","758493","2015"
"10188","758516","2015"
"9698","758517","2015"
"9913","758518","2015"
"4221","758520","2015"
"9580","758521","2015"
"3388","758554","2015"
"3388","758555","2015"
"3388","758556","2015"
"3388","758557","2015"
"3388","758558","2015"
"3388","758559","2015"
"3388","758560","2015"
"9878","758562","2015"
"2015","758565","2015"
"2015","758566","2015"
"2015","758567","2015"
"2015","758568","2015"
"2015","758569","2015"
"14172","758573","2015"
"14497","758650","2015"
"14497","758651","2015"
"1993","758679","2015"
"1993","758680","2015"
"1993","758681","2015"
"1993","758682","2015"
"1993","758683","2015"
"1993","758684","2015"
"1993","758685","2015"
"1993","758686","2015"
"1993","758687","2015"
"754","758694","2015"
"754","758695","2015"
"754","758696","2015"
"754","758697","2015"
"14733","758707","2015"
"3285","758722","2015"
"3285","758723","2015"
"3285","758724","2015"
"3285","758725","2015"
"9313","758727","2015"
"7497","758733","2015"
"1982","758734","2015"
"9221","758735","2015"
"3121","758761","2015"
"3121","758762","2015"
"3121","758763","2015"
"3121","758764","2015"
"3121","758765","2015"
"3121","758766","2015"
"3121","758767","2015"
"3121","758768","2015"
"14591","758875","2015"
"14152","758876","2015"
"14152","758877","2015"
"9465","758996","2015"
"10093","759045","2015"
"9160","759142","2015"
"10764","759207","2015"
"1449","759215","2015"
"1449","759216","2015"
"1449","759217","2015"
"1449","759218","2015"
"1449","759219","2015"
"1449","759220","2015"
"13427","759389","2015"
"13992","759520","2015"
"15169","759545","2015"
"14154","759546","2015"
"14154","759547","2015"
"5800","759548","2015"
"8685","759583","2015"
"9222","759746","2015"
"5484","759785","2015"
"5484","759786","2015"
"5491","759887","2015"
"9205","760030","2015"
"10075","760031","2015"
"9897","760032","2015"
"9380","760056","2015"
"9393","760105","2015"
"12748","760112","2015"
"10172","760159","2015"
"9566","760262","2015"
"13479","760300","2015"
"13479","760301","2015"
"13479","760302","2015"
"9421","760449","2015"
"10455","760488","2015"
"9045","760579","2015"
"9604","760641","2015"
"2976","760661","2015"
"2976","760662","2015"
"2976","760663","2015"
"2976","760664","2015"
"2976","760665","2015"
"3910","760700","2015"
"9405","760713","2015"
"9518","760780","2015"
"13909","760792","2015"
"1734","760793","2015"
"12641","760846","2015"
"15168","760874","2015"
"15168","760875","2015"
"9671","760903","2015"
"4572","761044","2015"
"2192","761117","2015"
"2192","761118","2015"
"2192","761119","2015"
"2192","761120","2015"
"2192","761121","2015"
"2192","761122","2015"
"2192","761123","2015"
"2192","761124","2015"
"2192","761125","2015"
"9702","761130","2015"
"5428","761177","2015"
"9917","761178","2015"
"9551","761187","2015"
"4030","761188","2015"
"10252","761260","2015"
"5982","761351","2015"
"1778","761384","2015"
"3768","761385","2015"
"10982","761425","2015"
"10982","761426","2015"
"10982","761427","2015"
"10982","761428","2015"
"10982","761429","2015"
"9007","761449","2015"
"8689","761594","2015"
"13968","761605","2015"
"3771","761690","2015"
"8640","761693","2015"
"9990","761705","2015"
"13707","761706","2015"
"1841","761759","2015"
"1841","761760","2015"
"1841","761761","2015"
"1841","761762","2015"
"1841","761763","2015"
"1841","761764","2015"
"1841","761765","2015"
"1841","761766","2015"
"1841","761767","2015"
"1841","761768","2015"
"1841","761769","2015"
"11057","761796","2015"
"7412","761831","2015"
"14977","761843","2015"
"2433","761870","2015"
"2433","761871","2015"
"1402","761913","2015"
"1402","761914","2015"
"1402","761915","2015"
"1402","761916","2015"
"1402","761917","2015"
"4118","761964","2015"
"12045","761970","2015"
"8846","761976","2015"
"2391","761991","2015"
"2391","761992","2015"
"2391","761993","2015"
"2391","761994","2015"
"2391","761995","2015"
"2391","761996","2015"
"14061","762020","2015"
"15666","996219","2015"
"14009","762038","2015"
"2121","996285","2015"
"2121","996286","2015"
"14028","762050","2015"
"14732","762052","2015"
"10817","762068","2015"
"6282","762130","2015"
"5377","762217","2015"
"2121","996287","2015"
"3755","762247","2015"
"3074","762249","2015"
"3074","762250","2015"
"3074","762251","2015"
"3074","762252","2015"
"3074","762253","2015"
"13983","762274","2015"
"9845","762300","2015"
"13322","762350","2015"
"4412","762467","2015"
"3801","762478","2015"
"3759","762487","2015"
"3029","762495","2015"
"3029","762496","2015"
"3029","762497","2015"
"3029","762498","2015"
"3029","762499","2015"
"3029","762500","2015"
"3029","762501","2015"
"3029","762502","2015"
"14005","762508","2015"
"14730","762534","2015"
"8988","762536","2015"
"13996","762545","2015"
"5601","762546","2015"
"14017","762610","2015"
"5970","762612","2015"
"5970","762613","2015"
"5970","762614","2015"
"5970","762615","2015"
"5970","762616","2015"
"5970","762617","2015"
"5970","762618","2015"
"5970","762619","2015"
"10255","762682","2015"
"14014","762695","2015"
"9761","762738","2015"
"12755","762741","2015"
"12755","762742","2015"
"12755","762743","2015"
"12755","762744","2015"
"12755","762745","2015"
"12755","762746","2015"
"3768","762747","2015"
"7489","762748","2015"
"14578","762752","2015"
"10413","762765","2015"
"4334","762803","2015"
"12187","762828","2015"
"12187","762829","2015"
"8683","762831","2015"
"7121","762875","2015"
"10986","762952","2015"
"10986","762953","2015"
"10986","762954","2015"
"10986","762955","2015"
"10986","762956","2015"
"10986","762957","2015"
"8473","762972","2015"
"14442","763030","2015"
"9790","763031","2015"
"10238","763032","2015"
"8654","763033","2015"
"5497","763069","2015"
"5497","763070","2015"
"5497","763071","2015"
"5497","763072","2015"
"5497","763073","2015"
"5497","763074","2015"
"8647","763076","2015"
"8647","763077","2015"
"8647","763078","2015"
"8647","763079","2015"
"8647","763080","2015"
"8647","763081","2015"
"8647","763082","2015"
"3756","763159","2015"
"8200","763183","2015"
"8686","763314","2015"
"3226","763383","2015"
"3226","763384","2015"
"3226","763385","2015"
"14445","763426","2015"
"14445","763427","2015"
"14445","763428","2015"
"14445","763429","2015"
"14445","763430","2015"
"4106","763468","2015"
"9368","763616","2015"
"9748","763654","2015"
"10756","996244","2015"
"2089","763666","2015"
"2089","763667","2015"
"2089","763668","2015"
"2089","763669","2015"
"2089","763670","2015"
"2089","763671","2015"
"2089","763672","2015"
"14960","763747","2015"
"12207","763757","2015"
"12207","763758","2015"
"1932","763766","2015"
"1932","763767","2015"
"1932","763768","2015"
"1932","763769","2015"
"10263","763783","2015"
"2914","763808","2015"
"2914","763809","2015"
"2914","763810","2015"
"2914","763811","2015"
"2914","763812","2015"
"2914","763813","2015"
"2436","763816","2015"
"2436","763817","2015"
"2436","763818","2015"
"2436","763819","2015"
"2436","763820","2015"
"6323","763910","2015"
"10216","763979","2015"
"4393","763983","2015"
"5383","763984","2015"
"5383","763985","2015"
"9108","764020","2015"
"9434","764023","2015"
"4523","764101","2015"
"8671","764102","2015"
"8671","764103","2015"
"8671","764104","2015"
"8671","764105","2015"
"8671","764106","2015"
"8671","764107","2015"
"8671","764108","2015"
"3656","764150","2015"
"2909","764247","2015"
"2909","764248","2015"
"2909","764249","2015"
"2909","764250","2015"
"2909","764251","2015"
"2909","764252","2015"
"2909","764253","2015"
"1386","764262","2015"
"1386","764263","2015"
"1386","764264","2015"
"1386","764265","2015"
"1386","764266","2015"
"1386","764267","2015"
"1386","764268","2015"
"1386","764269","2015"
"14581","764296","2015"
"1186","764297","2015"
"1186","764298","2015"
"1186","764299","2015"
"1186","764300","2015"
"1186","764301","2015"
"1186","764302","2015"
"9725","764423","2015"
"8643","764424","2015"
"9928","764428","2015"
"3214","764465","2015"
"3214","764466","2015"
"3214","764467","2015"
"10157","764474","2015"
"9134","764476","2015"
"13989","764477","2015"
"1254","764482","2015"
"1254","764483","2015"
"1254","764484","2015"
"1254","764485","2015"
"3049","764497","2015"
"6224","764534","2015"
"2943","764563","2015"
"2943","764564","2015"
"2943","764565","2015"
"2943","764566","2015"
"2943","764567","2015"
"2943","764568","2015"
"2943","764569","2015"
"15012","764570","2015"
"15012","764571","2015"
"15012","764572","2015"
"15012","764573","2015"
"15012","764574","2015"
"14736","764627","2015"
"6678","764695","2015"
"14156","764731","2015"
"14156","764732","2015"
"9598","764863","2015"
"14031","764968","2015"
"14522","764993","2015"
"14522","764994","2015"
"14522","764995","2015"
"14522","764996","2015"
"14522","764997","2015"
"7111","765016","2015"
"1965","765035","2015"
"15147","765039","2015"
"12896","765052","2015"
"9888","765097","2015"
"9585","765108","2015"
"1412","765167","2015"
"1412","765168","2015"
"1412","765169","2015"
"1412","765170","2015"
"1412","765171","2015"
"2187","765180","2015"
"9747","765210","2015"
"12174","765241","2015"
"13933","765245","2015"
"6295","765247","2015"
"8526","765312","2015"
"9554","765404","2015"
"1440","765419","2015"
"1440","765420","2015"
"1440","765421","2015"
"1440","765422","2015"
"1440","765423","2015"
"12621","765438","2015"
"8466","765441","2015"
"14965","765476","2015"
"9735","765494","2015"
"2040","765556","2015"
"2040","765557","2015"
"2040","765558","2015"
"2040","765559","2015"
"2040","765560","2015"
"9488","765561","2015"
"10183","765570","2015"
"9174","765673","2015"
"3199","765688","2015"
"3199","765689","2015"
"3199","765690","2015"
"3199","765691","2015"
"3199","765692","2015"
"3199","765693","2015"
"9413","765745","2015"
"10166","765839","2015"
"9044","765872","2015"
"10189","765879","2015"
"2704","765915","2015"
"2704","765916","2015"
"2704","765917","2015"
"2704","765918","2015"
"2704","765919","2015"
"2704","765920","2015"
"2689","765926","2015"
"2689","765927","2015"
"2689","765928","2015"
"2689","765929","2015"
"2689","765930","2015"
"2689","765931","2015"
"2689","765932","2015"
"2689","765933","2015"
"12094","766013","2015"
"12094","766014","2015"
"12094","766015","2015"
"9302","766017","2015"
"2592","766035","2015"
"2592","766036","2015"
"2592","766037","2015"
"2592","766038","2015"
"9117","766111","2015"
"12410","766135","2015"
"9709","766170","2015"
"14502","766231","2015"
"2465","766308","2015"
"2465","766309","2015"
"2465","766310","2015"
"2465","766311","2015"
"2465","766312","2015"
"2465","766313","2015"
"2465","766314","2015"
"2465","766315","2015"
"2465","766316","2015"
"2465","766317","2015"
"2465","766318","2015"
"4423","766363","2015"
"9809","766395","2015"
"9867","766408","2015"
"14523","766462","2015"
"14523","766463","2015"
"14523","766464","2015"
"14523","766465","2015"
"14523","766466","2015"
"14523","766467","2015"
"9734","766521","2015"
"7498","766573","2015"
"9323","766574","2015"
"7504","766580","2015"
"7503","766585","2015"
"10119","766594","2015"
"9218","766625","2015"
"10379","766660","2015"
"10379","766661","2015"
"10379","766662","2015"
"10379","766663","2015"
"3783","766665","2015"
"3761","766692","2015"
"9195","766758","2015"
"12038","766875","2015"
"12038","766876","2015"
"12038","766877","2015"
"12038","766878","2015"
"9958","766886","2015"
"2393","766943","2015"
"2393","766944","2015"
"2393","766945","2015"
"2393","766946","2015"
"2393","766947","2015"
"2393","766948","2015"
"14759","767025","2015"
"10818","767054","2015"
"2414","767084","2015"
"2414","767085","2015"
"2414","767086","2015"
"2414","767087","2015"
"2414","767088","2015"
"2414","767089","2015"
"10116","767113","2015"
"9818","767185","2015"
"8704","767206","2015"
"4568","767212","2015"
"2452","767213","2015"
"2452","767214","2015"
"2452","767215","2015"
"2452","767216","2015"
"2452","767217","2015"
"2452","767218","2015"
"2452","767219","2015"
"2452","767220","2015"
"2452","767221","2015"
"2228","767235","2015"
"2228","767236","2015"
"2228","767237","2015"
"2228","767238","2015"
"2228","767239","2015"
"2228","767240","2015"
"2228","767241","2015"
"2195","767297","2015"
"2195","767298","2015"
"2195","767299","2015"
"2195","767300","2015"
"2195","767301","2015"
"2195","767302","2015"
"3233","767337","2015"
"3233","767338","2015"
"9054","767342","2015"
"9572","767389","2015"
"9547","767397","2015"
"9729","767415","2015"
"9374","767536","2015"
"3316","767772","2015"
"2591","767872","2015"
"2591","767873","2015"
"2591","767874","2015"
"10237","768111","2015"
"1339","768131","2015"
"1339","768132","2015"
"1339","768133","2015"
"1339","768134","2015"
"1339","768135","2015"
"8669","768143","2015"
"10055","768150","2015"
"10118","768165","2015"
"9807","768190","2015"
"12379","768218","2015"
"1389","768231","2015"
"1389","768232","2015"
"1389","768233","2015"
"1389","768234","2015"
"1389","768235","2015"
"1389","768236","2015"
"1389","768237","2015"
"12210","768259","2015"
"12649","768260","2015"
"3763","768261","2015"
"6403","768276","2015"
"9010","768372","2015"
"9693","768395","2015"
"9067","768461","2015"
"1239","768468","2015"
"1239","768469","2015"
"1239","768470","2015"
"1239","768471","2015"
"14575","768496","2015"
"9651","768505","2015"
"14600","768571","2015"
"14600","768572","2015"
"14600","768573","2015"
"14600","768574","2015"
"9093","768613","2015"
"5496","768616","2015"
"6511","768617","2015"
"5469","768656","2015"
"5522","768678","2015"
"9838","768679","2015"
"9644","768680","2015"
"14966","768763","2015"
"9438","768764","2015"
"8993","768766","2015"
"8653","768879","2015"
"9653","768911","2015"
"9625","768923","2015"
"1798","768953","2015"
"1798","768954","2015"
"1798","768955","2015"
"1798","768956","2015"
"1798","768957","2015"
"1798","768958","2015"
"1798","768959","2015"
"1798","768960","2015"
"1798","768961","2015"
"9312","769020","2015"
"9619","769056","2015"
"14175","769128","2015"
"9597","769170","2015"
"9832","769298","2015"
"4569","769301","2015"
"14159","769302","2015"
"14159","769303","2015"
"9737","769356","2015"
"12767","769372","2015"
"12767","769373","2015"
"12767","769374","2015"
"12767","769375","2015"
"12767","769376","2015"
"12767","769377","2015"
"9440","769411","2015"
"9412","769628","2015"
"9392","769672","2015"
"8604","769706","2015"
"9468","769708","2015"
"14762","769776","2015"
"7501","769872","2015"
"14000","770012","2015"
"9842","770013","2015"
"14746","770113","2015"
"8451","770124","2015"
"3773","770140","2015"
"5486","770141","2015"
"13997","770147","2015"
"1101","770148","2015"
"1101","770149","2015"
"1101","770150","2015"
"1101","770151","2015"
"2287","770152","2015"
"2287","770153","2015"
"2287","770154","2015"
"2287","770155","2015"
"2287","770156","2015"
"2287","770157","2015"
"2287","770158","2015"
"2287","770159","2015"
"1463","770236","2015"
"1463","770237","2015"
"1463","770238","2015"
"1463","770239","2015"
"1463","770240","2015"
"1463","770241","2015"
"1463","770242","2015"
"7493","770256","2015"
"2512","770257","2015"
"2512","770258","2015"
"2512","770259","2015"
"2512","770260","2015"
"2512","770261","2015"
"2512","770262","2015"
"2512","770263","2015"
"10993","770276","2015"
"10993","770277","2015"
"10993","770278","2015"
"10993","770279","2015"
"6481","770346","2015"
"8997","770374","2015"
"9206","770377","2015"
"15155","770440","2015"
"9811","770458","2015"
"6036","770474","2015"
"8576","770520","2015"
"9569","770547","2015"
"9749","770549","2015"
"9065","770584","2015"
"7496","770585","2015"
"2945","770586","2015"
"2945","770587","2015"
"2945","770588","2015"
"2945","770589","2015"
"4099","770614","2015"
"14430","770636","2015"
"14430","770637","2015"
"14430","770638","2015"
"14430","770639","2015"
"14430","770640","2015"
"9757","770645","2015"
"3746","770737","2015"
"3247","770738","2015"
"3247","770739","2015"
"3247","770740","2015"
"3247","770741","2015"
