"standalone_institution_id","survey_year","teaching_staff_sanctioned_strength_id"
"15185","2015","557340"
"9316","2015","557397"
"9316","2015","557398"
"9316","2015","557399"
"14735","2015","557405"
"14735","2015","557406"
"14735","2015","557407"
"9079","2015","557467"
"9079","2015","557468"
"9079","2015","557469"
"7652","2015","557476"
"7652","2015","557477"
"7652","2015","557478"
"9916","2015","557482"
"9916","2015","557483"
"9916","2015","557484"
"708","2015","557507"
"708","2015","557508"
"708","2015","557509"
"708","2015","557510"
"708","2015","557511"
"708","2015","557512"
"10954","2015","557533"
"10954","2015","557534"
"10954","2015","557535"
"5966","2015","557632"
"5966","2015","557633"
"5966","2015","557634"
"10171","2015","557639"
"10171","2015","557640"
"10171","2015","557641"
"1216","2015","557648"
"1216","2015","557649"
"1216","2015","557650"
"1216","2015","557651"
"3204","2015","557652"
"3204","2015","557653"
"3204","2015","557654"
"3204","2015","557655"
"14528","2015","557659"
"14528","2015","557660"
"14528","2015","557661"
"5913","2015","557680"
"5913","2015","557681"
"5913","2015","557682"
"3753","2015","557713"
"3753","2015","557714"
"3753","2015","557715"
"3753","2015","557716"
"5851","2015","557752"
"5851","2015","557753"
"5851","2015","557754"
"13924","2015","557806"
"13924","2015","557807"
"13924","2015","557808"
"6774","2015","557927"
"6774","2015","557928"
"6774","2015","557929"
"6433","2015","557930"
"6433","2015","557931"
"6433","2015","557932"
"9668","2015","558008"
"9668","2015","558009"
"9668","2015","558010"
"9739","2015","558030"
"9739","2015","558031"
"9739","2015","558032"
"5810","2015","558041"
"5810","2015","558042"
"5810","2015","558043"
"5810","2015","558044"
"9087","2015","558051"
"9087","2015","558052"
"9087","2015","558053"
"119","2015","558076"
"119","2015","558077"
"119","2015","558078"
"119","2015","558079"
"6133","2015","558080"
"6133","2015","558081"
"6133","2015","558082"
"6133","2015","558083"
"6133","2015","558084"
"1283","2015","558107"
"1283","2015","558108"
"1283","2015","558109"
"1283","2015","558110"
"1283","2015","558111"
"1284","2015","558156"
"1284","2015","558157"
"1284","2015","558158"
"12887","2015","558179"
"12887","2015","558180"
"12887","2015","558181"
"14990","2015","558183"
"14990","2015","558184"
"14990","2015","558185"
"10773","2015","558243"
"10773","2015","558244"
"10773","2015","558245"
"14532","2015","558268"
"14532","2015","558269"
"14532","2015","558270"
"7999","2015","558291"
"7999","2015","558292"
"7999","2015","558293"
"971","2015","558303"
"971","2015","558304"
"971","2015","558305"
"971","2015","558306"
"3228","2015","558350"
"3228","2015","558351"
"3228","2015","558352"
"3228","2015","558353"
"4454","2015","558364"
"4454","2015","558365"
"4454","2015","558366"
"4454","2015","558367"
"14580","2015","558390"
"14580","2015","558391"
"14580","2015","558392"
"11190","2015","558430"
"11190","2015","558431"
"11190","2015","558432"
"12087","2015","558443"
"12087","2015","558444"
"12087","2015","558445"
"8415","2015","558479"
"8415","2015","558480"
"8415","2015","558481"
"8309","2015","558500"
"8309","2015","558501"
"8309","2015","558502"
"12594","2015","558605"
"12594","2015","558606"
"12594","2015","558607"
"9094","2015","558621"
"9094","2015","558622"
"9094","2015","558623"
"8602","2015","558671"
"8602","2015","558672"
"8602","2015","558673"
"9075","2015","558681"
"9075","2015","558682"
"9075","2015","558683"
"9075","2015","558684"
"9324","2015","558721"
"9324","2015","558722"
"9324","2015","558723"
"9324","2015","558724"
"9060","2015","558760"
"9060","2015","558761"
"9060","2015","558762"
"14455","2015","558797"
"14455","2015","558798"
"14455","2015","558799"
"14455","2015","558800"
"4382","2015","558838"
"4382","2015","558839"
"4382","2015","558840"
"9270","2015","558967"
"9270","2015","558968"
"9270","2015","558969"
"5384","2015","558974"
"5384","2015","558975"
"5384","2015","558976"
"5384","2015","558977"
"5384","2015","558978"
"5384","2015","558979"
"5384","2015","558980"
"10886","2015","558996"
"10886","2015","558997"
"10886","2015","558998"
"10887","2015","559002"
"10887","2015","559003"
"10887","2015","559004"
"9920","2015","559005"
"9920","2015","559006"
"9920","2015","559007"
"9920","2015","559008"
"1334","2015","559068"
"1334","2015","559069"
"1334","2015","559070"
"14607","2015","559089"
"14607","2015","559090"
"9995","2015","559269"
"9995","2015","559270"
"9995","2015","559271"
"14426","2015","559403"
"14426","2015","559404"
"14426","2015","559405"
"14426","2015","559406"
"14426","2015","559407"
"14426","2015","559408"
"14426","2015","559409"
"14426","2015","559410"
"3197","2015","559429"
"3197","2015","559430"
"3197","2015","559431"
"3197","2015","559432"
"14916","2015","559439"
"14916","2015","559440"
"14916","2015","559441"
"4434","2015","559488"
"4434","2015","559489"
"4434","2015","559490"
"1399","2015","559532"
"1399","2015","559533"
"1399","2015","559534"
"982","2015","559554"
"982","2015","559555"
"982","2015","559556"
"982","2015","559557"
"2344","2015","559567"
"2344","2015","559568"
"2344","2015","559569"
"9193","2015","559646"
"9193","2015","559647"
"9193","2015","559648"
"9193","2015","559649"
"9193","2015","559650"
"11128","2015","559654"
"11128","2015","559655"
"11128","2015","559656"
"12020","2015","559670"
"12020","2015","559671"
"12020","2015","559672"
"1407","2015","559704"
"1407","2015","559705"
"1407","2015","559706"
"1407","2015","559707"
"9273","2015","559727"
"9273","2015","559728"
"9273","2015","559729"
"9433","2015","559842"
"9433","2015","559843"
"9433","2015","559844"
"11021","2015","559855"
"11021","2015","559856"
"9091","2015","559873"
"9091","2015","559874"
"9091","2015","559875"
"9091","2015","559876"
"2153","2015","559907"
"2153","2015","559908"
"2153","2015","559909"
"1369","2015","559910"
"1369","2015","559911"
"1369","2015","559912"
"13993","2015","559939"
"13993","2015","559940"
"13993","2015","559941"
"2455","2015","559946"
"2455","2015","559947"
"2455","2015","559948"
"2455","2015","559949"
"7765","2015","559993"
"7765","2015","559994"
"7765","2015","559995"
"2202","2015","560002"
"2202","2015","560003"
"2202","2015","560004"
"6884","2015","560026"
"6884","2015","560027"
"6884","2015","560028"
"3101","2015","560074"
"3101","2015","560075"
"3101","2015","560076"
"3101","2015","560077"
"1256","2015","560097"
"1256","2015","560098"
"1256","2015","560099"
"1256","2015","560100"
"1256","2015","560101"
"1256","2015","560102"
"8209","2015","560107"
"8209","2015","560108"
"8209","2015","560109"
"1237","2015","560169"
"1237","2015","560170"
"1237","2015","560171"
"15072","2015","560197"
"15072","2015","560198"
"15072","2015","560199"
"15072","2015","560200"
"15072","2015","560201"
"15072","2015","560202"
"15072","2015","560203"
"1059","2015","560229"
"1059","2015","560230"
"1059","2015","560231"
"14742","2015","560238"
"14742","2015","560239"
"14742","2015","560240"
"967","2015","560266"
"967","2015","560267"
"967","2015","560268"
"131","2015","560277"
"131","2015","560278"
"131","2015","560279"
"131","2015","560280"
"131","2015","560281"
"9378","2015","560322"
"9378","2015","560323"
"9378","2015","560324"
"3194","2015","560328"
"3194","2015","560329"
"3194","2015","560330"
"3194","2015","560331"
"3194","2015","560332"
"3194","2015","560333"
"9898","2015","560340"
"9898","2015","560341"
"9898","2015","560342"
"1035","2015","560381"
"1035","2015","560382"
"1035","2015","560383"
"1035","2015","560384"
"3788","2015","560397"
"3788","2015","560398"
"3788","2015","560399"
"3808","2015","560415"
"3808","2015","560416"
"3808","2015","560417"
"3808","2015","560418"
"1400","2015","560456"
"1400","2015","560457"
"1400","2015","560458"
"9317","2015","560462"
"9317","2015","560463"
"9317","2015","560464"
"5857","2015","560491"
"5857","2015","560492"
"5857","2015","560493"
"1341","2015","560547"
"1341","2015","560548"
"1341","2015","560549"
"1341","2015","560550"
"1341","2015","560551"
"7140","2015","560561"
"7140","2015","560562"
"7140","2015","560563"
"3791","2015","560574"
"3791","2015","560575"
"3791","2015","560576"
"8678","2015","560657"
"8678","2015","560658"
"15137","2015","560806"
"15137","2015","560807"
"15137","2015","560808"
"15137","2015","560809"
"15137","2015","560810"
"5489","2015","560814"
"5489","2015","560815"
"5489","2015","560816"
"5801","2015","560838"
"5801","2015","560839"
"5801","2015","560840"
"5801","2015","560841"
"2844","2015","560879"
"2844","2015","560880"
"2844","2015","560881"
"2844","2015","560882"
"2844","2015","560883"
"2844","2015","560884"
"2026","2015","560888"
"2026","2015","560889"
"5190","2015","560909"
"5190","2015","560910"
"5190","2015","560911"
"5190","2015","560912"
"5190","2015","560913"
"5190","2015","560914"
"5190","2015","560915"
"14749","2015","560943"
"14749","2015","560944"
"14749","2015","560945"
"14749","2015","560946"
"5880","2015","560985"
"5880","2015","560986"
"5880","2015","560987"
"5880","2015","560988"
"5880","2015","560989"
"9445","2015","561007"
"9445","2015","561008"
"9445","2015","561009"
"1685","2015","561015"
"1685","2015","561016"
"1685","2015","561017"
"3760","2015","561071"
"3760","2015","561072"
"3760","2015","561073"
"15001","2015","561077"
"15001","2015","561078"
"15001","2015","561079"
"6058","2015","561207"
"6058","2015","561208"
"10952","2015","561243"
"10952","2015","561244"
"10952","2015","561245"
"10952","2015","561246"
"10952","2015","561247"
"10952","2015","561248"
"8818","2015","561331"
"8818","2015","561332"
"8818","2015","561333"
"5900","2015","561334"
"5900","2015","561335"
"5900","2015","561336"
"8989","2015","561337"
"8989","2015","561338"
"8989","2015","561339"
"8989","2015","561340"
"15208","2015","561375"
"15208","2015","561376"
"15208","2015","561377"
"15208","2015","561378"
"12159","2015","561388"
"12159","2015","561389"
"12159","2015","561390"
"9201","2015","561391"
"9201","2015","561392"
"9201","2015","561393"
"15073","2015","561425"
"15073","2015","561426"
"15073","2015","561427"
"15073","2015","561428"
"15073","2015","561429"
"9187","2015","561586"
"9187","2015","561587"
"9187","2015","561588"
"9187","2015","561589"
"2499","2015","561627"
"2499","2015","561628"
"2499","2015","561629"
"2499","2015","561630"
"2499","2015","561631"
"2499","2015","561632"
"5919","2015","561654"
"5919","2015","561655"
"5919","2015","561656"
"9285","2015","561669"
"9285","2015","561670"
"9285","2015","561671"
"9285","2015","561672"
"2182","2015","561758"
"2182","2015","561759"
"2182","2015","561760"
"12624","2015","561786"
"12624","2015","561787"
"12624","2015","561788"
"9090","2015","561792"
"9090","2015","561793"
"9090","2015","561794"
"6088","2015","561795"
"6088","2015","561796"
"6088","2015","561797"
"6300","2015","561798"
"6300","2015","561799"
"6300","2015","561800"
"15070","2015","561801"
"15070","2015","561802"
"15070","2015","561803"
"15070","2015","561804"
"15070","2015","561805"
"3202","2015","561830"
"3202","2015","561831"
"3202","2015","561832"
"14082","2015","561883"
"14082","2015","561884"
"14082","2015","561885"
"14082","2015","561886"
"3206","2015","561887"
"3206","2015","561888"
"3206","2015","561889"
"3206","2015","561890"
"11004","2015","561969"
"11004","2015","561970"
"11004","2015","561971"
"3252","2015","562008"
"3252","2015","562009"
"3252","2015","562010"
"3252","2015","562011"
"3252","2015","562012"
"3252","2015","562013"
"3252","2015","562014"
"2441","2015","562041"
"2441","2015","562042"
"2441","2015","562043"
"2441","2015","562044"
"2441","2015","562045"
"4285","2015","562055"
"4285","2015","562056"
"4285","2015","562057"
"3217","2015","562084"
"3217","2015","562085"
"3217","2015","562086"
"3217","2015","562087"
"3217","2015","562088"
"11166","2015","562133"
"11166","2015","562134"
"11166","2015","562135"
"9923","2015","562181"
"9923","2015","562182"
"9923","2015","562183"
"5211","2015","562215"
"5211","2015","562216"
"5211","2015","562217"
"9579","2015","562245"
"9579","2015","562246"
"9579","2015","562247"
"1381","2015","562282"
"1381","2015","562283"
"1381","2015","562284"
"7377","2015","562291"
"7377","2015","562292"
"7377","2015","562293"
"12042","2015","562339"
"12042","2015","562340"
"12042","2015","562341"
"10931","2015","562378"
"10931","2015","562379"
"10931","2015","562380"
"10931","2015","562381"
"10931","2015","562382"
"10931","2015","562383"
"10931","2015","562384"
"3191","2015","562399"
"3191","2015","562400"
"3191","2015","562401"
"3191","2015","562402"
"3191","2015","562403"
"3191","2015","562404"
"14959","2015","562424"
"14959","2015","562425"
"14959","2015","562426"
"9934","2015","562495"
"9934","2015","562496"
"9934","2015","562497"
"13286","2015","562552"
"13286","2015","562553"
"13286","2015","562554"
"6108","2015","562587"
"6108","2015","562588"
"6108","2015","562589"
"15005","2015","562595"
"15005","2015","562596"
"15005","2015","562597"
"9383","2015","562621"
"9383","2015","562622"
"9383","2015","562623"
"8978","2015","562658"
"8978","2015","562659"
"8978","2015","562660"
"8978","2015","562661"
"11084","2015","562794"
"11084","2015","562795"
"11084","2015","562796"
"9751","2015","562899"
"9751","2015","562900"
"9751","2015","562901"
"3525","2015","562905"
"3525","2015","562906"
"3525","2015","562907"
"13788","2015","562925"
"13788","2015","562926"
"13788","2015","562927"
"13788","2015","562928"
"9754","2015","562929"
"9754","2015","562930"
"9754","2015","562931"
"8433","2015","562953"
"8433","2015","562954"
"8433","2015","562955"
"9266","2015","563010"
"9266","2015","563011"
"9266","2015","563012"
"7418","2015","563019"
"7418","2015","563020"
"7418","2015","563021"
"2114","2015","563109"
"2114","2015","563110"
"2114","2015","563111"
"2114","2015","563112"
"2114","2015","563113"
"2114","2015","563114"
"2114","2015","563115"
"10079","2015","563209"
"10079","2015","563210"
"10079","2015","563211"
"14871","2015","563380"
"14871","2015","563381"
"14871","2015","563382"
"5958","2015","563418"
"5958","2015","563419"
"5958","2015","563420"
"5958","2015","563421"
"5283","2015","563493"
"5283","2015","563494"
"5283","2015","563495"
"2552","2015","563506"
"2552","2015","563507"
"2552","2015","563508"
"2552","2015","563509"
"9829","2015","563535"
"9829","2015","563536"
"9829","2015","563537"
"13182","2015","563585"
"13182","2015","563586"
"13182","2015","563587"
"13182","2015","563588"
"3789","2015","563593"
"5421","2015","563604"
"5421","2015","563605"
"5421","2015","563606"
"4578","2015","563614"
"4578","2015","563615"
"4578","2015","563616"
"5394","2015","563664"
"5394","2015","563665"
"5394","2015","563666"
"5394","2015","563667"
"5795","2015","563740"
"5795","2015","563741"
"5795","2015","563742"
"4771","2015","563759"
"4771","2015","563760"
"4771","2015","563761"
"9305","2015","563767"
"9305","2015","563768"
"9305","2015","563769"
"1245","2015","563773"
"1245","2015","563774"
"1245","2015","563775"
"9971","2015","563872"
"9971","2015","563873"
"9971","2015","563874"
"3196","2015","563950"
"3196","2015","563951"
"3196","2015","563952"
"3196","2015","563953"
"3196","2015","563954"
"9219","2015","564004"
"9219","2015","564005"
"9219","2015","564006"
"3776","2015","564047"
"3776","2015","564048"
"13986","2015","564053"
"13986","2015","564054"
"13986","2015","564055"
"5811","2015","564069"
"5811","2015","564070"
"5811","2015","564071"
"5811","2015","564072"
"9804","2015","564261"
"9804","2015","564262"
"9804","2015","564263"
"10950","2015","564298"
"10950","2015","564299"
"10950","2015","564300"
"10950","2015","564301"
"10950","2015","564302"
"10102","2015","564326"
"10102","2015","564327"
"10102","2015","564328"
"10902","2015","564361"
"10902","2015","564362"
"10902","2015","564363"
"10902","2015","564364"
"10902","2015","564365"
"9279","2015","564379"
"9279","2015","564380"
"9279","2015","564381"
"9279","2015","564382"
"10973","2015","564400"
"10973","2015","564401"
"10973","2015","564402"
"14588","2015","564432"
"14588","2015","564433"
"14588","2015","564434"
"3772","2015","564435"
"3772","2015","564436"
"3772","2015","564437"
"10199","2015","564496"
"10199","2015","564497"
"10199","2015","564498"
"10197","2015","564732"
"10197","2015","564733"
"10197","2015","564734"
"6867","2015","564739"
"6867","2015","564740"
"6688","2015","564741"
"6688","2015","564742"
"6688","2015","564743"
"10978","2015","564751"
"10978","2015","564752"
"10978","2015","564753"
"12627","2015","564827"
"12627","2015","564828"
"12627","2015","564829"
"5483","2015","564842"
"5483","2015","564843"
"5483","2015","564844"
"5483","2015","564845"
"2322","2015","564882"
"2322","2015","564883"
"2322","2015","564884"
"2322","2015","564885"
"2322","2015","564886"
"2322","2015","564887"
"2322","2015","564888"
"12049","2015","564915"
"12049","2015","564916"
"12049","2015","564917"
"6746","2015","564918"
"6746","2015","564919"
"6746","2015","564920"
"998","2015","564956"
"998","2015","564957"
"998","2015","564958"
"2851","2015","564967"
"2851","2015","564968"
"9357","2015","565025"
"9357","2015","565026"
"9357","2015","565027"
"7309","2015","565069"
"7309","2015","565070"
"7309","2015","565071"
"3215","2015","565106"
"3215","2015","565107"
"3215","2015","565108"
"3215","2015","565109"
"3215","2015","565110"
"3795","2015","565135"
"3795","2015","565136"
"3795","2015","565137"
"10159","2015","565142"
"10159","2015","565143"
"10159","2015","565144"
"10966","2015","565172"
"10966","2015","565173"
"10966","2015","565174"
"5890","2015","565255"
"5890","2015","565256"
"5890","2015","565257"
"2302","2015","565258"
"2302","2015","565259"
"2302","2015","565260"
"9921","2015","565266"
"9921","2015","565267"
"9921","2015","565268"
"6451","2015","565269"
"6451","2015","565270"
"6451","2015","565271"
"9853","2015","565277"
"9853","2015","565278"
"9853","2015","565279"
"11207","2015","565285"
"11207","2015","565286"
"11207","2015","565287"
"1321","2015","565356"
"1321","2015","565357"
"1321","2015","565358"
"9366","2015","565378"
"9366","2015","565379"
"9366","2015","565380"
"11169","2015","565404"
"11169","2015","565405"
"3346","2015","565444"
"3346","2015","565445"
"3346","2015","565446"
"9881","2015","565532"
"9881","2015","565533"
"9881","2015","565534"
"15186","2015","565559"
"15186","2015","565560"
"15186","2015","565561"
"15069","2015","565614"
"15069","2015","565615"
"15069","2015","565616"
"2397","2015","565763"
"2397","2015","565764"
"2397","2015","565765"
"14731","2015","565790"
"14731","2015","565791"
"14731","2015","565792"
"9149","2015","565803"
"9149","2015","565804"
"9149","2015","565805"
"9149","2015","565806"
"3143","2015","565807"
"3143","2015","565808"
"3143","2015","565809"
"3143","2015","565810"
"3143","2015","565811"
"9904","2015","565946"
"9904","2015","565947"
"9904","2015","565948"
"1384","2015","566049"
"1384","2015","566050"
"1384","2015","566051"
"1384","2015","566052"
"10146","2015","566058"
"10146","2015","566059"
"10146","2015","566060"
"10146","2015","566061"
"10146","2015","566062"
"9946","2015","566070"
"9946","2015","566071"
"9946","2015","566072"
"14603","2015","566084"
"14603","2015","566085"
"14603","2015","566086"
"6645","2015","566166"
"6645","2015","566167"
"6645","2015","566168"
"2427","2015","566187"
"2427","2015","566188"
"2427","2015","566189"
"2427","2015","566190"
"7381","2015","566415"
"7381","2015","566416"
"7381","2015","566417"
"7381","2015","566418"
"7381","2015","566419"
"1747","2015","566424"
"1747","2015","566425"
"1747","2015","566426"
"599","2015","566456"
"599","2015","566457"
"599","2015","566458"
"9869","2015","566474"
"9869","2015","566475"
"9869","2015","566476"
"12809","2015","566491"
"12809","2015","566492"
"12809","2015","566493"
"3164","2015","566494"
"3164","2015","566495"
"3164","2015","566496"
"13941","2015","566503"
"13941","2015","566504"
"13941","2015","566505"
"13941","2015","566506"
"13941","2015","566507"
"11171","2015","566549"
"11171","2015","566550"
"11171","2015","566551"
"10040","2015","566703"
"10040","2015","566704"
"10040","2015","566705"
"13990","2015","566709"
"13990","2015","566710"
"13990","2015","566711"
"3250","2015","566751"
"3250","2015","566752"
"3250","2015","566753"
"3250","2015","566754"
"3250","2015","566755"
"40","2015","566769"
"40","2015","566770"
"40","2015","566771"
"40","2015","566772"
"40","2015","566773"
"10905","2015","566790"
"10905","2015","566791"
"10905","2015","566792"
"10905","2015","566793"
"9887","2015","566842"
"9887","2015","566843"
"9887","2015","566844"
"14957","2015","566971"
"14957","2015","566972"
"14957","2015","566973"
"14957","2015","566974"
"5415","2015","567057"
"5415","2015","567058"
"5415","2015","567059"
"8838","2015","567068"
"8838","2015","567069"
"8838","2015","567070"
"12304","2015","567136"
"12304","2015","567137"
"12304","2015","567138"
"5805","2015","567164"
"5805","2015","567165"
"5805","2015","567166"
"6483","2015","567250"
"6483","2015","567251"
"6483","2015","567252"
"8985","2015","567293"
"8985","2015","567294"
"8985","2015","567295"
"8840","2015","567304"
"8840","2015","567305"
"8840","2015","567306"
"5742","2015","567410"
"5742","2015","567411"
"5742","2015","567412"
"1259","2015","567417"
"1259","2015","567418"
"1259","2015","567419"
"1259","2015","567420"
"6698","2015","567684"
"6698","2015","567685"
"6698","2015","567686"
"13977","2015","567743"
"13977","2015","567744"
"13977","2015","567745"
"13977","2015","567746"
"9626","2015","567758"
"9626","2015","567759"
"9626","2015","567760"
"5466","2015","567813"
"5466","2015","567814"
"5466","2015","567815"
"14904","2015","568031"
"14904","2015","568032"
"14904","2015","568033"
"14904","2015","568034"
"14904","2015","568035"
"14167","2015","568126"
"14167","2015","568127"
"14167","2015","568128"
"14167","2015","568129"
"14167","2015","568130"
"6072","2015","568196"
"6072","2015","568197"
"6072","2015","568198"
"2792","2015","568263"
"2792","2015","568264"
"5968","2015","568265"
"5968","2015","568266"
"5968","2015","568267"
"257","2015","568305"
"257","2015","568306"
"257","2015","568307"
"257","2015","568308"
"257","2015","568309"
"4359","2015","568326"
"4359","2015","568327"
"4359","2015","568328"
"4359","2015","568329"
"6425","2015","568345"
"6425","2015","568346"
"6425","2015","568347"
"6159","2015","568348"
"6159","2015","568349"
"6159","2015","568350"
"6159","2015","568351"
"5379","2015","568380"
"5379","2015","568381"
"5379","2015","568382"
"5379","2015","568383"
"3449","2015","568430"
"3449","2015","568431"
"3449","2015","568432"
"3449","2015","568433"
"3449","2015","568434"
"6120","2015","568435"
"6120","2015","568436"
"6120","2015","568437"
"6155","2015","568447"
"6155","2015","568448"
"8094","2015","568469"
"8094","2015","568470"
"8094","2015","568471"
"3495","2015","568472"
"3495","2015","568473"
"3495","2015","568474"
"3495","2015","568475"
"3495","2015","568476"
"2934","2015","568501"
"2934","2015","568502"
"2934","2015","568503"
"940","2015","568560"
"940","2015","568561"
"940","2015","568562"
"940","2015","568563"
"8003","2015","568592"
"8003","2015","568593"
"8003","2015","568594"
"3311","2015","568617"
"3311","2015","568618"
"3311","2015","568619"
"3311","2015","568620"
"4851","2015","568668"
"4851","2015","568669"
"4851","2015","568670"
"9399","2015","568706"
"9399","2015","568707"
"9399","2015","568708"
"9399","2015","568709"
"3198","2015","568713"
"3198","2015","568714"
"3198","2015","568715"
"3198","2015","568716"
"3198","2015","568717"
"3198","2015","568718"
"3816","2015","568760"
"3816","2015","568761"
"3816","2015","568762"
"3816","2015","568763"
"3816","2015","568764"
"14024","2015","568779"
"14024","2015","568780"
"14024","2015","568781"
"10991","2015","568803"
"10991","2015","568804"
"10991","2015","568805"
"2786","2015","568838"
"2786","2015","568839"
"2786","2015","568840"
"8562","2015","568847"
"8562","2015","568848"
"8562","2015","568849"
"10161","2015","568884"
"10161","2015","568885"
"10161","2015","568886"
"10161","2015","568887"
"6379","2015","568905"
"6379","2015","568906"
"6379","2015","568907"
"6379","2015","568908"
"1253","2015","568916"
"1253","2015","568917"
"1253","2015","568918"
"1253","2015","568919"
"1253","2015","568920"
"4849","2015","568937"
"4849","2015","568938"
"4849","2015","568939"
"2658","2015","568950"
"2658","2015","568951"
"2658","2015","568952"
"1043","2015","568956"
"1043","2015","568957"
"1043","2015","568958"
"1043","2015","568959"
"638","2015","568974"
"638","2015","568975"
"638","2015","568976"
"638","2015","568977"
"638","2015","568978"
"638","2015","568979"
"13121","2015","568980"
"13121","2015","568981"
"13121","2015","568982"
"13121","2015","568983"
"6015","2015","569007"
"6015","2015","569008"
"6015","2015","569009"
"12040","2015","569028"
"12040","2015","569029"
"12040","2015","569030"
"12040","2015","569031"
"12040","2015","569032"
"12040","2015","569033"
"15232","2015","569050"
"15232","2015","569051"
"15232","2015","569052"
"1297","2015","569085"
"1297","2015","569086"
"1297","2015","569087"
"1297","2015","569088"
"14613","2015","569108"
"14613","2015","569109"
"14613","2015","569110"
"14613","2015","569111"
"14613","2015","569112"
"13888","2015","569113"
"13888","2015","569114"
"13888","2015","569115"
"15108","2015","569179"
"15108","2015","569180"
"15108","2015","569181"
"13827","2015","569205"
"13827","2015","569206"
"13827","2015","569207"
"9918","2015","569211"
"9918","2015","569212"
"9918","2015","569213"
"10115","2015","569221"
"10115","2015","569222"
"10115","2015","569223"
"10115","2015","569224"
"10115","2015","569225"
"1380","2015","569235"
"1380","2015","569236"
"1380","2015","569237"
"3222","2015","569293"
"3222","2015","569294"
"3222","2015","569295"
"3222","2015","569296"
"3222","2015","569297"
"10049","2015","569298"
"10049","2015","569299"
"10049","2015","569300"
"13969","2015","569318"
"13969","2015","569319"
"13969","2015","569320"
"9910","2015","569363"
"9910","2015","569364"
"9910","2015","569365"
"9798","2015","569369"
"9798","2015","569370"
"9798","2015","569371"
"9798","2015","569372"
"9798","2015","569373"
"9798","2015","569374"
"4419","2015","569403"
"4419","2015","569404"
"4419","2015","569405"
"14022","2015","569484"
"14022","2015","569485"
"14022","2015","569486"
"14936","2015","569497"
"14936","2015","569498"
"2503","2015","569499"
"2503","2015","569500"
"2503","2015","569501"
"7133","2015","569509"
"7133","2015","569510"
"7133","2015","569511"
"7133","2015","569512"
"4603","2015","569513"
"4603","2015","569514"
"4603","2015","569515"
"3809","2015","569516"
"3809","2015","569517"
"3809","2015","569518"
"9118","2015","569534"
"9118","2015","569535"
"9118","2015","569536"
"9118","2015","569537"
"4290","2015","569556"
"4290","2015","569557"
"4290","2015","569558"
"15196","2015","569565"
"15196","2015","569566"
"15196","2015","569567"
"14964","2015","569568"
"14964","2015","569569"
"14964","2015","569570"
"6276","2015","569571"
"6276","2015","569572"
"6276","2015","569573"
"5385","2015","569607"
"5385","2015","569608"
"5385","2015","569609"
"2716","2015","569656"
"2716","2015","569657"
"2716","2015","569658"
"8984","2015","569719"
"8984","2015","569720"
"8984","2015","569721"
"8984","2015","569722"
"4848","2015","569745"
"4848","2015","569746"
"4848","2015","569747"
"4848","2015","569748"
"6396","2015","569783"
"6396","2015","569784"
"6396","2015","569785"
"937","2015","569839"
"937","2015","569840"
"937","2015","569841"
"937","2015","569842"
"1038","2015","569846"
"1038","2015","569847"
"1038","2015","569848"
"1038","2015","569849"
"1038","2015","569850"
"1037","2015","569879"
"1037","2015","569880"
"1037","2015","569881"
"1037","2015","569882"
"9143","2015","569890"
"9143","2015","569891"
"9143","2015","569892"
"14891","2015","569930"
"14891","2015","569931"
"14891","2015","569932"
"14891","2015","569933"
"14459","2015","569948"
"14459","2015","569949"
"14459","2015","569950"
"14459","2015","569951"
"14459","2015","569952"
"14459","2015","569953"
"4432","2015","569983"
"4432","2015","569984"
"4432","2015","569985"
"4430","2015","569998"
"4430","2015","569999"
"4430","2015","570000"
"4430","2015","570001"
"1183","2015","570030"
"1183","2015","570031"
"1183","2015","570032"
"1183","2015","570033"
"790","2015","570154"
"790","2015","570155"
"790","2015","570156"
"790","2015","570157"
"12646","2015","570345"
"12646","2015","570346"
"12646","2015","570347"
"15003","2015","570378"
"15003","2015","570379"
"15003","2015","570380"
"12579","2015","570414"
"12579","2015","570415"
"12579","2015","570416"
"9669","2015","570420"
"9669","2015","570421"
"9669","2015","570422"
"8979","2015","570469"
"8979","2015","570470"
"8979","2015","570471"
"8979","2015","570472"
"14517","2015","570498"
"14517","2015","570499"
"14517","2015","570500"
"14517","2015","570501"
"14517","2015","570502"
"2387","2015","570531"
"2387","2015","570532"
"2387","2015","570533"
"2387","2015","570534"
"2387","2015","570535"
"2387","2015","570536"
"3059","2015","570580"
"3059","2015","570581"
"3059","2015","570582"
"3059","2015","570583"
"9371","2015","570622"
"9371","2015","570623"
"9371","2015","570624"
"4853","2015","570647"
"4853","2015","570648"
"4853","2015","570649"
"11123","2015","570676"
"11123","2015","570677"
"11123","2015","570678"
"932","2015","570725"
"932","2015","570726"
"932","2015","570727"
"932","2015","570728"
"9864","2015","570801"
"9864","2015","570802"
"9864","2015","570803"
"4582","2015","570825"
"4582","2015","570826"
"4582","2015","570827"
"2488","2015","570828"
"2488","2015","570829"
"2488","2015","570830"
"2488","2015","570831"
"2488","2015","570832"
"2488","2015","570833"
"12021","2015","570837"
"12021","2015","570838"
"12021","2015","570839"
"12021","2015","570840"
"223","2015","570875"
"223","2015","570876"
"223","2015","570877"
"223","2015","570878"
"223","2015","570879"
"4456","2015","570880"
"4456","2015","570881"
"4456","2015","570882"
"1008","2015","570891"
"1008","2015","570892"
