"college_institution_id","survey_year","teaching_staff_sanctioned_strength_id"
"7236","2015","559790"
"37187","2015","559794"
"37187","2015","559795"
"37187","2015","559796"
"37187","2015","559797"
"280","2015","559803"
"280","2015","559804"
"280","2015","559805"
"280","2015","559806"
"11146","2015","559807"
"11146","2015","559808"
"11146","2015","559809"
"11146","2015","559810"
"10201","2015","559813"
"10201","2015","559814"
"10201","2015","559815"
"10201","2015","559816"
"51837","2015","559817"
"51837","2015","559818"
"12186","2015","559819"
"12186","2015","559820"
"12186","2015","559821"
"49483","2015","559822"
"49483","2015","559823"
"49483","2015","559824"
"9499","2015","559825"
"9499","2015","559826"
"28479","2015","559827"
"28479","2015","559828"
"28479","2015","559829"
"28479","2015","559830"
"28479","2015","559831"
"9294","2015","559832"
"9294","2015","559833"
"17484","2015","559834"
"17484","2015","559835"
"17484","2015","559836"
"17484","2015","559837"
"17484","2015","559838"
"7227","2015","559839"
"7227","2015","559840"
"7227","2015","559841"
"25511","2015","559845"
"25511","2015","559846"
"25511","2015","559847"
"25511","2015","559848"
"25511","2015","559849"
"25511","2015","559850"
"25511","2015","559851"
"6085","2015","559852"
"6085","2015","559853"
"6085","2015","559854"
"29695","2015","559857"
"29695","2015","559858"
"29695","2015","559859"
"29695","2015","559860"
"29695","2015","559861"
"16600","2015","559862"
"16600","2015","559863"
"16600","2015","559864"
"16600","2015","559865"
"16600","2015","559866"
"16600","2015","559867"
"33575","2015","559868"
"33575","2015","559869"
"33575","2015","559870"
"33575","2015","559871"
"33575","2015","559872"
"46578","2015","559877"
"46578","2015","559878"
"46578","2015","559879"
"46578","2015","559880"
"8577","2015","559881"
"8577","2015","559882"
"8577","2015","559883"
"33809","2015","559884"
"33809","2015","559885"
"33809","2015","559886"
"45847","2015","559887"
"45847","2015","559888"
"41373","2015","559889"
"41373","2015","559890"
"41373","2015","559891"
"41373","2015","559892"
"41373","2015","559893"
"41373","2015","559894"
"41373","2015","559895"
"41373","2015","559896"
"37026","2015","559897"
"37026","2015","559898"
"37026","2015","559899"
"37026","2015","559900"
"33645","2015","559901"
"33645","2015","559902"
"33645","2015","559903"
"33645","2015","559904"
"33645","2015","559905"
"33645","2015","559906"
"9825","2015","559913"
"9825","2015","559914"
"9825","2015","559915"
"12690","2015","559916"
"12690","2015","559917"
"12690","2015","559918"
"15794","2015","559919"
"15794","2015","559920"
"18550","2015","559921"
"18550","2015","559922"
"18550","2015","559923"
"18550","2015","559924"
"29759","2015","559928"
"29759","2015","559929"
"29759","2015","559930"
"21160","2015","559931"
"21160","2015","559932"
"21160","2015","559933"
"21160","2015","559934"
"21160","2015","559935"
"36725","2015","559936"
"36725","2015","559937"
"36725","2015","559938"
"34223","2015","559942"
"34223","2015","559943"
"34223","2015","559944"
"34223","2015","559945"
"45708","2015","559950"
"45708","2015","559951"
"45708","2015","559952"
"45708","2015","559953"
"45708","2015","559954"
"12160","2015","559964"
"12160","2015","559965"
"12160","2015","559966"
"25932","2015","559969"
"25932","2015","559970"
"25932","2015","559971"
"45086","2015","559972"
"45086","2015","559973"
"45086","2015","559974"
"1059","2015","559978"
"1059","2015","559979"
"1059","2015","559980"
"28016","2015","559981"
"28016","2015","559982"
"28016","2015","559983"
"28016","2015","559984"
"45295","2015","559985"
"45295","2015","559986"
"45295","2015","559987"
"45295","2015","559988"
"45295","2015","559989"
"17682","2015","559990"
"17682","2015","559991"
"17682","2015","559992"
"19068","2015","559996"
"19068","2015","559997"
"19068","2015","559998"
"19068","2015","559999"
"19068","2015","560000"
"19068","2015","560001"
"41355","2015","560005"
"41355","2015","560006"
"41355","2015","560007"
"41355","2015","560008"
"41355","2015","560009"
"14970","2015","560010"
"14970","2015","560011"
"14970","2015","560012"
"22909","2015","560013"
"22909","2015","560014"
"22909","2015","560015"
"27062","2015","560016"
"27062","2015","560017"
"27062","2015","560018"
"27062","2015","560019"
"27062","2015","560020"
"26","2015","560029"
"26","2015","560030"
"26","2015","560031"
"26","2015","560032"
"26","2015","560033"
"44774","2015","560034"
"44774","2015","560035"
"44774","2015","560036"
"44774","2015","560037"
"44774","2015","560038"
"44774","2015","560039"
"14911","2015","560040"
"14911","2015","560041"
"14911","2015","560042"
"51417","2015","560043"
"51417","2015","560044"
"51417","2015","560045"
"51417","2015","560046"
"51417","2015","560047"
"1344","2015","560048"
"1344","2015","560049"
"1344","2015","560050"
"1344","2015","560051"
"1344","2015","560052"
"6167","2015","560053"
"6167","2015","560054"
"6167","2015","560055"
"6167","2015","560056"
"6167","2015","560057"
"6167","2015","560058"
"6167","2015","560059"
"45547","2015","560063"
"45547","2015","560064"
"45547","2015","560065"
"45547","2015","560066"
"45547","2015","560067"
"45547","2015","560068"
"45547","2015","560069"
"41174","2015","560070"
"41174","2015","560071"
"41174","2015","560072"
"41174","2015","560073"
"8697","2015","560078"
"8697","2015","560079"
"8697","2015","560080"
"16642","2015","560081"
"16642","2015","560082"
"16642","2015","560083"
"16642","2015","560084"
"16642","2015","560085"
"16642","2015","560086"
"25240","2015","560087"
"25240","2015","560088"
"25240","2015","560089"
"25240","2015","560090"
"25240","2015","560091"
"22218","2015","560092"
"22218","2015","560093"
"22218","2015","560094"
"22218","2015","560095"
"22218","2015","560096"
"6623","2015","560103"
"6623","2015","560104"
"6623","2015","560105"
"6623","2015","560106"
"31708","2015","560110"
"31708","2015","560111"
"31708","2015","560112"
"31708","2015","560113"
"31708","2015","560114"
"46789","2015","560119"
"46789","2015","560120"
"46789","2015","560121"
"46789","2015","560122"
"46789","2015","560123"
"46789","2015","560124"
"46789","2015","560125"
"52843","2015","560126"
"52843","2015","560127"
"52843","2015","560128"
"962","2015","560132"
"962","2015","560133"
"962","2015","560134"
"44857","2015","560129"
"44857","2015","560130"
"44857","2015","560131"
"37173","2015","560135"
"37173","2015","560136"
"37173","2015","560137"
"11136","2015","560138"
"11136","2015","560139"
"11136","2015","560140"
"11136","2015","560141"
"11136","2015","560142"
"11136","2015","560143"
"12065","2015","560144"
"12065","2015","560145"
"12065","2015","560146"
"12065","2015","560147"
"12065","2015","560148"
"11322","2015","560149"
"11322","2015","560150"
"11322","2015","560151"
"6728","2015","560152"
"6728","2015","560153"
"6728","2015","560154"
"50166","2015","560155"
"50166","2015","560156"
"50166","2015","560157"
"10190","2015","560158"
"10190","2015","560159"
"48650","2015","560160"
"48650","2015","560161"
"48650","2015","560162"
"37184","2015","560163"
"37184","2015","560164"
"37184","2015","560165"
"31629","2015","560166"
"31629","2015","560167"
"31629","2015","560168"
"48986","2015","560172"
"48986","2015","560173"
"48986","2015","560174"
"29665","2015","560175"
"29665","2015","560176"
"29665","2015","560177"
"28080","2015","560178"
"28080","2015","560179"
"28080","2015","560180"
"28080","2015","560181"
"44258","2015","560182"
"44258","2015","560183"
"44258","2015","560184"
"44258","2015","560185"
"14053","2015","560186"
"14053","2015","560187"
"14053","2015","560188"
"14053","2015","560189"
"14053","2015","560190"
"25248","2015","560191"
"25248","2015","560192"
"25248","2015","560193"
"25248","2015","560194"
"25248","2015","560195"
"25248","2015","560196"
"9159","2015","560204"
"9159","2015","560205"
"9159","2015","560206"
"9159","2015","560207"
"9159","2015","560208"
"16472","2015","560209"
"16472","2015","560210"
"16472","2015","560211"
"16472","2015","560212"
"17705","2015","560213"
"17705","2015","560214"
"17705","2015","560215"
"17705","2015","560216"
"17705","2015","560217"
"17705","2015","560218"
"17705","2015","560219"
"34086","2015","560223"
"34086","2015","560224"
"34086","2015","560225"
"34086","2015","560226"
"34135","2015","560227"
"34135","2015","560228"
"34216","2015","560232"
"34216","2015","560233"
"34216","2015","560234"
"47526","2015","560247"
"47526","2015","560248"
"52","2015","560249"
"52","2015","560250"
"52","2015","560251"
"52","2015","560252"
"8644","2015","560253"
"8644","2015","560254"
"8644","2015","560255"
"50561","2015","560256"
"50561","2015","560257"
"50561","2015","560258"
"50561","2015","560259"
"50561","2015","560260"
"52864","2015","560263"
"52864","2015","560264"
"52864","2015","560265"
"6712","2015","560269"
"6712","2015","560270"
"6712","2015","560271"
"6712","2015","560272"
"49895","2015","560273"
"49895","2015","560274"
"49895","2015","560275"
"49895","2015","560276"
"47903","2015","560282"
"47903","2015","560283"
"47903","2015","560284"
"47903","2015","560285"
"47903","2015","560286"
"41103","2015","560287"
"41103","2015","560288"
"41103","2015","560289"
"41103","2015","560290"
"41103","2015","560291"
"22875","2015","560292"
"22875","2015","560293"
"22875","2015","560294"
"22875","2015","560295"
"22875","2015","560296"
"30806","2015","560297"
"30806","2015","560298"
"30806","2015","560299"
"266","2015","560300"
"266","2015","560301"
"266","2015","560302"
"266","2015","560303"
"266","2015","560304"
"266","2015","560305"
"20113","2015","560306"
"20113","2015","560307"
"20113","2015","560308"
"906","2015","560309"
"906","2015","560310"
"906","2015","560311"
"906","2015","560312"
"906","2015","560313"
"906","2015","560314"
"906","2015","560315"
"6115","2015","560316"
"6115","2015","560317"
"6115","2015","560318"
"6115","2015","560319"
"6115","2015","560320"
"6115","2015","560321"
"13184","2015","560325"
"13184","2015","560326"
"13184","2015","560327"
"39121","2015","560334"
"39121","2015","560335"
"39121","2015","560336"
"26587","2015","560343"
"26587","2015","560344"
"26587","2015","560345"
"25077","2015","560355"
"25077","2015","560356"
"25077","2015","560357"
"19354","2015","560358"
"19354","2015","560359"
"19354","2015","560360"
"19354","2015","560361"
"29395","2015","560362"
"29395","2015","560363"
"29395","2015","560364"
"42673","2015","560365"
"42673","2015","560366"
"42673","2015","560367"
"42673","2015","560368"
"42673","2015","560369"
"7267","2015","560370"
"7267","2015","560371"
"7267","2015","560372"
"8554","2015","560373"
"8554","2015","560374"
"8554","2015","560375"
"8554","2015","560376"
"8554","2015","560377"
"6089","2015","560378"
"6089","2015","560379"
"6089","2015","560380"
"11993","2015","560385"
"11993","2015","560386"
"11993","2015","560387"
"11993","2015","560388"
"11993","2015","560389"
"11993","2015","560390"
"11993","2015","560391"
"24991","2015","560392"
"24991","2015","560393"
"24991","2015","560394"
"24991","2015","560395"
"24991","2015","560396"
"14172","2015","560400"
"14172","2015","560401"
"14172","2015","560402"
"32870","2015","560403"
"32870","2015","560404"
"32870","2015","560405"
"32870","2015","560406"
"32870","2015","560407"
"32870","2015","560408"
"42506","2015","560409"
"42506","2015","560410"
"42506","2015","560411"
"14075","2015","560412"
"14075","2015","560413"
"14075","2015","560414"
"5918","2015","560419"
"5918","2015","560420"
"5918","2015","560421"
"5918","2015","560422"
"5918","2015","560423"
"42219","2015","560424"
"42219","2015","560425"
"42219","2015","560426"
"42219","2015","560427"
"18815","2015","560428"
"18815","2015","560429"
"18815","2015","560430"
"18815","2015","560431"
"10714","2015","560432"
"10714","2015","560433"
"10714","2015","560434"
"12194","2015","560435"
"12194","2015","560436"
"49411","2015","560437"
"49411","2015","560438"
"49411","2015","560439"
"36941","2015","560443"
"36941","2015","560444"
"17434","2015","560445"
"17434","2015","560446"
"39894","2015","560450"
"39894","2015","560451"
"39894","2015","560452"
"31602","2015","560453"
"31602","2015","560454"
"31602","2015","560455"
"42467","2015","560459"
"42467","2015","560460"
"42467","2015","560461"
"11703","2015","560465"
"11703","2015","560466"
"11703","2015","560467"
"11703","2015","560468"
"11703","2015","560469"
"11703","2015","560470"
"11703","2015","560471"
"6760","2015","560472"
"6760","2015","560473"
"6760","2015","560474"
"6760","2015","560475"
"6760","2015","560476"
"40896","2015","560477"
"40896","2015","560478"
"22310","2015","560479"
"22310","2015","560480"
"22310","2015","560481"
"22310","2015","560482"
"22310","2015","560483"
"51682","2015","560484"
"51682","2015","560485"
"51682","2015","560486"
"51682","2015","560487"
"49883","2015","560488"
"49883","2015","560489"
"49883","2015","560490"
"45683","2015","560494"
"45683","2015","560495"
"45683","2015","560496"
"45683","2015","560497"
"45683","2015","560498"
"49412","2015","560499"
"49412","2015","560500"
"49412","2015","560501"
"11166","2015","560502"
"11166","2015","560503"
"11166","2015","560504"
"11166","2015","560505"
"11166","2015","560506"
"11166","2015","560507"
"46488","2015","560508"
"46488","2015","560509"
"47329","2015","560510"
"47329","2015","560511"
"47329","2015","560512"
"47329","2015","560513"
"47329","2015","560514"
"36990","2015","560515"
"36990","2015","560516"
"36990","2015","560517"
"36990","2015","560518"
"36990","2015","560519"
"28462","2015","560520"
"28462","2015","560521"
"28462","2015","560522"
"28462","2015","560523"
"51297","2015","560524"
"51297","2015","560525"
"51297","2015","560526"
"18687","2015","560527"
"18687","2015","560528"
"18687","2015","560529"
"17708","2015","560533"
"17708","2015","560534"
"17708","2015","560535"
"42632","2015","560536"
"42632","2015","560537"
"20222","2015","560538"
"20222","2015","560539"
"20222","2015","560540"
"894","2015","560541"
"894","2015","560542"
"894","2015","560543"
"894","2015","560544"
"894","2015","560545"
"894","2015","560546"
"27503","2015","560552"
"27503","2015","560553"
"27503","2015","560554"
"22947","2015","560555"
"22947","2015","560556"
"22947","2015","560557"
"22424","2015","560558"
"22424","2015","560559"
"22424","2015","560560"
"33541","2015","560564"
"33541","2015","560565"
"33541","2015","560566"
"33541","2015","560567"
"33541","2015","560568"
"33541","2015","560569"
"34119","2015","560570"
"34119","2015","560571"
"34119","2015","560572"
"34119","2015","560573"
"36705","2015","560577"
"36705","2015","560578"
"31743","2015","560583"
"31743","2015","560584"
"31743","2015","560585"
"8894","2015","560586"
"8894","2015","560587"
"8894","2015","560588"
"8894","2015","560589"
"8894","2015","560590"
"8894","2015","560591"
"9961","2015","560592"
"9961","2015","560593"
"9961","2015","560594"
"9961","2015","560595"
"36804","2015","560596"
"36804","2015","560597"
"36804","2015","560598"
"16047","2015","560599"
"16047","2015","560600"
"16047","2015","560601"
"27648","2015","560602"
"27648","2015","560603"
"27648","2015","560604"
"27648","2015","560605"
"27648","2015","560606"
"27648","2015","560607"
"33624","2015","560612"
"33624","2015","560613"
"33624","2015","560614"
"53002","2015","560615"
"53002","2015","560616"
"53002","2015","560617"
"53002","2015","560618"
"53002","2015","560619"
"53002","2015","560620"
"25948","2015","560621"
"25948","2015","560622"
"25948","2015","560623"
"25948","2015","560624"
"25948","2015","560625"
"45995","2015","560626"
"45995","2015","560627"
"45995","2015","560628"
"40764","2015","560629"
"40764","2015","560630"
"40764","2015","560631"
"20743","2015","560632"
"20743","2015","560633"
"20743","2015","560634"
"6269","2015","560635"
"6269","2015","560636"
"6269","2015","560637"
"6269","2015","560638"
"6269","2015","560639"
"46539","2015","560644"
"46539","2015","560645"
"46539","2015","560646"
"49761","2015","560647"
"49761","2015","560648"
"49761","2015","560649"
"14308","2015","560654"
"14308","2015","560655"
"14308","2015","560656"
"49970","2015","560659"
"49970","2015","560660"
"11145","2015","560661"
"11145","2015","560662"
"11145","2015","560663"
"18327","2015","560664"
"18327","2015","560665"
"18327","2015","560666"
"18327","2015","560667"
"530","2015","560668"
"530","2015","560669"
"44690","2015","560670"
"44690","2015","560671"
"44690","2015","560672"
"44690","2015","560673"
"44690","2015","560674"
"44690","2015","560675"
"22351","2015","560676"
"22351","2015","560677"
"22351","2015","560678"
"22351","2015","560679"
"22351","2015","560680"
"18780","2015","560681"
"18780","2015","560682"
"18780","2015","560683"
"18780","2015","560684"
"45727","2015","560685"
"45727","2015","560686"
"45727","2015","560687"
"45727","2015","560688"
"45727","2015","560689"
"45727","2015","560690"
"10740","2015","560691"
"10740","2015","560692"
"10740","2015","560693"
"25790","2015","560697"
"25790","2015","560698"
"25790","2015","560699"
"42686","2015","560700"
"42686","2015","560701"
"42686","2015","560702"
"42686","2015","560703"
"42686","2015","560704"
"42686","2015","560705"
"45261","2015","560709"
"45261","2015","560710"
"45261","2015","560711"
"45261","2015","560712"
"10046","2015","560719"
"10046","2015","560720"
"9239","2015","560721"
"9239","2015","560722"
"9239","2015","560723"
"9239","2015","560724"
"9239","2015","560725"
"18632","2015","560726"
"18632","2015","560727"
"18632","2015","560728"
"36615","2015","560729"
"36615","2015","560730"
"42297","2015","560731"
"42297","2015","560732"
"36980","2015","560733"
"36980","2015","560734"
"36980","2015","560735"
"36980","2015","560736"
"36980","2015","560737"
"36980","2015","560738"
"9729","2015","560747"
"9729","2015","560748"
"9729","2015","560749"
"11967","2015","560750"
"11967","2015","560751"
"11967","2015","560752"
"11967","2015","560753"
"11967","2015","560754"
"11967","2015","560755"
"6710","2015","560756"
"6710","2015","560757"
"6710","2015","560758"
"10034","2015","560759"
"10034","2015","560760"
"10034","2015","560761"
"10034","2015","560762"
"46573","2015","560763"
"46573","2015","560764"
"46573","2015","560765"
"46573","2015","560766"
"46573","2015","560767"
"46573","2015","560768"
"8661","2015","560769"
"8661","2015","560770"
"8661","2015","560771"
"42331","2015","560772"
"42331","2015","560773"
"1174","2015","560774"
"1174","2015","560775"
"1174","2015","560776"
"1174","2015","560777"
"49622","2015","560778"
"49622","2015","560779"
"49622","2015","560780"
"49622","2015","560781"
"49622","2015","560782"
"42345","2015","560783"
"42345","2015","560784"
"42345","2015","560785"
"20733","2015","560786"
"20733","2015","560787"
"20733","2015","560788"
"37011","2015","560789"
"37011","2015","560790"
"37011","2015","560791"
"37011","2015","560792"
"37011","2015","560793"
"428","2015","560794"
"428","2015","560795"
"428","2015","560796"
"428","2015","560797"
"7095","2015","560798"
"7095","2015","560799"
"7095","2015","560800"
"7095","2015","560801"
"7095","2015","560802"
"18467","2015","560803"
"18467","2015","560804"
"18467","2015","560805"
"52541","2015","560811"
"52541","2015","560812"
"52541","2015","560813"
"9955","2015","560817"
"9955","2015","560818"
"9955","2015","560819"
"9955","2015","560820"
"9955","2015","560821"
"12554","2015","560826"
"12554","2015","560827"
"12554","2015","560828"
"27805","2015","560835"
"27805","2015","560836"
"27805","2015","560837"
"7377","2015","560846"
"7377","2015","560847"
"7377","2015","560848"
"44786","2015","560849"
"44786","2015","560850"
"44786","2015","560851"
"39937","2015","560852"
"39937","2015","560853"
"5873","2015","560854"
"5873","2015","560855"
"5873","2015","560856"
"5873","2015","560857"
"5873","2015","560858"
"27067","2015","560859"
"27067","2015","560860"
"27067","2015","560861"
"27067","2015","560862"
"27067","2015","560863"
"14001","2015","560864"
"14001","2015","560865"
"14001","2015","560866"
"14001","2015","560867"
"14001","2015","560868"
"14001","2015","560869"
"18369","2015","560870"
"18369","2015","560871"
"18369","2015","560872"
"43341","2015","560876"
"43341","2015","560877"
"43341","2015","560878"
"40691","2015","560885"
"40691","2015","560886"
"40691","2015","560887"
"50970","2015","560890"
"50970","2015","560891"
"50970","2015","560892"
"50970","2015","560893"
"50970","2015","560894"
"22902","2015","560895"
"22902","2015","560896"
"22902","2015","560897"
"22902","2015","560898"
"22902","2015","560899"
"51332","2015","560900"
"51332","2015","560901"
"16493","2015","560902"
"16493","2015","560903"
"16493","2015","560904"
"16493","2015","560905"
"41704","2015","560906"
"41704","2015","560907"
"41704","2015","560908"
"49894","2015","560916"
"49894","2015","560917"
"49894","2015","560918"
"49894","2015","560919"
"5938","2015","560924"
"5938","2015","560925"
"5938","2015","560926"
"5938","2015","560927"
"12552","2015","560928"
"12552","2015","560929"
"12552","2015","560930"
"20602","2015","560934"
"20602","2015","560935"
"20602","2015","560936"
"49762","2015","560937"
"49762","2015","560938"
"49762","2015","560939"
"22270","2015","560940"
"22270","2015","560941"
"22270","2015","560942"
"10937","2015","560947"
"10937","2015","560948"
"10937","2015","560949"
"10937","2015","560950"
"10937","2015","560951"
"87","2015","560952"
"87","2015","560953"
"87","2015","560954"
"50794","2015","560955"
"50794","2015","560956"
"50794","2015","560957"
"50794","2015","560958"
"22907","2015","560959"
"53036","2015","560963"
"53036","2015","560964"
"53036","2015","560965"
"34449","2015","560966"
"34449","2015","560967"
"34449","2015","560968"
"34449","2015","560969"
"34449","2015","560970"
"10188","2015","560971"
"10188","2015","560972"
"10188","2015","560973"
"6178","2015","560974"
"6178","2015","560975"
"6178","2015","560976"
"6178","2015","560977"
"6178","2015","560978"
"6178","2015","560979"
"43936","2015","560980"
"43936","2015","560981"
"43936","2015","560982"
"43936","2015","560983"
"43936","2015","560984"
"52664","2015","560995"
"52664","2015","560996"
"52664","2015","560997"
"52664","2015","560998"
"52664","2015","560999"
"30786","2015","561003"
"30786","2015","561004"
"30786","2015","561005"
"30786","2015","561006"
"13619","2015","561010"
"13619","2015","561011"
"51798","2015","561012"
"51798","2015","561013"
"51798","2015","561014"
"15942","2015","561018"
"15942","2015","561019"
"15942","2015","561020"
"16258","2015","561021"
"16258","2015","561022"
"16258","2015","561023"
"27","2015","561027"
"27","2015","561028"
"27","2015","561029"
"27","2015","561030"
"19476","2015","561039"
"19476","2015","561040"
"19476","2015","561041"
"50852","2015","561042"
"50852","2015","561043"
"50852","2015","561044"
"80","2015","561045"
"80","2015","561046"
"80","2015","561047"
"13818","2015","561048"
"13818","2015","561049"
"13818","2015","561050"
"13818","2015","561051"
"13818","2015","561052"
"13818","2015","561053"
"296","2015","561054"
"296","2015","561055"
"296","2015","561056"
"296","2015","561057"
"296","2015","561058"
"46512","2015","561059"
"46512","2015","561060"
"45326","2015","561061"
"45326","2015","561062"
"45326","2015","561063"
"45326","2015","561064"
"45326","2015","561065"
"45326","2015","561066"
"45326","2015","561067"
"51793","2015","561068"
"51793","2015","561069"
"51793","2015","561070"
"52481","2015","561074"
"52481","2015","561075"
"52481","2015","561076"
"343","2015","561083"
"343","2015","561084"
"343","2015","561085"
"141","2015","561086"
"141","2015","561087"
"141","2015","561088"
"11182","2015","561089"
"11182","2015","561090"
"11182","2015","561091"
"11182","2015","561092"
"11182","2015","561093"
"11182","2015","561094"
"11182","2015","561095"
"33799","2015","561096"
"33799","2015","561097"
"33799","2015","561098"
"20196","2015","561099"
"20196","2015","561100"
"20196","2015","561101"
"21738","2015","561104"
"21738","2015","561105"
"21738","2015","561106"
"21738","2015","561107"
"9132","2015","561108"
"9132","2015","561109"
"9132","2015","561110"
"42693","2015","561111"
"42693","2015","561112"
"42693","2015","561113"
"7068","2015","561117"
"7068","2015","561118"
"7068","2015","561119"
"20324","2015","561120"
"20324","2015","561121"
"20324","2015","561122"
"16385","2015","561123"
"16385","2015","561124"
"16385","2015","561125"
"16385","2015","561126"
"16385","2015","561127"
"16385","2015","561128"
"572","2015","561129"
"572","2015","561130"
"572","2015","561131"
"572","2015","561132"
"41441","2015","561133"
"41441","2015","561134"
"41441","2015","561135"
"41441","2015","561136"
"41441","2015","561137"
"52951","2015","561138"
"52951","2015","561139"
"52951","2015","561140"
"20404","2015","561141"
"20404","2015","561142"
"20404","2015","561143"
"40008","2015","561144"
"40008","2015","561145"
"40008","2015","561146"
"40008","2015","561147"
"16016","2015","561148"
"16016","2015","561149"
"16016","2015","561150"
"10701","2015","561154"
"10701","2015","561155"
"10701","2015","561156"
"10701","2015","561157"
"10701","2015","561158"
"41776","2015","561159"
"41776","2015","561160"
"41776","2015","561161"
"41776","2015","561162"
"52894","2015","561163"
"52894","2015","561164"
"52894","2015","561165"
"52894","2015","561166"
"14086","2015","561167"
"14086","2015","561168"
"14086","2015","561169"
"242","2015","561170"
"242","2015","561171"
"242","2015","561172"
"338","2015","561173"
"338","2015","561174"
"338","2015","561175"
"338","2015","561176"
"48751","2015","561177"
"48751","2015","561178"
"48751","2015","561179"
"48751","2015","561180"
"48751","2015","561181"
"38705","2015","561182"
"38705","2015","561183"
"38705","2015","561184"
"38705","2015","561185"
"38705","2015","561186"
"38705","2015","561187"
"38705","2015","561188"
"19485","2015","561189"
"19485","2015","561190"
"19485","2015","561191"
"36930","2015","561192"
"36930","2015","561193"
"36930","2015","561194"
"36930","2015","561195"
"36930","2015","561196"
"14022","2015","561197"
"14022","2015","561198"
"14022","2015","561199"
"14022","2015","561200"
"14022","2015","561201"
"14022","2015","561202"
"49615","2015","561203"
"49615","2015","561204"
"49615","2015","561205"
"49615","2015","561206"
"13191","2015","561209"
"13191","2015","561210"
"13191","2015","561211"
"46514","2015","561212"
"46514","2015","561213"
"46514","2015","561214"
"5913","2015","561222"
"5913","2015","561223"
"5913","2015","561224"
"5913","2015","561225"
"26809","2015","561226"
"26809","2015","561227"
"26809","2015","561228"
"26809","2015","561229"
"26809","2015","561230"
"46062","2015","561237"
"46062","2015","561238"
"46062","2015","561239"
"5897","2015","561249"
"5897","2015","561250"
"5897","2015","561251"
"5897","2015","561252"
"10845","2015","561253"
"10845","2015","561254"
"10845","2015","561255"
"10845","2015","561256"
"10845","2015","561257"
"10628","2015","561258"
"10628","2015","561259"
"10628","2015","561260"
"10628","2015","561261"
"10628","2015","561262"
"25048","2015","561263"
"25048","2015","561264"
"25048","2015","561265"
"25048","2015","561266"
"25048","2015","561267"
"15853","2015","561268"
"15853","2015","561269"
"15853","2015","561270"
"28461","2015","561271"
"28461","2015","561272"
"28461","2015","561273"
"28461","2015","561274"
"44038","2015","561275"
"44038","2015","561276"
"44038","2015","561277"
"44038","2015","561278"
"44038","2015","561279"
"44038","2015","561280"
"44038","2015","561281"
"44038","2015","561282"
"50227","2015","561283"
"50227","2015","561284"
"50227","2015","561285"
"50227","2015","561286"
"334","2015","561287"
"334","2015","561288"
"334","2015","561289"
"18506","2015","561296"
"18506","2015","561297"
"18506","2015","561298"
"11421","2015","561299"
"11421","2015","561300"
"11421","2015","561301"
"11421","2015","561302"
"11421","2015","561303"
"27061","2015","561304"
"27061","2015","561305"
"27061","2015","561306"
"27061","2015","561307"
"27061","2015","561308"
"25164","2015","561309"
"25164","2015","561310"
"25164","2015","561311"
"31673","2015","561315"
"31673","2015","561316"
"31673","2015","561317"
"49440","2015","561323"
"49440","2015","561324"
"49440","2015","561325"
"33896","2015","561326"
"33896","2015","561327"
"33896","2015","561328"
"33896","2015","561329"
"33896","2015","561330"
"13924","2015","561341"
"13924","2015","561342"
"13924","2015","561343"
"13924","2015","561344"
"309","2015","561345"
"309","2015","561346"
"309","2015","561347"
"309","2015","561348"
"309","2015","561349"
"309","2015","561350"
"309","2015","561351"
"48674","2015","561361"
"48674","2015","561362"
"48674","2015","561363"
"48674","2015","561364"
"20571","2015","561372"
"20571","2015","561373"
"20571","2015","561374"
"6123","2015","561382"
"6123","2015","561383"
"6123","2015","561384"
"6123","2015","561385"
"6123","2015","561386"
"6123","2015","561387"
"9062","2015","561394"
"9062","2015","561395"
"9062","2015","561396"
"17398","2015","561397"
"17398","2015","561398"
"17398","2015","561399"
"17398","2015","561400"
"18510","2015","561401"
"18510","2015","561402"
"18510","2015","561403"
"18510","2015","561404"
"27880","2015","561405"
"27880","2015","561406"
"27880","2015","561407"
"27880","2015","561408"
"20362","2015","561409"
"20362","2015","561410"
"20362","2015","561411"
"46138","2015","561412"
"46138","2015","561413"
"46138","2015","561414"
"46138","2015","561415"
"46138","2015","561416"
"22991","2015","561417"
"22991","2015","561418"
"22991","2015","561419"
"22991","2015","561420"
"22991","2015","561421"
"38351","2015","561422"
"38351","2015","561423"
"38351","2015","561424"
"36993","2015","561430"
"36993","2015","561431"
"36993","2015","561432"
"49621","2015","561433"
"49621","2015","561434"
"49621","2015","561435"
"49621","2015","561436"
"49621","2015","561437"
"990","2015","561438"
"990","2015","561439"
"990","2015","561440"
"990","2015","561441"
"11897","2015","561445"
"11897","2015","561446"
"11897","2015","561447"
"11897","2015","561448"
"11897","2015","561449"
"11897","2015","561450"
"11897","2015","561451"
"43552","2015","561452"
"43552","2015","561453"
"43552","2015","561454"
"43552","2015","561455"
"43552","2015","561456"
"45066","2015","561465"
"45066","2015","561466"
"45066","2015","561467"
"45066","2015","561468"
"45066","2015","561469"
"22965","2015","561473"
"22965","2015","561474"
"22965","2015","561475"
"22965","2015","561476"
"22965","2015","561477"
"45065","2015","561478"
"45065","2015","561479"
"45065","2015","561480"
"45065","2015","561481"
"26812","2015","561482"
"26812","2015","561483"
"26812","2015","561484"
"26812","2015","561485"
"26812","2015","561486"
"26579","2015","561487"
"26579","2015","561488"
"26579","2015","561489"
"26579","2015","561490"
