"standalone_institution_id","student_hostel_id","survey_year"
"15946","194141","2015"
"5421","158466","2015"
"4578","158469","2015"
"5394","158493","2015"
"4771","158535","2015"
"9305","158541","2015"
"9305","158542","2015"
"1245","158543","2015"
"9971","158557","2015"
"3196","158566","2015"
"3196","158567","2015"
"3776","158585","2015"
"13986","158586","2015"
"5811","158592","2015"
"9804","158638","2015"
"9804","158639","2015"
"10902","158655","2015"
"10973","158663","2015"
"10973","158664","2015"
"3772","158667","2015"
"6867","158732","2015"
"6688","158733","2015"
"6688","158734","2015"
"5483","158749","2015"
"2322","158760","2015"
"2322","158761","2015"
"998","158777","2015"
"3215","158812","2015"
"3795","158820","2015"
"5890","158853","2015"
"2302","158854","2015"
"2302","158855","2015"
"11207","158858","2015"
"1321","158866","2015"
"11169","158872","2015"
"3346","158883","2015"
"3346","158884","2015"
"15186","158904","2015"
"15186","158905","2015"
"14731","158943","2015"
"3143","158944","2015"
"3143","158945","2015"
"1384","159016","2015"
"1384","159017","2015"
"10146","159020","2015"
"10146","159021","2015"
"10146","159022","2015"
"9946","159025","2015"
"2427","159053","2015"
"2427","159054","2015"
"7381","159112","2015"
"7381","159113","2015"
"1747","159114","2015"
"1747","159115","2015"
"12809","159133","2015"
"12809","159134","2015"
"13941","159136","2015"
"13941","159137","2015"
"11171","159149","2015"
"13990","159238","2015"
"3250","159250","2015"
"3250","159251","2015"
"40","159253","2015"
"40","159254","2015"
"10905","159257","2015"
"10905","159258","2015"
"14957","159298","2015"
"14957","159299","2015"
"5415","159318","2015"
"5805","159329","2015"
"8985","159349","2015"
"8840","159350","2015"
"8840","159351","2015"
"8840","159352","2015"
"8840","159353","2015"
"8840","159354","2015"
"8840","159355","2015"
"13977","159453","2015"
"13977","159454","2015"
"5466","159470","2015"
"14904","159507","2015"
"14904","159508","2015"
"14904","159509","2015"
"14167","159528","2015"
"6072","159533","2015"
"5968","159548","2015"
"4359","159560","2015"
"4359","159561","2015"
"6425","159565","2015"
"6159","159566","2015"
"6159","159567","2015"
"5379","159571","2015"
"5379","159572","2015"
"3449","159577","2015"
"8094","159585","2015"
"3495","159586","2015"
"8003","159607","2015"
"3311","159614","2015"
"4851","159626","2015"
"4851","159627","2015"
"9399","159631","2015"
"3198","159632","2015"
"3198","159633","2015"
"3198","159634","2015"
"3816","159646","2015"
"14024","159650","2015"
"2786","159670","2015"
"8562","159674","2015"
"1253","159688","2015"
"1253","159689","2015"
"4849","159693","2015"
"4849","159694","2015"
"1043","159697","2015"
"1043","159698","2015"
"638","159703","2015"
"13121","159704","2015"
"6015","159713","2015"
"12040","159716","2015"
"15232","159717","2015"
"1297","159749","2015"
"13888","159752","2015"
"15108","159762","2015"
"13827","159769","2015"
"13827","159770","2015"
"10115","159773","2015"
"3222","159787","2015"
"3222","159788","2015"
"3222","159789","2015"
"13969","159793","2015"
"9798","159797","2015"
"4419","159804","2015"
"4419","159805","2015"
"14022","159818","2015"
"2503","159821","2015"
"2503","159822","2015"
"7133","159823","2015"
"4603","159824","2015"
"3809","159825","2015"
"3809","159826","2015"
"4290","159833","2015"
"4290","159834","2015"
"5385","159840","2015"
"2716","159854","2015"
"4848","159871","2015"
"937","159894","2015"
"937","159895","2015"
"1038","159896","2015"
"1038","159897","2015"
"1037","159905","2015"
"1037","159906","2015"
"4432","159929","2015"
"4430","159932","2015"
"12646","160002","2015"
"12646","160003","2015"
"12579","160015","2015"
"8979","160017","2015"
"3059","160025","2015"
"3059","160026","2015"
"4853","160040","2015"
"4853","160041","2015"
"932","160067","2015"
"932","160068","2015"
"4582","160091","2015"
"2488","160092","2015"
"12021","160093","2015"
"4456","160113","2015"
"4456","160114","2015"
"1008","160115","2015"
"1008","160116","2015"
"14896","160123","2015"
"14896","160124","2015"
"2587","160125","2015"
"2587","160126","2015"
"7936","160127","2015"
"14163","160141","2015"
"14163","160142","2015"
"5452","160143","2015"
"5452","160144","2015"
"5452","160145","2015"
"12037","160164","2015"
"4351","160167","2015"
"4351","160168","2015"
"5398","160169","2015"
"5398","160170","2015"
"5398","160171","2015"
"15036","160174","2015"
"6156","160175","2015"
"8779","160178","2015"
"8779","160179","2015"
"8779","160180","2015"
"8779","160181","2015"
"8779","160182","2015"
"15215","160185","2015"
"4026","160188","2015"
"4026","160189","2015"
"1205","160221","2015"
"1205","160222","2015"
"3207","160233","2015"
"3207","160234","2015"
"4028","160235","2015"
"4028","160236","2015"
"8065","160246","2015"
"8065","160247","2015"
"1084","160266","2015"
"1084","160267","2015"
"1084","160268","2015"
"1084","160269","2015"
"5408","160278","2015"
"5408","160279","2015"
"1757","160297","2015"
"5807","160313","2015"
"8842","160338","2015"
"8842","160339","2015"
"2907","160340","2015"
"2907","160341","2015"
"10999","160350","2015"
"10769","160351","2015"
"2598","160402","2015"
"2598","160403","2015"
"8801","160412","2015"
"8801","160413","2015"
"1863","160420","2015"
"1863","160421","2015"
"14146","160430","2015"
"14146","160431","2015"
"1327","160432","2015"
"1327","160433","2015"
"6933","160446","2015"
"6933","160447","2015"
"3861","160467","2015"
"7844","160491","2015"
"7844","160492","2015"
"8542","160498","2015"
"3798","160517","2015"
"3798","160518","2015"
"2440","160526","2015"
"5464","160532","2015"
"10932","160541","2015"
"10932","160542","2015"
"15099","160566","2015"
"3236","160582","2015"
"3236","160583","2015"
"3236","160584","2015"
"5528","160593","2015"
"9024","160610","2015"
"9024","160611","2015"
"12766","160616","2015"
"3148","160664","2015"
"3148","160665","2015"
"13754","160673","2015"
"4349","160680","2015"
"4349","160681","2015"
"5409","160685","2015"
"4131","160686","2015"
"4131","160687","2015"
"2497","160692","2015"
"15172","160693","2015"
"4820","160699","2015"
"4332","160703","2015"
"4332","160704","2015"
"14138","160705","2015"
"14138","160706","2015"
"2958","160707","2015"
"3242","160722","2015"
"3242","160723","2015"
"3242","160724","2015"
"1860","160732","2015"
"1860","160733","2015"
"1860","160734","2015"
"13308","160739","2015"
"12300","160752","2015"
"1385","160755","2015"
"1385","160756","2015"
"1928","160757","2015"
"1928","160758","2015"
"4613","160770","2015"
"2839","160796","2015"
"4557","160797","2015"
"14171","160799","2015"
"2506","160802","2015"
"2506","160803","2015"
"1021","160809","2015"
"4709","160830","2015"
"567","160837","2015"
"15239","160840","2015"
"2442","160844","2015"
"13438","160850","2015"
"3754","160851","2015"
"3754","160852","2015"
"4150","160853","2015"
"4150","160854","2015"
"4595","160858","2015"
"8895","160861","2015"
"8895","160862","2015"
"6598","160903","2015"
"6598","160904","2015"
"5231","160930","2015"
"5451","160952","2015"
"2601","160953","2015"
"3163","160955","2015"
"14601","160959","2015"
"2509","160980","2015"
"3864","160984","2015"
"2858","161004","2015"
"2595","161008","2015"
"2595","161009","2015"
"8929","161027","2015"
"8929","161028","2015"
"1176","161034","2015"
"1176","161035","2015"
"4511","161037","2015"
"3985","161038","2015"
"3985","161039","2015"
"3200","161048","2015"
"3200","161049","2015"
"3200","161050","2015"
"3200","161051","2015"
"3200","161052","2015"
"3200","161053","2015"
"3200","161054","2015"
"10934","161055","2015"
"10934","161056","2015"
"10934","161057","2015"
"3866","161066","2015"
"3866","161067","2015"
"3866","161068","2015"
"3209","161090","2015"
"3209","161091","2015"
"3209","161092","2015"
"75","161105","2015"
"994","161117","2015"
"994","161118","2015"
"9197","161147","2015"
"9197","161148","2015"
"13884","161149","2015"
"13884","161150","2015"
"8829","161155","2015"
"8829","161156","2015"
"5981","161162","2015"
"5981","161163","2015"
"1199","161174","2015"
"1199","161175","2015"
"6038","161195","2015"
"13753","161212","2015"
"13753","161213","2015"
"9773","161219","2015"
"13801","161255","2015"
"545","161256","2015"
"950","161257","2015"
"950","161258","2015"
"7419","161266","2015"
"2757","161278","2015"
"2757","161279","2015"
"976","161281","2015"
"976","161282","2015"
"976","161283","2015"
"4008","161302","2015"
"4008","161303","2015"
"3085","161308","2015"
"3085","161309","2015"
"13976","161310","2015"
"13976","161311","2015"
"2881","161325","2015"
"2881","161326","2015"
"2881","161327","2015"
"15250","161335","2015"
"3240","161351","2015"
"3240","161352","2015"
"5251","161365","2015"
"1529","161400","2015"
"4425","161409","2015"
"4425","161410","2015"
"1390","161411","2015"
"12868","161422","2015"
"12868","161423","2015"
"10218","161424","2015"
"10218","161425","2015"
"5261","161429","2015"
"1817","161443","2015"
"1817","161444","2015"
"1817","161445","2015"
"15200","161459","2015"
"4497","161462","2015"
"4497","161463","2015"
"7388","161464","2015"
"7902","161520","2015"
"3957","161527","2015"
"3957","161528","2015"
"1236","161529","2015"
"1236","161530","2015"
"1236","161531","2015"
"624","161534","2015"
"624","161535","2015"
"5368","161559","2015"
"5368","161560","2015"
"10985","161561","2015"
"10985","161562","2015"
"3009","161571","2015"
"13899","161584","2015"
"13899","161585","2015"
"5247","161590","2015"
"7363","161595","2015"
"7363","161596","2015"
"3025","161601","2015"
"3954","161608","2015"
"3954","161609","2015"
"10344","161643","2015"
"10344","161644","2015"
"2745","161651","2015"
"2745","161652","2015"
"15167","161656","2015"
"13467","161660","2015"
"13467","161661","2015"
"1135","161663","2015"
"1308","161671","2015"
"13324","161680","2015"
"1118","161683","2015"
"1118","161684","2015"
"1118","161685","2015"
"10945","161686","2015"
"10945","161687","2015"
"14149","161696","2015"
"14149","161697","2015"
"1419","161710","2015"
"1419","161711","2015"
"1419","161712","2015"
"2363","161715","2015"
"2363","161716","2015"
"2363","161717","2015"
"2363","161718","2015"
"5387","161722","2015"
"4193","161728","2015"
"4193","161729","2015"
"15207","161734","2015"
"9705","161735","2015"
"9705","161736","2015"
"8775","161742","2015"
"8775","161743","2015"
"681","161748","2015"
"681","161749","2015"
"8777","161750","2015"
"8777","161751","2015"
"6098","161763","2015"
"6098","161764","2015"
"12935","161766","2015"
"543","161771","2015"
"5220","161772","2015"
"5220","161773","2015"
"5220","161774","2015"
"5220","161775","2015"
"14582","161777","2015"
"14582","161778","2015"
"689","161788","2015"
"689","161789","2015"
"689","161790","2015"
"5714","161791","2015"
"2913","161794","2015"
"2913","161795","2015"
"14450","161803","2015"
"14450","161804","2015"
"7371","161817","2015"
"7371","161818","2015"
"1290","161826","2015"
"1290","161827","2015"
"4507","161831","2015"
"2446","161840","2015"
"1100","161851","2015"
"9563","161854","2015"
"6160","161860","2015"
"15243","161868","2015"
"15243","161869","2015"
"6858","161902","2015"
"1748","161911","2015"
"1748","161912","2015"
"5278","161913","2015"
"1250","161925","2015"
"5531","161941","2015"
"14924","161948","2015"
"14924","161949","2015"
"4526","161950","2015"
"1533","161962","2015"
"3213","161964","2015"
"3869","161965","2015"
"3869","161966","2015"
"1112","161978","2015"
"1112","161979","2015"
"1112","161980","2015"
"12692","161982","2015"
"5436","161997","2015"
"3676","162007","2015"
"4629","162010","2015"
"4629","162011","2015"
"4629","162012","2015"
"4541","162016","2015"
"10926","162020","2015"
"3288","162021","2015"
"3288","162022","2015"
"3288","162023","2015"
"3432","162026","2015"
"3432","162027","2015"
"3432","162028","2015"
"2861","162029","2015"
"2861","162030","2015"
"4612","162044","2015"
"8351","162045","2015"
"1422","162057","2015"
"1405","162060","2015"
"1405","162061","2015"
"4551","162065","2015"
"2071","162072","2015"
"2071","162073","2015"
"4691","162076","2015"
"5243","162078","2015"
"5507","162081","2015"
"5507","162082","2015"
"2396","162098","2015"
"2396","162099","2015"
"5230","162140","2015"
"8691","162162","2015"
"8691","162163","2015"
"4411","162194","2015"
"922","162197","2015"
"922","162198","2015"
"4609","162208","2015"
"5407","162213","2015"
"5407","162214","2015"
"3370","162216","2015"
"3370","162217","2015"
"3370","162218","2015"
"5239","162222","2015"
"5239","162223","2015"
"4571","162226","2015"
"10946","162233","2015"
"4581","162240","2015"
"4581","162241","2015"
"3576","162261","2015"
"546","162332","2015"
"2521","162334","2015"
"2521","162335","2015"
"3622","162348","2015"
"4850","162379","2015"
"4850","162380","2015"
"11141","162402","2015"
"15170","162404","2015"
"3632","162422","2015"
"3624","162427","2015"
"12151","162430","2015"
"5259","162431","2015"
"2190","162450","2015"
"953","162457","2015"
"953","162458","2015"
"3518","162468","2015"
"12274","162516","2015"
"12273","162525","2015"
"3468","162527","2015"
"1271","162537","2015"
"4198","162538","2015"
"4198","162539","2015"
"12792","162540","2015"
"13879","162542","2015"
"13879","162543","2015"
"2289","162556","2015"
"2289","162557","2015"
"12562","162560","2015"
"12562","162561","2015"
"4637","162564","2015"
"2265","162574","2015"
"2265","162575","2015"
"1435","162611","2015"
"1435","162612","2015"
"713","162613","2015"
"713","162614","2015"
"5228","162617","2015"
"3120","162618","2015"
"3120","162619","2015"
"5549","162622","2015"
"5549","162623","2015"
"4083","162638","2015"
"4241","162647","2015"
"4241","162648","2015"
"11131","162654","2015"
"14176","162655","2015"
"14176","162656","2015"
"14176","162657","2015"
"14176","162658","2015"
"7400","162663","2015"
"5355","162670","2015"
"1220","162675","2015"
"1220","162676","2015"
"1220","162677","2015"
"1220","162678","2015"
"1220","162679","2015"
"3149","162720","2015"
"12185","162725","2015"
"5323","162730","2015"
"2856","162737","2015"
"164","162738","2015"
"164","162739","2015"
"13985","162740","2015"
"13985","162741","2015"
"5458","162742","2015"
"14434","162747","2015"
"14434","162748","2015"
"6330","162756","2015"
"15267","162774","2015"
"2349","162775","2015"
"2349","162776","2015"
"4555","162786","2015"
"8833","162793","2015"
"8833","162794","2015"
"3292","162799","2015"
"6788","162802","2015"
"6788","162803","2015"
"12907","162813","2015"
"5498","162825","2015"
"2422","162837","2015"
"2422","162838","2015"
"12895","162856","2015"
"1025","162880","2015"
"1141","162881","2015"
"1141","162882","2015"
"1141","162883","2015"
"12693","162884","2015"
"2077","162901","2015"
"2077","162902","2015"
"4020","162903","2015"
"4020","162904","2015"
"2707","162910","2015"
"2356","162912","2015"
"2356","162913","2015"
"104","162930","2015"
"104","162931","2015"
"10953","162932","2015"
"10953","162933","2015"
"10953","162934","2015"
"10953","162935","2015"
"10953","162936","2015"
"10953","162937","2015"
"12046","162956","2015"
"14897","162959","2015"
"3907","162971","2015"
"3907","162972","2015"
"3907","162973","2015"
"3907","162974","2015"
"3907","162975","2015"
"3907","162976","2015"
"8156","162982","2015"
"5281","162987","2015"
"5302","162988","2015"
"5280","162989","2015"
"2027","162993","2015"
"2027","162994","2015"
"5279","162995","2015"
"3093","163012","2015"
"4346","163013","2015"
"4346","163014","2015"
"10167","163017","2015"
"11162","163018","2015"
"542","163020","2015"
"542","163021","2015"
"2346","163026","2015"
"2346","163027","2015"
"2346","163028","2015"
"3573","163029","2015"
"5400","163032","2015"
"5400","163033","2015"
"14023","163046","2015"
"8802","163055","2015"
"8802","163056","2015"
"1946","163064","2015"
"1946","163065","2015"
"5490","163069","2015"
"5490","163070","2015"
"5490","163071","2015"
"5490","163072","2015"
"5260","163100","2015"
"9781","163102","2015"
"2367","163117","2015"
"2367","163118","2015"
"12414","163120","2015"
"2496","163136","2015"
"5516","163156","2015"
"5517","163157","2015"
"5517","163158","2015"
"5518","163160","2015"
"5518","163161","2015"
"5519","163162","2015"
"5519","163163","2015"
"4492","163170","2015"
"5296","163171","2015"
"7550","163190","2015"
"3371","163191","2015"
"3371","163192","2015"
"4438","163193","2015"
"4219","163199","2015"
"4219","163200","2015"
"12153","163208","2015"
"4186","163234","2015"
"3230","163236","2015"
"3230","163237","2015"
"7368","163241","2015"
"3462","163244","2015"
"3235","163251","2015"
"4007","163255","2015"
"13951","163259","2015"
"13951","163260","2015"
"3376","163261","2015"
"2401","163267","2015"
"7366","163268","2015"
"547","163273","2015"
"547","163274","2015"
"4218","163290","2015"
"4218","163291","2015"
"7375","163323","2015"
"3392","163327","2015"
"5437","163330","2015"
"5437","163331","2015"
"14748","163332","2015"
"1442","163342","2015"
"7847","163343","2015"
"7847","163344","2015"
"534","163355","2015"
"13963","163390","2015"
"13963","163391","2015"
"2564","163417","2015"
"2739","163432","2015"
"7424","163448","2015"
"7424","163449","2015"
"4185","163453","2015"
"4185","163454","2015"
"12183","163461","2015"
"12152","163468","2015"
"4136","163472","2015"
"4136","163473","2015"
"4495","163478","2015"
"4495","163479","2015"
"11089","163489","2015"
"11089","163490","2015"
"9376","163500","2015"
"8798","163509","2015"
"8798","163510","2015"
"3106","163514","2015"
"4529","163531","2015"
"2281","163535","2015"
"2281","163536","2015"
"2281","163537","2015"
"9034","163541","2015"
"9034","163542","2015"
"4445","163553","2015"
"4445","163554","2015"
"12892","163557","2015"
"5482","163570","2015"
"2845","163573","2015"
"2845","163574","2015"
"7431","163575","2015"
"15221","163581","2015"
"15277","163591","2015"
"3123","163592","2015"
"3123","163593","2015"
"179","163594","2015"
"179","163595","2015"
"14060","163598","2015"
"12674","163605","2015"
"12674","163606","2015"
"5224","163640","2015"
"3032","163647","2015"
"3032","163648","2015"
"7376","163650","2015"
"7376","163651","2015"
"2463","163657","2015"
"2463","163658","2015"
"2304","163661","2015"
"2304","163662","2015"
"2304","163663","2015"
"12900","163664","2015"
"8445","163668","2015"
"7404","163674","2015"
"7404","163675","2015"
"9240","163682","2015"
"5523","163690","2015"
"5523","163691","2015"
"13839","163698","2015"
"13839","163699","2015"
"2835","163707","2015"
"2835","163708","2015"
"14437","163727","2015"
"14437","163728","2015"
"3320","163734","2015"
"1493","163759","2015"
"15214","163766","2015"
"7415","163771","2015"
"7415","163772","2015"
"5342","163773","2015"
"10980","163775","2015"
"3476","163776","2015"
"1488","163777","2015"
"10011","163794","2015"
"10011","163795","2015"
"3168","163811","2015"
"4593","163812","2015"
"1063","163816","2015"
"14536","163823","2015"
"14536","163824","2015"
"5330","163832","2015"
"5330","163833","2015"
"1307","163840","2015"
"14467","163851","2015"
"14467","163852","2015"
"4729","163853","2015"
"4729","163854","2015"
"7846","163856","2015"
"7846","163857","2015"
"9797","163862","2015"
"12810","163863","2015"
"12810","163864","2015"
"4336","163888","2015"
"4336","163889","2015"
"4336","163890","2015"
"10759","163891","2015"
"10759","163892","2015"
"4525","163893","2015"
"2600","163899","2015"
"13895","163903","2015"
"13895","163904","2015"
"557","163913","2015"
"557","163914","2015"
"4029","163939","2015"
"4029","163940","2015"
"13910","163954","2015"
"3419","163955","2015"
"2342","163956","2015"
"2342","163957","2015"
"2342","163958","2015"
"5331","163967","2015"
"5225","163968","2015"
"2329","163981","2015"
"2329","163982","2015"
"2329","163983","2015"
"2329","163984","2015"
"2329","163985","2015"
"15256","164004","2015"
"15256","164005","2015"
"7369","164016","2015"
"7369","164017","2015"
"132","164031","2015"
"132","164032","2015"
"132","164033","2015"
"132","164034","2015"
"132","164035","2015"
"132","164036","2015"
"132","164037","2015"
"132","164038","2015"
"132","164039","2015"
"10921","164044","2015"
"688","164045","2015"
"4466","164047","2015"
"15009","164049","2015"
"15009","164050","2015"
"10076","164052","2015"
"5416","164056","2015"
"4870","164057","2015"
"4870","164058","2015"
"9962","164071","2015"
"4111","164080","2015"
"4111","164081","2015"
"12112","164082","2015"
"12112","164083","2015"
"7699","164094","2015"
"2848","164101","2015"
"2848","164102","2015"
"1395","164103","2015"
"6338","164108","2015"
"3212","164138","2015"
"4203","164169","2015"
"4203","164170","2015"
"4634","164174","2015"
"7688","164175","2015"
"7688","164176","2015"
"12574","164184","2015"
"12574","164185","2015"
"208","164186","2015"
"14165","164188","2015"
"2941","164196","2015"
"2941","164197","2015"
"5311","164202","2015"
"15279","164209","2015"
"2775","164215","2015"
"13887","164216","2015"
"13887","164217","2015"
"5358","164219","2015"
"5241","164227","2015"
"5241","164228","2015"
"4887","164229","2015"
"12801","164235","2015"
"12801","164236","2015"
"2379","164242","2015"
"2379","164243","2015"
"2379","164244","2015"
"3084","164249","2015"
"3084","164250","2015"
"11198","164254","2015"
"11198","164255","2015"
"4641","164275","2015"
"7410","164283","2015"
"7370","164284","2015"
"12200","164305","2015"
"1137","164313","2015"
"1137","164314","2015"
"3343","164319","2015"
"3343","164320","2015"
"12885","164336","2015"
"4506","164354","2015"
"4439","164355","2015"
"4439","164356","2015"
"3273","164360","2015"
"5391","164362","2015"
"14612","164373","2015"
"14612","164374","2015"
"7428","164375","2015"
"7428","164376","2015"
"4888","164389","2015"
"4888","164390","2015"
"9225","164398","2015"
"9225","164399","2015"
"14511","164422","2015"
"12696","164423","2015"
"12696","164424","2015"
"12881","164451","2015"
"13267","164458","2015"
"13794","164482","2015"
"13794","164483","2015"
"5299","164497","2015"
"5422","164504","2015"
"5422","164505","2015"
"2504","164510","2015"
"3308","164511","2015"
"5233","164531","2015"
"5233","164532","2015"
"5233","164533","2015"
"14615","164534","2015"
"14615","164535","2015"
"5235","164550","2015"
"5235","164551","2015"
"5235","164552","2015"
"5235","164553","2015"
"12512","164566","2015"
"5335","164573","2015"
"7427","164579","2015"
"5413","164582","2015"
"7379","164583","2015"
"7379","164584","2015"
"5395","164589","2015"
"2338","164592","2015"
"2338","164593","2015"
"2338","164594","2015"
"3223","164613","2015"
"3223","164614","2015"
"2448","164621","2015"
"2448","164622","2015"
"13192","164650","2015"
"4531","164678","2015"
"4531","164679","2015"
"5263","164685","2015"
"6611","164697","2015"
"5462","164724","2015"
"9552","164739","2015"
"9552","164740","2015"
"9552","164741","2015"
"9552","164742","2015"
"4522","164743","2015"
"13795","164752","2015"
"13795","164753","2015"
"8236","164805","2015"
"4616","164808","2015"
"2579","164813","2015"
"3584","164814","2015"
"2990","164821","2015"
"2990","164822","2015"
"2915","164859","2015"
"2915","164860","2015"
"12511","164878","2015"
"12511","164879","2015"
"6296","164886","2015"
"8257","164887","2015"
"1338","164909","2015"
"1338","164910","2015"
"13535","164911","2015"
"5272","164915","2015"
"4019","164925","2015"
"4019","164926","2015"
"3918","164928","2015"
"7576","164929","2015"
"2963","164931","2015"
"2963","164932","2015"
"5300","164933","2015"
"2380","164938","2015"
"2380","164939","2015"
"2380","164940","2015"
"2380","164941","2015"
"2380","164942","2015"
"2380","164943","2015"
"4468","164950","2015"
"1502","164951","2015"
"1480","164952","2015"
"2938","164984","2015"
"14136","164989","2015"
"14136","164990","2015"
"5418","164996","2015"
"702","165001","2015"
"702","165002","2015"
"5538","165006","2015"
"4570","165008","2015"
"5401","165029","2015"
"5401","165030","2015"
"14553","165054","2015"
"14553","165055","2015"
"14553","165056","2015"
"273","165076","2015"
"273","165077","2015"
"13289","165086","2015"
"5352","165100","2015"
"13782","165108","2015"
"12180","165111","2015"
"12180","165112","2015"
"4725","165120","2015"
"4725","165121","2015"
"2370","165122","2015"
"2370","165123","2015"
"8797","165124","2015"
"8797","165125","2015"
"15273","165126","2015"
"11210","165173","2015"
"11210","165174","2015"
"2824","165175","2015"
"2824","165176","2015"
"683","165184","2015"
"683","165185","2015"
"2444","165221","2015"
"3237","165245","2015"
"3237","165246","2015"
"2759","165247","2015"
"2759","165248","2015"
"12440","165256","2015"
"12440","165257","2015"
"12440","165258","2015"
"5397","165275","2015"
"5397","165276","2015"
"5397","165277","2015"
"10961","165278","2015"
"2327","165288","2015"
"2327","165289","2015"
"13781","165290","2015"
"12192","165300","2015"
"1456","165319","2015"
"1456","165320","2015"
"2838","165328","2015"
"2002","165330","2015"
"2002","165331","2015"
"10087","165338","2015"
"10087","165339","2015"
"7893","165346","2015"
"7893","165347","2015"
"2324","165350","2015"
"2324","165351","2015"
"3104","165368","2015"
"3075","165372","2015"
"3075","165373","2015"
"3075","165374","2015"
"1363","165402","2015"
"1363","165403","2015"
"2164","165417","2015"
"2164","165418","2015"
"3317","165437","2015"
"3317","165438","2015"
"7399","165481","2015"
"7399","165482","2015"
"12784","165491","2015"
"12784","165492","2015"
"3366","165494","2015"
"3366","165495","2015"
"2303","165548","2015"
"2303","165549","2015"
"2303","165550","2015"
"10918","165557","2015"
"10918","165558","2015"
"10918","165559","2015"
"10918","165560","2015"
"12802","165569","2015"
"12802","165570","2015"
"6906","165577","2015"
"6906","165578","2015"
"3224","165587","2015"
"3224","165588","2015"
"5353","165596","2015"
"5277","165597","2015"
"15045","165640","2015"
"1715","165641","2015"
"1715","165642","2015"
"1715","165643","2015"
"1715","165644","2015"
"1715","165645","2015"
"12751","165646","2015"
"12751","165647","2015"
"2368","165683","2015"
"2368","165684","2015"
"2278","165701","2015"
"2278","165702","2015"
"2278","165703","2015"
"2335","165729","2015"
"2335","165730","2015"
"12808","165761","2015"
"12808","165762","2015"
"5372","165771","2015"
"5372","165772","2015"
"2359","165773","2015"
"2359","165774","2015"
"2359","165775","2015"
"4854","165785","2015"
"4854","165786","2015"
"4883","165791","2015"
"2320","165792","2015"
"2320","165793","2015"
"2360","165800","2015"
"2360","165801","2015"
"5264","165808","2015"
"10930","165813","2015"
"10930","165814","2015"
"7395","165816","2015"
"7402","165826","2015"
"2332","165827","2015"
"2332","165828","2015"
"7392","165846","2015"
"7392","165847","2015"
"3860","165877","2015"
"3860","165878","2015"
"706","165907","2015"
"706","165908","2015"
"706","165909","2015"
"4856","165913","2015"
"2875","165919","2015"
"2875","165920","2015"
"1667","165935","2015"
"1667","165936","2015"
"4087","165946","2015"
"4574","165947","2015"
"359","165959","2015"
"359","165960","2015"
"4184","165970","2015"
"8483","165976","2015"
"134","165990","2015"
"134","165991","2015"
"134","165992","2015"
"134","165993","2015"
"134","165994","2015"
"14884","165995","2015"
"14884","165996","2015"
"1113","166000","2015"
"1113","166001","2015"
"2903","166036","2015"
"6689","166042","2015"
"5475","166049","2015"
"5475","166050","2015"
"14853","166054","2015"
"14853","166055","2015"
"10168","166077","2015"
"12126","166094","2015"
"12126","166095","2015"
"2791","166096","2015"
"2791","166097","2015"
"3225","166114","2015"
"3225","166115","2015"
"15265","166116","2015"
"15265","166117","2015"
"4328","166124","2015"
"4328","166125","2015"
"2895","166126","2015"
"2895","166127","2015"
"14847","166174","2015"
"14847","166176","2015"
"2756","166178","2015"
"6817","166180","2015"
"6817","166181","2015"
"6817","166182","2015"
"2952","166223","2015"
"8247","166225","2015"
"8247","166226","2015"
"15086","166231","2015"
"1537","166253","2015"
"12806","166267","2015"
"12806","166268","2015"
"12806","166269","2015"
"12806","166270","2015"
"8455","166302","2015"
"5426","166305","2015"
"5426","166306","2015"
"2358","166308","2015"
"2358","166309","2015"
"541","166312","2015"
"4861","166313","2015"
"4861","166314","2015"
"4861","166315","2015"
"2921","166316","2015"
"2921","166317","2015"
"2502","166318","2015"
"2502","166319","2015"
"1426","166328","2015"
"1426","166329","2015"
"4338","166337","2015"
"4338","166338","2015"
"7359","166342","2015"
"7359","166343","2015"
"1109","166346","2015"
"1109","166347","2015"
"8962","166354","2015"
"8962","166355","2015"
"8962","166356","2015"
"8962","166357","2015"
"6863","166358","2015"
"3301","166360","2015"
"3301","166361","2015"
"15289","166366","2015"
"1120","166369","2015"
"1120","166370","2015"
"2855","166383","2015"
"2855","166384","2015"
"3365","166390","2015"
"2718","166397","2015"
"2718","166398","2015"
"4386","166400","2015"
"12513","166401","2015"
"5348","166411","2015"
"3097","166462","2015"
"2986","166463","2015"
"2986","166464","2015"
"3426","166471","2015"
"3426","166472","2015"
"14550","166473","2015"
"14550","166474","2015"
"5510","166477","2015"
"5510","166478","2015"
"15051","166496","2015"
"15051","166497","2015"
"14551","166503","2015"
"14551","166504","2015"
"14552","166519","2015"
"14552","166520","2015"
"12147","166557","2015"
"12147","166558","2015"
"12147","166559","2015"
"14010","166560","2015"
"2967","166578","2015"
"3444","166585","2015"
"14926","166597","2015"
"12299","166603","2015"
"12299","166604","2015"
"14524","166612","2015"
"8982","166651","2015"
"3774","166654","2015"
"3774","166655","2015"
"14744","166656","2015"
"5455","166669","2015"
"5455","166670","2015"
"4601","166671","2015"
"13791","166673","2015"
"13791","166674","2015"
"3849","166678","2015"
"12753","166691","2015"
"12753","166692","2015"
"14576","166715","2015"
"14576","166716","2015"
"15206","166725","2015"
"15206","166726","2015"
"4707","166735","2015"
"3865","166741","2015"
"3865","166742","2015"
"3865","166743","2015"
"14738","166759","2015"
