"standalone_institution_id","student_hostel_id","survey_year"
"6027","155518","2015"
"9092","155520","2015"
"14015","155533","2015"
"14912","155536","2015"
"14912","155537","2015"
"4207","155543","2015"
"12181","155544","2015"
"4481","155559","2015"
"10908","155579","2015"
"14611","155584","2015"
"14611","155585","2015"
"4605","155587","2015"
"9851","155590","2015"
"5813","155599","2015"
"1024","155609","2015"
"1995","155627","2015"
"1995","155628","2015"
"14835","155632","2015"
"14835","155633","2015"
"4033","155683","2015"
"12783","155692","2015"
"10245","155697","2015"
"10240","155701","2015"
"10240","155702","2015"
"9350","155736","2015"
"9350","155737","2015"
"3003","155745","2015"
"2778","155762","2015"
"2778","155763","2015"
"9027","155769","2015"
"9027","155770","2015"
"9011","155781","2015"
"9011","155782","2015"
"5435","155797","2015"
"13972","155809","2015"
"15014","155814","2015"
"15014","155815","2015"
"14599","155817","2015"
"14599","155818","2015"
"5938","155846","2015"
"9002","155857","2015"
"4644","155956","2015"
"4644","155957","2015"
"14436","156008","2015"
"5841","156019","2015"
"8679","156023","2015"
"2266","156057","2015"
"8981","156068","2015"
"5540","156072","2015"
"10876","156089","2015"
"10876","156090","2015"
"15176","156102","2015"
"15176","156103","2015"
"2009","156118","2015"
"2009","156119","2015"
"5891","156123","2015"
"5444","156151","2015"
"5444","156152","2015"
"3857","156154","2015"
"12191","156156","2015"
"5390","156160","2015"
"14743","156170","2015"
"7906","156176","2015"
"2944","156200","2015"
"3483","156209","2015"
"8227","156210","2015"
"14439","156212","2015"
"14439","156213","2015"
"11077","156230","2015"
"11077","156231","2015"
"591","156272","2015"
"591","156273","2015"
"1391","156274","2015"
"1330","156287","2015"
"1330","156288","2015"
"2048","156304","2015"
"2048","156305","2015"
"13980","156329","2015"
"6061","156334","2015"
"6061","156335","2015"
"10975","156338","2015"
"10975","156339","2015"
"10779","156342","2015"
"2982","156343","2015"
"2982","156344","2015"
"9588","156348","2015"
"9588","156349","2015"
"13874","156357","2015"
"1937","156365","2015"
"1937","156366","2015"
"848","156372","2015"
"848","156373","2015"
"3405","156374","2015"
"3405","156375","2015"
"5947","156381","2015"
"5947","156382","2015"
"7517","156397","2015"
"13988","156409","2015"
"12193","156410","2015"
"12193","156411","2015"
"12193","156412","2015"
"11137","156423","2015"
"11137","156424","2015"
"5798","156427","2015"
"2924","156491","2015"
"2924","156492","2015"
"14737","156495","2015"
"14737","156496","2015"
"11157","156501","2015"
"2229","156511","2015"
"2229","156512","2015"
"10948","156536","2015"
"10948","156537","2015"
"10948","156538","2015"
"8649","156545","2015"
"8649","156546","2015"
"1136","156547","2015"
"2621","156557","2015"
"2682","156560","2015"
"2209","156563","2015"
"2209","156564","2015"
"13803","156571","2015"
"13803","156572","2015"
"1251","156582","2015"
"139","156588","2015"
"139","156589","2015"
"139","156590","2015"
"139","156591","2015"
"139","156592","2015"
"139","156593","2015"
"139","156594","2015"
"139","156595","2015"
"5419","156604","2015"
"5419","156605","2015"
"5419","156606","2015"
"9871","156612","2015"
"7779","156648","2015"
"14008","156659","2015"
"9965","156680","2015"
"9965","156681","2015"
"4039","156688","2015"
"4039","156689","2015"
"4039","156690","2015"
"7845","156693","2015"
"8224","156694","2015"
"8224","156695","2015"
"1351","156697","2015"
"1351","156698","2015"
"1351","156699","2015"
"1801","156717","2015"
"5884","156718","2015"
"11086","156724","2015"
"1990","194140","2015"
"2012","156729","2015"
"4144","156730","2015"
"4144","156731","2015"
"9102","156741","2015"
"9102","156742","2015"
"13937","156747","2015"
"13937","156748","2015"
"9819","156751","2015"
"3802","156758","2015"
"2292","156809","2015"
"2292","156810","2015"
"14432","156835","2015"
"5447","156837","2015"
"5447","156838","2015"
"5812","156841","2015"
"12899","156844","2015"
"10875","156845","2015"
"10875","156846","2015"
"10875","156847","2015"
"8987","156856","2015"
"3409","156879","2015"
"2061","156897","2015"
"2061","156898","2015"
"2960","156906","2015"
"2960","156907","2015"
"2785","156917","2015"
"2785","156918","2015"
"2785","156919","2015"
"9932","156922","2015"
"3524","156926","2015"
"1447","156940","2015"
"1447","156941","2015"
"7808","156943","2015"
"4623","156947","2015"
"4623","156948","2015"
"4623","156949","2015"
"1676","156959","2015"
"1676","156960","2015"
"10120","156984","2015"
"12804","156993","2015"
"12804","156994","2015"
"5802","156998","2015"
"5802","156999","2015"
"14454","157000","2015"
"14454","157001","2015"
"12157","157015","2015"
"14451","157049","2015"
"14451","157050","2015"
"5954","157061","2015"
"13042","157085","2015"
"5430","157087","2015"
"7907","157093","2015"
"14030","157107","2015"
"9031","157116","2015"
"9031","157117","2015"
"9731","157122","2015"
"9731","157123","2015"
"2290","157132","2015"
"2290","157133","2015"
"5695","157155","2015"
"15185","157165","2015"
"15185","157166","2015"
"14735","157177","2015"
"9916","157188","2015"
"9916","157189","2015"
"708","157197","2015"
"10954","157202","2015"
"5966","157216","2015"
"1216","157223","2015"
"1216","157224","2015"
"1216","157225","2015"
"3204","157226","2015"
"5913","157234","2015"
"3753","157237","2015"
"5851","157246","2015"
"13924","157259","2015"
"13924","157260","2015"
"6433","157291","2015"
"6433","157292","2015"
"5810","157311","2015"
"6133","157315","2015"
"1284","157328","2015"
"12887","157333","2015"
"14990","157334","2015"
"14990","157335","2015"
"14532","157357","2015"
"14532","157358","2015"
"971","157363","2015"
"971","157364","2015"
"3228","157372","2015"
"3228","157373","2015"
"3228","157374","2015"
"3228","157375","2015"
"3228","157376","2015"
"4454","157404","2015"
"14580","157408","2015"
"14580","157409","2015"
"11190","157416","2015"
"12087","157417","2015"
"8309","157427","2015"
"8602","157471","2015"
"14455","157494","2015"
"14455","157495","2015"
"4382","157502","2015"
"4382","157503","2015"
"5384","157543","2015"
"10886","157547","2015"
"10886","157548","2015"
"10887","157549","2015"
"10887","157550","2015"
"1334","157572","2015"
"1334","157573","2015"
"3197","157629","2015"
"14916","157631","2015"
"14916","157632","2015"
"4434","157648","2015"
"1399","157654","2015"
"982","157678","2015"
"2344","157680","2015"
"2344","157681","2015"
"11128","157692","2015"
"11128","157693","2015"
"12020","157699","2015"
"1407","157707","2015"
"1407","157708","2015"
"11021","157735","2015"
"1369","157746","2015"
"1369","157747","2015"
"13993","157750","2015"
"2455","157751","2015"
"2455","157752","2015"
"3101","157787","2015"
"3101","157788","2015"
"1237","157806","2015"
"14742","157818","2015"
"14742","157819","2015"
"967","157822","2015"
"967","157823","2015"
"967","157824","2015"
"131","157825","2015"
"131","157826","2015"
"1035","157847","2015"
"1035","157848","2015"
"1035","157849","2015"
"3788","157853","2015"
"3808","157855","2015"
"3808","157856","2015"
"1400","157864","2015"
"1400","157865","2015"
"5857","157871","2015"
"1341","157881","2015"
"1341","157882","2015"
"3791","157886","2015"
"3791","157887","2015"
"3791","157888","2015"
"5489","157941","2015"
"5489","157942","2015"
"5801","157946","2015"
"2844","157953","2015"
"2844","157954","2015"
"5190","157958","2015"
"5190","157959","2015"
"14749","157960","2015"
"5880","157976","2015"
"3760","157986","2015"
"6058","158009","2015"
"8818","158025","2015"
"8818","158026","2015"
"5900","158027","2015"
"8989","158028","2015"
"15208","158037","2015"
"12159","158040","2015"
"2499","158093","2015"
"2182","158117","2015"
"12624","158125","2015"
"12624","158126","2015"
"6088","158128","2015"
"6300","158129","2015"
"6300","158130","2015"
"15070","158131","2015"
"15070","158132","2015"
"15070","158133","2015"
"3202","158134","2015"
"3202","158135","2015"
"14082","158144","2015"
"3206","158145","2015"
"11004","158154","2015"
"3252","158166","2015"
"3252","158167","2015"
"2441","158173","2015"
"4285","158174","2015"
"4285","158175","2015"
"3217","158176","2015"
"3217","158177","2015"
"3217","158178","2015"
"11166","158191","2015"
"11166","158192","2015"
"5211","158207","2015"
"1381","158214","2015"
"1381","158215","2015"
"7377","158218","2015"
"7377","158219","2015"
"10931","158232","2015"
"10931","158233","2015"
"3191","158237","2015"
"9934","158254","2015"
"9934","158255","2015"
"13286","158268","2015"
"13286","158269","2015"
"6108","158276","2015"
"11084","158340","2015"
"11084","158341","2015"
"3525","158351","2015"
"8433","158354","2015"
"7418","158363","2015"
"2114","158377","2015"
"2114","158378","2015"
"10079","158387","2015"
"14871","158423","2015"
"5958","158429","2015"
"5283","158449","2015"
"2552","158453","2015"
"13182","158464","2015"
