"standalone_institution_id","survey_year","non_teaching_staff_count_id"
"7412","2015","449029"
"7412","2015","449030"
"7412","2015","449031"
"14977","2015","449050"
"14977","2015","449051"
"2433","2015","449070"
"2433","2015","449071"
"2433","2015","449072"
"2433","2015","449073"
"1402","2015","449114"
"1402","2015","449115"
"1402","2015","449116"
"4118","2015","449155"
"4118","2015","449156"
"12045","2015","449161"
"8846","2015","449167"
"2391","2015","449173"
"2391","2015","449174"
"2391","2015","449175"
"2391","2015","449176"
"2391","2015","449177"
"14061","2015","449187"
"14009","2015","449194"
"14028","2015","449203"
"8696","2015","449204"
"8696","2015","449205"
"14732","2015","449207"
"10817","2015","449220"
"10817","2015","449221"
"10817","2015","449222"
"6282","2015","449256"
"5377","2015","449304"
"3755","2015","449328"
"3074","2015","449331"
"3074","2015","449332"
"3074","2015","449333"
"13983","2015","449341"
"9845","2015","449368"
"13322","2015","449396"
"4412","2015","449484"
"4412","2015","449485"
"3801","2015","449491"
"3759","2015","449505"
"3029","2015","449516"
"3029","2015","449517"
"3029","2015","449518"
"14005","2015","449520"
"14730","2015","449538"
"8988","2015","449542"
"13996","2015","449551"
"13996","2015","449552"
"13996","2015","449553"
"5601","2015","449554"
"5601","2015","449555"
"5601","2015","449556"
"14017","2015","449580"
"5970","2015","449584"
"10255","2015","449611"
"14014","2015","449633"
"9761","2015","449651"
"9761","2015","449652"
"12755","2015","449659"
"12755","2015","449660"
"12755","2015","449661"
"7489","2015","449662"
"7489","2015","449663"
"7489","2015","449664"
"14578","2015","449666"
"10413","2015","449673"
"1459","2015","449689"
"1459","2015","449690"
"1459","2015","449691"
"4334","2015","449699"
"4334","2015","449700"
"4334","2015","449701"
"12187","2015","449711"
"12187","2015","449712"
"12187","2015","449713"
"12187","2015","449714"
"12187","2015","449715"
"8683","2015","449717"
"8683","2015","449718"
"8683","2015","449719"
"7121","2015","449743"
"10986","2015","449782"
"10986","2015","449783"
"8473","2015","449785"
"8473","2015","449786"
"14442","2015","449826"
"9790","2015","449827"
"9790","2015","449828"
"10238","2015","449829"
"8654","2015","449830"
"5497","2015","449853"
"5497","2015","449854"
"5497","2015","449855"
"8647","2015","449857"
"8647","2015","449858"
"3756","2015","449919"
"8200","2015","449935"
"8200","2015","449936"
"8200","2015","449937"
"8686","2015","450008"
"8686","2015","450009"
"3226","2015","450049"
"3226","2015","450050"
"3226","2015","450051"
"14445","2015","450072"
"14445","2015","450073"
"14445","2015","450074"
"14445","2015","450075"
"4106","2015","450088"
"7089","2015","450112"
"3318","2015","450126"
"3318","2015","450127"
"3318","2015","450128"
"12131","2015","450170"
"9368","2015","450177"
"9368","2015","450178"
"9368","2015","450179"
"7090","2015","450194"
"9748","2015","450206"
"7098","2015","450208"
"3179","2015","450211"
"2089","2015","450222"
"2089","2015","450223"
"14960","2015","450261"
"12207","2015","450264"
"1932","2015","450272"
"1932","2015","450273"
"1932","2015","450274"
"1932","2015","450275"
"10263","2015","450288"
"2914","2015","450305"
"2914","2015","450306"
"2914","2015","450307"
"2436","2015","450313"
"2436","2015","450314"
"2436","2015","450315"
"2436","2015","450316"
"2436","2015","450317"
"2436","2015","450318"
"12871","2015","450322"
"12871","2015","450323"
"6323","2015","450343"
"6323","2015","450344"
"6323","2015","450345"
"6323","2015","450346"
"10216","2015","450376"
"10216","2015","450377"
"4393","2015","450379"
"4393","2015","450380"
"4393","2015","450381"
"5383","2015","450382"
"5383","2015","450383"
"5383","2015","450384"
"5383","2015","450385"
"5383","2015","450386"
"9108","2015","450413"
"9108","2015","450414"
"9434","2015","450419"
"9434","2015","450420"
"9434","2015","450421"
"4523","2015","450491"
"8671","2015","450492"
"8671","2015","450493"
"12866","2015","450527"
"12866","2015","450528"
"3656","2015","450529"
"2909","2015","450596"
"2909","2015","450597"
"1386","2015","450603"
"14581","2015","450624"
"1186","2015","450625"
"1186","2015","450626"
"1186","2015","450627"
"1186","2015","450628"
"1186","2015","450629"
"9725","2015","450685"
"9725","2015","450686"
"8643","2015","450687"
"9928","2015","450691"
"3214","2015","450706"
"3214","2015","450707"
"3214","2015","450708"
"10157","2015","450711"
"10157","2015","450712"
"9134","2015","450717"
"9134","2015","450718"
"13989","2015","450719"
"1254","2015","450725"
"1254","2015","450726"
"1254","2015","450727"
"3049","2015","450738"
"3049","2015","450739"
"3049","2015","450740"
"3049","2015","450741"
"3049","2015","450742"
"6224","2015","450766"
"2943","2015","450792"
"15012","2015","450793"
"15012","2015","450794"
"14736","2015","450823"
"14736","2015","450824"
"14736","2015","450825"
"6678","2015","450859"
"6678","2015","450860"
"14156","2015","450912"
"14156","2015","450913"
"14156","2015","450914"
"9598","2015","450946"
"14031","2015","451015"
"14031","2015","451016"
"14031","2015","451017"
"14522","2015","451033"
"14522","2015","451034"
"8183","2015","451042"
"7111","2015","451044"
"7111","2015","451045"
"9023","2015","451064"
"1965","2015","451071"
"1965","2015","451072"
"15147","2015","451074"
"15147","2015","451075"
"12896","2015","451094"
"12896","2015","451095"
"9155","2015","451123"
"9888","2015","451142"
"9888","2015","451143"
"9888","2015","451144"
"9585","2015","451149"
"9585","2015","451150"
"1412","2015","451194"
"1412","2015","451195"
"1412","2015","451196"
"1412","2015","451197"
"2187","2015","451204"
"2187","2015","451205"
"2187","2015","451206"
"2187","2015","451207"
"9747","2015","451222"
"12174","2015","451237"
"12174","2015","451238"
"12174","2015","451239"
"12174","2015","451240"
"13933","2015","451243"
"13933","2015","451244"
"6295","2015","451246"
"8526","2015","451298"
"9554","2015","451351"
"9554","2015","451352"
"1440","2015","451361"
"1440","2015","451362"
"1440","2015","451363"
"12621","2015","451373"
"8466","2015","451377"
"14965","2015","451391"
"14965","2015","451392"
"9735","2015","451398"
"2040","2015","451428"
"2040","2015","451429"
"2040","2015","451430"
"2040","2015","451431"
"2040","2015","451432"
"2040","2015","451433"
"9488","2015","451434"
"9488","2015","451435"
"9488","2015","451436"
"10183","2015","451443"
"10183","2015","451444"
"9174","2015","451503"
"9174","2015","451504"
"9174","2015","451505"
"3199","2015","451521"
"3199","2015","451522"
"3199","2015","451523"
"9413","2015","451561"
"9413","2015","451562"
"10166","2015","451599"
"10166","2015","451600"
"10166","2015","451601"
"9044","2015","451619"
"9044","2015","451620"
"10189","2015","451629"
"2704","2015","451655"
"2704","2015","451656"
"2704","2015","451657"
"2704","2015","451658"
"2689","2015","451663"
"12094","2015","451709"
"9302","2015","451711"
"9302","2015","451712"
"2592","2015","451729"
"2592","2015","451730"
"9117","2015","451766"
"9117","2015","451767"
"12410","2015","451782"
"12410","2015","451783"
"12410","2015","451784"
"9709","2015","451806"
"9709","2015","451807"
"9709","2015","451808"
"14502","2015","451885"
"14502","2015","451886"
"2465","2015","451959"
"2465","2015","451960"
"2465","2015","451961"
"4423","2015","451985"
"4423","2015","451986"
"4423","2015","451987"
"9809","2015","452015"
"9867","2015","452027"
"14523","2015","452076"
"14523","2015","452077"
"14523","2015","452078"
"13998","2015","452097"
"13998","2015","452098"
"9734","2015","452100"
"7498","2015","452143"
"9323","2015","452144"
"7504","2015","452152"
"7504","2015","452153"
"7503","2015","452163"
"7503","2015","452164"
"10119","2015","452169"
"10119","2015","452170"
"9218","2015","452205"
"10379","2015","452224"
"10379","2015","452225"
"10379","2015","452226"
"3783","2015","452228"
"3761","2015","452235"
"3761","2015","452236"
"3761","2015","452237"
"3761","2015","452238"
"9195","2015","452283"
"9195","2015","452284"
"9195","2015","452285"
"12038","2015","452376"
"12038","2015","452377"
"9958","2015","452388"
"2393","2015","452442"
"2393","2015","452443"
"2393","2015","452444"
"2393","2015","452445"
"2393","2015","452446"
"2393","2015","452447"
"14759","2015","452488"
"10818","2015","452532"
"10818","2015","452533"
"10818","2015","452534"
"10818","2015","452535"
"2414","2015","452591"
