"standalone_institution_id","survey_year","non_teaching_staff_count_id"
"12193","2015","468186"
"12193","2015","468187"
"9500","2015","468196"
"11137","2015","468206"
"5798","2015","468214"
"6050","2015","468223"
"6050","2015","468224"
"6050","2015","468225"
"2924","2015","468253"
"2924","2015","468254"
"2924","2015","468255"
"14737","2015","468268"
"14737","2015","468269"
"14737","2015","468270"
"11157","2015","468282"
"11157","2015","468283"
"2229","2015","468318"
"2229","2015","468319"
"6668","2015","468367"
"9373","2015","468379"
"9373","2015","468380"
"10948","2015","468410"
"10948","2015","468411"
"10948","2015","468412"
"10948","2015","468413"
"10948","2015","468414"
"10948","2015","468415"
"10948","2015","468416"
"8649","2015","468439"
"8649","2015","468440"
"1136","2015","468446"
"1136","2015","468447"
"1136","2015","468448"
"1136","2015","468449"
"1136","2015","468450"
"1136","2015","468451"
"2621","2015","468483"
"2621","2015","468484"
"2621","2015","468485"
"2621","2015","468486"
"2682","2015","468514"
"2682","2015","468515"
"2682","2015","468516"
"2682","2015","468517"
"2209","2015","468533"
"2209","2015","468534"
"14032","2015","468551"
"14032","2015","468552"
"9940","2015","468558"
"9940","2015","468559"
"9940","2015","468560"
"1991","2015","468569"
"1991","2015","468570"
"9466","2015","468572"
"9466","2015","468573"
"9150","2015","468574"
"9150","2015","468575"
"13803","2015","468585"
"13803","2015","468586"
"1251","2015","468630"
"9645","2015","468645"
"9645","2015","468646"
"139","2015","468649"
"139","2015","468650"
"5419","2015","468674"
"9871","2015","468707"
"7779","2015","468834"
"7779","2015","468835"
"9309","2015","468843"
"14008","2015","468864"
"14008","2015","468865"
"9965","2015","468928"
"9965","2015","468929"
"9530","2015","468952"
"9530","2015","468953"
"4039","2015","468969"
"4039","2015","468970"
"4039","2015","468971"
"4039","2015","468972"
"9835","2015","468973"
"9835","2015","468974"
"9555","2015","468983"
"9555","2015","468984"
"9555","2015","468985"
"7845","2015","469000"
"9443","2015","469008"
"9443","2015","469009"
"9443","2015","469010"
"8224","2015","469021"
"8224","2015","469022"
"1351","2015","469030"
"14012","2015","469078"
"9587","2015","469087"
"9587","2015","469088"
"9587","2015","469089"
"1801","2015","469099"
"1801","2015","469100"
"5884","2015","469102"
"9382","2015","469108"
"9382","2015","469109"
"9382","2015","469110"
"11086","2015","469137"
"12720","2015","588338"
"1842","2015","469148"
"1842","2015","469149"
"1842","2015","469150"
"2012","2015","469152"
"2012","2015","469153"
"2012","2015","469154"
"2012","2015","469155"
"4144","2015","469156"
"4144","2015","469157"
"4144","2015","469158"
"4144","2015","469159"
"4144","2015","469160"
"9102","2015","469190"
"9620","2015","469206"
"9620","2015","469207"
"952","2015","469208"
"952","2015","469209"
"952","2015","469210"
"952","2015","469211"
"13937","2015","469217"
"13937","2015","469218"
"13937","2015","469219"
"13937","2015","469220"
"9819","2015","469257"
"9819","2015","469258"
"9819","2015","469259"
"3802","2015","469285"
"3802","2015","469286"
"9074","2015","469395"
"2292","2015","469412"
"2292","2015","469413"
"2292","2015","469414"
"9963","2015","469499"
"9963","2015","469500"
"9963","2015","469501"
"14432","2015","469535"
"14432","2015","469536"
"5447","2015","469543"
"12630","2015","469559"
"5812","2015","469565"
"5812","2015","469566"
"5812","2015","469567"
"5812","2015","469568"
"12899","2015","469573"
"12899","2015","469574"
"12899","2015","469575"
"10875","2015","469576"
"10875","2015","469577"
"10875","2015","469578"
"10875","2015","469579"
"14519","2015","469597"
"14519","2015","469598"
"8987","2015","469613"
"8780","2015","469621"
"8780","2015","469622"
"8780","2015","469623"
"8601","2015","469693"
"9319","2015","469702"
"7014","2015","469703"
"9389","2015","469707"
"3409","2015","469731"
"3409","2015","469732"
"3409","2015","469733"
"2061","2015","469811"
"2061","2015","469812"
"2960","2015","469849"
"2960","2015","469850"
"2960","2015","469851"
"9453","2015","469871"
"2785","2015","469886"
"2785","2015","469887"
"2785","2015","469888"
"9932","2015","469892"
"3524","2015","469902"
"9424","2015","469911"
"9424","2015","469912"
"9857","2015","469923"
"1731","2015","588591"
"1731","2015","588592"
"1447","2015","469948"
"7808","2015","469958"
"7808","2015","469959"
"7808","2015","469960"
"4623","2015","469972"
"1676","2015","469996"
"1676","2015","469997"
"1676","2015","469998"
"1676","2015","469999"
"1706","2015","470060"
"1706","2015","470061"
"10120","2015","470084"
"10120","2015","470085"
"9262","2015","470095"
"9262","2015","470096"
"9262","2015","470097"
"7920","2015","470098"
"2696","2015","470124"
"2696","2015","470125"
"15212","2015","470136"
"15212","2015","470137"
"12804","2015","470145"
"12804","2015","470146"
"12804","2015","470147"
"12804","2015","470148"
"5802","2015","470156"
"5802","2015","470157"
"5802","2015","470158"
"14454","2015","470162"
"14454","2015","470163"
"14454","2015","470164"
"14454","2015","470165"
"14454","2015","470166"
"12157","2015","470217"
"14451","2015","470326"
"14451","2015","470327"
"14451","2015","470328"
"14451","2015","470329"
"2826","2015","470353"
"2826","2015","470354"
"2826","2015","470355"
"6682","2015","470360"
"6682","2015","470361"
"5954","2015","470392"
"1265","2015","470450"
"1265","2015","470451"
"1265","2015","470452"
"1265","2015","470453"
"9793","2015","470457"
"13042","2015","470467"
"5430","2015","470481"
"7907","2015","470492"
"7907","2015","470493"
"14030","2015","470560"
"9031","2015","470590"
"9731","2015","470611"
"2290","2015","470632"
"5695","2015","470684"
"5695","2015","470685"
"5695","2015","470686"
"5695","2015","470687"
"15185","2015","470711"
"15185","2015","470712"
"15185","2015","470713"
"15185","2015","470714"
"9316","2015","470763"
"14735","2015","470767"
"9079","2015","470806"
"7652","2015","470810"
"7652","2015","470811"
"7652","2015","470812"
"7652","2015","470813"
"9916","2015","470815"
"708","2015","470849"
"10954","2015","470859"
"10954","2015","470860"
"5966","2015","470923"
"5966","2015","470924"
"10171","2015","470928"
"1216","2015","470935"
"3204","2015","470936"
"3204","2015","470937"
"14528","2015","470940"
"14528","2015","470941"
"5913","2015","470954"
"5913","2015","470955"
"3753","2015","470972"
"3753","2015","470973"
"3753","2015","470974"
"5851","2015","470992"
"5851","2015","470993"
"13924","2015","471038"
"13924","2015","471039"
"6774","2015","471129"
"6774","2015","471130"
"6774","2015","471131"
"6433","2015","471132"
"6433","2015","471133"
"6433","2015","471134"
"9668","2015","471183"
"9668","2015","471184"
"9739","2015","471196"
"5810","2015","471206"
"5810","2015","471207"
"9087","2015","471213"
"9087","2015","471214"
"119","2015","471235"
"119","2015","471236"
"119","2015","471237"
"6133","2015","471238"
"1283","2015","471253"
"1283","2015","471254"
"1284","2015","471292"
"12887","2015","471313"
"14990","2015","471316"
"10773","2015","471374"
"10773","2015","471375"
"14532","2015","471393"
"14532","2015","471394"
"7999","2015","471408"
"971","2015","471415"
"971","2015","471416"
"3228","2015","471445"
"3228","2015","471446"
"3228","2015","471447"
"4454","2015","471465"
"4454","2015","471466"
"4454","2015","471467"
"14580","2015","471488"
"14580","2015","471489"
"14580","2015","471490"
"11190","2015","471527"
"12087","2015","471533"
"12087","2015","471534"
"12087","2015","471535"
"8415","2015","471550"
"8415","2015","471551"
"8415","2015","471552"
"8309","2015","471566"
"12594","2015","471639"
"12594","2015","471640"
"12594","2015","471641"
"12594","2015","471642"
"9094","2015","471655"
"9094","2015","471656"
"8602","2015","471697"
"8602","2015","471698"
"9075","2015","471704"
"9324","2015","471735"
"9324","2015","471736"
"9324","2015","471737"
"9060","2015","471764"
"9060","2015","471765"
"9060","2015","471766"
"9060","2015","471767"
"14455","2015","471799"
"14455","2015","471800"
"14455","2015","471801"
"4382","2015","471825"
"4382","2015","471826"
"4382","2015","471827"
"9270","2015","471915"
"9270","2015","471916"
"5384","2015","471920"
"5384","2015","471921"
"5384","2015","471922"
"5384","2015","471923"
"5384","2015","471924"
"5384","2015","471925"
"10886","2015","471937"
"10886","2015","471938"
"10886","2015","471939"
"10886","2015","471940"
"10887","2015","471943"
"10887","2015","471944"
"10887","2015","471945"
"10887","2015","471946"
"9920","2015","471947"
"1334","2015","472004"
"14607","2015","472022"
"14607","2015","472023"
"14607","2015","472024"
"9995","2015","472139"
"14426","2015","472239"
"14426","2015","472240"
"14426","2015","472241"
"14426","2015","472242"
"14426","2015","472243"
"14426","2015","472244"
"3197","2015","472264"
"3197","2015","472265"
"14916","2015","472270"
"14916","2015","472271"
"14916","2015","472272"
"14916","2015","472273"
"14916","2015","472274"
"14916","2015","472275"
"14916","2015","472276"
"4434","2015","472325"
"1399","2015","472352"
"982","2015","472366"
"982","2015","472367"
"982","2015","472368"
"982","2015","472369"
"2344","2015","472376"
"2344","2015","472377"
"2344","2015","472378"
"9193","2015","472424"
"9193","2015","472425"
"11128","2015","472428"
"12020","2015","472436"
"1407","2015","472459"
"1407","2015","472460"
"9273","2015","472474"
"9433","2015","472552"
"9433","2015","472553"
"9433","2015","472554"
"11021","2015","472560"
"9091","2015","472572"
"9091","2015","472573"
"2153","2015","472596"
"2153","2015","472597"
"1369","2015","472598"
"13993","2015","472616"
"2455","2015","472625"
"2455","2015","472626"
"7765","2015","472667"
"2202","2015","472673"
"2202","2015","472674"
"6884","2015","472693"
"6884","2015","472694"
"3101","2015","472724"
"3101","2015","472725"
"3101","2015","472726"
"1256","2015","472739"
"1256","2015","472740"
"1256","2015","472741"
"8209","2015","472744"
"8209","2015","472745"
"1237","2015","472798"
"1237","2015","472799"
"15072","2015","472810"
"1059","2015","472827"
"1059","2015","472828"
"1059","2015","472829"
"1059","2015","472830"
"14742","2015","472837"
"14742","2015","472838"
"14742","2015","472839"
"967","2015","472855"
"967","2015","472856"
"967","2015","472857"
"131","2015","472862"
"131","2015","472863"
"131","2015","472864"
"131","2015","472865"
"131","2015","472866"
"9378","2015","472894"
"9378","2015","472895"
"9378","2015","472896"
"3194","2015","472898"
"9898","2015","472904"
"9898","2015","472905"
"1035","2015","472929"
"1035","2015","472930"
"1035","2015","472931"
"3788","2015","472939"
"3788","2015","472940"
"3808","2015","472956"
"3808","2015","472957"
"1400","2015","472988"
"1400","2015","472989"
"1400","2015","472990"
"9317","2015","472993"
"5857","2015","473011"
"5857","2015","473012"
"1341","2015","473046"
"1341","2015","473047"
"1341","2015","473048"
"1341","2015","473049"
"7140","2015","473060"
"7140","2015","473061"
"3791","2015","473069"
"8678","2015","473123"
"15137","2015","473241"
"5489","2015","473243"
"5801","2015","473255"
"5801","2015","473256"
"2844","2015","473281"
"2844","2015","473282"
"2844","2015","473283"
"2026","2015","473285"
"5190","2015","473299"
"5190","2015","473300"
"5190","2015","473301"
"5190","2015","473302"
"14749","2015","473317"
"5880","2015","473349"
"9445","2015","473366"
"9445","2015","473367"
"9445","2015","473368"
"1685","2015","473375"
"1685","2015","473376"
"1685","2015","473377"
"1685","2015","473378"
"3760","2015","473409"
"3760","2015","473410"
"3760","2015","473411"
"15001","2015","473413"
"6058","2015","473495"
"10952","2015","473520"
"10952","2015","473521"
"10952","2015","473522"
"8818","2015","473596"
"8818","2015","473597"
"5900","2015","473598"
"8989","2015","473599"
"8989","2015","473600"
"15208","2015","473618"
"12159","2015","473623"
"12159","2015","473624"
"12159","2015","473625"
"9201","2015","473626"
"15073","2015","473651"
"9108","2015","473657"
"9187","2015","473747"
"2499","2015","473774"
"2499","2015","473775"
"2499","2015","473776"
"2499","2015","473777"
"2499","2015","473778"
"5919","2015","473792"
"9285","2015","473804"
"9285","2015","473805"
"9285","2015","473806"
"9285","2015","473807"
"2182","2015","473868"
"2182","2015","473869"
"2182","2015","473870"
"2182","2015","473871"
"2182","2015","473872"
"12624","2015","473895"
"12624","2015","473896"
"9090","2015","473899"
"6088","2015","473900"
"6300","2015","473901"
"6300","2015","473902"
"6300","2015","473903"
"15070","2015","473904"
"15070","2015","473905"
"3202","2015","473918"
"3202","2015","473919"
"14082","2015","473953"
"3206","2015","473954"
"11004","2015","474006"
"3252","2015","474033"
"3252","2015","474034"
"3252","2015","474035"
"2441","2015","474051"
"2441","2015","474052"
"4285","2015","474062"
"4285","2015","474063"
"4285","2015","474064"
"4285","2015","474065"
"4285","2015","474066"
"4285","2015","474067"
"3217","2015","474081"
"3217","2015","474082"
"3217","2015","474083"
"11166","2015","474114"
"9923","2015","474159"
"9923","2015","474160"
"9923","2015","474161"
"5211","2015","474185"
"9579","2015","474208"
"9579","2015","474209"
"1381","2015","474235"
"7377","2015","474240"
"7377","2015","474241"
"12042","2015","474266"
"12042","2015","474267"
"12042","2015","474268"
"10931","2015","474293"
"10931","2015","474294"
"10931","2015","474295"
"10931","2015","474296"
"10931","2015","474297"
"10931","2015","474298"
"3191","2015","474306"
"3191","2015","474307"
"3191","2015","474308"
"3191","2015","474309"
"14959","2015","474320"
"14959","2015","474321"
"14959","2015","474322"
"9934","2015","474382"
"9934","2015","474383"
"13286","2015","474420"
"13286","2015","474421"
"13286","2015","474422"
"6108","2015","474442"
"6108","2015","474443"
"15005","2015","474449"
"15005","2015","474450"
"9383","2015","474477"
"8978","2015","474512"
"8978","2015","474513"
"8978","2015","474514"
"8978","2015","474515"
"11084","2015","474627"
"9751","2015","474709"
"3525","2015","474711"
"3525","2015","474712"
"3525","2015","474713"
"3525","2015","474714"
"13788","2015","474729"
"13788","2015","474730"
"13788","2015","474731"
"13788","2015","474732"
"9754","2015","474733"
"9754","2015","474734"
"8433","2015","474760"
"9266","2015","474806"
"9266","2015","474807"
"7418","2015","474811"
"2114","2015","474881"
"2114","2015","474882"
"2114","2015","474883"
"2114","2015","474884"
"2114","2015","474885"
"2114","2015","474886"
"2114","2015","474887"
"2114","2015","474888"
"10079","2015","474952"
"14871","2015","475063"
"5958","2015","475085"
"5958","2015","475086"
"5958","2015","475087"
"5283","2015","475133"
"5283","2015","475134"
"5283","2015","475135"
"2552","2015","475143"
"2552","2015","475144"
"2552","2015","475145"
"2552","2015","475146"
"9829","2015","475167"
"13182","2015","475210"
"13182","2015","475211"
"5421","2015","475218"
"4578","2015","475224"
"5394","2015","475259"
"5394","2015","475260"
"5394","2015","475261"
"5795","2015","475307"
"4771","2015","475317"
"4771","2015","475318"
"4771","2015","475319"
"9305","2015","475322"
"1245","2015","475324"
"1245","2015","475325"
"1245","2015","475326"
"9971","2015","475374"
"3196","2015","475433"
"3196","2015","475434"
"3196","2015","475435"
"3196","2015","475436"
"9219","2015","475477"
"9219","2015","475478"
"9219","2015","475479"
"3776","2015","475499"
"13986","2015","475504"
"5811","2015","475514"
"5811","2015","475515"
"9804","2015","475630"
"9804","2015","475631"
"10950","2015","475658"
"10950","2015","475659"
"10950","2015","475660"
"10950","2015","475661"
"10950","2015","475662"
"10102","2015","475678"
"10902","2015","475698"
"10902","2015","475699"
"10902","2015","475700"
"10902","2015","475701"
"10902","2015","475702"
"10902","2015","475703"
"10902","2015","475704"
"9279","2015","475714"
"9279","2015","475715"
"10973","2015","475732"
"14588","2015","475755"
"14588","2015","475756"
"14588","2015","475757"
"3772","2015","475758"
"10199","2015","475819"
"10197","2015","475983"
"10197","2015","475984"
"6867","2015","475990"
"6688","2015","475991"
"6688","2015","475992"
"6688","2015","475993"
"10978","2015","475999"
"10978","2015","476000"
"10978","2015","476001"
"12627","2015","476048"
"5483","2015","476059"
"2322","2015","476086"
"2322","2015","476087"
"2322","2015","476088"
"12049","2015","476108"
"6746","2015","476109"
"998","2015","476135"
"998","2015","476136"
"998","2015","476137"
"2851","2015","476142"
"9357","2015","476189"
"7309","2015","476221"
"7309","2015","476222"
"3215","2015","476249"
"3215","2015","476250"
"3215","2015","476251"
"3795","2015","476269"
"10159","2015","476274"
"10966","2015","476299"
"10966","2015","476300"
"5890","2015","476361"
"5890","2015","476362"
"5890","2015","476363"
"2302","2015","476364"
"2302","2015","476365"
"2302","2015","476366"
"9921","2015","476373"
"9921","2015","476374"
"9921","2015","476375"
"6451","2015","476376"
"9853","2015","476378"
"11207","2015","476384"
"11207","2015","476385"
"11207","2015","476386"
"1321","2015","476426"
"1321","2015","476427"
"1321","2015","476428"
"9366","2015","476439"
"11169","2015","476455"
"3346","2015","476482"
"9881","2015","476549"
"15186","2015","476566"
"15186","2015","476567"
"15186","2015","476568"
"15186","2015","476569"
"15069","2015","476607"
"2397","2015","476713"
"14731","2015","476731"
"14731","2015","476732"
"14731","2015","476733"
"14731","2015","476734"
"9149","2015","476743"
"9149","2015","476744"
"3143","2015","476745"
"3143","2015","476746"
"3143","2015","476747"
"9904","2015","476853"
"9904","2015","476854"
"9904","2015","476855"
"9904","2015","476856"
"1384","2015","476919"
"1384","2015","476920"
"1384","2015","476921"
"10146","2015","476926"
"10146","2015","476927"
"10146","2015","476928"
"9946","2015","476939"
"9946","2015","476940"
"14603","2015","476952"
"14603","2015","476953"
"14603","2015","476954"
"6645","2015","477019"
"6645","2015","477020"
"6645","2015","477021"
"6645","2015","477022"
"2427","2015","477040"
"2427","2015","477041"
"2427","2015","477042"
"2427","2015","477043"
"7381","2015","477207"
"7381","2015","477208"
"7381","2015","477209"
"1747","2015","477213"
"1747","2015","477214"
"599","2015","477244"
"9869","2015","477254"
"12809","2015","477264"
"12809","2015","477265"
"3164","2015","477266"
"13941","2015","477275"
"13941","2015","477276"
"13941","2015","477277"
"13941","2015","477278"
"13941","2015","477279"
"11171","2015","477305"
"10040","2015","477420"
"13990","2015","477424"
"13990","2015","477425"
"13990","2015","477426"
"13990","2015","477427"
"3250","2015","477461"
"3250","2015","477462"
"40","2015","477471"
"40","2015","477472"
"40","2015","477473"
"40","2015","477474"
"40","2015","477475"
"10905","2015","477486"
"10905","2015","477487"
"10905","2015","477488"
"9887","2015","477526"
"9887","2015","477527"
"9887","2015","477528"
"14957","2015","477626"
"14957","2015","477627"
"14957","2015","477628"
"5415","2015","477685"
"5415","2015","477686"
"8838","2015","477691"
"8838","2015","477692"
"8838","2015","477693"
"12304","2015","477740"
"5805","2015","477760"
"6483","2015","477814"
"8985","2015","477844"
"8840","2015","477854"
"5742","2015","477952"
"5742","2015","477953"
"5742","2015","477954"
"5742","2015","477955"
"1259","2015","477959"
"1259","2015","477960"
"1259","2015","477961"
"6698","2015","478132"
"13977","2015","478175"
"13977","2015","478176"
"9626","2015","478186"
"5466","2015","478244"
"5466","2015","478245"
"5466","2015","478246"
"5466","2015","478247"
"14904","2015","478402"
"14904","2015","478403"
"14904","2015","478404"
"14904","2015","478405"
"14167","2015","478471"
"14167","2015","478472"
"6072","2015","478514"
"2792","2015","478559"
"5968","2015","478560"
"257","2015","478597"
"257","2015","478598"
"4359","2015","478616"
"4359","2015","478617"
"4359","2015","478618"
"4359","2015","478619"
"4359","2015","478620"
"4359","2015","478621"
"4359","2015","478622"
"6425","2015","478632"
"6425","2015","478633"
"6425","2015","478634"
"6159","2015","478635"
"6159","2015","478636"
"6159","2015","478637"
"5379","2015","478655"
"5379","2015","478656"
"5379","2015","478657"
"3449","2015","478682"
"3449","2015","478683"
"3449","2015","478684"
"3449","2015","478685"
"6120","2015","478686"
"6155","2015","478696"
"8094","2015","478718"
"3495","2015","478719"
"3495","2015","478720"
"3495","2015","478721"
"3495","2015","478722"
"2934","2015","478745"
"2934","2015","478746"
"940","2015","478785"
"940","2015","478786"
"940","2015","478787"
"8003","2015","478809"
"3311","2015","478836"
"4851","2015","478880"
"4851","2015","478881"
"4851","2015","478882"
"4851","2015","478883"
"9399","2015","478908"
"9399","2015","478909"
"9399","2015","478910"
"3198","2015","478912"
"3198","2015","478913"
"3198","2015","478914"
"3816","2015","478939"
"3816","2015","478940"
"3816","2015","478941"
"3816","2015","478942"
"3816","2015","478943"
"14024","2015","478952"
"10991","2015","478966"
"10991","2015","478967"
"10991","2015","478968"
"2786","2015","478995"
"8562","2015","479002"
"10161","2015","479036"
"10161","2015","479037"
"6379","2015","479048"
"6379","2015","479049"
"1253","2015","479054"
"1253","2015","479055"
"1253","2015","479056"
"1253","2015","479057"
"1253","2015","479058"
"4849","2015","479068"
"4849","2015","479069"
"4849","2015","479070"
"2658","2015","479082"
"2658","2015","479083"
"2658","2015","479084"
"2658","2015","479085"
"1043","2015","479093"
"1043","2015","479094"
"1043","2015","479095"
"1043","2015","479096"
"638","2015","479103"
"638","2015","479104"
"638","2015","479105"
"638","2015","479106"
"13121","2015","479107"
"13121","2015","479108"
"13121","2015","479109"
"13121","2015","479110"
"6015","2015","479132"
"12040","2015","479146"
"12040","2015","479147"
"12040","2015","479148"
"12040","2015","479149"
"12040","2015","479150"
"12040","2015","479151"
"15232","2015","479162"
"1297","2015","479183"
"1297","2015","479184"
"1297","2015","479185"
"14613","2015","479197"
"13888","2015","479198"
"13888","2015","479199"
"15108","2015","479239"
"15108","2015","479240"
"15108","2015","479241"
"13827","2015","479261"
"9918","2015","479263"
"9918","2015","479264"
"10115","2015","479270"
"10115","2015","479271"
"1380","2015","479278"
"3222","2015","479323"
"3222","2015","479324"
"10049","2015","479325"
"13969","2015","479341"
"9910","2015","479374"
"9798","2015","479376"
"9798","2015","479377"
"9798","2015","479378"
"4419","2015","479396"
"4419","2015","479397"
"14022","2015","479447"
"14936","2015","479454"
"2503","2015","479455"
"7133","2015","479458"
"4603","2015","479459"
"3809","2015","479460"
"9118","2015","479469"
"9118","2015","479470"
"4290","2015","479483"
"4290","2015","479484"
"15196","2015","479488"
"15196","2015","479489"
"14964","2015","479490"
"6276","2015","479491"
"6276","2015","479492"
"6276","2015","479493"
"6276","2015","479494"
"5385","2015","479515"
"2716","2015","479550"
"2716","2015","479551"
"2716","2015","479552"
"2716","2015","479553"
"8984","2015","479589"
"8984","2015","479590"
"8984","2015","479591"
"8984","2015","479592"
"4848","2015","479607"
"4848","2015","479608"
"4848","2015","479609"
"4848","2015","479610"
"6396","2015","479640"
"6396","2015","479641"
"937","2015","479676"
"937","2015","479677"
"1038","2015","479680"
"1038","2015","479681"
"1038","2015","479682"
"1038","2015","479683"
"1038","2015","479684"
"1037","2015","479712"
"1037","2015","479713"
"9143","2015","479723"
"14891","2015","479743"
"14891","2015","479744"
"14891","2015","479745"
"14891","2015","479746"
"14459","2015","479755"
"14459","2015","479756"
"4432","2015","479781"
"4432","2015","479782"
"4430","2015","479792"
"4430","2015","479793"
"1183","2015","479812"
"1183","2015","479813"
"1183","2015","479814"
"790","2015","479905"
"790","2015","479906"
"12646","2015","480024"
"12646","2015","480025"
"15003","2015","480051"
"12579","2015","480071"
"9669","2015","480077"
"8979","2015","480098"
"8979","2015","480099"
"14517","2015","480116"
"2387","2015","480132"
"2387","2015","480133"
"2387","2015","480134"
"3059","2015","480159"
"3059","2015","480160"
"3059","2015","480161"
"3059","2015","480162"
"3059","2015","480163"
"3059","2015","480164"
"9371","2015","480191"
"4853","2015","480206"
"11123","2015","480234"
"932","2015","480272"
"932","2015","480273"
"932","2015","480274"
"9864","2015","480333"
"4582","2015","480345"
"2488","2015","480346"
"2488","2015","480347"
"2488","2015","480348"
"12021","2015","480350"
"12021","2015","480351"
"223","2015","480375"
"223","2015","480376"
"4456","2015","480377"
"4456","2015","480378"
"4456","2015","480379"
"4456","2015","480380"
"1008","2015","480384"
"1008","2015","480385"
"1008","2015","480386"
"1218","2015","480408"
"1218","2015","480409"
"1218","2015","480410"
"2394","2015","480413"
"2394","2015","480414"
"2394","2015","480415"
"14896","2015","480424"
"14896","2015","480425"
"14896","2015","480426"
"14896","2015","480427"
"14896","2015","480428"
"9979","2015","480429"
"2587","2015","480430"
"2587","2015","480431"
"2587","2015","480432"
"2587","2015","480433"
"2587","2015","480434"
"2587","2015","480435"
"7936","2015","480441"
"7936","2015","480442"
"1328","2015","480464"
"1328","2015","480465"
"14163","2015","480470"
"5452","2015","480474"
"14954","2015","480502"
"14954","2015","480503"
"12037","2015","480515"
"4351","2015","480520"
"2143","2015","480521"
"2143","2015","480522"
"2143","2015","480523"
"5398","2015","480528"
"15036","2015","480540"
"15036","2015","480541"
"6156","2015","480542"
"6156","2015","480543"
"6156","2015","480544"
"6156","2015","480545"
"8779","2015","480548"
"8779","2015","480549"
"8779","2015","480550"
"8779","2015","480551"
"8779","2015","480552"
"15215","2015","480567"
"15215","2015","480568"
"15215","2015","480569"
"15215","2015","480570"
"4026","2015","480584"
"4026","2015","480585"
"4026","2015","480586"
"4026","2015","480587"
"4026","2015","480588"
"12266","2015","480658"
"12266","2015","480659"
"12266","2015","480660"
"1205","2015","480671"
"1205","2015","480672"
"1205","2015","480673"
"3207","2015","480680"
"3207","2015","480681"
"3207","2015","480682"
"4028","2015","480683"
"4028","2015","480684"
"4028","2015","480685"
"4028","2015","480686"
"4028","2015","480687"
"1314","2015","480702"
"1314","2015","480703"
"8065","2015","480711"
"15224","2015","480715"
"15224","2015","480716"
"8268","2015","480719"
"8268","2015","480720"
"8268","2015","480721"
"1084","2015","480758"
"1084","2015","480759"
"1084","2015","480760"
"1084","2015","480761"
"6595","2015","480779"
"6595","2015","480780"
"6595","2015","480781"
"5408","2015","480791"
"14984","2015","480801"
"1757","2015","480841"
"1757","2015","480842"
"1757","2015","480843"
"5807","2015","480898"
"5807","2015","480899"
"5807","2015","480900"
"5807","2015","480901"
"15193","2015","480913"
"15193","2015","480914"
"15193","2015","480915"
"8842","2015","480990"
"8842","2015","480991"
"8842","2015","480992"
"2907","2015","480994"
"2907","2015","480995"
"2907","2015","480996"
"2507","2015","481004"
"2507","2015","481005"
"2507","2015","481006"
"12123","2015","481026"
"10999","2015","481046"
"10769","2015","481049"
"10769","2015","481050"
"10769","2015","481051"
"10769","2015","481052"
"10998","2015","481083"
"2598","2015","481156"
"8801","2015","481205"
"8801","2015","481206"
"8801","2015","481207"
"10133","2015","481212"
"1863","2015","481235"
"1863","2015","481236"
"1863","2015","481237"
"6428","2015","481245"
"15077","2015","481265"
"15077","2015","481266"
"15077","2015","481267"
"14146","2015","481274"
"14146","2015","481275"
"14146","2015","481276"
"1327","2015","481277"
"1327","2015","481278"
"1327","2015","481279"
"6933","2015","481337"
"12770","2015","481356"
"1313","2015","481373"
"1313","2015","481374"
"3861","2015","481382"
"1260","2015","481387"
"1260","2015","481388"
"1260","2015","481389"
"3438","2015","481392"
"9660","2015","481411"
"12189","2015","481421"
"12189","2015","481422"
"12189","2015","481423"
"12189","2015","481424"
"7844","2015","481425"
"7844","2015","481426"
"7844","2015","481427"
"7844","2015","481428"
"8452","2015","481435"
"8452","2015","481436"
"8452","2015","481437"
"8542","2015","481451"
"3798","2015","481476"
"3324","2015","481504"
"2440","2015","481505"
"2440","2015","481506"
"2440","2015","481507"
"2440","2015","481508"
"2440","2015","481509"
"2440","2015","481510"
"15247","2015","481511"
"15247","2015","481512"
"5464","2015","481534"
"5464","2015","481535"
"5464","2015","481536"
"10932","2015","481578"
"10932","2015","481579"
"10932","2015","481580"
"10932","2015","481581"
"10932","2015","481582"
"9386","2015","481662"
"15099","2015","481666"
"3359","2015","481685"
"3359","2015","481686"
"3236","2015","481749"
"3236","2015","481750"
"8078","2015","481755"
"8078","2015","481756"
"8078","2015","481757"
"5528","2015","481768"
"5528","2015","481769"
"9024","2015","481798"
"15114","2015","481810"
"15114","2015","481811"
"15114","2015","481812"
"6347","2015","481813"
"6347","2015","481814"
"6347","2015","481815"
"12766","2015","481816"
"2232","2015","481910"
"2232","2015","481911"
"8783","2015","481931"
"8783","2015","481932"
"9577","2015","482012"
"9577","2015","482013"
"3148","2015","482019"
"13754","2015","482047"
"4349","2015","482060"
"4349","2015","482061"
"5409","2015","482074"
"4131","2015","482075"
"4131","2015","482076"
"4131","2015","482077"
"4131","2015","482078"
"4131","2015","482079"
"2497","2015","482090"
"2497","2015","482091"
"2497","2015","482092"
"15172","2015","482093"
"15172","2015","482094"
"15172","2015","482095"
"12504","2015","482110"
"4820","2015","482122"
"7655","2015","482128"
"4332","2015","482133"
"4332","2015","482134"
"4332","2015","482135"
"4332","2015","482136"
"4332","2015","482137"
"9037","2015","482138"
"14138","2015","482139"
"14138","2015","482140"
"2958","2015","482143"
"2958","2015","482144"
"2958","2015","482145"
