"college_institution_id","survey_year","accreditation_id"
"713","2015","23735"
"35225","2015","23736"
"22979","2015","23737"
"26035","2015","23739"
"41516","2015","23740"
"44299","2015","23742"
"664","2015","23744"
"929","2015","23746"
"929","2015","23747"
"7194","2015","23748"
"117","2015","23749"
"117","2015","23750"
"34551","2015","23751"
"40480","2015","23752"
"40480","2015","23753"
"40480","2015","23754"
"697","2015","23755"
"697","2015","23756"
"5891","2015","23757"
"5891","2015","23758"
"35640","2015","23759"
"564","2015","23761"
"39633","2015","23762"
"35522","2015","23763"
"17764","2015","23764"
"8376","2015","23766"
"22918","2015","23767"
"7287","2015","23768"
"11084","2015","23769"
"21925","2015","23772"
"14549","2015","23773"
"41387","2015","23774"
"17872","2015","23775"
"17872","2015","23776"
"5876","2015","23777"
"34083","2015","23778"
"15717","2015","23779"
"666","2015","23781"
"666","2015","23782"
"41971","2015","23783"
"42193","2015","23785"
"5843","2015","23787"
"20751","2015","23788"
"624","2015","23790"
"9024","2015","23791"
"829","2015","23792"
"954","2015","23793"
"42919","2015","23794"
"19085","2015","23795"
"40235","2015","23796"
"7439","2015","23797"
"26043","2015","23798"
"27690","2015","23799"
"500","2015","23800"
"500","2015","23801"
"26006","2015","23802"
"8287","2015","23803"
"14726","2015","23804"
"25822","2015","23805"
"28639","2015","23806"
"12289","2015","23807"
"44172","2015","23808"
"14897","2015","23809"
"554","2015","23810"
"1040","2015","23811"
"17687","2015","23813"
"33525","2015","23814"
"13521","2015","23817"
"21402","2015","23818"
"21402","2015","23819"
"5838","2015","23820"
"16817","2015","23821"
"18363","2015","23824"
"622","2015","23826"
"471","2015","23827"
"471","2015","23828"
"13545","2015","23829"
"402","2015","23830"
"26032","2015","23831"
"7135","2015","23832"
"316","2015","23833"
"35546","2015","23834"
"446","2015","23835"
"11012","2015","23836"
"13662","2015","23837"
"1162","2015","23838"
"33660","2015","23839"
"26836","2015","23843"
"41799","2015","23844"
"35436","2015","23845"
"6047","2015","23846"
"6661","2015","23847"
"11115","2015","23848"
"33995","2015","23850"
"513","2015","23851"
"513","2015","23852"
"11071","2015","23853"
"903","2015","23854"
"903","2015","23855"
"5925","2015","23856"
"47763","2015","23857"
"26154","2015","23858"
"6703","2015","23859"
"34308","2015","23860"
"6031","2015","23861"
"41292","2015","23863"
"6847","2015","23864"
"872","2015","23866"
"11121","2015","23867"
"7487","2015","23869"
"24667","2015","23870"
"17260","2015","23871"
"6642","2015","23872"
"14767","2015","23875"
"16861","2015","23876"
"41259","2015","23878"
"7310","2015","23879"
"705","2015","23881"
"1190","2015","23885"
"11029","2015","23886"
"37003","2015","23887"
"43916","2015","23888"
"6635","2015","23891"
"41332","2015","23892"
"11065","2015","23893"
"711","2015","23894"
"711","2015","23895"
"33975","2015","23896"
"14686","2015","23897"
"44639","2015","23899"
"9603","2015","23900"
"661","2015","23901"
"6775","2015","23903"
"13673","2015","23905"
"5944","2015","23906"
"6638","2015","23907"
"537","2015","23908"
"6114","2015","23909"
"5890","2015","23911"
"1197","2015","23913"
"6904","2015","23915"
"6106","2015","23916"
"46595","2015","23918"
"40180","2015","23919"
"8303","2015","23920"
"43604","2015","23921"
"674","2015","23922"
"10040","2015","23924"
"41705","2015","23926"
"6832","2015","23928"
"696","2015","23932"
"696","2015","23933"
"11083","2015","23934"
"8417","2015","23939"
"43155","2015","23940"
"731","2015","23942"
"49470","2015","23943"
"7527","2015","23944"
"33832","2015","23948"
"8294","2015","23949"
"11122","2015","23950"
"1106","2015","23951"
"40104","2015","23952"
"11227","2015","23953"
"11045","2015","23954"
"25518","2015","23955"
"11102","2015","23958"
"43402","2015","23960"
"6923","2015","23961"
"10707","2015","23964"
"603","2015","23966"
"7393","2015","23969"
"22152","2015","23970"
"42095","2015","23971"
"11190","2015","23972"
"45006","2015","23974"
"9002","2015","23975"
"41331","2015","23976"
"42876","2015","23977"
"42949","2015","23979"
"42949","2015","23980"
"36540","2015","23982"
"11089","2015","23983"
"42101","2015","23985"
"42101","2015","23986"
"11184","2015","23987"
"42304","2015","23989"
"42304","2015","23990"
"42304","2015","23991"
"22095","2015","23994"
"42278","2015","23995"
"11056","2015","23998"
"41548","2015","23999"
"19039","2015","24000"
"14603","2015","24001"
"43095","2015","24005"
"19063","2015","24006"
"33791","2015","24007"
"36467","2015","24008"
"46320","2015","24009"
"32837","2015","24010"
"10994","2015","24013"
"41814","2015","24016"
"12753","2015","24018"
"12753","2015","24019"
"10998","2015","24022"
"512","2015","24026"
"710","2015","24031"
"11173","2015","24032"
"33762","2015","24033"
"9599","2015","24035"
"11240","2015","24036"
"620","2015","24037"
"41542","2015","24039"
"28761","2015","24040"
"7402","2015","24041"
"42408","2015","24042"
"34619","2015","24043"
"7591","2015","24044"
"22138","2015","24047"
"33652","2015","24048"
"41346","2015","24049"
"32856","2015","24050"
"10987","2015","24052"
"41395","2015","24053"
"11054","2015","24054"
"11091","2015","24055"
"11171","2015","24056"
"29281","2015","24057"
"23000","2015","24058"
"11156","2015","24059"
"8855","2015","24061"
"30852","2015","24062"
"11205","2015","24064"
"41725","2015","24069"
"15580","2015","31864"
"11113","2015","24071"
"15298","2015","24073"
"11050","2015","24075"
"11153","2015","24076"
"11099","2015","24080"
"10984","2015","24081"
"8786","2015","24082"
"9051","2015","24085"
"11104","2015","24086"
"49104","2015","24087"
"49104","2015","24088"
"11170","2015","24089"
"11170","2015","24090"
"6779","2015","24091"
"359","2015","24092"
"11148","2015","24093"
"5958","2015","24094"
"18354","2015","24095"
"6740","2015","24096"
"6740","2015","24097"
"11193","2015","24098"
"15391","2015","24100"
"777","2015","24101"
"505","2015","24103"
"11154","2015","24104"
"1216","2015","24105"
"6853","2015","24106"
"6853","2015","24107"
"6888","2015","24108"
"17854","2015","24110"
"35418","2015","24111"
"10951","2015","24112"
"13478","2015","24113"
"33844","2015","24114"
"13744","2015","24116"
"1208","2015","24118"
"1208","2015","24119"
"50418","2015","24121"
"36468","2015","24125"
"12451","2015","24129"
"41993","2015","24131"
"7196","2015","24132"
"34158","2015","24135"
"41975","2015","24136"
"33903","2015","24137"
"15153","2015","24139"
"23108","2015","24140"
"6215","2015","24141"
"12082","2015","24142"
"9146","2015","24147"
"27724","2015","24150"
"22967","2015","24151"
"22954","2015","24152"
"6644","2015","24154"
"41991","2015","24155"
"922","2015","24156"
"28419","2015","24157"
"27957","2015","24158"
"8863","2015","24159"
"18221","2015","24160"
"609","2015","24161"
"609","2015","24162"
"35554","2015","24163"
"15787","2015","24164"
"22098","2015","24165"
"50167","2015","24166"
"32812","2015","24167"
"11926","2015","24168"
"16595","2015","24169"
"15313","2015","24170"
"13541","2015","24171"
"928","2015","24172"
"6814","2015","24173"
"11068","2015","24174"
"11090","2015","24175"
"8664","2015","24176"
"34548","2015","24177"
"10988","2015","24178"
"29196","2015","24180"
"1178","2015","24181"
"1178","2015","24182"
"41472","2015","24183"
"681","2015","24184"
"681","2015","24185"
"6979","2015","24186"
"15772","2015","24187"
"18556","2015","24189"
"11061","2015","24191"
"19478","2015","24192"
"41478","2015","24194"
"33701","2015","24196"
"23853","2015","24197"
"42199","2015","24199"
"43103","2015","24201"
"8831","2015","24203"
"6245","2015","24206"
"5805","2015","24208"
"6838","2015","24210"
"7406","2015","24211"
"10199","2015","24212"
"50254","2015","24213"
"29081","2015","24214"
"12566","2015","24216"
"11995","2015","24218"
"18873","2015","24219"
"11137","2015","24220"
"29410","2015","24222"
"34175","2015","24223"
"5880","2015","24224"
"12656","2015","24225"
"17822","2015","24226"
"10750","2015","24230"
"8703","2015","24231"
"22145","2015","24232"
"41295","2015","24233"
"34638","2015","24234"
"34070","2015","24235"
"484","2015","24237"
"22872","2015","24238"
"6723","2015","24240"
"33675","2015","24241"
"51284","2015","31865"
"12612","2015","24243"
"28460","2015","24244"
"22995","2015","24245"
"6825","2015","24246"
"27907","2015","24247"
"21432","2015","24248"
"10924","2015","24251"
"11024","2015","24252"
"14816","2015","24253"
"11187","2015","24254"
"15790","2015","24255"
"9224","2015","24256"
"24992","2015","24257"
"24992","2015","24258"
"6170","2015","24259"
"41257","2015","24260"
"94","2015","24261"
"44442","2015","24262"
"18907","2015","31866"
"15554","2015","31869"
"44376","2015","24265"
"12645","2015","24267"
"6121","2015","24268"
"7090","2015","24269"
"12568","2015","24271"
"12222","2015","24272"
"21405","2015","24273"
"43356","2015","24274"
"21410","2015","24275"
"4124","2015","24276"
"605","2015","24277"
"9598","2015","24278"
"5802","2015","24279"
"1027","2015","24280"
"1027","2015","24281"
"131","2015","24282"
"9219","2015","24283"
"43627","2015","24284"
"5869","2015","24285"
"11111","2015","24286"
"1163","2015","24287"
"11112","2015","24288"
"30766","2015","24289"
"22865","2015","24290"
"14464","2015","24291"
"41958","2015","24292"
"14935","2015","24293"
"42027","2015","24294"
"40299","2015","24295"
"40299","2015","24296"
"40299","2015","24297"
"40299","2015","24298"
"18323","2015","24299"
"14885","2015","24300"
"5852","2015","24301"
"1044","2015","24302"
"11142","2015","24304"
"1383","2015","24305"
"21404","2015","24307"
"6650","2015","24308"
"30800","2015","24309"
"42804","2015","24310"
"735","2015","24311"
"24575","2015","24312"
"13354","2015","24313"
"18264","2015","24314"
"7260","2015","24315"
"6714","2015","24316"
"35579","2015","24317"
"22943","2015","24318"
"15240","2015","24319"
"18284","2015","24320"
"21433","2015","24321"
"13384","2015","24322"
"21409","2015","24323"
"11003","2015","24326"
"21457","2015","24328"
"31599","2015","24329"
"13481","2015","24330"
"7430","2015","24331"
"19042","2015","24332"
"25718","2015","24333"
"45562","2015","24334"
"15537","2015","24335"
"18477","2015","24336"
"546","2015","24337"
"546","2015","24338"
"19059","2015","24339"
"11237","2015","24341"
"11035","2015","24342"
"7083","2015","24344"
"8297","2015","24346"
"1228","2015","24347"
"1228","2015","24348"
"7097","2015","24350"
"724","2015","24351"
"724","2015","24352"
"10082","2015","24353"
"11038","2015","24354"
"27919","2015","24355"
"361","2015","24356"
"1185","2015","24357"
"480","2015","24358"
"5835","2015","24359"
"49597","2015","24360"
"41887","2015","24361"
"30789","2015","24362"
"42855","2015","24363"
"14808","2015","24365"
"14808","2015","24366"
"14921","2015","24367"
"33515","2015","24368"
"828","2015","24369"
"38912","2015","24370"
"44706","2015","24371"
"9144","2015","24372"
"5795","2015","24374"
"7015","2015","24378"
"16487","2015","24379"
"16487","2015","24380"
"13181","2015","24383"
"5859","2015","24384"
"6192","2015","24385"
"7491","2015","24386"
"44510","2015","24387"
"33943","2015","24388"
"13765","2015","24389"
"19837","2015","24390"
"41752","2015","24391"
"29192","2015","24392"
"29192","2015","24393"
"19080","2015","24394"
"12214","2015","24395"
"41617","2015","24396"
"750","2015","24398"
"520","2015","24399"
"520","2015","24400"
"6627","2015","24403"
"41176","2015","24404"
"12300","2015","24406"
"30805","2015","24407"
"14437","2015","24408"
"42038","2015","24409"
"12122","2015","24410"
"534","2015","24411"
"15711","2015","24412"
"42814","2015","24414"
"23011","2015","24416"
"42680","2015","24417"
"48918","2015","24419"
"28444","2015","24420"
"285","2015","24421"
"285","2015","24422"
"1158","2015","24424"
"1158","2015","24425"
"7057","2015","24426"
"40530","2015","24427"
"6285","2015","24428"
"6285","2015","24429"
"16439","2015","24430"
"18297","2015","24431"
"23002","2015","24432"
"41549","2015","24433"
"11870","2015","24434"
"6713","2015","24436"
"41908","2015","24437"
"7060","2015","24439"
"832","2015","24440"
"832","2015","24441"
"21454","2015","24442"
"33717","2015","24443"
"33429","2015","24444"
"12248","2015","24445"
"23003","2015","24446"
"33930","2015","24448"
"10903","2015","24449"
"1170","2015","24450"
"1170","2015","24451"
"8313","2015","24453"
"33714","2015","24454"
"21459","2015","24455"
"17734","2015","24456"
"52354","2015","24457"
"18","2015","24458"
"19","2015","24459"
"52676","2015","24460"
"17","2015","24461"
"47866","2015","24462"
"45931","2015","24463"
"15","2015","24464"
"43390","2015","24465"
"50452","2015","24466"
"43023","2015","24468"
"33653","2015","24469"
"7091","2015","24470"
"11063","2015","24471"
"41349","2015","24472"
"41349","2015","24473"
"15712","2015","24476"
"19057","2015","24477"
"39539","2015","24478"
"42681","2015","24479"
"1001","2015","24480"
"1001","2015","24481"
"44732","2015","24484"
"22927","2015","24486"
"8309","2015","24487"
"42032","2015","24488"
"45341","2015","24489"
"29128","2015","24490"
"35810","2015","24491"
"22210","2015","24492"
"18395","2015","24493"
"22183","2015","24494"
"16450","2015","24495"
"16450","2015","24496"
"12349","2015","24498"
"22137","2015","24499"
"11140","2015","24500"
"6809","2015","24501"
"6809","2015","24502"
"18663","2015","24503"
"7059","2015","24505"
"5803","2015","24506"
"47947","2015","24508"
"11180","2015","24509"
"22893","2015","24510"
"6919","2015","24511"
"16417","2015","24512"
"16417","2015","24513"
"45868","2015","24514"
"635","2015","24515"
"635","2015","24516"
"6720","2015","24517"
"29018","2015","24518"
"12683","2015","24519"
"28025","2015","24520"
"28081","2015","24521"
"6836","2015","24522"
"18741","2015","24524"
"834","2015","24525"
"834","2015","24526"
"5941","2015","24528"
"22973","2015","24529"
"22973","2015","24530"
"43009","2015","24531"
"22981","2015","24532"
"41410","2015","24533"
"41410","2015","24534"
"41410","2015","24535"
"16717","2015","24536"
"35582","2015","24537"
"28133","2015","24538"
"976","2015","24539"
"11057","2015","24541"
"22955","2015","24542"
"29824","2015","24543"
"5800","2015","24544"
"27948","2015","24545"
"12022","2015","24546"
"11058","2015","24547"
"11037","2015","24550"
"28355","2015","24551"
"40228","2015","24553"
"667","2015","24554"
"667","2015","24555"
"11041","2015","24556"
"8751","2015","24557"
"35535","2015","24561"
"33499","2015","24563"
"16912","2015","24564"
"521","2015","24565"
"525","2015","24566"
"9124","2015","24568"
"8777","2015","24569"
"15684","2015","24571"
"44730","2015","24574"
"35653","2015","24575"
"15697","2015","24576"
"44657","2015","24577"
"11861","2015","24579"
"8595","2015","24581"
"41451","2015","24582"
"725","2015","24584"
"833","2015","24585"
"585","2015","24586"
"585","2015","24587"
"12413","2015","24588"
"28758","2015","24589"
"41490","2015","24590"
"19076","2015","24591"
"6680","2015","24592"
"6680","2015","24593"
"15553","2015","24594"
"42788","2015","24595"
"11053","2015","24596"
"11992","2015","24597"
"12025","2015","24598"
"5924","2015","24599"
"44675","2015","24600"
"913","2015","24602"
"913","2015","24603"
"30799","2015","24604"
"11236","2015","24605"
"30260","2015","24606"
"717","2015","24607"
"36929","2015","24608"
"6694","2015","24609"
"6694","2015","24610"
"52795","2015","24611"
"25850","2015","24612"
"13419","2015","24613"
"29706","2015","24614"
"14725","2015","24615"
"887","2015","24616"
"28349","2015","24617"
"28113","2015","24618"
"28380","2015","24619"
"6705","2015","24620"
"33751","2015","24621"
"42065","2015","24622"
"28176","2015","24623"
"40743","2015","24625"
"15694","2015","24626"
"33472","2015","24627"
"722","2015","24628"
"35585","2015","24629"
"17466","2015","24630"
"6921","2015","24632"
"31720","2015","24633"
"8558","2015","24634"
"1220","2015","24635"
"5839","2015","24636"
"5839","2015","24637"
"42007","2015","24638"
"42033","2015","24639"
"11064","2015","24641"
"38548","2015","24642"
"44788","2015","24643"
"29744","2015","24644"
"7443","2015","24645"
"29703","2015","24646"
"19126","2015","24647"
"8982","2015","24648"
"41808","2015","24649"
"22937","2015","24650"
"18887","2015","24652"
"531","2015","24653"
"531","2015","24654"
"44754","2015","24655"
"1320","2015","24656"
"27254","2015","24657"
"12275","2015","24660"
"41391","2015","24662"
"5999","2015","24663"
"5999","2015","24664"
"12818","2015","24665"
"22277","2015","24666"
"29383","2015","24667"
"8572","2015","24668"
"41276","2015","24670"
"28395","2015","24671"
"1269","2015","24672"
"1269","2015","24673"
"48664","2015","24675"
"27883","2015","24680"
"28414","2015","24681"
"11219","2015","24683"
"11206","2015","24684"
"5806","2015","24685"
"6757","2015","24687"
"41000","2015","24688"
"6646","2015","24689"
"11116","2015","24690"
"28264","2015","24692"
"41232","2015","24693"
"46749","2015","24694"
"46749","2015","24695"
"41367","2015","24696"
"10058","2015","24697"
"41473","2015","24698"
"12201","2015","24700"
"15828","2015","24701"
"1351","2015","24702"
"5960","2015","24703"
"8547","2015","24706"
"20084","2015","24708"
"49932","2015","24709"
"8886","2015","24710"
"19103","2015","24712"
"8927","2015","24715"
"50313","2015","24716"
"28381","2015","24718"
"30867","2015","24719"
"16572","2015","24721"
"16572","2015","24722"
"16572","2015","24723"
"25575","2015","24724"
"12005","2015","24725"
"13430","2015","24726"
"11951","2015","24727"
"12232","2015","24728"
"6871","2015","24729"
"6871","2015","24730"
"25913","2015","24731"
"9490","2015","24732"
"6351","2015","24733"
"538","2015","24734"
"6346","2015","24735"
"33540","2015","24736"
"28311","2015","24739"
"33567","2015","24740"
"28310","2015","24741"
"11108","2015","24742"
"10016","2015","24743"
"6774","2015","24744"
"21247","2015","24745"
"5845","2015","24746"
"6792","2015","24747"
"41223","2015","24748"
"6719","2015","24749"
"41607","2015","24750"
"42978","2015","24752"
"41965","2015","24753"
"43357","2015","24754"
"40656","2015","24755"
"28192","2015","24756"
"39714","2015","24758"
"11010","2015","24760"
"51616","2015","24761"
"28270","2015","24762"
"33432","2015","24763"
"45957","2015","24764"
"41934","2015","24765"
"11022","2015","24766"
"5801","2015","24767"
"22387","2015","24768"
"11078","2015","24769"
"5847","2015","24771"
"42141","2015","24772"
"11208","2015","24775"
"11095","2015","24776"
"18287","2015","24779"
"18616","2015","24781"
"40676","2015","24782"
"13598","2015","24784"
"8387","2015","24785"
"41380","2015","24786"
"45965","2015","24787"
"42014","2015","24788"
"6202","2015","24789"
"12329","2015","24790"
"41474","2015","24791"
"41474","2015","24792"
"16693","2015","24795"
"570","2015","24796"
"9685","2015","24799"
"28351","2015","24798"
"6834","2015","24800"
"41429","2015","24801"
"28203","2015","24803"
"6071","2015","24804"
"28531","2015","24805"
"28161","2015","24806"
"22073","2015","24807"
"11174","2015","24808"
"28360","2015","24809"
"33377","2015","24810"
"28209","2015","24811"
"28282","2015","24812"
"47891","2015","24813"
"32911","2015","24814"
"41720","2015","24815"
"1153","2015","24816"
"1153","2015","24817"
"22226","2015","24818"
"28019","2015","24820"
"11225","2015","24821"
"41611","2015","24822"
"4129","2015","24825"
"41479","2015","24827"
"34605","2015","24828"
"44713","2015","24829"
"410","2015","24830"
"41932","2015","24831"
"43405","2015","24832"
"39748","2015","24833"
"41506","2015","24834"
"41803","2015","24835"
"1010","2015","24837"
"28605","2015","24838"
"19091","2015","24839"
"41581","2015","24840"
"11186","2015","24841"
"11138","2015","24842"
"42072","2015","24843"
"42072","2015","24844"
"1156","2015","24846"
"41345","2015","24847"
"41306","2015","24848"
"1413","2015","24856"
"11847","2015","24857"
"13185","2015","24858"
"41767","2015","24859"
"42833","2015","24860"
"6348","2015","24861"
"10992","2015","24862"
"43053","2015","24863"
"41879","2015","24864"
"41900","2015","24865"
"1352","2015","24866"
"41561","2015","24867"
"29738","2015","24868"
"29738","2015","24869"
"41688","2015","24870"
"41375","2015","24871"
"28163","2015","24872"
"39247","2015","24873"
"28146","2015","24874"
"41632","2015","24875"
"41629","2015","24877"
"41573","2015","24880"
"10910","2015","24882"
"19966","2015","24883"
"42187","2015","24884"
"44640","2015","24885"
"28039","2015","24886"
"6060","2015","24887"
"15683","2015","24889"
"43550","2015","24891"
"810","2015","24892"
"810","2015","24893"
"44712","2015","24894"
"39414","2015","24896"
"11025","2015","24899"
"46564","2015","24900"
"9371","2015","24902"
"12008","2015","24903"
"8593","2015","24904"
"44049","2015","24905"
"9129","2015","24906"
"8690","2015","24907"
"6778","2015","24908"
"10112","2015","24909"
"1377","2015","24910"
"11020","2015","24911"
"14459","2015","24912"
"1319","2015","24913"
"43351","2015","24914"
"28734","2015","24915"
"6905","2015","24918"
"6905","2015","24919"
"9516","2015","24921"
