"university_id","student_hostel_id","survey_year"
"0140","159368","2015"
"0140","159369","2015"
"0140","159370","2015"
"0140","159371","2015"
"0140","159372","2015"
"0140","159373","2015"
"0140","159374","2015"
"0140","159375","2015"
"0140","159376","2015"
"0140","159377","2015"
"0140","159378","2015"
"0140","159379","2015"
"0140","159380","2015"
"0140","159381","2015"
"0140","159382","2015"
"0140","159383","2015"
"0140","159384","2015"
"0140","159385","2015"
"0148","159423","2015"
"0148","159424","2015"
"0148","159425","2015"
"0148","159426","2015"
"0148","159427","2015"
"0148","159428","2015"
"0148","159429","2015"
"0148","159430","2015"
"0219","159458","2015"
"0219","159459","2015"
"0219","159460","2015"
"0219","159461","2015"
"0219","159462","2015"
"0219","159463","2015"
"0154","159464","2015"
"0154","159465","2015"
"0154","159466","2015"
"0154","159467","2015"
"0154","159468","2015"
"0154","159469","2015"
"0044","159487","2015"
"0044","159488","2015"
"0124","159523","2015"
"0124","159524","2015"
"0124","159525","2015"
"0124","159526","2015"
"0124","159527","2015"
"0589","159719","2015"
"0589","159720","2015"
"0589","159721","2015"
"0589","159722","2015"
"0589","159723","2015"
"0589","159724","2015"
"0589","159725","2015"
"0589","159726","2015"
"0589","159727","2015"
"0589","159728","2015"
"0589","159729","2015"
"0589","159730","2015"
"0589","159731","2015"
"0589","159732","2015"
"0589","159733","2015"
"0589","159734","2015"
"0589","159735","2015"
"0589","159736","2015"
"0589","159737","2015"
"0589","159738","2015"
"0589","159739","2015"
"0589","159740","2015"
"0589","159741","2015"
"0589","159742","2015"
"0589","159743","2015"
"0589","159744","2015"
"0589","159745","2015"
"0714","159757","2015"
"0714","159758","2015"
"0129","159876","2015"
"0129","159877","2015"
"0511","159902","2015"
"0511","159903","2015"
"0511","159904","2015"
"0706","159942","2015"
"0151","159972","2015"
"0151","159973","2015"
"0151","159974","2015"
"0151","159975","2015"
"0151","159976","2015"
"0151","159977","2015"
"0215","160096","2015"
"0215","160097","2015"
"0215","160098","2015"
"0215","160099","2015"
"0215","160100","2015"
"0215","160101","2015"
"0215","160102","2015"
"0215","160103","2015"
"0215","160104","2015"
"0215","160105","2015"
"0215","160106","2015"
"0215","160107","2015"
"0182","160110","2015"
"0182","160111","2015"
"0182","160112","2015"
"0380","160200","2015"
"0380","160201","2015"
"0380","160202","2015"
"0380","160203","2015"
"0380","160204","2015"
"0010","160260","2015"
"0010","160261","2015"
"0010","160262","2015"
"0010","160263","2015"
"0175","160404","2015"
"0175","160405","2015"
"0175","160406","2015"
"0175","160407","2015"
"0175","160408","2015"
"0175","160409","2015"
"0157","160448","2015"
"0157","160449","2015"
"0157","160450","2015"
"0157","160451","2015"
"0157","160452","2015"
"0157","160453","2015"
"0157","160454","2015"
"0157","160455","2015"
"0157","160456","2015"
"0157","160457","2015"
"0157","160458","2015"
"0157","160459","2015"
"0790","160627","2015"
"0790","160628","2015"
"0790","160629","2015"
"0119","160907","2015"
"0601","160936","2015"
"0601","160937","2015"
"0601","160938","2015"
"0601","160939","2015"
"0601","160940","2015"
"0576","160989","2015"
"0576","160990","2015"
"0576","160991","2015"
"0576","160992","2015"
"0576","160993","2015"
"0576","160994","2015"
"0576","160995","2015"
"0576","160996","2015"
"0576","160997","2015"
"0193","161070","2015"
"0193","161071","2015"
"0193","161072","2015"
"0792","161102","2015"
"0792","161103","2015"
"0296","161143","2015"
"0296","161144","2015"
"0296","161145","2015"
"0296","161146","2015"
"0450","161154","2015"
"0798","161380","2015"
"0798","161381","2015"
"0798","161382","2015"
"0746","161480","2015"
"0746","161481","2015"
"0746","161482","2015"
"0746","161483","2015"
"0746","161484","2015"
"0746","161485","2015"
"0746","161486","2015"
"0502","161573","2015"
"0502","161574","2015"
"0502","161575","2015"
"0502","161576","2015"
"0502","161577","2015"
"0502","161578","2015"
"0502","161579","2015"
"0738","162209","2015"
"0374","162381","2015"
"0374","162382","2015"
"0374","162383","2015"
"0374","162384","2015"
"0374","162385","2015"
"0374","162386","2015"
"0374","162387","2015"
"0374","162388","2015"
"0374","162389","2015"
"0374","162390","2015"
"0374","162391","2015"
"0374","162392","2015"
"0641","162406","2015"
"0641","162407","2015"
"0051","162472","2015"
"0051","162473","2015"
"0051","162474","2015"
"0051","162475","2015"
"0051","162476","2015"
"0051","162477","2015"
"0051","162478","2015"
"0051","162479","2015"
"0051","162480","2015"
"0051","162481","2015"
"0051","162482","2015"
"0051","162483","2015"
"0051","162484","2015"
"0051","162485","2015"
"0167","162487","2015"
"0167","162488","2015"
"0167","162489","2015"
"0167","162490","2015"
"0167","162491","2015"
"0167","162492","2015"
"0167","162493","2015"
"0167","162494","2015"
"0167","162495","2015"
"0167","162496","2015"
"0167","162497","2015"
"0167","162498","2015"
"0167","162499","2015"
"0167","162500","2015"
"0167","162501","2015"
"0167","162502","2015"
"0345","162503","2015"
"0345","162504","2015"
"0345","162505","2015"
"0345","162506","2015"
"0345","162507","2015"
"0345","162508","2015"
"0345","162509","2015"
"0345","162510","2015"
"0617","162552","2015"
"0617","162553","2015"
"0617","162554","2015"
"0617","162555","2015"
"0186","162579","2015"
"0186","162580","2015"
"0186","162581","2015"
"0186","162582","2015"
"0186","162583","2015"
"0186","162584","2015"
"0186","162585","2015"
"0186","162586","2015"
"0186","162587","2015"
"0186","162588","2015"
"0186","162589","2015"
"0186","162590","2015"
"0186","162591","2015"
"0186","162592","2015"
"0186","162593","2015"
"0186","162594","2015"
"0186","162595","2015"
"0186","162596","2015"
"0186","162597","2015"
"0186","162598","2015"
"0186","162599","2015"
"0186","162600","2015"
"0186","162601","2015"
"0249","162814","2015"
"0249","162815","2015"
"0249","162816","2015"
"0249","162817","2015"
"0249","162818","2015"
"0137","162839","2015"
"0137","162840","2015"
"0137","162841","2015"
"0137","162842","2015"
"0137","162843","2015"
"0137","162844","2015"
"0137","162845","2015"
"0137","162846","2015"
"0137","162847","2015"
"0137","162848","2015"
"0137","162849","2015"
"0699","163093","2015"
"0699","163094","2015"
"0297","163184","2015"
"0297","163185","2015"
"0272","163345","2015"
"0272","163346","2015"
"0272","163347","2015"
"0272","163348","2015"
"0272","163349","2015"
"0272","163350","2015"
"0234","163367","2015"
"0234","163368","2015"
"0352","163628","2015"
"0352","163629","2015"
"0537","163631","2015"
"0537","163632","2015"
"0537","163633","2015"
"0537","163634","2015"
"0537","163635","2015"
"0358","163671","2015"
"0358","163672","2015"
"0358","163673","2015"
"0686","163750","2015"
"0686","163751","2015"
"0686","163752","2015"
"0327","164106","2015"
"0327","164107","2015"
"0353","164125","2015"
"0353","164126","2015"
"0353","164127","2015"
"0353","164128","2015"
"0353","164129","2015"
"0353","164130","2015"
"0353","164131","2015"
"0305","164171","2015"
"0305","164172","2015"
"0105","164605","2015"
"0105","164606","2015"
"0664","164809","2015"
"0664","164810","2015"
"0476","164834","2015"
"0476","164835","2015"
"0476","164836","2015"
"0476","164837","2015"
"0476","164838","2015"
"0476","164839","2015"
"0476","164840","2015"
"0476","164841","2015"
"0476","164842","2015"
"0476","164843","2015"
"0476","164844","2015"
"0476","164845","2015"
"0476","164846","2015"
"0476","164847","2015"
"0640","164876","2015"
"0640","164877","2015"
"0314","164954","2015"
"0314","164955","2015"
"0314","164956","2015"
"0314","164957","2015"
"0314","164958","2015"
"0355","165059","2015"
"0355","165060","2015"
"0355","165061","2015"
"0659","165080","2015"
"0308","165203","2015"
"0308","165204","2015"
"0308","165205","2015"
"0308","165206","2015"
"0308","165207","2015"
"0400","165414","2015"
"0400","165415","2015"
"0523","165442","2015"
"0523","165443","2015"
"0523","165444","2015"
"0523","165445","2015"
"0523","165446","2015"
"0523","165447","2015"
"0523","165448","2015"
"0523","165449","2015"
"0523","165450","2015"
"0523","165451","2015"
"0523","165452","2015"
"0523","165453","2015"
"0523","165454","2015"
"0523","165455","2015"
"0523","165456","2015"
"0523","165457","2015"
"0523","165458","2015"
"0523","165459","2015"
"0728","165493","2015"
"0569","165537","2015"
"0569","165538","2015"
"0569","165539","2015"
"0569","165540","2015"
"0569","165541","2015"
"0569","165542","2015"
"0569","165543","2015"
"0569","165544","2015"
"0569","165545","2015"
"0569","165546","2015"
"0569","165547","2015"
"0328","166043","2015"
"0328","166044","2015"
"0328","166045","2015"
"0328","166046","2015"
"0328","166047","2015"
"0328","166048","2015"
"0386","166131","2015"
"0386","166132","2015"
"0386","166133","2015"
"0386","166134","2015"
"0386","166135","2015"
"0386","166136","2015"
"0386","166137","2015"
"0386","166138","2015"
"0553","166532","2015"
"0553","166533","2015"
"0553","166534","2015"
"0553","166535","2015"
"0553","166536","2015"
"0507","166613","2015"
"0507","166614","2015"
"0507","166615","2015"
"0507","166616","2015"
"0507","166617","2015"
"0554","166629","2015"
"0554","166630","2015"
"0554","166631","2015"
"0554","166632","2015"
"0554","166633","2015"
"0554","166634","2015"
"0554","166635","2015"
"0554","166636","2015"
"0554","166637","2015"
"0554","166638","2015"
"0554","166639","2015"
"0554","166640","2015"
"0554","166641","2015"
"0554","166642","2015"
"0554","166643","2015"
"0554","166644","2015"
"0554","166645","2015"
"0554","166646","2015"
"0554","166647","2015"
"0554","166648","2015"
"0554","166649","2015"
"0385","166792","2015"
"0385","166793","2015"
"0385","166794","2015"
"0385","166795","2015"
"0385","166796","2015"
"0385","166797","2015"
"0385","166798","2015"
"0385","166799","2015"
"0385","166800","2015"
"0385","166801","2015"
"0691","166825","2015"
"0691","166826","2015"
"0691","166827","2015"
"0143","166849","2015"
"0143","166850","2015"
"0143","166851","2015"
"0143","166852","2015"
"0143","166853","2015"
"0143","166854","2015"
"0143","166855","2015"
"0143","166856","2015"
"0143","166857","2015"
"0143","166858","2015"
"0143","166859","2015"
"0143","166860","2015"
"0143","166861","2015"
"0143","166862","2015"
"0143","166863","2015"
"0143","166864","2015"
"0531","166910","2015"
"0531","166911","2015"
"0531","166912","2015"
"0531","166913","2015"
"0531","166914","2015"
"0531","166915","2015"
"0531","166916","2015"
"0531","166917","2015"
"0531","166918","2015"
"0531","166919","2015"
"0531","166920","2015"
"0531","166921","2015"
"0531","166922","2015"
"0531","166923","2015"
"0531","166924","2015"
"0531","166925","2015"
"0531","166926","2015"
"0531","166927","2015"
"0531","166928","2015"
"0434","167030","2015"
"0434","167031","2015"
"0434","167032","2015"
"0434","167033","2015"
"0434","167034","2015"
"0434","167035","2015"
"0434","167036","2015"
"0434","167037","2015"
"0434","167038","2015"
"0434","167039","2015"
"0434","167040","2015"
"0434","167041","2015"
"0434","167042","2015"
"0794","167247","2015"
"0794","167248","2015"
"0541","167309","2015"
"0541","167310","2015"
"0541","167311","2015"
"0541","167312","2015"
"0541","167313","2015"
"0541","167314","2015"
"0541","167315","2015"
"0541","167316","2015"
"0541","167317","2015"
"0528","167412","2015"
"0528","167413","2015"
"0528","167414","2015"
"0373","167492","2015"
"0373","167493","2015"
"0373","167494","2015"
"0373","167495","2015"
"0373","167496","2015"
"0373","167497","2015"
"0373","167498","2015"
"0275","167516","2015"
"0275","167517","2015"
"0275","167518","2015"
"0275","167519","2015"
"0275","167520","2015"
"0275","167521","2015"
"0275","167522","2015"
"0275","167523","2015"
"0275","167524","2015"
"0275","167525","2015"
"0275","167526","2015"
"0275","167527","2015"
"0275","167528","2015"
"0275","167529","2015"
"0275","167530","2015"
"0275","167531","2015"
"0275","167532","2015"
"0275","167533","2015"
"0275","167534","2015"
"0275","167535","2015"
"0275","167536","2015"
"0275","167537","2015"
"0320","167582","2015"
"0320","167583","2015"
"0320","167584","2015"
"0320","167585","2015"
"0320","167586","2015"
"0320","167587","2015"
"0320","167588","2015"
"0320","167589","2015"
"0552","167616","2015"
"0552","167617","2015"
"0267","167733","2015"
"0267","167734","2015"
"0267","167735","2015"
"0267","167736","2015"
"0458","167781","2015"
"0458","167782","2015"
"0458","167783","2015"
"0458","167784","2015"
"0458","167785","2015"
"0458","167786","2015"
"0458","167787","2015"
"0592","167788","2015"
"0144","168250","2015"
"0144","168251","2015"
"0761","168300","2015"
"0761","168301","2015"
"0645","168390","2015"
"0645","168391","2015"
"0645","168392","2015"
"0645","168393","2015"
"0469","168445","2015"
"0469","168446","2015"
"0469","168447","2015"
"0469","168448","2015"
"0282","168449","2015"
"0282","168450","2015"
"0318","168468","2015"
"0318","168469","2015"
"0318","168470","2015"
"0318","168471","2015"
"0318","168472","2015"
"0318","168473","2015"
"0731","168478","2015"
"0731","168479","2015"
"0460","168644","2015"
"0460","168645","2015"
"0460","168646","2015"
"0460","168647","2015"
"0460","168648","2015"
"0460","168649","2015"
"0460","168650","2015"
"0460","168651","2015"
"0460","168652","2015"
"0460","168653","2015"
"0460","168654","2015"
"0460","168655","2015"
"0460","168656","2015"
"0460","168657","2015"
"0460","168658","2015"
"0460","168659","2015"
"0460","168660","2015"
"0435","168713","2015"
"0435","168714","2015"
"0435","168715","2015"
"0435","168716","2015"
"0435","168717","2015"
"0435","168718","2015"
"0435","168719","2015"
"0274","168759","2015"
"0274","168760","2015"
"0274","168761","2015"
"0274","168762","2015"
"0274","168763","2015"
"0274","168764","2015"
"0519","168775","2015"
"0519","168776","2015"
"0091","168804","2015"
"0091","168805","2015"
"0091","168806","2015"
"0091","168807","2015"
"0091","168808","2015"
"0454","168848","2015"
"0454","168849","2015"
"0454","168850","2015"
"0454","168851","2015"
"0454","168852","2015"
"0454","168853","2015"
"0454","168854","2015"
"0467","168894","2015"
"0467","168895","2015"
"0467","168896","2015"
"0467","168897","2015"
"0467","168898","2015"
"0467","168899","2015"
"0467","168900","2015"
"0467","168901","2015"
"0467","168902","2015"
"0467","168903","2015"
"0467","168904","2015"
"0467","168905","2015"
"0467","168906","2015"
"0467","168907","2015"
"0467","168908","2015"
"0467","168909","2015"
"0467","168910","2015"
"0467","168911","2015"
"0467","168912","2015"
"0467","168913","2015"
"0467","168914","2015"
"0467","168915","2015"
"0467","168916","2015"
"0467","168917","2015"
"0467","168918","2015"
"0467","168919","2015"
"0467","168920","2015"
"0451","169037","2015"
"0451","169038","2015"
"0451","169039","2015"
"0451","169040","2015"
"0451","169041","2015"
"0451","169042","2015"
"0451","169043","2015"
"0451","169044","2015"
"0451","169045","2015"
"0739","169141","2015"
"0739","169142","2015"
"0739","169143","2015"
"0739","169144","2015"
"0739","169145","2015"
"0739","169146","2015"
"0739","169147","2015"
"0739","169148","2015"
"0739","169149","2015"
"0562","169159","2015"
"0562","169160","2015"
"0562","169161","2015"
"0562","169162","2015"
"0562","169163","2015"
"0562","169164","2015"
"0562","169165","2015"
"0562","169166","2015"
"0562","169167","2015"
"0562","169168","2015"
"0562","169169","2015"
"0474","169225","2015"
"0474","169226","2015"
"0474","169227","2015"
"0474","169228","2015"
"0474","169229","2015"
"0474","169230","2015"
"0474","169231","2015"
"0474","169232","2015"
"0470","169316","2015"
"0470","169317","2015"
"0445","169538","2015"
"0445","169539","2015"
"0522","169578","2015"
"0522","169579","2015"
"0522","169580","2015"
"0522","169581","2015"
"0522","169582","2015"
"0522","169583","2015"
"0522","169584","2015"
"0522","169585","2015"
"0522","169586","2015"
"0522","169587","2015"
"0522","169588","2015"
"0522","169589","2015"
"0498","169602","2015"
"0498","169603","2015"
"0498","169604","2015"
"0498","169605","2015"
"0498","169606","2015"
"0498","169607","2015"
"0093","169646","2015"
"0093","169647","2015"
"0093","169648","2015"
"0090","169724","2015"
"0226","169732","2015"
"0226","169733","2015"
"0226","169734","2015"
"0489","169769","2015"
"0489","169770","2015"
"0489","169771","2015"
"0489","169772","2015"
"0364","169814","2015"
"0364","169815","2015"
"0364","169816","2015"
"0160","194092","2015"
"0160","194093","2015"
"0160","194094","2015"
"0160","194095","2015"
"0447","169873","2015"
"0447","169874","2015"
"0447","169875","2015"
"0447","169876","2015"
"0447","169877","2015"
"0447","169878","2015"
"0447","169879","2015"
"0447","169880","2015"
"0447","169881","2015"
"0479","169900","2015"
"0479","169901","2015"
"0559","169986","2015"
"0559","169987","2015"
"0536","170147","2015"
"0536","170148","2015"
"0536","170149","2015"
"0536","170150","2015"
"0536","170151","2015"
"0536","170152","2015"
"0536","170153","2015"
"0536","170154","2015"
"0536","170155","2015"
"0536","170156","2015"
"0536","170157","2015"
"0263","170175","2015"
"0263","170176","2015"
"0263","170177","2015"
"0263","170178","2015"
"0263","170179","2015"
"0263","170180","2015"
"0263","170181","2015"
"0263","170182","2015"
"0263","170183","2015"
"0263","170184","2015"
"0263","170185","2015"
"0263","170186","2015"
"0263","170187","2015"
"0263","170188","2015"
"0239","170226","2015"
"0239","170227","2015"
"0239","170228","2015"
"0239","170229","2015"
"0239","170230","2015"
"0239","170231","2015"
"0239","170232","2015"
"0239","170233","2015"
"0239","170234","2015"
"0239","170235","2015"
"0239","170236","2015"
"0239","170237","2015"
"0111","170244","2015"
"0111","170245","2015"
"0468","170313","2015"
"0468","170314","2015"
"0468","170315","2015"
"0715","170316","2015"
"0715","170317","2015"
"0715","170318","2015"
"0715","170319","2015"
"0715","170320","2015"
"0715","170321","2015"
"0715","170322","2015"
"0715","170323","2015"
"0715","170324","2015"
"0715","170325","2015"
"0715","170326","2015"
"0715","170327","2015"
"0715","170328","2015"
"0771","170369","2015"
"0771","170370","2015"
"0771","170371","2015"
"0693","170398","2015"
"0693","170399","2015"
"0693","170400","2015"
"0693","170401","2015"
"0693","170402","2015"
"0693","170403","2015"
"0693","170404","2015"
"0693","170405","2015"
"0379","194123","2015"
"0424","170537","2015"
"0424","170538","2015"
"0424","170539","2015"
"0506","170544","2015"
"0506","170545","2015"
"0506","170546","2015"
"0506","170547","2015"
"0506","170548","2015"
"0506","170549","2015"
"0506","170550","2015"
"0506","170551","2015"
"0213","170566","2015"
"0213","170567","2015"
"0213","170568","2015"
"0213","170569","2015"
"0213","170570","2015"
"0213","170571","2015"
"0213","170572","2015"
"0213","170573","2015"
"0622","170574","2015"
"0622","170575","2015"
"0622","170576","2015"
"0622","170577","2015"
"0067","170604","2015"
"0067","170605","2015"
"0067","170606","2015"
"0067","170607","2015"
"0599","170617","2015"
"0599","170618","2015"
"0495","170685","2015"
"0495","170686","2015"
"0141","170751","2015"
"0141","170752","2015"
"0543","170794","2015"
"0543","170795","2015"
"0543","170796","2015"
"0543","170797","2015"
"0543","170798","2015"
"0543","170799","2015"
"0543","170800","2015"
"0543","170801","2015"
"0543","170802","2015"
"0543","170803","2015"
"0543","170804","2015"
"0543","170805","2015"
"0543","170806","2015"
"0543","170807","2015"
"0543","170808","2015"
"0084","170883","2015"
"0084","170884","2015"
"0209","170904","2015"
"0209","170905","2015"
"0209","170906","2015"
"0448","170908","2015"
"0448","170909","2015"
"0448","170910","2015"
"0448","170911","2015"
"0448","170912","2015"
"0448","170913","2015"
"0448","170914","2015"
"0448","170915","2015"
"0508","170926","2015"
"0508","170927","2015"
"0508","170928","2015"
"0508","170929","2015"
"0508","170930","2015"
"0508","170931","2015"
"0052","170932","2015"
"0052","170933","2015"
"0052","170934","2015"
"0052","170935","2015"
"0052","170936","2015"
"0052","170937","2015"
"0052","170938","2015"
"0052","170939","2015"
"0052","170940","2015"
"0052","170941","2015"
"0052","170942","2015"
"0052","170943","2015"
"0052","170944","2015"
"0052","170945","2015"
"0052","170946","2015"
"0052","170947","2015"
"0052","170948","2015"
"0052","170949","2015"
"0052","170950","2015"
"0052","170951","2015"
"0052","170952","2015"
"0088","171033","2015"
"0088","171034","2015"
"0088","171035","2015"
"0088","171036","2015"
"0088","171037","2015"
"0590","171190","2015"
"0590","171191","2015"
"0287","171192","2015"
"0287","171193","2015"
"0620","171198","2015"
"0620","171199","2015"
"0620","171200","2015"
"0620","171201","2015"
"0620","171202","2015"
"0563","171220","2015"
"0563","171221","2015"
"0701","171447","2015"
"0701","171448","2015"
"0701","171449","2015"
"0701","171450","2015"
"0701","171451","2015"
"0701","171452","2015"
"0701","171453","2015"
"0701","171454","2015"
"0701","171455","2015"
"0701","171456","2015"
"0701","171457","2015"
"0701","171458","2015"
"0701","171459","2015"
"0701","171460","2015"
"0701","171461","2015"
"0701","171462","2015"
"0257","171468","2015"
"0257","171469","2015"
"0257","171470","2015"
"0257","171471","2015"
"0257","171472","2015"
"0257","171473","2015"
"0257","171474","2015"
"0257","171475","2015"
"0257","171476","2015"
"0257","171477","2015"
"0257","171478","2015"
"0257","171479","2015"
"0257","171480","2015"
"0257","171481","2015"
"0568","171511","2015"
"0568","171512","2015"
"0568","171513","2015"
"0568","171514","2015"
"0568","171515","2015"
"0568","171516","2015"
"0568","171517","2015"
"0568","171518","2015"
"0568","171519","2015"
"0568","171520","2015"
"0535","171583","2015"
"0535","171584","2015"
"0535","171585","2015"
"0337","171635","2015"
"0337","171636","2015"
"0337","171637","2015"
"0337","171638","2015"
"0337","171639","2015"
"0337","171640","2015"
"0337","171641","2015"
"0747","171642","2015"
"0747","171643","2015"
"0747","171644","2015"
"0747","171645","2015"
"0747","171646","2015"
"0747","171647","2015"
"0747","171648","2015"
"0747","171649","2015"
"0747","171650","2015"
"0747","171651","2015"
"0747","171652","2015"
"0509","171709","2015"
"0509","171710","2015"
"0289","171799","2015"
"0289","171800","2015"
"0289","171801","2015"
"0359","171822","2015"
"0359","171823","2015"
"0359","171824","2015"
"0581","171851","2015"
"0581","171852","2015"
"0581","171853","2015"
"0581","171854","2015"
"0581","171855","2015"
"0256","171872","2015"
"0256","171873","2015"
"0256","171874","2015"
"0256","171875","2015"
"0256","171876","2015"
"0256","171877","2015"
"0466","171896","2015"
"0466","171897","2015"
"0295","171963","2015"
"0295","171964","2015"
"0295","171965","2015"
"0295","171966","2015"
"0295","171967","2015"
"0295","171968","2015"
"0295","171969","2015"
"0295","171970","2015"
"0295","171971","2015"
"0295","171972","2015"
"0295","171973","2015"
"0295","171974","2015"
"0295","171975","2015"
"0295","171976","2015"
"0295","171977","2015"
"0295","171978","2015"
"0295","171979","2015"
"0295","171980","2015"
"0295","171981","2015"
"0764","172020","2015"
"0764","172021","2015"
"0121","172028","2015"
"0121","172029","2015"
"0121","172030","2015"
"0510","172087","2015"
"0510","172088","2015"
"0510","172089","2015"
"0510","172090","2015"
"0763","172201","2015"
"0763","172202","2015"
"0763","172203","2015"
"0763","172204","2015"
"0763","172205","2015"
"0763","172206","2015"
"0763","172207","2015"
"0763","172208","2015"
"0763","172209","2015"
"0763","172210","2015"
"0763","172211","2015"
"0763","172212","2015"
"0763","172213","2015"
"0763","172214","2015"
"0763","172215","2015"
"0763","172216","2015"
"0763","172217","2015"
"0763","172218","2015"
"0763","172219","2015"
"0763","172220","2015"
"0763","172221","2015"
