"id","intake_capacity","name","students_residing","type_id"
"185131","250","GIRLS HOSTEL (GH)","120","2"
"188931","50","INDRAWATI","50","2"
"188887","40","Hostel-5","4","2"
"155132","120","Krishna","32","1"
"187342","100","Little flower hostel","93","2"
"188686","80","Satyam Fashion Institute Hostel","73","2"
"160071","500","VEGA HOSTEL","356","2"
"155028","384","Sajjangad","384","1"
"166302","160","ST. ANNE'S HOSTEL","23","2"
"190267","80","Medical College New Boys Hostel","80","1"
"168846","50","VJP HOSTEL","19","1"
"167655","20","Shalimar Alvas","5","1"
"182704","65","1 BOY'S HOSTEL","65","1"
"191210","50","Boys Hostel","28","1"
"181095","30","SANSKRITI HOSTEL B","15","1"
"153438","500","Boys Hostel","2","1"
"171091","350","BOYS HOSTEL - I","350","1"
"170897","30","South Hostel","28","1"
"183983","200","Vaageswari Girls Hostel","90","2"
"169402","50","boys hostel","0","1"
"186304","100","smt.B.S.R DEGRE COLLEGE CAH HOSTEL","90","1"
"180613","366","Savitri Bai Phule Hall","388","2"
"149609","639","Nootan Hostel","3","1"
"152421","50","Government Boys' Hostel(Baxipanch.), Modasa","2","1"
"184807","200","Boys Hostel 1","90","1"
"186720","300","MGM Girl Hostel","300","2"
"191259","300","UPASANA COLLEGE LADIES HOSTEL","184","2"
"174117","80","Ladies Hostel-II","80","2"
"170691","30","Shivani","0","1"
"165210","80","Harsh Residency","48","2"
"151856","25","BVVS Hostel Mudhol","1","2"
"157477","100","NEW HOSTEL BOYSHOSTEL","100","1"
"156416","50","Ladies Hostel","0","2"
"155964","80","NAIMINATH BOY'S HOSTEL","60","1"
"171412","140","BLOCK-F","138","2"
"171502","100","manav managal girls hostel","7","2"
"166642","214","CB-I","214","1"
"170944","126","R.C.C. 2 Girl's Hostel","81","2"
"165813","90","HOSTEL-01","73","1"
"160464","50","Boys Hostel","30","1"
"189951","225","BH-4","200","1"
"158301","215","Hostel No. 1","210","2"
"169542","75","K.M.College Gents Hostel","70","1"
"153732","150","Indira Glrls Hostel","0","2"
"190400","25","Boys Hostel","25","1"
"151605","300","G.S.P.JOTHIMANI HOSTEL","175","1"
"162412","100","NRI","0","2"
"162584","99","Azad Bhawan (D)","99","1"
"173045","400","Girls hostel","275","2"
"171187","6","Govt. Digvijay college Hostal","4","1"
"181025","26","CMC Doctors Quarters - IX (SHA)","26","1"
"187989","25","Boys Hostel","0","1"
"176793","40","Indira Girls Hostel","0","2"
"164608","238","Boys Hostel","30","1"
"171734","50","Raja Mahal","50","1"
"193878","100","Tirumala Boys Hostel","30","1"
"183918","150","Boys Hostel","84","1"
"158730","50","DECCAN GIRLS HOSTEL","15","2"
"186894","540","Smt. Vidyawati Girls Hostel","305","2"
"190371","60","St.Gabriyel Hostel for Girls","34","2"
"175538","254","2","25","1"
"187671","75","GIRLS HOSTEL","50","2"
"182955","250","Girls Hostel - UG","115","2"
"178568","100","Alphonsa's Abode","50","2"
"148595","20","TMES  BOYS HOSTEL","10","1"
"186618","120","karthyayani amma school of nursing","20","2"
"178138","300","ST THERESA'S STUDENT NURSES HOSTEL","175","2"
"151631","50","ANKERITE PUSHPA SRI RAM HOSTEL","32","2"
"174679","60","RANICHANNAMMA LADIES HOSTEL","2","2"
"166176","100","GIRLS HOSTEL","2","2"
"188909","50","Mass Education Hostel","50","2"
"174413","60","Boys Hostel","60","1"
"180913","1200","G,P.Q.R.S.S1 & S2","1090","2"
"151200","102","Girls Hostel","0","2"
"158793","250","SVV HOSTEL","100","2"
"167177","50","Babu Jagjivan Ram","0","2"
"170250","150","HOSTEL 2","120","1"
"177674","120","Block -II","95","2"
"149023","200","Sushishialkumar shinde Boy's Hostel","175","1"
"150607","100","SGS College Women's Hostel","0","2"
"192742","5","Sancheti Girls Hostel","1","2"
"162808","200","JUNAGADH KELAVANI MANDAL HOSTEL","0","2"
"175332","227","Mother Theresa Women's Hostel","0","2"
"191910","115","Damodar","54","1"
"178263","50","CITE BOYS HOSTEL","0","1"
"158991","416","PIT HOSTEL/BOYS HOSTEL-I","302","1"
"159966","60","KAVERI HOSTEL BLOCK","56","2"
"160506","450","Hostel 2","178","2"
"164893","120","BCET Girls Hostel","49","2"
"152636","200","RAM PRATAP UPADHYAY","200","1"
"161569","40","Girls hostel","21","2"
"169099","300","Vrindavan Bhavan","266","1"
"166651","100","BOYS HOSTEL","0","1"
"170734","100","GIRLS HOSTEL","0","2"
"150635","75","KDMG BOYS HOSTEL","0","1"
"165067","30","rkdfgirls","4","2"
"176432","50","VISHNU DUTT HOSTEL 2","15","2"
"193740","560","SINHGAD GIRLS HOSTEL","29","2"
"194032","60","Nabapravat Girls Hostel","40","2"
"149788","110","Govt. Ayurved College Girl's Hostel","102","2"
"193077","120","Boys Hostel B For UG","120","1"
"150760","30","Pandurang Desai Jr.College of Edn .Hostel,Kusur","0","1"
"154405","100","KRS HOSTEL","25","1"
"167214","250","KKET Boys Hostel","30","1"
"180429","100","DECCAN DEGREE GIRLS HOSTEL","0","2"
"150545","50","Seth Motilal Girl's Hostal","7","2"
"172457","200","R R Girls Hostel Block B","100","1"
"174724","100","Salesian College Hostel","75","1"
"162263","70","Boys Hostel","28","1"
"181893","130","Home of Love","130","1"
"170760","300","Basappa Memorial Nurses Hostel, Jayalakshmi Puram, Mysore","114","2"
"159005","50","KNP GIRLS HOSTEL","35","2"
"171692","240","Universal Girls Hostel","13","1"
"161794","920","VALLUVAR","850","1"
"167971","125","AME's Girls Hostel","125","2"
"182358","200","Dr.NCE BOYS HOSTEL","187","1"
"165507","72","Girls' Hostel No-3","72","2"
"174483","236","INTERNATIONAL BOYS HOSTEL","211","1"
"174729","80","A J Appartments","12","1"
"186195","30","KNIMT Girls Hostel","14","2"
"176371","454","MEN'S HOSTEL","311","1"
"148782","100","NRI","100","2"
"187958","400","Sri Lakshmi Hostels","350","2"
"192048","100","Fine arts hostel","83","1"
"154630","65","PG DHANVANTARI -4 (U.G, BOYS)","65","1"
"165123","200","SMIT Girls Hostel","100","2"
"169775","213","Smt. Madanbai Bansilalji Jain Apex Boys Hostel Wing II","64","1"
"190574","10","MERCY HOSPITAL HOSTEL","1","1"
"163633","75","International Hostel","75","1"
"168925","50","KARMA GIRLS HOSTEL","40","2"
"160723","60","Girls Hostel","43","2"
"169434","100","Smt. Parvatidevi R. Patil Ladies Hostel","87","2"
"182193","100","PROSNCTITY CENTRE","100","2"
"150149","70","Square","36","2"
"153511","100","Girls Hostel","0","2"
"186980","30","INDHIRA NAGAR HOSTEL","28","1"
"165712","140","Shiridi Sai Hostel","140","1"
"184436","250","SAI COLLEGE / SCHOOL OF NURSING HOSTEL","190","2"
"163702","100","Boys Hostel","50","1"
"157358","175","Shrre Shantipuram","130","1"
"178748","50","GIRLS HOSTEL","0","2"
"188690","150","Boys Hostel","65","3"
"171070","372","NR HALL OF RESIDENCE","78","1"
"184171","150","SIGMA COLLEGE OF NURSING","5","1"
"180926","1550","QIS","560","1"
"193393","180","Hostel-A","240","1"
"160838","150","R.D.Memorial Grils Hostel","92","2"
"164677","236","KAILASH BOYS HOSTEL","209","1"
"157261","50","Girls' Hostel (PG Building)","49","2"
"167095","100","MAA RAMRATI MEMORIAL GIRLS HOSTEL","85","2"
"152074","140","New Arts,Commerce & Science College, Shevgaon","33","2"
"154347","80","Shri & Smt P.K.K. Arts College Girls' Hostel","65","2"
"164034","23","Nilima Acharjee","23","2"
"180831","100","Boys Hostel","50","1"
"192996","100","OLD HOSTEL","0","3"
"171641","90","Koubru","104","1"
"157942","10","Boys Hostel","1","1"
"194096","220","Boys Hostel","4","1"
"177915","107","Girls Hostel Block-I (BIRRD)","104","2"
"174010","30","Girls Hostel","23","2"
"169398","40","B.Tech Girl's Hostel","34","2"
"181135","216","Nightingale Nursing Block","194","2"
"162538","60","Pvs school of nursing Girls hostel","1","2"
"181624","500","Sree Vidyanikethan educational institute main boys hostel","100","2"
"180760","110","Ladies Hostel No.1","19","2"
"158485","90","GIRLS FLATS ""B"" BLOCK","5","2"
"157759","35","Chandralok Girls Hostel","35","2"
"170197","100","Mansa Devi Mandir Dharamshala","62","2"
"150895","150","Kaushilya Hostel","64","2"
"158844","50","KURINJI BOYS HOSTEL","31","1"
"180550","140","Boys Hostel-1","60","1"
"149907","150","Ayesha Hostel -I","43","1"
"170415","150","Hina Boys Hostel","38","1"
"176743","100","Smt. Helena Kaushik Girls Hostle","15","2"
"181134","250","Manimutharu Illam","247","2"
"172538","50","RUKMANI TEACHER TRAINING INSTITUTE","0","2"
"167957","48","PIMR Girls Hostel","42","2"
"168408","104","Girls Hostel","78","2"
"154490","30","Droupodi Hostel","10","2"
"178358","36","Scholars' Hostel","27","3"
"148446","100","SHRI SARVAJANIK GIRLS HOSTEL","0","2"
"150959","200","Shree Anandabava Seva Sanstha Jamnagar","167","1"
"164316","100","MGV's Boys Hostel Panchavati , Nashik-3.","4","1"
"175913","50","J C BOSE HOSTEL","0","1"
"186013","120","Shri Balaji Institute of Nursing Girls Hostel","80","2"
"184266","102","Mahendra Tanaya","102","2"
"153198","8","Mata Gyan Devi Girls Hostel","0","2"
"178629","30","Kongu College of Arts & Science","5","1"
"175708","25","Boys Hostel","20","1"
"187924","100","Smt Sashi Devi Girls Hostal","90","2"
"162161","50","Boys Hostel","19","1"
"176372","240","SAGARIKA","0","1"
"170474","34","B L GIRLS","0","2"
"188831","160","florence hostel","102","2"
"186249","100","CRC memorial Hostel no-3","70","1"
"171665","60","Hostel-I","15","1"
"190586","24","Govt. Hostel for SC & ST Students","18","1"
"155400","92","Vinayak","86","1"
"172041","150","R.S. Girls' College Hostel","115","2"
"164372","200","BDS Boys Hostel","30","1"
"168683","192","Krupanidhi Girls Hostel","192","2"
"158503","40","Fitch Hostel","40","1"
"176653","128","PCM Hostel","143","1"
"173190","30","J.G.College Hostel","30","2"
"191129","255","VIVEKANAND BOYS HOSTEL","0","1"
"161329","35","CBIT Girls Hostel","10","2"
"184442","125","Chacko Hall","125","2"
"189522","25","diet girls hostel","0","2"
"184495","124","Swarnamukhi Hostel (ECH-II)","148","1"
"170554","120","NAGARJUNA GIRLS HOSTEL","96","2"
"173080","50","LAXMI","30","2"
"149849","100","CMA Womens Hostel, Khusro Nagar, CTS No. 7737/46, Belgaum","43","2"
"177238","30","ANCOL GIRLS HOSTEL","30","2"
"185679","200","SRIT-GIRLS","145","2"
"189815","44","PG HOSTEL","0","1"
"182939","300","LADIES HOSTEL , SIVAGIRI SNMM COLLEGE OF NURSING","150","2"
"182178","350","ST.CECILIA HOSTEL-BLOCK A,BLOCK B","328","2"
"174150","120","RGP Girls' Hostel","80","2"
"174989","102","TILAK BHAWAN","102","1"
"167009","150","Boy's Hostel No.1","150","1"
"186802","100","BIET Girls Hostel","20","2"
"152615","204","SCHEDULED TRIBE BOYS HOSTEL(H.N.G.U)","3","1"
"168336","120","Shri Narheji Boy's Hostel","86","1"
"163052","50","Govt. Chitrakala Mahavidyalaya Girls Hostel","36","2"
"190460","70","70 Bedded Boys Hostel","25","1"
"174933","30","SHREEYASH GIRLS HOSTEL","1","2"
"151058","200","D.Y.PATIL BOYS HOSTEL1, TALSANDE","78","1"
"171676","61","GIRLS","0","2"
"151239","20","Emax Boys Hostel","3","1"
"170697","70","NILAMANI CHHATRABAS","70","1"
"159260","50","Girls Hostel","2","2"
"170273","312","Boys Hostel Block 2","314","1"
"180271","100","Hostel 31","0","1"
"182825","325","Sir CR Reddy polytechnic hostel","325","1"
"154919","50","GIRLS HOSTEL","25","2"
"179130","300","National college girls hostel","257","2"
"186382","40","DPEP Hostel","0","1"
"173205","27","IEHE Girls Hostel (OLD)","16","2"
"188304","218","Hostel No. 6","270","1"
"160365","500","Womens hostel Block 1 & Block 2","200","2"
"186572","150","SMDC HOSTEL","85","2"
"189752","66","SME Hostel","66","2"
"167631","70","Chetana Women's Hostel","15","2"
"168462","40","Karmaveer Bhaurav Patil New Boys Hostel","0","1"
"160850","50","Islamia Girls Hostel","0","2"
"151855","150","akansha","90","2"
"157554","340","Hall of Residence - Women","326","2"
"176083","50","Hall of Residence 15","50","2"
"178978","200","B BLOCK","80","2"
"162098","249","Bhai Gurdas Hostel For Boys","88","1"
"167542","104","University Grant Commission, Hostel","104","2"
"160776","50","Noorul Islam University Hostel","12","1"
"183396","100","GWPC Hostel","42","2"
"153925","120","Anand Boys Hostel","120","1"
"187629","500","Vakula","637","2"
"187937","48","Resident Doctor Hostel","48","2"
"184508","284","Kinnera Hostel (ECH-I)","515","1"
"162244","120","Rishi Bankim Chandra Hall","116","1"
"181491","50","BH","15","1"
"194295","360","BOYS HOSTEL 2","90","1"
"178060","50","NANDINI BOYS HOSTEL","3","1"
"182910","100","KVR,KVR &MKR College Womens Hostel","65","2"
"176384","50","Subham Girls Hostel","50","2"
"186652","20","Sardar Vallabhai Patel","20","1"
"170279","40","Boys Hostel","18","1"
"166213","183","New Girls Hostel","50","2"
"175291","200","Boys hostel","0","1"
"186830","60","Vandana Ladies Hostel","44","2"
"168782","60","LADIES HOSTEL","16","2"
"154843","240","Boys Hostel","68","1"
"161849","65","6JSCN Hostel, Raipur (C.G.)","0","2"
"173175","58","MUKHERJI EAST BLOCK","58","1"
"183760","20","SREE KRISHNA NURSING BOYS HOSTEL","5","1"
"186244","100","Tilak Hostel Jaipur","100","2"
"148592","100","V.J.P HOSTEL","12","2"
"166649","37","Meenakshi","37","1"
"155032","160","Devgad","160","1"
"164448","30","TRIBAL HOSTEL","7","1"
"174568","100","M.K.H.SCHOOL OF NURSING","73","2"
"155655","96","Girls Hostel","82","2"
"158843","500","Boys Hostel","92","1"
"183592","20","D.P. TIWARI BOYS HOSTEL","15","1"
"157050","100","BOYS HOSTEL","51","1"
"156977","60","Shri Vishweshwar Boys Hostel","48","1"
"181955","110","VIGNESHWARA GIRLS HOSTEL","0","2"
"168392","240","GLOCAL UNIVERSITY  STAFF (MALE)","85","3"
"172422","163","Beauki","156","1"
"169989","75","BRITE INSTITUTE","20","1"
"183492","100","P.G. Men's Hostel","100","1"
"175647","150","PVS Nursing School Hostel","101","2"
"187260","40","Budha Hostel","30","2"
"191037","54","Narnala Hostel","50","1"
"163324","200","SANDIPANI ACADEMY GIRLS HOSTEL","118","2"
"187748","180","DDR SCHOOL OF NURSING VISAKAPATNAM","165","2"
"163625","255","Boys Hostel No.2","230","1"
"150674","33","Girls Hostel","7","2"
"150000","100","Maa Madhuri Devi Boys Hostel","97","1"
"162656","400","BOYS HOSTEL-2","53","1"
"181205","36","ATI GIRLS HOSTEL","36","2"
"149941","60","Y.C.College, Hostel.","0","2"
"184979","88","Old Ladies' Hostel (five storeyed)","88","2"
"193739","40","S.O.N, NPM Inst. of Med. Sc. & Rec, Keonjhar","28","2"
"166250","200","Womens hostel","180","2"
"180690","170","PANNA HOSTEL","74","2"
"187420","210","St. Thomas Boys Hostel","116","1"
"164685","20","Nursing Students Hostel","58","2"
"162024","72","Girls Hostal","60","2"
"161597","100","Smt. Sushiladevi Salunkhe girls hostel","100","2"
"156731","60","Santhosh","58","1"
"157186","50","KASTURBA HOSTEL","29","2"
"189437","370","G-1","69","2"
"155752","80","SHRI MEGH SINGH COLLEGE HOSTAL","65","1"
"189306","50","Kalyani Devi Hostal","30","2"
"171861","250","J.K. Girls Hostel","170","2"
"154730","40","Sukanta Chhatrabas","40","1"
"170862","18","Niwedita Hostel","18","2"
"185428","50","Aandal Girls Home","26","2"
"181923","20","JAKIR BHABAN","0","2"
"181786","194","Hall - 7","167","2"
"185888","96","Vivekanand","80","1"
"157981","120","JK Girls Hostel","0","2"
"161135","145","Smt Rukminiyamma Girls Hostel Block - 1","145","2"
"154841","285","Girls Hostel","285","2"
"177776","120","BLOCK-D","120","1"
"178245","200","ST. SOLDIER GIRLS HOSTEL","100","2"
"181032","59","CMC Doctors Quarters - VIII (HA Extn.)","59","2"
"162713","100","Hostel-1 RANI LAXMI BAI","182","2"
"180906","40","NOBLE HOSTEL","10","2"
"181315","40","Diet Hostel","40","2"
"150429","180","NHL - Girls Hostel","120","2"
"193819","150","SRIVIKAS COLLEGE HOSTEL","94","2"
"149825","52","K.G.DED. COLLE","7","1"
"168914","126","Pearl","116","1"
"164810","164","Government Quarters","133","1"
"167461","70","Boys Hostel Karad","70","1"
"193785","530","The oxford  boys Hostel","55","1"
"163524","100","Pioneer hostel","13","1"
"169811","180","DR. D. Y. PATIL BOY'S HOSTEL","5","1"
"192995","300","ANAND HOSTEL","300","1"
"165898","30","Hadi Rani","30","2"
"153062","20","Senkathir Hostel","0","1"
"185019","60","SIDDHANT GIRLS HOSTEL","10","2"
"182680","300","MBBS Women's Hostel","284","2"
"184733","110","RMET Hostel","96","2"
"191994","105","Boys Hostel","63","1"
"170540","84","GIRLS HOSTEL","84","2"
"179583","100","h1","100","2"
"188215","60","Sathyalok (Private)","9","2"
"163104","100","Appa Womens Hostel","25","2"
"160173","130","Tapaswini Ladies Hostel","278","2"
"194272","150","C N MUGALKHOD INSTITUTE OF NURSING","60","2"
"193036","330","Kamla Nehru Girls Hostel","110","2"
"184532","108","Sr. Hostel-II","0","1"
"163241","100","BOYS HOSTEL","67","1"
"178166","294","Sharavati","313","2"
"187815","100","Hostel No. 1","205","1"
"149242","132","SSEC-C","75","1"
"165476","25","S.N.D.T. Women's University Hostel","1","2"
"185236","50","SCT Girls Hostel","15","2"
"177403","320","Boys Hostel","0","1"
"185731","10","Tecnia PG Girls Hostel","0","2"
"191317","200","Sacred Heart Hostel","18","2"
"148374","25","B.Ed. Basic Boys Hostel","14","1"
"182764","20","Saraswati Girls Hostel","0","2"
"183161","40","DR.B.R.A.B.P.ED College","7","1"
"168613","125","RECT BOYS HOSTEL","45","1"
"151518","112","BLOCK A","1","2"
"164265","120","Shanti Niketan Girls","120","2"
"189960","120","Campus Ladies Hostel","100","2"
"161646","480","Girls Hostel","0","2"
"157205","503","SUNDER DEEP BOYS HOSTEL","252","1"
"169597","250","Junior Nurses Hostel","89","2"
"162961","15","Barasahi P. S. College Ladies Hostel","0","2"
"166647","278","Tagore","278","1"
"183833","200","College attached hostel","120","2"
"154834","175","KNSIT GIRLS HOSTEL","13","2"
"155120","30","ADIT Boys","16","1"
"187102","50","ALLIED HEALTH","22","2"
"153820","120","Govindammal P.G Hostel","71","2"
"191934","240","Boys hostel","240","1"
"192488","150","Model Colony Girls Hostel","41","2"
"165213","140","Girls","136","2"
"185379","43","K L E Society's B. K. College  Hostel","4","1"
"176289","20","Imphal Art College Girls Hostel","3","2"
"157064","55","MISSION BOYS","15","1"
"188290","100","Girls Hostel Sect 2 Bajaj Colony new rajendra nagar","5","2"
"156898","500","Sandip Hostel - 2","120","2"
"171037","150","Late Rani Padmadevi Mahila Chhatrawas","160","2"
"180023","300","STROCK HALL","200","2"
"182427","64","Giribabu Lane Hostel","64","1"
"181441","7109","Girls Hostel (Total 34 Hostels)","6195","2"
"152113","60","Devikrupa Nivas","0","2"
"180873","74","Girls Hostel-2","74","2"
"159504","30","Matushree V. B. manvar pharmacy college Girl`s hostel","7","2"
"169112","50","JAYAMUKHI","30","2"
"170158","129","Kundkund","123","1"
"182013","100","Sant Muktabai Hostel","23","2"
"192673","180","NELLORE SCHOOL OF NURISNG","160","2"
"152002","96","H-1","65","2"
"151339","50","Sant Dnyaneshwar Girls Hostel","0","2"
"193728","100","BH","17","1"
"189198","60","Gargi Halls of Residence","60","2"
"180940","500","GGS Hostel","180","1"
"170058","200","Girls Hostel","120","2"
"182766","50","Boys Hostel","42","1"
"157283","300","Matushri K J Kanaya Hostel","0","2"
"182019","350","GIRLS HOSTEL","1250","2"
"177240","100","Paschals' Girls Hostel A","89","2"
"186021","100","Subhash Bhawan","100","1"
"155509","4272","SINHGAD BOYS HOSTEL","4100","1"
"180802","30","SBS Girls' Hostel","0","2"
"163270","50","Late Hakim Singh Memorial","0","1"
"169679","150","V.S.M. COLLEGE HOSTEL","94","1"
"168281","40","Nachiappa Swamigal Girls Hostel","10","2"
"156868","130","BOYS HOSTEL","20","1"
"165731","10","Rengam Subansiri College Girls Hostel","10","2"
"155303","365","BIT Mens Hostel","365","1"
"157749","100","SC/ST HOSTEL","100","1"
"181967","30","NURSES HOSTEL","114","2"
"184783","88","Mandakini Girls Hostel, Chuaras","84","2"
"152939","120","Boys","5","1"
"154646","30","ms dave hostels","0","1"
"177060","120","Boy's Hostel-1","85","1"
"174328","284","TRS Block- KTR","284","1"
"157464","200","SES Girls Hostel -1","200","2"
"181598","166","A.N.Jha","166","1"
"165844","30","Kushagra Girl's Hostel","25","2"
"189537","50","Saraswati","50","3"
"188740","100","Mittal Boys Hostel","45","1"
"183438","148","Tagore Boys Hostel","148","1"
"176799","125","Sri Lakshmi Nivas Ladies Hostel","110","2"
"182987","100","Vishwateja Girls Hostel","60","2"
"150951","50","BHAVIK CHHATRALAYA - PETLAD","26","1"
"165843","400","Mansarovar","45","1"
"169156","150","boys hostel","120","1"
"167613","192","ARYA BHATTA","123","1"
"152135","50","SANT GAJANAN MAHARAJ GIRLS HOSTEL","38","2"
"187013","90","Sheth P.T. Mahila College of Arts & Home Science - Vanita Vishram - 2","48","2"
"172937","130","Vikram Nursing  Hostel, padavarahalli, Mysore","120","2"
"169198","100","Boys Hostel","40","1"
"176957","16","Dikhowmukh College Girls Hostel","0","2"
"182627","183","Girl's Hostel","183","2"
"176089","180","Maharaja  Surajmal Chhatrawas","167","1"
"190357","10","LADIES HOSTEL(DIPLOMA)","10","2"
"179581","100","Devki","30","2"
"172865","36","Jorhat College Girls' Hostel","34","2"
"174660","46","VIDYA SOUDHA","3","1"
"165788","100","JK Boys Hostel","94","1"
"166491","94","S.B.B.Alias Appasaheb Jedhe Arts Commerce College woman Hostel Pune","0","2"
"156496","30","Shri Modeshwarikanta Jilla Modi Charitable trust Randheja, Pethapur","5","1"
"185690","60","SC/ST/OBC","0","1"
"192216","120","BETA GIRILS HOSTEL","15","2"
"152753","40","XCHM BOYS HOSTEL 1","38","1"
"179656","3","E-1","3","1"
"171621","261","Block - 1","58","1"
"188426","100","Family Care Hostel","77","2"
"155212","50","Women's Hostel","0","2"
"185441","100","GFIMSR for Interns","54","2"
"159295","330","Girls Hostel","311","2"
"189053","76","Girls Hostel","76","2"
"180433","112","Ladies Hostel No.3","99","2"
"148844","160","Sigma Girls Hostel","49","2"
"179627","416","SVS GIRLS HOSTEL","322","2"
"164121","200","SankarReddy Institute of Pharmaceutical Sciences","80","2"
"184325","20","N.-1-P.G.-Womens' Hostel","20","2"
"186583","150","BOYS HOSTEL","60","1"
"183708","180","SANTHI SCHOOL OF NURSING","180","2"
"153210","140","Sadhu Vaswani  Hostel","40","2"
"161269","60","Hostel 1","0","1"
"169095","30","KLES Nursing Hostel, Ankola","1","1"
"183521","105","Hostel Block 1","237","2"
"180619","209","Laxmi Bai Hall","398","2"
"169836","75","IAA Girls Hostel","43","2"
"194102","30","Boys hostel","10","1"
"179921","32","Kachnar","32","2"
"148424","141","HOSTEL-2","136","2"
"170688","100","Girls Hostel","1","2"
"173637","45","GIRLS HOSTEL","45","2"
"189874","250","Girls","60","2"
"184374","100","Hostel 1","77","2"
"190658","100","CRRI Hostel","100","3"
"164606","372","Boys Hostel","372","1"
"194043","100","sscet","40","1"
"180689","20","Boys hostel","7","1"
"172667","120","Boys Hostel","150","1"
"175719","90","Ananya","90","2"
"158083","420","Santi Sadan Hostle","22","2"
"171132","150","AMCET BOYS","17","1"
"168884","60","M.S.S.W.B.C GIRLS HOSTEL","0","2"
"181374","125","Shri. Venkatehwara Shikshan Sanstha's Girls Hostel","38","2"
"190272","84","Prakruti","84","1"
"163036","90","Cottage NRI","15","2"
"181976","30","Carmel Hostel","30","2"
"184557","25","HOSTEL NO:1","22","2"
"149786","100","MESCO House, Malakpet","36","2"
"173671","300","Sakthi Ladies Hostel","267","2"
"175844","180","ASIET","160","1"
"153426","180","Boys Hostel","0","1"
"166246","60","RAMNAGAR HOSTEL","28","1"
"186255","50","ladies Hostel","23","2"
"151036","150","ADICHUNCHANAGIRI INSTITUTE OF NURSING GORLS HOSTEL","120","2"
"148692","36","HPAI Bacherols Hostel","34","1"
"176109","120","Home Science Girls HOstel","110","2"
"158545","20","KCE SOCIETY' BOYS HOSTEL JALGAON","2","1"
"155711","50","NS BOYS HOSTEL,LEHRARA","0","1"
"183292","120","kottam boys and girls hostel","50","3"
"190922","55","Sanjeevani Kshatrawas","55","2"
"156539","347","GMERS Medical College Boys Hostel","282","1"
"170545","180","New Boys Hostel","180","1"
"168014","600","JDT ISLAM GIRLS HOSTEL","200","2"
"173922","50","Girls' Hostel","20","2"
"172979","20","Doomdooma College new Girls' Hostel","0","2"
"170570","50","Hall of Residence 6 (off Campus, Anekal) Boys","50","1"
"151195","100","Shri J G C H Society's Girl's Hostel","95","2"
"193829","25","BTC","25","1"
"177220","216","Daya Hostel","216","2"
"172779","100","Boys Hostel","51","1"
"154047","97","Rukmani Devi Girls Hostel","60","2"
"188247","350","Nehru College Boys Hostel","68","1"
"169881","200","Elango Hostel","208","1"
"172841","50","Dakshineswar Ramkrishna Sangha, Adyapeath Hostel for Female","0","2"
"172621","150","Modern institute girls hostel","62","2"
"177252","100","christ hostel","0","2"
"165678","264","Indrayani","108","2"
"167551","150","CMR Law School, International Hostel","45","2"
"152810","60","H3","95","2"
"165097","60","LH","52","2"
"159351","20","netaji bhavan","10","1"
"164663","10","Meenakshi Girls Hostel","2","2"
"164329","70","PANDIT RAGHUNATH CHHATRABAS","70","2"
"183123","75","Girls Hostel","100","2"
"167394","42","Vidhya Soudha Hostel","3","1"
"189939","100","INSTITUTIONAL HOSTEL","18","1"
"174490","38","SANKALP 4","38","2"
"163469","150","IGMM  HOSTEL","150","2"
"165095","180","Girls Hostel","73","2"
"171729","20","Bhadra","15","2"
"192146","211","Narmada Ladies Hostel","186","2"
"184331","20","PRIYADARSHINI GIRLS HOSTAL","10","2"
"174337","210","MODI Hostel - 7","210","2"
"163033","50","UG BOYS HOSTEL","1","1"
"150392","100","Sanjivani Pratisthan Boys Hostel","0","1"
"190623","180","kvr hostel","86","2"
"194331","12","BOYS HOSTEL","2","1"
"164390","100","SUM NURSING BOYS HOSTEL","47","1"
"188363","20","JT Hostel Nipaniya Rewa M.P.","0","2"
"189059","100","Tapariya Boys Hostel","60","1"
"175289","50","RAMCHANDRA","0","1"
"162847","87","Microbiology Science Hostel, Sadra, Dist. Gandhinagar","129","2"
"161478","108","Vi Institute of Technology","32","2"
"170449","75","COLLEGE HOSTEL","52","1"
"186605","350","Miot Nursing Hostel","200","2"
"155085","100","GANDHI HOSTEL","15","1"
"168734","20","smt Lalita Devi dinanath Sachan Charitable Soc","0","1"
"183170","50","Samarth Boys Hostel 2","36","1"
"169025","400","Girls College of Nursing Girls Hostel","204","2"
"151649","240","Paramguru pathshala Girl's Hostel","22","2"
"166932","80","Hostel 3","76","1"
"180640","66","BABA FARID GIRLS HOSTEL","0","2"
"158008","100","BHAGWAN MAHVIR EDUCATION FOUNDATION","10","1"
"185615","20","mkm pg college hostel","15","1"
"183694","300","NURSING STUDENT HOSTEL","304","2"
"151879","12","J.G.T.T.I Hostel","0","1"
"182170","102","Monal Hostel UG","109","1"
"169335","150","GIRLS HOSTEL","150","2"
"177458","300","STUDENT MANAGEMENT HOSTLE","150","1"
"167931","230","Mata Sahib Kaur Girls Hostel","147","2"
"170303","100","Shraddha","98","2"
"163348","504","Campus Hostel 7","398","1"
"151739","500","UMA BHAVAN KANYA CHHATRALAYA","150","2"
"168541","100","BHARATH INSTITUTE OF EDUCATION","53","2"
"186268","16","POST GRADUATE DEGREE BOYS HOSTEL","4","1"
"193560","40","Gitanjali Girls Hostel","35","2"
"173063","400","Palamuru university Boys Hostel","400","1"
"157465","192","SES Boys Hostel -2","168","1"
