"id","intake_capacity","name","students_residing","type_id"
"184173","105","Nava Jyothi","105","2"
"152993","100","Apala Chatravaas","153","2"
"185924","24","T-II B-5 Boys Hostel","24","1"
"182950","60","boys hostel","10","1"
"161177","90","Vidhyarthi Vasati Nilaya","85","1"
"172769","50","Dr. B.P.S. Boys Hostel","29","1"
"154785","200","Boys Hostel","0","1"
"180622","100","Boys' Hostel","45","1"
"160461","100","Sri Ramakrishna Hostel","45","1"
"169224","100","KIOT Girls Hostel","10","2"
"149523","100","S.N.P.V.K.S.KT BOYS HOSTEL","8","1"
"154723","48","ABCD block Residents Hostel","48","3"
"188344","50","GNM Hostel - 2","38","2"
"182119","276","HOSTEL-4","276","1"
"184135","50","HOSTEL A JUNIOR","42","2"
"155613","183","KPRIET GIRLS HOSTEL - GANGA","113","2"
"158226","800","Bhavani","724","2"
"161079","64","Block - 2","64","1"
"191477","70","HCE GIRLS HOSTEL","1","2"
"193267","30","UDAYPATH","30","2"
"154062","450","Hostel No. 4 for 2nd,3rd & 4th yr. boy students","306","1"
"154441","150","Raja College of Engineering Girls Hostel","50","2"
"172307","75","jay shri boys  hostel","75","1"
"177650","120","THE KONGU POLYTECHNIC COLLEGE HOSTEL","120","1"
"155837","189","Indira College of Engineering & Mangement, Parandwadi","185","1"
"161906","40","BOYS HOSTEL","40","1"
"159473","45","Nivedita Chhatri Nivas","23","2"
"153278","36","B Block","48","1"
"157262","215","Girls' Hostel (Main Building)","215","2"
"180307","130","KICMA Boy's Hostel","31","1"
"165027","106","Pathani Samant Hostel(NC-7)","95","1"
"177518","20","D1","20","2"
"182452","138","Dr. D.Y. Patil Vidyapeeth Pimpri Pune","6","1"
"158156","100","Manda Girls hostel","0","2"
"178975","250","ACERC B-Hostel","207","1"
"154434","190","City Hostel - No. 01","157","2"
"193172","300","UG GIRLS HOSTEL, Navi Mumbai","396","2"
"159738","30","International Boys' Hostel, Purbapalli","30","1"
"166319","90","Girls Hostel Badhani","59","2"
"194277","150","RCVIGT","26","2"
"181926","20","NEHERU BHABAN","0","2"
"157115","100","Govt. Training College, Hooghly Hostel","32","1"
"176943","80","ST.MONICKA'S","80","2"
"189992","300","City Hostel","250","2"
"165284","90","Boy Town Hostel","45","1"
"150899","50","BOYS HOSTEL","0","1"
"168531","30","HCES Boys Hostel, Gadag","9","1"
"180376","150","Keerthi Boys Hostel","50","1"
"184912","60","oyster  boy's hosel","21","1"
"161470","50","LMITM Girls Hostel","27","2"
"162627","256","Boys Hostel No..3","248","1"
"173718","150","Mens Hostel","75","1"
"191667","100","priyadarshani girls hostel, saralgaon","20","2"
"153686","100","Boys Hostel","54","1"
"164761","320","Hostel-II","0","1"
"185848","100","GIET Boys Hostel","87","1"
"167987","20","Shalimar Alvas","5","1"
"159532","100","Girls Hostel","60","2"
"192189","100","MVM RHSS HOSTEL VALAYAMKULAM","25","1"
"183584","56","Sarojini Naidu University Girls Hostel","50","2"
"164832","50","MHF's Savitribai Phule","13","1"
"185773","128","R.SOMASUNDARAM HOSTEL","80","1"
"148572","200","Y.C. Girls Hostel","0","2"
"177195","50","K.S.RAJA WOMENS HOSTEL","10","2"
"175424","200","VISHNU GIRLS HOSTEL","60","2"
"194054","150","Common Block","140","2"
"166997","100","BH","33","1"
"156379","100","GIRLS","0","2"
"171399","195","Kuvempu Boys Hostel","0","1"
"166231","25","Boys & Girls","0","3"
"187711","150","KAVERI HOSTEL","122","2"
"190851","49","Harijan Hostel","49","1"
"161626","250","ADITYA HOSTEL","162","2"
"154531","75","GOKUL BOYS HOSTEL-2","55","1"
"174327","19","International Hostel - KTR","19","2"
"155297","66","MIDNAPORE COLLEGE  BOYS' HOSTEL","150","1"
"158889","90","AARYAVEER HOSTEL","90","1"
"156156","27","Rajkiya Balika Chatravas, government polytechnic ganai-gangoli","0","2"
"170466","80","V V S BOYS HOSTEL","31","1"
"187412","350","UG","560","1"
"193604","108","Boy's Hostel - New","125","1"
"182909","20","Nalbari College Boys'Hostel","7","1"
"191835","70","SreeKrishnaCollege BOYS HOSTEL","35","1"
"192840","70","LCP Girls2","35","2"
"176761","60","Shri Vasantrao Farate Patil Girls Hostel Mandavgan pharata, Tal.","50","2"
"190118","500","Ahalia Women Hostel","9","2"
"159383","150","Boys Hostel(Agril. College, Amreli)","35","1"
"165249","111","New UP & PG Hostel","93","1"
"154609","100","Jashbhai Bapu Boys Hostel","30","1"
"168313","40","BIT Boys Hostel","20","1"
"190152","39","College of Food Science and Tech., Bapatla","48","1"
"168831","60","Hostel 1","22","1"
"192750","50","PDSC&GH","5","2"
"183751","36","WELFARE","32","1"
"191184","350","KARPAGAM COLLEGE HOSTEL","332","2"
"153545","43","Rasmoni Bhawan","43","2"
"180090","100","Girls Hostel","12","2"
"185953","200","Boys Hostel","25","1"
"189167","180","SRI PADMAVATHI","180","2"
"162801","280","Infinity Girls Hostel","174","2"
"156403","30","P14","30","1"
"161464","100","RADHANATH CHHATRABAS","38","1"
"155338","50","Chatravaas","35","1"
"177163","38","Port Blair","17","2"
"193121","80","KALKA BOYS HOSTEL","80","1"
"162014","50","GOEL BOYS HOSTEL","36","1"
"183150","250","LOURDES BHAVAN","58","2"
"171191","100","GIRLS HOSTEL","0","2"
"166550","81","Baptist Block","61","1"
"166982","240","Mount Zion College of Enineering For Women,Hostel","78","2"
"153031","120","PATHANI SAMANTA NURSING CENTRE","115","2"
"161062","40","Maharshi Karve Stree Shikshan Samstha's Ladies Hostel","0","2"
"172627","100","Indira hostel wardha","0","2"
"153248","120","MGM's Boys Hostel","55","1"
"165280","130","Boys Hostel","0","1"
"150848","208","Indrayani Girls Hostel","5","2"
"183045","80","Ratnasagara","82","1"
"189328","43","GH - IV","72","2"
"186593","600","BOYS HOSTEL","285","1"
"155501","50","savitribai phule Girls Hostel","30","2"
"188079","60","AGKM WOMENS HOSTEL","40","2"
"178920","12","lumding college girls hostel","12","2"
"191214","200","De Paul Boys Hostel","130","1"
"162797","30","T.H.W. Hostel","0","1"
"164103","100","Ramakrishna Polytechnic college hostel","37","1"
"190748","51","Vishweshwarya Hostel","93","1"
"193203","500","DITMR Boys Hostel","189","1"
"152267","100","WILLINGDON COLLEGE GIRLS HOSTEL","100","2"
"164639","100","Apollo Girls Hostel","12","2"
"192522","519","Hostel No. 15 (C)","975","2"
"165070","100","SWODHARAK VIDYARTHI SANSTHAS, UDAY CHATRALAY, DONDAICHA.","0","1"
"184618","441","Boys Hostel","0","1"
"187141","450","Vinayaka Mission Hostel","100","3"
"160312","80","sys hostel","32","2"
"157200","190","City hostel Block- 2","173","2"
"192578","450","Bebe Nanki Girls Hostel","425","2"
"192892","150","HOSTEL FOR NURSES AND LADIES HOUSE SURGENS","165","3"
"175154","180","Boys Hostel","180","1"
"159893","48","MIET Hostel","22","2"
"167180","150","KAVERI AGMRCET  Girls Hostel","130","2"
"187715","40","Boys Hostel","8","1"
"153774","100","Government Engineering College","0","2"
"183796","20","Pandu College Women Hostel","20","2"
"163581","60","BOYS HOSTEL","53","1"
"176982","101","FPM","114","3"
"149393","100","MNR Girls Hostel","71","2"
"174586","100","ST Hostel","100","1"
"166857","495","H M Hall","495","2"
"153599","30","KRUPALU HOSTEL MALAV","10","2"
"189670","40","GURU GOBIND SINGH INSTITUTE OF NURSING","0","2"
"161038","200","COLACO LADIES HOSTEL","92","2"
"162876","300","Boys hostel-2","255","1"
"165867","148","SVMVV SOSIETY'S WOMEN'S HOSTE","4","2"
"174046","200","BELLARMINE HOUSE","60","1"
"150923","80","AAMC","28","2"
"186161","1500","Excel Green Hostel","120","1"
"151956","24","Boys Hostel","0","1"
"158014","150","NIVETHITHA HOSTEL","24","2"
"164702","32","PTM Annexe","32","1"
"176667","14","IGGC GIRLS HOSTEL (NEW)","20","2"
"193135","250","Devyani hostel","180","2"
"163336","100","NEW SARASWATI LADIES HOSTEL","60","2"
"174672","150","AMEs GIRLS HOSTEL","130","2"
"171877","60","Mangattuparamba campus - Boy's Hostel","60","1"
"171065","63","F. H. Hostel","48","1"
"156604","100","Om Hostel","29","1"
"175581","24","Women' Hostel","24","2"
"188074","100","ANNAPURNA GIRLS HOSTEL","40","2"
"162494","240","Narmada","105","2"
"153876","50","Balurghat B.Ed. College Hostel","50","1"
"182537","50","BOYS HOSTEL","10","1"
"155269","57","RATNASINHJI MAHIDA COMM, BOYS HOSTEL","57","1"
"159732","100","Nandan Sadan Boys' Hostel, Sripalli","100","1"
"183586","40","Shrimati Sushiladevi Salunkhe Girls Hostel","0","2"
"185496","5","Staff Quarter","3","3"
"189405","520","Engineering Boys Hostel","242","1"
"166212","79","Girls Hostel 3 (Double Seater)","55","2"
"193431","60","CORNERSTONE HOSTEL","30","1"
"166022","100","Girls Hostel","3","2"
"150694","50","Avadh Boy's Hostel","20","1"
"191669","100","priyadarshani girls hostel","5","2"
"164014","50","Govt.Girls Hostel For Sc Students","50","2"
"166423","100","New Girls Hostel Dhar","100","2"
"179795","250","Nurses Hostel","210","2"
"164296","24","Ajay Annexe","24","1"
"166770","32","GOVT POLYTECHNIC WOMEN HOSTEL","65","2"
"177923","200","Agnihotri Girls Hostel","40","2"
"183642","350","Boys Hostel","320","1"
"186749","75","K. K. WAGH AGRICULTURAL & ALLIED COLLEGES GIRLS HOSTEL","11","2"
"194183","48","Nightingale","48","2"
"169635","40","Boys PG Hosel","40","1"
"149755","120","SSS Boys Hostel","12","1"
"189436","90","NETAJI CHHATRA BAS","65","1"
"158792","250","SVV HOSTEL","100","1"
"194064","40","Omkar Hostel Aron","16","2"
"170271","545","Boys Hostel Block 4","558","1"
"191508","126","New Boys Hostel","136","1"
"184322","250","Kalinga Institute Of Mining Engineering & Technology's Boys Hostel","225","1"
"150785","90","BRS HOSTEL","24","2"
"155767","220","Girls","20","2"
"157062","250","St. Mary's Children Home","15","2"
"178268","300","JANS Hostel","10","1"
"170144","200","GRD 216 Rajpur Road","122","2"
"171134","45","M.L.M.N.Womens Hostel","13","2"
"188972","360","SRI NARAYANI STUDENTS NURSES HOSTEL","0","2"
"148566","35","Smt.Vijayadevi Surajmal Dakale Girls Hostel (S.S.B. College of Education, Shrirampur )","3","2"
"150469","200","Rajagruha","13","1"
"184350","100","M-DIT GIRLS HOSTEL","45","2"
"160457","456","Sarojini Naidu","465","2"
"174476","250","VES Hostels","200","1"
"149828","50","Kai.Narayanrao Nagadhkar Girls Hostel","0","2"
"183143","65","PRAKHAR GUEST HOUSE","40","1"
"180629","200","BALAJI BOYS HOSTEL","124","1"
"155979","30","MIT College, Paud Road, Kothrud, Pune","30","1"
"167136","176","NIPT BOYS HOSTEL","26","1"
"155865","98","Sri Ram Block","29","1"
"165800","22","HOSTEL 2","5","2"
"160984","350","murari lal memorial hostel","304","2"
"170836","40","PNPS Boys Hostel","18","1"
"171243","62","1st BLOCK EXT","104","2"
"175520","96","Interns Men's Hostel","59","1"
"158357","40","Netaji Boys Hostel","40","1"
"155008","100","SRI GANESH GIRLS HOSTEL","20","2"
"178586","290","Malik Mohd. Jyasi Hostel","215","1"
"183375","98","Gargi","83","2"
"190369","90","United school of nursing","52","2"
"159444","150","Kailash","70","2"
"174607","55","Girls Hostel","35","2"
"185451","432","B,B1 Block","406","2"
"175768","200","al azhar boys hostel1","30","1"
"178277","50","Lakshmi Hostel","46","2"
"161918","40","Boys Hostel","12","1"
"176098","96","Agricultural Hostel Block-4 (PG)","90","1"
"165728","60","BOYS HOSTEL","11","1"
"176285","168","MBL Hall","168","1"
"175306","80","COLLEGE HOSTEL","72","1"
"160262","123","Kangundi Mens Hostel","125","1"
"184965","200","Pothana Hostel","200","1"
"186143","100","Patel Hall","0","1"
"167145","50","Sri Lakshmi Boys Hostel","17","1"
"181284","250","Neptune","221","1"
"157540","30","CIPT BOYS HOSTEL","27","1"
"188599","8","Salandi Boys Hostel","2","1"
"153612","25","WOMEN HOSTEL","0","2"
"157415","0","Hall of Residence Men","0","1"
"191724","39","Geetai Girl's hostel","39","2"
"177223","200","GIRLS HOSTEL","70","2"
"186474","144","Smt. Sheila Devi Girls Hostel","139","2"
"186467","200","Baba Deep Singh Hostel","170","1"
"194137","14","Sukanya Hostel","144","2"
"159891","60","Girls Hostel","5","2"
"171271","170","GOVT YOGA&NATUROPATHY MEDICAL COLLEGE","160","2"
"148865","25","Girish Boys Hostel","0","1"
"160792","50","B wing","50","2"
"179100","250","rass hostel","190","2"
"163458","250","Boys Hostel 2","150","1"
"173061","100","Girls Hostel","64","2"
"151284","120","Boys Hostel","0","1"
"188078","150","Hostel 2","150","2"
"193636","124","Intern Hostel","49","3"
"183986","96","SANTOKH BLOCK","96","2"
"159764","40","PRIYADARSHINI GIRLS HOSTEL 2","40","2"
"162347","26","Men Hostel","6","1"
"177254","288","Girls hostel","40","2"
"193282","90","H.S. Hostel (Interns)","70","1"
"173950","200","Girls Hostel -2","200","2"
"177881","150","Hostel No - 24","141","1"
"180555","125","Soosaiya Pillai Boys Hostel","73","1"
"173179","77","MUKHERJI WEST BLOCK","76","1"
"192330","149","Hostel no.-4","139","1"
"184058","170","Priyamvada","272","2"
"169446","80","Malligai Ellam","77","1"
"156504","24","Vijayatai Lad Girls Hostel","0","2"
"167194","83","New Mahila Hostel","83","2"
"158691","25","BDSIM GIRLS HOSTEL","0","2"
"155487","30","satan dharam","25","1"
"175180","25","VISWA BHARATHI INSTITUTE, GIRL'S HOSTEL","15","2"
"193261","80","NNH- SCHOOL OF NURSING HOSTEL","25","2"
"166139","50","Girls","0","2"
"194176","90","PG Hostel","58","1"
"162275","420","Campus Boys' Hostel","338","1"
"165715","240","Manorama Hostel","112","2"
"192570","24","Women Hostel","24","2"
"177467","130","Bheem Bhawan","130","1"
"176815","148","Boys Hostel No. 2","0","1"
"152442","400","Sanjeevan Boys Hostel","200","1"
"162237","30","S.T.GIRLS HOSTEL","30","2"
"176840","120","Krishna Hostel","50","1"
"151035","450","S.N. Vanitha Girls Hostel","450","2"
"181005","200","Andhra Pradesh Tribal welfare hostel","150","1"
"186789","15","Chandy B.Ed Hostel for Boys","0","1"
"188495","40","MSDC BOYS HOSTEL","0","1"
"190223","300","HOUSE OF ANGELS","190","2"
"183919","100","KALIMUDDIN ADARSHO HOSTEL","88","1"
"153733","100","ASRA Girls Hostel","16","2"
"181664","188","Aravali Hostel","180","1"
"172091","58","Ogilvie Hostel","50","1"
"148936","120","GANGA GIRLS HOSTEL","117","2"
"181925","20","GANDHI BHABAN","0","1"
"188704","65","PG hostel-1","40","1"
"190349","73","VANASHREE","73","1"
"162591","82","Geeta Bhawan (B)","82","2"
"166708","100","Kamala Nehru","95","2"
"166524","132","BOYS HOSTEL-III","57","1"
"186309","400","Boys Hostel","400","1"
"172556","1000","The Oxford  Girls Hostel","15","2"
"160809","40","MEHTA HUKAM CHAND KUMAR GIRLS HOSTEL","0","2"
"182952","250","GREATER NOIDA CHATRAWAS","16","2"
"164938","100","BOYS HOSTEL-I","82","1"
"170231","150","NIPT Girls Hostel, Paneer","31","2"
"164419","192","Girls Hostel No. 4","66","2"
"175017","300","Kanoria Girls Hostel","300","2"
"169884","30","Jyotirmoy Education & Welfare Foundation","8","1"
"174886","140","Girls Hostel","140","2"
"187419","73","Assisi Ladies Hostel","53","2"
"158192","50","B.M.BARAD GIRLS HOSTEL","0","2"
"168720","150","DR. KALPANA CHAWLA","0","2"
"171436","240","Vivekananda Boys Hostel","250","1"
"165235","50","R.B.Hostel","20","1"
"159860","90","Agnel Boys Hostel","88","1"
"181070","350","GIRLS HOSTELS","250","2"
"185589","100","VNGIASS Nagpur Girls Hostel","100","2"
"150327","60","Meerabai Kamble Girls Hostel, Bramhapuri","25","2"
"155231","99","GOVERNMENT COLLEGE BOYS HOSTEL","93","1"
"169241","80","Boys Hostel","53","1"
"183667","40","RITEE Boys Hostel","27","1"
"186882","100","City Nursing Hostel","50","2"
"163391","30","GIRLS HOSTEL","21","2"
"171011","500","Sri Gavisiddeshwara Womens Hostel Koppal","30","2"
"178733","60","Boys Hostel","5","1"
"186362","0","Boys Hostel","0","1"
"157640","100","Hemavathi","100","1"
"166936","80","Hostel 2","72","1"
"180245","350","St Agnes Girls Home","232","2"
"189131","48","AMP Annexe","44","1"
"170221","440","Vydehi Nursing Girls hostel","255","2"
"188652","38","P.U., Port Blair Ladies","25","2"
"162796","100","U.G.C. Ladies Hostel","100","2"
"186913","150","Varalakshmi Girls Hostel","128","2"
"187526","100","swathi womens hostel","30","2"
"167598","30","BSNL HOSTEL","30","1"
"172103","53","Dinabandhu Mahavidyalaya Boys' Hostel","20","1"
"172443","40","Dr. M.C. Saxena Boys Hostel","21","1"
"175082","88","Siremal Bapna Boys Hostel","0","1"
"165241","50","Tapi Girls Hostel","2","2"
"189054","64","Boys Hostel","64","1"
"182507","200","SRI RAMANA MAHARSHI BOYS HOSTEL","8","1"
"188048","60","MAYURAKSHI SHIKSHA AND VIKAS SANSTHAN","15","2"
"190182","60","Women's Hostel","32","2"
"153889","150","CITY HOSTEL","91","1"
"193561","60","k l boys hostal","60","1"
"149452","50","HEMCHANDRA GIRLS HOSTEL","24","2"
"176437","75","WMC II","0","1"
"170933","32","A.T.4 Boy's Hall","28","1"
"176765","100","St. Xavier's Women Hostel","22","2"
"181522","50","MGM's Boys HOstel","50","1"
"177942","54","Girls Hostel","54","2"
"152516","109","L.D College of Engineering Boys Hostel Block B","134","1"
"176163","12","CHRISTIAN TRAINING COLLEGE","5","2"
"179446","500","Srinivasan College of Arts & Science","43","2"
"160023","40","NEW LOOK GIRLS HOSTEL","9","2"
"173152","30","Kala Ashram Hostel","30","2"
"157915","560","THENDRAL ILLAM","538","2"
"190699","240","Kalpavruksha","200","2"
"174790","100","Vainiki","94","1"
"186496","432","New Boys Hostel Block ""A""","181","1"
"171979","175","Vaishnavi","174","2"
"156526","150","BOYS","100","1"
"171951","100","Arunesha Ladies Hostel","5","2"
"188037","160","GOVERNMENT NURSING HOSTEL, AMBIKAPUR","160","2"
"182479","50","Senthil Hostel","0","1"
"172157","40","Chacko Hostel","40","1"
"162505","100","Lengteng","100","1"
"171226","40","TIT Girls Hostel","30","2"
"184160","80","Fatima Girls Hostel","67","2"
"149387","60","RRDCH Hostel Girls Hostel","55","3"
"160726","380","Thanthai Periyar Hostel","315","1"
"177735","100","Golden Jublee Boys Hostel","25","1"
"156910","60","Sardar Patel Education Trust Hostel","50","1"
"191764","50","Seth Khillimal Girls Hostel, Rewari","42","2"
"162924","200","MAYASHRI GIRLS HOSTEL","100","2"
"165058","78","Girls hostel","71","2"
"181918","150","Nursing Hostel","150","2"
"149302","120","Boys Hostel","0","1"
"167291","45","Kondas","31","1"
"161972","342","Girls Hostel","206","2"
"160402","18","Girls Hostel (Old)","12","2"
"177188","81","RIMT-IET(AC)","45","2"
"181348","150","Gents' Hostel No.2","140","1"
"194053","54","NRI Block","54","2"
"159914","50","Mohammadi B.Ed. Boys Hostel","0","1"
"193601","100","Girls Hostel","100","2"
"182941","80","Boys Hostel","25","1"
"161933","100","New Girls Hostel","100","2"
"150537","200","Siddhartha (Shared with SSIT)","6","2"
"159140","60","Maharaja Manindra Chandra Hostel","60","1"
"160212","100","Miani Illam","35","1"
"168364","0","Akal Girls Hostel Mastuana Sahib","10","3"
"193365","114","Boys Hostel Block E","114","1"
"186320","60","Girls Hostel","60","2"
"174470","100","ST HOSTEL FOR D.Ed COLLEGE","54","1"
"148705","208","Boys Hostel","160","1"
"154749","100","Boys Hostel","40","1"
"171529","329","KAMBAN","329","1"
"178886","60","Boys hostel","10","1"
"171111","126","Block I","90","1"
"166816","100","Doctors Hostel  No. 7","100","1"
"173729","100","Laxmi Bai Hostel","100","2"
"168413","30","St. Joseph Hostel","30","1"
"171708","100","GIRLS HOSTEL","44","2"
"160302","100","Methodist Boys  Hostel","10","1"
"175486","45","IHMC Hostel","42","1"
"178077","40","Mungasaji Maharaj Woman Hostel","0","2"
"178913","440","GIRLS HOSTEL","175","2"
"183793","96","cv raman girls hostel","96","2"
"155075","0","P.G. Ladies Hostel (Gym Block)","0","2"
"180724","90","N.N.M. Boys Hostel","36","1"
"160324","25","Girls","0","2"
"181536","10","S.P.Mandali (S.P.College Campus)","0","1"
"183164","60","Shamrao Patil (Yadravkar) Girls Hostel","60","2"
"157857","250","Boys hostel - 1","112","1"
"154790","312","Boys Hostel","20","1"
"172057","40","Women Hostel","0","2"
"191839","110","KVM Nursing College Hostel","69","2"
"155965","150","NAIMINATH GIRL'S HOSTEL","105","2"
"175205","14","Nagarjuna","2","1"
"178351","447","Saraighat C.V. Raman Men's Hostel","350","1"
"176411","145","SUBBAIAH DENTAL BOYS HOSTEL","78","1"
"181325","20","Student Hostel","20","2"
"170233","192","ABSMIDS - Girls Hostel","102","2"
"163576","54","HMS UNANI MEDICAL COLLEGE  BOYS HOSTEL","54","1"
"182841","500","malla reddy boys hoste","72","1"
"185279","228","Madhusudan boys hostel (under repair)","228","1"
"173977","7109","Girls Hostel (Total 34 Hostels)","6195","2"
"179944","156","MAM HOSTELS","20","2"
"158028","100","DIET","0","1"
"194221","146","Sensiar","0","2"
"175869","166","Durga Hostel","26","2"
"191363","40","Teresa 1","40","2"
"191370","220","Boys Hostel","25","1"
"175346","20","M.S.C Boys Hostel","12","1"
"188113","100","CHAITANYA HOSTEL","57","1"
"193942","50","Omkar Boys Hostel","10","1"
"148704","51","Postgraduate Hostel","51","3"
"172310","220","Sri Sai Hostel","40","2"
"164457","30","Mariagam hostel for girls","13","2"
"181751","90","Priyadarshini Girls Hostel No. 2","90","2"
"183905","200","HOSTEL - B","200","1"
"190336","10","Bhagni Nivedita Chatravas","4","2"
"186841","40","ELANJIKKAL","14","2"
"188753","90","SAMATHA","48","2"
"182636","12","Venus B Home","12","2"
"167414","175","NEW BOYS HOSTEL","99","1"
"172459","100","Anna Muriankal Ladies Hostel","21","2"
"170618","50","Girls Hostel","16","2"
"155167","30","Dogra College Boys Hostel","0","1"
"180372","100","HMV GIRLS HOSTEL","100","2"
"175077","100","IET Boys Hostel 3","100","1"
"154453","120","P.K. KOTAWALA","40","2"
"179095","75","Boys Hostel, SSR Memorial Trust","0","1"
"173019","40","Dr Muthulakshmi Reddy Hostel for Women","40","2"
"194275","80","Boys Hostel","45","1"
"176501","40","Aryan Hostel No-2","33","2"
"185217","60","Women's Hostel","0","2"
"170977","80","SREE SIDDARAMESHWARA BOYS HOSTEL","75","1"
"149360","130","SHALOME","91","2"
"176392","300","SRIHARI BLOCK, 1ST CROSS, RAVIDRANAGAR, SHIMOGA","105","2"
"190220","27","UNDER CONSTRUCTION-1 Xth PLAN-27","0","2"
"193480","60","Girls Hostel(New campus)","60","2"
"158137","100","N P HOSTEL","0","1"
"160874","75","girls hostel","0","2"
"161624","1000","BOYS HOSTEL","800","1"
"167514","50","KARPAGAM POLYTECHNIC COLLEGE HOSTEL","12","2"
"172198","90","SAASTRA COLLEGE HOSTEL","90","3"
"157650","30","Ladies Hostel1","0","2"
"170435","80","K.T.Patil college of Nursing Girl's Hostel, Osmanabad","50","2"
"178639","180","INSTITUTE OF PROFESSIONAL STUDIES BOYS    HOSTEL","5","1"
"157969","102","S.B.Boys Hostel","43","1"
"172928","30","KTP GIRLS HOSTEL B","25","2"
"171946","400","Balamurugan Boys Hostel","136","1"
"176572","110","WMC - I","39","1"
"181672","159","Himadri","165","2"
"171477","284","Ladies Hostel","394","2"
"189085","100","Boys Hostel","100","1"
"163429","64","Girls Hostel","0","2"
"166847","50","Govt.Women's Hostel Neemuch","0","2"
"159450","25","girls hostel","0","2"
"186347","100","women hostel","100","2"
"186046","85","ROZARIO VAULT PARADISE","80","2"
"171490","100","PADMALAYA","30","2"
"148745","150","International Hostel","0","1"
"150962","200","Sushilkumar shinde boys hostel","10","1"
"171600","55","AZAD HOSTEL","52","1"
"163099","30","Shambhu Ghosh Memorial Hostel","30","1"
"177688","53","Seshachala Hostel","80","1"
"155585","66","HOSTEL2","27","2"
"156001","300","NEW LADIES HOSTEL-I","238","2"
"167891","100","BOYS HOSTEL - 3","73","1"
"192188","100","SCHOOL OF NURSING HOSTEL","12","2"
"163881","180","Bagul Nana Hostel Shirpur","80","1"
"173224","90","GOVT POLYTECHNIC BOYS HOSTEL","0","1"
"172903","120","Gents Hostel","10","1"
"182090","360","GVR&S DEGREE COLEGE WOMENS HOSTEL","355","2"
"194003","50","DIET HOSTEL(Students Managed Hostel)","68","2"
"186479","540","Smt. Vidyawati Devi Girls Hostel","305","2"
"151404","200","Bon Secours College Hostel","17","2"
"159603","60","NGM","16","2"
"171751","50","Mahatma Boys Hostel","0","1"
"183072","100","Girls Hostel Junior Students","39","2"
"159147","100","HOSTEL-G","100","2"
"183739","200","Dental Girls Hostel","191","2"
"193342","150","MSR Hostel for Girls","31","2"
"155021","320","Pratapgad","320","1"
"180256","100","Hostel 32","0","1"
"168155","50","Boys Hostel","27","1"
"192512","252","Hostel No. 7","339","1"
"149952","120","C.T.E.S. Girls Hostel","3","2"
"155517","50","sditt Hostel","0","1"
"169747","300","Akkamahadevi Ladies hostel","65","2"
"166056","200","Boys Hostel-I","112","1"
"168737","100","Anjani","22","2"
"174395","132","NRI Ladies Hostel","128","2"
"163955","78","Girls Hostel","78","2"
"170503","108","Vikram Sarabhai Hall (Fellow Students)","37","1"
"190764","26","Block-C","26","2"
"175979","297","Gowthami Block","275","2"
"186679","120","Girls Hostel","115","2"
"148953","132","Boys Hostal","55","1"
"150421","200","Shri Sardarbhai Hemrajbhai Patel","200","1"
"190995","100","New Boys Hostel No.5","90","1"
"166971","100","Kaveri Girls Hostel","60","2"
"157564","132","Tilak","65","1"
"193227","25","sadbhavna hostel 2","25","2"
"193884","150","GNM","150","2"
"160890","50","Girls Hostel","28","2"
"152994","50","Dr Ram Manohar lohiya","52","1"
"155405","150","Boys Hostel (Polytechnic campus Hostel)old","35","1"
"171750","25","Mahatma girls Hostal","0","2"
"186242","100","Hostel 2","86","2"
"165841","65","sector-10 (3rd yr)","58","1"
"188541","75","Girls","21","2"
"181019","80","Hostel B","77","1"
"183357","250","Nova girls Hostel","198","2"
"187842","150","SANKUTALA BHAVAN","140","2"
"173161","950","Swami Vivekanand Bhavan","917","1"
"182953","32","Jehlum Hostel","32","1"
"173833","100","RYMEC Working womens Hostel, Fort","15","2"
"186637","60","BOYS HOSTEL","60","1"
"150154","24","vidhywati mushran girls hostal","24","2"
"174804","250","KIRONMOYEE NIVAS","240","2"
"155763","300","Balaji Chockalingam gents hostel","15","1"
"165348","36","College Hostel","20","2"
"161355","63","South Calcutta Girls' College Hostel","54","2"
"170053","30","Girls Hostel","0","2"
"148439","50","Women Hostel","0","2"
"151835","25","DR ASHOKSMARAK PG COLLEGE","16","1"
"183764","50","Sreevardanam","45","1"
"187189","220","Mother Mary Memorial Hostel","220","2"
"158423","40","Boys Hostel","33","1"
"190650","50","DIET HOSTEL","10","3"
"157234","100","Shivkrupa Hostel","0","2"
"181534","500","University College of Engineering Vizainagaram  Boys Hostel","237","1"
"173215","72","GMC Boys Hostel1","72","1"
"173663","100","CAMPUS BOYS HOSTEL","96","1"
"181412","159","SIILAS CAMPUS 2","8","1"
"164104","120","AMC","5","1"
"169203","201","Girls' Hostel I","168","2"
"161401","500","BET Hostal","300","2"
"177820","50","S . P . HOSTEL","15","2"
"165954","200","RPIIT GIRLS HOSTEL","167","2"
"169558","500","Sri Devaraj urs student nurses hostel","180","2"
"175780","30","Kalai Kaviri Boys Hostel","25","1"
"184860","30","Women's Hostel","0","2"
"189254","292","Shri Shanta Vasati","292","2"
"180385","42","WOMENS HOSTEL","80","2"
"190458","300","Mata gujri hostel for girls","70","2"
"156814","4","babu gangaram hostel","4","2"
"164332","50","Boys Hostel","50","1"
"169160","48","N B hostel","48","1"
