"college_institution_id","student_hostel_id","survey_year"
"25426","149556","2015"
"25426","149557","2015"
"6690","149565","2015"
"6690","149566","2015"
"7205","149569","2015"
"7205","149570","2015"
"46247","149572","2015"
"46247","149573","2015"
"46247","149574","2015"
"88","149581","2015"
"43042","149582","2015"
"6064","149583","2015"
"12435","149584","2015"
"11026","149607","2015"
"13909","149608","2015"
"251","149609","2015"
"251","149610","2015"
"600","149611","2015"
"40848","149613","2015"
"49671","149624","2015"
"49671","149625","2015"
"7354","149627","2015"
"7354","149628","2015"
"5896","149636","2015"
"5896","149637","2015"
"41823","149638","2015"
"41823","149639","2015"
"15735","149648","2015"
"920","149658","2015"
"920","149659","2015"
"4122","149689","2015"
"4122","149690","2015"
"753","149691","2015"
"6769","149696","2015"
"6769","149697","2015"
"41762","149700","2015"
"41762","149701","2015"
"50325","149719","2015"
"50325","149720","2015"
"203","149721","2015"
"999","149724","2015"
"48504","149725","2015"
"48504","149726","2015"
"996","149728","2015"
"390","149730","2015"
"390","149731","2015"
"46579","149732","2015"
"46579","149733","2015"
"200","149734","2015"
"200","149735","2015"
"200","149736","2015"
"200","149737","2015"
"200","149738","2015"
"200","149739","2015"
"200","149740","2015"
"200","149741","2015"
"200","149742","2015"
"200","149743","2015"
"6669","149746","2015"
"6669","149747","2015"
"11072","149748","2015"
"33683","149749","2015"
"6776","149750","2015"
"6776","149751","2015"
"6096","149752","2015"
"152","149762","2015"
"152","149763","2015"
"6749","149769","2015"
"6749","149770","2015"
"501","149772","2015"
"10993","149774","2015"
"6819","149775","2015"
"6819","149776","2015"
"31","149777","2015"
"4107","149780","2015"
"4107","149781","2015"
"4107","149782","2015"
"6773","149783","2015"
"6773","149784","2015"
"25829","149785","2015"
"25829","149786","2015"
"6448","149787","2015"
"6448","149788","2015"
"40058","149791","2015"
"40058","149792","2015"
"52245","149793","2015"
"40386","149796","2015"
"40386","149797","2015"
"127","149798","2015"
"994","149801","2015"
"41858","149803","2015"
"41858","149804","2015"
"10969","149805","2015"
"10969","149806","2015"
"40223","149809","2015"
"40223","149810","2015"
"20678","149811","2015"
"45883","149812","2015"
"45883","149813","2015"
"6734","149816","2015"
"6734","149817","2015"
"10438","149818","2015"
"33668","149820","2015"
"41973","149821","2015"
"41973","149822","2015"
"6630","149823","2015"
"6630","149824","2015"
"34385","149828","2015"
"34385","149829","2015"
"18836","149830","2015"
"13749","149831","2015"
"7440","149832","2015"
"25994","149833","2015"
"25994","149834","2015"
"41453","149838","2015"
"41453","149839","2015"
"10458","149840","2015"
"10458","149841","2015"
"25681","149842","2015"
"25681","149843","2015"
"6017","149844","2015"
"6017","149845","2015"
"8694","149849","2015"
"6785","149850","2015"
"6785","149851","2015"
"6839","149852","2015"
"6839","149853","2015"
"19506","149854","2015"
"39729","149855","2015"
"39729","149856","2015"
"39729","149857","2015"
"39729","149858","2015"
"49812","149861","2015"
"8851","149862","2015"
"8851","149863","2015"
"10416","149864","2015"
"10416","149865","2015"
"33981","149866","2015"
"21252","149868","2015"
"21252","149869","2015"
"11117","149870","2015"
"44834","149871","2015"
"44834","149872","2015"
"937","149877","2015"
"264","149878","2015"
"264","149879","2015"
"50317","149880","2015"
"22951","149881","2015"
"41698","149882","2015"
"41698","149883","2015"
"41698","149884","2015"
"41698","149885","2015"
"41698","149886","2015"
"41698","149887","2015"
"41698","149888","2015"
"41698","149889","2015"
"33999","149890","2015"
"7403","149891","2015"
"6080","149892","2015"
"1202","149894","2015"
"856","149895","2015"
"33994","149898","2015"
"33994","149899","2015"
"6663","149900","2015"
"6663","149901","2015"
"733","149902","2015"
"44514","149923","2015"
"44514","149924","2015"
"42553","149925","2015"
"44114","149926","2015"
"41500","149927","2015"
"5995","149928","2015"
"25460","149929","2015"
"25460","149930","2015"
"17929","149933","2015"
"17929","149934","2015"
"10429","149939","2015"
"10429","149940","2015"
"11183","149941","2015"
"5840","149944","2015"
"5840","149945","2015"
"7182","149946","2015"
"20886","149949","2015"
"20886","149950","2015"
"6744","149951","2015"
"6744","149952","2015"
"20702","149953","2015"
"34164","149958","2015"
"34164","149959","2015"
"5939","149960","2015"
"5939","149961","2015"
"14680","149962","2015"
"25620","149963","2015"
"49710","149964","2015"
"44740","149965","2015"
"44740","149966","2015"
"10378","149967","2015"
"10378","149968","2015"
"5867","149969","2015"
"34215","149970","2015"
"1193","149971","2015"
"10394","149973","2015"
"10394","149974","2015"
"43306","149979","2015"
"43306","149980","2015"
"41948","149987","2015"
"41948","149988","2015"
"286","149989","2015"
"286","149990","2015"
"10196","149991","2015"
"46334","149994","2015"
"46334","149995","2015"
"41754","149998","2015"
"41754","149999","2015"
"12575","150000","2015"
"12575","150001","2015"
"34968","150005","2015"
"949","150007","2015"
"6830","150008","2015"
"42877","150010","2015"
"1195","150011","2015"
"1195","150012","2015"
"1195","150013","2015"
"47248","150016","2015"
"47248","150017","2015"
"10452","150018","2015"
"10452","150019","2015"
"6815","150020","2015"
"1198","150027","2015"
"44216","150029","2015"
"46530","150030","2015"
"47584","150031","2015"
"7348","150051","2015"
"7348","150052","2015"
"41845","150064","2015"
"41845","150065","2015"
"14178","150066","2015"
"14178","150067","2015"
"14178","150068","2015"
"49797","150069","2015"
"49797","150070","2015"
"11383","150071","2015"
"6900","150072","2015"
"6900","150073","2015"
"52112","150074","2015"
"52112","150075","2015"
"6435","150077","2015"
"6435","150078","2015"
"20958","150083","2015"
"20958","150084","2015"
"34446","150085","2015"
"48406","150086","2015"
"40534","150087","2015"
"40534","150088","2015"
"44147","150093","2015"
"25860","150094","2015"
"25860","150095","2015"
"25860","150096","2015"
"25860","150097","2015"
"50017","150100","2015"
"5821","150103","2015"
"7992","150106","2015"
"7992","150107","2015"
"49677","150121","2015"
"49677","150122","2015"
"47899","150123","2015"
"47899","150124","2015"
"34114","150125","2015"
"44277","150126","2015"
"17152","150129","2015"
"49662","150132","2015"
"6768","150134","2015"
"41471","150135","2015"
"6896","150139","2015"
"21291","150140","2015"
"21291","150141","2015"
"20890","150142","2015"
"6015","150143","2015"
"6015","150144","2015"
"21132","150145","2015"
"21132","150146","2015"
"11110","150147","2015"
"11110","150148","2015"
"1165","150149","2015"
"1165","150150","2015"
"918","150151","2015"
"918","150152","2015"
"33430","150154","2015"
"6063","150153","2015"
"6063","150155","2015"
"21122","150156","2015"
"21122","150157","2015"
"43643","150159","2015"
"43643","150160","2015"
"6786","150169","2015"
"11196","150170","2015"
"11196","150171","2015"
"11196","150172","2015"
"11196","150173","2015"
"11196","150174","2015"
"984","150175","2015"
"984","150176","2015"
"749","150179","2015"
"45260","150198","2015"
"45260","150199","2015"
"41359","150204","2015"
"248","150210","2015"
"248","150211","2015"
"248","150212","2015"
"248","150213","2015"
"248","150214","2015"
"19089","150215","2015"
"19089","150216","2015"
"48244","150218","2015"
"48244","150219","2015"
"42591","150222","2015"
"18169","150228","2015"
"16577","150229","2015"
"16577","150230","2015"
"16577","150231","2015"
"5866","150233","2015"
"5866","150234","2015"
"9300","150235","2015"
"9300","150236","2015"
"197","150237","2015"
"197","150238","2015"
"197","150239","2015"
"5877","150240","2015"
"51967","150241","2015"
"51967","150242","2015"
"11168","150254","2015"
"11168","150255","2015"
"11004","150256","2015"
"5926","150259","2015"
"21060","150260","2015"
"17771","150273","2015"
"15766","150274","2015"
"33494","150279","2015"
"13457","150280","2015"
"13457","150281","2015"
"13457","150282","2015"
"13457","150283","2015"
"13457","150284","2015"
"1210","150285","2015"
"46333","150289","2015"
"502","150290","2015"
"502","150291","2015"
"8139","150292","2015"
"1175","150293","2015"
"1175","150294","2015"
"14945","150301","2015"
"544","150302","2015"
"34682","150303","2015"
"34682","150304","2015"
"618","150305","2015"
"42261","150306","2015"
"42261","150307","2015"
"52061","150308","2015"
"52061","150309","2015"
"48754","150311","2015"
"33379","150312","2015"
"33379","150313","2015"
"7586","150314","2015"
"7586","150315","2015"
"5844","150317","2015"
"27059","150319","2015"
"27059","150320","2015"
"9600","150321","2015"
"9600","150322","2015"
"48375","150324","2015"
"48375","150325","2015"
"18175","150326","2015"
"18175","150327","2015"
"5969","150332","2015"
"35788","150333","2015"
"43793","150334","2015"
"1164","150338","2015"
"1164","150339","2015"
"10371","150344","2015"
"10371","150345","2015"
"44637","150346","2015"
"25519","150348","2015"
"40566","150349","2015"
"40566","150350","2015"
"48407","150351","2015"
"48407","150352","2015"
"25309","150353","2015"
"13820","150354","2015"
"13820","150355","2015"
"891","150376","2015"
"52356","150383","2015"
"43174","150384","2015"
"43174","150385","2015"
"13763","150387","2015"
"46561","150389","2015"
"46561","150390","2015"
"41251","150391","2015"
"41251","150392","2015"
"8106","150395","2015"
"8106","150396","2015"
"5933","150397","2015"
"20546","150398","2015"
"5862","150399","2015"
"20424","150406","2015"
"44293","150407","2015"
"6788","150408","2015"
"7462","150410","2015"
"32866","150411","2015"
"32866","150412","2015"
"32866","150413","2015"
"6780","150415","2015"
"6780","150416","2015"
"5874","150419","2015"
"46562","150421","2015"
"46562","150422","2015"
"46562","150423","2015"
"45687","150426","2015"
"45687","150427","2015"
"6108","150428","2015"
"6108","150429","2015"
"49469","150430","2015"
"41707","150433","2015"
"45009","150437","2015"
"45009","150438","2015"
"195","150441","2015"
"29225","150444","2015"
"29225","150445","2015"
"29225","150446","2015"
"47908","150447","2015"
"9896","150448","2015"
"41987","150449","2015"
"41987","150450","2015"
"166","150451","2015"
"166","150452","2015"
"45116","150453","2015"
"33551","150455","2015"
"33551","150456","2015"
"48408","150457","2015"
"48408","150458","2015"
"422","150459","2015"
"422","150460","2015"
"20667","150461","2015"
"20667","150462","2015"
"1023","150465","2015"
"46566","150467","2015"
"46566","150468","2015"
"6916","150469","2015"
"6916","150470","2015"
"14867","150471","2015"
"14867","150472","2015"
"975","150473","2015"
"47194","150476","2015"
"47194","150477","2015"
"6011","150478","2015"
"6649","150479","2015"
"25028","150480","2015"
"25028","150481","2015"
"15185","150482","2015"
"49673","150483","2015"
"34533","150484","2015"
"28321","150486","2015"
"791","150487","2015"
"16482","150490","2015"
"16482","150491","2015"
"20390","150495","2015"
"9501","150496","2015"
"20211","150497","2015"
"50779","150498","2015"
"34226","150499","2015"
"11729","150502","2015"
"11729","150503","2015"
"46591","150508","2015"
"51761","150509","2015"
"51761","150510","2015"
"12652","150511","2015"
"12652","150512","2015"
"12652","150513","2015"
"20817","150514","2015"
"20817","150515","2015"
"33804","150516","2015"
"33804","150517","2015"
"44118","150518","2015"
"42116","150520","2015"
"42116","150521","2015"
"20555","150524","2015"
"50333","150525","2015"
"50333","150526","2015"
"16479","150530","2015"
"16479","150531","2015"
"7010","150535","2015"
"7010","150536","2015"
"7010","150537","2015"
"15695","150540","2015"
"15695","150541","2015"
"15695","150542","2015"
"15695","150543","2015"
"38303","150544","2015"
"38303","150545","2015"
"12030","150549","2015"
"20008","150555","2015"
"44380","150556","2015"
"44380","150557","2015"
"6955","150566","2015"
"6955","150567","2015"
"1008","150568","2015"
"1008","150569","2015"
"45778","150570","2015"
"45778","150571","2015"
"7557","150572","2015"
"48709","150573","2015"
"48709","150574","2015"
"22904","150575","2015"
"22904","150576","2015"
"22904","150577","2015"
"716","150581","2015"
"308","150592","2015"
"308","150593","2015"
"33818","150594","2015"
"33818","150595","2015"
"1000","150598","2015"
"1000","150599","2015"
"6783","150600","2015"
"13831","150603","2015"
"13831","150604","2015"
"50272","150605","2015"
"50272","150606","2015"
"25326","150607","2015"
"41865","150608","2015"
"41865","150609","2015"
"40568","150610","2015"
"40568","150611","2015"
"40568","150612","2015"
"40568","150613","2015"
"1181","150614","2015"
"1181","150615","2015"
"1181","150616","2015"
"224","150617","2015"
"224","150618","2015"
"224","150619","2015"
"6771","150620","2015"
"257","150621","2015"
"257","150622","2015"
"11009","150623","2015"
"11009","150624","2015"
"11009","150625","2015"
"11009","150626","2015"
"11009","150627","2015"
"35608","150633","2015"
"6105","150634","2015"
"8814","150635","2015"
"8814","150636","2015"
"52103","150654","2015"
"52103","150655","2015"
"30529","150656","2015"
"50322","150660","2015"
"50322","150661","2015"
"6087","150662","2015"
"13923","150664","2015"
"13923","150665","2015"
"465","150669","2015"
"465","150670","2015"
"10425","150673","2015"
"10425","150674","2015"
"35827","150675","2015"
"35827","150676","2015"
"1335","150677","2015"
"1335","150678","2015"
"50433","150679","2015"
"1141","150680","2015"
"1141","150681","2015"
"13652","150684","2015"
"240","150685","2015"
"240","150686","2015"
"240","150687","2015"
"240","150688","2015"
"50011","150691","2015"
"50011","150692","2015"
"44717","150695","2015"
"44717","150696","2015"
"33798","150698","2015"
"33798","150699","2015"
"33798","150700","2015"
"33798","150701","2015"
"33798","150702","2015"
"35441","150705","2015"
"35441","150706","2015"
"10422","150707","2015"
"10422","150708","2015"
"6892","150710","2015"
"181","150711","2015"
"181","150712","2015"
"575","150713","2015"
"575","150714","2015"
"9780","150716","2015"
"9780","150717","2015"
"49505","150720","2015"
"17258","150736","2015"
"17258","150737","2015"
"17258","150738","2015"
"15681","150739","2015"
"15681","150740","2015"
"15681","150741","2015"
"10322","150742","2015"
"10322","150743","2015"
"34291","150744","2015"
"15763","150745","2015"
"676","150746","2015"
"676","150747","2015"
"385","150749","2015"
"6304","150750","2015"
"6304","150751","2015"
"14074","150752","2015"
"26174","150753","2015"
"249","150754","2015"
"249","150755","2015"
"29222","150756","2015"
"29222","150757","2015"
"40565","150767","2015"
"40565","150768","2015"
"40322","150773","2015"
"40322","150774","2015"
"35225","150775","2015"
"22979","150776","2015"
"51861","150778","2015"
"39698","150783","2015"
"39698","150784","2015"
"17863","150785","2015"
"17863","150786","2015"
"511","150787","2015"
"511","150788","2015"
"44918","150789","2015"
"44918","150790","2015"
"44918","150791","2015"
"44918","150792","2015"
"44918","150793","2015"
"356","150794","2015"
"48405","150799","2015"
"41516","150800","2015"
"40101","150804","2015"
"50271","150805","2015"
"50271","150806","2015"
"44299","150811","2015"
"858","150814","2015"
"16407","150815","2015"
"16407","150816","2015"
"16407","150817","2015"
"16407","150818","2015"
"20269","150820","2015"
"277","150821","2015"
"277","150822","2015"
"7194","150826","2015"
"6820","150827","2015"
"6873","150829","2015"
"45124","150830","2015"
"7168","150831","2015"
"7168","150832","2015"
"4115","150833","2015"
"4115","150834","2015"
"176","150835","2015"
"176","150836","2015"
"176","150837","2015"
"176","150838","2015"
"49206","150839","2015"
"45123","150840","2015"
"117","150841","2015"
"117","150842","2015"
"6784","150843","2015"
"98","150844","2015"
"98","150845","2015"
"6821","150846","2015"
"45937","150847","2015"
"34551","150848","2015"
"34551","150849","2015"
"34551","150850","2015"
"34551","150851","2015"
"34551","150852","2015"
"40480","150853","2015"
"40480","150854","2015"
"697","150857","2015"
"5891","150858","2015"
"35640","150860","2015"
"35640","150861","2015"
"42440","150866","2015"
"40478","150869","2015"
"40478","150870","2015"
"44212","150871","2015"
"564","150872","2015"
"39633","150873","2015"
"14057","150874","2015"
"14057","150875","2015"
"1206","150876","2015"
"8376","150879","2015"
"51485","150880","2015"
