"college_institution_id","student_hostel_id","survey_year"
"1163","153222","2015"
"1163","153223","2015"
"11112","153224","2015"
"416","153227","2015"
"416","153228","2015"
"416","153229","2015"
"416","153230","2015"
"30766","153231","2015"
"942","153232","2015"
"22865","153235","2015"
"44650","153236","2015"
"29423","153239","2015"
"814","153240","2015"
"41958","153241","2015"
"41958","153242","2015"
"16403","153243","2015"
"33939","153244","2015"
"33939","153245","2015"
"46710","153246","2015"
"46710","153247","2015"
"7623","153248","2015"
"7623","153249","2015"
"669","153250","2015"
"669","153251","2015"
"50677","153252","2015"
"50677","153253","2015"
"715","153256","2015"
"10506","153254","2015"
"10506","153255","2015"
"35","153257","2015"
"35","153258","2015"
"41983","153259","2015"
"41983","153260","2015"
"41983","153261","2015"
"41983","153262","2015"
"41983","153263","2015"
"14935","153264","2015"
"14935","153265","2015"
"12063","153266","2015"
"40991","153270","2015"
"42027","153271","2015"
"42027","153272","2015"
"42027","153273","2015"
"42027","153274","2015"
"40299","153275","2015"
"40299","153276","2015"
"11158","153277","2015"
"11158","153278","2015"
"14885","153279","2015"
"14885","153280","2015"
"41636","153281","2015"
"41636","153282","2015"
"22926","153284","2015"
"1044","153287","2015"
"1383","153289","2015"
"1383","153290","2015"
"1383","153291","2015"
"9049","153296","2015"
"9049","153297","2015"
"9049","153298","2015"
"6840","153320","2015"
"6840","153321","2015"
"21404","153326","2015"
"30800","153327","2015"
"478","153328","2015"
"478","153329","2015"
"12354","153330","2015"
"42804","153332","2015"
"42804","153333","2015"
"806","153334","2015"
"20189","153335","2015"
"507","153336","2015"
"507","153337","2015"
"48663","153338","2015"
"48663","153339","2015"
"6139","153340","2015"
"12046","153341","2015"
"31902","153344","2015"
"48646","153345","2015"
"48646","153346","2015"
"13408","153347","2015"
"13408","153348","2015"
"45294","153349","2015"
"45294","153350","2015"
"211","153353","2015"
"211","153354","2015"
"6276","153356","2015"
"6276","153357","2015"
"6714","153361","2015"
"6714","153362","2015"
"18136","153363","2015"
"18136","153364","2015"
"11442","153366","2015"
"11442","153367","2015"
"11442","153368","2015"
"16983","153369","2015"
"16983","153370","2015"
"457","153375","2015"
"457","153376","2015"
"457","153377","2015"
"15240","153378","2015"
"15240","153379","2015"
"6625","153380","2015"
"30790","153381","2015"
"30790","153382","2015"
"18284","153383","2015"
"42077","153384","2015"
"679","153385","2015"
"41679","153386","2015"
"41679","153387","2015"
"22971","153390","2015"
"22971","153391","2015"
"21433","153392","2015"
"22874","153393","2015"
"22874","153394","2015"
"1307","153395","2015"
"1307","153396","2015"
"50316","153402","2015"
"47265","153403","2015"
"6259","153404","2015"
"41723","153405","2015"
"41723","153406","2015"
"13384","153407","2015"
"48328","153408","2015"
"48328","153409","2015"
"44373","153411","2015"
"21409","153413","2015"
"21409","153414","2015"
"21409","153415","2015"
"15715","153416","2015"
"15715","153417","2015"
"51507","153420","2015"
"51507","153421","2015"
"48638","153422","2015"
"48638","153423","2015"
"217","153424","2015"
"217","153425","2015"
"217","153426","2015"
"217","153427","2015"
"44828","153428","2015"
"44828","153429","2015"
"42685","153433","2015"
"45910","153434","2015"
"42237","153435","2015"
"6890","153437","2015"
"51718","153438","2015"
"51718","153439","2015"
"10245","153440","2015"
"10245","153441","2015"
"10245","153442","2015"
"44056","153444","2015"
"44056","153445","2015"
"41962","153448","2015"
"12360","153449","2015"
"12360","153450","2015"
"12360","153451","2015"
"12360","153452","2015"
"11003","153453","2015"
"11003","153454","2015"
"46419","153457","2015"
"46419","153458","2015"
"46419","153459","2015"
"6813","153466","2015"
"6813","153467","2015"
"6903","153468","2015"
"6903","153469","2015"
"31599","153470","2015"
"6886","153474","2015"
"6886","153475","2015"
"20393","153485","2015"
"1268","153487","2015"
"1268","153488","2015"
"1268","153489","2015"
"4120","153491","2015"
"4120","153492","2015"
"20043","153493","2015"
"48647","153494","2015"
"47152","153495","2015"
"47152","153496","2015"
"47152","153497","2015"
"47152","153498","2015"
"47152","153499","2015"
"47152","153500","2015"
"47152","153501","2015"
"47152","153502","2015"
"47152","153503","2015"
"8190","153504","2015"
"8190","153505","2015"
"21922","153506","2015"
"21922","153507","2015"
"21922","153508","2015"
"4106","153509","2015"
"4106","153510","2015"
"161","153514","2015"
"1275","153515","2015"
"1275","153516","2015"
"19042","153517","2015"
"19042","153518","2015"
"14778","153519","2015"
"20200","153522","2015"
"44589","153524","2015"
"44589","153525","2015"
"44318","153532","2015"
"20473","153533","2015"
"20443","153534","2015"
"33516","153535","2015"
"36989","153536","2015"
"36989","153537","2015"
"18477","153538","2015"
"20013","153539","2015"
"8695","153540","2015"
"19059","153541","2015"
"19059","153542","2015"
"19059","153543","2015"
"19059","153544","2015"
"19059","153545","2015"
"19059","153546","2015"
"11035","153551","2015"
"579","153552","2015"
"579","153553","2015"
"7083","153557","2015"
"7083","153558","2015"
"6203","153559","2015"
"6203","153560","2015"
"6203","153561","2015"
"20018","153562","2015"
"6217","153566","2015"
"6217","153567","2015"
"41797","153568","2015"
"41797","153569","2015"
"48645","153570","2015"
"6147","153571","2015"
"6147","153572","2015"
"20180","153573","2015"
"11019","153576","2015"
"11019","153577","2015"
"48381","153580","2015"
"48381","153581","2015"
"20290","153582","2015"
"566","153583","2015"
"8297","153584","2015"
"8297","153585","2015"
"133","153586","2015"
"133","153587","2015"
"1124","153588","2015"
"20136","153589","2015"
"625","153590","2015"
"1228","153600","2015"
"1228","153601","2015"
"11937","153602","2015"
"41220","153610","2015"
"41220","153611","2015"
"10082","153612","2015"
"10082","153613","2015"
"353","153614","2015"
"353","153615","2015"
"51910","153616","2015"
"29234","153617","2015"
"29234","153618","2015"
"1191","153619","2015"
"1219","153620","2015"
"27919","153621","2015"
"27919","153622","2015"
"665","153624","2015"
"665","153625","2015"
"1173","153627","2015"
"47255","153628","2015"
"35485","153629","2015"
"16594","153630","2015"
"16594","153631","2015"
"361","153632","2015"
"110","153633","2015"
"110","153634","2015"
"110","153635","2015"
"110","153636","2015"
"1185","153637","2015"
"304","153650","2015"
"5835","153657","2015"
"5835","153658","2015"
"19973","153659","2015"
"24999","153660","2015"
"24999","153661","2015"
"41638","153664","2015"
"41638","153665","2015"
"16489","153667","2015"
"28964","153668","2015"
"28964","153669","2015"
"17046","153672","2015"
"19304","153673","2015"
"19304","153674","2015"
"52450","153680","2015"
"42855","153681","2015"
"42855","153682","2015"
"15723","153693","2015"
"15723","153694","2015"
"6220","153722","2015"
"6220","153723","2015"
"41953","153727","2015"
"41953","153728","2015"
"14808","153729","2015"
"14808","153730","2015"
"14921","153731","2015"
"22204","153733","2015"
"22204","153734","2015"
"38912","153736","2015"
"47672","153737","2015"
"47672","153738","2015"
"12039","153739","2015"
"9144","153740","2015"
"5795","153741","2015"
"45172","153742","2015"
"7015","153745","2015"
"16487","153746","2015"
"16487","153747","2015"
"16487","153748","2015"
"16487","153749","2015"
"16487","153750","2015"
"16487","153751","2015"
"16487","153752","2015"
"18266","153753","2015"
"18266","153754","2015"
"48184","153757","2015"
"48184","153758","2015"
"6192","153759","2015"
"6192","153760","2015"
"6192","153761","2015"
"6192","153762","2015"
"6192","153763","2015"
"6192","153764","2015"
"6324","153765","2015"
"6324","153766","2015"
"6324","153767","2015"
"6324","153768","2015"
"6324","153769","2015"
"6324","153770","2015"
"7491","153771","2015"
"44510","153772","2015"
"44510","153773","2015"
"271","153774","2015"
"271","153775","2015"
"33943","153778","2015"
"13765","153779","2015"
"13765","153780","2015"
"47288","153781","2015"
"8394","153782","2015"
"19837","153785","2015"
"19837","153786","2015"
"41752","153787","2015"
"22936","153789","2015"
"22936","153790","2015"
"22936","153791","2015"
"22936","153792","2015"
"29192","153793","2015"
"29192","153794","2015"
"29192","153795","2015"
"29192","153796","2015"
"19080","153797","2015"
"19080","153798","2015"
"48378","153800","2015"
"45127","153801","2015"
"45127","153802","2015"
"20559","153803","2015"
"20493","153808","2015"
"36652","153811","2015"
"20086","153812","2015"
"6679","153813","2015"
"6679","153814","2015"
"41176","153819","2015"
"41176","153820","2015"
"12300","153822","2015"
"12300","153823","2015"
"30805","153824","2015"
"9246","153825","2015"
"45706","153832","2015"
"17862","153833","2015"
"17862","153834","2015"
"41697","153836","2015"
"42038","153838","2015"
"42038","153839","2015"
"42038","153840","2015"
"42038","153841","2015"
"42038","153842","2015"
"8669","153843","2015"
"243","153846","2015"
"243","153847","2015"
"287","153848","2015"
"287","153849","2015"
"34435","153850","2015"
"34435","153851","2015"
"50758","153854","2015"
"50758","153855","2015"
"12144","153856","2015"
"6241","153857","2015"
"6241","153858","2015"
"6241","153859","2015"
"6241","153860","2015"
"1429","153861","2015"
"1429","153862","2015"
"42814","153865","2015"
"42814","153866","2015"
"42814","153867","2015"
"42814","153868","2015"
"23011","153871","2015"
"23011","153872","2015"
"12167","153874","2015"
"12167","153875","2015"
"42680","153876","2015"
"42680","153877","2015"
"16553","153880","2015"
"16553","153881","2015"
"16553","153882","2015"
"22992","153883","2015"
"7563","153885","2015"
"7563","153886","2015"
"6204","153890","2015"
"6204","153891","2015"
"41222","153892","2015"
"41222","153893","2015"
"9573","153894","2015"
"9573","153895","2015"
"50086","153896","2015"
"6333","153897","2015"
"6333","153898","2015"
"6333","153899","2015"
"6333","153900","2015"
"6189","153904","2015"
"6189","153905","2015"
"6189","153906","2015"
"6189","153907","2015"
"17602","153908","2015"
"20062","153909","2015"
"52037","153911","2015"
"52037","153912","2015"
"30796","153915","2015"
"20414","153916","2015"
"6157","153923","2015"
"6157","153924","2015"
"285","153925","2015"
"285","153926","2015"
"48376","153927","2015"
"48376","153928","2015"
"22900","153929","2015"
"83","153930","2015"
"83","153931","2015"
"83","153932","2015"
"83","153933","2015"
"337","153934","2015"
"337","153935","2015"
"337","153936","2015"
"337","153937","2015"
"7057","153938","2015"
"7057","153939","2015"
"16660","153940","2015"
"16660","153941","2015"
"16660","153942","2015"
"40530","153946","2015"
"40530","153947","2015"
"40530","153948","2015"
"40530","153949","2015"
"40530","153950","2015"
"226","153951","2015"
"226","153952","2015"
"6285","153953","2015"
"443","153954","2015"
"443","153955","2015"
"39988","153958","2015"
"431","153959","2015"
"431","153960","2015"
"30755","153961","2015"
"30755","153962","2015"
"11870","153964","2015"
"11870","153965","2015"
"6226","153966","2015"
"6226","153967","2015"
"23014","153973","2015"
"23014","153974","2015"
"41247","153975","2015"
"41247","153976","2015"
"41908","153977","2015"
"41908","153978","2015"
"15229","153979","2015"
"15229","153980","2015"
"6278","153981","2015"
"20481","153982","2015"
"20481","153983","2015"
"23082","153985","2015"
"1359","153986","2015"
"1359","153987","2015"
"21454","153989","2015"
"1283","153990","2015"
"1283","153991","2015"
"1283","153992","2015"
"33717","153994","2015"
"727","153995","2015"
"12248","153996","2015"
"49666","154000","2015"
"29147","154001","2015"
"29147","154002","2015"
"10300","154003","2015"
"10300","154004","2015"
"14026","154007","2015"
"23003","154009","2015"
"7229","154013","2015"
"7229","154014","2015"
"13800","154016","2015"
"44741","154017","2015"
"6265","154018","2015"
"6265","154019","2015"
"6265","154020","2015"
"6265","154021","2015"
"6265","154022","2015"
"44048","154023","2015"
"44048","154024","2015"
"348","154025","2015"
"348","154026","2015"
"7494","154027","2015"
"7494","154028","2015"
"7494","154029","2015"
"7494","154030","2015"
"47552","154031","2015"
"47552","154032","2015"
"10903","154036","2015"
"10903","154037","2015"
"10903","154038","2015"
"37100","154039","2015"
"37100","154040","2015"
"19999","154041","2015"
"1170","154042","2015"
"1170","154043","2015"
"37024","154044","2015"
"37024","154045","2015"
"46931","154046","2015"
"46931","154047","2015"
"20130","154049","2015"
"41849","154050","2015"
"41849","154051","2015"
"25510","154052","2015"
"25510","154053","2015"
"29116","154055","2015"
"29116","154056","2015"
"6130","154058","2015"
"6130","154059","2015"
"6130","154060","2015"
"6130","154061","2015"
"6130","154062","2015"
"17734","154071","2015"
"17734","154072","2015"
"17734","154073","2015"
"44046","154075","2015"
"44046","154076","2015"
"52354","154078","2015"
"1223","154081","2015"
"1223","154082","2015"
"43390","154080","2015"
"1440","154085","2015"
"1440","154086","2015"
"45219","154087","2015"
"45219","154088","2015"
"13614","154093","2015"
"1358","154094","2015"
"1358","154095","2015"
"6715","154098","2015"
"7091","154099","2015"
"45061","154100","2015"
"45061","154101","2015"
"45061","154102","2015"
"11063","154104","2015"
"50775","154108","2015"
"50775","154109","2015"
"22961","154110","2015"
"6233","154121","2015"
"6233","154122","2015"
"6233","154123","2015"
"7098","154128","2015"
"7098","154129","2015"
"15712","154135","2015"
"19057","154136","2015"
"19057","154137","2015"
"20245","154139","2015"
"48707","154140","2015"
"48707","154141","2015"
"15696","154144","2015"
"15696","154145","2015"
"48788","154150","2015"
"6238","154151","2015"
"6238","154152","2015"
"6238","154153","2015"
"6238","154154","2015"
"6238","154155","2015"
"6238","154156","2015"
"6238","154157","2015"
"6238","154158","2015"
"6238","154159","2015"
"6238","154160","2015"
"6238","154161","2015"
"6238","154162","2015"
"6238","154163","2015"
"6238","154164","2015"
"6238","154165","2015"
"22970","154167","2015"
"42355","154168","2015"
"20063","154169","2015"
"20249","154172","2015"
"52799","154174","2015"
"47474","154175","2015"
"47474","154176","2015"
"47474","154177","2015"
"47474","154178","2015"
"47474","154179","2015"
"47474","154180","2015"
"42599","154183","2015"
"42599","154184","2015"
"7111","154187","2015"
"38747","154190","2015"
"51614","154191","2015"
"51614","154192","2015"
"20114","154193","2015"
"48713","154194","2015"
"48713","154195","2015"
"20296","154196","2015"
"20296","154197","2015"
"42266","154198","2015"
"42266","154199","2015"
"1398","154200","2015"
"1398","154201","2015"
"44060","154202","2015"
"44060","154203","2015"
"10997","154204","2015"
"10997","154205","2015"
"21375","154206","2015"
"21375","154207","2015"
"30147","154212","2015"
"30147","154213","2015"
"30147","154214","2015"
"30147","154215","2015"
"11075","154216","2015"
"11075","154217","2015"
"19978","154219","2015"
"10485","154220","2015"
"44101","154222","2015"
"28","154223","2015"
"28","154224","2015"
"20534","154225","2015"
"20195","154226","2015"
"52468","154227","2015"
"52468","154228","2015"
"20585","154229","2015"
"20585","154230","2015"
"46606","154232","2015"
"46606","154233","2015"
"6239","154234","2015"
"6239","154235","2015"
"19960","154236","2015"
"20450","154237","2015"
"20126","154238","2015"
"44732","154239","2015"
"44732","154240","2015"
"19972","154244","2015"
"20224","154246","2015"
"22927","154247","2015"
"8309","154248","2015"
"52300","154249","2015"
"52300","154250","2015"
"34516","154252","2015"
"34516","154253","2015"
"35756","154254","2015"
"35756","154255","2015"
"18064","154256","2015"
"18064","154257","2015"
"24993","154258","2015"
"24993","154259","2015"
"42032","154260","2015"
"45341","154264","2015"
"9535","154266","2015"
"9535","154267","2015"
"29128","154271","2015"
"29128","154272","2015"
"10335","154279","2015"
"10335","154280","2015"
"8221","154281","2015"
"8221","154282","2015"
"8221","154283","2015"
"34146","154284","2015"
"25066","154285","2015"
"25066","154286","2015"
"1346","154287","2015"
"1346","154288","2015"
"16820","154289","2015"
"16820","154290","2015"
"35810","154297","2015"
"35810","154298","2015"
"5986","154299","2015"
"5986","154300","2015"
"10492","154301","2015"
"10492","154302","2015"
"45867","154305","2015"
"45867","154306","2015"
"14052","154307","2015"
"14052","154308","2015"
"34061","154309","2015"
"34061","154310","2015"
"48272","154311","2015"
"48272","154312","2015"
"25033","154314","2015"
"25033","154315","2015"
"51498","154316","2015"
"51498","154317","2015"
"23118","154318","2015"
"23118","154319","2015"
"48722","154320","2015"
"17977","154322","2015"
"573","154323","2015"
"573","154324","2015"
"18395","154325","2015"
"22183","154327","2015"
"22183","154328","2015"
"16450","154329","2015"
"16450","154330","2015"
"49353","154331","2015"
"49353","154332","2015"
"6687","154334","2015"
"48493","154335","2015"
"48493","154336","2015"
"39003","154337","2015"
"45895","154338","2015"
"45895","154339","2015"
"22137","154340","2015"
"22137","154341","2015"
"11140","154342","2015"
"9570","154343","2015"
"9570","154344","2015"
"9570","154345","2015"
"9570","154346","2015"
"6809","154347","2015"
"6809","154348","2015"
"50318","154351","2015"
"50318","154352","2015"
"42111","154353","2015"
"42111","154354","2015"
"17864","154355","2015"
"17864","154356","2015"
"7059","154364","2015"
"41284","154365","2015"
"41284","154366","2015"
"52224","154367","2015"
"52224","154368","2015"
"47947","154374","2015"
"47947","154375","2015"
"18974","154376","2015"
"18974","154377","2015"
"18974","154378","2015"
"18974","154379","2015"
"18974","154380","2015"
"18974","154381","2015"
"18974","154382","2015"
"18974","154383","2015"
"801","154386","2015"
"11180","154387","2015"
"16417","154390","2015"
"42196","154391","2015"
"42196","154392","2015"
"9438","154393","2015"
"47950","154394","2015"
"47950","154395","2015"
"47951","154397","2015"
"47951","154398","2015"
"15724","154400","2015"
"15724","154401","2015"
"11302","154402","2015"
"11302","154403","2015"
"41589","154404","2015"
"49405","154410","2015"
"18647","154411","2015"
"18647","154412","2015"
"44396","154416","2015"
"44396","154417","2015"
"44396","154418","2015"
"6622","154419","2015"
"45534","154422","2015"
"45534","154423","2015"
"175","154424","2015"
"175","154425","2015"
"19314","154426","2015"
"41921","154427","2015"
"41921","154428","2015"
"42013","154429","2015"
"42013","154430","2015"
"6320","154431","2015"
"6320","154432","2015"
"27945","154433","2015"
"205","154439","2015"
"26814","154440","2015"
"26814","154441","2015"
"41377","154443","2015"
"22973","154444","2015"
"22973","154445","2015"
"43009","154446","2015"
"38953","154447","2015"
"38953","154448","2015"
"44179","154450","2015"
"20498","154451","2015"
"50326","154452","2015"
"50326","154453","2015"
"50326","154454","2015"
"50326","154455","2015"
"22981","154456","2015"
"22981","154457","2015"
"44064","154462","2015"
"48489","154463","2015"
"41410","154464","2015"
"41410","154465","2015"
"16717","154466","2015"
"35582","154471","2015"
"35582","154472","2015"
"41626","154473","2015"
"20490","154476","2015"
"16540","154480","2015"
"16540","154481","2015"
"976","154482","2015"
"976","154483","2015"
"34924","154484","2015"
"34924","154485","2015"
"42678","154488","2015"
"42678","154489","2015"
"23081","154490","2015"
"23081","154491","2015"
"23081","154492","2015"
"47038","154496","2015"
"47038","154497","2015"
"71","154498","2015"
"50468","154499","2015"
"50468","154500","2015"
"6822","154504","2015"
"20206","154516","2015"
"6232","154517","2015"
"6232","154518","2015"
"6232","154519","2015"
"6232","154520","2015"
"13877","154521","2015"
"13877","154522","2015"
"27948","154524","2015"
"27948","154525","2015"
"11052","154528","2015"
"11052","154529","2015"
"48662","154533","2015"
"48662","154534","2015"
"15716","154535","2015"
"15716","154536","2015"
"6205","154537","2015"
"6205","154538","2015"
"11058","154539","2015"
"11058","154540","2015"
"11058","154541","2015"
"11058","154542","2015"
"11058","154543","2015"
"40415","154547","2015"
"11037","154550","2015"
"11037","154551","2015"
"28355","154552","2015"
"28355","154553","2015"
"27051","154554","2015"
"27051","154555","2015"
"47034","154557","2015"
"47034","154558","2015"
"40228","154559","2015"
"40228","154560","2015"
"40228","154561","2015"
"45455","154562","2015"
"533","154563","2015"
"533","154564","2015"
"50033","154565","2015"
"50033","154566","2015"
"22284","154567","2015"
"22284","154568","2015"
"667","154569","2015"
"11041","154570","2015"
"41699","154571","2015"
"41699","154572","2015"
"41699","154573","2015"
"41699","154574","2015"
"41699","154575","2015"
"61","154577","2015"
"42370","154587","2015"
"42370","154588","2015"
"35535","154595","2015"
"6290","154596","2015"
"6290","154597","2015"
"50088","154602","2015"
"32988","154603","2015"
"32988","154604","2015"
"16912","154606","2015"
"521","154607","2015"
"7174","154608","2015"
"115","154609","2015"
"115","154610","2015"
"20484","154611","2015"
"525","154612","2015"
"9124","154613","2015"
"8777","154615","2015"
"6592","154620","2015"
"41940","154621","2015"
"41940","154622","2015"
"48322","154623","2015"
"48322","154624","2015"
"6591","154625","2015"
"7198","154626","2015"
"7198","154627","2015"
"7198","154628","2015"
"7198","154629","2015"
"7198","154630","2015"
"7198","154631","2015"
"7198","154632","2015"
"7198","154633","2015"
"7198","154634","2015"
"7198","154635","2015"
"36939","154637","2015"
"36939","154638","2015"
"5934","154639","2015"
"44897","154642","2015"
"44730","154643","2015"
"44730","154644","2015"
"30764","154645","2015"
"770","154646","2015"
"770","154647","2015"
"35653","154648","2015"
"1201","154654","2015"
"1201","154655","2015"
"1201","154656","2015"
"1201","154657","2015"
"44657","154659","2015"
"44657","154660","2015"
"44657","154661","2015"
"28480","154662","2015"
"28480","154663","2015"
"21407","154664","2015"
"21407","154665","2015"
"33418","154667","2015"
"23099","154670","2015"
"23099","154671","2015"
"19274","154674","2015"
"52844","154679","2015"
"52844","154680","2015"
"1385","154681","2015"
"28316","154682","2015"
"45323","154687","2015"
"833","154688","2015"
"585","154691","2015"
"12413","154692","2015"
"12413","154693","2015"
"12482","154694","2015"
"52576","154697","2015"
"1334","154698","2015"
"28758","154699","2015"
"28758","154700","2015"
"41490","154705","2015"
"41490","154706","2015"
"41490","154707","2015"
"11039","154709","2015"
"11039","154710","2015"
"11039","154711","2015"
"11039","154712","2015"
"11039","154713","2015"
"15310","154716","2015"
"15310","154717","2015"
"690","154718","2015"
"690","154719","2015"
"690","154720","2015"
"690","154721","2015"
"690","154722","2015"
"690","154723","2015"
"690","154724","2015"
"690","154725","2015"
"690","154726","2015"
"690","154727","2015"
"690","154728","2015"
"19076","154729","2015"
"19076","154730","2015"
"20208","154731","2015"
"1314","154732","2015"
"1314","154733","2015"
"1314","154734","2015"
"42788","154743","2015"
"42788","154744","2015"
"44932","154748","2015"
"44932","154749","2015"
"20445","154750","2015"
"20178","154751","2015"
"11053","154752","2015"
"11053","154753","2015"
"11042","154755","2015"
"11042","154756","2015"
"11992","154758","2015"
"216","154760","2015"
"20042","154768","2015"
"20188","154769","2015"
"44675","154774","2015"
"44675","154775","2015"
"44675","154776","2015"
"44675","154777","2015"
"20336","154778","2015"
"14092","154780","2015"
"22890","154781","2015"
"7084","154782","2015"
"1426","154783","2015"
"1426","154784","2015"
"50366","154785","2015"
"50366","154786","2015"
"101","154787","2015"
"101","154788","2015"
"355","154789","2015"
"355","154790","2015"
"45104","154791","2015"
"45104","154792","2015"
"39376","154793","2015"
"39376","154794","2015"
"30799","154795","2015"
"30799","154796","2015"
"11236","154797","2015"
"30260","154798","2015"
"30260","154799","2015"
"950","154800","2015"
"49630","154801","2015"
"47258","154802","2015"
"717","154803","2015"
"717","154804","2015"
"28191","154805","2015"
"28191","154806","2015"
"25025","154812","2015"
"25025","154813","2015"
"41982","154814","2015"
"41982","154815","2015"
"41982","154816","2015"
"41982","154817","2015"
"41982","154818","2015"
"36929","154819","2015"
"36929","154820","2015"
"36929","154821","2015"
"41385","154822","2015"
"41385","154823","2015"
"35506","154824","2015"
"35506","154825","2015"
"42123","154826","2015"
"42123","154827","2015"
"6694","154828","2015"
"20115","154830","2015"
"20115","154831","2015"
"1276","154834","2015"
"1276","154835","2015"
"48008","154836","2015"
"48008","154837","2015"
"29715","154838","2015"
"29715","154839","2015"
"29715","154840","2015"
"29715","154841","2015"
"47948","154842","2015"
"47948","154843","2015"
"29706","154844","2015"
"1265","154845","2015"
"1265","154846","2015"
"8300","154847","2015"
"14725","154848","2015"
"14725","154849","2015"
"34578","154850","2015"
"647","154852","2015"
"647","154853","2015"
"647","154854","2015"
"647","154855","2015"
"44574","154856","2015"
"44590","154857","2015"
"44590","154858","2015"
"28113","154861","2015"
"28113","154862","2015"
"28380","154863","2015"
"113","154864","2015"
"13489","154865","2015"
"13489","154866","2015"
"45265","154869","2015"
"1241","154870","2015"
"1241","154871","2015"
"6705","154872","2015"
"6705","154873","2015"
"33751","154874","2015"
"33751","154875","2015"
"6636","154878","2015"
"6636","154879","2015"
"42065","154880","2015"
"42065","154881","2015"
"28176","154882","2015"
"10497","154883","2015"
"10497","154884","2015"
"47256","154886","2015"
"47256","154887","2015"
"722","154890","2015"
"6794","154891","2015"
"6794","154892","2015"
"35585","154894","2015"
"35585","154895","2015"
"35585","154896","2015"
"35585","154897","2015"
"35585","154898","2015"
"35585","154899","2015"
"35585","154900","2015"
"45308","154901","2015"
"45308","154902","2015"
"49807","154905","2015"
"6921","154908","2015"
"6921","154909","2015"
"31720","154911","2015"
"48059","154912","2015"
"48059","154913","2015"
"8558","154914","2015"
"8558","154915","2015"
"1220","154916","2015"
"1220","154917","2015"
"16578","154918","2015"
"16578","154919","2015"
"42007","154920","2015"
"1332","154921","2015"
"1332","154922","2015"
"1332","154923","2015"
"1317","154927","2015"
"1317","154928","2015"
"42240","154929","2015"
"17293","154930","2015"
"223","154931","2015"
"223","154932","2015"
"223","154933","2015"
"11064","154934","2015"
"20026","154936","2015"
"20026","154937","2015"
"20026","154938","2015"
"20026","154939","2015"
"45808","154943","2015"
"52818","154944","2015"
"52818","154945","2015"
"14270","154947","2015"
"17692","154949","2015"
"17692","154950","2015"
"1411","154951","2015"
"1411","154952","2015"
"20108","154957","2015"
"22367","154958","2015"
"34927","154959","2015"
"37073","154960","2015"
"37073","154961","2015"
"48774","154962","2015"
"16098","154963","2015"
"16098","154964","2015"
"7443","154967","2015"
"19126","154968","2015"
"8982","154971","2015"
"1322","154972","2015"
"1322","154973","2015"
"41808","154974","2015"
"1300","154975","2015"
"1300","154976","2015"
"1240","154977","2015"
"1240","154978","2015"
"1240","154979","2015"
"22937","154980","2015"
"531","154982","2015"
"531","154983","2015"
"44754","154984","2015"
"52822","154985","2015"
"52822","154986","2015"
"1320","154987","2015"
"1320","154988","2015"
"51884","154989","2015"
"51884","154990","2015"
"51884","154991","2015"
"1182","154994","2015"
"1182","154995","2015"
"45637","154996","2015"
"45637","154997","2015"
"1196","154999","2015"
"1196","155000","2015"
"9559","155008","2015"
"9559","155009","2015"
"48510","155012","2015"
"883","155013","2015"
"883","155014","2015"
"28212","155015","2015"
"28212","155016","2015"
"45111","155017","2015"
"41391","155020","2015"
"41391","155021","2015"
"41391","155022","2015"
"41391","155023","2015"
"41391","155024","2015"
"41391","155025","2015"
"41391","155026","2015"
"41391","155027","2015"
"41391","155028","2015"
"41391","155029","2015"
"41391","155030","2015"
"41391","155031","2015"
"41391","155032","2015"
"41391","155033","2015"
"41391","155034","2015"
"41391","155035","2015"
"41391","155036","2015"
"41391","155037","2015"
"41391","155038","2015"
"20471","155039","2015"
"22277","155041","2015"
"49848","155042","2015"
"49848","155043","2015"
"29383","155046","2015"
"47249","155047","2015"
"47249","155048","2015"
"42151","155050","2015"
"397","155051","2015"
"397","155052","2015"
"11203","155053","2015"
"8572","155054","2015"
"16546","155056","2015"
"16546","155057","2015"
"1361","155058","2015"
"1361","155059","2015"
"6901","155060","2015"
"6901","155061","2015"
"47023","155062","2015"
"47023","155063","2015"
"12595","155064","2015"
"41276","155068","2015"
"41276","155069","2015"
"20","155080","2015"
"20","155081","2015"
"39743","155083","2015"
"38340","155084","2015"
"38340","155085","2015"
"1271","155086","2015"
"1271","155087","2015"
"1271","155088","2015"
"1271","155089","2015"
"1271","155090","2015"
"1271","155091","2015"
"1269","155092","2015"
"1269","155093","2015"
"1269","155094","2015"
"1269","155095","2015"
"28435","155096","2015"
"25000","155097","2015"
"25000","155098","2015"
"46641","155099","2015"
"44750","155100","2015"
"48664","155102","2015"
"48664","155103","2015"
"50741","155106","2015"
"50741","155107","2015"
"30331","155108","2015"
"30331","155109","2015"
"30331","155110","2015"
"30331","155111","2015"
"8633","155114","2015"
"47204","155115","2015"
"47204","155116","2015"
"1136","155117","2015"
"284","155118","2015"
"284","155119","2015"
"37","155120","2015"
"37","155121","2015"
"49660","155122","2015"
"49660","155123","2015"
"20410","155124","2015"
"15858","155125","2015"
"15858","155126","2015"
"16526","155130","2015"
"16526","155131","2015"
"268","155132","2015"
"268","155133","2015"
"27883","155134","2015"
"27883","155135","2015"
"9504","155138","2015"
"11219","155139","2015"
"31715","155140","2015"
"47902","155141","2015"
"6757","155149","2015"
"11175","155152","2015"
"33009","155155","2015"
"41000","155156","2015"
"41000","155157","2015"
