,id,no_of_libraries,no_of_laboratories,no_of_conference_halls,no_of_health_centers,no_of_computer_centers
32898,157191,1.0,0.0,0.0,0.0,1.0
32899,182005,1.0,1.0,0.0,0.0,1.0
32900,194585,1.0,7.0,1.0,0.0,0.0
32901,170223,1.0,1.0,1.0,0.0,1.0
32902,178407,1.0,1.0,1.0,1.0,1.0
32903,182184,1.0,0.0,1.0,0.0,0.0
32904,170159,1.0,1.0,1.0,1.0,1.0
32905,198157,1.0,1.0,1.0,0.0,1.0
32906,159189,1.0,1.0,1.0,1.0,1.0
32907,183933,1.0,1.0,1.0,0.0,1.0
32908,169369,1.0,1.0,1.0,1.0,1.0
32909,192245,1.0,18.0,1.0,1.0,5.0
32910,161387,1.0,0.0,1.0,0.0,1.0
32911,163806,1.0,1.0,1.0,0.0,1.0
32912,160900,1.0,8.0,1.0,0.0,1.0
32913,155725,1.0,1.0,1.0,1.0,1.0
32914,189645,1.0,6.0,1.0,1.0,1.0
32915,193361,1.0,1.0,1.0,1.0,1.0
32916,206943,1.0,1.0,1.0,1.0,1.0
32917,180712,1.0,1.0,1.0,0.0,1.0
32918,207006,1.0,1.0,0.0,1.0,1.0
32919,205136,1.0,1.0,0.0,0.0,1.0
32920,209451,1.0,1.0,1.0,1.0,1.0
32921,169414,1.0,1.0,1.0,1.0,1.0
32922,170349,1.0,1.0,0.0,0.0,1.0
32923,206232,1.0,1.0,1.0,0.0,1.0
32924,201311,1.0,1.0,1.0,1.0,1.0
32925,181301,1.0,1.0,0.0,0.0,0.0
32926,197368,1.0,10.0,1.0,4.0,1.0
32927,203492,1.0,1.0,1.0,0.0,1.0
32928,181480,1.0,4.0,1.0,1.0,1.0
32929,195658,1.0,1.0,1.0,1.0,1.0
32930,178460,1.0,1.0,1.0,1.0,1.0
32931,187935,0.0,1.0,0.0,0.0,1.0
32932,161898,1.0,0.0,1.0,0.0,1.0
32933,196574,1.0,1.0,0.0,0.0,0.0
32934,171810,1.0,1.0,1.0,0.0,1.0
32935,173115,1.0,6.0,1.0,0.0,1.0
32936,201942,1.0,1.0,0.0,0.0,1.0
32937,179935,1.0,6.0,0.0,0.0,1.0
32938,181940,1.0,1.0,1.0,1.0,1.0
32939,164416,1.0,23.0,1.0,1.0,8.0
32940,177623,1.0,1.0,1.0,1.0,1.0
32941,197291,1.0,1.0,1.0,1.0,1.0
32942,198420,1.0,1.0,1.0,0.0,1.0
32943,169792,1.0,9.0,1.0,0.0,1.0
32944,194690,1.0,4.0,1.0,0.0,1.0
32945,203469,1.0,0.0,0.0,0.0,0.0
32946,206179,1.0,1.0,1.0,0.0,1.0
32947,209833,1.0,1.0,1.0,1.0,1.0
32948,174844,1.0,3.0,0.0,0.0,1.0
32949,174082,1.0,1.0,1.0,0.0,1.0
32950,191663,1.0,150.0,1.0,1.0,1.0
32951,186523,1.0,1.0,1.0,1.0,1.0
32952,159313,1.0,0.0,1.0,1.0,1.0
32953,160345,1.0,0.0,1.0,0.0,1.0
32954,163015,1.0,1.0,1.0,1.0,1.0
32955,207762,1.0,1.0,2.0,1.0,2.0
32956,192949,1.0,1.0,0.0,0.0,1.0
32957,174254,1.0,1.0,1.0,1.0,1.0
32958,206536,1.0,1.0,1.0,0.0,1.0
32959,167525,1.0,1.0,1.0,1.0,1.0
32960,184848,1.0,1.0,0.0,0.0,1.0
32961,196993,1.0,1.0,1.0,1.0,1.0
32962,174377,1.0,0.0,0.0,0.0,0.0
32963,176497,1.0,1.0,1.0,1.0,1.0
32964,168282,1.0,1.0,1.0,0.0,1.0
32965,171846,1.0,1.0,1.0,0.0,1.0
32966,208444,1.0,1.0,1.0,1.0,1.0
32967,161028,1.0,1.0,1.0,1.0,1.0
32968,186314,0.0,0.0,0.0,0.0,0.0
32969,187037,1.0,1.0,1.0,1.0,1.0
32970,182305,1.0,0.0,1.0,1.0,1.0
32971,163772,1.0,0.0,1.0,0.0,1.0
32972,205728,1.0,1.0,0.0,0.0,1.0
32973,156667,1.0,0.0,0.0,1.0,1.0
32974,181629,1.0,1.0,1.0,1.0,1.0
32975,184103,1.0,1.0,1.0,0.0,1.0
32976,205519,1.0,0.0,0.0,0.0,0.0
32977,173068,1.0,1.0,1.0,0.0,1.0
32978,167570,1.0,1.0,1.0,0.0,1.0
32979,167735,1.0,0.0,0.0,0.0,0.0
32980,203067,1.0,3.0,0.0,0.0,0.0
32981,157552,1.0,1.0,1.0,1.0,1.0
32982,182776,1.0,1.0,1.0,0.0,1.0
32983,188486,1.0,1.0,0.0,0.0,0.0
32984,184638,1.0,1.0,0.0,0.0,0.0
32985,198722,1.0,1.0,0.0,0.0,1.0
32986,192706,1.0,10.0,1.0,2.0,1.0
32987,169331,1.0,1.0,1.0,0.0,1.0
32988,192751,1.0,1.0,1.0,1.0,1.0
32989,209167,1.0,1.0,1.0,1.0,1.0
32990,190215,1.0,0.0,1.0,1.0,0.0
32991,202671,1.0,1.0,1.0,1.0,1.0
32992,156804,1.0,1.0,1.0,0.0,1.0
32993,154433,1.0,6.0,1.0,1.0,1.0
32994,166912,1.0,9.0,2.0,2.0,9.0
32995,179733,1.0,1.0,1.0,1.0,1.0
32996,186000,1.0,1.0,1.0,0.0,1.0
32997,191433,1.0,0.0,0.0,0.0,1.0
32998,199715,1.0,1.0,1.0,1.0,1.0
32999,157532,1.0,1.0,1.0,0.0,1.0
33000,209869,1.0,4.0,0.0,1.0,0.0
33001,189705,1.0,1.0,1.0,1.0,1.0
33002,180947,1.0,1.0,1.0,1.0,1.0
33003,206937,1.0,7.0,1.0,1.0,0.0
33004,207422,1.0,1.0,1.0,1.0,1.0
33005,191159,1.0,1.0,0.0,0.0,0.0
33006,165914,1.0,0.0,0.0,0.0,0.0
33007,208704,1.0,1.0,1.0,1.0,1.0
33008,189284,1.0,22.0,1.0,1.0,4.0
33009,158519,1.0,1.0,1.0,0.0,0.0
33010,194400,1.0,1.0,1.0,1.0,1.0
33011,202299,1.0,1.0,1.0,1.0,1.0
33012,202270,1.0,1.0,1.0,0.0,1.0
33013,162444,1.0,1.0,0.0,0.0,0.0
33014,184833,1.0,1.0,1.0,1.0,1.0
33015,189866,1.0,4.0,0.0,0.0,0.0
33016,177432,1.0,1.0,1.0,1.0,1.0
33017,180419,1.0,3.0,1.0,0.0,1.0
33018,174012,1.0,1.0,1.0,0.0,1.0
33019,171425,3.0,52.0,3.0,1.0,1.0
33020,175094,1.0,1.0,1.0,0.0,1.0
33021,181398,1.0,1.0,1.0,1.0,1.0
33022,167436,1.0,1.0,1.0,1.0,1.0
33023,191027,1.0,1.0,1.0,1.0,1.0
33024,188634,1.0,5.0,1.0,1.0,1.0
33025,202031,1.0,1.0,1.0,1.0,1.0
33026,162878,1.0,1.0,1.0,1.0,1.0
33027,195519,1.0,2.0,0.0,0.0,1.0
33028,174478,1.0,1.0,0.0,0.0,1.0
33029,157341,1.0,0.0,0.0,0.0,0.0
33030,162092,1.0,1.0,1.0,1.0,1.0
33031,166900,1.0,36.0,1.0,0.0,1.0
33032,201371,1.0,1.0,0.0,0.0,0.0
33033,170029,1.0,0.0,0.0,0.0,1.0
33034,172206,1.0,0.0,1.0,0.0,1.0
33035,190585,1.0,0.0,1.0,0.0,1.0
33036,192429,1.0,1.0,1.0,0.0,1.0
33037,163053,1.0,0.0,0.0,0.0,2.0
33038,181888,1.0,14.0,1.0,1.0,2.0
33039,156229,0.0,0.0,0.0,0.0,0.0
33040,208707,1.0,0.0,0.0,0.0,0.0
33041,185304,1.0,1.0,1.0,0.0,1.0
33042,201617,1.0,1.0,0.0,0.0,0.0
33043,157949,1.0,1.0,1.0,1.0,1.0
33044,182133,1.0,1.0,1.0,0.0,1.0
33045,201831,1.0,1.0,1.0,1.0,1.0
33046,175118,1.0,1.0,1.0,1.0,1.0
33047,157882,1.0,0.0,0.0,0.0,1.0
33048,168257,1.0,1.0,1.0,1.0,1.0
33049,169629,1.0,38.0,1.0,0.0,1.0
33050,176704,1.0,1.0,1.0,0.0,1.0
33051,182762,1.0,1.0,0.0,0.0,1.0
33052,161644,1.0,1.0,1.0,0.0,0.0
33053,179087,1.0,4.0,0.0,0.0,1.0
33054,180660,1.0,1.0,1.0,1.0,1.0
33055,179891,9.0,9.0,5.0,1.0,9.0
33056,196379,1.0,5.0,0.0,0.0,0.0
33057,193696,1.0,1.0,1.0,1.0,1.0
33058,209945,1.0,0.0,0.0,0.0,1.0
33059,180575,1.0,0.0,0.0,0.0,1.0
33060,188906,1.0,1.0,1.0,1.0,1.0
33061,209908,1.0,1.0,0.0,0.0,0.0
33062,155545,1.0,3.0,1.0,0.0,1.0
33063,188002,1.0,6.0,0.0,0.0,1.0
33064,190194,1.0,1.0,1.0,1.0,1.0
33065,204209,1.0,1.0,1.0,1.0,1.0
33066,181403,1.0,1.0,1.0,1.0,1.0
33067,187894,1.0,1.0,1.0,0.0,1.0
33068,157860,1.0,0.0,0.0,0.0,1.0
33069,189274,1.0,12.0,1.0,0.0,1.0
33070,177475,1.0,1.0,0.0,0.0,1.0
33071,205336,1.0,0.0,0.0,0.0,1.0
33072,160827,1.0,1.0,1.0,1.0,1.0
33073,171649,1.0,1.0,1.0,1.0,1.0
33074,172972,1.0,0.0,0.0,0.0,0.0
33075,204442,1.0,1.0,1.0,1.0,1.0
33076,206210,1.0,1.0,1.0,1.0,1.0
33077,173790,1.0,0.0,0.0,1.0,0.0
33078,164227,1.0,1.0,1.0,1.0,1.0
33079,168718,1.0,1.0,1.0,0.0,1.0
33080,171900,1.0,1.0,0.0,0.0,1.0
33081,181375,1.0,1.0,1.0,0.0,1.0
33082,159769,1.0,0.0,1.0,1.0,1.0
33083,166996,1.0,27.0,1.0,0.0,3.0
33084,167044,1.0,1.0,1.0,0.0,5.0
33085,170558,1.0,20.0,1.0,1.0,0.0
33086,195579,1.0,48.0,1.0,0.0,1.0
33087,175026,1.0,1.0,1.0,0.0,1.0
33088,174566,1.0,6.0,1.0,0.0,1.0
33089,191801,1.0,0.0,1.0,0.0,0.0
33090,192249,1.0,1.0,1.0,0.0,1.0
33091,204622,1.0,0.0,0.0,0.0,1.0
33092,156155,1.0,1.0,1.0,0.0,1.0
33093,163664,1.0,1.0,2.0,1.0,1.0
33094,165717,1.0,0.0,0.0,0.0,0.0
33095,176907,1.0,1.0,1.0,1.0,1.0
33096,209735,1.0,5.0,1.0,1.0,1.0
33097,193199,1.0,1.0,1.0,1.0,1.0
33098,200048,1.0,1.0,0.0,0.0,1.0
33099,207563,1.0,1.0,1.0,1.0,1.0
33100,161752,1.0,1.0,1.0,1.0,1.0
33101,179113,1.0,1.0,1.0,1.0,1.0
33102,206844,1.0,1.0,1.0,1.0,1.0
33103,174472,1.0,1.0,1.0,0.0,1.0
33104,183169,2.0,28.0,1.0,1.0,1.0
33105,207089,1.0,1.0,1.0,1.0,1.0
33106,209428,1.0,24.0,1.0,0.0,1.0
33107,164311,1.0,5.0,1.0,0.0,1.0
33108,181010,1.0,0.0,1.0,1.0,1.0
33109,196690,1.0,1.0,1.0,1.0,1.0
33110,181878,1.0,0.0,0.0,1.0,1.0
33111,198125,1.0,1.0,1.0,0.0,1.0
33112,168600,1.0,37.0,1.0,1.0,1.0
33113,168648,1.0,177.0,9.0,1.0,9.0
33114,206873,1.0,1.0,1.0,1.0,1.0
33115,207291,1.0,1.0,1.0,0.0,1.0
33116,179301,1.0,1.0,1.0,1.0,1.0
33117,159712,1.0,1.0,1.0,0.0,1.0
33118,197945,1.0,1.0,1.0,0.0,1.0
33119,201056,1.0,1.0,1.0,1.0,1.0
33120,171472,2.0,8.0,1.0,1.0,1.0
33121,180956,1.0,1.0,1.0,0.0,1.0
33122,194687,1.0,1.0,1.0,1.0,1.0
33123,171207,1.0,0.0,0.0,1.0,0.0
33124,197424,1.0,1.0,1.0,1.0,1.0
33125,169170,0.0,1.0,0.0,0.0,1.0
33126,171185,1.0,1.0,1.0,0.0,1.0
33127,184234,1.0,0.0,0.0,0.0,1.0
33128,190577,1.0,4.0,1.0,0.0,1.0
33129,178693,1.0,1.0,0.0,0.0,1.0
33130,179080,1.0,1.0,1.0,1.0,1.0
33131,187169,1.0,1.0,1.0,0.0,1.0
33132,155461,1.0,0.0,0.0,0.0,1.0
33133,175670,1.0,5.0,1.0,0.0,1.0
33134,180544,1.0,1.0,1.0,1.0,1.0
33135,209260,1.0,0.0,1.0,1.0,1.0
33136,174319,1.0,1.0,1.0,0.0,1.0
33137,190744,1.0,1.0,1.0,0.0,1.0
33138,167506,1.0,1.0,1.0,1.0,1.0
33139,185984,1.0,3.0,1.0,0.0,2.0
33140,197022,1.0,0.0,1.0,1.0,1.0
33141,204530,1.0,1.0,1.0,1.0,1.0
33142,208780,1.0,1.0,0.0,0.0,1.0
33143,166238,1.0,0.0,0.0,0.0,0.0
33144,207908,1.0,1.0,1.0,1.0,1.0
33145,196373,1.0,4.0,1.0,0.0,1.0
33146,173903,1.0,1.0,1.0,0.0,1.0
33147,201785,1.0,1.0,1.0,1.0,1.0
33148,209635,1.0,1.0,1.0,0.0,0.0
33149,189904,2.0,1.0,0.0,0.0,4.0
33150,197463,1.0,1.0,1.0,1.0,1.0
33151,162954,1.0,6.0,1.0,0.0,1.0
33152,175148,1.0,1.0,1.0,1.0,1.0
33153,160626,1.0,0.0,1.0,0.0,1.0
33154,205918,1.0,1.0,1.0,1.0,1.0
33155,174116,1.0,16.0,2.0,0.0,1.0
33156,207675,1.0,1.0,1.0,0.0,1.0
33157,192605,1.0,1.0,0.0,0.0,1.0
33158,161151,1.0,1.0,0.0,1.0,1.0
33159,174685,1.0,1.0,1.0,1.0,1.0
33160,168566,1.0,0.0,0.0,0.0,1.0
33161,164788,1.0,1.0,1.0,0.0,1.0
33162,161916,1.0,1.0,1.0,1.0,1.0
33163,189094,1.0,1.0,1.0,0.0,1.0
33164,170534,1.0,8.0,1.0,0.0,1.0
33165,188252,1.0,1.0,1.0,0.0,1.0
33166,202594,1.0,1.0,1.0,1.0,1.0
33167,175145,1.0,0.0,0.0,0.0,1.0
33168,174799,1.0,1.0,1.0,1.0,1.0
33169,180781,1.0,28.0,0.0,0.0,0.0
33170,189321,1.0,1.0,1.0,0.0,1.0
33171,168656,1.0,0.0,0.0,0.0,1.0
33172,197477,1.0,1.0,1.0,1.0,1.0
33173,199252,1.0,0.0,1.0,0.0,1.0
33174,154814,1.0,1.0,1.0,0.0,1.0
33175,171537,1.0,1.0,1.0,1.0,1.0
33176,176578,1.0,20.0,1.0,1.0,1.0
33177,196372,1.0,1.0,0.0,0.0,1.0
33178,159170,1.0,6.0,0.0,0.0,0.0
33179,175340,1.0,5.0,1.0,1.0,1.0
33180,176228,1.0,1.0,1.0,0.0,1.0
33181,191780,1.0,1.0,1.0,1.0,1.0
33182,168927,1.0,45.0,1.0,1.0,4.0
33183,202887,1.0,1.0,1.0,0.0,1.0
33184,181845,1.0,1.0,1.0,1.0,1.0
33185,186387,0.0,0.0,0.0,0.0,0.0
33186,172758,1.0,1.0,1.0,1.0,1.0
33187,166818,1.0,1.0,1.0,1.0,1.0
33188,198109,1.0,24.0,1.0,1.0,1.0
33189,168788,1.0,5.0,0.0,0.0,1.0
33190,173170,1.0,1.0,1.0,1.0,1.0
33191,167939,3.0,1.0,9.0,1.0,3.0
33192,187352,1.0,1.0,1.0,1.0,1.0
33193,158936,1.0,12.0,0.0,0.0,0.0
33194,199256,1.0,0.0,0.0,0.0,1.0
33195,179639,0.0,0.0,0.0,0.0,0.0
33196,189245,1.0,1.0,1.0,0.0,1.0
33197,156143,1.0,1.0,0.0,0.0,0.0
33198,207295,1.0,1.0,1.0,0.0,0.0
33199,165327,1.0,1.0,1.0,1.0,1.0
33200,166941,1.0,28.0,1.0,1.0,1.0
33201,154411,1.0,1.0,1.0,1.0,1.0
33202,201806,1.0,1.0,1.0,0.0,1.0
33203,190167,1.0,1.0,0.0,0.0,1.0
33204,160389,1.0,10.0,1.0,1.0,1.0
33205,165456,1.0,35.0,1.0,1.0,1.0
33206,195314,1.0,1.0,0.0,0.0,1.0
33207,164522,1.0,0.0,0.0,0.0,0.0
33208,157524,1.0,1.0,1.0,1.0,1.0
33209,165860,1.0,6.0,1.0,1.0,1.0
33210,194413,1.0,2.0,1.0,1.0,1.0
33211,182371,1.0,1.0,1.0,1.0,1.0
33212,182853,1.0,1.0,1.0,1.0,1.0
33213,179211,1.0,0.0,1.0,0.0,1.0
33214,185920,1.0,1.0,1.0,1.0,1.0
33215,165353,1.0,0.0,0.0,0.0,1.0
33216,186950,1.0,1.0,1.0,0.0,1.0
33217,164465,1.0,1.0,1.0,1.0,1.0
33218,173807,1.0,1.0,1.0,1.0,1.0
33219,176315,1.0,1.0,1.0,1.0,1.0
33220,208040,1.0,1.0,1.0,0.0,1.0
33221,177319,1.0,4.0,1.0,0.0,1.0
33222,189667,1.0,1.0,1.0,0.0,1.0
33223,191092,1.0,1.0,1.0,1.0,1.0
33224,207754,1.0,1.0,0.0,0.0,1.0
33225,203027,1.0,1.0,1.0,0.0,1.0
33226,208521,1.0,1.0,1.0,1.0,1.0
33227,170101,1.0,1.0,0.0,0.0,0.0
33228,202577,1.0,0.0,0.0,0.0,1.0
33229,167832,1.0,1.0,0.0,0.0,1.0
33230,178190,1.0,7.0,1.0,1.0,1.0
33231,181835,1.0,15.0,1.0,1.0,1.0
33232,207989,1.0,1.0,1.0,1.0,1.0
33233,173655,1.0,1.0,1.0,1.0,1.0
33234,206243,1.0,0.0,0.0,0.0,1.0
33235,194369,1.0,50.0,1.0,0.0,1.0
33236,159567,1.0,1.0,1.0,1.0,1.0
33237,195495,1.0,1.0,1.0,1.0,1.0
33238,205125,1.0,1.0,1.0,0.0,1.0
33239,164609,1.0,1.0,1.0,0.0,1.0
33240,177448,6.0,1.0,1.0,1.0,1.0
33241,180126,1.0,1.0,1.0,1.0,1.0
33242,202283,1.0,1.0,1.0,1.0,1.0
33243,176621,1.0,1.0,1.0,0.0,1.0
33244,173302,1.0,4.0,1.0,0.0,1.0
33245,180796,1.0,0.0,0.0,0.0,1.0
33246,184393,1.0,0.0,0.0,0.0,1.0
33247,165255,2.0,6.0,1.0,1.0,3.0
33248,177726,1.0,1.0,0.0,0.0,1.0
33249,169987,1.0,1.0,1.0,0.0,1.0
33250,202855,1.0,5.0,1.0,0.0,1.0
33251,165179,1.0,1.0,0.0,1.0,1.0
33252,203143,1.0,1.0,1.0,0.0,1.0
33253,194495,0.0,0.0,1.0,1.0,1.0
33254,194873,1.0,1.0,1.0,1.0,1.0
33255,182369,1.0,24.0,1.0,1.0,1.0
33256,205101,1.0,1.0,1.0,1.0,1.0
33257,208126,1.0,1.0,1.0,1.0,1.0
33258,209688,1.0,1.0,1.0,0.0,1.0
33259,198085,1.0,1.0,1.0,1.0,1.0
33260,173894,1.0,8.0,1.0,0.0,0.0
33261,191354,1.0,1.0,1.0,1.0,1.0
33262,192621,1.0,6.0,1.0,0.0,1.0
33263,168137,1.0,16.0,0.0,0.0,1.0
33264,195800,1.0,1.0,1.0,1.0,1.0
33265,177681,1.0,1.0,0.0,0.0,1.0
33266,206343,1.0,1.0,0.0,0.0,1.0
33267,189508,1.0,1.0,1.0,0.0,1.0
33268,168041,1.0,1.0,1.0,0.0,1.0
33269,160995,1.0,0.0,0.0,0.0,1.0
33270,178544,1.0,1.0,0.0,0.0,1.0
33271,183846,1.0,26.0,1.0,0.0,0.0
33272,176813,1.0,5.0,1.0,0.0,2.0
33273,196206,1.0,1.0,1.0,1.0,1.0
33274,172049,1.0,1.0,1.0,0.0,1.0
33275,199181,1.0,1.0,0.0,1.0,1.0
33276,179642,1.0,1.0,1.0,1.0,1.0
33277,177160,1.0,0.0,1.0,1.0,1.0
33278,198191,1.0,1.0,1.0,0.0,2.0
33279,174676,1.0,1.0,1.0,0.0,1.0
33280,200033,1.0,1.0,0.0,0.0,0.0
33281,184752,1.0,0.0,2.0,1.0,2.0
33282,198946,1.0,1.0,0.0,0.0,1.0
33283,161727,1.0,4.0,1.0,1.0,4.0
33284,169433,1.0,1.0,1.0,1.0,1.0
33285,191649,0.0,0.0,0.0,0.0,0.0
33286,166017,1.0,0.0,1.0,0.0,0.0
33287,209960,0.0,0.0,0.0,0.0,0.0
33288,200300,1.0,0.0,0.0,0.0,1.0
33289,191228,1.0,6.0,1.0,1.0,1.0
33290,176287,1.0,1.0,0.0,1.0,1.0
33291,184134,1.0,1.0,1.0,0.0,1.0
33292,194914,1.0,15.0,1.0,0.0,0.0
33293,177601,1.0,75.0,5.0,1.0,1.0
33294,205887,1.0,1.0,1.0,0.0,1.0
33295,183640,1.0,1.0,1.0,1.0,1.0
33296,162609,1.0,1.0,1.0,1.0,1.0
33297,181513,1.0,1.0,1.0,1.0,1.0
33298,165757,1.0,0.0,0.0,0.0,1.0
33299,160851,1.0,1.0,1.0,1.0,1.0
33300,176898,1.0,1.0,1.0,1.0,1.0
33301,204525,1.0,1.0,1.0,1.0,0.0
33302,160372,1.0,0.0,0.0,0.0,1.0
33303,195964,1.0,1.0,0.0,0.0,1.0
33304,208802,1.0,1.0,1.0,0.0,1.0
33305,154523,1.0,1.0,1.0,0.0,1.0
33306,187441,1.0,1.0,1.0,1.0,1.0
33307,207789,1.0,3.0,0.0,1.0,0.0
33308,188951,1.0,1.0,1.0,1.0,1.0
33309,188901,1.0,1.0,1.0,0.0,1.0
33310,189457,1.0,1.0,1.0,0.0,1.0
33311,155665,1.0,0.0,0.0,0.0,0.0
33312,171414,1.0,1.0,0.0,1.0,1.0
33313,209886,1.0,8.0,1.0,0.0,1.0
33314,181085,1.0,0.0,0.0,0.0,1.0
33315,184736,1.0,6.0,0.0,0.0,1.0
33316,202316,1.0,4.0,0.0,0.0,0.0
33317,183234,1.0,1.0,1.0,0.0,1.0
33318,173021,1.0,1.0,1.0,1.0,1.0
33319,161522,1.0,1.0,0.0,0.0,2.0
33320,166922,1.0,1.0,1.0,1.0,1.0
33321,206881,1.0,0.0,0.0,0.0,1.0
33322,187388,1.0,12.0,0.0,0.0,1.0
33323,188811,1.0,1.0,1.0,1.0,1.0
33324,158330,1.0,1.0,1.0,0.0,1.0
33325,200631,1.0,1.0,0.0,0.0,1.0
33326,208044,1.0,15.0,2.0,1.0,1.0
33327,183173,1.0,1.0,1.0,0.0,1.0
33328,168852,1.0,1.0,0.0,0.0,0.0
33329,167524,1.0,1.0,1.0,0.0,0.0
33330,167607,1.0,1.0,1.0,0.0,1.0
33331,170781,1.0,1.0,0.0,0.0,0.0
33332,195703,1.0,12.0,1.0,1.0,1.0
33333,195610,1.0,1.0,1.0,0.0,1.0
33334,181912,0.0,0.0,0.0,0.0,0.0
33335,199187,1.0,1.0,1.0,1.0,1.0
33336,159852,1.0,1.0,1.0,1.0,1.0
33337,189341,1.0,1.0,1.0,0.0,1.0
33338,166452,1.0,1.0,1.0,0.0,1.0
33339,174759,1.0,3.0,1.0,0.0,1.0
33340,174324,1.0,1.0,1.0,1.0,1.0
33341,180693,1.0,12.0,1.0,1.0,1.0
33342,192560,1.0,7.0,1.0,7.0,1.0
33343,206815,1.0,1.0,1.0,1.0,1.0
33344,197038,1.0,0.0,0.0,0.0,1.0
33345,159555,1.0,4.0,1.0,1.0,1.0
33346,171344,1.0,83.0,1.0,1.0,1.0
33347,161459,1.0,7.0,0.0,0.0,1.0
33348,186089,1.0,0.0,0.0,0.0,0.0
33349,199535,1.0,0.0,1.0,0.0,1.0
33350,182960,1.0,1.0,1.0,0.0,1.0
33351,168431,1.0,1.0,1.0,1.0,1.0
33352,200615,1.0,5.0,1.0,1.0,1.0
33353,189088,1.0,0.0,0.0,0.0,1.0
33354,201582,1.0,1.0,1.0,0.0,1.0
33355,176259,1.0,1.0,1.0,1.0,1.0
33356,191943,1.0,1.0,1.0,1.0,1.0
33357,176387,1.0,1.0,1.0,0.0,1.0
33358,160478,1.0,0.0,1.0,1.0,1.0
33359,184415,1.0,1.0,1.0,0.0,1.0
33360,184129,1.0,23.0,4.0,0.0,4.0
33361,160442,1.0,2.0,1.0,0.0,1.0
33362,179667,1.0,6.0,1.0,0.0,0.0
33363,194765,1.0,13.0,1.0,1.0,1.0
33364,163288,1.0,0.0,0.0,0.0,1.0
33365,187365,1.0,1.0,0.0,0.0,0.0
33366,193422,1.0,1.0,1.0,0.0,1.0
33367,162865,1.0,0.0,1.0,0.0,1.0
33368,200127,1.0,1.0,1.0,1.0,1.0
33369,173009,1.0,1.0,1.0,0.0,1.0
33370,172534,1.0,1.0,0.0,0.0,1.0
33371,179689,1.0,0.0,0.0,0.0,1.0
33372,186737,1.0,8.0,1.0,1.0,1.0
33373,176082,1.0,1.0,0.0,0.0,0.0
33374,178173,1.0,1.0,1.0,1.0,1.0
33375,179957,1.0,0.0,0.0,0.0,0.0
33376,169722,1.0,1.0,1.0,1.0,1.0
33377,179090,1.0,7.0,1.0,0.0,1.0
33378,178271,1.0,3.0,1.0,0.0,1.0
33379,173886,1.0,1.0,1.0,0.0,0.0
33380,174369,1.0,0.0,1.0,1.0,1.0
33381,188094,0.0,0.0,0.0,0.0,0.0
33382,173708,1.0,0.0,1.0,0.0,1.0
33383,200960,1.0,1.0,1.0,0.0,1.0
33384,202973,1.0,0.0,1.0,0.0,1.0
33385,208604,1.0,2.0,0.0,0.0,1.0
33386,186606,9.0,270.0,9.0,9.0,9.0
33387,208290,1.0,0.0,1.0,0.0,1.0
33388,208898,1.0,0.0,1.0,0.0,0.0
33389,158079,1.0,1.0,1.0,1.0,1.0
33390,170127,1.0,1.0,1.0,1.0,1.0
33391,189844,1.0,1.0,1.0,1.0,1.0
33392,192720,1.0,1.0,1.0,0.0,1.0
33393,206909,9.0,9.0,2.0,1.0,9.0
33394,205562,1.0,0.0,0.0,0.0,0.0
33395,198850,1.0,5.0,1.0,0.0,1.0
33396,169787,1.0,1.0,1.0,1.0,1.0
33397,205115,1.0,7.0,1.0,0.0,0.0
33398,193704,1.0,1.0,1.0,0.0,1.0
33399,155879,1.0,1.0,1.0,0.0,1.0
33400,167011,1.0,13.0,1.0,0.0,1.0
33401,175268,1.0,1.0,1.0,1.0,1.0
33402,208722,1.0,1.0,1.0,0.0,1.0
33403,209190,0.0,0.0,0.0,0.0,0.0
33404,174877,1.0,1.0,0.0,0.0,1.0
33405,187405,1.0,18.0,1.0,1.0,1.0
33406,189536,1.0,1.0,1.0,1.0,1.0
33407,199673,1.0,1.0,1.0,1.0,1.0
33408,171198,1.0,1.0,0.0,0.0,1.0
33409,158778,1.0,1.0,1.0,0.0,1.0
33410,199863,1.0,0.0,0.0,0.0,1.0
33411,185461,1.0,1.0,1.0,1.0,1.0
33412,177443,1.0,1.0,1.0,1.0,1.0
33413,200741,1.0,1.0,1.0,1.0,1.0
33414,157714,1.0,1.0,1.0,0.0,1.0
33415,172119,1.0,1.0,0.0,0.0,0.0
33416,154516,1.0,1.0,1.0,1.0,1.0
33417,176494,1.0,8.0,1.0,1.0,1.0
33418,188253,1.0,1.0,1.0,0.0,1.0
33419,160278,1.0,1.0,1.0,1.0,1.0
33420,158473,1.0,1.0,1.0,1.0,1.0
33421,157902,1.0,1.0,1.0,1.0,1.0
33422,162039,1.0,1.0,0.0,1.0,1.0
33423,155009,1.0,1.0,1.0,0.0,1.0
33424,161096,1.0,55.0,1.0,1.0,1.0
33425,200443,1.0,1.0,1.0,1.0,1.0
33426,204499,1.0,0.0,1.0,0.0,1.0
33427,189744,1.0,1.0,1.0,0.0,1.0
33428,201740,1.0,6.0,1.0,1.0,1.0
33429,173464,0.0,1.0,1.0,1.0,1.0
33430,202518,1.0,1.0,1.0,1.0,1.0
33431,161046,1.0,0.0,1.0,1.0,1.0
33432,188323,1.0,1.0,1.0,0.0,1.0
33433,189641,1.0,1.0,1.0,0.0,1.0
