,id,no_of_libraries,no_of_laboratories,no_of_conference_halls,no_of_health_centers,no_of_computer_centers
3821,173560,1.0,1.0,0.0,0.0,1.0
3822,187819,1.0,64.0,1.0,1.0,1.0
3823,177058,1.0,0.0,1.0,0.0,1.0
3824,185882,1.0,1.0,1.0,1.0,1.0
3825,154664,1.0,1.0,1.0,0.0,0.0
3826,184153,1.0,1.0,1.0,0.0,0.0
3827,207398,1.0,1.0,1.0,0.0,1.0
3828,194603,1.0,1.0,1.0,0.0,1.0
3829,188095,1.0,1.0,1.0,0.0,1.0
3830,169812,1.0,0.0,0.0,0.0,0.0
3831,162065,1.0,1.0,1.0,0.0,1.0
3832,158687,1.0,1.0,1.0,0.0,1.0
3833,167489,1.0,1.0,1.0,0.0,1.0
3834,175906,1.0,0.0,1.0,0.0,1.0
3835,191852,1.0,1.0,0.0,0.0,1.0
3836,208107,1.0,3.0,1.0,0.0,1.0
3837,205508,1.0,1.0,5.0,3.0,1.0
3838,187705,1.0,1.0,1.0,0.0,1.0
3839,174133,1.0,1.0,1.0,1.0,0.0
3840,156428,1.0,1.0,1.0,0.0,1.0
3841,174598,1.0,1.0,1.0,1.0,1.0
3842,201028,1.0,1.0,1.0,0.0,1.0
3843,156826,1.0,1.0,1.0,0.0,1.0
3844,198397,0.0,0.0,0.0,0.0,0.0
3845,172226,1.0,6.0,1.0,0.0,2.0
3846,180487,1.0,1.0,1.0,1.0,1.0
3847,164199,1.0,0.0,1.0,1.0,1.0
3848,204271,1.0,1.0,0.0,0.0,1.0
3849,204778,1.0,1.0,1.0,1.0,1.0
3850,194449,1.0,2.0,2.0,1.0,2.0
3851,190682,1.0,21.0,5.0,1.0,6.0
3852,159757,1.0,1.0,1.0,1.0,1.0
3853,171009,1.0,0.0,1.0,0.0,0.0
3854,191393,1.0,47.0,1.0,1.0,1.0
3855,168820,1.0,1.0,1.0,1.0,1.0
3856,206819,1.0,3.0,0.0,0.0,0.0
3857,193588,1.0,1.0,1.0,1.0,1.0
3858,154529,1.0,12.0,1.0,1.0,1.0
3859,209532,2.0,9.0,1.0,1.0,1.0
3860,166427,1.0,1.0,0.0,0.0,0.0
3861,159296,1.0,1.0,1.0,1.0,1.0
3862,196518,5.0,9.0,5.0,1.0,1.0
3863,188782,1.0,1.0,1.0,0.0,1.0
3864,193963,1.0,10.0,1.0,1.0,0.0
3865,194984,1.0,1.0,1.0,1.0,1.0
3866,188890,1.0,1.0,1.0,0.0,1.0
3867,164128,1.0,1.0,1.0,1.0,1.0
3868,176665,1.0,1.0,1.0,1.0,1.0
3869,192736,1.0,0.0,0.0,0.0,1.0
3870,184907,0.0,3.0,1.0,0.0,1.0
3871,172092,1.0,1.0,1.0,0.0,1.0
3872,184630,1.0,1.0,1.0,1.0,1.0
3873,201573,1.0,1.0,1.0,0.0,1.0
3874,195474,1.0,3.0,1.0,0.0,2.0
3875,157331,1.0,6.0,1.0,0.0,1.0
3876,165207,1.0,0.0,1.0,0.0,0.0
3877,205770,1.0,1.0,1.0,1.0,1.0
3878,172485,1.0,1.0,1.0,1.0,0.0
3879,190449,1.0,1.0,0.0,0.0,1.0
3880,198491,1.0,1.0,1.0,0.0,1.0
3881,156180,1.0,1.0,1.0,0.0,1.0
3882,176344,1.0,8.0,1.0,0.0,2.0
3883,203531,1.0,1.0,1.0,0.0,1.0
3884,172501,1.0,0.0,1.0,0.0,1.0
3885,171848,1.0,9.0,0.0,0.0,2.0
3886,162602,1.0,5.0,1.0,1.0,1.0
3887,207355,1.0,5.0,1.0,0.0,8.0
3888,163337,1.0,1.0,1.0,0.0,1.0
3889,169744,1.0,1.0,1.0,1.0,1.0
3890,197783,1.0,1.0,1.0,0.0,1.0
3891,192015,1.0,5.0,1.0,0.0,1.0
3892,164800,1.0,1.0,1.0,0.0,0.0
3893,179456,1.0,1.0,0.0,0.0,1.0
3894,189745,1.0,1.0,1.0,1.0,0.0
3895,201112,1.0,0.0,0.0,0.0,0.0
3896,191987,1.0,2.0,1.0,1.0,1.0
3897,189430,1.0,1.0,1.0,0.0,0.0
3898,198703,1.0,0.0,0.0,0.0,1.0
3899,172965,1.0,1.0,1.0,0.0,1.0
3900,190637,1.0,1.0,0.0,0.0,1.0
3901,207255,1.0,1.0,1.0,0.0,1.0
3902,202866,1.0,1.0,1.0,0.0,1.0
3903,185155,1.0,1.0,1.0,1.0,1.0
3904,165303,1.0,60.0,1.0,1.0,7.0
3905,182908,1.0,1.0,1.0,1.0,1.0
3906,187656,7.0,65.0,6.0,1.0,1.0
3907,180157,1.0,0.0,1.0,0.0,1.0
3908,209336,1.0,0.0,0.0,1.0,1.0
3909,181676,1.0,5.0,0.0,0.0,0.0
3910,194660,1.0,1.0,1.0,0.0,1.0
3911,203368,1.0,1.0,1.0,0.0,1.0
3912,189694,1.0,0.0,1.0,1.0,1.0
3913,183078,1.0,1.0,1.0,1.0,1.0
3914,208066,1.0,1.0,1.0,1.0,1.0
3915,179775,1.0,1.0,1.0,1.0,1.0
3916,159568,1.0,0.0,1.0,0.0,1.0
3917,171392,1.0,1.0,1.0,0.0,1.0
3918,158748,1.0,1.0,0.0,0.0,1.0
3919,195766,1.0,50.0,1.0,1.0,1.0
3920,160210,1.0,1.0,1.0,1.0,1.0
3921,187573,1.0,1.0,1.0,1.0,1.0
3922,193381,1.0,4.0,1.0,0.0,1.0
3923,182084,1.0,9.0,1.0,1.0,1.0
3924,200749,1.0,4.0,1.0,0.0,1.0
3925,176966,1.0,0.0,1.0,0.0,0.0
3926,173623,1.0,65.0,1.0,1.0,2.0
3927,189544,1.0,0.0,1.0,0.0,0.0
3928,175373,1.0,1.0,1.0,0.0,1.0
3929,197640,1.0,6.0,1.0,0.0,2.0
3930,187818,1.0,1.0,1.0,0.0,1.0
3931,172952,2.0,2.0,1.0,0.0,1.0
3932,189326,1.0,1.0,1.0,0.0,1.0
3933,208386,1.0,6.0,1.0,1.0,1.0
3934,201513,1.0,1.0,1.0,0.0,1.0
3935,171628,1.0,3.0,0.0,0.0,3.0
3936,208856,1.0,1.0,0.0,0.0,0.0
3937,205375,1.0,1.0,1.0,0.0,0.0
3938,182269,1.0,0.0,0.0,0.0,1.0
3939,195138,1.0,1.0,1.0,1.0,1.0
3940,195242,1.0,1.0,1.0,0.0,1.0
3941,206919,1.0,6.0,0.0,0.0,1.0
3942,165262,1.0,1.0,1.0,0.0,1.0
3943,195665,1.0,5.0,1.0,1.0,1.0
3944,203954,1.0,2.0,1.0,0.0,1.0
3945,161246,1.0,1.0,0.0,0.0,0.0
3946,192894,1.0,1.0,1.0,0.0,1.0
3947,168171,1.0,6.0,1.0,0.0,1.0
3948,167719,1.0,0.0,1.0,1.0,1.0
3949,205962,1.0,1.0,0.0,0.0,1.0
3950,210002,1.0,1.0,1.0,1.0,1.0
3951,165750,1.0,1.0,1.0,0.0,0.0
3952,182710,1.0,1.0,1.0,0.0,1.0
3953,169403,1.0,1.0,1.0,0.0,1.0
3954,173406,1.0,1.0,1.0,0.0,1.0
3955,176338,1.0,1.0,1.0,0.0,1.0
3956,180862,1.0,1.0,1.0,1.0,1.0
3957,167411,1.0,1.0,1.0,1.0,1.0
3958,207693,1.0,1.0,0.0,0.0,0.0
3959,185347,1.0,4.0,1.0,0.0,1.0
3960,181985,1.0,5.0,1.0,0.0,0.0
3961,182573,1.0,1.0,1.0,1.0,1.0
3962,189563,1.0,54.0,1.0,1.0,1.0
3963,161836,1.0,0.0,0.0,0.0,0.0
3964,167041,1.0,0.0,0.0,0.0,1.0
3965,178023,1.0,1.0,1.0,1.0,2.0
3966,188192,1.0,2.0,0.0,0.0,1.0
3967,200205,1.0,1.0,0.0,0.0,1.0
3968,191169,1.0,1.0,1.0,1.0,1.0
3969,182696,1.0,1.0,1.0,0.0,1.0
3970,172706,1.0,1.0,1.0,0.0,1.0
3971,208841,1.0,1.0,1.0,1.0,1.0
3972,209512,1.0,1.0,1.0,0.0,1.0
3973,159643,1.0,3.0,1.0,0.0,1.0
3974,181899,1.0,1.0,1.0,1.0,1.0
3975,202983,1.0,0.0,0.0,0.0,0.0
3976,156641,1.0,1.0,0.0,0.0,1.0
3977,194553,1.0,1.0,0.0,0.0,1.0
3978,176744,1.0,4.0,1.0,1.0,1.0
3979,154400,1.0,0.0,0.0,0.0,1.0
3980,181974,1.0,0.0,1.0,0.0,1.0
3981,208566,1.0,0.0,0.0,0.0,1.0
3982,198426,1.0,6.0,1.0,0.0,1.0
3983,174227,1.0,1.0,1.0,1.0,1.0
3984,178084,1.0,1.0,1.0,0.0,1.0
3985,207274,1.0,1.0,1.0,1.0,1.0
3986,181361,1.0,10.0,0.0,0.0,2.0
3987,193762,1.0,5.0,1.0,0.0,1.0
3988,195002,1.0,1.0,1.0,0.0,0.0
3989,165341,1.0,1.0,0.0,0.0,0.0
3990,185816,0.0,0.0,0.0,0.0,0.0
3991,182338,1.0,6.0,1.0,0.0,1.0
3992,168911,0.0,1.0,1.0,0.0,1.0
3993,195870,1.0,7.0,1.0,1.0,1.0
3994,198172,1.0,20.0,2.0,1.0,2.0
3995,165125,1.0,0.0,1.0,0.0,1.0
3996,186779,1.0,0.0,1.0,0.0,1.0
3997,186981,1.0,1.0,1.0,1.0,1.0
3998,168592,1.0,0.0,0.0,0.0,1.0
3999,195746,1.0,1.0,1.0,0.0,1.0
4000,208629,1.0,1.0,1.0,1.0,1.0
4001,174401,1.0,1.0,0.0,0.0,0.0
4002,182568,1.0,1.0,1.0,0.0,1.0
4003,209485,1.0,1.0,1.0,0.0,1.0
4004,184208,1.0,1.0,1.0,1.0,1.0
4005,158486,1.0,1.0,2.0,0.0,1.0
4006,189947,1.0,1.0,1.0,0.0,1.0
4007,204984,1.0,1.0,1.0,0.0,1.0
4008,184501,1.0,1.0,1.0,1.0,1.0
4009,188186,1.0,0.0,1.0,0.0,0.0
4010,198181,1.0,1.0,1.0,0.0,1.0
4011,189049,2.0,1.0,1.0,0.0,1.0
4012,198313,1.0,1.0,1.0,1.0,1.0
4013,161399,1.0,3.0,0.0,0.0,3.0
4014,195506,1.0,2.0,0.0,0.0,0.0
4015,184154,1.0,1.0,0.0,1.0,1.0
4016,170840,1.0,1.0,1.0,1.0,1.0
4017,168231,5.0,165.0,2.0,1.0,9.0
4018,183662,1.0,6.0,1.0,0.0,1.0
4019,176808,1.0,0.0,1.0,0.0,1.0
4020,206370,1.0,1.0,1.0,0.0,1.0
4021,170045,1.0,1.0,1.0,0.0,1.0
4022,178493,1.0,12.0,1.0,0.0,1.0
4023,190487,1.0,1.0,1.0,1.0,1.0
4024,205778,1.0,1.0,1.0,1.0,1.0
4025,209480,1.0,0.0,0.0,0.0,1.0
4026,171626,1.0,1.0,1.0,1.0,1.0
4027,178524,1.0,1.0,1.0,1.0,0.0
4028,193907,1.0,1.0,1.0,0.0,1.0
4029,182726,1.0,7.0,1.0,1.0,1.0
4030,167240,1.0,1.0,1.0,0.0,1.0
4031,175359,1.0,1.0,0.0,0.0,1.0
4032,179330,1.0,1.0,1.0,1.0,1.0
4033,179282,1.0,1.0,1.0,1.0,1.0
4034,157113,1.0,1.0,1.0,0.0,1.0
4035,180543,1.0,5.0,1.0,1.0,1.0
4036,182605,1.0,0.0,1.0,0.0,1.0
4037,208534,1.0,1.0,1.0,1.0,1.0
4038,197496,4.0,8.0,1.0,1.0,1.0
4039,172097,1.0,3.0,1.0,0.0,0.0
4040,176115,1.0,0.0,0.0,0.0,1.0
4041,196279,1.0,1.0,1.0,0.0,1.0
4042,185655,1.0,1.0,1.0,1.0,1.0
4043,178771,1.0,4.0,1.0,1.0,1.0
4044,180664,1.0,1.0,1.0,1.0,1.0
4045,186066,1.0,8.0,1.0,1.0,1.0
4046,181285,1.0,1.0,1.0,0.0,1.0
4047,181320,1.0,0.0,1.0,0.0,1.0
4048,175142,1.0,94.0,1.0,1.0,1.0
4049,168080,1.0,1.0,0.0,0.0,0.0
4050,209458,1.0,1.0,1.0,0.0,1.0
4051,187882,1.0,1.0,1.0,0.0,1.0
4052,178092,1.0,1.0,1.0,1.0,1.0
4053,205629,1.0,1.0,1.0,0.0,1.0
4054,157572,1.0,1.0,1.0,1.0,0.0
4055,166015,1.0,55.0,1.0,1.0,1.0
4056,173683,1.0,8.0,1.0,0.0,4.0
4057,166099,1.0,5.0,1.0,1.0,1.0
4058,181149,1.0,1.0,1.0,1.0,1.0
4059,204344,1.0,0.0,0.0,0.0,1.0
4060,160861,1.0,1.0,1.0,1.0,1.0
4061,160573,1.0,6.0,1.0,1.0,1.0
4062,176847,1.0,1.0,1.0,1.0,1.0
4063,201221,1.0,1.0,1.0,1.0,1.0
4064,180246,3.0,1.0,1.0,1.0,1.0
4065,203895,1.0,6.0,1.0,0.0,3.0
4066,174543,1.0,0.0,0.0,0.0,0.0
4067,203880,1.0,1.0,0.0,0.0,1.0
4068,172703,1.0,1.0,1.0,1.0,1.0
4069,196257,1.0,9.0,1.0,1.0,4.0
4070,186416,1.0,0.0,1.0,0.0,1.0
4071,209890,1.0,1.0,1.0,0.0,1.0
4072,210074,0.0,0.0,0.0,0.0,0.0
4073,187430,1.0,1.0,1.0,1.0,1.0
4074,156159,1.0,50.0,1.0,1.0,1.0
4075,172148,1.0,9.0,1.0,1.0,1.0
4076,202078,1.0,0.0,0.0,0.0,1.0
4077,170629,1.0,1.0,0.0,0.0,1.0
4078,175257,1.0,2.0,0.0,0.0,1.0
4079,177995,1.0,48.0,1.0,1.0,1.0
4080,166087,1.0,27.0,1.0,1.0,1.0
4081,181235,2.0,18.0,2.0,1.0,1.0
4082,155348,1.0,1.0,1.0,0.0,1.0
4083,203424,1.0,5.0,1.0,1.0,1.0
4084,164266,1.0,1.0,1.0,1.0,1.0
4085,189329,1.0,6.0,1.0,0.0,1.0
4086,165815,1.0,1.0,0.0,0.0,2.0
4087,187682,1.0,5.0,1.0,1.0,1.0
4088,208442,1.0,1.0,1.0,1.0,1.0
4089,203011,1.0,1.0,1.0,1.0,1.0
4090,169330,1.0,1.0,1.0,1.0,1.0
4091,178382,1.0,0.0,1.0,0.0,1.0
4092,189746,1.0,1.0,1.0,0.0,1.0
4093,169027,1.0,1.0,1.0,0.0,1.0
4094,187934,1.0,7.0,1.0,0.0,1.0
4095,167575,1.0,0.0,1.0,0.0,1.0
4096,183309,1.0,1.0,1.0,1.0,1.0
4097,180783,1.0,0.0,0.0,0.0,0.0
4098,166627,1.0,1.0,1.0,0.0,0.0
4099,204699,1.0,0.0,1.0,0.0,0.0
4100,156891,1.0,1.0,0.0,0.0,1.0
4101,162581,1.0,1.0,1.0,1.0,1.0
4102,192106,1.0,1.0,1.0,1.0,1.0
4103,200070,1.0,1.0,1.0,0.0,1.0
4104,198159,1.0,1.0,1.0,0.0,1.0
4105,186445,1.0,0.0,0.0,0.0,1.0
4106,162006,1.0,40.0,1.0,1.0,1.0
4107,195625,1.0,1.0,1.0,1.0,1.0
4108,172079,1.0,1.0,1.0,0.0,1.0
4109,163560,1.0,1.0,1.0,0.0,1.0
4110,159880,1.0,0.0,1.0,0.0,1.0
4111,175965,1.0,4.0,1.0,0.0,1.0
4112,165363,1.0,1.0,1.0,1.0,1.0
4113,184218,1.0,1.0,1.0,0.0,1.0
4114,181264,1.0,1.0,1.0,1.0,1.0
4115,205719,1.0,1.0,1.0,1.0,1.0
4116,167827,1.0,1.0,1.0,1.0,1.0
4117,200717,1.0,1.0,0.0,0.0,1.0
4118,177964,1.0,1.0,0.0,0.0,1.0
4119,190514,1.0,20.0,1.0,1.0,1.0
4120,202247,1.0,1.0,1.0,1.0,1.0
4121,207262,1.0,7.0,1.0,0.0,1.0
4122,203514,1.0,1.0,1.0,0.0,1.0
4123,207751,1.0,1.0,1.0,1.0,1.0
4124,178249,1.0,5.0,1.0,1.0,1.0
4125,180930,1.0,25.0,2.0,1.0,1.0
4126,154632,1.0,1.0,1.0,1.0,1.0
4127,205026,1.0,1.0,1.0,0.0,1.0
4128,199055,1.0,1.0,1.0,0.0,1.0
4129,185261,1.0,1.0,1.0,1.0,1.0
4130,200724,1.0,0.0,1.0,0.0,1.0
4131,176703,1.0,1.0,1.0,1.0,1.0
4132,196043,1.0,1.0,1.0,0.0,0.0
4133,165551,1.0,1.0,0.0,0.0,0.0
4134,176177,1.0,1.0,1.0,0.0,1.0
4135,204057,1.0,5.0,1.0,0.0,1.0
4136,202326,1.0,1.0,0.0,0.0,1.0
4137,167871,1.0,6.0,1.0,1.0,1.0
4138,198113,1.0,1.0,1.0,1.0,1.0
4139,166931,1.0,1.0,1.0,0.0,0.0
4140,180425,1.0,0.0,1.0,1.0,1.0
4141,195861,1.0,1.0,1.0,1.0,1.0
4142,173802,1.0,1.0,0.0,0.0,1.0
4143,189568,1.0,1.0,1.0,1.0,1.0
4144,166552,1.0,0.0,1.0,1.0,1.0
4145,187564,1.0,5.0,1.0,1.0,1.0
4146,161544,1.0,0.0,1.0,0.0,1.0
4147,187895,1.0,2.0,1.0,1.0,1.0
4148,202811,1.0,7.0,0.0,0.0,0.0
4149,196547,0.0,0.0,0.0,0.0,0.0
4150,164502,1.0,1.0,1.0,0.0,1.0
4151,180344,1.0,0.0,1.0,0.0,1.0
4152,203624,1.0,0.0,1.0,0.0,1.0
4153,158817,1.0,0.0,0.0,0.0,1.0
4154,207543,1.0,1.0,1.0,0.0,1.0
4155,165863,1.0,1.0,1.0,0.0,1.0
4156,205137,1.0,1.0,1.0,0.0,0.0
4157,171591,1.0,1.0,0.0,0.0,0.0
4158,170171,1.0,1.0,1.0,1.0,1.0
4159,197852,1.0,1.0,1.0,0.0,1.0
4160,173979,1.0,1.0,1.0,0.0,1.0
4161,184998,0.0,4.0,0.0,0.0,0.0
4162,196737,1.0,1.0,1.0,1.0,1.0
4163,155219,1.0,1.0,1.0,1.0,1.0
4164,198269,1.0,1.0,0.0,0.0,1.0
4165,165858,1.0,7.0,0.0,0.0,1.0
4166,185190,1.0,1.0,1.0,1.0,1.0
4167,193648,1.0,0.0,1.0,0.0,1.0
4168,162328,1.0,1.0,1.0,0.0,1.0
4169,172214,1.0,1.0,1.0,1.0,1.0
4170,178241,1.0,0.0,1.0,0.0,1.0
4171,192807,1.0,8.0,1.0,0.0,1.0
4172,188494,1.0,1.0,1.0,1.0,1.0
4173,209903,1.0,0.0,1.0,1.0,1.0
4174,161981,1.0,0.0,1.0,0.0,0.0
4175,161590,1.0,5.0,1.0,0.0,1.0
4176,161958,1.0,3.0,0.0,0.0,1.0
4177,200691,1.0,1.0,1.0,1.0,0.0
4178,183860,1.0,1.0,1.0,0.0,1.0
4179,187284,1.0,1.0,1.0,0.0,0.0
4180,202036,1.0,1.0,1.0,1.0,1.0
4181,169952,1.0,1.0,1.0,0.0,1.0
4182,157812,1.0,6.0,1.0,1.0,1.0
4183,206663,1.0,1.0,1.0,0.0,1.0
4184,176566,1.0,5.0,1.0,1.0,1.0
4185,200478,1.0,0.0,1.0,0.0,1.0
4186,157084,1.0,1.0,1.0,0.0,1.0
4187,195049,1.0,3.0,1.0,1.0,1.0
4188,174623,1.0,1.0,0.0,0.0,0.0
4189,191930,1.0,0.0,0.0,0.0,1.0
4190,194672,1.0,1.0,1.0,1.0,1.0
4191,177756,0.0,0.0,0.0,0.0,0.0
4192,203454,1.0,1.0,1.0,1.0,1.0
4193,206672,1.0,1.0,1.0,0.0,1.0
4194,205259,1.0,1.0,1.0,0.0,1.0
4195,204457,1.0,7.0,1.0,1.0,1.0
4196,195460,1.0,1.0,1.0,1.0,1.0
4197,158497,1.0,1.0,1.0,1.0,1.0
4198,192540,1.0,1.0,1.0,0.0,1.0
4199,190356,1.0,0.0,1.0,0.0,1.0
4200,195256,1.0,75.0,9.0,1.0,1.0
4201,170115,1.0,12.0,1.0,1.0,1.0
4202,166276,1.0,1.0,1.0,0.0,1.0
4203,157611,1.0,1.0,1.0,1.0,1.0
4204,173654,1.0,1.0,1.0,0.0,3.0
4205,179848,1.0,0.0,1.0,1.0,1.0
4206,166219,1.0,1.0,1.0,1.0,1.0
4207,198531,1.0,0.0,0.0,0.0,1.0
4208,163793,1.0,0.0,1.0,0.0,1.0
4209,174083,1.0,1.0,1.0,0.0,1.0
4210,183359,1.0,1.0,1.0,1.0,1.0
4211,199250,1.0,1.0,1.0,0.0,1.0
4212,205776,0.0,0.0,0.0,0.0,0.0
4213,169113,1.0,4.0,0.0,0.0,0.0
4214,204052,1.0,4.0,1.0,1.0,1.0
4215,205818,1.0,1.0,1.0,0.0,1.0
4216,164494,1.0,1.0,1.0,0.0,1.0
4217,167231,1.0,12.0,1.0,0.0,1.0
4218,177180,1.0,1.0,0.0,0.0,1.0
4219,196807,1.0,1.0,1.0,1.0,1.0
4220,163651,1.0,1.0,0.0,0.0,1.0
4221,191877,1.0,3.0,1.0,1.0,1.0
4222,184886,1.0,6.0,2.0,0.0,2.0
4223,204556,1.0,1.0,0.0,1.0,1.0
4224,209128,1.0,7.0,1.0,0.0,1.0
4225,193723,1.0,24.0,1.0,1.0,1.0
4226,177205,1.0,1.0,1.0,1.0,1.0
4227,202859,1.0,60.0,1.0,1.0,1.0
4228,208943,0.0,0.0,0.0,0.0,0.0
4229,167397,1.0,6.0,0.0,1.0,0.0
4230,203650,1.0,0.0,1.0,0.0,0.0
4231,190874,1.0,1.0,1.0,1.0,1.0
4232,209409,1.0,0.0,0.0,0.0,1.0
4233,192829,1.0,8.0,1.0,1.0,1.0
4234,196724,1.0,8.0,1.0,1.0,1.0
4235,165866,1.0,1.0,1.0,0.0,1.0
4236,173477,1.0,12.0,1.0,1.0,1.0
4237,198639,1.0,2.0,0.0,0.0,1.0
4238,156832,1.0,1.0,1.0,1.0,1.0
4239,174627,1.0,1.0,1.0,0.0,1.0
4240,175698,1.0,4.0,2.0,0.0,1.0
4241,181848,1.0,1.0,1.0,1.0,1.0
4242,186026,1.0,4.0,0.0,0.0,1.0
4243,165478,1.0,1.0,1.0,1.0,1.0
4244,183080,1.0,2.0,1.0,0.0,0.0
4245,190823,1.0,5.0,1.0,0.0,0.0
4246,209427,3.0,3.0,9.0,1.0,3.0
4247,159278,1.0,6.0,1.0,0.0,1.0
4248,169462,1.0,14.0,1.0,1.0,1.0
4249,164129,1.0,0.0,0.0,0.0,1.0
4250,207982,1.0,1.0,1.0,0.0,1.0
4251,175247,1.0,4.0,1.0,0.0,0.0
4252,194283,2.0,39.0,2.0,1.0,2.0
4253,160069,1.0,1.0,1.0,0.0,1.0
4254,182635,1.0,0.0,0.0,0.0,1.0
4255,206592,1.0,1.0,1.0,1.0,1.0
4256,200067,1.0,0.0,0.0,0.0,1.0
4257,207356,1.0,1.0,1.0,1.0,1.0
4258,155118,1.0,1.0,1.0,1.0,1.0
4259,186466,1.0,16.0,1.0,1.0,1.0
4260,172397,1.0,91.0,9.0,1.0,1.0
4261,182978,1.0,0.0,1.0,0.0,1.0
4262,195496,1.0,1.0,1.0,0.0,1.0
4263,175922,1.0,1.0,1.0,0.0,1.0
4264,187314,1.0,1.0,1.0,1.0,2.0
4265,204777,1.0,0.0,0.0,0.0,0.0
4266,191923,1.0,1.0,1.0,0.0,1.0
4267,161445,1.0,1.0,1.0,0.0,1.0
4268,200812,1.0,1.0,0.0,0.0,1.0
4269,187483,1.0,26.0,1.0,1.0,1.0
4270,196217,1.0,0.0,0.0,0.0,0.0
4271,160113,1.0,1.0,1.0,1.0,1.0
4272,157944,1.0,1.0,1.0,0.0,1.0
4273,177119,1.0,3.0,1.0,0.0,1.0
4274,166733,1.0,0.0,1.0,0.0,1.0
4275,198945,1.0,1.0,0.0,0.0,1.0
4276,157321,1.0,1.0,1.0,1.0,1.0
4277,169853,1.0,1.0,1.0,1.0,1.0
4278,179732,1.0,4.0,1.0,0.0,1.0
4279,210044,1.0,1.0,1.0,0.0,1.0
4280,209119,1.0,0.0,1.0,1.0,1.0
4281,192309,1.0,5.0,1.0,0.0,1.0
4282,184916,1.0,0.0,1.0,0.0,1.0
4283,176323,1.0,8.0,1.0,0.0,1.0
4284,175192,1.0,5.0,0.0,0.0,1.0
4285,198065,1.0,1.0,1.0,1.0,1.0
4286,168063,1.0,1.0,1.0,0.0,1.0
4287,183813,1.0,1.0,1.0,1.0,1.0
4288,184197,1.0,1.0,1.0,1.0,1.0
4289,206675,1.0,1.0,0.0,1.0,1.0
4290,208038,1.0,1.0,1.0,1.0,1.0
4291,202847,0.0,0.0,0.0,0.0,0.0
4292,187194,2.0,1.0,1.0,1.0,1.0
4293,205876,1.0,1.0,0.0,0.0,1.0
4294,164684,1.0,1.0,0.0,0.0,1.0
4295,176639,1.0,1.0,1.0,0.0,1.0
4296,165192,1.0,1.0,1.0,1.0,1.0
4297,209241,1.0,8.0,1.0,1.0,0.0
4298,164468,1.0,0.0,1.0,0.0,1.0
4299,195367,1.0,1.0,1.0,0.0,1.0
4300,200964,1.0,1.0,1.0,1.0,1.0
4301,199117,1.0,1.0,1.0,1.0,1.0
4302,178986,1.0,1.0,0.0,0.0,0.0
4303,196354,1.0,0.0,0.0,0.0,0.0
4304,185151,1.0,1.0,1.0,0.0,1.0
4305,195797,1.0,1.0,1.0,0.0,0.0
4306,190472,1.0,1.0,1.0,1.0,1.0
4307,164144,1.0,1.0,1.0,1.0,1.0
4308,197619,1.0,1.0,1.0,1.0,1.0
4309,166843,1.0,51.0,1.0,0.0,4.0
4310,170486,1.0,53.0,1.0,1.0,1.0
4311,170999,1.0,0.0,0.0,0.0,1.0
4312,184670,1.0,4.0,1.0,0.0,2.0
4313,189024,1.0,1.0,0.0,0.0,0.0
4314,200453,1.0,1.0,0.0,0.0,1.0
4315,172799,1.0,0.0,0.0,0.0,1.0
4316,158481,1.0,1.0,1.0,1.0,1.0
4317,189930,1.0,6.0,0.0,0.0,1.0
4318,192469,1.0,0.0,0.0,0.0,1.0
4319,157316,1.0,17.0,1.0,1.0,1.0
4320,195914,1.0,1.0,1.0,1.0,1.0
4321,156443,1.0,1.0,0.0,0.0,1.0
4322,207549,1.0,1.0,1.0,1.0,1.0
4323,163397,1.0,1.0,1.0,0.0,0.0
4324,192754,1.0,7.0,1.0,0.0,1.0
4325,178887,0.0,0.0,0.0,0.0,0.0
4326,182361,1.0,1.0,1.0,0.0,1.0
4327,177671,1.0,0.0,1.0,1.0,1.0
4328,162375,1.0,1.0,1.0,0.0,1.0
4329,197245,1.0,0.0,0.0,0.0,0.0
4330,181033,1.0,4.0,0.0,0.0,0.0
4331,199136,1.0,0.0,0.0,0.0,1.0
4332,206087,1.0,0.0,1.0,0.0,1.0
4333,198553,1.0,0.0,0.0,0.0,1.0
4334,165642,1.0,1.0,1.0,0.0,1.0
4335,197115,1.0,1.0,1.0,1.0,1.0
4336,195082,1.0,1.0,1.0,1.0,1.0
4337,169006,1.0,1.0,1.0,1.0,1.0
4338,202765,1.0,0.0,0.0,0.0,1.0
4339,206902,1.0,0.0,1.0,0.0,1.0
4340,179931,1.0,1.0,0.0,1.0,1.0
4341,208324,0.0,0.0,0.0,0.0,0.0
4342,166720,1.0,0.0,1.0,0.0,1.0
4343,207259,1.0,0.0,1.0,0.0,1.0
4344,163134,1.0,1.0,0.0,0.0,1.0
4345,161071,1.0,1.0,1.0,0.0,1.0
4346,178678,1.0,7.0,0.0,0.0,1.0
4347,178649,1.0,1.0,0.0,1.0,1.0
4348,204797,1.0,1.0,1.0,0.0,1.0
4349,162145,1.0,0.0,1.0,0.0,0.0
4350,188212,1.0,1.0,1.0,1.0,1.0
4351,206169,1.0,7.0,0.0,0.0,1.0
4352,200339,1.0,6.0,2.0,1.0,1.0
4353,207785,1.0,1.0,1.0,1.0,1.0
4354,192345,1.0,5.0,1.0,0.0,1.0
4355,200835,1.0,1.0,1.0,1.0,1.0
4356,168173,1.0,1.0,1.0,0.0,1.0
